Se-74(n,tot) ENDF/B-VII.1
234.565 7.32460
238.886 12.1340
243.206 20.4233
247.527 35.3091
249.687 47.1580
251.848 63.9174
254.008 88.3145
256.168 125.143
258.329 183.410
260.489 281.467
262.649 460.891
263.729 609.626
264.809 829.861
265.890 1170.41
266.970 1723.39
268.050 2666.13
269.130 4306.55
270.315 7145.00
271.500 9235.34
272.685 7646.18
273.870 4956.35
274.753 3531.74
275.637 2586.11
276.520 1958.48
277.403 1530.76
279.170 1011.17
280.937 723.098
282.703 547.620
284.470 432.812
288.003 296.117
291.537 220.297
295.070 173.455
298.603 142.232
302.136 120.217
309.203 91.6600
316.269 74.2387
323.336 62.6508
330.403 54.4506
344.536 43.6978
358.669 37.0039
372.802 32.4484
386.935 29.1469
415.201 24.6663
443.468 21.7419
471.734 19.6582
500.000 18.0793
562.500 15.6001
625.000 13.8711
687.500 12.5175
750.000 11.3441
812.500 10.2034
875.000 8.89826
906.250 8.05719
921.875 7.53983
937.500 6.91837
953.125 6.13996
968.750 5.11518
976.563 4.46652
984.375 3.69599
992.188 2.78743
1000.00 1.79159
1003.46 1.40038
1006.92 1.16841
1007.78 1.16049
1008.64 1.18407
1009.51 1.24774
1010.37 1.36228
1010.81 1.44313
1011.24 1.54214
1011.67 1.66195
1012.10 1.80536
1012.97 2.17638
1013.83 2.68760
1014.70 3.38359
1015.56 4.32255
1016.42 5.58991
1017.29 7.30036
1018.15 9.62806
1019.02 12.8189
1019.88 17.2567
1020.75 23.5395
1021.61 32.6536
1022.47 46.2365
1023.34 67.3008
1024.20 101.497
1025.07 160.720
1025.93 271.599
1026.36 364.303
1026.80 500.671
1027.23 705.313
1027.66 1012.48
1028.33 1731.27
1029.00 2306.29
1029.67 1957.65
1030.34 1295.67
1031.03 831.652
1031.73 566.111
1032.42 409.830
1033.11 312.220
1033.81 247.579
1034.50 202.757
1035.89 146.091
1037.27 112.746
1038.66 91.3303
1041.43 66.0517
1044.20 51.9912
1046.98 43.2115
1049.75 37.2712
1052.52 33.0171
1058.07 27.3672
1063.61 23.8103
1069.16 21.3731
1074.70 19.6001
1085.79 17.1877
1096.88 15.6126
1107.97 14.4912
1119.06 13.6416
1141.24 12.4109
1163.42 11.5260
1207.79 10.2210
1252.15 9.13036
1274.33 8.56826
1296.51 7.93230
1318.69 7.12903
1329.78 6.60439
1340.87 5.92853
1346.42 5.50228
1351.96 4.98941
1357.51 4.35796
1363.05 3.56791
1365.82 3.10451
1368.60 2.60548
1371.37 2.11729
1374.14 1.80778
1375.53 1.87274
1376.22 2.02331
1376.57 2.14307
1376.91 2.30014
1377.26 2.50336
1377.61 2.76133
1377.95 3.08777
1378.30 3.49607
1378.65 4.00803
1378.99 4.64537
1379.34 5.44371
1379.69 6.43991
1380.38 9.27843
1381.07 13.8606
1381.77 21.5434
1382.46 35.1350
1382.81 45.9177
1383.15 61.1043
1383.50 83.2598
1383.84 116.545
1384.19 168.995
1384.54 255.183
1384.88 404.616
1385.23 667.858
1385.62 1143.72
1386.00 1527.65
1386.39 1304.44
1386.77 869.023
1387.01 665.706
1387.25 519.118
1387.72 337.335
1388.20 237.882
1388.67 178.815
1389.14 140.903
1389.62 115.157
1390.57 83.3018
1391.52 64.8666
1392.47 53.1350
1394.37 39.3573
1396.26 31.6991
1398.16 26.9023
1400.06 23.6439
1401.96 21.2984
1405.76 18.1574
1409.56 16.1561
1413.35 14.7673
1417.15 13.7440
1424.75 12.3241
1432.34 11.3691
1447.53 10.1171
1462.72 9.27691
1477.91 8.62594
1508.29 7.56462
1538.67 6.59662
1569.05 5.58374
1584.24 5.03108
1599.43 4.43807
1607.02 4.13109
1614.62 3.84083
1618.41 3.73471
1620.31 3.71536
1622.21 3.75311
1624.11 3.93448
1625.06 4.15727
1626.01 4.59397
1626.48 4.97165
1626.96 5.55083
1627.43 6.49263
1627.91 8.15291
1628.38 11.4840
1628.62 14.5460
1628.86 19.6392
1629.09 29.0563
1629.21 37.0284
1629.33 49.0579
1629.45 68.6735
1629.57 102.556
1629.69 167.499
1629.75 221.211
1629.81 297.304
1629.90 475.142
1630.00 592.216
1630.10 473.294
1630.20 297.430
1630.30 174.622
1630.41 110.737
1630.52 75.5705
1630.63 54.7559
1630.74 41.4985
1630.85 32.7429
1631.06 22.2011
1631.28 16.3471
1631.49 12.8020
1631.93 8.88969
1632.36 6.88737
1632.79 5.72797
1633.22 4.99034
1633.66 4.49109
1634.52 3.86756
1635.39 3.49852
1637.12 3.07655
1638.85 2.82717
1640.58 2.64731
1644.04 2.37086
1650.96 1.92124
1657.88 1.50796
1671.72 0.754552
1678.64 0.466665
1682.10 0.370374
1683.83 0.339719
1685.56 0.323615
1687.29 0.324747
1689.02 0.346292
1690.75 0.392025
1692.48 0.466463
1694.22 0.575091
1695.95 0.724301
1697.68 0.922023
1699.41 1.17783
1702.87 1.91338
1706.33 3.06070
1709.79 4.82269
1713.25 7.52241
1716.71 11.7008
1720.17 18.2940
1723.63 29.0319
1727.09 47.3004
1730.55 80.3580
1732.28 107.045
1734.01 145.285
1735.74 201.608
1737.47 286.950
1739.20 419.352
1740.93 625.384
1743.47 1094.33
1746.00 1488.84
1748.54 1290.94
1751.07 872.245
1753.02 634.432
1754.96 474.591
1756.91 367.527
1758.85 293.907
1762.74 203.263
1766.63 152.001
1770.52 120.132
1774.41 98.8698
1782.19 72.8654
1789.97 57.9253
1797.75 48.3963
1805.52 41.8582
1813.30 37.1249
1828.86 30.7737
1844.42 26.7333
1859.98 23.9461
1875.54 21.9088
1906.65 19.1248
1937.77 17.2994
1968.88 15.9949
2000.00 15.0011
2075.52 13.2706
2113.27 12.5798
2151.03 11.9079
2188.79 11.1579
2207.67 10.6960
2226.55 10.1081
2235.99 9.73292
2245.42 9.26996
2254.86 8.67234
2264.30 7.85592
2269.02 7.31920
2273.74 6.65495
2278.46 5.81338
2283.18 4.72600
2285.54 4.06773
2287.90 3.33342
2290.26 2.56286
2292.62 1.92284
2293.80 1.80974
2294.39 1.87095
2294.98 2.06019
2295.57 2.43745
2295.87 2.72341
2296.16 3.09391
2296.46 3.56843
2296.75 4.17158
2297.05 4.93475
2297.34 5.89831
2297.93 8.65273
2298.52 13.0913
2299.11 20.4119
2299.70 32.9407
2300.29 55.5490
2300.59 73.6668
2300.88 99.3794
2301.18 136.727
2301.47 192.244
2301.77 276.256
2302.06 402.798
2302.53 715.676
2303.00 989.777
2303.47 875.362
2303.94 603.011
2304.23 471.097
2304.52 374.134
2305.10 251.655
2305.68 183.061
2306.25 141.473
2306.83 114.374
2307.41 95.7438
2308.57 72.2571
2309.72 58.3740
2310.88 49.3756
2313.19 38.5748
2315.51 32.4243
2317.82 28.4956
2320.13 25.7847
2322.44 23.8078
2327.07 21.1254
2331.70 19.3932
2336.32 18.1826
2340.95 17.2878
2350.20 16.0499
2359.45 15.2287
2368.70 14.6396
2377.96 14.1927
2396.46 13.5512
2414.96 13.1039
2451.97 12.4996
2488.98 12.0913
2525.99 11.7842
2600.00 11.3317
2600.00 17.6707
3000.00 16.9312
3500.00 16.1905
4000.00 15.5925
5000.00 14.6756
6000.00 13.9962
7000.00 13.4662
8000.00 13.0373
10000.0 12.3772
12500.0 11.7809
15000.0 11.3356
17000.0 11.0494
20000.0 10.6993
25000.0 10.2538
30000.0 9.91646
35000.0 9.64727
40000.0 9.42457
50000.0 9.07107
60000.0 8.79691
70000.0 8.57356
80000.0 8.38538
99999.9 8.08009
100000 8.07668
150000 7.98195
200000 7.87009
250000 7.73676
300000 7.58572
500000 6.89846
578319 6.60885
643462 6.40418
700000 6.21951
800000 5.91182
865450 5.72475
900000 5.63076
1.00000E+06 5.37726
1.01563E+06 5.33775
1.03125E+06 5.29938
1.04688E+06 5.26212
1.06250E+06 5.22591
1.07813E+06 5.19071
1.09375E+06 5.15647
1.10938E+06 5.12317
1.12500E+06 5.09076
1.14063E+06 5.05920
1.15625E+06 5.02848
1.17188E+06 4.99855
1.18750E+06 4.96938
1.20313E+06 4.94096
1.21875E+06 4.91324
1.23438E+06 4.88620
1.25000E+06 4.85983
1.26811E+06 4.82829
1.28621E+06 4.79754
1.28622E+06 4.79753
1.29816E+06 4.77720
1.31011E+06 4.75732
1.32206E+06 4.73789
1.33401E+06 4.71889
1.34596E+06 4.70030
1.35790E+06 4.68212
1.36985E+06 4.66433
1.38180E+06 4.64693
1.38180E+06 4.64693
1.39658E+06 4.62483
1.41135E+06 4.60332
1.42613E+06 4.58239
1.44090E+06 4.56202
1.45568E+06 4.54218
1.47045E+06 4.52286
1.48523E+06 4.50404
1.50000E+06 4.48571
1.51523E+06 4.46665
1.53046E+06 4.44803
1.54569E+06 4.42982
1.56092E+06 4.41203
1.57614E+06 4.39464
1.59137E+06 4.37763
1.60660E+06 4.36099
1.62183E+06 4.34472
1.62183E+06 4.34472
1.63641E+06 4.32928
1.65098E+06 4.31421
1.66555E+06 4.29950
1.68012E+06 4.28514
1.69759E+06 4.26809
1.71506E+06 4.25150
1.73253E+06 4.23535
1.75000E+06 4.21963
1.76563E+06 4.20564
1.78125E+06 4.19196
1.79688E+06 4.17859
1.81250E+06 4.16552
1.82813E+06 4.15274
1.84375E+06 4.14025
1.85938E+06 4.12804
1.87500E+06 4.11609
1.89063E+06 4.10441
1.90625E+06 4.09299
1.92188E+06 4.08181
1.93750E+06 4.07088
1.95313E+06 4.06019
1.96875E+06 4.04972
1.98438E+06 4.03948
2.00000E+06 4.02946
2.05619E+06 4.00291
2.11237E+06 3.97781
2.16856E+06 3.95407
2.22475E+06 3.93158
2.28093E+06 3.91025
2.33712E+06 3.89001
2.39330E+06 3.87079
2.44949E+06 3.85252
2.51482E+06 3.82923
2.58015E+06 3.80725
2.64548E+06 3.78653
2.71081E+06 3.76698
2.78128E+06 3.74522
2.85174E+06 3.72493
2.92493E+06 3.70408
3.00000E+06 3.68335
3.22371E+06 3.68283
3.34174E+06 3.68257
3.46410E+06 3.68231
3.59094E+06 3.68206
3.72242E+06 3.68180
3.85871E+06 3.68154
4.00000E+06 3.68128
4.12878E+06 3.70472
4.33121E+06 3.74040
4.54356E+06 3.77643
5.00000E+06 3.84952
5.05965E+06 3.86470
5.11931E+06 3.88005
5.17896E+06 3.89557
5.23862E+06 3.91128
5.29827E+06 3.92717
5.35792E+06 3.94327
5.41758E+06 3.95957
5.47723E+06 3.97608
5.54258E+06 3.99133
5.60792E+06 4.00686
5.67327E+06 4.02269
5.73862E+06 4.03883
5.80396E+06 4.05530
5.86931E+06 4.07211
5.93465E+06 4.08927
6.00000E+06 4.10681
6.04156E+06 4.11727
6.08312E+06 4.12778
6.12467E+06 4.13833
6.16623E+06 4.14892
6.20779E+06 4.15955
6.24935E+06 4.17023
6.29090E+06 4.18095
6.33246E+06 4.19172
6.39296E+06 4.20667
6.45345E+06 4.22166
6.51395E+06 4.23670
6.57444E+06 4.25179
6.62764E+06 4.26457
6.68083E+06 4.27735
6.73403E+06 4.29014
6.78722E+06 4.30293
6.84042E+06 4.31574
6.89361E+06 4.32855
6.94681E+06 4.34138
7.00000E+06 4.35421
7.01662E+06 4.35670
7.03324E+06 4.35919
7.04985E+06 4.36167
7.06647E+06 4.36416
7.08309E+06 4.36664
7.09971E+06 4.36913
7.11633E+06 4.37161
7.13294E+06 4.37409
7.14956E+06 4.37658
7.16618E+06 4.37906
7.18280E+06 4.38154
7.19941E+06 4.38402
7.21603E+06 4.38650
7.23265E+06 4.38898
7.24927E+06 4.39146
7.26589E+06 4.39394
7.28250E+06 4.39642
7.29912E+06 4.39890
7.31574E+06 4.40137
7.33236E+06 4.40385
7.34898E+06 4.40633
7.36559E+06 4.40880
7.38221E+06 4.41128
7.39883E+06 4.41375
7.41545E+06 4.41623
7.43206E+06 4.41870
7.44868E+06 4.42117
7.46530E+06 4.42365
7.48192E+06 4.42612
7.49854E+06 4.42859
7.51515E+06 4.43106
7.53177E+06 4.43353
7.54640E+06 4.43563
7.56104E+06 4.43772
7.57567E+06 4.43981
7.59030E+06 4.44190
7.60493E+06 4.44399
7.61956E+06 4.44608
7.63420E+06 4.44817
7.64883E+06 4.45025
7.66346E+06 4.45234
7.67809E+06 4.45442
7.69273E+06 4.45650
7.70736E+06 4.45859
7.72199E+06 4.46067
7.73662E+06 4.46274
7.75125E+06 4.46482
7.76589E+06 4.46690
7.78052E+06 4.46897
7.79515E+06 4.47105
7.80978E+06 4.47312
7.82441E+06 4.47519
7.83905E+06 4.47726
7.85368E+06 4.47933
7.86831E+06 4.48140
7.88294E+06 4.48346
7.89758E+06 4.48553
7.91221E+06 4.48759
7.92684E+06 4.48966
7.94147E+06 4.49172
7.95610E+06 4.49378
7.97074E+06 4.49584
7.98537E+06 4.49790
8.00000E+06 4.49996
8.06066E+06 4.50151
8.12132E+06 4.50306
8.18198E+06 4.50461
8.24264E+06 4.50616
8.30330E+06 4.50770
8.36396E+06 4.50925
8.42462E+06 4.51078
8.48528E+06 4.51232
8.53249E+06 4.51348
8.57969E+06 4.51464
8.62690E+06 4.51579
8.67410E+06 4.51695
8.71484E+06 4.51792
8.75558E+06 4.51889
8.79631E+06 4.51987
8.83705E+06 4.52084
8.87779E+06 4.52181
8.91853E+06 4.52278
8.95926E+06 4.52375
9.00000E+06 4.52472
9.06085E+06 4.51980
9.12171E+06 4.51490
9.18256E+06 4.51004
9.24342E+06 4.50521
9.30427E+06 4.50042
9.36512E+06 4.49566
9.42598E+06 4.49093
9.48683E+06 4.48624
9.55098E+06 4.48138
9.61512E+06 4.47657
9.67927E+06 4.47181
9.74342E+06 4.46710
9.80756E+06 4.46244
9.87171E+06 4.45784
9.93585E+06 4.45332
1.00000E+07 4.44887
1.00305E+07 4.44330
1.00610E+07 4.43776
1.00915E+07 4.43224
1.01220E+07 4.42675
1.01525E+07 4.42128
1.01830E+07 4.41584
1.02136E+07 4.41043
1.02441E+07 4.40505
1.02746E+07 4.39970
1.03051E+07 4.39437
1.03356E+07 4.38908
1.03661E+07 4.38383
1.03966E+07 4.37860
1.04271E+07 4.37342
1.04576E+07 4.36827
1.04881E+07 4.36316
1.05201E+07 4.35793
1.05521E+07 4.35276
1.05841E+07 4.34764
1.06161E+07 4.34257
1.06481E+07 4.33756
1.06801E+07 4.33261
1.07121E+07 4.32773
1.07441E+07 4.32293
1.07761E+07 4.31821
1.08080E+07 4.31359
1.08400E+07 4.30909
1.08720E+07 4.30472
1.09040E+07 4.30053
1.09360E+07 4.29655
1.09680E+07 4.29287
1.10000E+07 4.28958
1.10033E+07 4.28908
1.10033E+07 4.28908
1.11252E+07 4.26857
1.12471E+07 4.24969
1.13689E+07 4.23290
1.14908E+07 4.21885
1.16181E+07 4.19016
1.17454E+07 4.16734
1.18727E+07 4.15259
1.20000E+07 4.14914
1.20153E+07 4.14583
1.20306E+07 4.14260
1.20459E+07 4.13946
1.20612E+07 4.13641
1.20764E+07 4.13345
1.20917E+07 4.13058
1.21070E+07 4.12780
1.21223E+07 4.12512
1.21376E+07 4.12253
1.21529E+07 4.12005
1.21682E+07 4.11766
1.21835E+07 4.11538
1.21987E+07 4.11321
1.22140E+07 4.11114
1.22293E+07 4.10919
1.22446E+07 4.10736
1.22446E+07 4.10734
1.22679E+07 4.10242
1.22911E+07 4.09760
1.23144E+07 4.09289
1.23376E+07 4.08829
1.23609E+07 4.08380
1.23841E+07 4.07943
1.24074E+07 4.07517
1.24306E+07 4.07103
1.24539E+07 4.06701
1.24771E+07 4.06311
1.25004E+07 4.05934
1.25236E+07 4.05569
1.25469E+07 4.05217
1.25701E+07 4.04878
1.25934E+07 4.04552
1.26166E+07 4.04240
1.26406E+07 4.03759
1.26645E+07 4.03293
1.26885E+07 4.02843
1.27125E+07 4.02410
1.27364E+07 4.01992
1.27604E+07 4.01592
1.27843E+07 4.01209
1.28083E+07 4.00844
1.28323E+07 4.00496
1.28562E+07 4.00166
1.28802E+07 3.99854
1.29042E+07 3.99562
1.29281E+07 3.99288
1.29521E+07 3.99034
1.29760E+07 3.98800
1.30000E+07 3.98586
1.30625E+07 3.97463
1.31250E+07 3.96368
1.31875E+07 3.95302
1.32500E+07 3.94265
1.33125E+07 3.93257
1.33750E+07 3.92277
1.34375E+07 3.91326
1.35000E+07 3.90403
1.35625E+07 3.89508
1.36250E+07 3.88642
1.36875E+07 3.87805
1.37500E+07 3.86996
1.38125E+07 3.86215
1.38750E+07 3.85463
1.39375E+07 3.84739
1.40000E+07 3.84043
1.41250E+07 3.82328
1.42500E+07 3.80695
1.43750E+07 3.79143
1.45000E+07 3.77671
1.46250E+07 3.76068
1.47500E+07 3.74524
1.48750E+07 3.73041
1.50000E+07 3.71615
1.52500E+07 3.68659
1.55000E+07 3.65897
1.57500E+07 3.63321
1.60000E+07 3.60926
1.62500E+07 3.57857
1.65000E+07 3.54937
1.67500E+07 3.52161
1.70000E+07 3.49524
1.72728E+07 3.46590
1.76364E+07 3.42750
1.80000E+07 3.39105
1.85000E+07 3.32217
1.90000E+07 3.25742
1.95332E+07 3.19107
2.00000E+07 3.13552
