Sn-117(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 53.8172
1.25000E-05 48.1356
1.50000E-05 43.9416
2.00000E-05 38.0545
2.75000E-05 32.4530
3.50000E-05 28.7665
4.25000E-05 26.1052
5.00000E-05 24.0678
6.25000E-05 21.5269
7.50000E-05 19.6513
0.000100000 17.0185
0.000125000 15.2218
0.000150000 13.8956
0.000200000 12.0339
0.000275000 10.2626
0.000350000 9.09683
0.000425000 8.25525
0.000500000 7.61097
0.000625000 6.80748
0.000750000 6.21436
0.00100000 5.38182
0.00125000 4.81367
0.00150000 4.39428
0.00200000 3.80559
0.00275000 3.24546
0.00350000 2.87684
0.00425000 2.61072
0.00500000 2.40700
0.00625000 2.15294
0.00750000 1.96540
0.0100000 1.70217
0.0125000 1.52254
0.0150000 1.38995
0.0200000 1.20385
0.0253000 1.07047
0.0314750 0.959858
0.0376500 0.877738
0.0500000 0.761873
0.0625000 0.681642
0.0750000 0.622446
0.100000 0.539422
0.125000 0.482841
0.150000 0.441145
0.200000 0.382801
0.275000 0.327715
0.350000 0.292009
0.500000 0.248440
0.750000 0.217573
0.875000 0.219692
1.00000 0.247100
1.06325 0.284777
1.12650 0.364045
1.18975 0.551019
1.22138 0.739932
1.25300 1.05439
1.29000 1.61601
1.32700 2.00708
1.36400 1.65336
1.40100 1.09796
1.43844 0.732818
1.47588 0.526859
1.51331 0.407034
1.55075 0.332884
1.62563 0.250461
1.70050 0.207852
1.85025 0.165900
2.00000 0.145260
2.37500 0.120266
2.75000 0.107218
3.50000 0.0916704
5.00000 0.0746570
7.50000 0.0601437
10.0000 0.0523713
12.6585 0.0477879
13.9878 0.0466382
14.6524 0.0468822
14.9847 0.0489532
15.1509 0.0546411
15.2339 0.0651416
15.2755 0.0778863
15.3170 0.103690
15.3850 0.162031
15.4530 0.103896
15.4885 0.0807393
15.5241 0.0680859
15.5951 0.0566013
15.7372 0.0496740
16.0214 0.0467175
16.5898 0.0457048
17.7265 0.0456264
20.0000 0.0475858
20.6638 0.0495489
20.9956 0.0535535
21.1616 0.0630226
21.2445 0.0807314
21.2860 0.103144
21.3275 0.151083
21.3900 0.253397
21.4525 0.151618
21.4892 0.107613
21.5259 0.0853045
