Pd-106(n,tot) ENDF/B-VII.1
156.997 10.8910
157.018 9.22534
157.060 7.27062
157.102 6.23473
157.144 5.62438
157.186 5.23831
157.271 4.79587
157.355 4.56240
157.439 4.42481
157.607 4.27718
157.775 4.20354
157.944 4.16135
158.280 4.11665
158.616 4.09398
158.953 4.08032
159.626 4.06405
160.299 4.05377
160.972 4.04587
162.317 4.03291
165.009 4.01028
167.701 3.98829
178.467 3.89347
200.000 3.64201
210.200 3.47798
220.400 3.26817
230.599 2.99022
240.799 2.60580
245.899 2.35413
250.999 2.04749
256.099 1.67257
261.199 1.22667
263.749 0.992121
266.298 0.786248
267.573 0.717883
268.848 0.699251
269.486 0.719738
269.805 0.740285
270.123 0.769135
270.442 0.807616
270.761 0.857236
271.080 0.919801
271.398 0.997427
271.717 1.09265
272.036 1.20838
272.355 1.34823
272.673 1.51635
273.311 1.95914
273.948 2.59220
274.586 3.49905
275.223 4.80911
275.861 6.73006
276.498 9.60885
277.136 14.0584
277.773 21.2278
278.411 33.4622
279.048 56.1003
279.367 75.0413
279.686 103.365
280.004 147.975
280.323 223.103
280.642 362.020
280.801 478.961
280.961 655.172
281.120 935.183
281.279 1407.92
281.439 2262.06
281.598 3863.49
281.749 6324.62
281.900 8084.73
282.051 6612.77
282.202 4225.90
282.341 2756.25
282.479 1880.85
282.618 1349.82
282.757 1012.62
283.034 630.934
283.311 433.505
283.589 318.701
283.866 246.050
284.420 162.430
284.975 117.627
285.530 90.6331
286.084 72.9900
286.639 60.7504
287.748 45.1770
288.857 35.8885
289.966 29.8271
291.076 25.6098
293.294 20.1978
295.512 16.9214
297.731 14.7534
298.840 13.9458
299.395 13.6585
299.533 13.6452
299.672 13.7435
299.741 13.9164
299.810 14.3449
299.845 14.7977
299.880 15.6288
299.914 17.3197
299.932 18.8077
299.949 21.0131
299.975 25.6746
300.000 28.7750
300.026 25.6456
300.051 20.9544
300.077 17.8870
300.103 16.1894
300.129 15.2125
300.155 14.6131
300.207 13.9514
300.259 13.6116
300.363 13.2727
300.467 13.0967
300.676 12.8882
300.884 12.7412
301.717 12.2898
303.382 11.5665
306.713 10.4711
313.376 9.06997
320.038 8.21443
326.700 7.63900
333.363 7.22566
340.025 6.91423
353.350 6.47530
366.675 6.17939
379.999 5.96497
393.324 5.80160
396.655 5.76691
399.986 5.73519
401.652 5.72148
403.318 5.71245
404.150 5.71390
404.567 5.71915
404.983 5.73178
405.400 5.76259
405.608 5.79453
405.816 5.85300
405.920 5.90178
406.024 5.97508
406.128 6.09208
406.232 6.29509
406.336 6.69279
406.389 7.05219
406.441 7.63709
406.493 8.68357
406.519 9.53986
406.545 10.8040
406.571 12.7643
406.597 15.9841
406.623 21.5994
406.649 31.6930
406.674 47.3029
406.700 57.7080
406.726 47.3032
406.751 31.6931
406.779 21.2887
406.806 15.6393
406.833 12.4598
406.860 10.5493
406.887 9.32861
406.914 8.50741
406.968 7.51186
407.022 6.95750
407.077 6.61863
407.185 6.24388
407.293 6.05240
407.402 5.94152
407.510 5.87150
407.619 5.82435
407.835 5.76644
408.052 5.73320
408.486 5.69744
408.919 5.67853
409.353 5.66646
410.220 5.65070
411.954 5.63021
413.689 5.61401
417.157 5.58534
420.626 5.55887
434.500 5.46487
448.374 5.38470
451.843 5.36678
455.311 5.35065
457.046 5.34448
458.780 5.34329
459.647 5.34933
460.081 5.35747
460.514 5.37396
460.948 5.41111
461.165 5.44852
461.381 5.51613
461.490 5.57226
461.598 5.65643
461.707 5.79067
461.815 6.02372
461.923 6.48134
461.978 6.89575
462.032 7.57405
462.086 8.79239
462.113 9.79724
462.140 11.2905
462.167 13.6265
462.194 17.5112
462.221 24.4051
462.248 37.0167
462.274 56.0579
462.300 68.7597
462.326 56.0574
462.352 37.0160
462.370 27.6320
462.388 21.4209
462.407 17.3073
462.425 14.5143
462.462 11.1491
462.499 9.31517
462.536 8.21425
462.572 7.50777
462.646 6.69099
462.719 6.25527
462.793 5.99694
462.866 5.83124
462.940 5.71867
463.087 5.57982
463.234 5.50065
463.381 5.45116
463.528 5.41811
463.822 5.37776
464.117 5.35473
464.705 5.33000
465.293 5.31687
465.881 5.30841
467.058 5.29719
469.411 5.28216
471.764 5.26998
476.470 5.24798
481.176 5.22730
490.588 5.18818
500.000 5.15159
505.462 5.13192
508.192 5.12294
510.923 5.11519
513.654 5.11039
515.019 5.11071
516.385 5.11550
517.067 5.12130
517.750 5.13153
518.433 5.15001
519.115 5.18577
519.457 5.21673
519.798 5.26462
520.139 5.34379
520.481 5.48765
520.651 5.60799
520.822 5.79009
520.993 6.08435
521.163 6.60490
521.249 7.03069
521.334 7.66049
521.419 8.64930
521.505 10.3298
521.590 13.5321
521.633 16.3390
521.675 20.7644
521.718 28.3321
521.761 42.5932
521.782 54.8738
521.803 73.4493
521.825 102.599
521.846 148.628
521.873 234.671
521.900 291.999
521.927 234.351
521.954 148.389
521.974 104.179
521.995 75.6761
522.015 57.1268
522.035 44.7053
522.075 29.9512
522.116 22.0059
522.156 17.2863
522.197 14.2854
522.278 10.8330
522.358 9.00309
522.439 7.92272
522.520 7.23133
522.601 6.76363
522.763 6.18876
522.924 5.86259
523.086 5.65985
523.248 5.52524
523.571 5.36300
523.895 5.27243
524.218 5.21656
524.541 5.17952
525.188 5.13452
525.835 5.10877
526.482 5.09222
527.128 5.08063
528.422 5.06506
529.715 5.05451
532.303 5.03946
534.890 5.02771
537.477 5.01732
542.651 4.99841
547.825 4.98111
552.999 4.96646
555.586 4.96227
556.880 4.96256
558.174 4.96676
559.467 4.98080
560.114 4.99695
560.761 5.02816
561.084 5.05516
561.407 5.09688
561.731 5.16578
562.054 5.29085
562.216 5.39535
562.378 5.55333
562.539 5.80834
562.701 6.25916
562.782 6.62731
562.863 7.17120
562.944 8.02517
563.024 9.47231
563.105 12.2221
563.146 14.6215
563.186 18.4019
563.227 24.8219
563.267 36.8672
563.287 47.1155
563.307 62.5759
563.328 86.6372
563.348 124.269
563.374 195.958
563.400 243.475
563.426 195.634
563.452 124.228
563.482 74.5283
563.511 48.4682
563.540 34.1831
563.569 25.7554
563.598 20.4406
563.628 16.8991
563.686 12.6473
563.744 10.3023
563.803 8.87850
563.919 7.31547
564.036 6.52204
564.153 6.06574
564.270 5.77958
564.387 5.58855
564.620 5.35689
564.854 5.22717
565.087 5.14711
565.321 5.09418
565.788 5.03043
566.255 4.99464
566.722 4.97226
567.189 4.95711
568.123 4.93793
569.057 4.92609
570.926 4.91127
572.794 4.90127
574.662 4.89330
578.399 4.88049
582.136 4.87156
584.004 4.86987
585.873 4.87255
586.807 4.87720
587.741 4.88618
588.675 4.90320
589.609 4.93715
590.076 4.96699
590.543 5.01354
591.011 5.09110
591.478 5.23324
591.711 5.35298
591.945 5.53519
592.178 5.83209
592.412 6.36338
592.529 6.80248
592.645 7.45981
592.762 8.50745
592.879 10.3247
592.996 13.9019
593.054 17.1492
593.112 22.4680
593.171 32.0751
593.200 40.0342
593.229 51.9146
593.258 70.6141
593.288 101.977
593.317 158.319
593.346 263.075
593.373 418.281
593.400 521.229
593.427 417.716
593.454 263.134
593.479 169.213
593.504 114.380
593.529 81.7164
593.555 61.2723
593.605 38.5691
593.655 27.1037
593.705 20.5804
593.755 16.5360
593.856 12.0065
593.956 9.66786
594.057 8.30733
594.157 7.44737
594.257 6.87011
594.458 6.16615
594.659 5.77017
594.860 5.52526
595.060 5.36337
595.462 5.16892
595.863 5.06080
596.265 4.99425
596.666 4.95016
597.469 4.89664
598.272 4.86599
599.076 4.84623
599.879 4.83233
601.485 4.81349
603.091 4.80053
606.303 4.78166
609.515 4.76649
612.727 4.75273
619.152 4.72667
625.576 4.70110
632.000 4.67542
638.425 4.65003
641.637 4.64042
642.440 4.64091
643.243 4.64835
643.644 4.66134
644.046 4.69965
644.247 4.75139
644.347 4.80095
644.447 4.88669
644.548 5.05436
644.598 5.20524
644.648 5.45044
644.698 5.88606
644.724 6.24127
644.749 6.76315
644.774 7.56712
644.799 8.87554
644.824 11.1281
644.849 15.0884
644.875 21.3770
644.900 25.5465
644.926 21.3538
644.951 15.0918
644.979 10.8336
645.006 8.56015
645.034 7.28853
645.061 6.53253
645.089 6.05008
645.116 5.72786
645.171 5.33829
645.227 5.12160
645.282 4.98945
645.392 4.84367
645.502 4.76920
645.612 4.72612
645.832 4.68051
646.273 4.64479
646.713 4.63049
647.594 4.61757
648.475 4.61048
651.999 4.59184
659.048 4.55933
673.144 4.49176
701.337 4.33590
729.530 4.13812
757.723 3.87035
785.916 3.47524
800.013 3.19258
814.109 2.81119
821.157 2.56475
828.206 2.26482
835.254 1.89284
842.302 1.42524
845.826 1.14991
849.350 0.851537
852.875 0.555301
854.637 0.431378
856.399 0.354695
857.280 0.348845
858.161 0.377874
858.601 0.410110
859.042 0.457464
859.482 0.523114
859.923 0.610983
860.363 0.725966
860.804 0.874095
861.244 1.06305
861.685 1.30256
862.566 1.98679
863.447 3.07904
864.328 4.84903
865.209 7.80351
866.090 12.9754
866.530 17.0279
866.971 22.7013
867.412 30.8802
867.852 43.1023
868.293 62.2381
868.733 94.0726
869.174 151.527
869.394 198.598
869.614 267.545
869.834 372.829
870.055 540.942
870.275 821.719
870.495 1298.29
870.748 2152.00
871.000 2784.61
871.253 2304.63
871.505 1489.50
871.701 1044.84
871.896 755.332
872.092 566.336
872.288 439.222
872.679 286.883
873.070 203.578
873.461 153.282
873.853 120.595
874.635 81.9188
875.418 60.5987
876.200 47.4789
876.983 38.7564
877.765 32.6155
879.330 24.6554
880.895 19.7910
882.460 16.5397
884.025 14.2193
887.155 11.1150
890.285 9.09207
893.415 7.61173
896.545 6.41878
902.805 4.37709
905.935 3.36893
909.065 2.30686
910.630 1.76643
912.195 1.26422
913.760 0.918034
914.151 0.887004
914.543 0.893953
914.934 0.951655
915.325 1.07746
915.716 1.29539
915.912 1.44884
916.108 1.63882
916.499 2.15551
916.890 2.91411
917.281 4.01706
917.673 5.61879
918.064 7.96284
918.455 11.4418
918.846 16.7248
919.238 25.0008
919.629 38.5474
920.020 62.0678
920.411 106.457
920.607 144.066
920.803 200.694
920.998 289.930
921.194 437.886
921.389 696.645
921.585 1161.18
921.793 1960.48
922.000 2582.23
922.208 2173.99
922.415 1428.35
922.591 983.601
922.767 702.617
922.943 523.966
923.119 406.095
923.470 267.227
923.822 192.197
924.174 147.090
924.526 117.754
925.229 82.8862
925.933 63.4725
926.637 51.3888
927.340 43.2620
928.044 37.4775
929.451 29.8722
930.858 25.1474
932.265 21.9518
933.673 19.6559
936.487 16.5867
939.301 14.6319
942.116 13.2766
944.930 12.2795
950.559 10.9042
956.188 9.99505
959.002 9.64856
961.816 9.36360
963.224 9.25416
963.927 9.21687
964.631 9.20503
964.983 9.21760
965.334 9.25363
965.686 9.33259
966.038 9.49992
966.214 9.64951
966.390 9.88313
966.566 10.2693
966.742 10.9639
966.830 11.5363
966.917 12.3865
967.005 13.7280
967.093 16.0124
967.181 20.3774
967.225 24.2115
967.269 30.2685
967.313 40.6515
967.357 60.2930
967.379 77.2227
967.401 103.049
967.423 143.821
967.445 208.283
967.473 327.978
967.500 407.783
967.528 327.978
967.555 208.281
967.587 123.282
967.618 79.6110
967.650 56.0265
967.682 42.2526
967.714 33.6269
967.745 27.9078
967.809 21.0821
967.872 17.3264
967.935 15.0516
968.062 12.5577
968.189 11.2907
968.316 10.5598
968.442 10.0981
968.569 9.78710
968.823 9.40331
969.076 9.18064
969.330 9.03661
969.583 8.93556
970.090 8.80034
970.597 8.70987
971.611 8.58443
972.625 8.49021
973.639 8.40960
975.666 8.26788
979.722 8.02005
983.778 7.79380
987.833 7.57238
991.889 7.33518
993.917 7.19888
995.944 7.03776
997.972 6.83036
998.986 6.69612
1000.00 6.52774
1000.66 6.39205
1001.31 6.22560
1001.97 6.01554
1002.62 5.74352
1002.95 5.57670
1003.27 5.38850
1003.60 5.18582
1003.93 5.00662
1004.09 4.96506
1004.26 5.01614
1004.42 5.28025
1004.58 6.05628
1004.67 6.87006
1004.75 8.25465
1004.83 10.7009
1004.87 12.6189
1004.91 15.2177
1004.93 16.9849
1004.95 19.0108
1004.97 21.5930
1004.99 24.6044
1005.01 28.5176
1005.03 33.1809
1005.05 39.3912
1005.07 46.9989
1005.10 57.4535
1005.12 70.7229
1005.14 89.7078
1005.16 114.910
1005.18 152.792
1005.20 205.680
1005.22 283.945
1005.24 399.508
1005.27 673.244
1005.30 876.932
1005.32 846.854
1005.33 737.863
1005.36 484.820
1005.40 302.722
1005.43 202.498
1005.47 145.292
1005.50 110.334
1005.54 87.5761
1005.57 71.9597
1005.64 52.6770
1005.71 41.2877
1005.78 34.1305
1005.92 25.6820
1006.06 21.0038
1006.20 18.1282
1006.34 16.1948
1006.48 14.8169
1006.76 12.9948
1007.04 11.8624
1007.31 11.0929
1007.59 10.5377
1008.15 9.79087
1008.70 9.31351
1009.26 8.98046
1009.82 8.73486
1010.93 8.39329
1012.04 8.16480
1013.16 7.99860
1014.27 7.87048
1016.50 7.68157
1018.72 7.54470
1023.18 7.34927
1027.63 7.20769
1032.08 7.09495
1040.99 6.91781
1058.80 6.66308
1076.61 6.47724
1112.23 6.21054
1121.13 6.15766
1130.04 6.10890
1138.94 6.06528
1141.17 6.05659
1143.40 6.05231
1144.51 6.05602
1145.62 6.07612
1146.18 6.10828
1146.46 6.14119
1146.74 6.20138
1147.01 6.32852
1147.15 6.45145
1147.29 6.66770
1147.43 7.10119
1147.50 7.50611
1147.57 8.17513
1147.64 9.44039
1147.68 10.5288
1147.71 12.1560
1147.74 14.9118
1147.78 19.8816
1147.80 24.0797
1147.81 29.8247
1147.83 38.2273
1147.85 50.4778
1147.87 77.1527
1147.90 94.9355
1147.93 77.1507
1147.95 50.4751
1147.98 31.9674
1148.01 22.5019
1148.04 17.0726
1148.07 13.9629
1148.10 11.9205
1148.12 10.6028
1148.18 8.98169
1148.24 8.08485
1148.29 7.53913
1148.41 6.94201
1148.52 6.63503
1148.64 6.45825
1148.86 6.27344
1149.09 6.18282
1149.32 6.13191
1149.77 6.07887
1150.68 6.03714
1151.59 6.01956
1153.41 6.00157
1155.23 5.98996
1162.50 5.95481
1169.78 5.92370
1177.05 5.89423
1184.33 5.86611
1191.60 5.83978
1195.24 5.82813
1198.87 5.82016
1200.69 5.82106
1202.51 5.83576
1203.42 5.86191
1203.88 5.88952
1204.33 5.94083
1204.78 6.05118
1205.01 6.15990
1205.24 6.35473
1205.35 6.51656
1205.47 6.75921
1205.58 7.14667
1205.69 7.81318
1205.81 9.13568
1205.86 10.3387
1205.92 12.2724
1205.98 15.8114
1206.01 18.8077
1206.03 23.1274
1206.06 30.1818
1206.09 41.6018
1206.12 61.8823
1206.15 99.1751
1206.17 155.910
1206.20 191.707
1206.23 153.684
1206.25 99.1838
1206.28 64.8906
1206.30 45.6048
1206.33 33.5841
1206.35 26.3492
1206.40 18.0922
1206.45 13.9784
1206.50 11.5746
1206.55 10.0856
1206.64 8.43138
1206.74 7.56677
1206.84 7.06856
1206.94 6.75270
1207.03 6.53999
1207.23 6.27921
1207.42 6.13232
1207.81 5.98139
1208.20 5.90860
1208.59 5.86786
1209.37 5.82527
1210.15 5.80382
1210.93 5.79082
1212.48 5.77506
1215.60 5.75671
1218.72 5.74323
1224.95 5.71978
1231.18 5.69771
1256.10 5.61153
1268.56 5.56749
1281.03 5.52156
1287.26 5.49762
1293.49 5.47309
1299.72 5.45014
1301.28 5.44683
1302.83 5.44978
1303.61 5.45985
1304.39 5.49407
1304.78 5.54350
1304.98 5.59266
1305.17 5.68036
1305.37 5.86171
1305.46 6.03309
1305.56 6.32789
1305.66 6.90735
1305.71 7.42832
1305.75 8.25216
1305.80 9.73414
1305.85 12.6138
1305.88 15.3323
1305.90 19.5329
1305.92 26.5768
1305.95 38.6312
1305.97 58.6526
1306.00 72.0396
1306.03 58.6540
1306.05 38.6329
1306.07 29.4613
1306.09 23.4852
1306.12 16.1994
1306.15 12.4444
1306.18 10.3185
1306.22 9.01539
1306.25 8.16457
1306.32 7.16331
1306.38 6.62153
1306.45 6.29659
1306.58 5.94355
1306.71 5.76616
1306.84 5.66459
1307.11 5.55844
1307.64 5.47729
1308.16 5.44624
1309.22 5.42046
1310.28 5.40819
1312.39 5.39336
1314.50 5.38270
1316.61 5.37518
1318.72 5.37607
1319.78 5.38786
1320.31 5.40258
1320.83 5.43180
1321.36 5.49705
1321.63 5.56269
1321.89 5.68166
1322.15 5.92981
1322.29 6.16888
1322.42 6.58721
1322.55 7.41921
1322.62 8.18309
1322.68 9.45229
1322.75 11.7839
1322.78 13.7520
1322.81 16.7453
1322.85 21.5791
1322.88 29.9867
1322.91 45.9042
1322.95 76.4383
1322.97 120.064
1323.00 147.820
1323.03 118.405
1323.06 76.4421
1323.08 49.4287
1323.11 34.5860
1323.14 25.5475
1323.16 20.1694
1323.19 16.5231
1323.21 14.1255
1323.27 11.1482
1323.32 9.42508
1323.37 8.36308
1323.48 7.18796
1323.58 6.57686
1323.69 6.22531
1323.79 6.00276
1323.90 5.85299
1324.11 5.66941
1324.32 5.56618
1324.74 5.45882
1325.16 5.40638
1325.58 5.37621
1326.42 5.34309
1328.11 5.31201
1329.79 5.29362
1333.16 5.26481
1336.53 5.23759
1343.27 5.17877
1350.00 5.10878
1356.74 5.02127
1363.48 4.90625
1366.84 4.83324
1370.21 4.74576
1371.90 4.69570
1373.58 4.64269
1374.42 4.61797
1375.26 4.60387
1375.69 4.61295
1376.11 4.66774
1376.32 4.75494
1376.42 4.84176
1376.53 4.99515
1376.63 5.30320
1376.69 5.58436
1376.74 6.03531
1376.79 6.85849
1376.82 7.52223
1376.84 8.49974
1376.87 10.0841
1376.90 12.6061
1376.92 16.9955
1376.95 24.8757
1376.97 37.2753
1377.00 45.6137
1377.03 37.2726
1377.05 24.8705
1377.07 18.1700
1377.09 14.1510
1377.11 11.4659
1377.13 9.78513
1377.18 7.76516
1377.22 6.71537
1377.26 6.08031
1377.30 5.68640
1377.38 5.22664
1377.46 4.98005
1377.54 4.83515
1377.70 4.67617
1378.03 4.54221
1378.35 4.48133
1379.00 4.41286
1379.65 4.36296
1380.95 4.27030
1382.25 4.17125
1384.85 3.92896
1387.45 3.59258
1388.75 3.36945
1390.05 3.09346
1391.35 2.74627
1392.65 2.30920
1393.30 2.05598
1393.95 1.79254
1394.60 1.56103
1395.24 1.49891
1395.57 1.65205
1395.73 1.82464
1395.89 2.09637
1396.06 2.51579
1396.22 3.14660
1396.38 4.09933
1396.46 4.74800
1396.54 5.55177
1396.71 7.82582
1396.87 11.4480
1397.03 17.5465
1397.11 22.1205
1397.19 28.3182
1397.28 37.0346
1397.36 49.3290
1397.44 67.4439
1397.52 95.2427
1397.60 140.072
1397.68 216.767
1397.76 356.561
1397.84 620.903
1397.92 1049.80
1398.00 1385.40
1398.08 1169.03
1398.16 769.983
1398.21 563.563
1398.27 424.555
1398.32 329.345
1398.38 262.766
1398.49 179.565
1398.60 132.034
1398.71 102.226
1398.82 82.5973
1399.04 58.7693
1399.26 45.2189
1399.48 36.7525
1399.70 31.0300
1399.92 26.9475
1400.36 21.5694
1400.80 18.2465
1401.24 16.0055
1401.68 14.4093
1402.57 12.2932
1403.45 10.9685
1404.33 10.0651
1405.21 9.41170
1406.97 8.53183
1408.73 7.96864
1410.50 7.57747
1412.26 7.28994
1415.78 6.89503
1419.31 6.63595
1422.83 6.45199
1426.36 6.31401
1433.40 6.11891
1440.45 5.98536
1447.50 5.88615
1454.55 5.80788
1468.65 5.68756
1482.75 5.59332
1489.80 5.55163
1496.85 5.51334
1500.37 5.49711
1503.90 5.48860
1505.66 5.49495
1506.54 5.50641
1507.42 5.53157
1508.30 5.59106
1508.74 5.65269
1509.18 5.76615
1509.40 5.86241
1509.62 6.00843
1509.84 6.24600
1510.06 6.67012
1510.17 7.02321
1510.28 7.54628
1510.39 8.37647
1510.50 9.80933
1510.61 12.6012
1510.67 15.1094
1510.72 19.1812
1510.78 26.4057
1510.81 32.4185
1510.83 40.9265
1510.86 54.5149
1510.89 75.7874
1510.92 113.699
1510.94 177.910
1510.97 279.940
1511.00 347.357
1511.03 276.042
1511.06 174.863
1511.08 119.198
1511.10 85.6896
1511.13 63.4174
1511.15 49.4236
1511.19 32.6651
1511.24 23.8047
1511.28 18.6138
1511.33 15.3304
1511.42 11.6121
1511.51 9.62977
1511.60 8.46449
1511.69 7.72261
1511.78 7.22619
1511.96 6.61036
1512.13 6.26356
1512.31 6.04790
1512.49 5.90458
1512.85 5.73120
1513.21 5.63437
1513.93 5.53400
1514.64 5.48443
1515.36 5.45520
1516.79 5.42136
1519.66 5.38503
1522.53 5.35966
1528.27 5.31450
1534.00 5.26777
1539.74 5.21538
1545.48 5.15390
1548.35 5.11842
1551.21 5.07925
1554.08 5.03960
1554.80 5.03359
1555.52 5.03883
1555.87 5.05693
1556.23 5.11711
1556.41 5.20164
1556.59 5.42262
1556.68 5.69589
1556.77 6.32170
1556.82 7.00008
1556.86 8.32754
1556.88 9.53902
1556.91 11.3615
1556.93 14.3202
1556.95 19.1790
1556.98 27.7624
1557.00 33.1481
1557.03 27.4132
1557.05 19.1791
1557.08 13.3602
1557.11 10.3423
1557.13 8.63822
1557.16 7.61133
1557.22 6.49684
1557.27 5.96442
1557.38 5.48071
1557.49 5.27839
1557.70 5.11132
1557.92 5.04469
1558.36 4.98808
1558.79 4.96107
1560.53 4.90199
1562.27 4.85148
1564.01 4.79643
1567.49 4.66040
1570.97 4.46777
1572.71 4.33643
1574.44 4.16846
1576.18 3.94559
1577.92 3.63615
1578.79 3.43233
1579.66 3.18216
1580.53 2.87210
1581.40 2.49226
1581.84 2.28071
1582.27 2.07361
1582.71 1.92177
1583.14 1.97824
1583.36 2.21481
1583.58 2.76343
1583.68 3.24547
1583.79 3.95079
1583.90 4.98910
1584.01 6.52132
1584.12 8.87475
1584.23 12.5743
1584.34 18.6410
1584.39 23.0993
1584.45 29.0553
1584.50 37.3561
1584.55 48.7882
1584.61 65.2576
1584.66 89.8320
1584.72 128.942
1584.77 191.835
1584.83 299.320
1584.88 486.690
1584.94 825.997
1585.00 1087.18
1585.06 918.986
1585.12 605.917
1585.17 432.649
1585.22 320.247
1585.26 245.420
1585.31 194.240
1585.40 131.200
1585.49 96.3949
1585.59 74.7864
1585.68 60.6865
1585.86 43.6598
1586.05 34.0019
1586.23 27.9510
1586.42 23.8655
1586.60 20.9642
1586.97 17.1213
1587.34 14.7406
1587.71 13.1292
1588.08 11.9785
1588.82 10.4481
1589.56 9.48470
1590.30 8.82600
1591.03 8.34927
1592.51 7.71202
1593.25 7.49425
1593.99 7.32687
1594.73 7.21412
1595.10 7.18900
1595.47 7.20501
1595.84 7.31403
1596.02 7.45019
1596.21 7.71290
1596.30 7.93957
1596.39 8.27931
1596.49 8.82917
1596.58 9.76937
1596.67 11.6110
1596.72 13.2320
1596.76 15.8230
1596.81 20.3114
1596.85 28.9889
1596.88 36.6034
1596.90 48.4479
1596.92 67.6300
1596.95 99.0741
1596.97 154.462
1597.00 191.389
1597.03 154.457
1597.05 99.0625
1597.08 63.5530
1597.11 44.2193
1597.13 32.5319
1597.16 25.6143
1597.19 20.9421
1597.21 17.8781
1597.27 14.0827
1597.32 11.8903
1597.37 10.5600
1597.48 9.05284
1597.58 8.27173
1597.69 7.81353
1597.79 7.52025
1597.90 7.31986
1598.11 7.06779
1598.32 6.91719
1598.74 6.74405
1599.16 6.64255
1599.58 6.57172
1600.42 6.47049
1602.10 6.33245
1603.78 6.23122
1605.46 6.14997
1607.14 6.08222
1610.50 5.97448
1613.86 5.89230
1617.22 5.82979
1618.91 5.80765
1620.59 5.80110
1621.43 5.81664
1621.85 5.83851
1622.27 5.88329
1622.69 5.98453
1622.90 6.08648
1623.11 6.27067
1623.32 6.65189
1623.42 7.01562
1623.53 7.64484
1623.63 8.87347
1623.69 9.99225
1623.74 11.7764
1623.79 15.0124
1623.82 17.6071
1623.84 21.4088
1623.87 27.5272
1623.90 37.1691
