Ba-135(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 298.064
1.25000E-05 266.886
1.50000E-05 243.871
2.00000E-05 211.566
2.75000E-05 180.827
3.50000E-05 160.598
4.25000E-05 145.994
5.00000E-05 134.813
6.25000E-05 120.870
7.50000E-05 110.578
0.000100000 96.1300
0.000125000 86.2706
0.000150000 78.9927
0.000200000 68.7768
0.000275000 59.0565
0.000350000 52.6593
0.000425000 48.0410
0.000500000 44.5055
0.000625000 40.0962
0.000750000 36.8414
0.00100000 32.2727
0.00125000 29.1549
0.00150000 26.8534
0.00200000 23.6227
0.00275000 20.5488
0.00350000 18.5258
0.00425000 17.0653
0.00500000 15.9472
0.00625000 14.5527
0.00750000 13.5234
0.0100000 12.0785
0.0125000 11.0923
0.0150000 10.3644
0.0200000 9.34246
0.0253000 8.60985
0.0314750 8.00213
0.0376500 7.55079
0.0500000 6.91365
0.0625000 6.47209
0.0750000 6.14600
0.100000 5.68795
0.125000 5.37504
0.150000 5.14379
0.200000 4.81860
0.275000 4.50814
0.350000 4.30286
0.500000 4.03926
0.750000 3.78769
1.00000 3.63432
1.50000 3.44584
2.00000 3.32723
2.75000 3.20628
3.50000 3.11949
5.00000 2.99454
7.50000 2.85121
10.0000 2.74593
12.5000 2.66550
15.0000 2.61562
17.5000 2.63861
18.7500 2.72792
20.0000 2.97089
20.5386 3.18333
21.0773 3.53221
21.6159 4.14120
22.1546 5.30690
22.4239 6.31779
22.6932 7.88809
22.9625 10.4971
23.2318 15.2609
23.3665 19.2518
23.5012 25.2853
23.6358 34.9980
23.7705 52.0399
23.8378 65.8075
23.9051 85.9398
23.9725 116.976
24.0398 168.275
24.1071 261.582
24.1408 339.449
24.1745 456.366
24.2081 641.869
24.2418 956.043
24.2754 1528.18
24.3091 2616.28
24.3396 4201.59
24.3700 5271.93
24.4005 4233.92
24.4309 2657.20
24.4559 1784.95
24.4808 1241.48
24.5058 899.871
24.5308 677.168
24.5807 419.615
24.6307 284.323
24.6806 205.312
24.7305 155.398
24.8304 98.4173
24.9303 68.4022
25.0302 50.6763
25.1301 39.3343
25.2299 31.6341
25.4297 22.1318
25.6295 16.6971
25.8292 13.2891
26.0290 11.0054
26.4285 8.21695
26.8280 6.63233
27.2275 5.63854
27.6270 4.96974
28.4261 4.14387
29.2251 3.66382
30.0242 3.35388
30.8232 3.13797
32.4213 2.85545
34.0193 2.67487
37.2155 2.44353
43.6077 2.15663
50.0000 1.93048
57.9681 1.65806
61.9522 1.52779
65.9363 1.43263
69.9203 1.48777
71.9124 1.69681
73.9044 2.25475
74.9004 2.81951
75.8964 3.77444
76.8924 5.47783
77.3904 6.83956
77.8884 8.78523
78.3865 11.6693
78.8845 16.1548
79.3825 23.5979
79.8805 37.1324
80.1295 48.4148
80.3785 65.3842
80.6275 92.5157
80.8765 139.669
81.0010 177.420
81.1255 232.154
81.2500 315.608
81.3745 451.491
81.4990 693.290
81.5613 890.636
81.6235 1180.70
81.6858 1627.58
81.7480 2354.64
81.8103 3605.28
81.8725 5813.55
81.9363 9330.02
82.0000 11694.1
82.0638 9379.85
82.1275 5878.97
82.1991 3429.79
82.2708 2147.78
82.3424 1445.47
82.4140 1031.18
82.4856 769.735
82.5573 595.392
82.7005 385.725
82.8437 269.767
82.9870 199.151
83.2735 121.265
83.5600 81.5671
83.8465 58.6970
84.1330 44.4584
84.4195 35.2268
84.9924 26.0337
85.2789 25.5888
85.4222 26.8126
85.5654 29.4949
85.6371 31.5985
85.7087 34.3891
85.7803 38.0669
85.8161 40.3216
85.8519 42.9116
85.8878 45.8924
85.9236 49.3287
85.9952 57.9125
86.0668 69.5685
86.1384 85.7190
86.2101 108.698
86.2817 142.511
86.3533 194.503
86.4249 279.173
86.4965 428.069
86.5324 547.263
86.5682 718.516
86.6040 973.691
86.6398 1369.25
86.6756 2005.00
86.7114 3037.05
86.7557 4978.47
86.8000 6377.77
86.8443 5230.81
86.8886 3352.87
86.9398 1978.69
86.9910 1259.35
87.0423 864.638
87.0935 630.693
87.1447 482.030
87.1959 382.069
87.2983 260.282
87.4008 191.554
87.5032 148.807
87.7081 100.166
87.9129 74.2002
88.1178 58.4763
88.5275 40.8012
88.9373 31.3173
89.3470 25.4719
90.1665 18.6915
90.9859 14.8913
91.8054 12.4645
93.4443 9.56237
95.0832 7.94822
96.7222 7.07769
98.3611 6.96023
99.1805 7.38487
100.000 8.49146
100.483 9.75048
100.966 11.8615
101.449 15.5649
101.932 22.5899
102.174 28.5867
102.415 37.7311
102.657 52.5142
102.898 78.4094
103.019 99.2116
103.140 129.349
103.260 175.233
103.381 249.444
103.502 380.104
103.562 485.354
103.623 637.637
103.683 868.123
103.743 1233.23
103.804 1838.50
103.864 2857.46
103.932 4619.45
104.000 5840.38
104.068 4735.90
104.136 3030.88
104.186 2192.27
104.235 1683.82
104.285 1448.86
104.334 1537.64
104.400 2015.68
104.466 1202.87
104.489 958.596
104.513 786.868
104.559 573.415
104.606 449.362
104.653 368.719
104.746 268.853
104.839 208.894
105.026 140.297
105.212 102.749
105.399 79.5694
105.586 64.1262
105.959 45.3015
106.332 34.5859
106.705 27.8455
107.452 20.0610
108.198 15.8277
108.944 13.2251
110.437 10.2465
111.930 8.61217
113.422 7.58414
116.408 6.35743
119.393 5.64118
122.379 5.16404
128.350 4.55435
134.320 4.17014
140.291 3.89852
152.233 3.52562
164.175 3.26582
176.117 3.05825
188.058 2.87090
200.000 2.67490
204.734 2.58404
209.468 2.47516
211.835 2.40976
213.019 2.37376
214.202 2.33653
215.386 2.30268
215.978 2.29230
216.569 2.29602
217.161 2.34033
217.457 2.40313
217.753 2.53584
218.049 2.84681
218.197 3.16711
218.345 3.75127
218.493 4.95953
218.567 6.09656
218.641 8.01255
218.715 11.5840
218.752 14.6216
218.788 19.2419
218.825 26.7275
218.862 39.7185
218.881 49.9126
218.899 64.1456
218.918 84.2717
218.936 112.387
218.952 144.506
218.968 181.381
219.000 229.550
219.016 217.744
219.032 186.838
219.064 119.497
219.094 77.2505
219.124 52.6102
219.154 37.9368
219.184 28.7640
219.245 18.5061
219.305 13.2786
219.365 10.2705
219.426 8.39033
219.546 6.25655
219.667 5.13776
219.788 4.48344
220.029 3.80485
220.270 3.51389
220.511 3.41857
220.994 3.64227
221.235 4.00253
221.477 4.64594
221.718 5.80119
221.959 8.01017
222.080 9.90125
222.200 12.7823
222.321 17.4325
222.442 25.5476
222.502 32.0457
222.562 41.4062
222.623 55.5377
222.683 78.1522
222.743 117.219
222.773 148.143
222.803 191.975
222.834 256.758
222.864 355.510
222.894 512.195
222.924 760.764
222.962 1227.76
223.000 1551.08
223.039 1255.18
223.077 793.046
223.116 492.642
223.155 324.112
223.193 226.690
223.232 166.907
223.271 128.058
223.310 101.546
223.387 68.8535
223.465 50.2714
223.543 38.7101
223.698 25.6479
223.853 18.7810
224.008 14.7092
224.163 12.0796
224.318 10.2762
224.629 8.00970
224.939 6.67851
225.249 5.82002
225.560 5.22819
226.180 4.47582
226.801 4.02381
227.422 3.72454
228.042 3.51222
229.283 3.23014
230.525 3.04897
233.007 2.82135
235.490 2.67326
237.972 2.55948
239.214 2.51131
239.834 2.49116
240.455 2.47787
241.076 2.48423
241.386 2.50762
241.696 2.56681
242.007 2.71926
242.162 2.88311
242.317 3.18904
