Se-78(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 30.0277
1.25000E-05 27.7444
1.50000E-05 26.0589
2.00000E-05 23.6931
2.75000E-05 21.4420
3.50000E-05 19.9605
4.25000E-05 18.8910
5.00000E-05 18.0722
6.25000E-05 17.0511
7.50000E-05 16.2973
0.000100000 15.2393
0.000125000 14.5173
0.000150000 13.9843
0.000200000 13.2361
0.000275000 12.5243
0.000350000 12.0558
0.000425000 11.7176
0.000500000 11.4587
0.000625000 11.1358
0.000750000 10.8974
0.00100000 10.5628
0.00125000 10.3345
0.00150000 10.1659
0.00200000 9.92936
0.00275000 9.70425
0.00350000 9.55610
0.00425000 9.44914
0.00500000 9.36727
0.00625000 9.26515
0.00750000 9.18978
0.0100000 9.08397
0.0125000 9.01176
0.0150000 8.95846
0.0200000 8.88364
0.0253000 8.83000
0.0314750 8.78551
0.0376500 8.75247
0.0500000 8.70584
0.0625000 8.67353
0.0750000 8.64967
0.100000 8.61617
0.125000 8.59329
0.150000 8.57639
0.200000 8.55265
0.275000 8.53000
0.350000 8.51506
0.500000 8.49591
0.750000 8.47772
1.00000 8.46670
1.50000 8.45326
2.00000 8.44489
2.75000 8.43643
3.50000 8.43041
5.00000 8.42175
7.50000 8.41165
10.0000 8.40380
15.0000 8.39079
20.0000 8.37933
27.5000 8.36332
35.0000 8.34796
50.0000 8.31784
75.0000 8.26740
100.000 8.21502
150.000 8.09902
200.000 7.95507
245.683 7.77137
268.525 7.64149
291.367 7.46178
302.787 7.34056
314.208 7.18539
325.629 6.97758
337.050 6.68186
342.760 6.48051
348.471 6.22345
354.181 5.88394
359.891 5.41669
362.747 5.11260
365.602 4.74453
368.457 4.29934
371.312 3.78098
372.740 3.51773
374.167 3.30180
375.595 3.25144
377.023 3.70495
377.380 3.99192
377.736 4.40031
377.915 4.66370
378.093 4.97582
378.272 5.34602
378.450 5.78485
378.629 6.30626
378.807 6.92629
378.986 7.66636
379.164 8.55160
379.343 9.61595
379.521 10.9003
379.699 12.4607
379.878 14.3667
380.235 19.6309
380.592 27.9378
380.949 41.7419
381.127 52.1710
381.305 66.3776
381.484 86.2825
381.662 115.073
381.841 158.503
382.019 227.402
382.198 344.288
382.376 559.864
382.465 738.941
382.555 1001.20
382.644 1393.85
382.733 1981.47
382.867 3277.45
383.000 4235.47
383.134 3502.80
383.268 2262.12
383.382 1534.76
383.496 1081.42
383.610 796.322
383.724 609.953
383.952 392.852
384.180 277.186
384.408 208.503
384.636 164.334
385.092 112.591
385.548 84.3119
386.004 67.0011
386.460 55.5345
386.916 47.4879
387.828 37.0983
388.740 30.7928
389.652 26.6169
390.564 23.6742
392.388 19.8385
394.212 17.4733
396.036 15.8810
397.860 14.7411
401.507 13.2248
405.155 12.2659
408.803 11.6066
412.451 11.1259
419.747 10.4722
427.043 10.0481
434.338 9.75001
441.634 9.52854
456.226 9.21983
470.817 9.01304
485.409 8.86321
500.000 8.74845
521.867 8.61741
543.735 8.51736
587.469 8.36993
631.204 8.26163
674.938 8.17489
718.673 8.10142
762.407 8.03685
784.275 8.00725
806.142 7.97971
817.076 7.96745
822.543 7.96228
828.009 7.95859
833.476 7.95859
836.210 7.96200
838.943 7.97106
840.310 7.97988
841.676 7.99431
843.043 8.01913
844.410 8.06569
845.093 8.10542
845.776 8.16637
846.460 8.26645
847.143 8.44719
847.485 8.59768
847.827 8.82453
848.168 9.18942
848.510 9.83110
848.681 10.3525
848.852 11.1197
849.022 12.3158
849.193 14.3256
849.364 18.0883
849.450 21.3247
849.535 26.3452
849.620 34.6840
849.706 49.8096
849.748 62.2422
849.791 80.3844
849.834 107.464
849.877 147.848
849.938 231.931
850.000 287.889
850.062 231.800
850.124 147.869
850.197 87.0548
850.270 56.3751
850.343 40.0251
850.416 30.5619
850.490 24.6727
850.563 20.7860
850.709 16.1659
850.855 13.6387
851.002 12.1135
851.295 10.4476
851.587 9.60676
851.880 9.12476
852.173 8.82306
852.465 8.62178
853.051 8.37822
853.636 8.24200
854.222 8.15803
854.807 8.10256
855.978 8.03585
857.149 7.99848
858.320 7.97518
859.491 7.95948
861.833 7.93975
864.175 7.92770
868.858 7.91290
873.542 7.90311
878.225 7.89531
887.593 7.88217
906.327 7.85929
925.062 7.83795
962.531 7.79716
1000.00 7.75794
1087.47 7.67042
1174.94 7.58674
1218.67 7.54588
1262.41 7.50560
