Ni-62(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 759.068
1.25000E-05 679.949
1.50000E-05 621.546
2.00000E-05 539.567
2.75000E-05 461.564
3.50000E-05 410.228
4.25000E-05 373.168
5.00000E-05 344.797
6.25000E-05 309.414
7.50000E-05 283.295
0.000100000 246.633
0.000125000 221.613
0.000150000 203.145
0.000200000 177.221
0.000275000 152.554
0.000350000 136.320
0.000425000 124.601
0.000500000 115.629
0.000625000 104.440
0.000750000 96.1803
0.00100000 84.5867
0.00125000 76.6748
0.00150000 70.8345
0.00200000 62.6366
0.00275000 54.8363
0.00350000 49.7028
0.00425000 45.9968
0.00500000 43.1596
0.00625000 39.6214
0.00750000 37.0095
0.0100000 33.3433
0.0125000 30.8414
0.0150000 28.9946
0.0200000 26.4022
0.0253000 24.5440
0.0314750 23.0028
0.0376500 21.8584
0.0500000 20.2433
0.0625000 19.1245
0.0750000 18.2987
0.100000 17.1395
0.125000 16.3486
0.150000 15.7647
0.200000 14.9453
0.275000 14.1659
0.350000 13.6531
0.500000 12.9999
0.750000 12.3868
1.00000 12.0220
1.50000 11.5907
2.00000 11.3351
2.75000 11.0937
3.50000 10.9367
5.00000 10.7404
7.50000 10.5634
10.0000 10.4650
15.0000 10.3625
20.0000 10.3155
27.5000 10.2901
35.0000 10.2916
50.0000 10.3325
75.0000 10.4507
100.000 10.5971
150.000 10.9302
200.000 11.2957
275.000 11.8878
350.000 12.5264
500.000 13.9419
750.000 16.7570
999.999 20.2717
1000.00 20.2717
1000.01 20.2718
1000.02 20.2719
1000.03 20.2722
1000.06 20.2727
1000.12 20.2736
1000.25 20.2755
1000.49 20.2794
1000.98 20.2871
1001.96 20.3024
1003.91 20.3332
1007.81 20.3949
1015.63 20.5190
1031.25 20.7699
1062.50 21.2827
1125.00 22.3543
1250.00 24.6971
1500.00 30.3309
2000.00 47.0974
2399.68 69.3051
2799.35 105.915
3199.03 168.711
3598.70 276.854
4000.00 440.221
4000.00 440.222
4000.01 440.224
4000.01 440.226
4000.02 440.229
4000.03 440.236
4000.07 440.251
4000.13 440.280
4000.27 440.338
4000.53 440.454
4001.06 440.686
4002.11 441.149
4004.22 442.076
4008.44 443.928
4016.88 447.625
4033.75 454.990
4067.50 469.548
4135.00 497.558
4270.00 545.527
4540.00 583.770
5000.00 469.352
5481.30 307.146
5909.85 211.436
6338.41 152.471
6766.96 115.295
7195.51 90.7692
7624.06 73.8427
8052.62 61.6871
8481.17 52.6573
8695.44 48.9861
8802.58 47.3204
8856.15 46.5266
8882.94 46.1423
8896.33 45.9663
8899.68 45.9350
8903.02 45.9332
8904.70 45.9715
8906.37 46.1148
8907.21 46.3188
8907.63 46.5150
8908.05 46.8507
8908.47 47.4926
8908.67 48.0524
8908.88 48.9322
8909.09 50.4281
8909.30 53.2007
8909.41 55.5504
8909.51 59.0270
8909.62 64.4226
8909.72 72.6587
8909.86 88.8357
8910.00 99.6496
8910.14 88.9025
8910.28 72.7395
8910.41 63.2166
8910.53 57.5751
8910.65 54.1226
8910.78 51.9487
8911.03 49.4881
8911.28 48.2313
8911.52 47.5052
8911.77 47.0512
8912.27 46.5375
8913.27 46.1060
8914.26 45.9287
8916.25 45.7748
8918.24 45.7000
8922.22 45.6090
8926.20 45.5405
8942.11 45.3054
8973.94 44.8632
9037.60 44.0079
9164.92 42.3864
9292.24 40.8742
9324.08 40.5132
9355.91 40.1622
9371.82 39.9944
9387.74 39.8445
9395.69 39.7927
9399.67 39.7847
9403.65 39.8061
9407.63 39.9007
9409.62 40.0152
9411.61 40.2382
9412.60 40.4303
9413.60 40.7243
9414.59 41.2011
9415.59 42.0404
9416.58 43.7150
9417.08 45.2484
9417.58 47.7855
9418.07 52.4234
9418.32 56.3093
9418.57 62.1438
9418.82 71.4892
9419.07 87.3940
9419.32 116.871
9419.57 173.733
9419.78 254.713
9420.00 308.535
9420.22 254.694
9420.44 174.206
9420.58 137.170
9420.72 111.890
9421.00 82.3504
9421.28 67.2823
9421.57 58.8075
9421.85 53.6344
9422.13 50.2660
9422.70 46.3106
9423.27 44.1728
9423.83 42.8900
9424.96 41.4923
9426.10 40.7848
9427.23 40.3751
9428.36 40.1145
9429.49 39.9368
9431.76 39.7122
9434.02 39.5760
9438.55 39.4131
9443.08 39.3104
9447.60 39.2320
9456.66 39.1054
9474.77 38.8923
9492.88 38.6953
9565.33 37.9494
9710.22 36.5495
10000.0 34.0294
10961.2 27.6542
11922.3 23.2882
13844.7 17.7786
15767.0 14.4931
16728.2 13.3098
17208.7 12.7976
17449.0 12.5584
17569.2 12.4438
17629.3 12.3937
17644.3 12.3875
17659.3 12.3970
17666.8 12.4237
17674.3 12.5123
17678.1 12.6396
17680.0 12.7655
17681.8 12.9885
17683.7 13.4434
17684.6 13.8689
17685.6 14.5783
17686.5 15.9231
17687.0 17.0847
17687.5 18.8922
17687.9 21.9044
17688.4 27.3888
17688.6 32.0254
17688.9 38.5202
17689.1 48.1467
17689.3 62.3913
17689.7 92.6223
17690.0 112.933
17690.3 92.9926
17690.7 62.8559
17691.0 45.6911
17691.3 35.4928
17691.5 29.0920
17691.8 24.9220
17692.4 20.0417
17692.9 17.5369
17693.5 16.0520
17694.1 15.1332
17695.2 14.0759
17696.3 13.5208
17697.5 13.1937
17699.7 12.8440
17702.0 12.6684
17704.2 12.5681
17708.7 12.4614
17717.8 12.3755
17726.8 12.3384
17744.8 12.2999
17762.9 12.2751
17798.9 12.2358
17835.0 12.2005
17907.2 12.1334
17979.4 12.0683
18268.0 11.8181
18845.3 11.3541
20000.0 10.5455
22229.8 9.31663
23344.7 8.82069
23902.2 8.59518
24180.9 8.48726
24320.2 8.43432
24389.9 8.40839
24424.8 8.39803
24442.2 8.40571
24450.9 8.46361
24453.1 8.52550
24455.2 8.69531
24456.3 8.91609
24457.4 9.47049
24458.0 10.1322
24458.5 11.5595
24458.8 12.9899
24459.1 15.5578
24459.3 20.6619
24459.5 25.3103
24459.6 31.9539
24459.8 46.4312
24460.0 55.8898
24460.2 46.7194
24460.4 32.3170
24460.6 22.4392
24460.9 17.1456
24461.1 14.2639
24461.3 12.5715
24461.8 10.7991
24462.2 9.94948
24463.2 9.19527
24464.1 8.88064
24465.9 8.62675
24467.8 8.52834
24475.1 8.42124
24489.8 8.38561
24519.1 8.36576
24577.9 8.34130
24695.4 8.29753
24930.3 8.21314
25400.2 8.05061
26340.0 7.74602
27279.9 7.46463
27749.8 7.33126
27984.7 7.26603
28102.2 7.23360
28160.9 7.21772
28190.3 7.21292
28205.0 7.22679
28212.3 7.30293
28214.2 7.38311
28216.0 7.60119
28216.9 7.88601
28217.8 8.60321
28218.3 9.45117
28218.8 11.3223
28219.0 13.2170
28219.2 16.6552
28219.4 23.5856
28219.6 29.3670
28219.7 37.7798
28219.8 56.3289
28220.0 68.8635
28220.2 56.7332
28220.3 38.2853
28220.5 28.0417
28220.6 22.0327
28220.9 15.5433
28221.1 12.4606
28221.4 10.7999
28221.9 9.18321
28222.4 8.45531
28223.5 7.83364
28224.5 7.58615
28226.6 7.38949
28228.7 7.31403
28237.1 7.23260
28253.8 7.20485
28287.2 7.18865
28354.0 7.16825
28487.6 7.13167
28754.9 7.06074
29022.1 6.99077
29155.8 6.95590
29222.6 6.94092
29256.0 6.94972
29264.3 6.96856
29272.7 7.02974
29276.9 7.11892
29281.0 7.37019
29283.1 7.70703
29284.2 8.03081
29285.2 8.58469
29286.3 9.67096
29286.8 10.6315
29287.3 12.1720
29287.8 14.8521
29288.4 20.0611
29288.6 24.6535
29288.9 31.8279
29289.1 43.5126
29289.4 63.2877
29289.7 97.8457
29290.0 120.742
29290.3 98.7077
29290.6 64.3716
29291.0 39.7650
29291.3 27.0922
29291.7 20.3348
29292.0 16.5049
29292.4 14.0355
29292.7 12.4429
29293.5 10.5037
29294.2 9.43526
29294.9 8.78575
29296.3 8.06957
29299.1 7.49134
29302.0 7.26616
29307.7 7.09073
29313.3 7.02318
29324.7 6.96920
29336.1 6.94671
29358.8 6.92545
29381.5 6.91353
29472.4 6.88344
29654.2 6.83545
30017.9 6.74505
30745.1 6.57039
31472.4 6.40065
31836.0 6.31690
32017.8 6.27490
32108.7 6.25357
32154.2 6.24364
32176.9 6.24587
32188.3 6.28293
32193.9 6.44900
32195.4 6.61600
32196.8 7.05659
32197.5 7.60517
32198.2 8.90147
32198.6 10.3483
32198.9 13.1541
32199.1 15.7664
32199.3 19.9940
32199.5 27.1987
32199.6 38.8375
32199.8 58.6899
32200.0 72.1666
32200.2 59.2697
32200.4 39.5625
32200.5 30.1181
32200.6 23.7376
32200.9 16.6623
32201.2 12.9406
32201.4 10.9418
32201.9 8.88340
32202.4 7.93184
32203.4 7.10793
32204.5 6.77250
32206.5 6.50160
32208.5 6.39632
32216.6 6.28192
32232.9 6.24446
32265.4 6.22634
32330.3 6.20785
32460.3 6.17695
32720.2 6.11759
33240.0 5.99996
33759.8 5.88199
34019.7 5.82232
34149.7 5.79188
34214.7 5.77635
34247.1 5.77075
34263.4 5.78262
34271.5 5.85557
34273.5 5.93401
34275.6 6.15113
34276.6 6.43717
34277.6 7.15090
34278.1 8.00146
34278.6 9.87939
34278.9 11.8287
34279.1 15.2233
34279.4 21.9521
34279.5 28.0759
34279.6 36.3530
34279.8 55.0075
34280.0 67.6941
34280.2 55.6078
34280.4 37.1035
34280.6 23.4141
34280.8 16.5660
34281.1 12.9361
34281.3 10.8404
34281.8 8.67644
34282.2 7.65081
34283.1 6.74634
34284.1 6.37014
34285.9 6.06624
34287.7 5.94795
34295.1 5.81840
34309.8 5.77644
34339.1 5.75736
34397.8 5.73948
34515.3 5.71058
34750.2 5.65504
35219.9 5.54311
36159.5 5.30824
37099.1 5.04843
37568.8 4.90355
37803.7 4.82573
37921.2 4.78676
37979.9 4.77837
37994.6 4.78826
38009.3 4.82886
38016.6 4.89126
38023.9 5.06891
38027.6 5.30381
