K-41(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
93528.3 0.0354130
93536.4 0.0523888
93544.5 0.0832297
93552.6 0.141629
93560.0 0.225931
93567.3 0.280222
93574.7 0.222609
93582.0 0.139040
93587.0 0.0994518
93592.0 0.0727997
93597.1 0.0548626
93602.1 0.0425206
93612.1 0.0274355
93622.2 0.0190784
93632.2 0.0140295
93642.2 0.0107666
93662.3 0.00696622
93682.4 0.00492807
93702.5 0.00371392
93742.6 0.00240218
93782.8 0.00174719
93822.9 0.00137410
93903.2 0.000987359
94063.8 0.000699727
94224.4 0.000601158
94385.0 0.000568480
94545.6 0.000590733
94706.2 0.000829932
94786.5 0.00177172
94806.6 0.00268588
94826.7 0.00507340
94836.7 0.00805365
94846.7 0.0151988
94851.8 0.0232103
94856.8 0.0397672
94859.3 0.0553914
94861.8 0.0816432
94864.3 0.128968
94866.8 0.217535
94869.1 0.348862
94871.4 0.441150
94873.7 0.357156
94876.0 0.224016
94877.8 0.152317
94879.6 0.106844
94883.2 0.0589022
94886.9 0.0366317
94890.5 0.0248845
94897.7 0.0136298
94904.9 0.00865996
94919.4 0.00450655
94933.8 0.00286647
94962.7 0.00159848
94991.6 0.00112696
95107.3 0.000651918
95338.5 0.000539182
95569.8 0.000542084
95801.0 0.000585306
96032.3 0.000688732
96147.9 0.000789097
96263.6 0.000963634
96379.2 0.00131057
96437.0 0.00163281
96494.8 0.00218071
96552.6 0.00323631
96581.6 0.00418051
96610.5 0.00571298
96639.4 0.00844542
96653.8 0.0106863
96668.3 0.0140028
96682.7 0.0191726
96697.2 0.0277193
96711.6 0.0427833
96726.1 0.0702321
96740.0 0.111816
96753.9 0.139139
96767.9 0.111196
96781.8 0.0698513
96793.8 0.0462780
96805.8 0.0319713
96817.7 0.0231801
96829.7 0.0175578
96853.6 0.0112133
96877.6 0.00800991
96901.5 0.00624663
96925.4 0.00524917
96973.3 0.00453295
97021.2 0.00512721
97045.1 0.00611485
97069.1 0.00800550
97093.0 0.0118080
97105.0 0.0152089
97116.9 0.0206296
97128.9 0.0299562
97140.9 0.0477287
97146.9 0.0631023
97152.8 0.0866322
97158.8 0.124088
97164.8 0.184598
97179.3 0.384701
97186.6 0.319140
97193.9 0.201656
97199.4 0.139356
97204.8 0.0989980
97210.3 0.0728508
97215.7 0.0554373
97226.7 0.0348978
97237.6 0.0239215
97248.5 0.0174431
97259.4 0.0133300
97281.3 0.00860965
97325.0 0.00463148
97368.7 0.00303668
97456.0 0.00178020
97543.4 0.00130313
97718.2 0.000960275
97892.9 0.000886056
98067.7 0.000956803
98155.0 0.00106138
98242.4 0.00124995
98329.8 0.00160523
98417.2 0.00237146
98460.8 0.00314072
98504.5 0.00456269
98526.4 0.00577677
98548.2 0.00763838
98570.1 0.0106352
98591.9 0.0155732
98640.9 0.0301624
98689.9 0.0190811
98709.4 0.0161655
98728.8 0.0155151
98748.3 0.0168840
98767.7 0.0203417
98825.4 0.0350943
98854.3 0.0282401
98883.1 0.0180870
98918.0 0.0105649
98952.9 0.00677011
98987.8 0.00473600
99022.7 0.00354720
99092.5 0.00229947
99162.3 0.00169686
99232.1 0.00136291
99301.9 0.00116089
99441.5 0.000946795
99581.1 0.000854946
99720.7 0.000827050
99999.9 0.000922681
100000 0.000663471
100000 0.000663554
100000 0.000663802
100001 0.000663967
100001 0.000664299
100002 0.000664965
100003 0.000666306
100007 0.000669115
100013 0.000674820
100026 0.000687047
100053 0.000714767
100105 0.000786935
100210 0.00106553
100262 0.00138575
100314 0.00216070
100367 0.00547413
100380 0.00828716
100393 0.0146852
100399 0.0215247
100406 0.0344962
100409 0.0460347
100412 0.0633963
100416 0.0924734
100419 0.139293
100426 0.300199
100428 0.293136
100430 0.255143
100434 0.163156
100438 0.100721
100441 0.0654761
100445 0.0452508
100449 0.0332381
100452 0.0252646
100456 0.0200143
100463 0.0135156
100471 0.00989392
100478 0.00769019
100492 0.00529340
100507 0.00412892
100522 0.00352395
100551 0.00312555
100580 0.00344442
100609 0.00492458
100624 0.00691499
100638 0.0118271
100646 0.0174860
100653 0.0296024
100657 0.0417135
100660 0.0624174
100664 0.103506
100666 0.137416
100668 0.185972
100671 0.297510
100673 0.375853
100676 0.304314
100679 0.191305
100682 0.128093
100684 0.0889870
100686 0.0645926
100689 0.0487977
100694 0.0306796
100698 0.0212557
100708 0.0123848
100718 0.00856623
100737 0.00545229
100756 0.00432496
100794 0.00371489
100832 0.00385098
100909 0.00517260
100985 0.00802855
101127 0.0171056
101194 0.0217689
101228 0.0281982
101261 0.0424505
101269 0.0475238
101294 0.0658496
101319 0.0747883
101377 0.0371756
101409 0.0227636
101440 0.0149624
101472 0.0105314
101503 0.00783358
101566 0.00486356
101629 0.00335386
101692 0.00247820
101755 0.00192465
101880 0.00128620
102006 0.000944577
102132 0.000741403
102384 0.000526999
102636 0.000438274
102887 0.000444819
103013 0.000520050
103076 0.000606220
103139 0.000768698
103202 0.00111460
103265 0.00203401
103296 0.00319578
103328 0.00599980
103344 0.00920079
103359 0.0158667
103367 0.0222884
103375 0.0330757
103379 0.0416216
103383 0.0531043
103387 0.0690167
103391 0.0908523
103398 0.144392
103405 0.177169
103412 0.139493
103419 0.0870095
103426 0.0513826
103434 0.0326908
103442 0.0222690
103449 0.0160406
103457 0.0120326
103464 0.00938361
103480 0.00617664
103495 0.00438397
103510 0.00329771
103541 0.00209415
103571 0.00148089
103602 0.00112682
103663 0.000754690
103724 0.000573018
103785 0.000470720
103907 0.000365578
104150 0.000289124
104394 0.000268144
104638 0.000274123
104882 0.000322113
105126 0.000596016
105248 0.00161556
105309 0.00515958
105324 0.00835957
105340 0.0159390
105347 0.0243529
105355 0.0414932
105359 0.0573915
105362 0.0835603
105366 0.129207
105370 0.210624
105374 0.333606
105378 0.401325
105381 0.309479
105385 0.191767
105390 0.109085
105394 0.0673445
105399 0.0449517
105403 0.0321342
105412 0.0184400
105421 0.0119839
105439 0.00624264
105457 0.00387718
105493 0.00197954
105528 0.00125945
105600 0.000718157
105671 0.000524834
105814 0.000396155
105957 0.000374311
106100 0.000410970
106243 0.000560819
106315 0.000775100
106386 0.00137077
106422 0.00217231
106458 0.00431094
106476 0.00707113
106494 0.0140149
106503 0.0223451
106511 0.0408109
106516 0.0601461
106520 0.0953659
106523 0.126641
106525 0.171822
106527 0.241734
106529 0.351148
106532 0.570647
106535 0.742250
106536 0.717317
106538 0.623489
106541 0.399317
106543 0.277795
106545 0.200912
106547 0.149698
106549 0.114847
106553 0.0728332
106557 0.0499138
106565 0.0272715
106573 0.0172250
106589 0.00867602
106605 0.00528420
106669 0.00164402
106798 0.000644522
107054 0.000399215
107311 0.000376122
107568 0.000396283
107825 0.000444743
108082 0.000543404
108210 0.000646192
108339 0.000882860
108403 0.00116975
108435 0.00143512
108467 0.00188765
108499 0.00276462
108515 0.00355638
108531 0.00483973
108547 0.00715525
108555 0.00905393
108563 0.0118761
108571 0.0163712
108579 0.0238287
108587 0.0372973
108595 0.0631343
108610 0.140353
108613 0.139290
108617 0.122826
108624 0.0788323
108629 0.0560466
108634 0.0408817
108639 0.0305104
108643 0.0235854
108653 0.0151345
108663 0.0105689
108682 0.00605351
108701 0.00403714
108740 0.00233989
108779 0.00167670
108933 0.00103709
109088 0.00100745
109243 0.00111346
109397 0.00131662
109552 0.00167480
109629 0.00199269
109707 0.00261908
109745 0.00331238
109784 0.00499609
109803 0.00710714
109823 0.0123924
109832 0.0188259
109842 0.0335158
109847 0.0496679
109852 0.0807375
109857 0.151716
109859 0.223118
109861 0.342363
109864 0.544877
109867 0.680187
109869 0.546654
109872 0.343795
109875 0.195919
109879 0.121048
109882 0.0810874
109885 0.0585104
109891 0.0342919
109898 0.0230145
109910 0.0130464
109923 0.00898584
109948 0.00585587
109974 0.00477761
110024 0.00422739
110075 0.00439127
110126 0.00495704
110177 0.00619457
110202 0.00756273
110227 0.0108600
110240 0.0149976
110253 0.0255590
110259 0.0387645
110265 0.0697986
110269 0.105073
110272 0.175041
110273 0.242511
110275 0.355872
110277 0.559965
110278 0.922954
110280 1.46873
110281 1.85861
110283 1.49023
110284 0.939746
110285 0.645370
110286 0.449205
110289 0.245628
110291 0.153107
110294 0.104754
110298 0.0590061
110303 0.0392923
110313 0.0227084
110322 0.0162604
110341 0.0114944
110360 0.00995611
110405 0.00935300
110450 0.00991200
110540 0.0118608
110720 0.0144149
110895 0.0114760
111070 0.00735055
111257 0.00459608
111445 0.00313390
111632 0.00235423
111820 0.00195368
112007 0.00182358
112194 0.00203260
112288 0.00239771
112382 0.00319579
112429 0.00393558
112475 0.00512043
112522 0.00709860
112569 0.0104396
112622 0.0161003
112674 0.0196533
112726 0.0157242
112778 0.0101635
112826 0.00685559
112873 0.00490461
112921 0.00373104
112968 0.00299245
113063 0.00216658
113158 0.00175253
113348 0.00139065
113538 0.00127282
113917 0.00133076
114107 0.00156564
114202 0.00217932
114250 0.00416737
114273 0.0103127
114285 0.0262542
114291 0.0566636
114294 0.0982687
114297 0.199181
114298 0.294370
114300 0.458844
114301 0.721926
114303 0.868358
114306 0.412544
114307 0.250708
114309 0.164019
114312 0.0833717
114318 0.0328971
114324 0.0178255
114330 0.0115372
114354 0.00439094
114402 0.00235248
114451 0.00198786
114499 0.00189216
114693 0.00199836
115080 0.00271079
115541 0.00411789
115772 0.00510053
115887 0.00641718
115916 0.00748278
115945 0.0101653
115959 0.0134780
115974 0.0214097
115981 0.0303218
115988 0.0488150
115992 0.0663487
115995 0.0959561
115999 0.149684
116003 0.251460
116006 0.401248
116009 0.498324
116012 0.399140
116016 0.253614
116018 0.168395
116021 0.116600
116024 0.0847417
116027 0.0643279
116032 0.0411419
116038 0.0293446
116049 0.0181138
116060 0.0132215
116078 0.00968117
116096 0.00809250
116131 0.00674592
116203 0.00596355
116345 0.00583370
116416 0.00616445
116488 0.00711959
116523 0.00815085
116559 0.0100086
116594 0.0135886
116630 0.0207600
116660 0.0305179
116690 0.0364886
116750 0.0200008
116775 0.0147137
116800 0.0115717
116826 0.00979141
116851 0.00900277
116876 0.00926007
116901 0.0116007
116914 0.0148963
116926 0.0224219
116932 0.0301995
116939 0.0444135
116945 0.0732942
116948 0.0984576
116951 0.135854
116956 0.216315
116960 0.270772
116965 0.218284
116969 0.138707
116973 0.0934529
116977 0.0655822
116981 0.0482456
116985 0.0370355
116992 0.0241718
117000 0.0174552
117007 0.0135378
117015 0.0110569
117030 0.00821174
117059 0.00577514
117089 0.00470275
117148 0.00371472
117265 0.00291346
117500 0.00224560
117970 0.00170850
118440 0.00156812
118911 0.00170819
119381 0.00223966
119616 0.00278291
119851 0.00370061
120086 0.00536864
120321 0.00878164
120439 0.0119540
120556 0.0171792
120674 0.0263229
120791 0.0427158
120907 0.0670904
121022 0.0818982
121127 0.0741873
121180 0.0723839
121232 0.0804921
121254 0.0883796
121321 0.112399
121365 0.101776
121387 0.0972673
121409 0.103008
121425 0.119693
121440 0.154869
121457 0.214798
121473 0.247042
121506 0.130231
121523 0.0886858
121539 0.0649138
121555 0.0505978
121572 0.0414109
121605 0.0307604
121638 0.0253403
121670 0.0230738
121703 0.0248670
121720 0.0294738
121736 0.0419039
121744 0.0561079
121753 0.0849484
121757 0.111345
121761 0.154072
121765 0.226960
121769 0.354305
121773 0.561530
121777 0.700476
121782 0.566448
121786 0.361799
121790 0.238029
121793 0.165530
121797 0.121030
121801 0.0925350
121808 0.0601310
121816 0.0433376
121823 0.0335736
121830 0.0273918
121845 0.0202448
121875 0.0139483
121904 0.0111272
121964 0.00839812
122023 0.00697938
122141 0.00568664
122201 0.00657327
122230 0.0108317
122245 0.0219096
122252 0.0418407
122256 0.0658680
122260 0.115806
122266 0.267345
122269 0.242497
122272 0.157656
122275 0.0927367
122278 0.0584921
122284 0.0295530
122297 0.0131107
122322 0.00652419
122373 0.00420596
122474 0.00318376
122677 0.00240555
123083 0.00169142
123488 0.00146816
123589 0.00154289
123691 0.00185618
123741 0.00231578
123792 0.00356485
123843 0.00907300
123868 0.0231388
123874 0.0326395
123881 0.0490200
123887 0.0802641
123890 0.106961
123893 0.143920
123898 0.230749
123904 0.293741
123906 0.279068
123909 0.239751
123914 0.150941
123918 0.100142
123922 0.0695284
123927 0.0500232
123931 0.0377234
123939 0.0234472
123948 0.0160371
123965 0.00905862
123982 0.00602553
123999 0.00443088
124016 0.00349683
124050 0.00250457
124084 0.00201268
124117 0.00173436
124185 0.00144514
124321 0.00122973
124457 0.00115990
124729 0.00115894
125000 0.00127664
125316 0.00163896
125473 0.00201010
125631 0.00265586
125791 0.00384555
125950 0.00594487
126030 0.00755029
126110 0.0102061
126149 0.0124968
126189 0.0161456
126229 0.0223679
126269 0.0337351
126293 0.0452166
126317 0.0622918
126352 0.0978892
126387 0.121036
126422 0.0973509
126457 0.0631175
126496 0.0410001
126516 0.0357441
126535 0.0341036
126555 0.0375389
126565 0.0427495
126574 0.0525336
126584 0.0719466
126594 0.113982
126599 0.155532
126604 0.227778
126609 0.363999
126613 0.627795
126617 0.999140
126622 1.26423
126626 1.03127
126630 0.652255
126633 0.423407
126637 0.287368
126641 0.205340
126644 0.154681
126652 0.0966027
126659 0.0667775
126674 0.0387261
126688 0.0263227
126717 0.0156643
126747 0.0111378
126776 0.00870072
126805 0.00719720
126863 0.00548075
126922 0.00460581
126980 0.00422629
127039 0.00437182
127068 0.00478118
127097 0.00560288
127161 0.00824205
127194 0.00724634
127226 0.00553765
127252 0.00459408
127278 0.00401567
127331 0.00347449
127383 0.00334778
127436 0.00346721
127488 0.00382515
127540 0.00451783
127593 0.00578214
127645 0.00803480
127698 0.0113488
127750 0.0130553
127855 0.00945611
127870 0.00932326
127916 0.0101724
127962 0.0138857
127984 0.0179196
128007 0.0250305
128030 0.0382599
128053 0.0633544
128074 0.0981448
128094 0.117055
128135 0.0576872
128151 0.0400508
128168 0.0289589
128184 0.0218243
128200 0.0171431
128233 0.0116673
128265 0.00883294
128298 0.00729802
128330 0.00654439
128363 0.00641947
128395 0.00700640
128460 0.00959360
128490 0.00861440
128526 0.00643469
128557 0.00521600
128587 0.00455285
128648 0.00421805
128678 0.00448599
128709 0.00523315
128739 0.00703610
128754 0.00876583
128770 0.0114688
128790 0.0165345
128810 0.0193077
128849 0.0108002
128873 0.00749642
128897 0.00597553
128921 0.00535850
128945 0.00529462
128969 0.00573155
128993 0.00686564
129017 0.00930692
129041 0.0144769
129061 0.0215393
129080 0.0263008
129100 0.0215941
129119 0.0144627
129120 0.0142194
129122 0.0137192
129123 0.0132414
129127 0.0123768
129133 0.0108589
129147 0.00862332
129173 0.00610480
129200 0.00491944
129227 0.00439704
129253 0.00437517
129280 0.00524337
129307 0.0108393
129320 0.0305446
129327 0.0898660
129330 0.223558
129332 0.441385
129333 1.06250
129335 1.97058
129337 0.909630
129340 0.250538
129343 0.108721
129348 0.0395089
129359 0.0137051
129381 0.00569062
129425 0.00342820
129470 0.00298211
129514 0.00284628
129602 0.00289343
129690 0.00351260
129721 0.00428488
129736 0.00505228
129751 0.00635951
129784 0.0109682
129800 0.0103246
129817 0.00781475
129837 0.00568260
129857 0.00470870
129898 0.00420551
129938 0.00468424
129959 0.00537132
129979 0.00653542
130003 0.00828450
130026 0.00866216
130050 0.00702064
130074 0.00547971
130102 0.00448856
130130 0.00400047
130185 0.00362112
130297 0.00356725
130408 0.00392148
130464 0.00453870
130491 0.00533852
130519 0.00723194
130555 0.0113139
130572 0.0101408
130590 0.00783213
130611 0.00610296
130631 0.00524272
130672 0.00455695
130755 0.00427327
130920 0.00436661
131250 0.00477752
131533 0.00555134
131604 0.00626283
131675 0.00815516
131710 0.0105348
131728 0.0126916
131745 0.0162154
131763 0.0225129
131781 0.0352849
131790 0.0471472
131798 0.0663248
131807 0.0993612
131816 0.157406
131825 0.247830
131834 0.297847
131852 0.144827
131860 0.0981191
131867 0.0696162
131875 0.0516611
131882 0.0399144
131897 0.0262649
131912 0.0190557
131926 0.0148280
131941 0.0121475
131971 0.00907124
132030 0.00645218
132089 0.00536769
132326 0.00397353
132563 0.00349489
132800 0.00350377
132857 0.00378531
132913 0.00464824
132942 0.00579790
132956 0.00687972
132970 0.00869166
132984 0.0121103
132991 0.0150559
132998 0.0195461
133005 0.0270773
133012 0.0404357
133019 0.0675001
133023 0.0908510
133026 0.125189
133032 0.199502
133037 0.247258
133042 0.196851
133047 0.124281
133053 0.0752497
133059 0.0488524
133064 0.0340793
133070 0.0252343
133081 0.0158099
133092 0.0112556
133103 0.00869345
133114 0.00714008
133137 0.00541019
133181 0.00401149
133226 0.00347114
133404 0.00297442
133583 0.00334862
133627 0.00374103
133672 0.00461580
133694 0.00551678
133716 0.00721428
133739 0.0109819
133750 0.0148404
133761 0.0217836
133773 0.0378741
133786 0.0713393
133792 0.0910655
133798 0.0974582
133810 0.0639786
133816 0.0472288
133822 0.0352471
133834 0.0214267
133858 0.0110068
133881 0.00748534
133905 0.00596484
133952 0.00485068
133999 0.00469673
134046 0.00511804
134093 0.00643766
134116 0.00787962
134140 0.0106476
134152 0.0130887
134163 0.0169130
134175 0.0234912
134187 0.0357944
134210 0.124434
134212 0.142160
134219 0.203585
134225 0.235827
134231 0.198937
134238 0.138273
134242 0.101704
134247 0.0758398
134257 0.0458082
134266 0.0304608
134276 0.0220533
134295 0.0137309
134314 0.0100835
134333 0.00834026
134352 0.00780177
134371 0.00917585
134381 0.0122743
134385 0.0157483
134390 0.0217270
134395 0.0312729
134400 0.0366249
134410 0.0200727
134416 0.0137682
134421 0.0104017
134432 0.00737765
134443 0.00611101
134454 0.00546703
134498 0.00453429
134585 0.00415114
134760 0.00412650
135110 0.00411303
135245 0.00410463
135313 0.00439463
135346 0.00512265
135363 0.00622342
135380 0.00905931
135390 0.0120108
135400 0.0133945
135420 0.00837949
135435 0.00626194
135450 0.00540825
135479 0.00494223
135539 0.00572367
135569 0.00709842
135598 0.0103134
135613 0.0136532
135628 0.0197488
135643 0.0323180
135650 0.0434796
135658 0.0601759
135668 0.0942694
135679 0.115631
135689 0.0918876
135700 0.0582497
135710 0.0377989
135720 0.0259622
135730 0.0189414
135740 0.0145536
135760 0.00967496
135780 0.00719546
135820 0.00486933
135860 0.00382925
135940 0.00289721
136020 0.00245903
136334 0.00174035
136648 0.00142913
136961 0.00128010
137275 0.00126338
137903 0.00201801
138059 0.00273339
138216 0.00423176
138295 0.00563500
138373 0.00794287
138452 0.0119411
138491 0.0149728
138530 0.0189256
138571 0.0239933
138612 0.0293347
138652 0.0331949
138693 0.0334961
138774 0.0248397
138855 0.0154174
138917 0.0107922
138979 0.00783558
139040 0.00591161
139102 0.00461735
139225 0.00306616
139349 0.00221949
139472 0.00171106
139596 0.00138307
139842 0.00100182
140089 0.000803967
140336 0.000714600
140459 0.000723151
140583 0.000839706
140706 0.00160711
140737 0.00238969
140768 0.00448888
140783 0.00721681
140799 0.0140341
140807 0.0221168
140814 0.0401241
140818 0.0589392
140822 0.0928592
140826 0.165703
140828 0.230791
140830 0.330050
140832 0.527463
140835 0.660375
140837 0.530234
140840 0.332223
140842 0.240925
140843 0.181287
140847 0.109996
140850 0.0725598
140853 0.0510935
140859 0.0288710
140866 0.0186466
140879 0.00966646
140892 0.00599927
140917 0.00310043
140943 0.00200075
140995 0.00116961
141046 0.000862687
141149 0.000628959
141253 0.000538163
141665 0.000426452
142490 0.000392362
142902 0.000415109
143315 0.000490874
143727 0.000825119
143830 0.00112936
143933 0.00192563
143985 0.00295029
144036 0.00555201
144062 0.00871566
144088 0.0160304
144101 0.0238871
144114 0.0392508
144120 0.0530315
144127 0.0744028
144133 0.109451
144140 0.167778
144147 0.268225
144154 0.334649
144161 0.267122
144169 0.166929
144177 0.0949160
144186 0.0584679
144195 0.0389891
144203 0.0276927
144212 0.0206536
144220 0.0160039
144238 0.0104711
144255 0.00744756
144272 0.00562462
144306 0.00364000
144375 0.00208819
144444 0.00152954
144581 0.00119653
144719 0.00122821
144857 0.00151352
144925 0.00180699
144994 0.00230031
145063 0.00320612
145132 0.00512382
145166 0.00699741
145200 0.0102750
145235 0.0165410
145252 0.0217780
145269 0.0291217
145298 0.0456572
145312 0.0524784
145326 0.0539738
145354 0.0413691
145382 0.0261132
145404 0.0181654
145427 0.0131866
145449 0.0100324
145472 0.00797080
145516 0.00561622
145561 0.00445539
145651 0.00364267
145740 0.00387817
145830 0.00517783
145875 0.00656225
145919 0.00898506
145964 0.0136711
145986 0.0177990
146009 0.0243036
146031 0.0354616
146054 0.0565825
146065 0.0747030
146076 0.102244
146087 0.145462
146098 0.212756
146113 0.338759
146127 0.416225
146141 0.327988
146155 0.205091
146166 0.141921
146177 0.101229
146188 0.0748625
146198 0.0572568
146220 0.0364013
146242 0.0252020
146263 0.0185799
146285 0.0143701
146328 0.00956694
146371 0.00705549
146414 0.00561078
146501 0.00417621
146587 0.00362512
146673 0.00350203
146846 0.00400800
147262 0.00659359
147366 0.00623848
147470 0.00539496
147678 0.00357690
147823 0.00269079
147968 0.00210587
148259 0.00148680
148549 0.00126185
148839 0.00127534
149129 0.00154313
149420 0.00230898
149565 0.00313641
149710 0.00469507
149782 0.00602818
149855 0.00806268
149928 0.0113480
149964 0.0137649
150000 0.0169584
150027 0.0200613
150055 0.0239169
150082 0.0287162
150109 0.0345376
150145 0.0437687
150182 0.0533326
150218 0.0600254
150254 0.0602547
150327 0.0442662
150400 0.0273058
150486 0.0158815
150572 0.0101039
150658 0.00698548
150744 0.00516924
150916 0.00332468
151088 0.00256202
151260 0.00236787
151432 0.00274211
151518 0.00329774
151604 0.00436079
151690 0.00645136
151776 0.0106672
151849 0.0164931
151922 0.0201221
151995 0.0159925
152068 0.0101912
152116 0.00754674
152164 0.00573490
152260 0.00362839
152355 0.00254879
152451 0.00193789
152642 0.00131906
152834 0.00103699
153217 0.000828472
153600 0.000825784
153982 0.000974116
154365 0.00135422
154557 0.00171718
154748 0.00233872
154844 0.00286646
154940 0.00381749
154987 0.00476333
155035 0.00681075
155059 0.00909499
155083 0.0140493
155095 0.0191474
155107 0.0285644
155113 0.0366089
155119 0.0487338
155125 0.0675771
155131 0.0963363
155139 0.151373
155147 0.186024
155154 0.147948
155162 0.0937988
155170 0.0591154
155178 0.0391543
155187 0.0280093
155195 0.0213672
155203 0.0171615
155220 0.0124207
155236 0.0100209
155269 0.00786861
155303 0.00707612
155435 0.00694153
155700 0.00732208
155965 0.00532397
156230 0.00336336
156404 0.00259159
156578 0.00224917
156665 0.00235726
156751 0.00307044
156838 0.00726403
156882 0.0210585
156904 0.0566501
156914 0.122417
156920 0.200998
156925 0.355525
156930 0.560976
156932 0.637135
156935 0.645927
156944 0.292963
156950 0.164211
156955 0.100926
156967 0.0482224
156978 0.0280592
156989 0.0184394
157012 0.00990623
157034 0.00637871
157080 0.00353013
157125 0.00241996
157215 0.00153605
157306 0.00117622
157487 0.000860202
157668 0.000720092
157849 0.000666491
158030 0.000731201
158120 0.000886090
158211 0.00134856
158256 0.00195790
158301 0.00347126
158324 0.00523831
158347 0.00903375
158358 0.0127774
158369 0.0193719
158381 0.0320677
158386 0.0428546
158392 0.0578966
158401 0.0915724
158410 0.109794
158429 0.0522702
158434 0.0388348
158440 0.0295544
158451 0.0183139
158462 0.0122661
158473 0.00878973
158495 0.00516425
158517 0.00344144
158561 0.00192225
158606 0.00129170
158694 0.000783239
158782 0.000584235
158959 0.000427679
159136 0.000373270
159312 0.000369616
159489 0.000449403
159666 0.000995967
159754 0.00311558
159798 0.0105808
159821 0.0336515
159826 0.0519179
159832 0.0897563
159837 0.185813
159840 0.297412
159843 0.506910
159845 0.811017
159848 1.00089
159850 0.794010
159853 0.493621
159855 0.312272
159857 0.209751
159862 0.107999
159867 0.0646024
159871 0.0430531
159881 0.0228112
159890 0.0141003
159909 0.00694327
159927 0.00417548
160002 0.00126328
160151 0.000466195
160300 0.000306129
160449 0.000244651
160748 0.000192664
161046 0.000168209
162239 0.000127750
163433 0.000118519
164029 0.000143248
164327 0.000253074
164477 0.000678012
164551 0.00225144
164589 0.00764051
164607 0.0234053
164616 0.0586459
164621 0.112993
164623 0.166314
164626 0.253152
164628 0.396984
164631 0.463416
164637 0.215230
164639 0.131236
164642 0.0864032
164647 0.0441121
164658 0.0172729
164669 0.00909631
164680 0.00563284
164702 0.00278110
164724 0.00168056
164810 0.000527671
164984 0.000216774
165332 0.000140153
165680 0.000133633
166027 0.000145127
166375 0.000178418
166549 0.000212087
166723 0.000271424
166897 0.000389401
166984 0.000497257
167070 0.000675671
167157 0.00100136
167201 0.00127494
167244 0.00168752
167288 0.00234976
167331 0.00348508
167375 0.00560083
167418 0.00971532
167456 0.0154067
167493 0.0189358
167531 0.0149668
167568 0.00937269
167603 0.00600586
167638 0.00404680
167673 0.00287712
167707 0.00214334
167777 0.00132661
167847 0.000913564
167916 0.000678522
167986 0.000533578
168125 0.000373133
168264 0.000293203
168404 0.000250406
168682 0.000219204
168960 0.000237289
169239 0.000341282
169378 0.000494791
169517 0.000918418
169587 0.00147636
169657 0.00291994
169691 0.00469795
169709 0.00629336
169726 0.00888012
169744 0.0134624
169752 0.0171894
169761 0.0226530
169770 0.0310471
169778 0.0446648
169787 0.0680305
169796 0.109264
169805 0.175328
169814 0.221628
169822 0.179231
169831 0.112313
169841 0.0649233
169851 0.0405188
169862 0.0271001
169872 0.0193064
169882 0.0143609
169892 0.0111085
169912 0.00719250
169932 0.00503969
169952 0.00373539
169992 0.00230584
170073 0.00116752
170153 0.000734980
170314 0.000410485
170474 0.000295118
170796 0.000220302
171117 0.000210999
171439 0.000236485
171760 0.000317336
172081 0.000650298
172242 0.00169717
172323 0.00522028
172343 0.00842998
172363 0.0162920
172373 0.0254240
172383 0.0448417
172388 0.0639105
172393 0.0974016
172398 0.161817
172400 0.216161
172403 0.294012
172407 0.469991
172411 0.587666
172415 0.470788
172419 0.294651
172424 0.165815
172428 0.102252
172433 0.0681747
172438 0.0483642
172447 0.0276753
172457 0.0179973
172476 0.00946580
172494 0.00597616
172532 0.00325332
172570 0.00227965
172646 0.00172909
172721 0.00185656
172797 0.00250722
172835 0.00314765
172872 0.00418319
172910 0.00595118
172948 0.00923292
172967 0.0119744
172986 0.0160204
173005 0.0221149
173023 0.0311465
173051 0.0489694
173064 0.0561205
173078 0.0574461
173132 0.0266891
173161 0.0161291
173189 0.0104430
173218 0.00723098
173247 0.00529466
173276 0.00404526
173305 0.00320080
173362 0.00217338
173420 0.00159788
173477 0.00124675
173592 0.000861542
173707 0.000671656
173822 0.000570342
174053 0.000492210
174283 0.000506404
174513 0.000617425
174743 0.00109510
174858 0.00263430
174916 0.00781975
174944 0.0236505
174959 0.0620756
174966 0.127558
174970 0.201390
174973 0.334333
174977 0.539549
174980 0.671902
174983 0.533381
174987 0.334564
174990 0.193468
174994 0.121874
175002 0.0585781
175017 0.0221742
175047 0.00741579
175107 0.00270100
175226 0.00150757
175346 0.00147450
175466 0.00171587
175586 0.00217248
175706 0.00292111
175766 0.00345627
175826 0.00413776
175886 0.00500455
175946 0.00608554
176021 0.00772691
176095 0.00951143
176170 0.0108998
176244 0.0111874
176393 0.00848482
176542 0.00526583
176685 0.00335700
176827 0.00226498
176970 0.00161980
177112 0.00121793
177397 0.000774110
177682 0.000554402
177967 0.000435787
178252 0.000372641
178537 0.000356359
178679 0.000409731
178750 0.000620161
178768 0.000816024
178786 0.00130266
178795 0.00187294
178804 0.00312364
178808 0.00440373
178813 0.00666938
178817 0.0113443
178819 0.0153803
178822 0.0213356
178825 0.0340194
178828 0.0417433
178831 0.0329536
178835 0.0208201
178837 0.0146021
178839 0.0106828
178844 0.00623009
178849 0.00406920
178853 0.00291082
178863 0.00174521
178872 0.00122396
178891 0.000779151
178909 0.000602560
178947 0.000466410
178984 0.000418190
179133 0.000389826
