K-41(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
42133.0 0.0126962
42177.5 0.0165859
42222.0 0.0227601
42266.5 0.0335234
42288.8 0.0431531
42299.9 0.0514645
42311.0 0.0692418
42315.5 0.0859131
42319.9 0.123013
42322.2 0.163122
42324.4 0.244120
42325.5 0.319594
42326.6 0.443033
42327.7 0.661730
42328.9 1.05217
42330.0 1.64105
42331.0 1.96831
42333.2 0.973229
42334.6 0.573016
42335.9 0.374839
42337.2 0.269374
42338.5 0.208438
42341.1 0.145763
42343.7 0.116894
42349.0 0.0930698
42354.2 0.0849635
42375.2 0.0842013
42417.2 0.0930077
42470.3 0.0741634
42523.3 0.0468090
42575.7 0.0294699
42628.1 0.0196969
42680.5 0.0140458
42732.9 0.0106126
42785.4 0.00847403
42837.8 0.00730402
42864.0 0.00723457
42890.2 0.00819441
42903.3 0.00995881
42916.4 0.0151530
42922.9 0.0221421
42929.5 0.0403560
42932.8 0.0628791
42936.0 0.115649
42937.7 0.173511
42939.3 0.289270
42940.1 0.394615
42941.0 0.564697
42941.8 0.854065
42942.6 1.34898
42943.4 2.15108
42944.3 2.66715
42945.2 2.11899
42946.0 1.32389
42946.7 0.910398
42947.3 0.645406
42948.0 0.474613
42948.7 0.362496
42950.0 0.227929
42951.3 0.156432
42953.9 0.0869791
42956.5 0.0560596
42961.8 0.0299278
42967.0 0.0195262
42977.6 0.0113743
42988.1 0.00826289
43009.1 0.00582005
43030.1 0.00482203
43072.1 0.00390140
43114.2 0.00341460
43282.3 0.00245601
43450.5 0.00198386
43618.7 0.00169772
43955.0 0.00140921
44123.1 0.00146512
44207.2 0.00190797
44249.3 0.00345163
44259.8 0.00493090
44270.3 0.00892870
44275.5 0.0142364
44280.8 0.0282977
44283.4 0.0463129
44286.0 0.0909651
44287.4 0.143895
44288.7 0.259722
44289.3 0.378206
44290.0 0.590615
44290.3 0.768507
44290.6 1.03002
44291.0 1.42397
44291.3 2.01542
44291.8 3.21247
44292.2 4.03499
44292.7 3.21835
44293.2 2.02003
44293.6 1.31571
44294.0 0.891954
44294.4 0.633968
44294.8 0.473113
44295.6 0.286370
44296.4 0.191709
44298.0 0.102619
44299.7 0.0640421
44302.9 0.0323468
44306.2 0.0200058
44312.7 0.0106481
44319.2 0.00733014
44332.3 0.00532717
44345.3 0.00548979
44371.4 0.0135334
44377.9 0.0219307
44384.4 0.0441176
44387.7 0.0720054
44391.0 0.139391
44392.6 0.215568
44394.2 0.374457
44395.0 0.526879
44395.8 0.781705
44396.7 1.24243
44397.5 2.10343
44398.2 3.33397
44399.0 4.01187
44399.7 3.09195
44400.5 1.91445
44401.2 1.18228
44402.0 0.777158
44402.7 0.538631
44403.4 0.393775
44404.9 0.233879
44406.4 0.154508
44407.9 0.109288
44409.4 0.0815404
44412.4 0.0504282
44418.3 0.0250700
44424.2 0.0152526
44436.1 0.00773498
44448.0 0.00495006
44471.8 0.00287159
44495.6 0.00210909
44543.1 0.00153351
44590.7 0.00131393
44685.8 0.00113372
44780.9 0.00105278
45161.3 0.000917093
45922.1 0.000817656
46302.5 0.000810704
46682.9 0.000856338
47063.3 0.00109227
47253.5 0.00156736
47348.6 0.00233131
47396.2 0.00373231
47408.1 0.00479550
47420.0 0.00735839
47425.9 0.0104623
47431.9 0.0178530
47434.8 0.0262008
47437.8 0.0437425
47440.8 0.0897503
47442.3 0.144434
47443.7 0.252049
47445.0 0.404052
47446.3 0.511713
47447.5 0.415523
47448.8 0.262072
47449.6 0.187023
47450.5 0.136731
47452.2 0.0801613
47454.0 0.0523373
47455.7 0.0370766
47459.2 0.0220668
47462.7 0.0153049
47469.6 0.00967397
47476.6 0.00755255
47504.4 0.00617124
47532.3 0.00745066
47560.1 0.0103576
47587.9 0.0163076
47601.9 0.0217158
47615.8 0.0305295
47629.7 0.0462435
47636.7 0.0590851
47643.6 0.0779836
47650.6 0.107145
47657.5 0.154667
47664.5 0.236456
47671.4 0.379857
47678.6 0.603118
47685.8 0.731713
47692.9 0.568710
47700.1 0.353265
47704.8 0.255580
47709.5 0.189053
47719.0 0.112107
47728.4 0.0729787
47737.9 0.0509907
47747.4 0.0375729
47756.8 0.0288381
47775.7 0.0185912
47794.7 0.0130585
47813.6 0.00974835
47851.4 0.00616695
47889.2 0.00438377
47927.1 0.00338176
48002.7 0.00240303
48078.4 0.00208443
48154.1 0.00234113
48191.9 0.00296662
48229.8 0.00479380
48248.7 0.00716473
48267.6 0.0129888
48277.0 0.0196726
48286.5 0.0338713
48291.2 0.0476754
48296.0 0.0716393
48300.7 0.116942
48303.1 0.154465
48305.4 0.207557
48309.3 0.332222
48313.3 0.418410
48317.2 0.337555
48321.1 0.211721
48325.2 0.127102
48329.4 0.0813537
48333.5 0.0556088
48337.7 0.0402103
48346.0 0.0237646
48354.3 0.0157627
48370.8 0.00859315
48387.4 0.00558829
48420.6 0.00316081
48453.7 0.00221941
48520.0 0.00149039
48586.3 0.00121432
48719.0 0.00101352
48851.6 0.000975523
48984.2 0.00104951
49116.8 0.00136649
49183.1 0.00182675
49249.4 0.00310874
49282.6 0.00482620
49299.2 0.00648421
49315.7 0.00939527
49332.3 0.0152343
49340.6 0.0206457
49348.9 0.0297185
49357.2 0.0466767
49361.3 0.0612636
49365.5 0.0837943
49369.6 0.121208
49373.8 0.188623
49375.8 0.243762
49377.9 0.323842
49380.0 0.442652
49382.0 0.618579
49385.1 0.989590
49388.1 1.23288
49391.2 0.982895
49394.2 0.614390
49396.6 0.419662
49399.0 0.295677
49401.3 0.216258
49403.7 0.163913
49408.4 0.102217
49413.2 0.0694590
49417.9 0.0501467
49422.6 0.0379233
49432.1 0.0239290
49441.6 0.0165476
49451.0 0.0122029
49470.0 0.00755807
49488.9 0.00526456
49507.8 0.00396969
49545.7 0.00264379
49621.4 0.00169152
49697.1 0.00140384
49848.6 0.00147186
49924.3 0.00183174
49962.1 0.00218850
50000.0 0.00278874
50044.9 0.00418714
50067.4 0.00549823
50089.9 0.00771717
50112.3 0.0119022
50123.6 0.0155263
50134.8 0.0211831
50146.0 0.0306546
50157.2 0.0480208
50162.9 0.0624470
50168.5 0.0836188
50174.1 0.115491
50179.7 0.163017
50187.7 0.257710
50195.7 0.310531
50203.8 0.239869
50211.8 0.148606
50220.9 0.0864868
50230.1 0.0543465
50239.2 0.0367584
50248.3 0.0263931
50257.4 0.0198427
50266.6 0.0154774
50284.8 0.0102240
50303.1 0.00732014
50321.3 0.00555334
50357.8 0.00360804
50394.3 0.00261787
50430.8 0.00204646
50503.8 0.00144592
50576.8 0.00115259
50649.8 0.000987535
50795.8 0.000818945
50941.7 0.000742853
51087.7 0.000714979
51233.7 0.000777854
51306.7 0.00111469
51343.2 0.00244284
51352.3 0.00377560
51361.5 0.00740993
51366.0 0.0122044
51370.6 0.0246976
51372.9 0.0402376
51375.1 0.0773308
51376.3 0.118707
51377.4 0.203663
51378.0 0.283281
51378.6 0.416098
51379.1 0.653238
51379.7 1.10181
51380.2 1.77055
51380.8 2.24205
51381.3 1.82211
51381.8 1.14214
51382.2 0.819997
51382.5 0.604580
51383.3 0.353267
51384.0 0.227206
51384.7 0.157903
51386.1 0.0879742
51387.5 0.0558584
51390.3 0.0282594
51393.1 0.0171648
51398.8 0.00845009
51404.4 0.00517284
51427.0 0.00183184
51472.2 0.000948783
51562.6 0.000722695
51743.3 0.000677266
51924.1 0.000698671
52104.8 0.000764034
52285.6 0.000919040
52375.9 0.00107610
52466.3 0.00136091
52556.7 0.00195547
52601.9 0.00252926
52647.1 0.00353568
52692.3 0.00554755
52714.8 0.00740476
52737.4 0.0105101
52760.0 0.0162747
52771.3 0.0211931
52782.6 0.0287478
52793.9 0.0411475
52805.2 0.0631916
52816.5 0.106467
52822.2 0.143666
52827.8 0.197625
52836.5 0.315627
52845.2 0.393018
52853.9 0.313411
52862.6 0.195916
52871.0 0.122619
52879.4 0.0808142
52887.9 0.0563565
52896.3 0.0412451
52904.7 0.0313943
52913.1 0.0246677
52930.0 0.0163929
52946.8 0.0117142
52963.6 0.00882714
52997.3 0.00560908
53031.0 0.00395436
53064.7 0.00299515
53132.0 0.00198590
53199.3 0.00149598
53266.7 0.00122457
53401.4 0.000961533
53536.1 0.000873450
53670.8 0.000933323
53738.1 0.00109416
53805.5 0.00159494
53839.1 0.00229669
53872.8 0.00423523
53889.7 0.00681513
53898.1 0.00928994
53906.5 0.0135991
53914.9 0.0221399
53919.1 0.0299485
53923.3 0.0428669
53927.5 0.0664505
53929.6 0.0862894
53931.7 0.116132
53933.9 0.164155
53936.0 0.246315
53938.1 0.399105
53940.2 0.698409
53942.0 1.11942
53943.8 1.40084
53945.6 1.12148
53947.4 0.701970
53949.0 0.447254
53950.7 0.299071
53952.4 0.210079
53954.0 0.154641
53957.4 0.0927692
53960.7 0.0614885
53964.0 0.0436795
53967.4 0.0326333
53974.0 0.0202706
53980.7 0.0138733
53987.3 0.0101559
54000.6 0.00622277
54013.9 0.00429725
54027.2 0.00321370
54053.9 0.00210136
54107.1 0.00127576
54160.3 0.000975978
54266.8 0.000753649
54373.3 0.000671804
54586.3 0.000610820
54799.2 0.000591534
55225.2 0.000604577
55438.1 0.000686928
55544.6 0.000988686
55597.9 0.00214441
55624.5 0.00651586
55637.8 0.0222236
55644.4 0.0731161
55646.1 0.115790
55647.8 0.208637
55649.4 0.469561
55650.3 0.803729
55651.1 1.52066
55651.7 2.42554
55652.3 2.94592
55653.0 2.28925
55653.6 1.42604
55654.4 0.792260
55655.1 0.480688
55656.7 0.222972
55658.2 0.126489
55659.8 0.0810991
55662.8 0.0414540
55665.9 0.0252297
55672.1 0.0123326
55678.2 0.00743555
55702.8 0.00240508
55752.0 0.00107187
55850.5 0.000737578
56047.3 0.000678072
56441.1 0.000758308
56638.0 0.000857621
56834.8 0.00106466
56933.3 0.00129245
57031.7 0.00184158
57080.9 0.00253410
57130.1 0.00435572
57154.7 0.00672049
57167.1 0.00896345
57179.4 0.0128342
57191.7 0.0204090
57197.8 0.0272428
57204.0 0.0383987
57210.1 0.0583662
57213.2 0.0748112
57216.3 0.0990895
57219.3 0.137031
57222.4 0.199528
57225.5 0.309831
57228.6 0.509501
57231.6 0.814345
57234.5 1.01382
57237.5 0.808379
57240.5 0.505714
57243.2 0.327892
57245.8 0.222172
57248.5 0.157970
57251.1 0.117199
57256.4 0.0712769
57261.7 0.0477758
57267.0 0.0342940
57272.3 0.0258900
57282.9 0.0164343
57293.5 0.0115360
57304.1 0.00868484
57325.3 0.00568199
57367.7 0.00343162
57410.1 0.00266192
57494.9 0.00225354
57579.7 0.00233986
57664.5 0.00268727
57749.4 0.00333896
57834.2 0.00472613
57855.4 0.00548979
57876.6 0.00701559
57887.2 0.00865441
57897.8 0.0122594
57903.1 0.0160912
57908.4 0.0236715
57911.0 0.0305487
57913.7 0.0416650
57916.3 0.0606684
57919.0 0.0940176
57921.7 0.147199
57924.4 0.182581
57927.1 0.147298
57929.9 0.0944237
57931.8 0.0682195
57933.8 0.0509787
57937.6 0.0317939
57941.5 0.0225038
57945.4 0.0174833
57953.2 0.0126745
57961.0 0.0106388
57976.5 0.00923665
57992.1 0.00906083
58054.3 0.0115507
58116.6 0.0171490
58178.8 0.0274057
58241.0 0.0435769
58303.1 0.0547835
58365.3 0.0443041
58427.4 0.0279554
58470.0 0.0200931
58512.7 0.0148003
58555.3 0.0112477
58597.9 0.00881394
58683.2 0.00586697
58768.4 0.00428455
58853.7 0.00343058
58938.9 0.00318208
58981.6 0.00348257
59024.2 0.00477158
59045.5 0.00667933
59066.8 0.0119241
59077.5 0.0187232
59082.8 0.0250663
59088.1 0.0357508
59093.5 0.0558786
59096.1 0.0733326
59098.8 0.100454
59101.5 0.146024
59104.1 0.229308
59105.5 0.298487
59106.8 0.400453
59108.1 0.554564
59109.4 0.787687
59111.3 1.25999
59113.2 1.57597
59115.0 1.26157
59116.9 0.788930
59118.5 0.514686
59120.1 0.349800
59121.8 0.249199
59123.4 0.185102
59126.7 0.112683
59129.9 0.0755115
59133.2 0.0541436
59136.4 0.0408013
59143.0 0.0257553
59149.5 0.0179328
59156.0 0.0133582
59169.0 0.00849629
59195.1 0.00472678
59221.2 0.00329764
59273.3 0.00218037
59325.5 0.00172793
59429.7 0.00132239
59534.0 0.00112186
59742.6 0.000906061
59951.2 0.000786926
60368.3 0.000660747
60785.4 0.000601267
61202.6 0.000576317
61619.7 0.000580723
62036.9 0.000640078
62245.4 0.000755171
62349.7 0.00101589
62401.9 0.00185746
62427.9 0.00495123
62441.0 0.0161904
62444.2 0.0268042
62447.5 0.0537286
62449.1 0.0861038
62450.7 0.159694
62451.6 0.237721
62452.4 0.384480
62453.2 0.703914
62453.6 1.01401
62454.0 1.50245
62454.5 2.41095
62455.0 3.01389
62455.5 2.42272
62456.0 1.51166
62456.5 0.982431
62456.9 0.667500
62457.8 0.350267
62458.7 0.211660
62459.6 0.140804
62461.3 0.0748780
62463.1 0.0464045
62466.7 0.0230337
62470.2 0.0139194
62484.5 0.00437018
62512.9 0.00180984
62569.9 0.00123297
62683.8 0.00145191
62740.7 0.00188899
62797.6 0.00300545
62826.1 0.00441429
62854.6 0.00802747
62868.8 0.0125453
62883.1 0.0235554
62890.2 0.0362357
62893.7 0.0469906
62897.3 0.0634347
62900.9 0.0901947
62904.4 0.137266
62908.0 0.227859
62909.8 0.304150
62911.5 0.412177
62914.4 0.655674
62917.3 0.800616
62920.2 0.625999
62923.0 0.389771
62925.4 0.261234
62927.8 0.181980
62930.1 0.132209
62932.5 0.0997558
62937.2 0.0621574
62941.9 0.0424705
62946.7 0.0309739
62951.4 0.0237519
62960.8 0.0155571
62970.3 0.0113074
62979.7 0.00885677
62998.6 0.00636868
63017.5 0.00530931
63036.4 0.00489938
63074.2 0.00510996
63112.0 0.00641313
63149.8 0.00932728
63168.7 0.0118900
63187.6 0.0157724
63206.5 0.0217886
63225.4 0.0310983
63250.6 0.0492104
63275.8 0.0610883
63301.1 0.0487975
63326.3 0.0306787
63344.4 0.0217228
63362.6 0.0158166
63380.7 0.0119102
63398.8 0.00926214
63435.1 0.00607166
63471.4 0.00432854
63507.6 0.00328357
63543.9 0.00261149
63616.4 0.00183116
63689.0 0.00141363
63761.5 0.00116497
63906.6 0.000896995
64051.6 0.000764704
64196.7 0.000691686
64486.8 0.000624898
64777.0 0.000610466
65067.1 0.000638169
65212.2 0.000682402
65357.2 0.000795642
65502.3 0.00132943
65574.8 0.00325988
65611.1 0.0100131
65629.2 0.0309947
65638.3 0.0832785
65642.8 0.175656
65645.1 0.284533
65647.4 0.498019
65651.2 1.02720
65653.1 0.842917
65655.1 0.530328
65657.8 0.268253
65660.6 0.152573
65666.1 0.0662644
65677.1 0.0231413
65699.2 0.00732255
65743.3 0.00250931
65831.5 0.00120812
66007.9 0.000949008
66184.3 0.00103041
66360.7 0.00126491
66537.2 0.00176103
66625.4 0.00221660
66713.6 0.00296487
66801.8 0.00431160
66845.9 0.00542380
66890.0 0.00707789
66934.1 0.00966984
66978.2 0.0139877
67022.3 0.0216720
67066.4 0.0358448
67108.1 0.0570091
67149.8 0.0709361
67191.5 0.0567231
67233.2 0.0356579
67265.6 0.0245467
67298.1 0.0174711
67330.5 0.0129431
67362.9 0.00995664
67427.8 0.00648526
67492.6 0.00470932
67557.5 0.00381445
67622.3 0.00368165
67654.8 0.00418395
67687.2 0.00602766
67703.4 0.00864359
67719.6 0.0156184
67727.7 0.0243853
67735.8 0.0454086
67739.9 0.0690376
67743.9 0.117678
67746.0 0.163578
67748.0 0.239989
67750.0 0.377412
67752.0 0.631066
67753.9 1.00714
67755.8 1.24766
67757.7 0.990836
67759.6 0.619952
67761.4 0.390620
67763.2 0.258804
67765.1 0.181177
67766.9 0.133189
67770.5 0.0800443
67774.1 0.0533498
67781.3 0.0288176
67788.5 0.0183475
67803.0 0.00979140
67817.4 0.00645736
67846.3 0.00388410
67875.2 0.00292146
67933.0 0.00223323
67990.8 0.00211279
68048.6 0.00239545
68106.3 0.00357315
68135.2 0.00524144
68164.1 0.00963927
68178.6 0.0150870
68185.8 0.0199754
68193.0 0.0278962
68200.2 0.0419270
68207.5 0.0699270
68211.1 0.0953623
68214.7 0.136344
68218.3 0.205858
68221.9 0.326104
68225.7 0.519335
68229.5 0.638829
68233.4 0.503124
68237.2 0.313450
68241.6 0.181066
68245.9 0.112852
68250.3 0.0758338
68254.7 0.0541245
68259.1 0.0404847
68263.5 0.0314181
68272.2 0.0205553
68281.0 0.0145735
68289.7 0.0109432
68307.3 0.00695531
68324.8 0.00492732
68342.3 0.00375671
68377.3 0.00252316
68447.4 0.00156866
68517.5 0.00120142
68657.6 0.000906119
68797.7 0.000784187
69078.0 0.000684054
69358.3 0.000658432
69638.6 0.000686451
69778.7 0.000731337
69918.8 0.000818402
70059.0 0.000999944
70129.0 0.00117137
70199.1 0.00146608
70269.2 0.00204610
70304.2 0.00258171
70339.3 0.00348997
70374.3 0.00524139
70391.8 0.00681465
70409.3 0.00938507
70426.8 0.0140267
70435.6 0.0178894
70444.4 0.0236854
70453.1 0.0329157
70461.9 0.0486655
70470.6 0.0777392
70479.4 0.134180
70487.0 0.214492
70494.6 0.270527
70502.2 0.219007
70509.8 0.137960
70517.3 0.0862501
70524.7 0.0570586
70532.2 0.0401390
70539.7 0.0298138
70554.6 0.0186824
70569.5 0.0133431
70584.4 0.0105474
70599.4 0.00908379
70629.2 0.00844071
70659.1 0.0103974
70674.0 0.0128866
70688.9 0.0173991
70703.9 0.0261641
70711.3 0.0338114
70718.8 0.0457539
70726.3 0.0657299
70733.7 0.102109
70737.4 0.132125
70741.2 0.176056
70744.9 0.241839
70748.6 0.340216
70754.0 0.543148
70759.3 0.675352
70764.7 0.537838
70770.1 0.336313
70774.1 0.232633
70778.1 0.165808
70782.2 0.122333
70786.2 0.0933516
70794.3 0.0589385
70802.3 0.0404304
70810.4 0.0294607
70818.5 0.0224618
70834.6 0.0144021
70850.7 0.0101170
70866.9 0.00757191
70899.2 0.00482205
70931.4 0.00343944
70963.7 0.00264393
71028.2 0.00180477
71157.3 0.00115748
71286.4 0.000921903
71544.6 0.000854326
71673.7 0.00129515
71738.2 0.00311788
71770.5 0.00977251
71778.6 0.0160162
71786.7 0.0317004
71790.7 0.0503559
71794.7 0.0919028
71796.7 0.134789
71798.8 0.213912
71800.8 0.380445
71801.8 0.533440
71802.8 0.765828
71804.1 1.22499
71805.5 1.52684
71806.9 1.21683
71808.2 0.759470
71809.8 0.438610
71811.3 0.273478
71812.9 0.183506
71814.4 0.130623
71817.5 0.0752233
71820.6 0.0486939
71826.7 0.0252194
71832.9 0.0154907
71845.2 0.00772348
71857.5 0.00476259
71906.8 0.00170437
72005.4 0.000880654
72202.6 0.000660416
72399.8 0.000619048
72596.9 0.000609354
73385.6 0.000668506
73780.0 0.000755183
74174.3 0.000931568
74371.5 0.00109922
74568.7 0.00139998
74667.3 0.00165911
74765.8 0.00208284
74864.4 0.00291054
74913.7 0.00371799
74963.0 0.00525413
74999.1 0.00758419
75017.1 0.00967306
75035.2 0.0131004
75053.2 0.0193561
75062.2 0.0246325
75071.2 0.0326825
75080.3 0.0457906
75089.3 0.0690092
75098.3 0.114768
75102.8 0.154865
75107.3 0.215216
75120.5 0.506903
75123.8 0.517689
75127.1 0.466511
75133.7 0.301268
75140.4 0.180233
75147.2 0.113970
75154.0 0.0772825
75160.7 0.0556477
75167.5 0.0420560
75174.2 0.0330442
75187.8 0.0223089
75201.3 0.0164590
75214.8 0.0129553
75241.8 0.00919969
75295.9 0.00642165
75350.0 0.00559439
75412.0 0.00545631
75474.0 0.00586168
75535.9 0.00695352
75597.9 0.00917885
75662.2 0.0128802
75726.5 0.0149851
75738.0 0.0147722
75767.3 0.0134601
75796.5 0.0115487
75855.0 0.00795931
75941.0 0.00486126
76026.9 0.00338665
76112.9 0.00262271
76198.8 0.00218864
76370.7 0.00176068
76542.6 0.00159594
76886.5 0.00162046
77058.4 0.00188620
77101.4 0.00210116
77144.3 0.00265532
77187.3 0.00538891
77198.1 0.00806850
77208.8 0.0152500
77214.2 0.0245363
77219.5 0.0480376
77222.2 0.0762994
77224.9 0.140105
77226.3 0.207595
77227.6 0.335019
77228.9 0.612944
77229.6 0.879838
77230.3 1.31643
77231.1 2.11827
77231.9 2.70835
77232.8 2.21827
77233.6 1.39456
77234.5 0.797259
77235.5 0.490889
77237.4 0.231764
77239.3 0.132800
77241.1 0.0858350
77244.9 0.0445172
77248.7 0.0275647
77263.8 0.00897464
77294.1 0.00373986
77354.6 0.00241089
77475.7 0.00222230
77717.8 0.00261221
77959.9 0.00333064
78202.0 0.00442991
78912.0 0.00972170
78942.2 0.0106868
78972.4 0.0132427
78987.5 0.0165907
79002.6 0.0252577
79010.2 0.0359558
79017.7 0.0611940
79021.5 0.0889899
79025.3 0.144823
79027.2 0.196175
79029.1 0.279931
79030.9 0.424673
79032.8 0.680473
79034.7 1.08807
79036.6 1.36950
79038.5 1.10563
79040.4 0.695963
79042.7 0.399186
79044.9 0.248808
79047.1 0.167871
79049.3 0.121097
79053.8 0.0725193
79058.2 0.0495401
79067.1 0.0293260
79076.0 0.0209938
79111.6 0.0118025
79147.2 0.00982826
79182.7 0.00905348
79325.0 0.00815985
79467.3 0.00861944
79538.4 0.0102253
79556.2 0.0114181
79574.0 0.0141633
79582.9 0.0173359
79591.7 0.0244991
79596.2 0.0321159
79600.6 0.0468685
79602.9 0.0599582
79605.1 0.0803566
79607.3 0.113540
79609.5 0.167768
79612.1 0.259590
79614.7 0.306909
79620.0 0.149679
79622.0 0.105540
79625.4 0.0652872
79628.7 0.0452742
79632.1 0.0343286
79635.4 0.0278323
79642.1 0.0209185
79648.8 0.0176138
79662.2 0.0148354
79675.6 0.0139222
79729.1 0.0145835
79929.0 0.0235227
80128.8 0.0125053
80197.8 0.00941030
80266.8 0.00730156
80404.8 0.00484161
80542.8 0.00355230
80680.9 0.00279418
80956.9 0.00197409
81232.9 0.00156283
81508.9 0.00134729
81785.0 0.00128695
81923.0 0.00135780
82061.0 0.00164887
82130.0 0.00206912
82164.5 0.00248104
82199.0 0.00320996
82233.5 0.00468214
82250.8 0.00605496
82268.0 0.00837607
82285.3 0.0127575
82293.9 0.0165671
82302.5 0.0225311
82311.1 0.0325984
82319.8 0.0512648
82324.1 0.0670207
82328.4 0.0905136
82332.7 0.126661
82337.0 0.182587
82342.7 0.292712
82348.5 0.370840
82354.2 0.301102
82359.9 0.189312
82365.8 0.115575
82371.7 0.0748345
82377.5 0.0515792
82383.4 0.0375185
82389.2 0.0284717
82395.1 0.0223741
82406.8 0.0149501
82418.5 0.0108053
82430.2 0.00826935
82453.6 0.00546703
82477.0 0.00404184
82500.5 0.00322438
82547.3 0.00238213
82594.1 0.00199420
82641.0 0.00180181
82734.6 0.00168987
82828.3 0.00180426
82922.0 0.00223784
82968.8 0.00278262
82992.3 0.00328737
83015.7 0.00415915
83039.1 0.00591659
83062.5 0.0104971
83074.2 0.0163133
83085.9 0.0307732
83091.8 0.0478000
83097.6 0.0852800
83100.6 0.123362
83103.5 0.192406
83105.0 0.249648
83106.4 0.332594
83107.9 0.455761
83109.3 0.636946
83111.5 1.00642
83112.6 1.15716
83113.7 1.19098
83118.0 0.557717
83119.5 0.396197
83121.0 0.289187
83122.6 0.217757
83124.1 0.169084
83127.1 0.109434
83130.1 0.0763798
83136.2 0.0434270
83142.3 0.0283681
83148.3 0.0202868
83154.4 0.0154886
83166.5 0.0103364
83178.6 0.00780349
83190.8 0.00640301
83215.0 0.00505474
83263.5 0.00438088
83312.0 0.00458529
83430.3 0.00649277
83489.5 0.00811276
83519.0 0.00964287
83533.8 0.0111750
83548.6 0.0143656
83569.4 0.0328681
83574.7 0.0495436
83579.9 0.0894282
83582.5 0.134106
83585.1 0.225597
83586.4 0.312148
83587.7 0.455613
83589.0 0.711329
83590.3 1.18655
83591.5 1.89737
83592.7 2.37421
83594.0 1.90806
83595.2 1.19488
83595.9 0.886512
83596.7 0.670064
83598.1 0.409779
83599.6 0.271746
83601.1 0.193052
83604.1 0.112008
83607.1 0.0739320
83613.0 0.0406954
83618.9 0.0270402
83642.7 0.0118686
83666.4 0.00840014
83690.2 0.00686199
83737.7 0.00522330
83785.2 0.00421318
83859.0 0.00316523
83932.7 0.00248085
84080.2 0.00169165
84227.7 0.00128325
84375.3 0.00104823
84670.3 0.000802827
84965.3 0.000683936
85260.3 0.000619887
85555.3 0.000592415
85702.8 0.000599639
85850.4 0.000652579
85997.9 0.000986518
86071.6 0.00224613
86108.5 0.00648470
86126.9 0.0185160
86136.2 0.0442014
86140.8 0.0812482
86143.1 0.116820
86145.4 0.173637
86148.2 0.276342
86151.1 0.339715
86153.9 0.267598
86156.7 0.166805
86161.1 0.0809051
86165.5 0.0452063
86174.3 0.0194482
86183.1 0.0107855
86191.9 0.00692306
86227.0 0.00238923
86297.3 0.00101367
86437.8 0.000629660
86578.3 0.000551453
86718.8 0.000521427
87280.9 0.000490453
87843.0 0.000507990
88124.0 0.000580933
88264.5 0.000837479
88334.8 0.00180101
88369.9 0.00535539
88387.5 0.0175299
88396.2 0.0534983
88400.6 0.135439
88402.8 0.264046
88403.9 0.397545
88405.0 0.625053
88406.2 0.995930
88407.4 1.22013
88408.6 0.958583
88409.8 0.595875
88410.8 0.389302
88411.8 0.265610
88413.9 0.140857
88418.0 0.0574252
88422.2 0.0307986
88426.3 0.0192158
88434.5 0.00965750
88442.8 0.00591272
88475.8 0.00197050
88541.9 0.000901870
88674.1 0.000636195
88938.5 0.000607016
89202.8 0.000663640
89467.2 0.000782223
89731.5 0.00102261
89863.7 0.00124078
89995.9 0.00159673
90128.1 0.00223269
90194.2 0.00275470
90260.3 0.00352748
90326.3 0.00473156
90392.4 0.00672578
90458.5 0.0102538
90524.6 0.0167453
90587.3 0.0266367
90650.0 0.0338260
90712.7 0.0277800
90775.4 0.0178834
90810.7 0.0139727
90845.9 0.0115550
90863.5 0.0111506
90881.1 0.0121886
90890.0 0.0143737
90898.8 0.0206479
90903.2 0.0285534
90907.6 0.0469143
90909.8 0.0666622
90912.0 0.104753
90914.2 0.190069
90915.3 0.273854
90916.4 0.411017
90917.7 0.650072
90919.0 0.796895
90920.3 0.627005
90921.6 0.392896
90922.4 0.291852
90923.2 0.220704
90924.8 0.136322
90926.5 0.0919802
90928.1 0.0665183
90931.3 0.0403543
90934.5 0.0280048
90940.9 0.0171226
90947.4 0.0125607
90960.3 0.00876103
90973.1 0.00715332
90998.9 0.00567984
91024.7 0.00495121
91076.2 0.00425209
91127.7 0.00413931
91179.2 0.00473457
91230.8 0.00712316
91256.5 0.0104789
91282.3 0.0192696
91295.2 0.0301305
91308.0 0.0557614
91314.5 0.0839805
91320.9 0.140964
91324.1 0.193384
91327.4 0.279028
91330.6 0.427203
91333.8 0.690275
91337.0 1.09969
91340.3 1.35869
91343.5 1.07568
91346.8 0.671740
91348.9 0.489670
91351.0 0.364863
91355.2 0.218634
91359.4 0.143710
91363.6 0.101505
91367.7 0.0757837
91371.9 0.0591245
91380.3 0.0399083
91388.7 0.0300432
91397.1 0.0248184
91405.4 0.0223155
91413.8 0.0217010
91446.4 0.0250446
91462.7 0.0193598
91479.0 0.0129987
91495.2 0.00900049
91511.4 0.00665053
91527.6 0.00520224
91543.8 0.00425164
91576.2 0.00311184
91608.6 0.00246801
91673.4 0.00178107
91738.2 0.00142554
91867.8 0.00106535
91997.4 0.000885051
92256.6 0.000710316
92515.8 0.000637757
92775.0 0.000625794
93034.2 0.000708161
93163.8 0.000853969
93293.4 0.00127607
93358.2 0.00184351
93423.0 0.00333670
93455.4 0.00520859
93471.6 0.00691276
93487.8 0.00971842
93504.0 0.0148017
93512.1 0.0190317
93520.2 0.0253732
