Si-29(n,g) ENDF/B-VII.1
388778 0.00100898
391795 0.000855823
397830 0.000541604
401996 0.000393050
406163 0.000293943
414495 0.000182670
422828 0.000128245
431160 9.88680E-05
447825 7.16807E-05
464490 6.24637E-05
481155 6.22997E-05
497820 7.00295E-05
514485 8.93879E-05
522818 0.000107095
531150 0.000136484
536260 0.000168328
541370 0.000234925
543925 0.000311372
545203 0.000380673
546480 0.000497484
547758 0.000721286
548396 0.000920682
549035 0.00124285
549674 0.00181242
550313 0.00295333
550632 0.00399525
550951 0.00568581
551271 0.00858753
551590 0.0137080
551916 0.0218899
552242 0.0276222
552568 0.0223864
552894 0.0141003
553108 0.0102520
553321 0.00761235
553748 0.00455442
554175 0.00300445
554602 0.00213744
555029 0.00161043
555456 0.00126872
556311 0.000869600
557165 0.000655602
558019 0.000528366
559727 0.000391762
563144 0.000286114
566560 0.000246050
575413 0.000202308
584265 0.000173885
601970 0.000144404
607120 0.000151438
610165 0.000166591
613210 0.000208651
614733 0.000262693
616255 0.000400311
617016 0.000569229
617397 0.000721187
617778 0.000968833
618158 0.00141177
618539 0.00231488
618729 0.00315539
618919 0.00454702
619110 0.00700443
619300 0.0115052
619483 0.0183818
619665 0.0231966
619847 0.0187986
620029 0.0118490
620211 0.00734042
620394 0.00481577
620576 0.00336373
620759 0.00247882
621123 0.00152064
621488 0.00104873
621853 0.000784897
622217 0.000623641
622947 0.000446472
623676 0.000357901
624406 0.000308686
625864 0.000262216
628782 0.000244805
631700 0.000264932
637535 0.000380602
640452 0.000493900
643370 0.000683838
645540 0.000951987
646449 0.00116508
647359 0.00157661
647813 0.00197763
648268 0.00271800
648495 0.00335095
648722 0.00431913
648950 0.00586029
649177 0.00833924
649452 0.0127567
649726 0.0155809
650001 0.0125757
650275 0.00823598
650623 0.00497055
650971 0.00340179
651319 0.00259543
651668 0.00214089
652364 0.00168188
653060 0.00146461
655485 0.00114151
657910 0.000924233
662760 0.000572744
665999 0.000418865
669237 0.000315246
675714 0.000196195
682191 0.000135765
688668 0.000101786
701621 6.84498E-05
708098 6.28329E-05
711337 7.07213E-05
712146 7.98800E-05
712956 0.000102406
713361 0.000127450
713765 0.000177692
713968 0.000223173
714170 0.000295655
714373 0.000415331
714575 0.000609534
714820 0.000909593
714943 0.000984052
715065 0.000938833
715554 0.000405345
715858 0.000248075
716162 0.000172156
716466 0.000131796
716770 0.000108237
717399 8.29359E-05
718028 7.09004E-05
719286 6.00883E-05
721803 5.28199E-05
726835 4.89423E-05
736900 4.97565E-05
746965 5.88011E-05
757030 8.12047E-05
767095 0.000117247
777160 0.000128777
782193 0.000127196
787225 0.000141861
789741 0.000164212
792258 0.000206842
794774 0.000287217
797290 0.000437320
799775 0.000671590
802260 0.000821645
804745 0.000657447
807230 0.000421063
809629 0.000273649
812028 0.000188690
814426 0.000138299
816825 0.000106677
821623 7.11437E-05
826420 5.27659E-05
835315 3.61909E-05
844210 2.91609E-05
853105 2.77374E-05
857553 2.97483E-05
862000 3.51137E-05
863820 3.87031E-05
868150 4.97549E-05
872480 5.38418E-05
881150 3.10780E-05
885791 2.33107E-05
890431 1.89219E-05
899713 1.45284E-05
918275 1.11741E-05
936838 1.02010E-05
946119 1.17739E-05
948439 1.36693E-05
950759 1.88199E-05
951920 2.53661E-05
953080 4.12877E-05
953660 5.94006E-05
953950 7.45864E-05
954240 9.75148E-05
954530 0.000134218
954820 0.000197270
955110 0.000314844
955400 0.000547230
955891 0.00112053
956137 0.000921856
956383 0.000582847
956553 0.000416184
956724 0.000304289
956894 0.000229504
957065 0.000178427
957405 0.000116569
957746 8.26560E-05
958087 6.23105E-05
958428 4.92362E-05
959109 3.40788E-05
959791 2.59916E-05
960472 2.11838E-05
961835 1.59939E-05
964561 1.19016E-05
967287 1.03267E-05
978192 8.57262E-06
1.00000E+06 7.96952E-06
1.03775E+06 8.45137E-06
1.05663E+06 9.52039E-06
1.07550E+06 1.17286E-05
1.07850E+06 1.22429E-05
1.08845E+06 1.46583E-05
1.09342E+06 1.81568E-05
1.09591E+06 2.84327E-05
1.09715E+06 6.65122E-05
1.09777E+06 0.000209787
1.09809E+06 0.000722596
1.09824E+06 0.00235718
1.09832E+06 0.00666042
1.09836E+06 0.0148195
1.09840E+06 0.0459076
1.09843E+06 0.0893393
1.09846E+06 0.0434589
1.09849E+06 0.0178508
1.09852E+06 0.00900469
1.09858E+06 0.00349930
1.09870E+06 0.00112648
1.09894E+06 0.000331196
1.09942E+06 0.000100486
1.10037E+06 3.83492E-05
1.10229E+06 2.27398E-05
1.10421E+06 2.03994E-05
1.10613E+06 2.02229E-05
1.10996E+06 2.23628E-05
1.11380E+06 2.90265E-05
1.11531E+06 3.47221E-05
1.11682E+06 4.46396E-05
1.11833E+06 6.34649E-05
1.11984E+06 0.000101919
1.12228E+06 0.000205136
1.12350E+06 0.000179308
1.12472E+06 0.000119757
1.12558E+06 8.88365E-05
1.12643E+06 6.81050E-05
1.12814E+06 4.51148E-05
1.12985E+06 3.40813E-05
1.13157E+06 2.82022E-05
1.13499E+06 2.27884E-05
1.13841E+06 2.08693E-05
1.14526E+06 2.12260E-05
1.15210E+06 2.57192E-05
1.15770E+06 3.44189E-05
1.16050E+06 4.21835E-05
1.16330E+06 5.43491E-05
1.16610E+06 7.46205E-05
1.16890E+06 0.000111331
1.17170E+06 0.000185018
1.17310E+06 0.000249604
1.17450E+06 0.000344574
1.17655E+06 0.000538174
1.17860E+06 0.000652402
1.18070E+06 0.000510656
1.18280E+06 0.000320368
1.18512E+06 0.000194089
1.18744E+06 0.000129780
1.18976E+06 0.000100542
1.19092E+06 0.000108476
1.19150E+06 0.000157277
1.19179E+06 0.000266514
1.19194E+06 0.000421728
1.19201E+06 0.000569250
1.19208E+06 0.000796710
1.19217E+06 0.00122363
1.19227E+06 0.00147261
1.19246E+06 0.000746607
1.19254E+06 0.000512364
1.19262E+06 0.000371386
1.19278E+06 0.000229317
1.19295E+06 0.000165877
1.19311E+06 0.000132753
1.19344E+06 0.000100924
1.19377E+06 8.63980E-05
1.19508E+06 6.69894E-05
1.19770E+06 5.85625E-05
1.20760E+06 6.18209E-05
1.21255E+06 4.83387E-05
1.21750E+06 3.32647E-05
1.22266E+06 2.34143E-05
1.22781E+06 1.77569E-05
1.23813E+06 1.21309E-05
1.24844E+06 9.53762E-06
1.25875E+06 8.11779E-06
1.27938E+06 6.69988E-06
1.30000E+06 6.12040E-06
1.30000E+06 5.82915E-06
1.31000E+06 5.73325E-06
1.31730E+06 5.75392E-06
1.31731E+06 5.75395E-06
1.32000E+06 5.76155E-06
1.33000E+06 5.95658E-06
1.34000E+06 6.42793E-06
1.35000E+06 7.45869E-06
1.36000E+06 9.91416E-06
1.37000E+06 1.74623E-05
1.37250E+06 2.40724E-05
1.37500E+06 3.31651E-05
1.37750E+06 4.56659E-05
1.38000E+06 6.28421E-05
1.38150E+06 9.06535E-05
1.38300E+06 0.000130721
1.38400E+06 0.000184157
1.38500E+06 0.000259373
1.38640E+06 0.000473959
1.38740E+06 0.000745391
1.38780E+06 0.000871434
1.38820E+06 0.000982454
1.38860E+06 0.00104923
1.38890E+06 0.00105572
1.38920E+06 0.00102182
1.38960E+06 0.000928089
1.39000E+06 0.000805741
1.39040E+06 0.000680990
1.39140E+06 0.000431651
1.39220E+06 0.000310036
1.39300E+06 0.000222727
1.39400E+06 0.000161458
1.39500E+06 0.000117070
1.39750E+06 6.96683E-05
1.40000E+06 4.14981E-05
1.40500E+06 2.46503E-05
1.41000E+06 1.46697E-05
1.42000E+06 8.84070E-06
1.43000E+06 6.65809E-06
1.44000E+06 5.59239E-06
1.45000E+06 4.98210E-06
1.46000E+06 4.59259E-06
1.47000E+06 4.32348E-06
1.48000E+06 4.12592E-06
1.49000E+06 3.85197E-06
1.50000E+06 4.09996E-06
1.60000E+06 7.48546E-06
1.70000E+06 1.31766E-05
1.75000E+06 1.72675E-05
1.75075E+06 1.73366E-05
1.75234E+06 1.74840E-05
1.75393E+06 1.76326E-05
1.75553E+06 1.77832E-05
1.75713E+06 1.79349E-05
1.75873E+06 1.80878E-05
1.76034E+06 1.82429E-05
1.76194E+06 1.83981E-05
1.76355E+06 1.85555E-05
1.76516E+06 1.87141E-05
1.76677E+06 1.88740E-05
1.76839E+06 1.90360E-05
1.77001E+06 1.91993E-05
1.77162E+06 1.93628E-05
1.77325E+06 1.95296E-05
1.77487E+06 1.96967E-05
1.77650E+06 1.98660E-05
1.77812E+06 2.00357E-05
1.77975E+06 2.02076E-05
1.78139E+06 2.03820E-05
1.78237E+06 2.04868E-05
1.78269E+06 2.05211E-05
1.78302E+06 2.05566E-05
1.78335E+06 2.05921E-05
1.78368E+06 2.06277E-05
1.78400E+06 2.06622E-05
1.78433E+06 2.06979E-05
1.78466E+06 2.07336E-05
1.78499E+06 2.07694E-05
1.78531E+06 2.08042E-05
1.78564E+06 2.08401E-05
1.78597E+06 2.08760E-05
1.78630E+06 2.09120E-05
1.78663E+06 2.09481E-05
1.78695E+06 2.09831E-05
1.78728E+06 2.10193E-05
1.78761E+06 2.10555E-05
1.78794E+06 2.10918E-05
1.78860E+06 2.11645E-05
1.78958E+06 2.12730E-05
1.79057E+06 2.13830E-05
1.79156E+06 2.14935E-05
1.79255E+06 2.16045E-05
1.79354E+06 2.17161E-05
1.79453E+06 2.18282E-05
1.79552E+06 2.19407E-05
1.79651E+06 2.20538E-05
1.79751E+06 2.21686E-05
1.79850E+06 2.22828E-05
1.79950E+06 2.23986E-05
1.80049E+06 2.25138E-05
1.80149E+06 2.26307E-05
1.80215E+06 2.27082E-05
1.80249E+06 2.27482E-05
1.80282E+06 2.27870E-05
1.80315E+06 2.28260E-05
1.80348E+06 2.28650E-05
1.80382E+06 2.29052E-05
1.80415E+06 2.29443E-05
1.80448E+06 2.29835E-05
1.80482E+06 2.30239E-05
1.80515E+06 2.30632E-05
1.80548E+06 2.31026E-05
1.80582E+06 2.31432E-05
1.80615E+06 2.31827E-05
1.80648E+06 2.32222E-05
1.80682E+06 2.32630E-05
1.80715E+06 2.33027E-05
1.80748E+06 2.33424E-05
1.80782E+06 2.33834E-05
1.80815E+06 2.34232E-05
1.80849E+06 2.34643E-05
1.80932E+06 2.35650E-05
1.81066E+06 2.37283E-05
1.81200E+06 2.38926E-05
1.81334E+06 2.40579E-05
1.81469E+06 2.42255E-05
1.81603E+06 2.43928E-05
1.81738E+06 2.45625E-05
1.81872E+06 2.47319E-05
1.82007E+06 2.49037E-05
1.82142E+06 2.50765E-05
1.82278E+06 2.52517E-05
1.82413E+06 2.54267E-05
1.82548E+06 2.56028E-05
1.82701E+06 2.58036E-05
1.82871E+06 2.60284E-05
1.83041E+06 2.62550E-05
1.83211E+06 2.64833E-05
1.83382E+06 2.67148E-05
1.83518E+06 2.69002E-05
1.83621E+06 2.70413E-05
1.83724E+06 2.71831E-05
1.83826E+06 2.73242E-05
1.83929E+06 2.74674E-05
1.84032E+06 2.76112E-05
1.84135E+06 2.77557E-05
1.84238E+06 2.79008E-05
1.84341E+06 2.80467E-05
1.84444E+06 2.81932E-05
1.84548E+06 2.83418E-05
1.84651E+06 2.84897E-05
1.84755E+06 2.86397E-05
1.84858E+06 2.87890E-05
1.84962E+06 2.89404E-05
1.85066E+06 2.90925E-05
1.85170E+06 2.92454E-05
1.85274E+06 2.93990E-05
1.85378E+06 2.95533E-05
1.85482E+06 2.97083E-05
1.85586E+06 2.98640E-05
1.85690E+06 3.00205E-05
1.85795E+06 3.01792E-05
1.85899E+06 3.03371E-05
1.86004E+06 3.04973E-05
1.86108E+06 3.06567E-05
1.86213E+06 3.08185E-05
1.86353E+06 3.10353E-05
1.86528E+06 3.13082E-05
1.86703E+06 3.15832E-05
1.86878E+06 3.18604E-05
1.87054E+06 3.21414E-05
1.87230E+06 3.24246E-05
1.87406E+06 3.27100E-05
1.87582E+06 3.29977E-05
1.87759E+06 3.32892E-05
1.87936E+06 3.35831E-05
1.88113E+06 3.38793E-05
1.88291E+06 3.41795E-05
1.88468E+06 3.44804E-05
1.88646E+06 3.47853E-05
1.88824E+06 3.50927E-05
1.89003E+06 3.54042E-05
1.89182E+06 3.57182E-05
1.89361E+06 3.60347E-05
1.89540E+06 3.63536E-05
1.89719E+06 3.66751E-05
1.89899E+06 3.70010E-05
1.90079E+06 3.73294E-05
1.90223E+06 3.75940E-05
1.90331E+06 3.77936E-05
1.90440E+06 3.79960E-05
1.90548E+06 3.81974E-05
1.90656E+06 3.83998E-05
1.90765E+06 3.86051E-05
1.90790E+06 3.86523E-05
1.90874E+06 3.88113E-05
1.90983E+06 3.90186E-05
1.91091E+06 3.92249E-05
1.91200E+06 3.94340E-05
1.91309E+06 3.96442E-05
1.91437E+06 3.98923E-05
1.91583E+06 4.01770E-05
1.91728E+06 4.04616E-05
1.91874E+06 4.07499E-05
1.92021E+06 4.10420E-05
1.92167E+06 4.13340E-05
1.92314E+06 4.16299E-05
1.92460E+06 4.19256E-05
1.92570E+06 4.21496E-05
1.92644E+06 4.23009E-05
1.92717E+06 4.24507E-05
1.92791E+06 4.26030E-05
1.92865E+06 4.27558E-05
1.92938E+06 4.29069E-05
1.93012E+06 4.30607E-05
1.93086E+06 4.32149E-05
1.93159E+06 4.33676E-05
1.93233E+06 4.35228E-05
1.93307E+06 4.36785E-05
1.93381E+06 4.38347E-05
1.93510E+06 4.41082E-05
1.93696E+06 4.45053E-05
1.93881E+06 4.49033E-05
1.94067E+06 4.53067E-05
1.94253E+06 4.57134E-05
1.94439E+06 4.61233E-05
1.94625E+06 4.65365E-05
1.94812E+06 4.69552E-05
1.94999E+06 4.73773E-05
1.95186E+06 4.78028E-05
1.95374E+06 4.82340E-05
1.95562E+06 4.86687E-05
1.95750E+06 4.91068E-05
1.95938E+06 4.95485E-05
1.96108E+06 4.99509E-05
1.96259E+06 5.03108E-05
1.96410E+06 5.06731E-05
1.96562E+06 5.10400E-05
1.96713E+06 5.14069E-05
1.96865E+06 5.17786E-05
1.97017E+06 5.21527E-05
1.97169E+06 5.25292E-05
1.97321E+06 5.29082E-05
1.97474E+06 5.32921E-05
1.97626E+06 5.36759E-05
1.97779E+06 5.40648E-05
1.97932E+06 5.44561E-05
1.98086E+06 5.48526E-05
1.98239E+06 5.52491E-05
1.98392E+06 5.56481E-05
1.98546E+06 5.60523E-05
1.98662E+06 5.63585E-05
1.98739E+06 5.65626E-05
1.98816E+06 5.67674E-05
1.98893E+06 5.69728E-05
1.98970E+06 5.71788E-05
1.99047E+06 5.73856E-05
1.99124E+06 5.75930E-05
1.99202E+06 5.78037E-05
1.99279E+06 5.80125E-05
1.99356E+06 5.82219E-05
1.99434E+06 5.84347E-05
1.99511E+06 5.86455E-05
1.99589E+06 5.88597E-05
1.99724E+06 5.92321E-05
1.99918E+06 5.97709E-05
2.00000E+06 6.00000E-05
2.00113E+06 5.99702E-05
2.00308E+06 5.99188E-05
2.00503E+06 5.98676E-05
2.00698E+06 5.98164E-05
2.00893E+06 5.97653E-05
2.01089E+06 5.97141E-05
2.01285E+06 5.96629E-05
2.01482E+06 5.96116E-05
2.01678E+06 5.95606E-05
2.01875E+06 5.95095E-05
2.02073E+06 5.94582E-05
2.02270E+06 5.94073E-05
2.02468E+06 5.93562E-05
2.02666E+06 5.93051E-05
2.02865E+06 5.92540E-05
2.03063E+06 5.92031E-05
2.03262E+06 5.91522E-05
2.03462E+06 5.91010E-05
2.03661E+06 5.90502E-05
2.03801E+06 5.90145E-05
2.03881E+06 5.89941E-05
2.03961E+06 5.89738E-05
2.04041E+06 5.89534E-05
2.04122E+06 5.89329E-05
2.04202E+06 5.89126E-05
2.04282E+06 5.88923E-05
2.04362E+06 5.88720E-05
2.04443E+06 5.88515E-05
2.04523E+06 5.88312E-05
2.04644E+06 5.88006E-05
2.04805E+06 5.87599E-05
2.04966E+06 5.87193E-05
2.05128E+06 5.86786E-05
2.05289E+06 5.86381E-05
2.05451E+06 5.85974E-05
2.05613E+06 5.85568E-05
2.05735E+06 5.85262E-05
2.05816E+06 5.85060E-05
2.05897E+06 5.84857E-05
2.05978E+06 5.84655E-05
2.06060E+06 5.84450E-05
2.06141E+06 5.84248E-05
2.06222E+06 5.84046E-05
2.06304E+06 5.83842E-05
2.06385E+06 5.83641E-05
2.06467E+06 5.83437E-05
2.06548E+06 5.83235E-05
2.06630E+06 5.83032E-05
2.06752E+06 5.82729E-05
2.06916E+06 5.82323E-05
2.07080E+06 5.81917E-05
2.07244E+06 5.81512E-05
2.07408E+06 5.81107E-05
2.07572E+06 5.80704E-05
2.07737E+06 5.80298E-05
2.07902E+06 5.79893E-05
2.08025E+06 5.79591E-05
2.08108E+06 5.79388E-05
2.08190E+06 5.79187E-05
2.08273E+06 5.78984E-05
2.08356E+06 5.78781E-05
2.08438E+06 5.78581E-05
2.08521E+06 5.78378E-05
2.08604E+06 5.78176E-05
2.08687E+06 5.77973E-05
2.08770E+06 5.77771E-05
2.08853E+06 5.77569E-05
2.08936E+06 5.77367E-05
2.09019E+06 5.77166E-05
2.09102E+06 5.76964E-05
2.09185E+06 5.76763E-05
2.09268E+06 5.76562E-05
2.09351E+06 5.76361E-05
2.09435E+06 5.76157E-05
2.09518E+06 5.75956E-05
2.09601E+06 5.75756E-05
2.09727E+06 5.75451E-05
2.09860E+06 5.75131E-05
2.09894E+06 5.75049E-05
2.10061E+06 5.74647E-05
2.10229E+06 5.74243E-05
2.10396E+06 5.73842E-05
2.10564E+06 5.73439E-05
2.10732E+06 5.73037E-05
2.10901E+06 5.72633E-05
2.11027E+06 5.72332E-05
2.11111E+06 5.72132E-05
2.11196E+06 5.71929E-05
2.11280E+06 5.71729E-05
2.11364E+06 5.71529E-05
2.11449E+06 5.71327E-05
2.11534E+06 5.71125E-05
2.11618E+06 5.70926E-05
2.11703E+06 5.70724E-05
2.11788E+06 5.70522E-05
2.11872E+06 5.70323E-05
2.11957E+06 5.70122E-05
2.12042E+06 5.69921E-05
2.12127E+06 5.69720E-05
2.12212E+06 5.69520E-05
2.12297E+06 5.69319E-05
2.12382E+06 5.69119E-05
2.12467E+06 5.68918E-05
2.12574E+06 5.68666E-05
2.12701E+06 5.68368E-05
2.12829E+06 5.68067E-05
2.13000E+06 5.67666E-05
2.13214E+06 5.67165E-05
2.13428E+06 5.66664E-05
2.13643E+06 5.66163E-05
2.13858E+06 5.65662E-05
2.14073E+06 5.65162E-05
2.14288E+06 5.64663E-05
2.14504E+06 5.64163E-05
2.14720E+06 5.63664E-05
2.14936E+06 5.63165E-05
2.15153E+06 5.62666E-05
2.15370E+06 5.62167E-05
2.15588E+06 5.61667E-05
2.15805E+06 5.61170E-05
2.16023E+06 5.60672E-05
2.16242E+06 5.60172E-05
2.16461E+06 5.59674E-05
2.16636E+06 5.59276E-05
2.16767E+06 5.58979E-05
2.16899E+06 5.58679E-05
2.17031E+06 5.58381E-05
2.17163E+06 5.58082E-05
2.17295E+06 5.57784E-05
2.17427E+06 5.57486E-05
2.17559E+06 5.57188E-05
2.17692E+06 5.56889E-05
2.17824E+06 5.56592E-05
2.17957E+06 5.56293E-05
2.18134E+06 5.55896E-05
2.18356E+06 5.55399E-05
2.18578E+06 5.54903E-05
2.18800E+06 5.54407E-05
2.19022E+06 5.53913E-05
2.19245E+06 5.53417E-05
2.19469E+06 5.52920E-05
2.19692E+06 5.52427E-05
2.19916E+06 5.51932E-05
2.20141E+06 5.51435E-05
2.20365E+06 5.50942E-05
2.20590E+06 5.50448E-05
2.20816E+06 5.49952E-05
2.21042E+06 5.49458E-05
2.21268E+06 5.48964E-05
2.21494E+06 5.48471E-05
2.21721E+06 5.47977E-05
2.21903E+06 5.47582E-05
2.22039E+06 5.47287E-05
2.22175E+06 5.46992E-05
2.22312E+06 5.46696E-05
2.22449E+06 5.46399E-05
2.22586E+06 5.46104E-05
2.22723E+06 5.45808E-05
2.22860E+06 5.45513E-05
2.22997E+06 5.45218E-05
2.23135E+06 5.44921E-05
2.23272E+06 5.44627E-05
2.23410E+06 5.44331E-05
2.23548E+06 5.44036E-05
2.23686E+06 5.43740E-05
2.23824E+06 5.43446E-05
2.24008E+06 5.43053E-05
2.24239E+06 5.42561E-05
2.24470E+06 5.42070E-05
2.24701E+06 5.41579E-05
2.24933E+06 5.41088E-05
2.25000E+06 5.40946E-05
2.25165E+06 5.40597E-05
2.25397E+06 5.40108E-05
2.25630E+06 5.39617E-05
2.25863E+06 5.39128E-05
2.26097E+06 5.38637E-05
2.26330E+06 5.38149E-05
2.26565E+06 5.37658E-05
2.26799E+06 5.37170E-05
2.27034E+06 5.36681E-05
2.27270E+06 5.36190E-05
2.27505E+06 5.35703E-05
2.27741E+06 5.35215E-05
2.27978E+06 5.34725E-05
2.28215E+06 5.34237E-05
2.28452E+06 5.33749E-05
2.28689E+06 5.33263E-05
2.28927E+06 5.32775E-05
2.29166E+06 5.32286E-05
