Si-29(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 6.03363
1.25000E-05 5.39664
1.50000E-05 4.92644
2.00000E-05 4.26642
2.75000E-05 3.63841
3.50000E-05 3.22511
4.25000E-05 2.92674
5.00000E-05 2.69832
6.25000E-05 2.41345
7.50000E-05 2.20317
0.000100000 1.90800
0.000125000 1.70657
0.000150000 1.55788
0.000200000 1.34916
0.000275000 1.15057
0.000350000 1.01987
0.000425000 0.925516
0.000500000 0.853284
0.000625000 0.763200
0.000750000 0.696703
0.00100000 0.603363
0.00125000 0.539664
0.00150000 0.492644
0.00200000 0.426642
0.00275000 0.363841
0.00350000 0.322511
0.00425000 0.292674
0.00500000 0.269832
0.00625000 0.241345
0.00750000 0.220317
0.0100000 0.190800
0.0125000 0.170657
0.0150000 0.155788
0.0200000 0.134916
0.0253000 0.119955
0.0314750 0.107546
0.0376500 0.0983323
0.0500000 0.0853284
0.0625000 0.0763201
0.0750000 0.0696704
0.100000 0.0603363
0.125000 0.0539664
0.150000 0.0492644
0.200000 0.0426642
0.275000 0.0363842
0.350000 0.0322511
0.500000 0.0269832
0.750000 0.0220317
1.00000 0.0190800
1.50000 0.0155788
2.00000 0.0134916
2.75000 0.0115057
3.50000 0.0101987
5.00000 0.00853289
7.50000 0.00696709
10.0000 0.00603370
15.0000 0.00492652
20.0000 0.00426652
27.5000 0.00363853
35.0000 0.00322524
50.0000 0.00269848
75.0000 0.00220337
100.000 0.00190823
150.000 0.00155816
200.000 0.00134949
275.000 0.00115096
350.000 0.00102032
500.000 0.000853834
750.000 0.000697403
1000.00 0.000604201
1500.00 0.000493752
2000.00 0.000428024
2750.00 0.000365667
3500.00 0.000324841
5000.00 0.000273462
7500.00 0.000227835
10000.0 0.000208715
11319.1 0.000212186
12638.1 0.000245469
13297.6 0.000301656
13627.4 0.000360657
13957.2 0.000471291
14286.9 0.000712941
14451.8 0.000956824
14616.7 0.00140572
14699.1 0.00178673
14781.6 0.00237218
14864.0 0.00333878
14946.4 0.00510507
14987.7 0.00659513
15028.9 0.00887222
15070.1 0.0126054
15111.3 0.0193606
15131.9 0.0250049
15152.5 0.0335505
15173.2 0.0473842
15193.8 0.0719616
15204.1 0.0921349
15214.4 0.122102
15224.7 0.169481
15235.0 0.250626
15245.3 0.407262
15250.4 0.546320
15255.6 0.769373
15260.8 1.15921
15265.9 1.92009
15268.5 2.59733
15271.1 3.65947
15273.6 5.41426
15276.2 8.33377
15279.1 13.3040
15282.0 16.6076
15284.9 13.3102
15287.8 8.33977
15290.1 5.65182
15292.4 3.95999
15294.7 2.88281
15297.0 2.17391
15301.6 1.34682
15306.2 0.909136
15310.8 0.652177
15315.4 0.490031
15324.6 0.304911
15333.8 0.207516
15343.0 0.150275
15352.2 0.113805
15361.4 0.0891611
15379.8 0.0589588
15398.3 0.0418762
15416.7 0.0312866
15435.1 0.0242761
15471.9 0.0158550
15508.7 0.0111865
15545.5 0.00833015
15582.3 0.00645709
15656.0 0.00422975
15729.6 0.00300611
15803.2 0.00226225
15876.8 0.00177644
16024.1 0.00120096
16171.3 0.000885808
16465.9 0.000569467
16760.4 0.000421185
17054.9 0.000339598
17643.9 0.000256819
18822.0 0.000194678
20000.0 0.000170772
23977.0 0.000145777
27954.0 0.000146932
29942.5 0.000158238
31931.0 0.000186706
33919.5 0.000264273
34913.8 0.000357812
35410.9 0.000439093
35908.0 0.000566344
36267.0 0.000708700
36626.0 0.000927313
36984.9 0.00128763
37343.9 0.00194370
37523.4 0.00249490
37702.9 0.00333358
37882.4 0.00470003
38061.9 0.00714937
38151.6 0.00917651
38241.3 0.0122160
38331.1 0.0170722
38420.8 0.0255332
38510.6 0.0422704
38555.5 0.0575505
38600.3 0.0827894
38645.2 0.128749
38667.6 0.167207
38690.1 0.225147
38712.5 0.317612
38734.9 0.475598
38757.4 0.767510
38779.8 1.33330
38799.4 2.13440
38819.0 2.66697
38838.6 2.13117
38858.2 1.33125
38880.0 0.778731
38901.7 0.488332
38923.5 0.328728
38945.3 0.234382
38967.0 0.174773
38988.8 0.135029
39032.3 0.0872516
39075.8 0.0608618
39119.4 0.0448266
39206.4 0.0271948
39293.4 0.0182436
39380.5 0.0130922
39467.5 0.00985943
39554.6 0.00769947
39728.7 0.00508255
39902.8 0.00361797
40076.8 0.00271635
40250.9 0.00212205
40599.1 0.00141178
40947.3 0.00101938
41295.5 0.000779791
41643.7 0.000622708
42340.0 0.000435772
43036.4 0.000332725
44429.1 0.000228290
45821.8 0.000178529
47214.6 0.000150592
50000.0 0.000121227
56250.0 9.53566E-05
62500.0 8.42548E-05
75000.0 7.28003E-05
100000 6.18844E-05
129540 5.99820E-05
136925 6.46152E-05
144310 8.01813E-05
148003 0.000102286
149849 0.000124030
151695 0.000162678
153541 0.000241110
154464 0.000314546
155388 0.000439093
156311 0.000675098
156772 0.000880843
157234 0.00120423
157695 0.00175183
158157 0.00277431
158388 0.00364069
158619 0.00494314
158849 0.00696368
159080 0.0101203
159380 0.0162387
159680 0.0207065
159980 0.0169517
160280 0.0106897
160468 0.00785396
160657 0.00587299
161033 0.00353077
161410 0.00231954
161787 0.00163323
162163 0.00121228
162540 0.000937423
163293 0.000614037
164047 0.000439062
164800 0.000334163
166307 0.000220270
167814 0.000163200
169320 0.000130740
172334 9.77452E-05
175347 8.39918E-05
178360 8.30798E-05
179867 9.16905E-05
181374 0.000122467
182127 0.000167111
182880 0.000292365
183257 0.000460830
183445 0.000623615
183634 0.000909740
183822 0.00148374
183916 0.00201564
184010 0.00290731
184105 0.00457282
184152 0.00600244
184199 0.00820874
184246 0.0118658
184293 0.0184635
184317 0.0238714
184340 0.0316910
184364 0.0432863
184387 0.0604655
184422 0.0973413
184457 0.121724
184492 0.0970246
184526 0.0606635
184563 0.0362272
184600 0.0230587
184637 0.0156862
184674 0.0112810
184710 0.00846422
184747 0.00657281
184821 0.00428661
184895 0.00301401
184969 0.00223827
185116 0.00138165
185263 0.000944871
185411 0.000692919
185706 0.000428707
186001 0.000300156
186296 0.000228093
186886 0.000154249
187475 0.000118971
188065 9.93225E-05
189245 7.91318E-05
191604 6.36572E-05
193964 5.75075E-05
203402 4.95731E-05
222277 4.57146E-05
260028 4.58797E-05
297779 5.54629E-05
316655 7.24495E-05
321373 8.22760E-05
326092 0.000101366
328452 0.000121031
330811 0.000162541
331991 0.000205206
333171 0.000287115
333761 0.000359556
334350 0.000474103
334940 0.000665420
335530 0.000995932
336790 0.00206665
337105 0.00202736
337420 0.00178507
338050 0.00116980
338607 0.000790439
339164 0.000563754
339721 0.000427841
340278 0.000343017
341392 0.000250197
342506 0.000205219
344734 0.000168502
346963 0.000158630
351419 0.000166454
355875 0.000193063
360331 0.000237080
364788 0.000305186
367016 0.000352121
369244 0.000410565
371472 0.000483120
373700 0.000572155
375208 0.000642285
376715 0.000719726
379730 0.000886070
385760 0.00108021
