Sr-84(n,g) ENDF/B-VII.1
3.00000E+06 0.0460353
3.50000E+06 0.0369412
4.00000E+06 0.0301307
5.00000E+06 0.0198221
5.23822E+06 0.0181260
6.00000E+06 0.0127020
6.47491E+06 0.0106525
7.00000E+06 0.00838633
8.00000E+06 0.00538323
8.96650E+06 0.00336367
9.00000E+06 0.00329367
1.00000E+07 0.00201581
1.10000E+07 0.00132006
1.20000E+07 0.000930810
1.20613E+07 0.000917525
1.20613E+07 0.000917523
1.30000E+07 0.000713950
1.40000E+07 0.000575580
1.50000E+07 0.000479624
1.60000E+07 0.000415149
1.70000E+07 0.000346439
1.80000E+07 0.000283560
1.90000E+07 0.000226697
2.00000E+07 0.000180196
