Ag-107(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1010.00 9.16150
1010.04 7.32273
1010.07 4.57586
1010.10 3.17068
1010.13 2.26241
1010.15 1.67303
1010.18 1.27925
1010.23 0.812670
1010.29 0.565590
1010.39 0.322416
1010.50 0.213613
1010.72 0.122670
1010.93 0.0874229
1011.36 0.0625333
1011.79 0.0565364
1012.64 0.0624138
1013.50 0.0845802
1013.93 0.104819
1014.35 0.136146
1014.78 0.187691
1015.21 0.280703
1015.42 0.358037
1015.64 0.474498
1015.85 0.661622
1016.07 0.990480
1016.17 1.25734
1016.28 1.64998
1016.39 2.26136
1016.49 3.28837
1016.60 5.20758
1016.66 6.87621
1016.71 9.41402
1016.76 13.7067
1016.82 21.3330
1016.84 27.7035
1016.87 37.0211
1016.90 50.9619
1016.92 70.8677
1016.94 91.3891
1016.96 113.699
1017.00 142.387
1017.02 133.524
1017.04 113.695
1017.08 70.8619
1017.12 41.5281
1017.16 26.3359
1017.21 17.7175
1017.25 12.7184
1017.29 9.47192
1017.33 7.35159
1017.42 4.75989
1017.50 3.32538
1017.59 2.45227
1017.76 1.49501
1017.93 1.00500
1018.10 0.724360
1018.27 0.547123
1018.44 0.429397
1018.77 0.286376
1019.11 0.206507
1019.45 0.157519
1019.79 0.125410
1020.47 0.0875316
1021.15 0.0672920
1022.50 0.0491794
1023.86 0.0457720
1025.22 0.0575884
1025.89 0.0785326
1026.23 0.0998792
1026.57 0.138586
1026.91 0.219119
1027.08 0.296784
1027.25 0.431524
1027.42 0.700285
1027.51 0.946719
1027.59 1.34935
1027.67 2.09312
1027.72 2.72766
1027.76 3.66675
1027.80 5.21297
1027.84 7.81961
1027.89 12.6625
1027.93 22.1191
1027.96 35.2303
1028.00 43.9116
1028.04 34.8435
1028.07 21.8179
1028.11 12.9848
1028.15 8.24725
1028.19 5.60338
1028.23 4.05554
1028.27 3.03915
1028.31 2.37265
1028.38 1.55136
1028.46 1.09377
1028.54 0.814005
1028.69 0.504750
1028.85 0.346275
1029.00 0.255560
1029.31 0.160423
1029.62 0.114179
1029.92 0.0885237
1030.54 0.0626893
1031.78 0.0451586
1033.01 0.0410432
1035.48 0.0453909
1037.94 0.0617318
1039.18 0.0767693
1040.41 0.100238
1041.65 0.139074
1042.88 0.209488
1043.50 0.268351
1044.11 0.357376
1044.73 0.501229
1045.35 0.755514
1045.65 0.964125
1045.96 1.27239
1046.27 1.75899
1046.58 2.58578
1046.89 4.17180
1047.04 5.56406
1047.20 7.77462
1047.35 11.5711
1047.50 18.8185
1047.58 25.0962
1047.66 34.7356
1047.74 50.0822
1047.81 74.7236
1047.91 119.357
1048.00 149.022
1048.10 118.829
1048.19 74.3066
1048.27 49.5656
1048.34 34.4115
1048.42 24.8861
1048.50 18.6764
1048.65 11.4979
1048.81 7.73188
1048.96 5.52551
1049.12 4.14560
1049.42 2.57525
1049.73 1.75026
1050.04 1.26767
1050.35 0.960599
1050.66 0.753332
1051.27 0.499443
1051.89 0.356161
1052.51 0.267533
1053.12 0.209061
1054.36 0.139085
1055.59 0.100773
1056.82 0.0778766
1058.06 0.0636061
1060.52 0.0500617
1061.76 0.0493076
1062.99 0.0540624
1064.23 0.0701682
1064.84 0.0881133
1065.46 0.121890
1066.08 0.194712
1066.38 0.266439
1066.69 0.394778
1066.85 0.501461
1067.00 0.660032
1067.15 0.912084
1067.31 1.34803
1067.46 2.20018
1067.54 2.96842
1067.62 4.22023
1067.69 6.45372
1067.73 8.31195
1067.77 10.9842
1067.81 15.2395
1067.85 22.0447
1067.89 34.2293
1067.91 43.3761
1067.92 55.5166
1067.94 70.9685
1067.96 88.5814
1068.00 110.527
1068.04 88.5778
1068.08 55.5122
1068.10 40.7009
1068.12 30.7433
1068.17 18.5586
1068.22 12.1852
1068.26 8.60272
1068.31 6.33423
1068.36 4.84831
1068.45 3.10781
1068.54 2.15077
1068.64 1.58133
1068.82 0.957083
1069.01 0.643058
1069.20 0.463337
1069.39 0.350997
1069.57 0.276122
1069.95 0.185610
1070.32 0.135015
1071.07 0.0833125
1071.82 0.0585672
1072.56 0.0447677
1074.06 0.0305122
1075.55 0.0235362
1077.05 0.0195353
1080.04 0.0152751
1086.02 0.0120947
1092.00 0.0115586
1097.98 0.0128049
1103.96 0.0172652
1106.95 0.0230295
1108.45 0.0284586
1109.94 0.0379766
1111.44 0.0575776
1112.18 0.0766711
1112.93 0.110903
1113.31 0.139470
1113.68 0.182755
1114.05 0.253056
1114.43 0.378375
1114.61 0.482198
1114.80 0.637878
1114.99 0.886714
1115.17 1.32091
1115.36 2.18217
1115.46 2.97653
1115.55 4.27969
1115.64 6.69487
1115.69 8.73506
1115.74 11.7581
1115.78 16.7213
1115.83 25.1022
1115.85 31.9644
1115.88 41.1685
1115.90 54.1325
1115.92 72.2867
1115.94 92.9585
1115.96 116.650
1116.00 145.411
1116.02 136.554
1116.04 115.460
1116.08 72.2814
1116.12 45.7119
1116.15 30.3351
1116.19 21.2323
1116.23 15.6824
1116.30 9.40093
1116.37 6.22179
1116.45 4.39110
1116.52 3.27343
1116.67 2.01915
1116.81 1.36706
1116.96 0.990502
1117.11 0.750958
1117.25 0.591270
1117.54 0.396280
1117.84 0.286912
1118.13 0.219633
1118.42 0.175434
1119.01 0.123117
1119.60 0.0949144
1120.77 0.0683689
1121.94 0.0585620
1123.11 0.0563655
1125.45 0.0661019
1126.63 0.0785511
1127.80 0.0990989
1128.97 0.133871
1130.14 0.197449
1130.73 0.250723
1131.31 0.331357
1131.90 0.461721
1132.48 0.692290
1132.78 0.881231
1133.07 1.16157
1133.36 1.60313
1133.66 2.35720
1133.95 3.80287
1134.10 5.08504
1134.24 7.11497
1134.39 10.6469
1134.53 17.4031
1134.61 23.2989
1134.68 32.4198
1134.75 47.0830
1134.83 70.9007
1134.91 113.231
1135.00 141.362
1135.09 112.695
1135.18 70.4787
1135.23 51.9330
1135.28 38.9471
1135.39 23.5896
1135.50 15.5258
1135.60 10.9033
1135.71 8.02410
1135.82 6.15352
1136.03 3.93783
1136.25 2.72734
1136.46 2.00279
1136.89 1.21311
1137.32 0.815142
1137.75 0.587927
1138.18 0.446418
1138.61 0.352798
1139.46 0.240779
1140.32 0.180316
1141.18 0.145582
1142.04 0.126006
1143.75 0.117678
1144.61 0.130102
1145.47 0.162407
1146.32 0.239932
1146.75 0.318857
1147.18 0.461289
1147.40 0.579928
1147.61 0.756828
1147.82 1.03996
1148.04 1.52826
1148.25 2.48957
1148.36 3.35421
1148.47 4.76422
1148.57 7.28284
1148.63 9.37163
1148.68 12.4009
1148.74 17.1959
1148.79 24.9376
1148.84 38.7373
1148.90 63.1315
1148.95 101.196
1149.00 125.861
1149.05 100.424
1149.11 63.1233
1149.16 37.0808
1149.22 23.3123
1149.28 15.7209
1149.34 11.2246
1149.40 8.38129
1149.45 6.48294
1149.57 4.21346
1149.68 2.94565
1149.80 2.17536
1150.03 1.33124
1150.26 0.900535
1150.49 0.653617
1150.73 0.498465
1150.96 0.394659
1151.42 0.268504
1151.88 0.197830
1152.81 0.125611
1153.73 0.0913073
1154.66 0.0725410
1156.51 0.0543577
1158.36 0.0472963
1160.21 0.0455087
1163.91 0.0523902
1165.76 0.0616878
1167.61 0.0773224
1169.47 0.104101
1171.32 0.153497
1172.24 0.195035
1173.17 0.257932
1174.09 0.359819
1175.02 0.540251
1175.48 0.688027
1175.94 0.907215
1176.41 1.25222
1176.87 1.83904
1177.33 2.96336
1177.56 3.95124
1177.79 5.52007
1178.03 8.23092
1178.14 10.3733
1178.26 13.3954
1178.37 17.8983
1178.49 24.7612
1178.60 35.8041
1178.72 53.4173
1178.86 85.4858
1179.00 106.614
1179.14 85.2212
1179.28 53.2058
1179.44 31.3650
1179.59 19.8251
1179.74 13.3855
1179.90 9.58201
1180.05 7.15392
1180.20 5.54010
1180.51 3.58710
1180.82 2.50580
1181.12 1.84756
1181.74 1.12290
1182.35 0.754753
1182.97 0.542844
1183.58 0.409945
1184.19 0.321348
1185.42 0.214100
1186.65 0.154498
1187.88 0.118304
1189.10 0.0950850
1191.56 0.0699086
1194.02 0.0633961
1195.24 0.0695603
1196.47 0.0948057
1197.09 0.131140
1197.39 0.166909
1197.70 0.230748
1198.01 0.361831
1198.16 0.487111
1198.31 0.702530
1198.47 1.12756
1198.54 1.51279
1198.62 2.13357
1198.70 3.26046
1198.74 4.17592
1198.77 5.52895
1198.81 7.70062
1198.85 11.2109
1198.89 17.3710
1198.93 28.5300
1198.96 45.5705
1199.00 56.9114
1199.04 45.5720
1199.07 28.5323
1199.10 19.9592
1199.13 14.3337
1199.16 10.6372
1199.18 8.22024
1199.24 5.19877
1199.29 3.58615
1199.34 2.60491
1199.40 1.98815
1199.50 1.26775
1199.61 0.885215
1199.72 0.658857
1199.93 0.416599
1200.14 0.297423
1200.36 0.230965
1200.79 0.165743
1201.21 0.139278
1201.64 0.130635
1202.50 0.145359
1203.35 0.209625
1203.78 0.279518
1204.21 0.408006
1204.42 0.515850
1204.64 0.678705
1204.85 0.940686
1205.06 1.40096
1205.28 2.32208
1205.38 3.17349
1205.49 4.59865
1205.60 7.24685
1205.65 9.53515
1205.71 12.9930
1205.76 18.7874
1205.81 28.9354
1205.84 37.2885
1205.87 48.7979
1205.89 66.2309
1205.92 90.6097
1205.94 116.734
1205.96 145.171
1206.00 181.631
1206.02 170.400
1206.04 145.165
1206.08 90.6023
1206.11 64.6879
1206.14 47.7493
1206.19 28.1685
1206.25 18.2357
1206.30 12.6678
1206.35 9.27686
1206.41 7.07300
1206.52 4.49092
1206.62 3.09004
1206.73 2.26174
1206.95 1.36376
1207.17 0.912304
1207.38 0.656036
1207.60 0.496063
1207.81 0.389551
1208.25 0.260741
1208.68 0.188951
1209.11 0.144871
1209.54 0.115931
1210.41 0.0813799
1211.28 0.0625262
1213.01 0.0444920
1214.74 0.0387591
1216.47 0.0434822
1217.33 0.0548349
1218.20 0.0887151
1218.63 0.134891
1218.85 0.179577
1219.06 0.258336
1219.28 0.418043
1219.39 0.566468
1219.50 0.817371
1219.60 1.29087
1219.66 1.70215
1219.71 2.34649
1219.77 3.43201
1219.82 5.44414
1219.85 7.13516
1219.87 9.65633
1219.90 13.5230
1219.93 19.4742
1219.96 31.4294
1220.00 39.1603
1220.04 31.0849
1220.07 19.4755
1220.10 12.8395
1220.14 8.79839
1220.17 6.30476
1220.20 4.74407
1220.26 2.89574
1220.32 1.95251
1220.38 1.39720
1220.44 1.05458
1220.56 0.665050
1220.69 0.459893
1220.81 0.340009
1221.06 0.213434
1221.30 0.151385
1221.55 0.117027
1222.04 0.0830991
1223.02 0.0638097
1224.00 0.0688222
1224.98 0.0963245
1225.47 0.126846
1225.96 0.183422
1226.45 0.303608
1226.70 0.420589
1226.94 0.627709
1227.07 0.797726
1227.19 1.04987
1227.31 1.44664
1227.43 2.11575
1227.56 3.40087
1227.62 4.51909
1227.68 6.28457
1227.74 9.35785
1227.80 15.0940
1227.83 20.1067
1227.86 27.4721
1227.89 39.4252
1227.92 57.6670
1227.94 74.3789
1227.96 92.4194
1228.00 114.671
1228.04 91.4696
1228.08 57.6631
1228.12 35.3555
1228.15 23.1517
1228.19 15.9112
1228.23 11.5963
1228.27 8.72806
1228.31 6.83062
1228.39 4.47237
1228.46 3.14760
1228.54 2.33331
1228.69 1.42873
1228.85 0.965261
1229.00 0.696982
1229.16 0.528023
1229.31 0.414839
1229.62 0.277432
1229.93 0.200449
1230.54 0.122079
1231.16 0.0852480
1231.77 0.0655873
1233.00 0.0484259
1234.23 0.0472606
1235.46 0.0668657
1236.08 0.0993772
1236.39 0.132333
1236.70 0.191700
1237.00 0.315040
1237.16 0.432982
1237.31 0.637628
1237.47 1.03934
1237.54 1.40299
1237.62 1.99805
1237.70 3.06632
1237.74 3.96064
1237.77 5.25445
1237.81 7.33129
1237.85 10.6888
1237.89 16.5817
1237.93 27.2599
1237.96 43.5735
1238.00 54.4354
1238.04 43.5744
1238.07 27.2611
1238.10 20.0689
1238.12 15.2195
1238.16 9.24053
1238.21 6.09107
1238.25 4.28247
1238.30 3.16306
1238.34 2.42717
1238.43 1.56230
1238.52 1.08469
1238.61 0.799893
1238.79 0.486784
1238.97 0.328855
1239.15 0.238288
1239.51 0.143720
1239.87 0.0977577
1240.22 0.0720681
1240.94 0.0456457
1242.37 0.0257167
1243.81 0.0181943
1246.67 0.0122322
1249.54 0.00981404
1255.27 0.00785710
1261.00 0.00733793
1266.73 0.00781177
1272.46 0.0102203
1275.33 0.0136482
1276.76 0.0169723
1278.19 0.0228483
1279.63 0.0349378
1280.34 0.0466339
1281.06 0.0674443
1281.78 0.110754
1282.13 0.152811
1282.49 0.227709
1282.85 0.381893
1283.03 0.529359
1283.21 0.786202
1283.39 1.29459
1283.48 1.76279
1283.57 2.52918
1283.66 3.94685
1283.70 5.14175
1283.75 6.90640
1283.79 9.79738
1283.84 14.8003
1283.88 24.2036
1283.90 31.7526
1283.92 42.2820
1283.94 54.1355
1283.96 67.6928
1284.00 84.6547
1284.04 67.6909
1284.08 42.2801
1284.10 31.3493
1284.12 23.6354
1284.17 14.3655
1284.21 9.47612
1284.26 6.71307
1284.31 4.95549
1284.35 3.80092
1284.44 2.44504
1284.53 1.69743
1284.63 1.25213
1284.81 0.765531
1284.99 0.519450
1285.17 0.379380
1285.54 0.235920
1285.90 0.169428
1286.27 0.136056
1287.00 0.115821
1287.73 0.139435
1288.10 0.175522
1288.46 0.246157
1288.83 0.398713
1289.01 0.547224
1289.19 0.806181
1289.38 1.32416
1289.47 1.80326
1289.56 2.59065
1289.65 4.05405
1289.70 5.29330
1289.74 7.13273
1289.79 10.1630
1289.83 15.2977
1289.88 25.1987
1289.90 33.4313
1289.92 44.4786
1289.94 56.8920
1289.96 71.0601
1290.00 88.7413
1290.04 71.0574
1290.08 44.4751
1290.10 31.7783
1290.13 23.4867
1290.15 17.6373
1290.18 13.7474
1290.23 8.85374
1290.28 6.16996
1290.33 4.50353
1290.38 3.42553
1290.48 2.17723
1290.58 1.49935
1290.69 1.09867
1290.89 0.663982
1291.09 0.445140
1291.29 0.320801
1291.70 0.190995
1292.10 0.128187
1292.51 0.0929957
1293.32 0.0568423
1294.13 0.0394404
1294.94 0.0296916
1296.56 0.0196100
1298.18 0.0147119
1299.80 0.0119520
1303.04 0.00911904
1309.52 0.00715580
1316.00 0.00679236
1322.48 0.00723041
1328.97 0.00879578
1332.21 0.0106839
1335.45 0.0151799
1337.07 0.0206121
1338.69 0.0342707
1339.50 0.0516565
1340.31 0.0973751
1340.71 0.156976
1340.92 0.214122
1341.12 0.313516
1341.32 0.513181
1341.42 0.697195
1341.52 1.00588
1341.62 1.59009
1341.68 2.09520
1341.73 2.86324
1341.78 4.16576
1341.83 6.48228
1341.85 8.46958
1341.88 11.2701
1341.90 15.4388
1341.93 21.6382
1341.96 34.8537
1342.00 43.3712
1342.04 34.4740
1342.07 21.6408
1342.10 14.2827
1342.13 9.90673
1342.16 7.16425
1342.19 5.37984
1342.25 3.32062
1342.31 2.24204
1342.38 1.60598
1342.44 1.21346
1342.56 0.767387
1342.68 0.533045
1342.80 0.397750
1343.04 0.255761
1343.28 0.189731
1343.52 0.157124
1344.00 0.141293
1344.48 0.175781
1344.72 0.222422
1344.96 0.311273
1345.21 0.497652
1345.33 0.675727
1345.45 0.978265
1345.57 1.56402
1345.63 2.07715
1345.69 2.89262
1345.75 4.29449
1345.81 6.97401
1345.84 9.29779
1345.87 12.8701
1345.90 18.5659
1345.93 27.7278
1345.96 44.5252
1346.00 55.2949
1346.04 44.0427
1346.07 27.7283
1346.10 19.3013
1346.13 13.8024
1346.15 10.2069
1346.18 7.79076
1346.24 4.91108
1346.29 3.37709
1346.34 2.44458
1346.40 1.85867
1346.50 1.17427
1346.61 0.810519
1346.72 0.594890
1346.93 0.363107
1347.15 0.247482
1347.36 0.182215
1347.79 0.114900
1348.64 0.0661855
1349.50 0.0525203
1350.36 0.0548414
1351.21 0.0814122
1351.64 0.122188
1352.07 0.234219
1352.29 0.379393
1352.39 0.514937
1352.50 0.744121
1352.61 1.17641
1352.66 1.55587
1352.71 2.13859
1352.77 3.13801
1352.82 4.95077
1352.85 6.49729
1352.87 8.80584
1352.90 12.3492
1352.93 17.5545
1352.96 28.3345
1353.00 35.3052
1353.04 28.0234
1353.07 17.5552
1353.11 10.4504
1353.15 6.63788
1353.19 4.50961
1353.23 3.23770
1353.27 2.42813
1353.31 1.88499
1353.38 1.23445
1353.46 0.867294
1353.54 0.645832
1353.69 0.399097
1353.85 0.273235
1354.00 0.200549
1354.31 0.124206
1354.93 0.0661488
1355.55 0.0447888
1356.79 0.0291883
1358.03 0.0240163
1360.52 0.0220992
1363.00 0.0253212
1365.48 0.0349439
1366.72 0.0449748
1367.96 0.0633978
1368.58 0.0789350
1369.20 0.102653
1369.82 0.141492
1370.44 0.211702
1370.75 0.270342
1371.06 0.359120
1371.37 0.502877
1371.68 0.758475
1371.83 0.968354
1371.99 1.28077
1372.14 1.77500
1372.30 2.62431
1372.45 4.26846
1372.53 5.74742
1372.61 8.10041
1372.68 12.2885
1372.76 20.4588
1372.80 27.8932
1372.84 39.7857
1372.86 48.6943
1372.88 59.7673
1372.90 74.2048
1372.92 92.8466
1372.94 118.773
1372.96 148.368
1373.00 185.307
1373.02 174.446
1373.04 148.363
1373.08 92.8401
1373.11 68.4327
1373.14 51.8740
1373.19 31.7863
1373.24 20.9193
1373.29 14.7797
1373.34 10.8908
1373.39 8.38012
1373.49 5.36455
1373.59 3.71999
1373.69 2.72882
1373.89 1.64758
1374.09 1.10287
1374.30 0.790935
1374.50 0.595939
1374.70 0.466556
1375.10 0.309463
1375.51 0.221941
1375.91 0.168286
1376.31 0.133141
1377.12 0.0913055
1377.93 0.0685013
1379.54 0.0460379
1381.16 0.0361664
1382.77 0.0314523
1386.00 0.0289174
1389.23 0.0319128
1392.46 0.0429675
1394.08 0.0572751
1394.89 0.0708804
1395.69 0.0948817
1396.50 0.144624
1396.91 0.193022
1397.31 0.279185
1397.51 0.350582
1397.71 0.457782
1397.91 0.629557
1398.12 0.928571
1398.32 1.52775
1398.42 2.08076
1398.52 3.00532
1398.62 4.72055
1398.67 6.20126
1398.72 8.43254
1398.77 12.1668
1398.82 18.6748
1398.85 23.8920
1398.87 31.3281
1398.90 42.1093
1398.92 57.6679
1398.94 74.1407
1398.96 91.9398
1399.00 114.661
1399.04 91.9371
1399.08 57.6649
1399.11 37.3038
1399.15 25.1697
1399.18 17.8247
1399.22 13.2811
1399.29 8.00294
1399.36 5.34375
1399.43 3.79596
1399.50 2.84540
1399.63 1.76639
1399.77 1.20711
1399.91 0.881080
1400.05 0.674819
1400.19 0.536251
1400.47 0.367694
1400.75 0.273250
1401.30 0.177429
1401.86 0.133095
1402.41 0.109857
1403.53 0.0898245
1405.75 0.0882181
1407.97 0.112166
1410.19 0.172637
1411.31 0.233790
1412.42 0.344531
1412.97 0.437147
1413.53 0.577454
1414.09 0.804949
1414.64 1.20947
1414.92 1.54300
1415.20 2.04096
1415.47 2.83206
1415.75 4.20016
1415.89 5.29270
1416.03 6.87544
1416.17 9.28890
1416.31 13.2247
1416.38 16.2149
1416.45 20.2560
1416.52 26.0737
1416.59 34.5490
1416.66 47.9083
1416.73 69.5776
1416.79 107.312
1416.86 175.025
1416.93 281.032
1417.00 350.412
1417.07 279.369
1417.14 175.000
1417.18 128.349
1417.22 96.4924
1417.31 58.1009
1417.39 38.0886
1417.48 26.6750
1417.56 19.6438
1417.65 15.0370
1417.82 9.59771
1417.99 6.64576
1418.16 4.87237
1418.50 2.94760
1418.84 1.97723
1419.18 1.42426
1419.52 1.07818
1419.85 0.848771
1420.53 0.572048
1421.21 0.419268
1421.89 0.326656
1422.57 0.266926
1423.93 0.198965
1425.29 0.166094
1428.01 0.147760
1430.72 0.167267
1433.44 0.234812
1434.80 0.311268
1435.48 0.376584
1436.16 0.482076
1436.84 0.680105
1437.18 0.859790
1437.51 1.16277
1437.85 1.75325
1438.02 2.29125
1438.19 3.17884
1438.28 3.86547
1438.36 4.82802
1438.45 6.23498
1438.53 8.40176
1438.62 11.9672
1438.66 14.6994
1438.70 18.3494
1438.75 23.5993
1438.79 30.9874
1438.83 41.7917
1438.87 57.5357
1438.94 91.5934
1439.00 114.209
1439.07 91.0327
1439.13 57.1123
1439.19 36.6819
1439.25 24.6952
1439.31 17.5241
1439.37 13.0220
1439.48 8.01117
1439.60 5.49546
1439.72 4.05295
1439.84 3.17066
1440.07 2.19200
1440.31 1.70520
1440.54 1.44408
1441.01 1.22530
1441.95 1.28043
1442.89 1.72062
1443.36 2.12760
1443.83 2.74402
1444.30 3.72063
1444.77 5.36947
1445.01 6.65761
1445.25 8.46707
1445.48 11.1262
1445.72 15.2441
1445.95 22.0642
1446.19 34.3791
1446.30 44.5054
1446.42 59.0914
1446.54 80.9320
1446.66 113.025
1446.83 181.061
1447.00 226.065
1447.17 180.590
1447.35 112.972
1447.45 83.1710
1447.56 62.4833
1447.77 37.7809
1447.98 24.8359
1448.19 17.4261
1448.41 12.8326
1448.62 9.83413
1449.04 6.28588
1449.47 4.35231
1449.89 3.19205
1450.74 1.92756
1451.59 1.29039
1452.44 0.925904
1453.29 0.698445
1454.14 0.547624
1455.83 0.368434
1457.53 0.280090
1458.38 0.265053
1459.23 0.292755
1459.65 0.355818
1459.87 0.422750
1460.08 0.545055
1460.29 0.796495
1460.40 1.03241
1460.50 1.43146
1460.61 2.18225
1460.66 2.83116
1460.71 3.84169
1460.77 5.52866
1460.82 8.61111
1460.85 11.2213
1460.87 14.9136
1460.90 20.6909
1460.93 29.0654
1460.96 46.7265
1461.00 58.1142
1461.04 46.2299
1461.08 29.0637
1461.11 18.2577
1461.15 12.2037
1461.18 8.60487
1461.22 6.35414
1461.29 3.85513
1461.36 2.59248
1461.43 1.87343
1461.50 1.42707
1461.64 0.925999
1461.78 0.666111
1461.92 0.513961
1462.20 0.351170
1462.48 0.269457
1462.76 0.221864
1463.32 0.169745
1464.44 0.123889
1465.56 0.101410
1467.80 0.0764441
1470.04 0.0615921
1474.52 0.0440141
1479.00 0.0343644
1483.48 0.0294232
1487.96 0.0298692
1490.20 0.0350366
1491.32 0.0411410
1492.44 0.0529464
1493.56 0.0788951
1494.12 0.104897
1494.68 0.152149
1495.24 0.251623
1495.52 0.348666
1495.80 0.521092
1495.94 0.662527
1496.08 0.872803
1496.22 1.20486
1496.36 1.77397
1496.50 2.87098
1496.57 3.84540
1496.64 5.40823
1496.71 8.13215
1496.78 13.4540
1496.82 18.1779
1496.85 25.6132
1496.89 37.8444
1496.90 47.0793
1496.92 58.2726
1496.94 74.7661
1496.96 93.5769
1497.00 116.281
1497.02 109.305
1497.04 92.6345
1497.08 58.2692
1497.12 33.6817
1497.17 20.9364
1497.21 14.0106
1497.26 10.0198
1497.30 7.44459
1497.35 5.76724
1497.44 3.72593
1497.53 2.59048
1497.62 1.91033
1497.79 1.16251
1497.97 0.781375
1498.15 0.563564
1498.33 0.426253
1498.51 0.335096
1498.86 0.224400
1499.22 0.162517
1499.94 0.0993734
1500.65 0.0694197
1501.36 0.0528843
1502.79 0.0362257
1504.22 0.0284900
1505.65 0.0244428
1508.50 0.0214128
1511.36 0.0229927
1512.78 0.0262845
1514.21 0.0331999
1515.64 0.0489251
1516.35 0.0648808
1517.07 0.0940293
1517.78 0.155955
1518.14 0.216836
1518.49 0.325914
1518.67 0.416433
1518.85 0.551340
1519.03 0.767986
1519.21 1.14309
1519.39 1.88884
1519.48 2.56573
1519.57 3.68144
1519.65 5.70695
1519.70 7.41915
1519.74 9.93450
1519.79 14.0244
1519.83 20.8177
1519.88 33.5521
1519.90 43.5889
1519.92 57.3851
1519.94 73.6290
1519.96 92.1552
1520.00 114.516
1520.02 107.645
1520.04 91.2271
1520.08 57.3818
1520.12 33.1664
1520.17 20.6139
1520.21 13.7930
1520.26 9.79305
1520.30 7.28126
1520.35 5.61274
1520.44 3.63165
1520.53 2.52687
1520.62 1.86390
1520.80 1.13087
1520.98 0.759332
1521.15 0.545717
1521.33 0.411800
1521.51 0.322377
1521.87 0.213917
1522.23 0.153487
1522.95 0.0918028
1523.66 0.0624965
1524.38 0.0463286
1525.81 0.0299540
1527.24 0.0221978
1528.68 0.0178973
1531.54 0.0135059
1537.27 0.0102831
1543.00 0.00936733
1548.73 0.00960790
1554.46 0.0115906
1557.33 0.0144623
1558.76 0.0172714
1560.19 0.0223016
1561.63 0.0328578
1562.34 0.0432284
1563.06 0.0619457
1563.78 0.101406
1564.13 0.140035
1564.49 0.209169
1564.85 0.352050
1565.03 0.488994
1565.21 0.727773
1565.39 1.20076
1565.48 1.63646
1565.57 2.34967
1565.66 3.66865
1565.70 4.77992
1565.75 6.42024
1565.79 9.10527
1565.84 13.7451
1565.88 22.4425
1565.90 29.4029
1565.92 39.0787
1565.94 49.9259
1565.96 62.2740
1566.00 77.6360
1566.04 61.6221
1566.08 38.5694
1566.12 21.9173
1566.17 13.4735
1566.21 8.95309
1566.26 6.37350
1566.30 4.71990
1566.35 3.64793
1566.43 2.34935
1566.52 1.63025
1566.61 1.20077
1566.79 0.729821
1566.97 0.490431
1567.15 0.353877
1567.50 0.211208
1567.86 0.142037
1568.22 0.103519
1568.93 0.0645456
1569.65 0.0463349
1570.36 0.0365748
1571.78 0.0274378
1574.64 0.0234793
1577.49 0.0272294
1580.34 0.0395743
1581.77 0.0526512
1583.20 0.0768028
1583.91 0.0972680
1584.62 0.128524
1585.34 0.179767
1586.05 0.272471
1586.41 0.350051
1586.76 0.467588
1587.12 0.658067
1587.48 0.995782
1587.66 1.27476
1587.83 1.68793
1588.01 2.34113
1588.19 3.46264
1588.37 5.64815
1588.46 7.58972
1588.55 10.7171
1588.59 13.0755
1588.64 16.2025
1588.68 20.6780
1588.73 27.0281
1588.77 36.8769
1588.81 52.2005
1588.84 63.8340
1588.86 78.3912
1588.88 97.3864
1588.90 121.934
1588.95 195.685
1589.00 243.431
1589.03 228.315
1589.05 194.074
1589.10 121.924
1589.14 83.0744
1589.17 58.3800
1589.21 42.5953
1589.25 32.1752
1589.33 19.9797
1589.40 13.5706
1589.48 9.74481
1589.55 7.34905
1589.70 4.58365
1589.85 3.11887
1590.01 2.26242
1590.16 1.71592
1590.31 1.34625
1590.61 0.891831
1590.91 0.635580
1591.21 0.476591
1591.52 0.371243
1592.12 0.244610
1592.73 0.174485
1593.33 0.131676
1593.94 0.103707
1595.15 0.0705694
1596.35 0.0525929
1598.77 0.0350811
1601.19 0.0276472
1603.61 0.0244711
1608.45 0.0245346
1613.28 0.0319466
1615.70 0.0403496
1618.12 0.0557131
1620.54 0.0877272
1621.75 0.118730
1622.96 0.173841
1623.56 0.219342
1624.17 0.287609
1624.77 0.397062
1625.38 0.588966
1625.98 0.975326
1626.28 1.33438
1626.59 1.94044
1626.89 3.08749
1627.04 4.08030
1627.19 5.63385
1627.34 8.24661
1627.49 13.0764
1627.57 17.1556
1627.64 23.1377
1627.72 32.3961
1627.80 46.3682
1627.90 74.2034
1628.00 92.4710
1628.10 73.9068
1628.21 46.1351
1628.32 26.9015
1628.44 16.8968
1628.55 11.3559
1628.66 8.11283
1628.78 6.04778
1628.89 4.68322
1629.12 3.03575
1629.35 2.12714
1629.58 1.57571
1630.04 0.971018
1630.50 0.665821
1630.95 0.491775
1631.87 0.313993
1632.79 0.233533
1633.70 0.195607
1635.53 0.183919
1636.45 0.203105
1637.36 0.243722
1638.28 0.319260
1639.20 0.463292
1639.65 0.585891
1640.11 0.772612
1640.57 1.07560
1641.03 1.61190
1641.26 2.05140
1641.48 2.70282
1641.71 3.72689
1641.94 5.47017
1642.06 6.84728
1642.17 8.79441
1642.29 11.7288
1642.40 16.3364
