Mo-96(n,g) ENDF/B-VII.1
1283.37 0.00119188
1297.68 0.000617465
1326.28 0.000485653
1383.50 0.000496283
1412.11 0.000540502
1440.71 0.000654599
1469.32 0.00122103
1476.47 0.00179681
1483.62 0.00343019
1487.20 0.00570370
1490.78 0.0121491
1492.56 0.0210846
1494.35 0.0462253
1495.25 0.0807289
1495.69 0.114813
1496.14 0.176289
1496.59 0.304803
1496.81 0.429820
1497.03 0.649704
1497.15 0.829865
1497.26 1.09659
1497.37 1.51538
1497.48 2.21881
1497.59 3.56447
1497.65 4.74152
1497.70 6.55666
1497.76 9.68369
1497.82 15.5505
1497.84 20.5398
1497.87 28.0599
1497.90 39.7411
1497.93 57.1475
1497.96 91.9022
1498.00 114.226
1498.04 90.9031
1498.07 57.1497
1498.10 37.7355
1498.14 25.8694
1498.17 18.5309
1498.20 13.9315
1498.26 8.47780
1498.32 5.69188
1498.38 4.05069
1498.44 3.03764
1498.56 1.88522
1498.69 1.27768
1498.81 0.924439
1498.93 0.698079
1499.05 0.546687
1499.30 0.360707
1499.54 0.255719
1500.03 0.147730
1500.53 0.0960987
1501.02 0.0675799
1502.00 0.0387315
1503.96 0.0177200
1505.92 0.0102600
1509.84 0.00487778
1513.76 0.00298135
1529.44 0.00114827
1560.81 0.000707176
1623.56 0.000647773
1749.04 0.000789974
1874.52 0.00109580
1937.26 0.00135852
2000.00 0.00177927
2041.96 0.00230687
2052.46 0.00257106
2062.95 0.00311129
2073.44 0.00543808
2076.06 0.00771971
2078.68 0.0141014
2080.00 0.0228878
2081.31 0.0474181
2081.96 0.0808568
2082.62 0.172254
2082.95 0.293559
2083.11 0.409759
2083.27 0.612191
2083.44 1.01255
2083.52 1.37811
2083.60 1.98205
2083.68 3.08222
2083.72 4.00293
2083.77 5.39118
2083.81 7.60654
2083.85 11.3949
2083.89 18.3913
2083.93 31.4911
2083.96 50.4908
2084.00 63.2020
2084.04 50.4914
2084.07 31.4920
2084.11 19.6055
2084.14 13.0016
2084.18 9.09757
2084.21 6.66581
2084.24 5.03262
2084.28 3.94968
2084.35 2.60844
2084.42 1.83707
2084.48 1.36731
2084.62 0.840656
2084.76 0.566959
2084.89 0.408151
2085.17 0.241175
2085.71 0.113446
2086.26 0.0664568
2087.35 0.0317003
2088.45 0.0192434
2090.63 0.0102155
2092.82 0.00704013
2101.57 0.00407526
2110.32 0.00367371
2119.06 0.00367149
2154.05 0.00454799
2189.05 0.00627129
2224.04 0.00945103
2241.53 0.0121297
2259.03 0.0162168
2276.52 0.0229114
2294.02 0.0350265
2302.77 0.0451620
2311.51 0.0605363
2320.26 0.0855042
2329.01 0.130096
2331.20 0.146772
2333.38 0.166893
2335.57 0.191476
2336.66 0.205870
2337.76 0.221942
2338.85 0.239994
2339.94 0.260328
2341.04 0.283388
2342.13 0.309632
2343.23 0.339733
2344.32 0.374414
2345.41 0.414731
2346.51 0.461878
2348.69 0.583942
2350.88 0.761464
2353.07 1.03359
2354.16 1.22752
2355.25 1.48072
2356.35 1.82029
2357.44 2.28868
2358.53 2.95973
2359.63 3.96250
2360.72 5.54691
2361.81 8.21309
2362.91 13.0319
2363.45 16.8701
2364.00 22.1110
2365.00 35.4042
2366.00 44.2624
2367.00 35.3663
2368.00 22.0745
2368.94 13.9756
2369.87 9.27861
2370.81 6.49477
2371.75 4.75866
2373.62 2.83737
2375.50 1.87063
2377.37 1.32139
2379.24 0.981385
2382.99 0.601279
2386.74 0.405296
2390.49 0.291462
2394.23 0.219591
2397.98 0.171361
2405.47 0.112708
2412.97 0.0797965
2420.46 0.0595328
2427.96 0.0462094
2442.95 0.0304731
2457.94 0.0224111
2465.43 0.0204809
2472.93 0.0211099
2476.67 0.0242870
2480.42 0.0352372
2482.30 0.0512455
2483.23 0.0674063
2484.17 0.0969552
2485.11 0.159918
2485.57 0.222168
2486.04 0.334018
2486.51 0.567611
2486.75 0.792886
2486.98 1.18889
2487.10 1.51031
2487.21 1.98332
2487.33 2.71998
2487.45 3.95777
2487.56 6.27162
2487.62 8.28201
2487.68 11.3453
2487.74 16.5196
2487.80 25.7299
2487.83 33.5696
2487.86 44.6475
2487.89 61.1005
2487.92 85.5007
2487.96 137.446
2488.00 171.007
2488.04 136.158
2488.09 85.5019
2488.12 55.8851
2488.16 38.3880
2488.19 27.5477
2488.23 20.5572
2488.30 12.5621
2488.37 8.40971
2488.45 5.97880
2488.52 4.47842
2488.66 2.77700
2488.81 1.88359
2488.95 1.36437
2489.10 1.03248
2489.24 0.810431
2489.53 0.538087
2489.82 0.384471
2490.40 0.226548
2490.98 0.151161
2491.55 0.109390
2492.71 0.0670920
2495.02 0.0360529
2497.33 0.0248034
2501.95 0.0162842
2506.57 0.0129134
2515.82 0.00988778
2525.06 0.00833078
2543.55 0.00650871
2562.04 0.00538109
2599.02 0.00402506
2635.99 0.00328110
2672.97 0.00289025
2709.95 0.00283001
2728.44 0.00304692
2746.92 0.00385882
2756.17 0.00505868
2765.41 0.00852179
2770.03 0.0133634
2774.66 0.0270988
2776.97 0.0461308
2778.12 0.0651004
2779.28 0.0996108
2780.43 0.172930
2781.01 0.245271
2781.59 0.375267
2781.88 0.483518
2782.17 0.646683
2782.46 0.909242
2782.74 1.37171
2782.89 1.74941
2783.03 2.30248
2783.18 3.17240
2783.32 4.62950
2783.47 7.38976
2783.54 9.76270
2783.61 13.4589
2783.68 19.6333
2783.76 30.9294
2783.79 40.2939
2783.83 54.0681
2783.86 74.8261
2783.90 106.100
2783.95 169.939
2784.00 211.189
2784.05 168.606
2784.10 105.059
2784.13 77.7145
2784.16 58.9971
2784.22 35.9683
2784.29 23.7673
2784.35 16.7319
2784.41 12.3646
2784.47 9.48735
2784.59 6.09149
2784.71 4.21931
2784.83 3.09132
2785.08 1.86461
2785.32 1.24346
2785.56 0.889043
2785.81 0.666451
2786.05 0.518699
2786.54 0.339764
2787.02 0.239935
2788.00 0.138312
2788.97 0.0902535
2789.95 0.0637960
2791.89 0.0371766
2795.79 0.0179098
2799.69 0.0110968
2807.48 0.00620112
2815.27 0.00448523
2846.44 0.00288531
2908.77 0.00279478
2971.10 0.00339071
3033.44 0.00467632
3064.60 0.00578820
3095.77 0.00748947
3126.94 0.0102660
3158.10 0.0152532
3173.69 0.0193970
3189.27 0.0256465
3204.85 0.0357304
3220.44 0.0535994
3224.33 0.0602460
3228.23 0.0682430
3230.18 0.0728654
3232.13 0.0779834
3234.07 0.0836702
3236.02 0.0900135
3237.97 0.0971184
3239.92 0.105112
3241.87 0.114148
3243.81 0.124416
3245.76 0.136151
3247.71 0.149645
3251.60 0.183477
3255.50 0.230323
3259.40 0.297754
3263.29 0.399719
3267.19 0.564040
3269.14 0.686517
3271.08 0.852772
3273.03 1.08567
3274.98 1.42440
3276.93 1.93943
3278.88 2.76382
3280.82 4.15630
3282.77 6.60333
3284.33 9.99423
3285.11 13.7204
3285.30 16.0137
3285.50 20.8063
3285.60 25.7497
3285.69 35.0689
3285.74 43.2836
3285.79 55.7504
3285.84 76.3156
3285.89 109.259
3285.94 167.772
3286.00 206.808
3286.06 167.914
3286.11 109.548
3286.17 72.6475
3286.23 52.0795
3286.28 39.8788
3286.34 32.5123
3286.45 24.3949
3286.56 20.4075
3286.78 16.7641
3287.00 15.2130
3287.53 13.5924
3288.06 12.5555
3289.12 10.4211
3291.23 6.43764
3293.51 3.81065
3295.79 2.41185
3298.07 1.63399
3300.35 1.17028
3302.63 0.875649
3304.91 0.678244
3309.46 0.439943
3314.02 0.307840
3318.58 0.227376
3327.70 0.138793
3336.81 0.0938439
3345.93 0.0680509
3355.04 0.0519569
3364.16 0.0412995
3382.39 0.0286763
3400.63 0.0220401
3418.86 0.0184921
3437.09 0.0168696
3473.56 0.0182376
3491.79 0.0219443
3510.02 0.0296975
3528.25 0.0467597
3537.37 0.0634194
3541.93 0.0758145
3544.21 0.0835472
3546.49 0.0926144
3548.77 0.103342
3549.91 0.109455
3551.04 0.116145
3552.18 0.123500
3553.32 0.131595
3554.46 0.140549
3555.60 0.150467
3556.74 0.161513
3557.88 0.173840
3560.16 0.203248
3562.44 0.240936
3564.72 0.290286
3567.00 0.356565
3569.28 0.448329
3571.56 0.580140
3573.83 0.778203
3576.11 1.09282
3578.39 1.62744
3579.53 2.03970
3580.67 2.60634
3581.81 3.39495
3582.95 4.48254
3584.98 7.16803
3587.00 8.95323
3589.03 7.15754
3591.05 4.47238
3592.40 3.21945
3593.75 2.36759
3596.45 1.38859
3599.15 0.895521
3601.85 0.620559
3604.55 0.453688
3607.25 0.345585
3612.65 0.219286
3618.05 0.151417
3623.45 0.110917
3634.25 0.0671234
3645.05 0.0452415
3655.85 0.0327931
3666.66 0.0250737
3677.46 0.0200063
3699.06 0.0142532
3720.66 0.0123514
3731.46 0.0134467
3736.86 0.0152568
3742.26 0.0190642
3747.66 0.0278340
3750.36 0.0368307
3753.06 0.0534590
3754.41 0.0675751
3755.76 0.0892345
3757.11 0.124896
3758.46 0.189766
3759.14 0.244233
3759.81 0.327085
3760.49 0.462066
3761.16 0.704124
3761.50 0.904927
3761.84 1.20540
3762.17 1.68755
3762.51 2.52702
3762.85 4.19905
3763.02 5.73386
3763.19 8.26436
3763.35 12.9319
3763.44 16.8990
3763.52 22.8599
3763.61 32.6042
3763.69 49.3525
3763.78 80.9635
3763.82 107.154
3763.86 144.132
3763.93 230.651
3764.00 288.341
3764.07 230.640
3764.14 144.126
3764.21 89.2729
3764.28 58.3086
3764.35 40.3494
3764.42 29.4514
3764.48 22.2561
3764.55 17.4227
3764.69 11.4323
3764.83 8.05339
3764.96 5.97056
3765.24 3.65053
3765.51 2.45556
3765.79 1.76578
3766.06 1.33071
3766.33 1.03891
3766.88 0.683678
3767.43 0.484681
3767.98 0.361746
3768.53 0.280792
3769.63 0.183888
3770.72 0.130360
3771.82 0.0977009
3772.92 0.0763131
3775.11 0.0509115
3777.30 0.0369548
3781.69 0.0228836
3786.08 0.0162347
3790.47 0.0125356
3799.24 0.00870193
3808.02 0.00678804
3816.80 0.00564905
3834.35 0.00433819
3869.45 0.00306988
3904.55 0.00240326
3974.76 0.00168030
4044.96 0.00130585
4115.17 0.00111702
4185.38 0.00111848
4220.48 0.00127747
4238.03 0.00146424
4255.58 0.00182088
4273.13 0.00259534
4281.91 0.00336833
4290.68 0.00477770
4299.46 0.00778717
4303.85 0.0107847
4308.24 0.0162537
4312.62 0.0279326
4314.82 0.0395407
4317.01 0.0606387
4318.11 0.0783540
4319.21 0.105313
4320.30 0.149270
4321.40 0.228214
4321.95 0.293763
4322.50 0.392118
4323.05 0.550108
4323.59 0.826410
4324.14 1.37894
4324.42 1.88761
4324.69 2.73675
4324.96 4.30828
4325.10 5.64545
4325.24 7.69604
4325.38 11.0469
4325.51 16.9799
4325.65 28.5313
4325.72 38.4782
4325.79 52.6535
4325.89 84.2660
4326.00 105.346
4326.11 84.2603
4326.21 52.6500
4326.31 34.5814
4326.40 23.7039
4326.49 16.9221
4326.58 12.6151
4326.76 7.67824
4326.95 5.12597
4327.13 3.65226
4327.31 2.72937
4327.68 1.68805
4328.04 1.14381
4328.41 0.826220
4328.77 0.624108
4329.14 0.488324
4329.87 0.322059
4330.60 0.228457
4331.33 0.170549
4332.06 0.132257
4333.53 0.0863491
4334.99 0.0609695
4336.45 0.0454768
4337.91 0.0353355
4340.84 0.0233164
4343.76 0.0167574
4349.61 0.0102682
4355.46 0.00736326
4361.31 0.00592674
4373.01 0.00506565
4384.71 0.00607327
4396.41 0.0107510
4402.26 0.0177050
4405.18 0.0247341
4408.11 0.0376197
4411.03 0.0651654
4412.50 0.0925043
4413.96 0.141985
4414.69 0.183427
4415.42 0.246151
4416.15 0.347812
4416.88 0.528755
4417.25 0.677714
4417.61 0.899024
4417.98 1.25050
4418.34 1.85376
4418.71 3.02776
4418.89 4.07898
4419.08 5.76746
4419.26 8.75843
4419.44 14.7143
4419.53 20.1459
4419.62 28.7802
4419.72 43.3476
4419.81 68.4575
4419.90 109.552
4420.00 136.953
4420.10 109.547
4420.19 68.4547
4420.27 47.5342
4420.34 33.9223
4420.41 25.0420
4420.48 19.1528
4420.63 12.0304
4420.77 8.21149
4420.91 5.92685
4421.06 4.47833
4421.34 2.80727
4421.63 1.91776
4421.91 1.39318
4422.20 1.05645
4422.49 0.829076
4423.06 0.549163
4423.63 0.390373
4424.21 0.291742
4424.78 0.226328
4425.93 0.147647
4427.07 0.104012
4429.36 0.0597745
4431.66 0.0389195
4433.95 0.0274649
4438.53 0.0159495
4443.12 0.0105578
4447.70 0.00760382
4456.87 0.00463844
4475.21 0.00249586
4493.55 0.00176993
4530.23 0.00174190
4548.57 0.00389847
4557.74 0.0129240
4560.03 0.0222167
4562.32 0.0483621
4563.47 0.0842308
4564.61 0.183487
4565.19 0.316821
4565.47 0.446316
4565.76 0.674056
4566.05 1.13563
4566.19 1.56534
4566.33 2.29245
4566.48 3.68016
4566.55 4.89293
4566.62 6.77105
4566.69 9.99343
4566.76 15.9145
4566.80 20.9860
4566.83 28.6119
4566.87 40.4288
4566.91 58.6229
4566.95 93.8892
4567.00 117.190
4567.05 93.8889
4567.09 58.5609
4567.14 35.8892
4567.19 23.3772
4567.24 16.1487
4567.28 11.7224
4567.33 8.85566
4567.38 6.90747
4567.47 4.52152
4567.57 3.16892
4567.66 2.34754
4567.85 1.43366
4568.04 0.962857
4568.23 0.691826
4568.60 0.405836
4568.98 0.266519
4569.36 0.188395
4570.11 0.108578
4571.62 0.0496786
4573.12 0.0285487
4576.14 0.0132060
4579.15 0.00776508
4591.21 0.00243885
4615.32 0.00104505
4663.55 0.000636203
4760.01 0.000491509
4856.47 0.000489113
4904.70 0.000580200
4928.81 0.000910926
4940.87 0.00218845
4946.90 0.00720399
4949.91 0.0266801
4950.67 0.0463032
4951.42 0.100173
4951.80 0.172027
4952.17 0.362244
4952.36 0.604567
4952.55 1.19686
4952.64 1.87981
4952.74 3.34466
4952.78 4.78535
4952.83 7.31973
4952.88 12.2062
4952.90 16.4444
4952.93 22.3317
4952.96 35.8691
4953.00 44.6340
4953.04 35.8692
4953.07 22.3022
4953.10 16.6582
4953.12 12.5018
4953.17 7.54180
4953.21 4.94761
4953.26 3.46554
4953.35 1.95255
4953.44 1.25030
4953.63 0.631625
4953.81 0.380282
4954.18 0.180906
4954.54 0.105569
4955.27 0.0488163
4956.01 0.0281477
4958.94 0.00759437
4964.81 0.00230513
4976.54 0.000971871
5000.00 0.000658096
5047.87 0.000645316
5095.74 0.000747341
5143.61 0.000939744
5191.48 0.00129919
5239.35 0.00206387
5263.29 0.00281742
5287.22 0.00417669
5299.19 0.00531189
5311.16 0.00703298
5323.12 0.00983050
5335.09 0.0148418
5341.07 0.0189948
5347.06 0.0252390
5353.04 0.0352635
5359.03 0.0528803
5362.02 0.0671932
5365.01 0.0882869
5366.51 0.102798
5368.00 0.121222
5369.50 0.145099
5370.25 0.159777
5370.99 0.176799
5371.74 0.196688
5372.49 0.220122
5373.24 0.247987
5373.99 0.281461
5374.73 0.322135
5375.48 0.372200
5376.23 0.434725
5376.98 0.514112
5377.73 0.616828
5378.47 0.752632
5379.22 0.936680
5379.97 1.19323
5380.72 1.56221
5381.47 2.11039
5382.21 2.94724
5382.96 4.22561
5383.98 6.76762
5385.00 8.46442
5386.02 6.76469
5387.04 4.22319
5387.85 2.86318
5388.66 2.00585
5389.46 1.46023
5390.27 1.10205
5391.89 0.684507
5393.50 0.464262
5395.11 0.335667
5396.73 0.255038
5399.96 0.165646
5403.19 0.125319
5406.42 0.121175
5408.03 0.145013
5408.84 0.174264
5409.64 0.230933
5410.45 0.354327
5410.86 0.476018
5411.26 0.692048
5411.66 1.13257
5411.87 1.54655
5412.07 2.24706
5412.27 3.58751
5412.37 4.76394
5412.47 6.62663
5412.57 9.81241
5412.67 15.8542
5412.72 21.1143
5412.77 28.9767
5412.82 41.3248
5412.87 61.0954
5412.94 97.8860
5413.00 122.157
5413.06 97.8842
5413.13 61.0940
5413.18 41.3238
5413.23 28.9757
5413.28 21.1131
5413.33 15.9370
5413.43 9.85231
5413.53 6.67106
5413.63 4.78932
5413.73 3.61168
5413.93 2.26483
5414.13 1.55281
5414.33 1.13408
5414.73 0.687854
5415.13 0.466494
5415.54 0.341243
5416.34 0.211175
5417.14 0.148160
5417.94 0.112588
5419.55 0.0753236
5421.16 0.0566366
5422.76 0.0455594
5425.97 0.0329995
5432.40 0.0213670
5438.82 0.0156517
5451.67 0.00990777
5464.52 0.00709954
5477.37 0.00552708
5490.21 0.00460341
5515.91 0.00385259
5541.60 0.00425945
5554.45 0.00511618
5567.30 0.00692112
5573.72 0.00852572
5580.15 0.0110374
5586.57 0.0152352
5592.99 0.0229695
5596.21 0.0295274
5599.42 0.0395849
5602.63 0.0561430
5605.84 0.0862750
5607.45 0.111592
5609.05 0.150131
5610.66 0.212990
5612.27 0.325904
5613.07 0.419570
5613.87 0.560389
5614.67 0.786188
5615.48 1.18187
5616.28 1.97171
5616.68 2.70137
5617.08 3.91711
5617.49 6.17533
5617.69 8.10015
5617.89 11.0386
5618.09 15.8685
5618.29 24.3849
5618.49 41.0766
5618.59 55.2753
5618.69 75.8071
5618.84 121.205
5619.00 151.428
5619.16 120.885
5619.31 75.5590
5619.49 43.7567
5619.67 27.3060
5619.84 18.2829
5620.02 13.0090
5620.20 9.67155
5620.37 7.46419
5620.72 4.81486
5621.08 3.35085
5621.43 2.46504
5622.13 1.49093
5622.84 0.996765
5623.55 0.713191
5624.25 0.535420
5624.96 0.416723
5626.37 0.272995
5627.78 0.192734
5629.19 0.143354
5630.60 0.110871
5633.42 0.0721013
5636.24 0.0507362
5639.06 0.0377247
5641.88 0.0292197
5647.52 0.0191367
5653.16 0.0136163
5664.45 0.00808909
5675.73 0.00551889
5687.01 0.00412925
5709.58 0.00280749
5732.15 0.00237469
5743.43 0.00240522
5754.71 0.00268335
5766.00 0.00349552
5771.64 0.00437837
5777.28 0.00604219
5780.10 0.00746812
5782.92 0.00966831
5785.74 0.0133119
5788.56 0.0199835
5789.97 0.0256262
5791.38 0.0342579
5792.80 0.0484533
5794.21 0.0742134
5794.91 0.0958509
5795.62 0.128693
5796.32 0.182136
5797.03 0.277821
5797.38 0.357072
5797.73 0.475501
5798.08 0.665139
5798.44 0.994434
5798.79 1.64735
5798.97 2.24170
5799.14 3.22251
5799.32 5.02040
5799.41 6.51770
5799.49 8.77373
5799.58 12.3710
5799.63 15.0085
5799.67 18.5178
5799.71 23.2813
5799.76 29.8667
5799.80 39.0784
5799.85 52.0489
5799.92 83.1684
5800.00 104.094
5800.04 97.7817
5800.08 83.1661
5800.15 52.0467
5800.21 35.5816
5800.27 25.0044
5800.33 18.2426
5800.39 13.7788
5800.51 8.55465
5800.63 5.78201
5800.75 4.15394
5800.87 3.12260
5801.11 1.94738
5801.35 1.32573
5801.59 0.961042
5801.83 0.727526
5802.07 0.570331
5802.55 0.377202
5803.03 0.267909
5803.51 0.200139
5803.99 0.155249
5804.95 0.101319
5805.90 0.0714584
5806.86 0.0531984
5807.82 0.0412251
5809.74 0.0269923
5811.65 0.0191854
5813.57 0.0144421
5815.49 0.0113491
5819.32 0.00769111
5823.15 0.00569368
5830.82 0.00370073
5838.48 0.00277988
5846.15 0.00228693
5861.48 0.00182730
5892.14 0.00165665
5922.80 0.00195313
5953.47 0.00287371
5968.80 0.00385817
5984.13 0.00569566
5991.80 0.00726231
5999.46 0.00967270
6007.13 0.0136540
6014.79 0.0209263
6018.63 0.0270593
6022.46 0.0364279
6026.29 0.0517799
6030.12 0.0795341
6032.04 0.102725
6033.96 0.137803
6035.87 0.194595
6037.79 0.295386
6038.75 0.378122
6039.71 0.500980
6040.67 0.694911
6041.62 1.02711
6042.58 1.66693
6043.06 2.23478
6043.54 3.14470
6044.02 4.72857
6044.50 7.81676
6044.74 10.5591
6044.98 14.8483
6045.22 21.9152
6045.46 33.6317
6045.73 53.8445
6046.00 67.2466
6046.27 53.7573
6046.55 33.5648
6046.80 21.2477
6047.06 14.1269
6047.31 9.88657
6047.57 7.25125
6048.08 4.32627
6048.59 2.85522
6049.10 2.01764
6049.61 1.49982
6050.63 0.919684
6051.65 0.620408
6052.67 0.446406
6053.69 0.336480
6054.72 0.262667
6056.76 0.172787
6058.80 0.122295
6060.84 0.0911283
6062.88 0.0705510
6066.97 0.0459252
6071.05 0.0323197
6075.14 0.0240181
6079.22 0.0185831
6087.39 0.0121341
6095.56 0.00859999
6103.73 0.00645633
6111.90 0.00505936
6128.23 0.00341062
6144.57 0.00251418
6177.25 0.00163101
6209.92 0.00124091
6242.60 0.00105586
6307.94 0.000983962
6373.29 0.00123444
6405.97 0.00156495
6438.64 0.00221016
6454.98 0.00276932
6471.32 0.00363595
6487.66 0.00507608
6503.99 0.00772239
6512.16 0.00996475
6520.33 0.0134049
