Ni-59(n,tot) ENDF/B-VII.1
8800.00 4.19379
8850.00 3.68307
8900.00 3.20773
8950.00 3.06169
8975.00 3.41811
9000.00 4.61086
9020.00 7.02648
9030.00 9.21330
9040.00 12.5572
9055.00 21.4110
9062.50 28.7021
9070.00 38.8769
9070.50 39.6824
9072.31 42.7442
9074.13 46.0307
9077.75 53.3005
9085.00 70.4093
9100.00 105.944
9103.00 109.964
9115.00 108.432
9130.00 83.5277
9135.60 73.9162
9145.00 60.1737
9160.00 44.8002
9170.00 38.2423
9180.00 34.2808
9190.00 33.5573
9200.00 39.0205
9207.08 51.7173
9214.15 81.9715
9220.58 135.555
9227.00 188.141
9233.43 174.581
9239.85 129.158
9247.37 90.0599
9254.89 67.4126
9262.41 53.8713
9269.93 45.1722
9277.44 39.1994
9284.96 34.8705
9300.00 29.0254
9312.50 25.7916
9325.00 23.3958
9350.00 20.0495
9375.00 17.7894
9400.00 16.1338
9450.00 13.8139
9500.00 12.1950
9550.00 10.9266
9600.00 9.82400
9650.00 8.75628
9700.00 7.58595
9725.00 6.90638
9750.00 6.13291
9775.00 5.30278
9787.50 4.97198
9800.00 4.96303
9810.00 5.70022
9815.00 6.69171
9820.00 8.55689
9825.00 12.0771
9830.00 18.9162
9832.50 24.6061
9835.00 32.7943
9837.50 44.6562
9840.00 61.7525
9845.00 116.226
9850.00 171.826
9855.00 162.494
9860.00 119.586
9865.00 86.1323
9870.00 65.0647
9875.00 51.7656
9880.00 42.9815
9890.00 32.4867
9900.00 26.6292
9912.50 22.2660
9925.00 19.5343
9950.00 16.3239
9974.99 14.4952
9999.99 13.3031
10000.0 13.1819
20000.0 13.1322
30000.0 13.0825
50000.0 13.0496
60000.0 13.0331
70000.0 13.0272
100000 13.0093
150000 12.9739
200000 12.9411
300000 12.8823
400000 12.8050
550000 12.7113
600000 12.6800
700000 12.6254
800000 12.5707
1.00000E+06 12.4763
1.20000E+06 12.3659
1.28870E+06 12.3131
1.28871E+06 12.3131
1.35250E+06 12.2751
1.35252E+06 12.2751
1.40000E+06 12.2468
1.41500E+06 12.2390
1.41503E+06 12.2389
1.60000E+06 12.1420
1.65120E+06 12.1157
1.65124E+06 12.1157
1.80000E+06 12.0395
2.00000E+06 11.9378
2.00040E+06 11.9376
2.00042E+06 11.9375
2.19657E+06 11.8320
2.19660E+06 11.8319
2.25000E+06 11.8032
2.32878E+06 11.7640
2.32880E+06 11.7639
2.50000E+06 11.6787
2.55250E+06 11.6515
2.64350E+06 11.6045
2.64354E+06 11.6045
2.67450E+06 11.5884
2.67453E+06 11.5884
2.75000E+06 11.5494
2.87975E+06 11.4849
2.87980E+06 11.4848
2.94628E+06 11.4518
2.94630E+06 11.4517
3.00000E+06 11.4250
3.17280E+06 11.3321
3.17283E+06 11.3321
3.17690E+06 11.3299
3.23990E+06 11.2961
3.23995E+06 11.2960
3.24808E+06 11.2917
3.24810E+06 11.2917
3.32537E+06 11.2501
3.32540E+06 11.2501
3.37418E+06 11.2239
3.37420E+06 11.2239
3.39550E+06 11.2124
3.39554E+06 11.2124
3.43820E+06 11.1895
3.43825E+06 11.1895
3.44940E+06 11.1835
3.44943E+06 11.1834
3.50000E+06 11.1563
3.63040E+06 11.0882
3.63045E+06 11.0881
3.64770E+06 11.0791
3.64774E+06 11.0791
3.68028E+06 11.0621
3.68030E+06 11.0621
3.73210E+06 11.0350
3.73214E+06 11.0350
3.79316E+06 11.0031
3.79320E+06 11.0031
3.82670E+06 10.9856
3.82672E+06 10.9856
3.93858E+06 10.9272
3.93860E+06 10.9272
3.96095E+06 10.9155
3.96100E+06 10.9155
3.99040E+06 10.9001
3.99044E+06 10.9001
4.00000E+06 10.8951
4.07586E+06 10.8525
4.07590E+06 10.8525
4.08807E+06 10.8457
4.08810E+06 10.8457
4.10739E+06 10.8349
4.10740E+06 10.8349
4.14908E+06 10.8115
4.14910E+06 10.8115
4.50000E+06 10.6146
5.00000E+06 10.3629
5.50000E+06 10.1015
5.59983E+06 10.0494
6.00000E+06 9.84014
6.00000E+06 9.84033
6.00000E+06 9.84033
6.20176E+06 9.73389
6.47994E+06 9.58712
6.50000E+06 9.57654
6.50000E+06 9.57663
6.50000E+06 9.57663
7.00000E+06 9.31284
7.50000E+06 9.06566
7.96513E+06 8.83579
8.00000E+06 8.81856
8.00000E+06 8.81856
8.00000E+06 8.81856
8.50000E+06 8.56400
8.74211E+06 8.44082
8.83426E+06 8.39393
9.00000E+06 8.30960
9.00000E+06 8.31103
9.00000E+06 8.31103
9.15119E+06 8.23832
9.48898E+06 8.07584
9.48900E+06 8.07583
9.50000E+06 8.07054
9.50000E+06 8.10344
9.50000E+06 8.10344
1.00000E+07 7.89506
1.05000E+07 7.65899
1.06830E+07 7.57043
1.06833E+07 7.57029
1.10000E+07 7.41628
1.15000E+07 7.16442
1.16960E+07 7.06265
1.16961E+07 7.06260
1.19939E+07 6.90755
1.19940E+07 6.90750
1.20000E+07 6.90437
1.25000E+07 6.63808
1.29608E+07 6.38884
1.29610E+07 6.38873
1.30000E+07 6.36761
1.35000E+07 6.09471
1.40000E+07 5.82072
1.45000E+07 5.54650
1.50000E+07 5.27253
1.51967E+07 5.16494
1.55000E+07 4.99890
1.55000E+07 5.00055
1.55000E+07 5.00054
1.57399E+07 4.87028
1.60000E+07 4.72887
1.60000E+07 4.72887
1.60000E+07 4.72887
1.65000E+07 4.45604
1.70000E+07 4.18307
1.75000E+07 3.90973
1.80000E+07 3.63582
1.85000E+07 3.36122
1.90000E+07 3.08600
1.90200E+07 3.07499
1.90204E+07 3.07477
1.95000E+07 2.81034
2.00000E+07 2.53440
