Sn-112(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 47.2136
1.25000E-05 42.6962
1.50000E-05 39.3617
2.00000E-05 34.6810
2.75000E-05 30.2274
3.50000E-05 27.2964
4.25000E-05 25.1804
5.00000E-05 23.5606
6.25000E-05 21.5403
7.50000E-05 20.0491
0.000100000 17.9558
0.000125000 16.5273
0.000150000 15.4728
0.000200000 13.9927
0.000275000 12.5843
0.000350000 11.6574
0.000425000 10.9883
0.000500000 10.4761
0.000625000 9.83719
0.000750000 9.36560
0.00100000 8.70364
0.00125000 8.25189
0.00150000 7.91842
0.00200000 7.45033
0.00275000 7.00494
0.00350000 6.71180
0.00425000 6.50018
0.00500000 6.33816
0.00625000 6.13610
0.00750000 5.98694
0.0100000 5.77754
0.0125000 5.63463
0.0150000 5.52913
0.0200000 5.38100
0.0253000 5.27480
0.0314750 5.18669
0.0376500 5.12124
0.0500000 5.02883
0.0625000 4.96476
0.0750000 4.91743
0.100000 4.85092
0.125000 4.80544
0.150000 4.77181
0.200000 4.72446
0.275000 4.67917
0.350000 4.64915
0.500000 4.61045
0.750000 4.57327
1.00000 4.55040
1.50000 4.52193
2.00000 4.50371
2.75000 4.48477
3.50000 4.47087
5.00000 4.45026
7.50000 4.42527
10.0000 4.40519
15.0000 4.37053
17.5000 4.35475
18.7500 4.34823
19.3750 4.34682
20.0000 4.35192
20.2388 4.36092
20.3581 4.37017
20.4775 4.38666
20.5969 4.41935
20.6566 4.44886
20.7163 4.49668
20.7759 4.58094
20.8356 4.74785
20.8655 4.89797
20.8953 5.13718
20.9252 5.53731
20.9550 6.21946
20.9875 7.35487
21.0200 8.11368
21.0525 7.35912
21.0850 6.22444
21.1096 5.63619
21.1343 5.25674
21.1589 5.01103
21.1836 4.84712
21.2328 4.65314
21.2821 4.54897
21.3314 4.48721
21.3807 4.44778
21.4792 4.40219
21.5778 4.37777
21.6763 4.36306
21.8734 4.34666
22.2677 4.33227
22.6619 4.32519
24.2388 4.30981
27.3925 4.28605
33.7000 4.23633
40.0075 4.17927
43.1613 4.14970
43.9497 4.14458
44.7381 4.14586
45.1324 4.15518
45.3295 4.16639
