Cd-111(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 351.455
1.25000E-05 314.942
1.50000E-05 287.989
2.00000E-05 250.155
2.75000E-05 214.157
3.50000E-05 190.466
4.25000E-05 173.363
5.00000E-05 160.269
6.25000E-05 143.940
7.50000E-05 131.886
0.000100000 114.967
0.000125000 103.420
0.000150000 94.8966
0.000200000 82.9325
0.000275000 71.5487
0.000350000 64.0567
0.000425000 58.6481
0.000500000 54.5075
0.000625000 49.3436
0.000750000 45.5317
0.00100000 40.1810
0.00125000 36.5294
0.00150000 33.8339
0.00200000 30.0502
0.00275000 26.4498
0.00350000 24.0802
0.00425000 22.3695
0.00500000 21.0598
0.00625000 19.4263
0.00750000 18.2203
0.0100000 16.5274
0.0125000 15.3718
0.0150000 14.5187
0.0200000 13.3208
0.0253000 12.4618
0.0314750 11.7490
0.0376500 11.2194
0.0500000 10.4714
0.0625000 9.95258
0.0750000 9.56915
0.100000 9.02993
0.125000 8.66095
0.150000 8.38780
0.200000 8.00273
0.275000 7.63349
0.350000 7.38799
0.500000 7.07021
0.750000 6.76256
1.00000 6.57159
1.50000 6.33145
2.00000 6.17643
2.62038 6.03981
3.24075 5.94064
3.86113 5.88887
4.17131 5.95592
4.24886 6.02786
4.32641 6.18122
4.40395 6.55864
4.44273 6.96014
4.48150 7.66287
4.52225 8.80866
4.56300 9.58383
4.60375 8.82970
4.64450 7.68156
4.68894 6.89188
4.73338 6.46819
4.77781 6.23072
4.82225 6.08741
4.91113 5.93117
5.00000 5.85100
5.23539 5.75398
5.47078 5.70790
5.94155 5.65571
6.41233 5.64500
6.64771 5.72235
6.70656 5.78918
6.76541 5.92174
6.82425 6.22029
6.85368 6.51193
6.88310 6.98416
6.91885 7.84246
6.95460 8.41983
6.99035 7.85080
7.02610 6.98951
7.07257 6.32170
7.11904 6.00261
7.16550 5.83789
7.21197 5.74364
7.30490 5.64520
7.39784 5.59602
7.76958 5.51843
8.51305 5.45417
10.0000 5.36512
12.5000 5.24602
15.0000 5.14954
17.5000 5.07310
20.0000 5.02868
21.8755 5.05367
22.8133 5.12077
23.7510 5.28551
24.2199 5.44587
24.6888 5.71154
25.1576 6.17839
25.6265 7.07606
25.8609 7.85575
26.0954 9.06662
26.3298 11.0747
26.5643 14.7246
26.6815 17.7649
26.7987 22.3323
26.9159 29.6166
27.0331 42.2171
27.1504 66.7038
27.2090 88.5542
27.2676 123.675
27.3262 184.930
27.3555 233.898
27.3848 304.369
27.4141 409.986
27.4434 575.315
27.4727 845.226
27.5020 1291.94
27.5360 2076.42
27.5700 2609.64
27.5870 2463.71
27.6040 2101.13
27.6380 1322.87
27.6598 968.650
27.6817 723.264
27.7254 435.148
27.7690 286.698
27.8127 202.592
27.8564 150.932
27.9001 117.133
27.9874 77.2025
28.0748 55.4673
28.1621 42.3531
28.2495 33.8319
28.3368 27.9794
28.5115 20.6679
28.6862 16.4331
28.8609 13.7531
29.0356 11.9443
29.3850 9.71858
29.7344 8.44328
30.0839 7.63853
30.4333 7.09446
31.1321 6.41960
31.8309 6.02606
32.5297 5.77204
33.2285 5.59572
34.6261 5.36754
36.0238 5.22538
38.8190 5.05327
41.6143 4.94729
44.4095 4.87101
50.0000 4.75954
54.8812 4.68341
59.7625 4.61598
64.6437 4.55268
65.8640 4.53867
67.0843 4.53050
67.6945 4.53552
67.9995 4.54555
68.3046 4.56831
68.6097 4.62302
68.7622 4.67956
68.9148 4.78245
69.0673 4.99380
69.1436 5.19150
69.2198 5.52363
69.2961 6.13901
69.3342 6.66067
69.3724 7.45482
69.4105 8.73677
69.4486 10.9583
69.4868 15.1344
69.5249 23.4186
69.5575 35.0843
69.5900 43.1184
69.6226 35.6971
69.6551 24.1838
69.6873 16.7925
69.7194 12.5958
69.7516 10.1480
69.7837 8.63821
69.8159 7.65341
69.8480 6.98020
69.9123 6.14867
69.9767 5.67574
70.0410 5.38155
70.1696 5.04924
70.2982 4.87477
70.4268 4.77114
70.6841 4.65771
70.9413 4.59870
71.1985 4.56297
71.7130 4.52137
72.7420 4.47914
73.7709 4.45299
75.8288 4.41221
77.8867 4.37498
79.9446 4.34007
80.9736 4.32670
82.0025 4.32361
83.0315 4.35366
83.5459 4.40440
84.0604 4.51999
84.3176 4.62954
84.5749 4.80850
84.8321 5.11879
85.0894 5.70591
85.2180 6.20833
85.3466 6.97748
85.4752 8.22828
85.6038 10.4381
85.7325 14.8405
85.7968 18.8542
85.8611 25.4339
85.9254 37.2134
85.9575 46.8641
85.9897 61.0727
86.0219 82.9986
86.0540 118.672
86.0862 179.976
86.1022 226.552
86.1183 288.032
86.1350 369.464
86.1517 463.167
86.1850 584.058
86.2017 552.914
86.2184 473.198
86.2517 300.564
86.2774 208.906
86.3031 149.883
86.3289 111.727
86.3546 86.3033
86.4060 56.1958
86.4574 40.0005
86.5089 30.3771
86.5603 24.2176
86.6632 17.0806
86.7661 13.2565
86.8689 10.9658
86.9718 9.48146
87.0747 8.46198
87.2804 7.18405
87.4861 6.43774
87.6919 5.96022
87.8976 5.63381
88.3091 5.22368
88.7206 4.98069
89.5435 4.70914
90.3665 4.56006
91.1894 4.46349
92.8353 4.34262
93.6583 4.30610
94.4812 4.28923
95.3042 4.30843
96.1271 4.41127
96.5386 4.53271
96.9501 4.75235
97.3615 5.16495
97.7730 6.00113
97.9787 6.74982
98.1845 7.93386
98.3902 9.92758
98.5960 13.5935
98.6988 16.6631
98.8017 21.2801
98.9046 28.6306
99.0074 41.2643
99.0589 51.2342
99.1103 65.4577
99.1617 86.6517
99.2132 119.988
99.2646 176.265
99.2903 219.756
99.3160 280.340
99.3418 367.370
99.3675 496.194
99.3932 691.926
99.4189 989.515
99.4550 1600.26
99.4910 2023.86
99.5271 1639.44
99.5631 1038.40
99.5904 723.581
99.6177 519.146
99.6450 386.015
99.6723 296.790
99.7269 190.495
99.7816 132.950
99.8362 98.6114
99.8908 76.5639
100.000 50.9363
100.094 38.6400
100.188 30.7957
100.377 21.6919
100.565 16.7788
100.754 13.8116
100.942 11.8729
101.130 10.5352
101.507 8.87154
101.884 7.98439
102.261 7.73168
102.449 8.05190
102.543 8.49171
102.637 9.34018
102.732 11.0747
102.779 12.6375
102.826 15.1301
102.873 19.3807
102.920 27.3078
102.944 33.9873
102.967 43.8743
102.991 58.9429
103.014 81.9644
103.047 129.680
103.080 163.229
103.113 133.268
103.146 86.3950
103.169 63.7764
103.191 48.5023
103.214 38.1980
103.237 31.1142
103.282 22.3819
103.327 17.4965
103.373 14.5112
103.418 12.5570
103.509 10.2328
103.599 8.94488
103.690 8.14746
103.871 7.23146
104.052 6.72563
104.233 6.40394
104.596 6.00990
104.958 5.76881
105.321 5.60023
106.046 5.37098
107.495 5.10245
108.945 4.94178
110.395 4.83229
111.845 4.75558
112.569 4.73102
113.294 4.72908
113.657 4.75422
113.838 4.78538
114.019 4.84508
114.200 4.96981
114.291 5.08614
114.382 5.27968
114.472 5.63256
114.518 5.92684
114.563 6.36814
114.608 7.06631
114.653 8.24460
114.699 10.3789
114.744 14.4086
114.786 20.3171
114.827 24.1914
114.868 20.2437
114.909 14.4095
114.954 10.3760
115.000 8.23742
115.045 7.05505
115.090 6.35297
115.136 5.90790
115.181 5.60994
115.271 5.25021
115.362 5.04957
115.453 4.92630
115.634 4.78798
115.815 4.71473
115.996 4.67009
116.358 4.61788
117.083 4.56467
117.807 4.53187
120.706 4.44116
123.604 4.36475
126.503 4.28921
129.401 4.20897
130.850 4.16657
132.299 4.12535
133.749 4.09839
134.473 4.10615
135.198 4.15920
135.560 4.22487
135.922 4.34606
136.285 4.57688
136.647 5.04885
136.828 5.47317
137.009 6.14471
137.190 7.27609
137.372 9.35156
137.553 13.6852
