U-238(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
3399.98 66.1526
3399.99 110.860
3400.00 171.473
3400.01 214.128
3400.02 171.706
3400.02 111.149
3400.03 69.8805
3400.04 46.1638
3400.05 33.3938
3400.06 25.9637
3400.08 18.2585
3400.10 14.7508
3400.13 11.4415
3400.17 10.1077
3400.24 9.00964
3400.31 8.57619
3400.45 8.21832
3400.59 8.05583
3401.16 7.73673
3402.29 7.23418
3403.43 6.63352
3404.56 5.84026
3405.13 5.32946
3405.70 4.70914
3406.26 3.93960
3406.83 2.97373
3407.12 2.40694
3407.40 1.80017
3407.68 1.20581
3407.97 0.819412
3408.11 0.870248
3408.25 1.31067
3408.39 2.54362
3408.46 3.70517
3408.53 5.44698
3408.60 8.14340
3408.67 12.3236
3408.75 18.9500
3408.82 29.7987
3408.89 48.3464
3408.96 81.8458
3408.99 109.047
3409.03 146.192
3409.06 198.599
3409.10 272.246
3409.17 492.959
3409.20 618.365
3409.21 645.315
3409.22 665.921
3409.23 684.568
3409.24 696.595
3409.25 704.620
3409.26 706.681
3409.26 702.926
3409.27 695.041
3409.29 666.249
3409.31 625.559
3409.38 434.010
3409.45 289.765
3409.52 204.454
3409.59 153.128
3409.66 120.838
3409.73 98.7582
3409.81 83.3769
3409.95 63.3399
3410.09 51.2310
3410.23 43.2592
3410.52 33.5678
3410.81 27.9662
3411.09 24.3727
3411.38 21.8746
3411.67 20.0390
3412.24 17.5106
3412.81 15.8262
3413.38 14.5204
3413.67 13.8049
3413.81 13.2554
3413.88 12.9817
3413.92 13.7836
3413.94 16.8812
3413.95 22.1278
3413.95 35.0380
3413.96 55.0535
3413.97 72.2444
3413.97 67.5396
3413.98 51.0523
3413.99 36.1944
3414.00 28.8615
3414.01 21.9552
3414.05 17.6846
3414.12 15.5212
3414.25 14.4189
3414.52 13.6856
3414.79 13.2741
3415.06 12.9557
3415.60 12.4443
3416.14 12.0270
3416.68 11.6699
3417.22 11.3593
3417.76 11.1115
3418.03 11.1271
3418.17 11.6017
3418.20 12.0913
3418.23 13.3377
3418.25 14.8157
3418.27 18.0818
3418.28 21.6543
3418.28 27.4239
3418.29 38.6315
3418.30 48.2133
3418.30 64.7264
3418.31 98.3687
3418.31 119.026
3418.32 98.4631
3418.33 64.8422
3418.33 48.3186
3418.33 38.7233
3418.34 26.5535
3418.35 20.7056
3418.36 17.5420
3418.38 14.4577
3418.40 13.0687
3418.43 11.8871
3418.47 11.4058
3418.61 10.8430
3418.90 10.5772
3419.48 10.2975
3420.63 9.83478
3422.93 8.98798
3425.23 8.12403
3427.53 7.12570
3429.83 5.82472
3430.98 4.96824
3432.13 3.89013
3432.71 3.23883
3433.28 2.50288
3433.86 1.69278
3434.43 0.895684
3434.72 0.595976
3435.01 0.506004
3435.15 0.615476
3435.30 0.902027
3435.44 1.46154
3435.58 2.44048
3435.73 4.11101
3435.87 6.92171
3436.02 11.7072
3436.16 20.0246
3436.30 35.4100
3436.38 47.8897
3436.45 65.7418
3436.52 91.8743
3436.59 131.029
3436.66 190.791
3436.73 280.533
3436.85 506.919
3436.91 633.650
3436.92 661.670
3436.93 684.114
3436.95 702.242
3436.96 715.484
3436.98 723.831
3436.99 726.033
3437.01 722.956
3437.02 714.935
3437.08 643.563
3437.19 447.205
3437.28 326.015
3437.37 244.808
3437.47 190.739
3437.56 154.059
3437.74 108.626
3437.92 82.8499
3438.11 66.6689
3438.29 55.8652
3438.66 42.5051
3439.02 34.6866
3439.39 29.6338
3439.76 26.1005
3440.12 23.5067
3440.86 19.9313
3441.59 17.5662
3443.05 14.5471
3444.52 12.5774
3445.98 11.0620
3447.45 9.73676
3448.18 9.09953
3448.55 8.79265
3448.73 8.68433
3448.82 8.78906
3448.87 9.31357
3448.89 10.6322
3448.90 12.6660
3448.92 18.7123
3448.93 29.0595
3448.94 18.7116
3448.95 14.0707
3448.95 11.6623
3448.97 9.81744
3449.00 8.86137
3449.07 8.46321
3449.19 8.24185
3449.45 7.98120
3449.95 7.50067
3450.97 6.49396
3451.98 5.37540
3453.00 4.10443
3454.01 2.66355
3455.03 1.16785
3455.54 0.587054
3455.79 0.440743
3456.04 0.482354
3456.30 0.841940
3456.43 1.20716
3456.55 1.74685
3456.68 2.53678
3456.81 3.69744
3456.93 5.68873
3456.96 6.63665
3457.00 8.29241
3457.01 9.95807
3457.03 13.2874
3457.04 16.4800
3457.04 22.0787
3457.05 32.9813
3457.06 54.7042
3457.07 84.3560
3457.07 102.990
3457.08 84.6730
3457.08 55.2853
3457.09 40.4048
3457.09 30.4141
3457.10 20.1551
3457.11 15.6094
3457.12 13.3377
3457.14 11.4286
3457.16 10.8781
3457.20 10.9972
3457.24 11.7444
3457.32 14.0602
3457.40 17.1055
3457.55 25.8106
3457.71 39.4487
3457.87 61.6500
3458.02 98.5817
3458.18 163.012
3458.34 275.323
3458.53 510.871
3458.58 579.980
3458.63 642.631
3458.65 669.937
3458.68 693.421
3458.70 712.338
3458.72 726.113
3458.74 731.291
3458.75 734.612
3458.77 737.056
3458.80 734.060
3458.82 726.008
3458.92 654.922
3459.11 461.537
3459.27 342.032
3459.42 261.394
3459.57 206.611
3459.73 168.895
3460.04 121.725
3460.35 94.5775
3460.66 77.4136
3460.96 65.7705
3461.58 51.2224
3462.20 42.6314
3462.82 37.0178
3463.44 33.0836
3463.75 31.5374
3463.90 30.8705
3463.98 30.6531
3464.02 30.8193
3464.04 31.4290
3464.05 34.9593
3464.07 39.6721
3464.08 34.8764
3464.09 31.6197
3464.11 30.6756
3464.14 30.1036
3464.19 29.6977
3464.31 29.2001
3464.55 28.3627
3465.01 26.9220
3465.95 24.6531
3467.82 21.6008
3469.69 19.6140
3470.62 18.8510
3471.09 18.5192
3471.32 18.3965
3471.44 18.4619
3471.50 18.8805
3471.53 20.0289
3471.54 22.2812
3471.55 24.8680
3471.55 30.3441
3471.57 42.5486
3471.58 30.3577
3471.59 24.8688
3471.59 22.2685
3471.61 20.0762
3471.64 18.8167
3471.69 18.3054
3471.81 18.0802
3472.04 17.8922
3472.49 17.6037
3473.41 17.0881
3475.24 16.1830
3477.06 15.3716
3478.89 14.5737
3480.72 13.6759
3481.64 13.1219
3482.55 12.4172
3483.01 11.9674
3483.47 11.4147
3483.92 10.7035
3484.38 9.73597
3484.61 9.10113
3484.84 8.32173
3485.07 7.33438
3485.29 6.07095
3485.41 5.30279
3485.52 4.45502
3485.64 3.56357
3485.75 2.80010
3485.87 2.81225
3485.92 3.75393
3485.98 6.32887
3486.01 8.86292
3486.04 12.7026
3486.07 19.0291
3486.09 28.9519
3486.12 46.2161
3486.15 75.3059
3486.17 99.4415
3486.18 130.259
3486.19 172.147
3486.21 231.053
3486.24 430.712
3486.26 540.882
3486.26 583.958
3486.27 611.871
3486.28 621.565
3486.29 613.169
3486.30 555.762
3486.34 393.239
3486.37 281.892
3486.40 209.386
3486.43 163.016
3486.46 133.002
3486.52 95.5855
3486.57 75.0737
3486.63 62.1122
3486.69 53.5612
3486.81 42.8645
3486.93 36.5911
3487.05 32.5068
3487.17 29.6505
3487.29 27.5618
3487.53 24.6700
3487.76 22.7823
3488.00 21.4520
3488.24 20.4655
3488.71 19.0820
3489.19 18.1555
3489.67 17.4809
3490.14 16.9633
3491.09 16.2008
3492.04 15.6428
3492.99 15.1922
3493.47 15.0124
3493.71 15.0358
3493.83 15.4493
3493.88 16.8798
3493.90 18.0748
3493.91 20.6430
3493.93 27.6000
3493.94 35.3359
3493.94 53.1560
3493.95 76.3747
3493.96 91.5191
3493.96 76.4356
3493.97 53.2281
3493.97 40.6458
3493.98 32.6430
3493.99 24.9363
3494.01 19.0003
3494.03 17.0238
3494.04 16.1433
3494.12 15.0953
3494.27 14.7101
3494.57 14.4638
3495.18 14.0247
3495.48 13.6997
3495.78 13.1615
3495.93 12.7016
3496.08 11.9344
3496.16 11.3251
3496.23 10.5244
3496.27 10.1677
3496.31 10.4707
3496.33 11.7309
3496.35 15.8390
3496.36 21.1629
3496.37 30.6164
3496.37 49.8847
3496.38 68.8706
3496.38 93.6519
3496.39 130.079
3496.39 169.708
3496.40 235.685
3496.40 237.422
3496.41 217.840
3496.42 155.828
3496.42 124.456
3496.43 102.856
3496.43 84.1681
3496.44 72.8470
3496.45 56.3175
3496.46 46.3746
3496.48 35.4659
3496.50 30.0192
3496.55 24.3394
3496.59 21.6632
3496.68 19.0626
3496.76 17.8176
3496.94 16.6084
3497.11 16.0097
3497.29 15.6454
3497.46 15.3957
3497.81 15.0657
3498.16 14.8463
3498.50 14.6833
3499.20 14.4417
3500.59 14.1081
3501.98 13.8589
3504.76 13.4674
3506.15 13.3027
3506.84 13.2314
3507.19 13.2210
3507.36 13.3065
3507.45 13.6585
3507.49 14.7058
3507.52 17.1632
3507.53 21.0701
3507.54 30.9107
3507.54 41.4190
3507.55 48.7730
3507.56 41.4499
3507.56 30.9479
3507.57 20.5630
3507.58 16.7789
3507.61 14.5124
3507.66 13.5648
3507.75 13.2468
3507.94 13.1370
3508.32 13.0728
3509.08 12.9887
3510.61 12.8384
3512.13 12.6990
3512.89 12.6455
3513.27 12.6747
3513.46 12.8952
3513.55 13.7013
3513.58 14.4286
3513.60 16.1465
3513.61 18.0325
3513.63 21.8133
3513.64 30.8049
3513.64 40.1918
3513.65 53.2869
3513.66 79.5431
3513.66 94.0595
3513.67 79.6117
3513.67 53.3754
3513.68 34.9419
3513.69 26.0623
3513.71 18.5229
3513.73 15.8501
3513.74 14.6294
3513.78 13.5860
3513.81 13.1643
3513.95 12.7011
3514.22 12.5507
3514.76 12.4688
3515.85 12.3638
3518.02 12.1668
3520.19 11.9451
3521.28 11.7697
3521.82 11.5643
3522.09 11.2752
3522.23 10.9309
3522.30 10.8720
3522.31 11.1492
3522.33 12.1340
3522.35 16.0496
3522.36 21.6414
3522.36 35.8702
3522.37 58.0525
3522.38 76.3871
3522.38 70.9545
3522.39 52.5246
3522.40 39.3146
3522.40 30.7292
3522.42 22.8713
3522.44 17.2167
3522.50 14.2983
3522.61 12.9655
3522.82 12.3577
3523.25 12.0508
3524.11 11.8527
3525.83 11.6530
3527.55 11.4990
3528.42 11.4488
3528.85 11.5154
3528.95 11.6123
3529.06 11.8914
3529.11 12.2719
3529.17 13.2781
3529.20 14.5424
3529.22 17.5883
3529.24 21.1912
3529.25 28.1068
3529.26 35.1097
3529.26 44.9245
3529.27 64.9450
3529.28 95.5048
3529.28 150.389
3529.29 180.225
3529.30 142.219
3529.30 95.6963
3529.31 61.4349
3529.32 43.0842
3529.32 32.8596
3529.33 26.7575
3529.34 20.2757
3529.36 17.2973
3529.38 14.4463
3529.41 13.2350
3529.47 12.2382
3529.52 11.8587
3529.74 11.4442
3530.17 11.2986
3531.04 11.1928
3532.79 11.0281
3536.27 10.6933
3539.75 10.3177
3541.50 10.0992
3542.37 9.96470
3542.80 9.86323
3543.02 9.76512
3543.13 9.68170
3543.18 9.73553
3543.21 10.2285
3543.22 11.4990
3543.24 16.5974
3543.25 27.4524
3543.26 20.7367
3543.28 14.2247
3543.29 12.1769
3543.32 10.9678
3543.39 10.3644
3543.51 10.0850
3543.76 9.93376
3544.27 9.80882
3545.28 9.63389
3546.28 9.46687
3546.79 9.38734
3547.04 9.37242
3547.16 9.45836
3547.23 9.80229
3547.26 10.7221
3547.27 12.5754
3547.28 15.0112
3547.29 19.7165
3547.30 30.2322
3547.31 19.7380
3547.33 12.7998
3547.34 10.9264
3547.37 9.87556
3547.42 9.44832
3547.54 9.29315
3547.76 9.21310
3548.21 9.11620
3549.11 8.92943
3550.91 8.50769
3552.72 7.98695
3553.62 7.67332
3554.07 7.49946
3554.29 7.40975
3554.40 7.37176
3554.46 7.37853
3554.52 8.11115
3554.53 8.90781
3554.54 8.10300
3554.60 7.31633
3554.66 7.26100
3554.77 7.19910
3555.00 7.08783
3555.47 6.85427
3556.40 6.31190
3557.32 5.62969
3558.25 4.73882
3558.72 4.17938
3559.18 3.52046
3559.65 2.74129
3560.11 1.84440
3560.57 0.966076
3560.81 0.737360
3560.92 0.788757
3561.04 1.05804
3561.15 1.70318
3561.27 3.01502
3561.33 4.08027
3561.39 5.56045
3561.44 7.62495
3561.50 10.5287
3561.56 14.6655
3561.62 20.6632
3561.68 29.5574
3561.73 43.1229
3561.79 64.5258
3561.85 99.6177
3561.91 159.341
3561.97 262.588
3562.04 473.258
3562.07 592.950
3562.08 618.085
3562.09 639.658
3562.10 656.932
3562.11 668.203
3562.12 675.942
3562.13 678.313
3562.13 675.420
3562.14 667.600
3562.18 601.625
3562.25 417.662
3562.29 326.665
3562.34 259.390
3562.42 175.176
3562.51 127.813
3562.60 99.0009
3562.69 80.1983
3562.77 67.2086
3562.95 50.7704
3563.12 40.9626
3563.30 34.6050
3563.64 26.9018
3563.99 22.4325
3564.34 19.5290
3565.04 15.9252
3565.73 13.7048
3566.43 12.1159
3567.13 10.8490
3567.48 10.3017
3567.65 10.1154
3567.74 10.2813
3567.78 11.1175
3567.80 13.1706
3567.82 16.4493
3567.83 24.3788
3567.84 39.0961
3567.85 24.3728
3567.86 16.9038
3567.87 13.9581
3567.88 11.5120
3567.92 10.2531
3567.98 9.68978
3568.12 9.34377
3568.38 8.91178
3568.65 8.54791
3568.78 8.50980
3568.85 8.94457
3568.88 10.3289
3568.90 13.2648
3568.90 16.9361
3568.91 25.2328
3568.92 35.3762
3568.92 42.4744
3568.93 35.3873
3568.93 25.2331
3568.95 15.7078
3568.96 11.9108
3568.98 9.54995
3569.02 8.42999
3569.10 7.93435
3569.27 7.56115
3569.61 6.98872
3570.29 5.81691
3570.96 4.49918
3571.64 2.99521
3572.31 1.41079
3572.65 0.802634
3572.82 0.672715
3572.90 0.688497
3572.99 0.781231
3573.15 1.31180
3573.24 1.83493
3573.32 2.60128
3573.41 3.72210
3573.49 5.30198
3573.58 7.54082
3573.66 10.7192
3573.75 15.3283
3573.83 21.9340
3573.91 31.7969
3574.00 46.4887
3574.08 69.4950
3574.17 105.671
3574.25 164.510
3574.34 260.625
3574.45 483.277
3574.48 548.650
3574.51 609.268
3574.53 635.679
3574.54 658.355
3574.56 676.555
3574.57 688.997
3574.59 697.125
3574.60 699.769
3574.62 697.078
3574.63 689.427
3574.69 623.210
3574.81 439.538
3574.95 288.498
3575.08 202.924
3575.22 152.302
3575.36 120.773
3575.49 99.5620
3575.63 84.7584
3575.90 65.6418
3576.18 54.0173
3576.45 46.3549
3576.99 36.9379
3577.54 31.4395
3578.08 27.8540
3578.63 25.3340
3579.17 23.4647
3580.26 20.8677
3581.35 19.1350
3582.44 17.8831
3582.99 17.3812
3583.26 17.1795
3583.40 17.1823
3583.46 17.5012
3583.50 18.4857
3583.52 20.4862
3583.52 23.4035
3583.53 29.6306
3583.54 42.3513
3583.56 29.6360
3583.57 22.9314
3583.57 20.2535
3583.59 18.2486
3583.63 17.3073
3583.70 16.9221
3583.85 16.7118
3584.15 16.4708
3584.74 16.0690
3585.34 15.7134
3585.63 15.5681
3585.78 15.5751
3585.86 15.8306
3585.89 16.6348
3585.91 18.4205
3585.92 20.8167
3585.93 26.5872
3585.94 37.8860
3585.95 26.5988
3585.96 20.8149
3585.97 18.4049
3585.99 16.6433
3586.03 15.7549
3586.10 15.4084
3586.25 15.2388
3586.55 15.0620
3587.14 14.7654
3588.32 14.2183
3589.50 13.6906
3590.68 13.1386
3591.87 12.4855
3592.46 12.0719
3593.05 11.5395
3593.35 11.1979
3593.64 10.7778
3593.94 10.2349
3594.23 9.49927
3594.38 9.01702
3594.53 8.42350
3594.68 7.67743
3594.82 6.73190
3594.97 5.53841
3595.04 4.89613
3595.12 4.38657
3595.19 4.55082
3595.23 5.41550
3595.27 7.63249
3595.30 12.9770
3595.32 18.2912
3595.34 26.4328
3595.36 40.8423
3595.37 51.0761
3595.38 64.6307
3595.39 82.7690
3595.40 107.246
3595.40 140.404
3595.41 186.769
3595.43 342.327
3595.45 435.461
3595.45 468.364
3595.46 489.934
3595.46 497.834
3595.47 489.657
3595.48 443.739
3595.50 314.932
3595.52 224.659
3595.54 167.848
3595.55 131.304
3595.57 106.868
3595.61 77.4475
3595.65 61.0212
3595.69 50.6036
3595.73 43.8250
3595.80 35.4205
3595.88 30.4373
3595.96 27.2428
3596.03 24.9826
3596.11 23.3420
3596.26 21.0791
3596.41 19.6051
3596.57 18.5689
3596.72 17.8047
3597.03 16.7411
3597.33 16.0646
3597.64 15.7736
3597.71 15.8970
3597.79 16.4140
3597.83 17.1587
3597.87 19.0864
3597.88 21.3815
3597.90 26.4542
3597.91 31.9602
3597.92 40.9810
3597.93 49.2317
3597.93 61.6286
3597.94 80.8030
3597.94 109.080
3597.95 161.878
3597.96 203.253
3597.96 162.027
3597.97 109.247
3597.97 76.3961
3597.98 56.1368
3597.99 43.9729
3597.99 37.3762
3598.00 28.8042
3598.01 24.2902
3598.04 19.9736
3598.06 18.0545
3598.10 16.4258
3598.15 15.7544
3598.23 15.1784
3598.32 14.9169
3598.68 14.4417
3599.38 13.9411
3600.09 13.5856
3600.80 13.2999
3601.51 13.0567
3602.21 12.8429
3602.92 12.6540
3603.28 12.5881
3603.45 12.6426
3603.54 12.9622
3603.58 13.9580
3603.61 16.2315
3603.62 19.7717
3603.63 30.0337
3603.63 40.4272
3603.64 47.7044
3603.65 40.4723
3603.65 30.0874
3603.66 20.9226
3603.67 17.1859
3603.69 14.4671
3603.73 13.1133
3603.80 12.6220
3603.94 12.4423
3604.24 12.3318
3604.82 12.1847
3605.99 11.9202
3608.33 11.4163
3610.67 10.9051
3611.84 10.6356
3612.43 10.4970
3612.72 10.4335
3612.87 10.4281
3612.94 10.5129
3612.98 10.7984
3612.99 11.3927
3613.01 14.3433
3613.02 18.3238
3613.03 14.3454
3613.06 11.2709
3613.08 10.7005
3613.12 10.4405
3613.20 10.3344
3613.37 10.2662
3613.71 10.1714
3614.38 9.98707
3615.72 9.58898
3618.41 8.59697
3619.75 7.93420
3620.42 7.53019
3621.09 7.05177
3621.76 6.45325
3622.10 6.08061
3622.44 5.62789
3622.77 5.03901
3622.94 4.66243
3623.11 4.20553
3623.27 3.63969
3623.44 3.03953
3623.53 2.97455
3623.57 3.23022
3623.61 4.03141
3623.65 6.22480
3623.67 8.53694
3623.69 12.6025
3623.72 20.1860
3623.74 35.5741
3623.75 50.0869
3623.76 70.5099
3623.77 102.341
3623.78 158.037
3623.79 273.700
3623.80 346.589
3623.81 386.210
3623.81 390.497
3623.82 380.849
3623.82 339.731
3623.84 235.015
3623.85 164.504
3623.86 122.282
3623.87 94.6370
3623.89 75.9396
3623.91 52.5899
3623.93 40.1934
3623.96 32.2489
3623.98 27.1924
3624.03 20.9686
3624.08 17.2953
3624.13 14.9812
3624.23 12.1650
3624.32 10.5322
3624.42 9.45620
3624.61 8.08922
3624.81 7.21198
3625.00 6.56116
3625.39 5.56588
3626.17 3.96935
3626.94 2.44328
3627.72 1.00008
3628.11 0.562854
3628.30 0.562641
3628.50 0.847492
3628.69 1.62571
3628.79 2.30176
3628.88 3.25785
3628.98 4.59254
3629.08 6.44537
3629.18 9.01744
3629.27 12.6044
3629.37 17.6507
3629.47 24.8406
3629.56 35.2564
3629.66 50.6555
3629.76 73.9651
3629.85 110.138
3629.95 167.443
3630.05 258.393
3630.19 479.571
3630.23 544.936
3630.27 604.025
3630.29 631.253
3630.30 653.421
3630.32 671.349
3630.34 684.499
3630.36 692.825
3630.38 695.347
3630.40 692.788
3630.41 685.496
3630.49 619.425
3630.63 436.786
3630.75 322.292
3630.87 245.664
3630.99 193.793
3631.11 158.310
3631.34 114.073
3631.58 88.7989
3631.82 72.7786
3632.05 61.9709
3632.53 48.4506
3633.00 40.4798
3633.47 35.2804
3633.94 31.6424
3634.42 28.9629
3635.36 25.2879
3636.31 22.8971
3636.78 21.9928
3637.26 21.2350
3637.73 20.6637
3637.85 20.6101
3637.97 20.7372
3638.03 21.0296
3638.08 21.9121
3638.11 23.0958
3638.14 25.8842
3638.16 29.1369
3638.17 35.9821
3638.18 43.1238
3638.19 53.7895
3638.20 72.6672
3638.20 113.057
3638.21 165.334
3638.22 206.298
3638.22 165.496
3638.23 113.240
3638.24 72.8111
3638.25 51.9828
3638.25 41.0118
3638.26 34.7126
3638.28 28.2480
3638.29 25.2034
3638.33 22.5286
3638.36 21.4363
3638.42 20.4939
3638.48 20.0995
3638.74 19.4963
3639.24 18.9240
3639.75 18.4788
3640.25 18.0896
3641.27 17.4261
3642.28 16.8761
3644.30 16.0075
3646.33 15.3438
3650.38 14.3667
3652.40 13.9843
3653.41 13.8138
3653.92 13.7468
3654.17 13.7691
3654.30 13.9760
3654.36 14.6837
3654.39 16.5815
3654.41 20.2075
3654.42 24.8029
3654.42 34.2271
3654.43 46.8068
3654.44 54.8457
3654.44 46.8339
3654.45 34.2595
3654.46 24.0515
3654.47 19.8461
3654.48 16.3519
3654.52 14.5955
3654.58 13.9131
3654.71 13.6826
3654.98 13.5896
3655.24 13.5798
3655.37 13.7139
3655.44 14.2148
3655.47 15.5810
3655.49 18.4105
3655.50 21.9325
3655.51 29.8820
3655.51 39.6010
3655.52 46.4096
3655.52 39.6311
3655.53 29.9177
3655.54 23.3538
3655.54 19.4611
3655.56 16.3625
3655.58 14.5485
3655.63 13.7952
3655.74 13.5340
3655.95 13.4315
3656.37 13.3479
3657.20 13.2164
3658.88 12.9621
3659.72 12.8268
3660.55 12.6694
3660.97 12.5676
3661.39 12.4212
3661.60 12.3054
3661.81 12.1148
3661.91 11.9539
3662.02 11.6973
3662.12 11.2864
3662.15 11.2465
3662.17 11.5516
3662.19 12.1923
3662.20 13.9477
3662.21 19.3985
3662.22 26.9877
3662.23 40.2693
3662.23 67.1245
3662.24 88.4418
3662.25 82.8280
3662.25 60.8570
3662.26 42.6138
3662.27 31.9543
3662.29 23.2023
3662.30 19.4294
3662.32 17.6100
3662.39 14.8970
3662.46 14.0451
3662.53 13.6438
3662.67 13.2484
3662.81 13.0511
3663.08 12.8407
3663.36 12.7212
3663.92 12.5690
3664.47 12.4599
3665.58 12.2834
3666.69 12.1270
3668.91 11.8299
3670.02 11.6827
3670.57 11.6126
3670.85 11.5931
3670.99 11.6406
3671.05 11.8481
3671.09 12.4521
3671.11 13.6480
3671.12 15.3906
3671.12 19.1891
3671.14 26.8183
3671.15 19.1902
3671.16 14.6384
3671.17 13.0445
3671.19 12.0931
3671.24 11.6932
3671.34 11.5521
3671.53 11.4886
3671.91 11.4260
3672.67 11.3197
3673.44 11.2383
3673.82 11.3065
3673.91 11.4197
3674.01 11.7512
3674.06 12.2048
3674.10 13.3600
3674.13 14.8099
3674.15 18.2339
3674.16 21.9916
3674.18 29.5205
3674.18 36.3704
3674.19 47.4030
3674.19 66.0375
3674.20 91.3519
3674.21 143.773
3674.21 172.299
3674.22 135.981
3674.23 91.5528
3674.23 66.2261
3674.24 50.0238
3674.25 32.6914
3674.26 24.5573
3674.26 20.5494
3674.28 16.3032
3674.30 14.3691
3674.34 12.7151
3674.38 12.0451
3674.46 11.5084
3674.53 11.3021
3674.84 11.0529
3675.45 10.8993
3676.67 10.6739
3677.90 10.4418
3679.12 10.1886
3680.34 9.90642
3681.57 9.58739
3682.79 9.22577
3683.40 9.05328
3683.71 9.08363
3683.86 9.54393
3683.90 10.0106
3683.94 11.1927
3683.96 12.5880
3683.98 15.6566
3683.99 18.9732
3684.00 24.3814
3684.01 36.6506
3684.01 47.9129
3684.02 62.6820
3684.02 94.1958
3684.03 117.017
3684.04 94.2792
3684.04 62.7788
3684.05 38.6078
3684.06 27.1597
3684.07 20.4610
3684.08 17.0969
3684.09 13.4166
3684.11 11.7790
3684.14 10.2478
3684.18 9.63509
3684.31 8.91441
3684.58 8.61405
3685.11 8.32341
3686.18 7.75291
3687.25 7.05606
3688.32 6.16365
3689.39 4.97592
3689.93 4.22729
3690.46 3.34959
3691.00 2.34063
3691.53 1.28380
3691.80 0.849497
3692.07 0.675591
3692.20 0.806661
3692.34 1.24147
3692.47 2.46964
3692.51 3.22892
3692.54 4.71932
3692.56 6.32982
3692.57 9.42605
3692.58 12.8474
3692.59 18.2975
3692.60 28.7932
3692.60 37.7308
3692.60 53.1038
3692.61 84.3838
3692.62 103.624
3692.62 84.6554
3692.63 53.5831
3692.64 31.4005
3692.64 21.1401
3692.66 12.3136
3692.67 9.00432
3692.69 7.54745
3692.71 6.58223
3692.74 6.57783
3692.80 7.60907
3692.86 9.35628
3692.97 14.9424
3693.08 24.4447
3693.19 41.2633
3693.31 71.9095
3693.36 97.1029
3693.42 132.125
3693.47 181.944
3693.53 252.465
3693.64 466.875
3693.70 586.358
3693.71 611.995
3693.72 634.052
3693.74 651.795
3693.75 663.908
3693.77 671.915
3693.78 674.583
3693.79 672.043
3693.81 664.652
3693.86 600.289
3693.97 422.952
3694.06 310.303
3694.15 234.835
3694.25 184.551
3694.34 150.381
3694.52 107.902
3694.70 83.6644
3694.88 68.3619
3695.06 58.0930
3695.42 45.3168
3695.79 37.7920
3696.15 32.9108
3696.51 29.5007
3696.87 26.9918
3697.60 23.5526
3698.32 21.3133
3699.05 19.7323
3699.77 18.5547
3701.22 16.8977
3702.67 15.7648
3704.12 14.9151
3705.57 14.2286
3708.46 13.0859
3709.91 12.5371
3711.36 11.9342
3712.81 11.1791
3713.54 10.6800
3714.26 10.0231
3714.62 9.59594
3714.98 9.06773
3715.35 8.38755
3715.71 7.46962
3715.89 6.87373
3716.07 6.15569
3716.25 5.27689
3716.43 4.20835
3716.61 3.01362
3716.71 2.51580
3716.80 2.42460
3716.84 2.77574
3716.89 3.67867
3716.93 5.62663
3716.98 9.64184
3717.00 13.1496
3717.02 18.3213
3717.05 26.0866
3717.07 37.3896
3717.09 55.9049
3717.11 84.4721
3717.14 134.121
3717.16 214.883
3717.19 398.924
3717.20 499.996
3717.21 541.930
3717.22 565.677
3717.23 574.951
3717.23 567.507
3717.25 514.708
3717.28 362.389
3717.30 275.520
3717.32 215.197
3717.35 173.102
3717.37 143.169
3717.41 104.902
3717.46 82.3542
3717.50 67.6325
3717.54 57.8220
3717.63 45.4670
3717.72 38.0679
3717.81 33.2922
3717.90 29.9461
3717.99 27.4813
3718.16 24.0919
3718.34 21.9024
3718.52 20.3587
3718.69 19.2231
3719.04 17.6497
3719.40 16.6250
3719.75 16.0176
3719.84 16.0113
3719.93 16.2760
3719.97 16.7438
3720.02 18.0504
3720.04 19.6825
3720.06 23.4709
3720.07 27.5160
3720.08 35.3329
3720.09 52.8150
3720.10 72.0091
3720.10 98.0159
3720.11 151.614
3720.12 180.627
3720.12 143.629
3720.13 98.1602
3720.13 72.1291
3720.14 58.2010
3720.15 41.4780
3720.16 31.8159
3720.16 26.9952
3720.18 21.7407
3720.20 19.3006
3720.23 17.1718
3720.26 16.2996
3720.33 15.5417
3720.40 15.2031
3720.67 14.6336
3721.20 14.0579
3721.74 13.6349
3722.28 13.2833
3723.35 12.7034
3723.89 12.4733
3724.16 12.4591
3724.29 12.7943
3724.36 14.0348
3724.38 15.0985
3724.39 17.4432
3724.41 24.0941
3724.42 31.9622
3724.43 48.6690
3724.43 71.9567
3724.44 85.0687
3724.45 72.0077
3724.45 48.7301
3724.46 33.4468
3724.47 25.6181
3724.48 18.6823
3724.50 15.8067
3724.51 14.5322
3724.57 12.8579
3724.68 12.2815
3724.91 12.0297
3725.37 11.7923
3725.83 11.6256
3726.06 11.7010
3726.18 12.2916
3726.21 12.8715
3726.24 14.3070
3726.25 16.0392
3726.27 19.4716
3726.28 28.2542
3726.29 38.3364
3726.29 60.0654
3726.30 90.5318
3726.31 109.278
3726.31 90.6641
3726.32 60.2303
3726.33 36.6053
3726.34 26.4474
3726.35 18.2375
3726.37 15.2120
3726.38 13.7958
3726.42 12.5334
3726.45 12.0294
3726.58 11.4261
