Gd-157(n,g) ENDF/B-VII.1
58.2195 668.187
58.2515 966.831
58.2835 1483.27
58.3155 2401.16
58.3478 3840.46
58.3800 4798.72
58.4123 3837.65
58.4445 2397.96
58.4808 1392.19
58.5172 868.029
58.5535 581.992
58.5899 413.762
58.6262 307.902
58.6625 237.478
58.7352 153.076
58.8079 106.598
58.8806 78.4141
59.0259 47.4929
59.1713 31.8361
59.3166 22.8422
59.4620 17.2086
59.6073 13.4500
59.8980 8.90620
60.1887 6.37158
60.4794 4.81727
60.7701 3.79805
61.3515 2.59425
61.9329 1.95076
62.5143 1.58726
63.0957 1.39302
63.9741 1.35569
64.4133 1.48767
64.8525 1.81827
65.2917 2.61147
65.5113 3.42403
65.7308 4.90587
65.8406 6.14382
65.9504 8.01158
66.0602 11.0160
66.1700 16.2961
66.2798 26.8753
66.3347 36.6679
66.3896 53.0835
66.4445 83.6745
66.4720 109.888
66.4994 150.381
66.5269 217.233
66.5543 337.417
66.5680 435.362
66.5818 576.980
66.5955 786.131
66.6092 1094.35
66.6296 1749.72
66.6500 2186.89
66.6704 1750.64
66.6908 1094.82
66.7033 810.161
66.7157 609.833
66.7406 369.656
66.7655 243.379
66.7904 170.980
66.8152 126.190
66.8401 96.7655
66.8899 61.9395
66.9397 42.9877
66.9895 31.5855
67.0890 19.1636
67.1885 12.9119
67.2881 9.33344
67.3876 7.09646
67.4872 5.60561
67.6863 3.80326
67.8854 2.79596
68.2836 1.76620
68.6818 1.27512
69.0799 1.00213
69.8763 0.724314
70.6727 0.594505
71.4691 0.527312
73.0618 0.481368
74.6546 0.509470
76.2473 0.625645
77.0437 0.745458
77.8401 0.951989
78.6365 1.34538
79.0346 1.69115
79.4328 2.24398
79.9286 3.56852
80.1765 4.82709
80.4244 7.02022
80.6723 11.4106
80.7963 15.5088
80.9202 22.4926
81.0442 35.9318
81.1061 47.9062
81.1681 67.2297
81.2301 101.324
81.2611 128.978
81.2921 169.427
81.3231 231.456
81.3540 331.783
81.3850 503.302
81.4160 803.802
81.4480 1283.96
81.4800 1604.57
81.5120 1285.13
81.5440 805.240
81.5662 573.938
81.5884 419.149
81.6106 315.699
81.6328 245.018
81.6772 159.535
81.7216 113.054
81.7660 85.7926
81.8104 69.0850
81.8992 52.9632
81.9880 51.8036
82.0324 57.2222
82.0768 69.1774
82.1212 93.2722
82.1656 144.498
82.1878 192.248
82.2100 270.323
82.2322 404.813
82.2544 642.013
82.2772 1020.01
82.3000 1272.03
82.3228 1018.98
82.3456 639.770
82.3653 421.998
82.3850 290.032
82.4047 208.939
82.4244 156.950
82.4639 97.7526
82.5033 67.0467
82.5427 49.1922
82.5821 37.9087
82.6609 24.9436
82.7398 17.9993
82.8186 13.8085
82.9763 9.14701
83.1339 6.70056
83.2916 5.23721
83.6069 3.63390
83.9223 2.83319
84.2376 2.40823
84.8683 2.15578
85.4989 2.54821
85.8143 3.12555
86.1296 4.25354
86.4449 6.67336
86.6026 9.01868
86.7602 13.1194
86.9179 21.2409
86.9967 28.6552
87.0756 40.8952
87.1544 63.1673
87.1938 81.7825
87.2332 109.808
87.2727 154.469
87.2924 187.189
87.3121 230.669
87.3318 289.659
87.3515 371.118
87.3712 484.891
87.3909 642.602
87.4255 1027.80
87.4600 1284.65
87.4773 1209.00
87.4946 1027.65
87.5291 642.288
87.5642 392.263
87.5994 253.650
87.6345 174.381
87.6697 126.209
87.7048 95.1832
87.7399 74.1885
87.8102 48.5888
87.8805 34.2563
87.9508 25.4663
88.0913 15.7218
88.2319 10.7386
88.3725 7.85765
88.6536 4.83176
88.9347 3.36119
89.2158 2.54021
89.7781 1.71271
90.3403 1.33915
90.9025 1.15789
92.0270 1.06959
93.1515 1.24047
93.7137 1.46420
94.2760 1.87915
94.8382 2.73738
95.1193 3.55913
95.4004 5.00266
95.6816 7.93066
95.8221 10.7008
95.9627 15.4833
96.1032 24.8475
96.1735 33.3249
96.2438 47.2179
96.3141 72.2441
96.3492 92.9585
96.3844 123.858
96.4195 172.462
96.4546 253.924
96.4898 400.170
96.5249 673.153
96.5575 1076.09
96.5900 1345.96
96.6226 1078.42
96.6551 674.837
96.6812 455.743
96.7074 318.209
96.7335 231.201
96.7596 174.225
96.8119 108.084
96.8642 73.2767
96.9164 52.9524
96.9687 40.1394
97.0732 25.5798
97.1778 17.9878
97.2823 13.5706
97.4913 8.98065
97.7004 6.88104
97.9094 5.88713
98.3276 5.56542
98.7457 6.97284
98.9547 8.64444
99.1638 11.5922
99.2683 13.9077
99.3728 17.1752
99.4774 21.9699
99.5819 29.3801
99.6864 41.6744
99.7387 51.0935
99.7910 64.2114
99.8432 83.2237
99.8955 112.172
99.9477 159.162
100.000 242.094
100.033 329.164
100.065 468.155
100.098 701.168
100.130 1099.40
100.165 1753.38
100.200 2188.82
100.235 1755.89
100.270 1101.09
100.309 646.298
100.348 406.104
100.386 273.827
100.425 195.560
100.464 146.105
100.503 113.108
100.580 73.4437
100.658 51.5465
100.736 38.2454
100.891 23.6389
101.046 16.2460
101.201 12.0115
101.512 7.63711
101.822 5.59527
102.132 4.55192
102.753 3.86312
103.374 4.42388
103.684 5.35121
103.995 7.17865
104.150 8.73793
104.305 11.1022
104.383 12.7629
104.460 14.9052
104.538 17.7316
104.615 21.5640
104.693 26.9383
104.771 34.8002
104.848 46.9444
104.926 67.1134
104.965 82.5848
105.003 104.156
105.042 135.427
105.081 183.004
105.120 259.898
105.159 393.880
105.178 499.702
105.197 648.522
105.217 860.925
105.236 1160.67
105.268 1860.84
105.300 2326.13
105.332 1853.86
105.364 1155.02
105.400 672.437
105.436 420.623
105.471 282.947
105.507 201.848
105.543 150.755
105.579 116.737
105.650 75.9330
105.722 53.4618
105.794 39.8437
105.937 24.9510
106.080 17.4870
106.223 13.2949
106.510 9.27260
106.796 8.12687
106.939 8.41860
107.082 9.58441
107.226 12.5338
107.297 15.4763
107.369 20.5856
107.440 30.4208
107.476 39.0778
107.512 52.7908
107.548 76.2279
107.584 120.583
107.601 158.640
107.619 216.510
107.637 307.452
107.655 450.165
107.678 715.035
107.700 890.971
107.723 715.899
107.745 450.765
107.766 287.644
107.787 192.953
107.808 136.570
107.829 101.300
107.871 62.1042
107.913 42.3991
107.955 31.1856
107.997 24.2707
108.081 16.5661
108.166 12.6539
108.250 10.4479
108.418 8.32637
108.754 7.59777
109.091 9.15031
109.427 13.6382
109.595 18.2193
109.763 26.3775
109.932 42.7990
110.016 58.0028
110.100 83.4627
110.184 130.774
110.226 171.250
110.268 233.425
110.310 335.869
110.352 518.387
110.373 666.036
110.394 878.342
110.415 1189.67
110.436 1645.28
110.468 2640.08
110.500 3313.02
110.532 2651.38
110.564 1653.69
110.601 941.860
110.639 579.886
110.676 385.829
110.713 273.289
110.750 202.830
110.788 156.241
110.862 100.791
110.937 70.3873
111.011 52.0422
111.160 31.9830
111.309 21.8594
111.458 16.0724
111.757 10.0803
112.055 7.25405
112.353 5.76680
112.949 4.59360
113.545 4.83508
113.843 5.57695
114.142 7.12601
114.440 10.5112
114.589 13.8001
114.738 19.5421
114.887 30.9017
114.961 41.2501
115.036 58.3085
115.111 89.3406
115.148 115.251
115.185 154.107
115.222 216.068
115.260 321.263
115.297 515.038
115.315 671.235
115.334 887.546
115.367 1424.11
115.400 1785.62
115.433 1426.81
115.466 889.466
115.487 651.173
115.508 485.865
115.549 291.281
115.591 190.814
115.632 133.870
115.674 98.9417
115.716 76.1300
115.799 49.3109
115.882 34.7923
115.965 26.1047
116.131 16.7238
116.298 12.0761
116.464 9.48663
116.797 6.97599
117.130 6.03093
117.462 5.83000
118.128 6.87888
118.460 8.20151
118.793 10.3745
119.126 14.0176
119.292 16.7804
119.458 20.5678
119.625 25.9431
119.791 33.8994
119.957 46.3810
120.124 67.5100
120.207 84.0356
120.290 107.486
120.373 142.268
120.456 196.762
120.540 288.827
120.623 459.636
120.664 603.621
120.706 818.666
120.748 1149.00
120.789 1656.04
120.845 2641.26
120.900 3293.52
120.956 2628.67
121.012 1638.24
121.050 1169.33
121.088 854.486
121.127 642.120
121.165 496.464
121.241 318.297
121.317 219.784
121.393 160.217
121.470 121.790
121.622 77.0031
121.775 53.0017
121.927 38.7159
122.232 23.2949
122.537 15.5973
122.842 11.2158
123.147 8.48676
123.452 6.67315
124.062 4.48911
124.672 3.27674
125.283 2.53756
125.893 2.05756
127.049 1.52589
128.206 1.25717
130.520 1.12021
131.677 1.21406
132.833 1.46947
133.990 2.10134
134.279 2.42814
134.569 3.00594
134.713 3.57115
134.858 4.78732
134.930 6.13903
135.002 9.11272
135.039 12.2160
135.075 18.1228
135.093 23.2771
135.111 31.2520
135.129 44.0926
135.147 64.8666
135.169 101.984
135.190 126.783
135.212 102.066
135.233 65.0173
135.253 42.2244
135.274 29.1574
135.294 21.4527
135.314 16.6740
135.355 11.4271
135.396 8.84536
135.477 6.58216
135.558 5.74428
135.721 5.37695
135.883 5.64171
136.208 7.07337
136.534 9.84408
136.696 12.0924
136.859 15.3788
137.021 20.4763
137.184 29.0805
137.265 35.8577
137.346 45.6076
137.428 60.4322
137.509 84.6612
137.590 128.647
137.631 165.565
137.672 221.372
137.712 311.545
137.753 468.073
137.793 765.606
137.814 1014.24
137.834 1368.21
137.867 2182.67
137.900 2745.23
137.933 2219.57
137.966 1398.93
137.990 985.043
138.014 714.368
138.038 536.063
138.062 416.775
138.110 275.261
138.158 200.930
138.205 159.228
138.253 135.767
138.301 123.900
138.325 121.305
138.349 120.680
138.373 121.990
138.397 125.281
138.421 130.747
138.445 138.631
138.469 149.453
138.493 163.787
138.517 182.636
138.541 207.409
138.565 240.349
138.588 284.339
138.612 344.661
138.636 428.561
138.660 549.392
138.684 726.810
138.708 994.126
138.732 1396.29
138.766 2220.40
138.800 2757.14
138.834 2195.23
138.868 1375.96
138.892 975.625
138.916 711.159
138.941 536.388
138.965 418.234
139.013 278.032
139.062 206.203
139.110 171.903
139.158 168.971
139.183 183.819
139.207 218.290
139.231 289.047
139.255 427.514
139.266 524.981
139.278 635.022
139.300 769.189
139.323 623.729
139.345 408.140
139.361 300.096
139.377 227.621
139.409 145.192
139.442 103.388
139.474 79.4071
139.538 53.8508
139.603 40.6743
139.731 27.2426
139.860 20.3833
140.118 13.4529
140.375 10.0887
140.633 8.24776
140.890 7.23758
141.406 6.77052
141.921 8.31902
142.178 10.4006
142.436 14.3932
142.565 17.7627
142.693 22.8294
142.758 26.3614
142.822 30.8869
142.887 36.8076
142.951 44.7357
143.015 55.7145
143.080 71.4809
143.144 95.2277
143.209 133.270
143.241 161.436
143.273 199.435
143.305 252.240
143.337 328.219
143.370 442.050
143.402 620.413
143.434 911.981
143.466 1392.99
143.503 2225.21
143.540 2768.36
143.577 2204.74
143.614 1376.71
143.651 847.953
143.688 551.923
143.725 381.214
143.762 277.051
143.799 209.435
143.836 163.525
143.910 107.403
143.984 75.8164
144.058 56.4185
144.206 34.8470
144.353 23.7740
144.501 17.3588
144.649 13.3158
144.797 10.6085
145.093 7.32532
145.389 5.50482
145.980 3.75468
146.572 3.24048
146.867 3.36793
147.163 3.90715
147.459 5.33173
147.607 6.80696
147.755 9.46354
147.902 14.8691
147.976 19.9118
148.050 28.3885
148.124 44.2656
148.161 57.9171
148.198 78.9966
148.235 114.001
148.272 177.009
148.291 228.660
148.309 303.675
148.328 414.925
148.346 578.369
148.373 919.641
148.400 1145.44
148.428 913.499
148.455 568.222
148.486 330.120
148.517 206.545
148.547 138.836
148.578 99.1111
148.609 74.0083
148.640 57.3499
148.701 37.3231
148.763 26.2810
148.824 19.5747
148.947 12.2053
149.070 8.45552
149.193 6.29148
149.439 4.01347
149.685 2.89435
149.931 2.25919
150.423 1.59689
150.914 1.27698
151.406 1.10551
152.390 0.983836
153.374 1.08977
153.866 1.27512
154.358 1.65316
154.849 2.49322
155.095 3.33112
155.341 4.83854
155.464 6.08765
155.587 7.96055
155.710 10.9505
155.833 16.1476
155.956 26.4085
156.018 35.7529
156.079 51.1133
156.110 62.8361
156.141 79.0009
156.171 102.275
156.202 137.086
156.233 192.464
156.248 232.865
156.264 285.976
156.279 358.046
156.294 456.185
156.310 592.917
156.325 779.364
156.353 1241.16
156.380 1545.31
156.408 1238.28
156.435 776.993
156.467 444.499
156.499 274.293
156.531 182.693
156.563 129.338
156.596 95.9927
156.628 73.9191
156.692 47.5920
156.756 33.1654
156.820 24.4432
156.949 14.9013
157.077 10.0818
157.205 7.31751
157.334 5.58780
157.462 4.43475
157.719 3.04260
157.976 2.26788
158.489 1.48691
158.882 1.19349
159.274 1.02089
160.058 0.861901
160.842 0.848420
161.626 0.966267
162.410 1.31366
162.803 1.67935
163.195 2.34831
163.587 3.75039
163.783 5.10795
163.979 7.49752
164.175 12.3094
164.273 16.7869
164.371 24.3444
164.469 38.5955
164.518 50.9384
164.567 70.2322
164.616 102.631
164.665 162.383
164.690 212.333
164.714 286.406
164.739 399.207
164.763 571.260
164.797 912.772
164.830 1140.90
164.864 914.298
164.897 572.373
164.920 408.517
164.943 298.192
164.966 224.034
164.989 173.272
165.035 111.046
165.081 76.7238
165.127 55.9769
165.173 42.6177
165.265 27.0700
165.356 18.7436
165.448 13.7971
165.632 8.47106
165.816 5.83259
165.999 4.35266
166.367 2.88855
166.734 2.32697
167.102 2.35653
167.285 2.75253
167.377 3.18707
167.469 3.97105
167.561 5.54060
167.607 6.96860
167.653 9.30980
167.699 13.5306
167.745 22.1781
167.768 30.2935
167.791 43.7421
167.814 67.7544
167.837 111.797
167.847 142.748
167.858 178.112
167.880 222.030
167.902 177.751
167.924 111.771
167.948 65.8339
167.972 41.8373
167.996 28.6230
168.021 20.8609
168.045 15.9479
168.069 12.6915
168.117 8.78929
168.166 6.64697
168.214 5.36466
168.311 4.00035
168.408 3.37482
168.505 3.09386
168.699 3.08685
168.893 3.71531
168.990 4.41328
169.087 5.64652
169.183 8.06192
169.232 10.2418
169.280 13.7958
169.329 20.2015
169.353 25.4952
169.377 33.4004
169.402 45.9296
169.426 66.9553
169.450 104.968
169.462 135.225
169.474 176.623
169.485 225.696
169.496 281.210
169.518 350.409
169.540 280.685
169.562 176.702
169.587 104.968
169.611 67.0638
169.635 46.1854
169.660 33.8440
169.684 26.0659
169.708 20.8992
169.757 14.7640
169.805 11.4565
169.854 9.54202
169.951 7.69587
170.145 7.26319
170.339 9.10530
170.533 13.9444
170.631 18.6859
170.728 26.8223
170.825 42.3179
170.873 55.8631
170.922 77.1183
170.970 113.162
171.019 180.223
171.043 236.997
171.068 322.080
171.092 453.311
171.116 655.170
171.148 1042.85
171.180 1299.09
171.213 1035.97
171.245 644.646
171.273 422.192
171.301 288.190
171.329 205.673
171.357 153.052
171.413 93.1882
171.469 62.3203
171.525 44.5229
171.580 33.3871
171.692 20.8057
171.804 14.2544
171.916 10.4211
172.139 6.34853
172.363 4.34567
172.587 3.21696
173.034 2.06420
173.481 1.52992
173.928 1.25703
174.823 1.07704
175.717 1.23050
176.164 1.48458
176.611 1.98922
177.059 3.08270
177.282 4.15140
177.506 6.03783
177.729 9.83181
177.841 13.3552
177.953 19.2829
178.065 30.3839
178.121 39.9466
178.177 54.7981
178.232 79.5043
178.260 98.4116
178.288 124.418
178.316 161.491
178.344 215.487
178.372 296.162
178.400 416.507
178.420 532.048
178.440 663.567
178.480 827.010
178.500 777.433
178.521 659.813
178.561 410.939
178.601 253.292
178.641 164.970
178.682 114.006
178.722 82.8887
178.762 62.6884
178.802 48.9698
178.882 32.1964
178.963 22.7577
179.043 16.9626
179.204 10.5217
179.365 7.22592
179.525 5.32352
179.847 3.33945
180.168 2.39698
180.489 1.89911
181.132 1.50850
181.775 1.61009
182.096 1.88994
182.417 2.47831
182.739 3.78405
182.900 5.07114
183.060 7.34978
183.221 11.9470
183.301 16.2264
183.382 23.4249
183.462 36.9418
183.502 48.6049
183.542 66.6913
183.582 96.9018
183.623 151.813
183.643 197.266
183.663 263.924
183.683 364.024
183.703 513.408
183.731 821.417
183.760 1027.00
183.789 821.596
183.817 513.484
183.843 328.613
183.870 220.004
183.896 154.976
183.922 114.119
183.974 68.5831
184.027 45.5087
184.079 32.3528
184.132 24.1849
184.236 15.0257
184.341 10.2915
184.446 7.53577
184.656 4.62444
184.865 3.20037
185.075 2.40202
185.494 1.59283
185.913 1.22287
186.332 1.03857
187.170 0.931339
188.009 1.06501
188.428 1.25903
188.847 1.63003
189.266 2.41475
189.476 3.17484
189.685 4.51608
189.895 7.23979
190.000 9.80769
190.104 14.2069
190.209 22.7197
190.262 30.3148
190.314 42.5605
190.366 64.0794
190.393 81.4402
190.419 106.688
190.445 145.060
190.471 206.371
190.497 309.300
190.524 484.707
190.552 775.471
190.580 968.060
190.608 773.760
190.637 484.192
190.665 296.112
190.694 191.751
190.723 132.030
190.751 95.8209
190.780 72.3964
190.809 56.5918
190.866 37.2733
190.923 26.4443
190.981 19.8228
191.095 12.5015
191.210 8.78255
191.324 6.66345
191.554 4.51734
191.783 3.58902
192.012 3.20909
192.471 3.35553
192.700 3.83601
192.929 4.70267
193.159 6.21570
193.388 8.99567
193.503 11.3059
193.617 14.7541
193.732 20.2204
193.847 29.5964
193.904 37.0344
193.961 47.7001
194.019 63.7701
194.076 89.5361
194.133 134.420
194.162 170.379
194.190 222.033
194.219 299.897
194.248 421.922
194.276 623.195
194.305 957.934
194.338 1533.56
194.370 1917.17
194.403 1532.22
194.435 956.762
194.455 706.942
194.475 531.413
194.515 321.603
194.554 211.552
194.594 148.646
194.634 109.663
194.674 84.0724
194.753 53.8253
