In-115(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
211.811 8.53695
211.856 13.5628
211.900 16.9062
211.945 13.5641
211.989 8.53759
212.021 6.06200
212.052 4.41783
212.084 3.32591
212.115 2.58297
212.179 1.68584
212.242 1.19487
212.305 0.900706
212.368 0.711768
212.495 0.493352
212.621 0.377629
212.747 0.310245
213.000 0.243995
213.253 0.227337
213.506 0.261959
213.632 0.322120
213.758 0.466588
213.822 0.617489
213.885 0.896160
213.948 1.46979
213.980 1.98537
214.011 2.75998
214.056 4.34004
214.100 5.39240
214.145 4.33823
214.189 2.75568
214.233 1.74827
214.277 1.18066
214.321 0.850967
214.365 0.648198
214.453 0.426198
214.540 0.315413
214.716 0.213335
214.892 0.169067
215.243 0.131993
215.595 0.117337
217.000 0.109177
218.406 0.133035
219.108 0.162004
219.460 0.193314
219.635 0.236264
219.723 0.294397
219.767 0.353402
219.811 0.455734
219.900 0.722961
219.989 0.469577
220.051 0.348602
220.113 0.297242
220.237 0.265576
220.484 0.270996
220.980 0.340098
221.475 0.465713
221.970 0.696415
222.218 0.890156
222.466 1.18461
222.713 1.66394
222.961 2.52274
223.085 3.23468
223.209 4.30311
223.333 6.01439
223.456 9.00961
223.580 14.9875
223.642 20.4924
223.704 29.6789
223.735 36.7726
223.766 46.6747
223.797 61.1599
223.828 83.2951
223.859 119.575
223.890 183.568
223.905 235.044
223.921 308.490
223.936 415.132
223.952 568.157
223.976 908.848
224.000 1135.87
224.024 908.716
224.048 568.010
224.069 373.213
224.090 254.893
224.111 182.093
224.132 135.416
224.173 82.3544
224.215 54.9638
224.256 39.1642
224.298 29.2777
224.381 18.1204
224.464 12.3072
224.548 8.91166
224.631 6.76132
224.714 5.31794
224.880 3.56279
225.047 2.58753
225.213 2.00097
225.379 1.63582
225.712 1.29929
225.878 1.29065
226.045 1.42179
226.211 1.81133
226.294 2.20253
226.377 2.85998
226.461 4.04571
226.544 6.42532
226.585 8.57862
226.627 12.0243
226.669 17.8106
226.710 27.6852
226.755 44.0665
226.800 54.9870
226.845 44.0359
226.890 27.6306
226.929 18.2704
226.967 12.5904
227.006 9.08680
227.044 6.83490
227.121 4.26349
227.198 2.93073
227.275 2.15580
227.352 1.66758
227.506 1.10803
227.660 0.809245
227.815 0.629251
228.123 0.428669
228.431 0.322053
228.739 0.256815
229.355 0.181721
229.972 0.140162
230.588 0.114073
231.820 0.0838444
233.053 0.0676914
234.285 0.0584553
236.751 0.0508661
239.216 0.0527473
241.681 0.0654473
242.913 0.0791523
244.146 0.103337
245.379 0.154708
245.687 0.180599
245.995 0.226464
246.149 0.270583
246.303 0.359459
246.380 0.448297
246.457 0.614878
246.496 0.759262
246.534 0.983011
246.573 1.34543
246.611 1.94162
246.656 2.97663
246.700 3.66816
246.745 2.98690
246.789 1.96181
246.823 1.42985
246.857 1.08910
246.925 0.726625
246.992 0.560750
247.060 0.476853
247.196 0.407963
247.331 0.392332
247.603 0.420200
247.874 0.493394
248.145 0.620103
248.416 0.865484
248.552 1.11379
248.687 1.64925
248.755 2.24016
248.789 2.74271
248.823 3.52544
248.857 4.84866
248.890 7.34193
248.907 9.49166
248.924 12.7542
248.941 17.9098
248.958 26.1250
248.979 41.2371
249.000 51.2441
249.021 41.2041
249.042 26.2147
249.055 19.4370
249.069 14.7805
249.095 9.31490
249.122 6.51221
249.148 4.94150
249.202 3.39194
249.255 2.72328
249.361 2.27688
249.468 2.27241
249.681 2.82905
249.893 4.11546
250.000 5.21780
250.106 6.87680
250.213 9.51984
250.319 14.0861
250.372 17.7312
250.426 22.9875
250.479 30.9680
250.532 43.9009
250.585 66.7879
250.612 85.3811
250.638 112.603
250.665 154.345
250.692 221.858
250.718 337.120
250.745 538.778
250.772 862.273
250.800 1078.00
250.828 862.123
250.855 538.615
250.882 337.548
250.908 222.393
250.935 154.834
250.961 113.016
250.988 85.7205
251.014 67.0655
251.067 44.1191
251.120 31.1130
251.173 23.0962
251.279 14.1404
251.385 9.53248
251.491 6.85786
251.597 5.17005
251.703 4.03760
251.914 2.66018
252.126 1.88642
252.338 1.40898
252.550 1.09383
252.973 0.716762
253.397 0.508495
253.821 0.381487
254.244 0.298421
255.092 0.200141
255.939 0.146722
256.786 0.114843
257.633 0.0947061
259.328 0.0733758
261.022 0.0673528
262.717 0.0792651
263.140 0.0892774
263.564 0.108942
263.776 0.128482
263.987 0.168655
264.093 0.210262
264.199 0.293773
264.252 0.372598
264.305 0.506783
264.358 0.756992
264.411 1.24999
264.456 1.92738
264.500 2.38002
264.545 1.93440
264.589 1.26383
264.624 0.903832
264.660 0.678513
264.730 0.444534
264.801 0.340655
264.872 0.290243
265.013 0.253811
265.154 0.253895
265.437 0.306698
265.719 0.431124
265.861 0.539140
266.002 0.703710
266.143 0.969807
266.284 1.43879
266.426 2.38242
266.496 3.25978
266.567 4.73426
266.638 7.50134
266.673 9.88337
266.708 13.5841
266.744 19.7437
266.779 30.9524
266.797 40.2267
266.814 53.7244
266.832 74.0644
266.850 104.350
266.862 133.737
266.875 167.041
266.900 208.601
266.925 166.760
266.951 104.329
266.967 75.1768
266.984 55.4138
267.017 32.6071
267.051 21.0458
267.084 14.6046
267.118 10.6789
267.151 8.13974
267.218 5.16496
267.285 3.56527
267.352 2.60995
267.486 1.57702
267.619 1.06011
267.753 0.765676
267.887 0.582050
268.021 0.460070
268.288 0.313009
268.556 0.231257
269.091 0.148390
269.626 0.109552
270.161 0.0885345
271.231 0.0684591
273.371 0.0589310
274.441 0.0629123
274.976 0.0723688
275.244 0.0909173
275.377 0.123671
275.444 0.166406
275.511 0.264507
275.600 0.456944
275.689 0.272371
275.740 0.194849
275.792 0.157171
275.895 0.131674
275.997 0.133112
276.100 0.151228
276.203 0.192223
276.306 0.283146
276.357 0.371695
276.408 0.523977
276.460 0.806702
276.511 1.35646
276.556 2.13041
276.600 2.64627
276.645 2.13063
276.689 1.35664
276.732 0.871045
276.775 0.594941
276.819 0.433236
276.862 0.333704
276.948 0.224603
277.034 0.170347
277.207 0.121251
277.379 0.100920
277.724 0.0857202
278.070 0.0814568
279.450 0.0883993
280.831 0.115993
281.176 0.132059
281.521 0.165062
281.693 0.201153
281.866 0.281238
281.952 0.366757
282.038 0.536199
282.082 0.690197
282.125 0.938456
282.168 1.36224
282.211 2.10441
282.256 3.29244
282.300 4.08312
282.345 3.29264
282.389 2.11012
282.430 1.39762
282.471 0.980528
282.512 0.731782
282.553 0.576508
282.635 0.404388
282.717 0.318777
282.881 0.242954
283.045 0.214243
283.372 0.200013
283.700 0.206415
284.356 0.252547
284.683 0.318974
284.847 0.427778
284.929 0.581169
284.970 0.734975
285.011 0.993761
285.100 1.70821
285.189 1.01469
285.246 0.699472
285.303 0.552567
285.416 0.444276
285.644 0.414795
286.098 0.490057
286.552 0.644390
287.007 0.922537
287.461 1.49223
287.689 2.03673
287.916 2.98993
288.143 4.90190
288.257 6.68097
288.370 9.68733
288.484 15.3649
288.541 20.3032
288.597 28.0527
288.654 41.1420
288.711 65.5016
288.739 86.0561
288.768 116.816
288.796 164.204
288.825 237.454
288.862 379.936
288.900 474.564
288.938 379.482
288.976 237.400
289.015 143.469
289.054 92.1847
289.093 63.1217
289.132 45.5732
289.172 34.3237
289.211 26.7379
289.289 17.5230
289.368 12.3803
289.446 9.24256
289.603 5.78225
289.760 4.02920
289.917 3.03164
290.230 2.02305
290.544 1.58658
290.858 1.40666
291.485 1.46423
292.112 2.05375
292.426 2.70596
292.739 3.88130
293.053 6.24890
293.210 8.43622
293.367 12.0986
293.524 18.9376
293.602 24.8241
293.680 33.9881
293.759 49.3300
293.798 61.1431
293.837 77.5954
293.876 101.252
293.916 136.421
293.955 190.202
293.994 272.717
294.047 435.471
294.100 544.544
294.127 513.020
294.153 436.967
294.206 275.936
294.256 177.856
294.306 122.634
294.357 91.7477
294.407 75.1971
294.457 68.4591
294.507 70.8397
294.557 85.3832
294.607 120.125
294.654 175.152
294.700 211.401
294.746 170.195
294.793 109.900
294.823 82.4471
294.852 63.2951
294.912 40.4689
294.971 28.3245
295.031 21.1709
295.150 13.4468
295.269 9.50398
295.388 7.16577
295.507 5.64326
295.745 3.81148
295.983 2.77367
296.221 2.12141
296.697 1.36967
297.174 0.965528
297.650 0.722344
298.602 0.456532
299.554 0.324596
300.506 0.258202
300.983 0.246341
301.459 0.262480
301.697 0.299116
301.935 0.400420
302.054 0.522026
302.173 0.788406
302.232 1.05525
302.292 1.53390
302.351 2.48430
302.381 3.31295
302.411 4.52642
302.455 7.12923
302.500 8.86548
302.545 7.13270
302.589 4.53264
302.640 2.70514
302.691 1.75912
302.741 1.24639
302.792 0.947677
302.893 0.639333
302.995 0.498961
303.197 0.398714
303.400 0.405138
303.603 0.503452
303.704 0.611371
303.805 0.798380
303.907 1.14742
303.957 1.44187
304.008 1.88583
304.059 2.59558
304.109 3.80411
304.160 6.03132
304.211 10.3135
304.255 16.4244
304.300 20.4999
304.345 16.4234
304.389 10.3098
304.419 7.44900
304.449 5.50423
304.509 3.27440
304.569 2.15117
304.628 1.52431
304.688 1.14350
304.748 0.896244
304.867 0.606412
304.987 0.449624
305.106 0.355401
305.345 0.252115
305.584 0.199302
305.823 0.168548
306.300 0.136313
306.778 0.123101
307.256 0.125440
307.495 0.138558
307.733 0.177625
307.853 0.225594
307.972 0.331911
308.032 0.439063
308.092 0.632021
308.151 1.01669
308.181 1.35312
308.211 1.84692
308.256 2.90402
308.300 3.60698
308.345 2.90122
308.389 1.84608
308.428 1.23970
308.466 0.872376
308.505 0.646822
308.543 0.502682
308.620 0.338574
308.697 0.253763
308.851 0.173946
309.004 0.138980
309.312 0.109832
309.620 0.0984188
310.850 0.0910131
311.465 0.0969439
312.081 0.113399
312.388 0.132753
312.696 0.178418
312.850 0.231512
313.003 0.351143
313.080 0.477570
313.157 0.721646
313.196 0.936495
313.234 1.27079
313.273 1.81616
313.311 2.71323
313.356 4.28080
313.400 5.32348
313.445 4.27953
313.489 2.71775
313.530 1.77624
313.571 1.22470
313.612 0.895461
313.653 0.689666
313.735 0.460900
313.817 0.346390
313.981 0.243346
314.145 0.202485
314.472 0.177703
314.800 0.180177
315.456 0.232162
315.620 0.264948
315.783 0.327594
315.865 0.388235
315.947 0.500871
316.029 0.752626
316.070 1.00719
316.111 1.43695
316.156 2.14816
316.200 2.62439
316.245 2.16074
316.289 1.46193
316.338 0.986397
316.386 0.737794
316.484 0.528719
316.581 0.458418
316.678 0.436245
317.068 0.492635
317.457 0.660571
317.846 0.978890
318.041 1.24417
318.235 1.64124
318.430 2.27324
318.625 3.36581
318.819 5.50172
318.917 7.42529
319.014 10.5572
319.111 16.1392
319.160 20.7126
319.209 27.4428
319.257 37.8849
319.306 54.9648
319.355 84.7322
319.379 107.555
319.403 137.937
319.427 176.556
319.452 220.696
319.500 275.865
319.548 220.658
319.597 137.892
319.636 93.0932
319.674 65.0073
319.713 47.1736
319.752 35.5147
319.829 21.9452
319.907 14.7989
319.984 10.6141
320.062 7.97397
320.217 4.96234
320.371 3.38168
320.526 2.45245
320.681 1.86088
320.836 1.46141
321.146 0.972227
321.456 0.695756
321.766 0.524400
322.075 0.410920
322.695 0.274693
323.315 0.199206
323.934 0.153119
324.554 0.123034
325.793 0.0880496
327.032 0.0714734
327.652 0.0691070
328.272 0.0753001
328.582 0.0879048
328.891 0.123690
329.046 0.168574
329.124 0.208741
329.201 0.273193
329.279 0.385615
329.356 0.604203
329.395 0.797854
329.434 1.10037
329.472 1.59435
329.511 2.41211
329.556 3.83253
329.600 4.77664
329.645 3.82926
329.689 2.41199
329.716 1.79816
329.743 1.36677
329.797 0.847526
329.851 0.573814
329.906 0.416502
329.960 0.319042
330.014 0.254898
330.122 0.178804
330.230 0.137167
330.338 0.111994
330.554 0.0842862
330.987 0.0618211
331.420 0.0529586
332.285 0.0462818
333.150 0.0449609
334.015 0.0472095
334.881 0.0556338
335.313 0.0661218
335.746 0.0912945
335.962 0.121179
336.070 0.147893
336.178 0.191537
336.287 0.270781
336.341 0.337230
336.395 0.437712
336.449 0.599827
336.503 0.881511
336.557 1.41544
336.611 2.48705
336.656 3.94553
336.700 4.91552
336.745 3.94448
336.789 2.49154
336.835 1.54179
336.880 1.01907
336.926 0.720932
336.972 0.541086
337.063 0.348369
337.154 0.255397
337.246 0.205084
337.337 0.175951
337.519 0.148485
337.885 0.145428
338.250 0.181220
338.615 0.272543
338.797 0.362934
338.980 0.520781
339.163 0.831009
339.254 1.11127
339.345 1.56781
339.436 2.38397
339.482 3.05410
339.528 4.04202
339.573 5.57895
339.619 8.10129
339.665 12.5064
339.710 20.4394
339.755 32.7033
339.800 40.8565
339.845 32.6697
339.890 20.4337
339.931 13.1343
339.972 8.82463
340.012 6.23382
340.053 4.60119
340.135 2.77628
340.216 1.84906
340.298 1.31952
340.380 0.990391
340.543 0.621136
340.706 0.430016
340.869 0.318845
341.195 0.201500
341.522 0.144484
341.848 0.112964
342.500 0.0827019
343.153 0.0728899
343.806 0.0793334
344.132 0.0954236
344.295 0.111931
344.458 0.141041
344.622 0.198190
344.703 0.249433
344.785 0.332020
344.866 0.477196
344.948 0.763885
344.989 1.02116
345.029 1.43063
345.070 2.11435
345.111 3.27387
345.156 5.21164
345.200 6.49968
345.245 5.20760
345.289 3.27458
345.323 2.26423
345.357 1.61563
345.391 1.19741
345.425 0.920100
345.494 0.592477
345.562 0.417296
345.630 0.313823
345.698 0.248193
345.834 0.173020
345.970 0.133446
346.107 0.110262
346.379 0.0858770
346.924 0.0685582
347.469 0.0644930
348.559 0.0696506
349.649 0.0877707
350.739 0.129281
351.284 0.170336
351.828 0.243822
352.101 0.304656
352.373 0.396072
352.646 0.542815
352.918 0.800768
353.191 1.31997
353.327 1.80342
353.463 2.62025
353.600 4.16262
353.668 5.50131
353.736 7.59815
353.804 11.1297
353.872 17.6722
353.906 23.1766
353.940 31.3520
353.974 43.9109
354.008 63.1364
354.031 80.8178
354.054 101.022
354.100 126.197
354.146 100.921
354.192 63.1209
354.223 45.4759
354.253 33.4924
354.314 19.6886
354.375 12.7117
354.436 8.82317
354.497 6.45835
354.558 4.92756
354.680 3.13695
354.802 2.17506
354.925 1.60133
355.169 0.982367
355.413 0.674466
355.657 0.500673
356.145 0.324728
356.634 0.246225
357.122 0.209890
358.098 0.200739
359.075 0.262588
359.563 0.338710
360.052 0.482366
360.296 0.603562
360.540 0.786815
360.784 1.08181
361.028 1.59942
361.273 2.63366
361.395 3.58759
361.517 5.17894
361.639 8.12725
361.700 10.6395
361.761 14.4874
361.822 20.7898
361.883 31.9398
361.944 53.6636
361.974 72.2193
362.005 99.0701
362.029 126.820
362.053 158.528
362.100 198.041
362.148 158.372
362.195 99.0425
362.231 68.2418
362.267 48.3979
362.303 35.5629
362.339 27.0302
362.412 16.9257
362.484 11.5095
362.556 8.30506
362.628 6.26943
362.772 3.93296
362.916 2.69811
363.061 1.96999
363.205 1.50511
363.349 1.19107
363.638 0.806566
363.926 0.590069
364.215 0.457279
364.503 0.371189
365.080 0.275226
365.657 0.241612
365.946 0.250803
366.234 0.303430
366.378 0.375895
366.523 0.546172
366.595 0.726989
366.667 1.07220
366.703 1.37109
366.739 1.82748
366.775 2.55334
366.811 3.71042
366.856 5.83623
366.900 7.24903
366.945 5.83199
366.989 3.71160
367.019 2.71513
367.049 2.04048
367.109 1.26552
367.168 0.876532
367.228 0.660721
367.347 0.446277
367.467 0.350074
367.705 0.273986
367.944 0.253047
368.421 0.271481
368.899 0.350534
369.376 0.538480
369.615 0.725153
369.853 1.05531
370.092 1.71805
370.211 2.33103
370.331 3.35531
370.450 5.25682
370.510 6.87840
370.569 9.36532
370.629 13.4462
370.689 20.6846
370.748 34.8781
370.778 47.0369
370.808 64.6887
370.831 82.8396
370.854 103.484
370.900 129.257
370.946 103.380
370.992 64.6711
371.024 46.2428
371.055 33.8426
371.086 25.4800
371.117 19.7186
371.180 12.6611
371.243 8.75604
371.305 6.39263
371.368 4.86775
371.493 3.08948
371.619 2.13654
371.744 1.56870
371.995 0.955528
372.245 0.649409
372.496 0.475062
372.997 0.294412
373.498 0.207822
373.999 0.160203
375.001 0.114239
376.004 0.0980021
377.006 0.101926
377.507 0.117107
378.008 0.160900
378.259 0.216898
378.384 0.268546
378.510 0.355031
378.635 0.516402
378.698 0.655318
378.760 0.870621
378.823 1.22951
378.886 1.88190
378.917 2.42018
378.948 3.20867
378.979 4.39129
379.011 6.16466
379.055 9.81670
379.100 12.2454
379.145 9.81054
379.189 6.16894
379.218 4.49937
379.248 3.35301
379.306 2.02321
379.364 1.34505
379.422 0.965272
379.480 0.733807
379.538 0.584019
379.655 0.409540
379.771 0.317122
379.887 0.263470
380.120 0.209817
380.585 0.184316
381.050 0.203896
381.515 0.263662
381.748 0.319184
381.980 0.408909
382.213 0.570297
382.329 0.707598
382.445 0.924090
382.562 1.30396
382.678 2.08690
382.736 2.84434
382.794 4.16913
382.852 6.73624
382.882 8.93351
382.911 12.1079
382.955 19.0651
383.000 23.7057
383.045 19.1432
383.090 12.2969
383.121 8.93293
383.153 6.72884
383.217 4.32780
383.281 3.23223
383.344 2.72359
383.471 2.51994
383.599 2.98638
383.726 4.25818
383.790 5.43727
383.853 7.30306
383.917 10.4412
383.981 16.1533
384.012 20.8534
384.044 27.7111
384.076 37.9393
384.108 53.1756
384.154 85.0042
384.200 106.163
384.246 84.9003
384.292 53.1227
384.327 36.6445
384.362 26.0239
384.397 19.1514
384.432 14.5805
384.502 9.15764
384.572 6.25266
384.642 4.53131
384.712 3.43609
384.852 2.17512
384.992 1.50657
385.132 1.11034
385.411 0.683850
385.691 0.470891
385.971 0.349438
386.530 0.223217
387.090 0.162624
387.650 0.129372
388.769 0.0974445
389.888 0.0854421
391.007 0.0827800
393.245 0.0953240
395.483 0.137355
396.602 0.181269
397.721 0.261206
398.280 0.328033
398.840 0.429262
399.399 0.593584
399.959 0.887567
400.239 1.13098
400.518 1.49651
400.798 2.08278
401.078 3.11073
401.358 5.16897
401.498 7.07427
401.637 10.2676
401.777 16.2268
401.847 21.3436
401.917 29.2460
401.987 42.3353
402.022 52.2791
402.057 65.8944
402.092 85.1624
402.127 113.022
402.162 154.402
402.197 215.395
402.248 344.515
402.300 430.548
402.326 405.222
402.352 344.462
402.403 215.335
402.439 153.348
402.474 111.827
402.510 83.9506
402.545 64.8151
402.616 41.4922
402.687 28.6112
402.758 20.8382
402.829 15.8319
402.971 10.0094
403.114 6.89345
403.256 5.04136
403.540 3.04613
403.824 2.05405
404.108 1.49260
404.392 1.14614
404.676 0.919163
405.244 0.654810
405.812 0.521272
406.948 0.436604
408.085 0.518719
408.653 0.649716
409.221 0.908852
409.505 1.13122
409.789 1.47016
410.073 2.01864
410.357 2.98554
410.641 4.92631
410.784 6.72415
410.926 9.73590
411.068 15.3482
411.139 20.1505
411.210 27.5606
411.281 39.7755
411.352 61.6825
411.387 79.4854
411.423 105.187
411.458 143.045
411.494 198.672
411.547 317.729
411.600 397.043
411.653 317.676
411.706 198.611
411.750 132.763
411.794 91.9774
411.838 66.3606
411.881 49.7449
411.969 30.5680
412.056 20.5380
412.144 14.7035
412.231 11.0312
412.406 6.85974
412.581 4.67721
412.756 3.39665
412.931 2.58246
413.106 2.03313
413.456 1.36117
413.806 0.981619
414.156 0.746662
414.506 0.591384
415.206 0.406160
415.906 0.305578
417.306 0.213344
418.706 0.195278
419.406 0.212322
420.106 0.260118
420.806 0.377034
421.156 0.496557
421.506 0.712807
421.856 1.15924
422.031 1.58361
422.206 2.31467
422.381 3.73325
422.469 5.00156
422.556 7.04950
422.644 10.6541
422.731 17.8071
422.775 24.2718
422.819 34.5999
422.863 51.9805
422.906 81.8436
422.930 104.826
422.953 130.978
423.000 163.640
423.047 130.850
423.094 81.8234
423.125 58.8231
423.156 43.2431
423.219 25.3539
423.282 16.3412
423.344 11.3279
423.407 8.28291
423.470 6.31333
423.595 4.01208
423.720 2.77472
423.845 2.03626
424.096 1.23785
424.347 0.838331
424.597 0.610450
424.848 0.468190
425.098 0.373403
425.599 0.258739
426.100 0.194561
427.102 0.129019
428.105 0.0986177
429.107 0.0847165
429.608 0.0836668
430.109 0.0918497
430.359 0.106239
430.610 0.145064
430.735 0.191912
430.860 0.295967
430.923 0.402053
430.986 0.595461
431.048 0.989763
431.080 1.34180
431.111 1.87027
431.156 2.95663
431.200 3.67881
431.245 2.95397
431.289 1.86992
431.335 1.16325
431.380 0.772221
431.426 0.548905
431.471 0.413292
431.562 0.266874
431.653 0.194820
431.835 0.129495
432.017 0.101805
432.381 0.0793216
432.745 0.0708269
433.472 0.0658884
434.200 0.0681420
434.928 0.0783243
435.292 0.0894023
435.655 0.109631
436.019 0.151514
436.201 0.191401
436.383 0.260357
436.565 0.395096
436.656 0.516655
436.747 0.714574
436.838 1.06839
436.883 1.35859
436.929 1.78636
436.974 2.45181
437.020 3.54706
437.065 5.46275
437.111 8.90876
437.155 14.2235
437.200 17.7673
437.245 14.2251
437.289 8.91089
437.334 5.48730
437.379 3.57738
437.424 2.47988
437.469 1.81063
437.514 1.37855
437.559 1.08565
437.649 0.728184
437.739 0.527493
437.829 0.404360
438.009 0.268000
438.189 0.198442
438.369 0.158505
438.729 0.117245
439.449 0.0882615
440.168 0.0808558
441.608 0.0855661
443.047 0.106171
444.487 0.151727
445.207 0.194993
445.926 0.270029
446.646 0.421035
447.006 0.564373
447.366 0.815034
447.726 1.32094
447.906 1.79662
448.086 2.61207
448.266 4.19131
448.356 5.60311
448.445 7.88184
448.535 11.9051
448.625 19.9103
448.670 27.1749
448.715 38.8679
448.760 58.6978
448.783 73.5921
448.805 92.9979
448.829 119.000
448.853 148.721
448.900 185.874
448.947 148.709
448.995 92.9872
449.032 63.0785
449.070 44.1974
449.108 32.1967
449.145 24.3263
449.220 15.1361
449.295 10.2778
449.370 7.43346
449.446 5.63646
449.596 3.59111
449.746 2.52309
449.896 1.90145
450.197 1.25638
450.497 0.963445
450.797 0.828183
451.398 0.801351
451.999 1.04858
452.300 1.34230
452.600 1.88203
452.900 2.98596
453.051 4.01886
453.201 5.76754
453.351 9.07483
453.426 11.9553
453.501 16.4825
453.576 24.1467
453.651 38.4635
453.689 50.6115
453.726 68.8134
453.764 97.0710
453.802 140.882
453.826 180.337
453.851 225.222
453.900 281.261
453.925 264.654
453.949 225.028
453.999 140.883
454.041 92.7389
454.083 63.5379
454.125 45.5489
454.167 34.0058
454.252 20.8683
454.336 14.1025
454.421 10.2061
454.505 7.78345
454.674 5.08368
454.843 3.73327
455.012 3.01185
455.350 2.50672
455.687 2.86777
455.856 3.48416
456.025 4.66899
456.194 7.06677
456.278 9.22422
456.363 12.6904
456.447 18.7191
456.532 30.3693
456.574 40.5841
456.616 56.4536
456.658 82.1064
456.700 124.061
456.750 198.294
456.800 247.790
456.850 198.246
456.900 123.986
456.949 76.7573
456.998 50.1615
457.048 34.7631
457.097 25.3359
457.146 19.2085
457.195 15.0478
457.294 9.93764
457.392 7.05723
457.491 5.28069
457.688 3.29690
457.885 2.27189
458.082 1.67279
458.476 1.03285
458.870 0.713219
459.264 0.529293
460.052 0.334298
460.840 0.237306
461.628 0.182028
463.204 0.126722
464.780 0.108497
465.568 0.110930
466.356 0.125522
467.144 0.166191
467.538 0.209229
467.932 0.288186
468.326 0.453060
468.523 0.611198
468.720 0.886069
468.917 1.42673
469.016 1.91716
469.114 2.72145
469.213 4.17033
469.262 5.37047
469.311 7.15581
469.360 9.96672
469.410 14.6598
469.459 23.0799
469.508 38.7096
469.554 61.9337
469.600 77.3708
469.646 61.8735
469.692 38.7017
469.722 28.0916
469.752 20.8210
469.811 12.3441
469.871 8.02061
469.931 5.59301
469.990 4.10903
470.050 3.14362
470.169 2.01237
470.289 1.40199
470.408 1.03732
470.647 0.642558
470.885 0.445802
471.124 0.334698
471.601 0.223834
472.079 0.180983
472.556 0.185116
472.795 0.218937
472.914 0.255293
473.034 0.319334
473.153 0.442071
473.213 0.548405
473.272 0.713052
473.332 0.985922
473.392 1.47578
473.451 2.45251
473.481 3.30252
473.511 4.55252
473.555 7.22610
473.600 9.00828
473.645 7.22589
473.689 4.55160
473.719 3.29753
473.749 2.44799
473.809 1.47115
473.868 0.979925
473.928 0.706268
473.988 0.540383
474.047 0.432986
474.167 0.307859
474.286 0.241177
474.406 0.202060
474.644 0.162104
475.122 0.142000
475.599 0.159157
476.077 0.220130
476.316 0.284523
476.555 0.400424
476.793 0.635334
476.913 0.853494
477.032 1.21943
477.152 1.90050
477.211 2.48297
477.271 3.38065
477.331 4.85754
477.390 7.49840
477.450 12.7177
477.480 17.2286
477.510 23.8255
477.555 38.0868
477.600 47.5894
477.645 38.0826
477.690 23.8200
477.730 15.4785
477.770 10.4954
477.810 7.46301
477.850 5.53461
477.930 3.35795
478.010 2.24443
478.090 1.60432
478.170 1.20550
478.329 0.755805
478.489 0.522215
478.649 0.385714
478.968 0.240737
479.287 0.169308
479.607 0.128865
480.246 0.0870204
480.884 0.0668968
481.523 0.0557883
482.801 0.0452132
484.078 0.0422805
485.356 0.0462985
485.994 0.0543200
486.633 0.0770488
486.952 0.106838
487.112 0.134939
487.272 0.183069
487.432 0.275827
487.511 0.358312
487.591 0.490533
487.671 0.721594
487.751 1.17351
487.791 1.57556
487.831 2.20993
487.871 3.25712
487.911 5.01420
487.955 8.00685
488.000 9.99704
488.045 8.00059
488.090 5.01541
488.133 3.14963
488.176 2.08591
488.219 1.46147
488.262 1.07636
488.348 0.653179
488.435 0.442070
488.521 0.322693
488.607 0.249114
488.780 0.167322
488.952 0.125500
489.125 0.101504
489.470 0.0768818
490.160 0.0604755
490.850 0.0582617
491.540 0.0634050
492.230 0.0802326
492.576 0.101193
492.921 0.152793
493.093 0.214732
493.180 0.269782
493.266 0.358448
493.352 0.514999
493.438 0.827359
493.481 1.11250
493.525 1.57276
493.568 2.35872
493.611 3.73451
493.655 5.94097
493.700 7.40846
493.745 5.93739
493.789 3.73748
493.823 2.59846
493.857 1.86396
493.891 1.38857
493.924 1.07249
493.992 0.698213
494.059 0.497920
494.127 0.379946
494.194 0.305288
494.329 0.220690
494.464 0.177357
494.599 0.153118
494.869 0.130785
495.409 0.126814
495.949 0.149006
496.489 0.203431
496.759 0.255709
497.029 0.346062
497.299 0.524589
497.434 0.689099
497.569 0.965429
497.704 1.48453
497.772 1.93446
497.839 2.63875
497.907 3.82494
497.974 6.02442
498.008 7.87727
498.042 10.6330
498.076 14.8742
498.109 21.3803
498.155 34.1268
498.200 42.6202
498.245 34.1272
498.291 21.3835
498.344 12.1760
498.398 7.52510
498.451 5.04028
498.504 3.60030
498.558 2.70264
498.611 2.11191
498.718 1.41110
498.825 1.03043
498.932 0.803653
499.145 0.563264
499.359 0.451626
499.573 0.398044
500.000 0.374616
500.453 0.424351
500.905 0.565142
501.132 0.708504
501.358 0.992066
501.471 1.27519
501.584 1.83118
501.641 2.35342
501.698 3.25088
501.754 4.95622
501.811 8.43949
501.855 13.0215
501.900 16.0931
501.945 13.1113
501.989 8.61897
502.040 5.50868
502.090 3.92319
502.140 3.09190
502.190 2.64106
502.291 2.27101
502.391 2.23644
502.592 2.66854
502.793 3.72455
502.994 5.92404
503.095 7.92820
503.195 11.1903
503.296 16.9925
503.346 21.7264
503.396 28.6616
503.447 39.3523
503.497 56.6825
503.547 86.4217
503.572 108.993
503.597 138.780
503.649 222.011
503.700 277.317
503.752 221.808
503.803 138.742
503.839 98.2664
503.875 71.2788
503.911 53.2905
503.947 41.0430
504.019 26.1753
504.091 18.0102
504.164 13.1070
504.236 9.95234
504.380 6.29427
504.524 4.34406
504.668 3.19036
504.957 1.96520
505.245 1.39711
505.534 1.18557
505.678 1.23581
505.822 1.52958
505.894 1.89925
505.966 2.64348
506.002 3.30120
