B-11(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
5.75877E+06 1.65927
5.76000E+06 1.66098
5.76134E+06 1.66334
5.76375E+06 1.66761
5.76601E+06 1.67161
5.76813E+06 1.67537
5.76819E+06 1.67549
5.77000E+06 1.67870
5.77011E+06 1.67893
5.77198E+06 1.68263
5.77372E+06 1.68610
5.77700E+06 1.69264
5.77987E+06 1.69837
5.78000E+06 1.69863
5.78238E+06 1.70349
5.78408E+06 1.70695
5.78458E+06 1.70799
5.78651E+06 1.71193
5.78988E+06 1.71886
5.79000E+06 1.71912
5.79241E+06 1.72373
5.79430E+06 1.72739
5.79715E+06 1.73290
5.80000E+06 1.73845
5.80311E+06 1.74338
5.80603E+06 1.74804
5.80877E+06 1.75243
5.81000E+06 1.75442
5.81134E+06 1.75670
5.81375E+06 1.76083
5.81827E+06 1.76865
5.82000E+06 1.77168
5.82222E+06 1.77555
5.82569E+06 1.78165
5.82872E+06 1.78705
5.83000E+06 1.78935
5.83138E+06 1.79163
5.83603E+06 1.79946
5.83952E+06 1.80546
5.84000E+06 1.80630
5.84214E+06 1.80880
5.84607E+06 1.81353
5.85000E+06 1.81845
5.85623E+06 1.81535
5.86000E+06 1.81358
5.86168E+06 1.81123
5.86646E+06 1.80468
5.87000E+06 1.79991
5.87064E+06 1.79884
5.87797E+06 1.78679
5.88000E+06 1.78355
5.88347E+06 1.77843
5.88760E+06 1.77250
5.89000E+06 1.76917
5.89379E+06 1.76396
5.90000E+06 1.75583
5.91000E+06 1.74048
5.92000E+06 1.72460
5.92495E+06 1.71630
5.93000E+06 1.70795
5.94000E+06 1.69013
5.95000E+06 1.67194
5.96000E+06 1.65423
5.97000E+06 1.63807
5.98000E+06 1.62394
5.99000E+06 1.61172
6.00000E+06 1.60118
6.01000E+06 1.59215
6.02000E+06 1.58446
6.02464E+06 1.58143
6.03000E+06 1.57794
6.04000E+06 1.57242
6.04629E+06 1.56968
6.05000E+06 1.56805
6.06000E+06 1.56673
6.06529E+06 1.56816
6.07000E+06 1.56943
6.08000E+06 1.57687
6.08197E+06 1.57942
6.09000E+06 1.58983
6.10000E+06 1.60780
6.11000E+06 1.62720
6.11126E+06 1.62979
6.12000E+06 1.64767
6.13000E+06 1.66910
6.13333E+06 1.67651
6.14000E+06 1.69136
6.14993E+06 1.71415
6.15000E+06 1.71431
6.16000E+06 1.73781
6.17000E+06 1.76171
6.17491E+06 1.77358
6.18000E+06 1.78588
6.19000E+06 1.81406
6.20000E+06 1.84000
6.21000E+06 1.85045
6.22000E+06 1.84563
6.22465E+06 1.83857
6.23000E+06 1.83046
6.24000E+06 1.80991
6.24631E+06 1.79618
6.25000E+06 1.78814
6.26000E+06 1.76425
6.26532E+06 1.75298
6.27000E+06 1.74304
6.27495E+06 1.73375
6.28000E+06 1.72457
6.28199E+06 1.72108
6.29000E+06 1.70704
6.29663E+06 1.69620
6.30000E+06 1.69068
6.31000E+06 1.67567
6.32000E+06 1.66242
6.32231E+06 1.65957
6.33000E+06 1.65009
6.34000E+06 1.63879
6.34164E+06 1.63714
6.35000E+06 1.62873
6.35618E+06 1.62341
6.36000E+06 1.62012
6.37000E+06 1.61225
6.37805E+06 1.60602
6.38000E+06 1.60451
6.39000E+06 1.59690
6.40000E+06 1.58946
6.41000E+06 1.58215
6.42000E+06 1.57496
6.43000E+06 1.56784
6.44000E+06 1.56079
6.45000E+06 1.55382
6.46000E+06 1.54709
6.47000E+06 1.54086
6.48000E+06 1.53503
6.49000E+06 1.52946
6.49923E+06 1.52447
6.50000E+06 1.52405
6.51000E+06 1.51915
6.52000E+06 1.51548
6.53000E+06 1.51370
6.54000E+06 1.51443
6.55000E+06 1.51820
6.56000E+06 1.52356
6.57000E+06 1.52959
6.58000E+06 1.53587
6.59000E+06 1.54200
6.60000E+06 1.54789
6.61000E+06 1.55429
6.62000E+06 1.55904
6.63000E+06 1.55878
6.64000E+06 1.54978
6.65000E+06 1.53813
6.66000E+06 1.52981
6.67000E+06 1.52263
6.68000E+06 1.51584
6.69000E+06 1.50950
6.70000E+06 1.50515
6.71000E+06 1.50614
6.72000E+06 1.51514
6.73000E+06 1.53000
6.74000E+06 1.53327
6.75000E+06 1.54521
6.76000E+06 1.55957
6.77000E+06 1.57744
6.78000E+06 1.58697
6.79000E+06 1.55259
6.80000E+06 1.52707
6.81000E+06 1.51084
6.82000E+06 1.50051
6.83000E+06 1.49729
6.84000E+06 1.49831
6.85000E+06 1.50393
6.86000E+06 1.51091
6.87000E+06 1.51838
6.88000E+06 1.52582
6.89000E+06 1.53264
6.90000E+06 1.53856
6.91000E+06 1.54441
6.92000E+06 1.54989
6.93000E+06 1.55441
6.94000E+06 1.55743
6.95000E+06 1.55835
6.96000E+06 1.55679
6.97000E+06 1.55351
6.98000E+06 1.54951
6.99000E+06 1.54576
7.00000E+06 1.54324
7.02469E+06 1.54212
7.04637E+06 1.54114
7.05000E+06 1.54097
7.06539E+06 1.53021
7.09881E+06 1.50684
7.10000E+06 1.50601
7.12397E+06 1.49994
7.14290E+06 1.49514
7.15000E+06 1.49334
7.17139E+06 1.49830
7.20000E+06 1.50493
7.22470E+06 1.49829
7.23850E+06 1.49458
7.24638E+06 1.48776
7.25000E+06 1.48463
7.26541E+06 1.48062
7.28210E+06 1.47627
7.30000E+06 1.47161
7.30310E+06 1.47144
7.30611E+06 1.47127
7.30903E+06 1.47110
7.31140E+06 1.47097
7.31186E+06 1.47094
7.31459E+06 1.47078
7.31725E+06 1.47063
7.31982E+06 1.47049
7.32231E+06 1.47034
7.32473E+06 1.47021
7.32707E+06 1.47007
7.32934E+06 1.46994
7.33153E+06 1.46982
7.33345E+06 1.46971
7.33366E+06 1.46970
7.33573E+06 1.46958
7.33973E+06 1.46935
7.34348E+06 1.46914
7.34700E+06 1.46894
7.35000E+06 1.46877
7.35003E+06 1.46876
7.35030E+06 1.46874
7.35340E+06 1.46844
7.35630E+06 1.46817
7.35903E+06 1.46791
7.36070E+06 1.46775
7.36158E+06 1.46776
7.36398E+06 1.46780
7.36622E+06 1.46784
7.36833E+06 1.46788
7.37228E+06 1.46795
7.37497E+06 1.46799
7.37574E+06 1.46801
7.37877E+06 1.46806
7.38142E+06 1.46811
7.38374E+06 1.46815
7.38780E+06 1.46822
7.39085E+06 1.46827
7.39314E+06 1.46831
7.39657E+06 1.46837
7.40000E+06 1.46843
7.40088E+06 1.46879
7.40171E+06 1.46912
7.40248E+06 1.46944
7.40310E+06 1.46969
7.40321E+06 1.46973
7.40389E+06 1.47001
7.40452E+06 1.47027
7.40512E+06 1.47051
7.40568E+06 1.47074
7.40611E+06 1.47091
7.40621E+06 1.47095
7.40670E+06 1.47115
7.40716E+06 1.47134
7.40803E+06 1.47169
7.40879E+06 1.47200
7.40903E+06 1.47210
7.40945E+06 1.47227
7.41003E+06 1.47251
7.41054E+06 1.47272
7.41143E+06 1.47308
7.41186E+06 1.47325
7.41210E+06 1.47335
7.41260E+06 1.47355
7.41335E+06 1.47386
7.41410E+06 1.47416
7.41459E+06 1.47435
7.41477E+06 1.47442
7.41543E+06 1.47467
7.41609E+06 1.47492
7.41674E+06 1.47516
7.41725E+06 1.47536
7.41739E+06 1.47541
7.41803E+06 1.47565
7.41866E+06 1.47589
7.41930E+06 1.47613
7.41982E+06 1.47633
7.41992E+06 1.47637
7.42055E+06 1.47661
7.42116E+06 1.47684
7.42178E+06 1.47708
7.42231E+06 1.47728
7.42238E+06 1.47731
7.42299E+06 1.47753
7.42359E+06 1.47776
7.42418E+06 1.47799
7.42473E+06 1.47820
7.42477E+06 1.47821
7.42594E+06 1.47865
7.42707E+06 1.47908
7.42709E+06 1.47909
7.42822E+06 1.47952
7.42934E+06 1.47995
7.42934E+06 1.47995
7.43044E+06 1.48036
7.43152E+06 1.48077
7.43154E+06 1.48078
7.43259E+06 1.48118
7.43363E+06 1.48158
7.43467E+06 1.48197
7.43568E+06 1.48235
7.43580E+06 1.48240
7.43668E+06 1.48273
7.43767E+06 1.48311
7.43864E+06 1.48348
7.43959E+06 1.48384
7.43979E+06 1.48391
7.44053E+06 1.48419
7.44146E+06 1.48455
7.44237E+06 1.48489
7.44327E+06 1.48523
7.44354E+06 1.48534
7.44415E+06 1.48557
7.44502E+06 1.48590
7.44588E+06 1.48622
7.44672E+06 1.48654
7.44706E+06 1.48667
7.44755E+06 1.48686
7.44837E+06 1.48717
7.44917E+06 1.48747
7.44996E+06 1.48777
7.45000E+06 1.48779
7.45036E+06 1.48781
7.45074E+06 1.48783
7.45151E+06 1.48787
7.45226E+06 1.48791
7.45301E+06 1.48796
7.45345E+06 1.48798
7.45374E+06 1.48800
7.45446E+06 1.48804
7.45517E+06 1.48808
7.45587E+06 1.48811
7.45635E+06 1.48814
7.45655E+06 1.48815
7.45723E+06 1.48819
7.45790E+06 1.48823
7.45855E+06 1.48826
7.45907E+06 1.48829
7.45920E+06 1.48830
7.45984E+06 1.48834
7.46046E+06 1.48837
7.46108E+06 1.48841
7.46162E+06 1.48844
7.46168E+06 1.48844
7.46228E+06 1.48847
7.46346E+06 1.48854
7.46402E+06 1.48857
7.46460E+06 1.48860
7.46570E+06 1.48867
7.46626E+06 1.48870
7.46677E+06 1.48873
7.46781E+06 1.48879
7.46881E+06 1.48885
7.46978E+06 1.48890
7.47047E+06 1.48894
7.47073E+06 1.48896
7.47164E+06 1.48901
7.47252E+06 1.48906
7.47338E+06 1.48911
7.47415E+06 1.48916
7.47421E+06 1.48916
7.47502E+06 1.48921
7.47579E+06 1.48926
7.47655E+06 1.48931
7.47728E+06 1.48935
7.47738E+06 1.48936
7.47799E+06 1.48940
7.47868E+06 1.48944
7.47934E+06 1.48948
7.47999E+06 1.48952
7.48020E+06 1.48954
7.48061E+06 1.48957
7.48122E+06 1.48961
7.48239E+06 1.48969
7.48268E+06 1.48971
7.48349E+06 1.48976
7.48452E+06 1.48984
7.48549E+06 1.48991
7.48639E+06 1.48998
7.48700E+06 1.49003
7.48724E+06 1.49005
7.48804E+06 1.49012
7.48879E+06 1.49018
7.48949E+06 1.49024
7.49014E+06 1.49030
7.49025E+06 1.49031
7.49076E+06 1.49036
7.49191E+06 1.49048
7.49269E+06 1.49056
7.49292E+06 1.49059
7.49381E+06 1.49069
7.49458E+06 1.49078
7.49526E+06 1.49087
7.49634E+06 1.49101
7.49644E+06 1.49103
7.49733E+06 1.49116
7.49800E+06 1.49126
7.49900E+06 1.49143
7.50000E+06 1.49162
7.50311E+06 1.48932
7.50611E+06 1.48709
7.50621E+06 1.48702
7.50903E+06 1.48495
7.51186E+06 1.48287
7.51204E+06 1.48273
7.51460E+06 1.48086
7.51725E+06 1.47892
7.51751E+06 1.47874
7.51982E+06 1.47706
7.52232E+06 1.47525
7.52264E+06 1.47501
7.52473E+06 1.47350
7.52707E+06 1.47182
7.52715E+06 1.47176
7.52745E+06 1.47155
7.52934E+06 1.47019
7.53154E+06 1.46862
7.53168E+06 1.46852
7.53196E+06 1.46832
7.53367E+06 1.46711
7.53573E+06 1.46565
7.53593E+06 1.46551
7.53620E+06 1.46532
7.53773E+06 1.46425
7.53967E+06 1.46289
7.53992E+06 1.46271
7.54017E+06 1.46254
7.54343E+06 1.46027
7.54366E+06 1.46011
7.54389E+06 1.45995
7.54695E+06 1.45784
7.54717E+06 1.45769
7.54739E+06 1.45754
7.55000E+06 1.45577
7.55026E+06 1.45571
7.55046E+06 1.45565
7.55335E+06 1.45493
7.55355E+06 1.45488
7.55395E+06 1.45478
7.55626E+06 1.45423
7.55644E+06 1.45419
7.55899E+06 1.45359
7.55916E+06 1.45355
7.55969E+06 1.45343
7.56154E+06 1.45302
7.56170E+06 1.45298
7.56394E+06 1.45249
7.56471E+06 1.45232
7.56619E+06 1.45201
7.56648E+06 1.45196
7.56830E+06 1.45158
7.56912E+06 1.45142
7.57028E+06 1.45119
7.57066E+06 1.45112
7.57297E+06 1.45068
7.57399E+06 1.45051
7.57432E+06 1.45045
7.57634E+06 1.45009
7.57723E+06 1.44995
7.57753E+06 1.44991
7.58008E+06 1.44951
7.58033E+06 1.44947
7.58225E+06 1.44918
7.58256E+06 1.44914
7.58474E+06 1.44886
7.58525E+06 1.44880
7.58665E+06 1.44862
7.58668E+06 1.44862
7.58893E+06 1.44838
7.58998E+06 1.44827
7.59001E+06 1.44827
7.59170E+06 1.44813
7.59249E+06 1.44807
7.59500E+06 1.44788
7.59585E+06 1.44784
7.59624E+06 1.44782
7.60000E+06 1.44767
7.60311E+06 1.44820
7.60611E+06 1.44871
7.60903E+06 1.44921
7.61235E+06 1.44977
7.61469E+06 1.45017
7.61999E+06 1.45107
7.62394E+06 1.45174
7.62488E+06 1.45190
7.62497E+06 1.45191
7.62963E+06 1.45271
7.63401E+06 1.45346
7.63483E+06 1.45360
7.63812E+06 1.45416
7.64197E+06 1.45481
7.64359E+06 1.45509
7.64505E+06 1.45534
7.64559E+06 1.45543
7.64898E+06 1.45602
7.64984E+06 1.45616
7.65000E+06 1.45619
7.65216E+06 1.45722
7.65464E+06 1.45841
7.65514E+06 1.45864
7.66073E+06 1.46131
7.66365E+06 1.46271
7.66563E+06 1.46365
7.66992E+06 1.46570
7.67174E+06 1.46657
7.67367E+06 1.46749
7.67696E+06 1.46906
7.68056E+06 1.47079
7.68271E+06 1.47182
7.68703E+06 1.47389
7.69027E+06 1.47544
7.69513E+06 1.47777
7.69539E+06 1.47789
7.70000E+06 1.48010
7.70621E+06 1.48531
7.70839E+06 1.48713
7.71204E+06 1.49020
7.71751E+06 1.49479
7.71978E+06 1.49669
7.72264E+06 1.49909
7.72488E+06 1.50097
7.72745E+06 1.50313
7.72976E+06 1.50507
7.73197E+06 1.50693
7.73620E+06 1.51048
7.74000E+06 1.51368
7.74017E+06 1.51386
7.74390E+06 1.51775
7.74726E+06 1.52127
7.74984E+06 1.52396
7.75000E+06 1.52413
7.75089E+06 1.52526
7.75701E+06 1.53305
7.76000E+06 1.53685
7.76041E+06 1.53752
7.76235E+06 1.54063
7.76237E+06 1.54067
7.76707E+06 1.54824
7.77029E+06 1.55344
7.77117E+06 1.55486
7.77837E+06 1.56646
7.78000E+06 1.56909
7.78377E+06 1.57684
7.78513E+06 1.57963
7.78783E+06 1.58517
7.79391E+06 1.59767
7.80000E+06 1.61019
7.80621E+06 1.62838
7.81204E+06 1.64544
7.81235E+06 1.64635
7.81751E+06 1.66145
7.82000E+06 1.66874
7.82395E+06 1.68147
7.82777E+06 1.69380
7.83484E+06 1.71659
7.83677E+06 1.72280
7.84000E+06 1.73323
7.84464E+06 1.74173
7.84506E+06 1.74250
7.84984E+06 1.75126
7.85000E+06 1.75155
7.85154E+06 1.74599
7.85466E+06 1.73475
7.85758E+06 1.72419
7.86000E+06 1.71546
7.86817E+06 1.68076
7.87268E+06 1.66159
7.87611E+06 1.64699
7.88000E+06 1.63047
7.88208E+06 1.62811
7.88848E+06 1.62081
7.89103E+06 1.61791
7.90000E+06 1.60770
7.90234E+06 1.60255
7.91243E+06 1.58029
7.91448E+06 1.57577
7.92000E+06 1.56360
7.92333E+06 1.56883
7.92512E+06 1.57165
7.93444E+06 1.58629
7.94000E+06 1.59503
7.94242E+06 1.59675
7.95000E+06 1.60213
7.95078E+06 1.60196
7.95300E+06 1.60149
7.95301E+06 1.60148
7.95678E+06 1.59799
7.96000E+06 1.59500
7.96306E+06 1.59175
7.97836E+06 1.57547
7.98000E+06 1.57373
7.98151E+06 1.57218
8.00000E+06 1.55317
8.02000E+06 1.53292
8.02488E+06 1.52815
8.04000E+06 1.51341
8.05000E+06 1.50446
8.06000E+06 1.49632
8.06235E+06 1.49491
8.08000E+06 1.48435
8.09938E+06 1.47673
8.10000E+06 1.47649
8.14985E+06 1.45298
8.15000E+06 1.45290
8.20000E+06 1.42478
8.24985E+06 1.39919
8.25000E+06 1.39912
8.30000E+06 1.37941
8.30910E+06 1.37638
8.34985E+06 1.36424
8.35000E+06 1.36420
8.40000E+06 1.35115
8.44985E+06 1.34052
8.45000E+06 1.34049
8.50000E+06 1.33641
8.52000E+06 1.33715
8.54000E+06 1.33804
8.54985E+06 1.33867
8.55000E+06 1.33868
8.56000E+06 1.33981
8.58000E+06 1.34341
8.60000E+06 1.34863
8.62000E+06 1.35830
8.64000E+06 1.38631
8.64986E+06 1.40257
8.65000E+06 1.40281
8.66000E+06 1.41751
8.68000E+06 1.43133
8.70000E+06 1.42717
8.70880E+06 1.42374
8.72000E+06 1.41927
8.74000E+06 1.41138
8.74986E+06 1.40771
8.75000E+06 1.40766
8.76000E+06 1.40419
8.78000E+06 1.39709
8.80000E+06 1.38973
8.80155E+06 1.38916
8.80308E+06 1.38860
8.80459E+06 1.38805
8.80607E+06 1.38751
8.80753E+06 1.38697
8.80897E+06 1.38645
8.81039E+06 1.38593
8.81178E+06 1.38542
8.81315E+06 1.38491
8.81450E+06 1.38442
8.81583E+06 1.38393
8.81714E+06 1.38345
8.81843E+06 1.38298
8.81970E+06 1.38252
8.82000E+06 1.38240
8.82095E+06 1.38208
8.82218E+06 1.38165
8.82339E+06 1.38123
8.82458E+06 1.38082
8.82575E+06 1.38041
8.82691E+06 1.38001
8.82805E+06 1.37961
8.82917E+06 1.37922
8.83027E+06 1.37884
8.83135E+06 1.37846
8.83242E+06 1.37809
8.83347E+06 1.37773
8.83451E+06 1.37737
8.83553E+06 1.37702
8.83653E+06 1.37667
8.83752E+06 1.37632
8.83849E+06 1.37599
8.83945E+06 1.37565
8.84000E+06 1.37546
8.84039E+06 1.37534
8.84132E+06 1.37504
8.84224E+06 1.37474
8.84314E+06 1.37445
8.84402E+06 1.37417
8.84577E+06 1.37360
8.84746E+06 1.37306
8.84909E+06 1.37253
8.84986E+06 1.37228
8.85000E+06 1.37224
8.85068E+06 1.37203
8.85222E+06 1.37157
8.85371E+06 1.37112
8.85515E+06 1.37069
8.85655E+06 1.37027
8.85790E+06 1.36986
8.85921E+06 1.36946
8.86000E+06 1.36923
8.86049E+06 1.36910
8.86172E+06 1.36878
8.86291E+06 1.36846
8.86407E+06 1.36816
8.86519E+06 1.36787
8.86628E+06 1.36759
8.86733E+06 1.36731
8.86835E+06 1.36704
8.86933E+06 1.36679
8.87029E+06 1.36654
8.87122E+06 1.36630
8.87212E+06 1.36606
8.87386E+06 1.36561
8.87549E+06 1.36518
8.87702E+06 1.36479
8.87845E+06 1.36441
8.87980E+06 1.36407
8.88000E+06 1.36401
8.88106E+06 1.36381
8.88224E+06 1.36358
8.88335E+06 1.36336
8.88439E+06 1.36316
8.88537E+06 1.36298
8.88628E+06 1.36280
8.88799E+06 1.36247
8.88949E+06 1.36219
8.89081E+06 1.36194
8.89195E+06 1.36172
8.89296E+06 1.36154
8.89384E+06 1.36137
8.89538E+06 1.36109
8.89653E+06 1.36088
8.89827E+06 1.36056
8.90000E+06 1.36026
8.90311E+06 1.35966
8.90612E+06 1.35909
8.90904E+06 1.35853
8.91187E+06 1.35800
8.91461E+06 1.35749
8.91727E+06 1.35700
8.91984E+06 1.35653
8.92233E+06 1.35608
8.92475E+06 1.35564
8.92709E+06 1.35523
8.92936E+06 1.35483
8.93156E+06 1.35445
8.93369E+06 1.35409
8.93782E+06 1.35340
8.94170E+06 1.35277
8.94533E+06 1.35221
8.94874E+06 1.35170
8.95000E+06 1.35152
8.95193E+06 1.35134
8.95493E+06 1.35107
8.95774E+06 1.35085
8.96037E+06 1.35066
8.96285E+06 1.35050
8.96516E+06 1.35037
8.96734E+06 1.35026
8.97141E+06 1.35012
8.97498E+06 1.35006
8.97810E+06 1.35006
8.98084E+06 1.35011
8.98323E+06 1.35020
8.98742E+06 1.35045
8.99056E+06 1.35074
8.99292E+06 1.35102
8.99646E+06 1.35154
9.00000E+06 1.35222
9.04986E+06 1.34934
9.05000E+06 1.34933
9.10000E+06 1.34525
9.14986E+06 1.34058
9.15000E+06 1.34056
9.20000E+06 1.33626
9.24987E+06 1.33337
9.25000E+06 1.33336
9.30000E+06 1.33502
9.34460E+06 1.33831
9.35000E+06 1.33874
9.40000E+06 1.34171
9.40155E+06 1.34172
9.40309E+06 1.34172
9.40459E+06 1.34173
9.40608E+06 1.34173
9.40754E+06 1.34173
9.40897E+06 1.34174
9.41039E+06 1.34174
9.41178E+06 1.34175
9.41315E+06 1.34175
9.41451E+06 1.34175
9.41584E+06 1.34176
9.41714E+06 1.34176
9.41843E+06 1.34177
9.41970E+06 1.34177
9.42095E+06 1.34177
9.42218E+06 1.34178
9.42339E+06 1.34178
9.42459E+06 1.34178
9.42576E+06 1.34179
9.42691E+06 1.34179
9.42805E+06 1.34179
9.42917E+06 1.34180
9.43028E+06 1.34180
9.43136E+06 1.34180
9.43243E+06 1.34181
9.43348E+06 1.34181
9.43452E+06 1.34181
9.43554E+06 1.34182
9.43654E+06 1.34182
9.43753E+06 1.34182
9.43850E+06 1.34183
9.43946E+06 1.34183
9.44040E+06 1.34183
9.44133E+06 1.34183
9.44225E+06 1.34184
9.44314E+06 1.34184
9.44403E+06 1.34184
9.44490E+06 1.34184
9.44576E+06 1.34185
9.44661E+06 1.34185
9.44827E+06 1.34185
9.44961E+06 1.34186
9.44988E+06 1.34186
9.45000E+06 1.34186
9.45144E+06 1.34194
9.45296E+06 1.34203
9.45442E+06 1.34211
9.45585E+06 1.34219
9.45722E+06 1.34227
9.45750E+06 1.34228
9.45856E+06 1.34249
9.45985E+06 1.34274
9.46110E+06 1.34299
9.46231E+06 1.34323
9.46349E+06 1.34346
9.46463E+06 1.34368
9.46573E+06 1.34389
9.46680E+06 1.34410
9.46784E+06 1.34431
9.46884E+06 1.34450
9.46981E+06 1.34469
9.47075E+06 1.34488
9.47167E+06 1.34506
9.47255E+06 1.34523
9.47341E+06 1.34540
9.47507E+06 1.34572
9.47662E+06 1.34603
9.47808E+06 1.34631
9.47945E+06 1.34658
9.48073E+06 1.34683
9.48194E+06 1.34707
9.48307E+06 1.34729
9.48412E+06 1.34750
9.48511E+06 1.34769
9.48604E+06 1.34787
9.48692E+06 1.34804
9.48698E+06 1.34806
9.48855E+06 1.34836
9.48998E+06 1.34864
9.49123E+06 1.34889
9.49233E+06 1.34910
9.49329E+06 1.34929
9.49413E+06 1.34946
9.49559E+06 1.34974
9.49670E+06 1.34996
9.49835E+06 1.35028
9.50000E+06 1.35061
9.50155E+06 1.35155
9.50309E+06 1.35248
9.50459E+06 1.35339
9.50608E+06 1.35429
9.50754E+06 1.35517
9.50897E+06 1.35604
9.51039E+06 1.35690
9.51178E+06 1.35774
9.51316E+06 1.35857
9.51451E+06 1.35939
9.51584E+06 1.36020
9.51715E+06 1.36099
9.51843E+06 1.36177
9.51970E+06 1.36254
9.52095E+06 1.36330
9.52218E+06 1.36404
9.52339E+06 1.36478
9.52459E+06 1.36550
9.52576E+06 1.36621
9.52807E+06 1.36761
9.53031E+06 1.36897
9.53248E+06 1.37029
9.53458E+06 1.37156
9.53662E+06 1.37280
9.53860E+06 1.37400
9.54051E+06 1.37517
9.54236E+06 1.37629
9.54332E+06 1.37688
9.54416E+06 1.37739
9.54590E+06 1.37845
9.54758E+06 1.37948
9.54922E+06 1.38048
9.55000E+06 1.38095
9.55080E+06 1.38185
9.55233E+06 1.38357
9.55382E+06 1.38523
9.55526E+06 1.38684
9.55666E+06 1.38841
9.55801E+06 1.38993
9.55932E+06 1.39140
9.56059E+06 1.39282
9.56181E+06 1.39421
9.56301E+06 1.39555
9.56531E+06 1.39815
9.56748E+06 1.40060
9.56951E+06 1.40290
9.57141E+06 1.40506
9.57319E+06 1.40710
9.57487E+06 1.40901
9.57644E+06 1.41081
9.57791E+06 1.41250
9.57929E+06 1.41409
9.58058E+06 1.41559
9.58179E+06 1.41700
9.58407E+06 1.41965
9.58606E+06 1.42199
9.58780E+06 1.42406
9.58932E+06 1.42587
9.59066E+06 1.42747
9.59299E+06 1.43030
9.59474E+06 1.43245
9.59606E+06 1.43407
9.59803E+06 1.43654
9.60000E+06 1.43905
9.60311E+06 1.44236
9.60914E+06 1.44883
9.61479E+06 1.45496
9.62000E+06 1.46069
9.62009E+06 1.46079
9.62507E+06 1.46636
9.62974E+06 1.47166
9.63411E+06 1.47670
9.63822E+06 1.48149
9.64000E+06 1.48360
9.64207E+06 1.48605
9.64568E+06 1.49039
9.64906E+06 1.49453
9.65000E+06 1.49569
9.65224E+06 1.49855
9.65820E+06 1.50634
9.66000E+06 1.50877
9.66341E+06 1.51392
9.66798E+06 1.52100
9.67198E+06 1.52735
9.67547E+06 1.53304
9.68000E+06 1.54064
9.68160E+06 1.54354
9.68620E+06 1.55220
9.68965E+06 1.55889
9.69482E+06 1.56928
9.69949E+06 1.57907
9.70000E+06 1.58015
9.72000E+06 1.61739
9.73750E+06 1.63818
9.74000E+06 1.63795
9.75000E+06 1.63082
9.75309E+06 1.62634
9.76000E+06 1.61652
9.76870E+06 1.59043
9.77652E+06 1.56786
9.78000E+06 1.55792
9.80000E+06 1.49512
9.80078E+06 1.49386
9.80155E+06 1.49261
9.80231E+06 1.49137
9.80307E+06 1.49015
9.80383E+06 1.48893
9.80458E+06 1.48772
9.80532E+06 1.48652
9.80605E+06 1.48533
9.80678E+06 1.48415
9.80823E+06 1.48180
9.80966E+06 1.47949
9.81107E+06 1.47722
9.81245E+06 1.47498
9.81381E+06 1.47278
9.81515E+06 1.47061
9.81647E+06 1.46847
9.81777E+06 1.46637
9.81905E+06 1.46430
9.82000E+06 1.46277
9.82031E+06 1.46240
9.82155E+06 1.46093
9.82277E+06 1.45948
9.82397E+06 1.45805
9.82478E+06 1.45709
9.82491E+06 1.45695
9.82516E+06 1.45667
9.82632E+06 1.45538
9.82747E+06 1.45411
9.82860E+06 1.45286
9.82971E+06 1.45163
9.83081E+06 1.45041
9.83188E+06 1.44922
9.83294E+06 1.44805
9.83399E+06 1.44689
9.83502E+06 1.44576
9.83603E+06 1.44464
9.83702E+06 1.44353
9.83801E+06 1.44245
9.83897E+06 1.44138
9.83992E+06 1.44033
9.84000E+06 1.44024
9.84086E+06 1.43941
9.84178E+06 1.43852
9.84269E+06 1.43764
9.84358E+06 1.43678
9.84446E+06 1.43593
9.84532E+06 1.43509
9.84618E+06 1.43426
9.84651E+06 1.43394
9.84701E+06 1.43345
9.84784E+06 1.43266
9.84865E+06 1.43187
9.84945E+06 1.43110
9.85000E+06 1.43057
9.85024E+06 1.43036
9.85102E+06 1.42970
9.85178E+06 1.42904
9.85253E+06 1.42840
9.85327E+06 1.42776
9.85473E+06 1.42652
9.85614E+06 1.42531
9.85751E+06 1.42415
9.85883E+06 1.42303
9.86000E+06 1.42204
9.86012E+06 1.42197
9.86136E+06 1.42114
9.86238E+06 1.42047
9.86257E+06 1.42036
9.86373E+06 1.41969
9.86487E+06 1.41905
9.86596E+06 1.41843
9.86702E+06 1.41784
9.86805E+06 1.41728
9.86905E+06 1.41674
9.87001E+06 1.41622
9.87095E+06 1.41572
9.87186E+06 1.41525
9.87274E+06 1.41480
9.87359E+06 1.41437
9.87441E+06 1.41397
9.87521E+06 1.41358
9.87598E+06 1.41322
9.87673E+06 1.41287
9.87819E+06 1.41223
9.87955E+06 1.41166
9.88000E+06 1.41149
9.88082E+06 1.41139
9.88202E+06 1.41128
9.88314E+06 1.41122
9.88420E+06 1.41120
9.88466E+06 1.41120
9.88518E+06 1.41121
9.88611E+06 1.41126
9.88698E+06 1.41134
9.88779E+06 1.41145
9.88855E+06 1.41158
9.88998E+06 1.41192
9.89123E+06 1.41233
9.89233E+06 1.41278
9.89329E+06 1.41325
9.89413E+06 1.41374
9.89486E+06 1.41423
9.89615E+06 1.41523
9.89711E+06 1.41611
9.89855E+06 1.41768
9.90000E+06 1.41959
9.91337E+06 1.41796
9.93496E+06 1.41534
9.95000E+06 1.41352
9.96743E+06 1.41232
9.97890E+06 1.41153
