Sn-119(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 115.452
1.25000E-05 103.789
1.50000E-05 95.1809
2.00000E-05 83.0972
2.75000E-05 71.5996
3.50000E-05 64.0327
4.25000E-05 58.5701
5.00000E-05 54.3881
6.25000E-05 49.1726
7.50000E-05 45.3227
0.000100000 39.9185
0.000125000 36.2305
0.000150000 33.5081
0.000200000 29.6867
0.000275000 26.0505
0.000350000 23.6574
0.000425000 21.9297
0.000500000 20.6070
0.000625000 18.9574
0.000750000 17.7397
0.00100000 16.0302
0.00125000 14.8635
0.00150000 14.0021
0.00200000 12.7929
0.00275000 11.6421
0.00350000 10.8845
0.00425000 10.3374
0.00500000 9.91839
0.00625000 9.39566
0.00750000 9.00961
0.0100000 8.46731
0.0125000 8.09685
0.0150000 7.82310
0.0200000 7.43829
0.0253000 7.16186
0.0314750 6.93207
0.0376500 6.76101
0.0500000 6.51874
0.0625000 6.35007
0.0750000 6.22497
0.100000 6.04815
0.125000 5.92636
0.150000 5.83566
0.200000 5.70679
0.237500 5.63723
0.275000 5.58182
0.350000 5.49782
0.500000 5.38798
0.750000 5.28101
1.00000 5.21524
1.50000 5.13554
2.00000 5.08783
2.75000 5.04348
3.50000 5.01610
4.25000 4.99908
5.00000 4.99391
5.29000 5.00025
5.43500 5.00868
5.58000 5.02520
5.72500 5.06030
5.79750 5.09347
5.87000 5.14933
5.94250 5.25294
5.97875 5.34082
6.01500 5.47483
6.05125 5.69169
6.08750 6.06961
6.12375 6.78682
6.14188 7.38382
6.16000 8.22981
6.19000 10.2018
6.22000 11.5270
6.25000 10.2265
6.28000 8.26014
6.30906 7.02579
6.33813 6.32074
6.36719 5.90788
6.39625 5.65255
6.45438 5.37194
6.51250 5.23131
6.57063 5.15146
6.62875 5.10189
6.74500 5.04597
6.86125 5.01659
6.97750 4.99906
7.21000 4.97957
7.67500 4.96242
8.14000 4.95410
9.07000 4.94472
10.0000 4.93874
12.5000 4.92846
15.0000 4.92194
17.5000 4.91728
20.0000 4.91372
23.7500 4.90965
27.5000 4.90652
35.0000 4.90182
42.5000 4.89823
50.0000 4.89518
56.1275 4.89291
62.2550 4.89078
65.3187 4.88983
68.3824 4.88916
69.9143 4.88924
70.6802 4.88961
71.4462 4.89051
72.2121 4.89275
72.5951 4.89511
72.9780 4.89950
73.1695 4.90320
73.3610 4.90884
73.5525 4.91799
73.7440 4.93424
73.8397 4.94755
73.9355 4.96727
74.0312 4.99827
74.1269 5.05104
74.2227 5.15160
74.2706 5.23981
74.3184 5.37941
74.3663 5.61799
74.4142 6.06999
74.4381 6.45850
74.4620 7.05015
74.4860 7.98307
74.5099 9.46348
74.5400 12.2145
74.5700 14.0510
74.6001 12.2174
74.6301 9.46710
74.6549 7.94533
74.6797 7.00222
74.7044 6.41204
74.7292 6.02885
74.7788 5.58745
74.8283 5.35674
74.8779 5.22257
74.9274 5.13814
75.0265 5.04222
75.1256 4.99202
75.2247 4.96256
75.3238 4.94380
75.4229 4.93114
75.6211 4.91562
75.8193 4.90682
76.2157 4.89768
76.6121 4.89323
77.0085 4.89069
77.8013 4.88796
78.5942 4.88650
79.3870 4.88556
80.9726 4.88427
84.1438 4.88247
87.3151 4.88090
93.6575 4.87773
100.000 4.87432
103.693 4.87238
105.539 4.87161
107.385 4.87127
109.231 4.87221
110.154 4.87393
111.078 4.87778
111.539 4.88133
112.001 4.88701
112.462 4.89663
112.924 4.91448
113.155 4.92958
113.385 4.95262
113.616 4.99016
113.847 5.05722
113.962 5.11250
114.078 5.19500
114.193 5.32590
114.309 5.55163
114.424 5.99082
114.482 6.38473
114.539 7.02296
114.597 8.15206
114.626 9.07088
114.655 10.4108
114.684 12.4714
114.712 15.7888
114.741 21.4364
114.770 31.2766
114.800 47.0571
114.830 57.5509
114.860 47.0678
114.890 31.2900
114.915 22.3487
114.941 16.8846
114.966 13.4816
114.991 11.2952
115.042 8.78896
115.093 7.48984
115.143 6.73588
115.194 6.26369
115.295 5.72811
115.397 5.44838
115.498 5.28467
115.599 5.18066
115.701 5.11050
115.903 5.02462
116.106 4.97606
116.309 4.94588
116.511 4.92582
116.916 4.90151
117.322 4.88777
117.727 4.87912
118.132 4.87322
118.943 4.86564
119.753 4.86079
121.374 4.85425
122.995 4.84909
124.616 4.84407
127.858 4.83240
129.479 4.82487
131.100 4.81542
132.721 4.80307
134.342 4.78611
135.153 4.77504
135.964 4.76155
136.774 4.74503
137.585 4.72525
137.990 4.71473
138.395 4.70531
138.800 4.70081
139.206 4.71270
139.408 4.73463
139.611 4.78087
139.813 4.87746
140.016 5.08953
140.117 5.28863
140.219 5.61256
140.320 6.17292
140.421 7.22997
140.472 8.13184
140.523 9.50265
140.573 11.7182
140.624 15.5723
140.675 23.0905
140.700 29.7561
140.725 40.3691
140.751 58.6547
140.776 93.1180
140.789 122.680
140.801 166.964
140.814 236.422
140.827 344.144
140.843 557.441
140.860 706.036
140.877 574.202
140.894 366.777
140.912 219.710
140.931 141.899
140.950 98.4795
140.968 72.7233
140.987 56.2237
141.005 45.1826
141.043 31.7088
141.080 24.1442
141.117 19.4718
141.192 14.2238
141.266 11.4715
141.341 9.83966
141.416 8.78590
141.490 8.06267
141.639 7.15105
141.788 6.61427
141.938 6.26737
142.087 6.02800
142.385 5.72404
142.683 5.54274
142.982 5.42461
143.280 5.34322
143.876 5.24478
144.175 5.21877
144.473 5.20946
144.771 5.22890
144.920 5.26155
145.069 5.32940
145.219 5.48086
145.293 5.63008
145.368 5.89228
145.442 6.41331
145.480 6.88853
145.517 7.66820
145.554 9.08158
145.573 10.2591
145.591 12.0110
145.610 14.7914
145.629 19.4466
145.647 27.8391
145.666 43.5945
145.683 66.7219
145.700 82.1476
145.717 66.7288
145.734 43.6020
145.748 31.3786
145.761 23.6364
145.774 18.6302
145.787 15.3402
145.814 11.4594
145.840 9.39254
145.867 8.17585
145.893 7.40354
145.946 6.51864
145.999 6.05136
146.052 5.77510
146.158 5.47794
146.264 5.32907
146.370 5.24326
146.476 5.18876
146.582 5.15158
146.794 5.10458
147.006 5.07611
147.430 5.04264
147.854 5.02261
148.278 5.00858
149.126 4.98907
149.974 4.97539
150.822 4.96492
152.518 4.94950
154.213 4.93845
155.909 4.92999
159.301 4.91765
162.692 4.90876
166.084 4.90179
172.867 4.89074
179.650 4.88123
186.434 4.87156
193.217 4.86023
200.000 4.84488
202.823 4.83624
205.647 4.82536
208.470 4.81102
211.293 4.79100
212.705 4.77762
214.116 4.76086
215.528 4.73935
216.940 4.71112
217.646 4.69383
218.351 4.67443
219.057 4.65414
219.763 4.63841
220.116 4.63776
220.469 4.65032
220.822 4.69305
