Cd-114(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 21.0433
1.25000E-05 19.4220
1.50000E-05 18.2251
2.00000E-05 16.5451
2.75000E-05 14.9466
3.50000E-05 13.8946
4.25000E-05 13.1352
5.00000E-05 12.5538
6.25000E-05 11.8287
7.50000E-05 11.2934
0.000100000 10.5421
0.000125000 10.0294
0.000150000 9.65092
0.000200000 9.11967
0.000275000 8.61418
0.000350000 8.28150
0.000425000 8.04134
0.000500000 7.85748
0.000625000 7.62819
0.000750000 7.45893
0.00100000 7.22134
0.00125000 7.05920
0.00150000 6.93952
0.00200000 6.77152
0.00275000 6.61167
0.00350000 6.50646
0.00425000 6.43051
0.00500000 6.37237
0.00625000 6.29985
0.00750000 6.24632
0.0100000 6.17118
0.0125000 6.11990
0.0150000 6.08204
0.0200000 6.02889
0.0253000 5.99078
0.0314750 5.95917
0.0376500 5.93568
0.0500000 5.90252
0.0625000 5.87953
0.0750000 5.86253
0.100000 5.83864
0.125000 5.82230
0.150000 5.81020
0.200000 5.79313
0.275000 5.77675
0.350000 5.76582
0.500000 5.75160
0.750000 5.73764
1.00000 5.72877
1.50000 5.71712
2.00000 5.70906
2.75000 5.69988
3.50000 5.69240
5.00000 5.67983
7.50000 5.66183
10.0000 5.64529
15.0000 5.61365
20.0000 5.58240
27.5000 5.53472
35.0000 5.48495
42.5000 5.43209
50.0000 5.37571
51.5972 5.36387
53.1944 5.35386
53.9930 5.35166
54.3923 5.35280
54.7916 5.35767
55.1909 5.37187
55.3906 5.38756
55.5902 5.41721
55.6900 5.44244
55.7899 5.48089
55.8897 5.54327
55.9895 5.65367
56.0893 5.87635
56.1392 6.08347
56.1892 6.43225
56.2391 7.08608
56.2640 7.64961
56.2890 8.52472
56.3139 9.98162
56.3389 12.6305
56.3514 14.8146
56.3639 18.0103
56.3763 22.7959
56.3888 29.9522
56.4067 44.7558
56.4246 54.6285
56.4425 44.7503
56.4604 29.9534
56.4817 19.2331
56.5029 13.8331
56.5242 10.9580
56.5454 9.29485
56.5667 8.26018
56.5880 7.57742
56.6305 6.76547
