Se-82(n,g) ENDF/B-VII.1
10551.3 0.000178178
11102.5 0.000191063
11653.8 0.000227043
12205.0 0.000298931
12756.3 0.000452556
13031.9 0.000601975
13307.5 0.000866523
13583.1 0.00140529
13720.9 0.00191466
13858.8 0.00279102
13996.6 0.00449418
14031.0 0.00517354
14048.3 0.00557354
14065.5 0.00602219
14082.7 0.00652824
14099.9 0.00710111
14117.2 0.00775377
14125.8 0.00811430
14134.4 0.00850063
14151.6 0.00936150
14168.8 0.0103598
14186.1 0.0115259
14203.3 0.0128977
14220.5 0.0145275
14237.7 0.0164796
14255.0 0.0188448
14272.2 0.0217396
14289.4 0.0253304
14306.7 0.0298421
14323.9 0.0355917
14341.1 0.0430222
14358.3 0.0527740
14375.6 0.0657091
14392.8 0.0829790
14410.0 0.105793
14445.0 0.168808
14480.0 0.210228
14497.5 0.197550
14515.0 0.167752
14550.0 0.104778
14571.3 0.0775891
14592.6 0.0584308
14635.2 0.0354504
14677.7 0.0233550
14720.3 0.0164140
14762.9 0.0121210
14805.5 0.00930098
14890.6 0.00596436
14975.8 0.00415070
15060.9 0.00306109
15231.3 0.00187746
15401.6 0.00128523
15571.9 0.000949023
15912.5 0.000604891
16253.1 0.000445522
16593.8 0.000363248
17275.0 0.000298254
17956.3 0.000296637
18637.5 0.000336850
19318.8 0.000426391
20000.0 0.000603693
20332.9 0.000752043
20665.8 0.000977985
20998.6 0.00134616
21331.5 0.00200805
21497.9 0.00255914
21664.4 0.00339247
21830.8 0.00474217
21997.3 0.00714780
22080.5 0.00913095
22163.7 0.0120968
22246.9 0.0168216
22330.1 0.0250306
22413.4 0.0412117
22455.0 0.0559422
22496.6 0.0802078
22517.4 0.0986804
22527.8 0.110370
22538.2 0.124235
22548.6 0.140854
22559.0 0.160948
22564.2 0.172609
22569.4 0.185552
22574.6 0.199965
22579.8 0.216072
22590.2 0.254523
22600.6 0.303652
22611.0 0.367585
22621.4 0.452353
22631.8 0.566917
22642.2 0.724465
22652.6 0.943445
22663.0 1.24558
22672.3 1.59390
22681.5 1.99166
22700.0 2.48693
22709.3 2.33930
22718.5 1.98751
22737.0 1.24157
22751.8 0.839596
22766.5 0.586533
22781.3 0.426055
22796.0 0.320818
22825.6 0.198309
22855.1 0.133691
22884.6 0.0958800
22914.1 0.0720022
22973.1 0.0447879
23032.1 0.0305089
23091.2 0.0221217
23150.2 0.0167883
23209.2 0.0131925
23327.3 0.00880142
23445.3 0.00633280
23563.4 0.00481562
23681.4 0.00382341
23917.5 0.00266749
24153.6 0.00207732
24389.8 0.00177941
24625.9 0.00166788
24862.0 0.00171015
25098.1 0.00192391
25334.2 0.00239189
25570.3 0.00333814
25688.3 0.00415802
25806.4 0.00541546
25924.4 0.00746499
26042.5 0.0111145
26101.5 0.0141067
26160.6 0.0185486
26219.6 0.0255449
26278.6 0.0374843
26337.6 0.0603509
26367.1 0.0805163
26381.9 0.0945841
26396.7 0.112618
26404.0 0.123609
26411.4 0.136258
26418.8 0.150908
26426.2 0.167991
26433.6 0.188058
26440.9 0.211818
26448.3 0.240192
26455.7 0.274337
26463.1 0.315946
26470.4 0.367112
26477.8 0.430703
26485.2 0.510446
26492.6 0.611669
26500.0 0.740884
26507.3 0.906038
26514.7 1.11475
26523.5 1.42674
26532.4 1.78265
26550.0 2.22635
26558.8 2.09427
26567.7 1.77961
26585.3 1.11182
26598.6 0.767035
26612.0 0.544511
26625.3 0.400351
26638.7 0.304173
26665.3 0.190382
26692.0 0.129365
26718.7 0.0932729
26745.4 0.0703018
26798.7 0.0439363
26852.1 0.0300034
26905.4 0.0217796
26958.8 0.0165279
27012.1 0.0129746
27118.9 0.00861426
27225.6 0.00614311
27332.3 0.00460862
27439.0 0.00359062
27652.4 0.00236540
27865.8 0.00168309
28079.2 0.00126364
28292.7 0.000986893
28719.5 0.000654662
29146.3 0.000469332
29573.2 0.000354782
30000.0 0.000278670
30000.0 0.0394874
35000.0 0.0354465
40000.0 0.0324042
50000.0 0.0281862
60000.0 0.0254332
70000.0 0.0237961
80000.0 0.0224747
99999.9 0.0207316
100000 0.0206891
150000 0.0187392
200000 0.0181593
250000 0.0180726
300000 0.0181507
500000 0.0186408
662863 0.0194610
700000 0.0116239
800000 0.00890668
900000 0.00821331
1.00000E+06 0.00804590
1.25000E+06 0.00872106
1.43748E+06 0.00960542
1.43749E+06 0.00960544
1.50000E+06 0.00978928
1.75000E+06 0.0111386
1.75252E+06 0.0111552
1.75677E+06 0.0109811
2.00000E+06 0.00812447
2.39086E+06 0.00905818
2.58221E+06 0.00949334
2.92984E+06 0.0102463
3.00000E+06 0.0100323
3.05212E+06 0.0100027
3.05213E+06 0.0100027
3.52606E+06 0.00808273
4.00000E+06 0.00670950
4.06250E+06 0.00645750
4.12500E+06 0.00621859
4.18750E+06 0.00599192
4.25000E+06 0.00577669
4.31250E+06 0.00557217
4.37500E+06 0.00537768
4.43750E+06 0.00519259
4.50000E+06 0.00501632
4.56250E+06 0.00484835
4.62500E+06 0.00468818
4.68750E+06 0.00453534
4.75000E+06 0.00438942
4.81250E+06 0.00425000
4.87500E+06 0.00411672
4.93750E+06 0.00398925
5.00000E+06 0.00386725
5.06250E+06 0.00372903
5.12500E+06 0.00359735
5.18750E+06 0.00347183
5.25000E+06 0.00335212
5.31250E+06 0.00323788
5.37500E+06 0.00312881
5.43750E+06 0.00302460
5.50000E+06 0.00292500
5.56250E+06 0.00282975
5.62500E+06 0.00273861
5.68750E+06 0.00265137
5.75000E+06 0.00256782
5.81250E+06 0.00248776
5.87500E+06 0.00241101
5.93750E+06 0.00233740
6.00000E+06 0.00226678
6.08687E+06 0.00215299
6.17374E+06 0.00204641
6.26061E+06 0.00194649
6.34748E+06 0.00185272
6.43435E+06 0.00176466
6.52122E+06 0.00168187
6.60809E+06 0.00160399
6.69496E+06 0.00153067
6.77122E+06 0.00146980
6.84748E+06 0.00141199
6.92374E+06 0.00135706
7.00000E+06 0.00130483
7.12500E+06 0.00121233
7.25000E+06 0.00112784
7.37500E+06 0.00105052
7.50000E+06 0.000979679
7.62500E+06 0.000914667
7.75000E+06 0.000854924
7.87500E+06 0.000799947
8.00000E+06 0.000749289
8.02184E+06 0.000740567
8.04368E+06 0.000731969
8.06552E+06 0.000723494
8.08736E+06 0.000715140
8.10920E+06 0.000706904
8.13104E+06 0.000698786
8.15289E+06 0.000690781
8.17473E+06 0.000682890
8.19657E+06 0.000675109
8.21841E+06 0.000667437
8.24025E+06 0.000659872
8.26209E+06 0.000652414
8.28393E+06 0.000645058
8.30577E+06 0.000637805
8.32761E+06 0.000630651
8.34945E+06 0.000623597
8.43077E+06 0.000598172
8.51209E+06 0.000574012
8.59341E+06 0.000551045
8.67473E+06 0.000529200
8.75604E+06 0.000508413
8.83736E+06 0.000488623
8.91868E+06 0.000469774
9.00000E+06 0.000451814
9.09632E+06 0.000431993
9.19263E+06 0.000413236
9.28895E+06 0.000395476
9.38526E+06 0.000378652
9.48683E+06 0.000361858
9.55013E+06 0.000354371
9.61344E+06 0.000347087
9.67674E+06 0.000339999
9.74004E+06 0.000333101
9.80503E+06 0.000327876
9.87002E+06 0.000322766
9.93501E+06 0.000317768
1.00000E+07 0.000312880
1.00518E+07 0.000311682
1.00991E+07 0.000310597
1.01465E+07 0.000309521
1.01938E+07 0.000308453
1.02411E+07 0.000307394
1.03029E+07 0.000309140
1.03646E+07 0.000310886
1.04264E+07 0.000312631
1.04881E+07 0.000314375
1.05521E+07 0.000319328
1.06161E+07 0.000324328
1.06801E+07 0.000329376
1.07441E+07 0.000334470
1.08080E+07 0.000339613
1.08720E+07 0.000344805
1.09360E+07 0.000350044
1.10000E+07 0.000355331
1.10306E+07 0.000362234
1.10611E+07 0.000369252
1.10917E+07 0.000376386
1.11223E+07 0.000383638
1.11529E+07 0.000391009
1.11834E+07 0.000398500
1.12140E+07 0.000406114
1.12446E+07 0.000413850
1.12751E+07 0.000421714
1.13057E+07 0.000429706
1.13363E+07 0.000437827
1.13668E+07 0.000446078
1.13974E+07 0.000454463
1.14280E+07 0.000462982
1.14585E+07 0.000471637
1.14891E+07 0.000480428
1.15210E+07 0.000488426
1.15530E+07 0.000496531
1.15849E+07 0.000504748
1.16168E+07 0.000513078
1.16488E+07 0.000521522
1.16807E+07 0.000530082
1.17126E+07 0.000538757
1.17446E+07 0.000547551
1.17765E+07 0.000556466
1.18084E+07 0.000565499
1.18404E+07 0.000574654
1.18723E+07 0.000583932
1.19042E+07 0.000593334
1.19361E+07 0.000602861
1.19681E+07 0.000612515
1.20000E+07 0.000622298
1.20488E+07 0.000635207
1.20976E+07 0.000648329
1.21464E+07 0.000661669
1.21952E+07 0.000675227
1.22440E+07 0.000689008
1.22928E+07 0.000703013
1.23416E+07 0.000717246
1.23904E+07 0.000731709
1.24402E+07 0.000746709
1.24900E+07 0.000761954
1.25532E+07 0.000779178
1.26649E+07 0.000810354
1.27766E+07 0.000842488
1.28883E+07 0.000875600
1.30000E+07 0.000909710
1.31227E+07 0.000921338
1.32454E+07 0.000933004
1.33680E+07 0.000944709
1.34907E+07 0.000956451
1.36180E+07 0.000968678
1.37454E+07 0.000980945
1.38727E+07 0.000993253
1.40000E+07 0.00100560
1.40313E+07 0.00100447
1.40625E+07 0.00100333
1.40938E+07 0.00100221
1.41250E+07 0.00100108
1.41563E+07 0.000999963
1.41875E+07 0.000998847
1.42188E+07 0.000997734
1.42500E+07 0.000996625
1.42813E+07 0.000995520
1.43125E+07 0.000994418
1.43438E+07 0.000993321
1.43750E+07 0.000992226
1.44063E+07 0.000991135
1.44375E+07 0.000990048
1.44688E+07 0.000988965
1.45000E+07 0.000987884
1.45625E+07 0.000985735
1.46250E+07 0.000983599
1.46875E+07 0.000981477
1.47500E+07 0.000979368
1.48125E+07 0.000977273
1.48750E+07 0.000975191
1.49375E+07 0.000973122
1.50000E+07 0.000971066
1.50984E+07 0.000964910
1.51967E+07 0.000958834
1.52971E+07 0.000952708
1.53975E+07 0.000946662
1.54979E+07 0.000940694
1.55984E+07 0.000934801
1.56988E+07 0.000928982
1.57992E+07 0.000923236
1.58996E+07 0.000917563
1.60000E+07 0.000911959
1.61736E+07 0.000903710
1.61736E+07 0.000903708
1.63802E+07 0.000894102
1.65868E+07 0.000884716
1.67934E+07 0.000875543
1.70000E+07 0.000866576
1.72440E+07 0.000859909
1.74879E+07 0.000853385
1.77319E+07 0.000847001
1.79758E+07 0.000840750
1.80000E+07 0.000840137
1.84073E+07 0.000835956
1.88145E+07 0.000831887
1.90000E+07 0.000830069
1.90483E+07 0.000830211
1.95242E+07 0.000831596
2.00000E+07 0.000832949
