Cu-63(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
23344.1 0.157763
23345.7 0.107911
23347.3 0.0792792
23350.5 0.0492457
23353.6 0.0347662
23356.8 0.0269162
23363.1 0.0199464
23375.8 0.0261675
23382.1 0.0701890
23385.3 0.218662
23386.1 0.344058
23386.9 0.622339
23387.7 1.43254
23388.1 2.54782
23388.5 5.09791
23389.0 10.7461
23389.3 8.99807
23389.5 5.63331
23389.8 3.17939
23390.2 1.94144
23390.8 0.895029
23391.4 0.506294
23392.0 0.326689
23393.3 0.168406
23394.5 0.103606
23397.0 0.0521448
23399.5 0.0326615
23404.6 0.0178212
23409.6 0.0122932
23419.6 0.00804706
23429.6 0.00640615
23449.6 0.00510389
23469.6 0.00465002
23509.7 0.00492000
23529.7 0.00649160
23539.7 0.0110118
23544.7 0.0263254
23547.2 0.0787298
23548.5 0.239097
23549.1 0.635701
23549.4 1.30749
23549.7 3.60703
23549.9 5.77733
23550.0 7.16658
23550.1 5.72381
23550.3 3.56519
23550.5 1.62545
23550.8 0.869577
23551.2 0.363225
23552.2 0.124426
23554.1 0.0410550
23557.9 0.0168119
23565.5 0.0116710
23573.0 0.0130994
23580.6 0.0176213
23588.2 0.0279417
23592.0 0.0381584
23595.8 0.0563978
23599.6 0.0937178
23601.5 0.129141
23603.4 0.189635
23605.3 0.307201
23606.2 0.412088
23607.2 0.578794
23608.1 0.873348
23609.1 1.45379
23609.5 1.98046
23610.0 2.79942
23610.5 4.15555
23611.0 6.44049
23611.5 10.3650
23612.0 12.9120
23612.5 10.2612
23613.1 6.42135
23613.6 3.72914
23614.2 2.34424
23614.8 1.57153
23615.4 1.12344
23616.0 0.835745
23616.6 0.647276
23617.7 0.418585
23618.9 0.292417
23620.1 0.215787
23622.4 0.131592
23624.8 0.0888853
23627.1 0.0643180
23631.8 0.0386157
23636.5 0.0261486
23641.1 0.0191721
23650.5 0.0120491
23669.2 0.00678515
23687.9 0.00488912
23725.3 0.00353651
23762.7 0.00317078
23800.2 0.00330575
23837.6 0.00432890
23856.3 0.00590734
23875.0 0.0103825
23884.4 0.0164179
23893.7 0.0324972
23898.4 0.0530818
23903.1 0.104289
23905.4 0.164421
23906.6 0.216255
23907.8 0.296881
23908.9 0.431475
23910.1 0.678148
23910.7 0.885780
23911.3 1.18853
23911.9 1.65083
23912.4 2.36833
23914.0 5.32871
23914.4 5.28532
23914.8 4.65796
23915.6 2.97044
23916.4 1.76426
23917.2 1.10964
23918.0 0.746602
23918.8 0.533705
23919.7 0.397356
23920.5 0.306608
23922.1 0.198364
23923.8 0.138379
23925.4 0.102241
23928.6 0.0625550
23931.9 0.0423959
23935.2 0.0308242
23941.7 0.0187563
23948.3 0.0129037
23954.8 0.00963789
23967.8 0.00630347
23980.9 0.00471853
23994.0 0.00384198
24020.1 0.00295451
24072.4 0.00230974
24124.7 0.00209770
24229.2 0.00206461
24281.5 0.00226972
24307.6 0.00282450
24320.7 0.00465523
24327.2 0.0113139
24330.5 0.0352814
24332.1 0.113623
24332.9 0.329975
24333.3 0.771813
24333.5 1.35562
24333.7 2.75448
24334.0 5.51671
24334.3 2.76523
24334.5 1.40377
24334.7 0.814405
24335.1 0.354461
24335.8 0.124831
24337.4 0.0390081
24340.5 0.0125727
24346.6 0.00542799
24359.0 0.00437744
24371.3 0.00851549
24377.5 0.0253414
24380.6 0.0855547
24382.2 0.276122
24382.9 0.765389
24383.3 1.68796
24383.5 2.79487
24383.7 5.12362
24383.9 8.26922
24384.0 10.2968
24384.2 8.33568
24384.3 5.17572
24384.5 2.51543
24384.8 1.38015
24385.3 0.577058
24386.2 0.196305
24388.1 0.0591854
24391.9 0.0177421
24399.5 0.00638351
24414.8 0.00343569
24445.2 0.00277955
24506.2 0.00294442
24567.1 0.00350587
24628.0 0.00452506
24688.9 0.00650264
24719.4 0.00825818
24749.9 0.0110756
24765.1 0.0131699
24772.7 0.0144760
24780.3 0.0160048
24787.9 0.0178135
24795.6 0.0199668
24803.2 0.0225620
24810.8 0.0257140
24818.4 0.0295962
24826.0 0.0344228
24833.6 0.0405158
24841.2 0.0482854
24848.9 0.0583378
24856.5 0.0714276
24864.1 0.0885612
24871.7 0.110677
24880.0 0.141000
24888.4 0.175076
24905.0 0.214688
24913.3 0.200660
24921.7 0.170924
24938.3 0.115630
24942.8 0.110111
24947.2 0.118354
24949.4 0.137902
24951.7 0.192946
24952.8 0.259137
24953.9 0.402605
24954.4 0.545239
24955.0 0.790161
24955.5 1.26587
24956.1 2.20987
24956.6 3.51171
24957.0 4.35503
24957.5 3.48145
24957.9 2.20808
24958.4 1.28586
24959.0 0.814820
24959.5 0.561349
24960.0 0.413516
24961.1 0.259366
24962.1 0.185960
24963.2 0.144687
24964.3 0.119478
24966.4 0.0907325
24970.6 0.0657401
24974.8 0.0549002
24979.0 0.0500559
24983.2 0.0519132
24985.4 0.0593988
24987.5 0.0835709
24988.5 0.116985
24989.6 0.203223
24990.1 0.309804
24990.6 0.557877
24991.2 1.34918
24991.4 2.51002
24991.7 5.50182
24991.8 8.80356
24992.0 10.4273
24992.2 7.76248
24992.3 4.71684
24992.6 2.27012
24992.8 1.27490
24993.3 0.567269
24994.3 0.213393
24995.3 0.120509
24996.3 0.0833352
24998.2 0.0534379
25000.2 0.0415919
25004.2 0.0316100
25008.1 0.0270223
25023.9 0.0190699
25055.4 0.0125659
25087.0 0.00940648
25118.5 0.00763326
25181.6 0.00616970
25197.4 0.00626351
25213.2 0.00701537
25229.0 0.0118255
25236.8 0.0307754
25240.8 0.100661
25241.8 0.167700
25242.8 0.337567
25243.3 0.549315
25243.7 1.03133
25244.0 1.56189
25244.2 2.55383
25244.5 4.91613
25244.6 7.19860
25244.7 11.0421
25244.9 17.5980
25245.0 22.0500
25245.1 17.6044
25245.3 11.0471
25245.4 7.97706
25245.5 5.73302
25245.7 3.25208
25245.9 2.05351
25246.1 1.42811
25246.5 0.789112
25246.8 0.498623
25247.6 0.249447
25248.4 0.151095
25250.0 0.0737799
25251.6 0.0448384
25257.8 0.0154281
25270.4 0.00767301
25282.9 0.00619629
25295.5 0.00568615
25345.7 0.00537537
25446.1 0.00644561
25546.6 0.00923301
25596.8 0.0117251
25647.0 0.0154492
25689.9 0.0200565
25711.3 0.0233976
25722.0 0.0272810
25727.4 0.0371227
25730.1 0.0697836
25731.4 0.172201
25732.1 0.434231
25732.4 0.902468
25732.7 2.63957
25733.0 5.23506
25733.3 2.62113
25733.5 1.08925
25733.8 0.571481
25734.3 0.240700
25735.4 0.0952031
25737.5 0.0459531
25741.6 0.0321726
25750.0 0.0295629
25766.6 0.0313191
25783.3 0.0348067
25791.7 0.0380980
25800.0 0.0461832
25807.8 0.0829813
25809.7 0.118361
25811.7 0.210249
25812.6 0.324779
25813.6 0.599113
25814.1 0.910758
25814.6 1.54053
25814.8 2.16139
25815.1 3.16606
25815.3 4.96100
25815.6 8.29064
25815.8 13.3640
25816.0 16.5501
25816.2 13.1259
25816.5 8.28829
25816.6 6.10510
25816.7 4.67075
25817.0 2.86045
25817.3 1.90129
25817.5 1.36424
25818.1 0.785945
25818.6 0.517879
25819.7 0.280064
25820.7 0.182984
25822.9 0.105102
25825.0 0.0756995
25833.5 0.0455154
25850.6 0.0375153
25884.7 0.0358262
25901.8 0.0374928
25918.9 0.0433153
25927.4 0.0498531
25935.9 0.0618767
25944.5 0.0861682
25948.7 0.108311
25953.0 0.144301
25957.5 0.212869
25959.7 0.270483
25962.0 0.356927
25964.2 0.495243
25966.5 0.729670
25968.7 1.15812
25971.0 1.97088
25973.0 3.11987
25975.0 3.76368
25977.0 2.91368
25979.1 1.81392
25981.0 1.15245
25982.9 0.771538
25984.8 0.545918
25986.7 0.405593
25990.6 0.249137
25994.4 0.169911
25998.2 0.124575
26002.1 0.0964292
26009.7 0.0646550
26017.4 0.0480013
26025.0 0.0381622
26040.4 0.0274858
26055.7 0.0221306
26071.0 0.0194572
26086.4 0.0208390
26090.2 0.0240281
26094.0 0.0336472
26095.9 0.0469544
26097.8 0.0826816
26098.8 0.129022
26099.8 0.245758
26100.7 0.695818
26101.2 1.61494
26101.4 2.87208
26101.7 5.72989
26101.8 9.18562
26102.0 11.2872
26102.2 8.95648
26102.3 5.55080
26102.5 3.29061
26102.7 2.06757
26103.0 0.998943
26103.8 0.380238
26105.2 0.128455
26106.6 0.0689073
26108.1 0.0460315
26110.9 0.0285857
26113.8 0.0220779
26119.5 0.0170740
26125.2 0.0150971
26148.1 0.0125100
26193.9 0.0112413
26285.5 0.0125135
26331.3 0.0150614
26377.0 0.0199557
26422.8 0.0299641
26445.7 0.0407854
26451.5 0.0462587
26457.2 0.0572289
26460.0 0.0697913
26462.9 0.101330
26464.3 0.141341
26465.8 0.243072
26466.5 0.368344
26467.2 0.656135
26467.9 1.60411
26468.3 3.09839
26468.4 4.65901
26468.6 7.31548
26468.8 11.6703
26469.0 14.3927
26469.2 11.4253
26469.4 7.12420
26469.6 3.77165
26469.9 2.25843
26470.4 1.03666
26470.9 0.598926
26471.4 0.400632
26472.4 0.226574
26473.4 0.157274
26475.5 0.103383
26477.5 0.0840621
26481.6 0.0717096
26485.6 0.0695886
26501.8 0.0815724
26518.1 0.105299
26534.3 0.139123
26548.2 0.175802
26562.2 0.214299
26576.1 0.241890
26590.0 0.244008
26617.9 0.181220
26645.7 0.112308
26671.6 0.0726609
26697.5 0.0495060
26723.3 0.0355418
26749.2 0.0266811
26800.9 0.0166721
26852.7 0.0115216
26904.4 0.00856651
26956.2 0.00678536
27007.9 0.00604859
27020.8 0.00633054
27033.8 0.00759667
27040.2 0.00955094
27046.7 0.0152094
27049.9 0.0230218
27053.2 0.0444204
27054.8 0.0728905
27056.4 0.146930
27057.2 0.240063
27058.0 0.464707
27058.8 1.24656
27059.2 2.57146
27059.4 4.06551
27059.6 6.85884
27059.8 11.0712
27060.0 13.6052
27060.2 10.6978
27060.4 6.75080
27060.6 4.10715
27060.8 2.64969
27061.1 1.31511
27061.9 0.510024
27062.6 0.267795
27063.4 0.165188
27064.9 0.0820544
27066.4 0.0499425
27069.4 0.0254314
27072.4 0.0164362
27078.4 0.00974646
27084.4 0.00730353
27096.4 0.00544992
27108.5 0.00471969
27156.5 0.00378670
27204.6 0.00396020
27228.7 0.00631968
27240.7 0.0160745
27246.7 0.0530595
27249.7 0.183709
27250.4 0.302923
27251.2 0.592610
27251.6 0.928954
27251.9 1.62055
27252.1 2.30697
27252.3 3.50258
27252.5 5.77133
27252.7 10.1963
27252.8 16.1793
27253.0 20.3734
27253.2 16.1818
27253.3 10.1983
27253.5 6.11593
27253.6 3.96103
27254.0 1.97484
27254.3 1.14422
27254.6 0.750567
27255.3 0.389259
27255.9 0.239251
27257.2 0.116732
27258.5 0.0695353
27263.7 0.0204449
27274.0 0.00722980
27294.7 0.00372101
27336.0 0.00267888
27418.7 0.00219538
27584.0 0.00182833
27749.4 0.00169871
27832.1 0.00176341
27873.4 0.00212616
27894.1 0.00357072
27904.4 0.00919814
27909.6 0.0305582
27912.2 0.107125
27913.5 0.353946
27914.1 1.01756
27914.4 2.28010
27914.6 3.89168
27914.8 7.39439
27914.9 11.8114
27915.0 14.7945
27915.1 11.8208
27915.2 7.40171
27915.5 3.04214
27915.7 1.54654
27916.2 0.594312
27917.1 0.189059
27919.0 0.0548013
27922.7 0.0158105
27930.2 0.00529851
27945.2 0.00257889
27975.1 0.00189845
28035.0 0.00177579
28094.9 0.00192847
28124.8 0.00252829
28139.8 0.00482780
28147.3 0.0136808
28151.0 0.0466026
28152.9 0.160714
28153.8 0.509772
28154.3 1.34975
28154.5 2.71399
28154.7 4.28876
28154.8 7.12794
28154.9 11.4654
28155.0 14.2568
28155.1 11.4688
28155.2 7.13064
28155.4 4.11846
28155.5 2.53273
28155.7 1.21862
28156.2 0.448405
28157.3 0.139238
28159.3 0.0400170
28163.4 0.0118942
28171.5 0.00438660
28187.8 0.00246384
28220.4 0.00200868
28285.6 0.00197690
28416.0 0.00221289
28546.3 0.00265422
28611.5 0.00313458
28644.1 0.00412703
28660.4 0.00747519
28668.6 0.0200456
28672.6 0.0661355
28674.7 0.223148
28675.7 0.681381
28676.2 1.70453
28676.5 3.21705
28676.6 4.80159
28676.7 7.29861
28676.9 11.7901
28677.0 14.5980
28677.1 11.7951
28677.3 7.30257
28677.4 4.80406
28677.5 3.21853
28677.8 1.66770
28678.3 0.671731
28679.3 0.219532
28681.4 0.0653475
28685.5 0.0198767
28693.7 0.00761277
28710.1 0.00451711
28743.0 0.00398046
28775.9 0.00439686
28792.3 0.00574836
28800.5 0.0105900
28804.6 0.0282843
28806.7 0.0881910
28807.7 0.264095
28808.2 0.652849
28808.5 1.26187
28808.7 2.93889
28809.0 5.86997
28809.3 2.93601
28809.6 1.00952
28810.0 0.479195
28810.6 0.176743
28812.0 0.0573518
28814.6 0.0190385
28819.9 0.00820116
28830.6 0.00539855
28851.9 0.00486302
28894.4 0.00517284
28979.5 0.00648737
29064.7 0.00860758
29107.2 0.0103487
29128.5 0.0124167
29139.1 0.0175947
29144.5 0.0357309
29147.1 0.100511
29148.4 0.312044
29149.1 0.876850
29149.4 1.98628
29149.6 3.51228
29149.8 7.01001
29149.9 11.0340
29150.0 14.0096
29150.1 11.0358
29150.2 7.01139
29150.5 2.83109
29150.7 1.42267
29151.1 0.563956
29152.1 0.187413
29153.9 0.0616860
29157.5 0.0254052
29164.8 0.0159755
29179.3 0.0142484
29208.4 0.0155009
29266.6 0.0204983
29324.8 0.0283468
29383.0 0.0404286
29423.9 0.0521844
29444.3 0.0594723
29454.5 0.0655559
29459.6 0.0773792
29462.2 0.113831
29463.5 0.225856
29464.1 0.505964
29464.4 1.00350
29464.7 2.64729
29465.0 5.22918
29465.3 2.64793
29465.6 1.05812
29465.9 0.554341
29466.4 0.251451
29467.6 0.124183
29470.0 0.0832384
29474.6 0.0727964
29484.0 0.0724569
29502.6 0.0766223
29540.0 0.0814783
29618.5 0.0666473
29697.0 0.0421927
29768.6 0.0272472
29840.2 0.0184196
29911.8 0.0131455
29983.4 0.00986011
30126.5 0.00633459
30198.1 0.00549368
30233.9 0.00550578
30251.8 0.00664351
30260.8 0.0114263
30265.2 0.0293022
30267.5 0.0911345
30268.6 0.276327
30269.2 0.707341
30269.4 1.39943
30269.7 3.30142
30269.9 5.35252
30270.0 6.60341
30270.2 5.21492
30270.3 3.30763
30270.6 1.44167
30270.8 0.755177
30271.3 0.304527
30272.4 0.103062
30274.4 0.0330230
30278.6 0.0124105
30286.8 0.00678032
30303.4 0.00529736
30336.4 0.00499517
30402.6 0.00595573
30435.7 0.00775085
30452.2 0.00959288
30468.7 0.0129255
30485.3 0.0197961
30493.6 0.0263041
30501.8 0.0374435
30510.1 0.0588932
30518.4 0.108210
30522.5 0.160766
30526.6 0.261822
30528.7 0.350264
30530.8 0.486061
30532.8 0.703738
30533.9 0.857204
30534.9 1.04844
30536.2 1.33766
30537.4 1.64998
30538.7 1.88881
30540.0 1.93140
30542.6 1.45078
30545.1 0.892883
30547.4 0.581278
30549.7 0.396975
30551.9 0.284435
30554.2 0.212435
30558.8 0.130550
30563.3 0.0881724
30567.8 0.0636569
30572.4 0.0482747
30581.5 0.0308411
30590.5 0.0217313
30599.6 0.0163861
30617.8 0.0106866
30635.9 0.00786651
30654.1 0.00626702
30690.4 0.00461144
30726.8 0.00382580
30763.1 0.00342740
30799.4 0.00337439
30817.6 0.00406087
30826.6 0.00698198
30831.2 0.0179513
30833.5 0.0559817
30834.6 0.171857
30835.2 0.448863
30835.4 0.897335
30835.7 2.29245
30836.0 4.59269
30836.3 2.29710
30836.7 0.685077
30837.1 0.299007
30837.8 0.105912
30839.4 0.0336546
30842.5 0.0113307
30848.6 0.00514079
30861.0 0.00349496
30885.7 0.00306620
30935.0 0.00303047
31033.8 0.00359388
31083.1 0.00427564
31132.5 0.00556808
31157.2 0.00673702
31181.9 0.00890683
31206.6 0.0161030
31212.7 0.0222203
31218.9 0.0380728
31222.0 0.0585562
31225.1 0.111109
31226.6 0.176477
31228.2 0.330531
31228.9 0.500806
31229.7 0.846302
31230.1 1.17105
31230.5 1.69100
31230.9 2.62397
31231.2 4.27214
31231.6 6.82425
31232.0 8.54930
31232.4 6.84464
31232.8 4.28821
31233.0 2.97855
31233.3 2.10795
31233.6 1.54698
31233.9 1.17453
31234.5 0.736229
31235.1 0.505470
31236.2 0.278595
31237.4 0.178592
31239.7 0.0944251
31242.0 0.0612463
31246.6 0.0360056
31251.2 0.0271289
31260.5 0.0218279
31269.7 0.0216698
31288.2 0.0285689
31297.4 0.0437554
31299.7 0.0562497
31302.0 0.0880712
31304.3 0.229888
31305.5 0.624484
31306.1 1.46790
31306.4 2.68347
31306.6 5.63424
31306.8 8.95570
31307.0 11.2696
31307.2 9.01692
31307.4 5.68229
31307.6 3.28570
31307.8 2.06633
31308.2 0.990744
31309.0 0.384645
31310.6 0.143449
31312.3 0.0884959
31313.9 0.0685155
31317.2 0.0552132
31320.4 0.0524832
31333.5 0.0637017
31346.6 0.0905914
31359.7 0.136394
31367.3 0.173640
31374.9 0.215601
31390.0 0.264504
31405.2 0.209330
31420.3 0.135408
31426.5 0.125468
31429.6 0.165296
31431.2 0.327001
31432.0 0.793623
31432.4 1.78507
31432.6 3.15010
31432.8 6.67394
31432.9 10.6585
31433.0 13.2726
31433.1 10.6894
31433.2 6.69740
31433.5 3.05279
31433.7 1.69553
31434.1 0.739818
31434.9 0.298430
31436.5 0.141754
31439.8 0.0891416
31446.3 0.0654051
31459.4 0.0477699
31465.9 0.0444712
31472.4 0.0477150
31475.7 0.0566851
31479.0 0.0845080
31480.6 0.122419
31482.2 0.219486
31483.1 0.337648
31483.9 0.602842
31484.3 0.884653
31484.7 1.42264
31485.1 2.60301
31485.3 3.70403
31485.5 5.50122
31485.8 8.81628
31486.0 10.9463
31486.3 8.77707
31486.5 5.47027
31486.7 3.89663
31486.9 2.86696
31487.2 1.66442
31487.6 1.07070
31487.9 0.743837
31488.6 0.420532
31489.3 0.274801
31490.7 0.148675
31492.1 0.0975395
31494.9 0.0568997
31497.6 0.0410515
31503.2 0.0281723
31508.8 0.0226276
31519.9 0.0171745
31531.0 0.0141554
31553.3 0.0105444
31575.5 0.00835290
31620.0 0.00581392
31664.6 0.00443278
31753.6 0.00307151
31842.6 0.00249992
31931.6 0.00232200
32020.6 0.00257659
32065.1 0.00311239
32087.4 0.00367352
32109.7 0.00470715
32131.9 0.00690606
32143.0 0.00906888
32154.2 0.0129415
32165.3 0.0209611
32170.9 0.0286641
32176.4 0.0420842
32182.0 0.0687601
32184.8 0.0931628
32187.6 0.133617
32190.3 0.207703
32191.7 0.270056
32193.1 0.364622
32194.5 0.516783
32195.9 0.780205
32197.3 1.27608
32198.7 2.26403
32199.8 3.63269
32201.0 4.54404
32202.2 3.63409
32203.3 2.27492
32204.1 1.62196
32204.9 1.18302
32205.7 0.888330
32206.5 0.688158
32208.1 0.440643
32209.7 0.304691
32211.3 0.222152
32212.9 0.169215
32216.1 0.107383
32219.3 0.0742928
32222.5 0.0545947
32228.8 0.0333730
32235.2 0.0227757
32241.6 0.0167602
32254.3 0.0105387
32267.1 0.00757072
32279.9 0.00594931
32305.4 0.00440121
32330.9 0.00389238
32356.4 0.00422311
32381.9 0.00785495
32394.6 0.0223384
32397.8 0.0365640
32401.0 0.0742779
32402.6 0.122415
32404.2 0.240138
32405.0 0.377264
32405.8 0.668191
32406.2 0.958453
32406.6 1.47248
32407.0 2.47269
32407.2 3.32499
32407.4 4.49618
32407.7 7.22782
32408.0 8.98290
32408.3 7.21897
32408.6 4.48927
32408.9 3.03061
32409.1 2.09196
32409.4 1.50600
32409.7 1.12635
32410.2 0.690414
32410.7 0.466546
32411.7 0.251324
32412.8 0.156785
32414.8 0.0782454
32416.9 0.0473099
32421.0 0.0234177
32425.1 0.0145680
32441.6 0.00560582
32474.6 0.00326181
32540.6 0.00276754
32672.6 0.00320193
32804.5 0.00448615
32870.5 0.00598777
32903.5 0.00864934
32920.0 0.0167621
32924.1 0.0246122
32928.3 0.0458019
32930.3 0.0736378
32932.4 0.145962
32933.4 0.235688
32934.4 0.449124
32935.0 0.689372
32935.5 1.17035
32935.7 1.62675
32936.0 2.38699
32936.3 3.73912
32936.5 6.19243
32936.8 9.85016
32937.0 12.3876
32937.3 9.85766
32937.5 6.19832
32937.8 3.74244
32938.0 2.38886
32938.3 1.62789
32938.5 1.18502
32939.0 0.689812
32939.6 0.452800
32940.6 0.237222
32941.6 0.147460
32943.7 0.0746277
32945.7 0.0466545
32949.8 0.0254951
32953.9 0.0178105
32970.3 0.0105310
32986.7 0.00963371
33003.1 0.00977460
33068.8 0.0129348
33134.4 0.0190585
33167.2 0.0236805
33200.0 0.0296918
33235.0 0.0377029
33270.0 0.0465912
33340.0 0.0561884
33410.0 0.0438002
33480.0 0.0274326
33561.6 0.0159574
33643.2 0.0101122
33724.8 0.00698877
33806.5 0.00522454
33888.1 0.00424958
33969.7 0.00397355
34010.5 0.00432799
34030.9 0.00482157
34051.3 0.00580765
34071.7 0.00798684
34081.9 0.0101545
34092.1 0.0140528
34102.3 0.0221268
34107.4 0.0298717
34112.5 0.0433855
34117.6 0.0701893
34120.2 0.0947484
34122.7 0.135487
34125.3 0.210179
34126.5 0.273425
34127.8 0.368735
34129.1 0.523702
34130.4 0.790833
34131.6 1.30107
34132.3 1.72671
34132.9 2.32074
34134.0 3.72519
34135.0 4.71691
34136.1 3.82145
34137.1 2.39594
34138.1 1.49952
34139.1 0.986450
34140.1 0.686203
34141.1 0.502278
34142.1 0.381053
34143.2 0.298384
34145.2 0.197179
34147.2 0.139754
34149.2 0.104529
34153.2 0.0652581
34157.2 0.0450568
34161.3 0.0334090
34169.3 0.0212322
34177.4 0.0154539
34185.4 0.0124237
34201.5 0.0101335
34217.6 0.0110179
34225.7 0.0129970
34233.7 0.0170619
34241.8 0.0259310
34245.8 0.0345337
34249.8 0.0494564
34253.9 0.0787460
34255.9 0.105060
34257.9 0.147808
34259.9 0.224204
34260.9 0.286621
34261.9 0.377373
34262.9 0.518523
34263.9 0.745695
34264.9 1.14013
34265.9 1.82785
34267.0 2.91894
34268.0 3.62297
34269.0 2.87738
34270.1 1.79541
34271.1 1.12136
34272.1 0.737831
34273.1 0.513721
34274.1 0.376442
34276.0 0.224626
34278.0 0.148663
34280.0 0.105513
34282.0 0.0790132
34286.0 0.0494077
34290.0 0.0341177
34294.0 0.0252511
34301.9 0.0158587
34309.9 0.0112468
34317.9 0.00864054
34333.8 0.00595282
34349.8 0.00467288
34365.7 0.00398800
34397.6 0.00344566
34429.4 0.00363552
34461.3 0.00511143
34477.3 0.00737946
34493.2 0.0137485
34501.2 0.0222180
34505.2 0.0303200
34509.1 0.0443305
34513.1 0.0718782
34515.1 0.0967343
34517.1 0.137341
34519.1 0.210060
34520.1 0.270213
34521.1 0.358419
34522.1 0.497223
34523.1 0.724177
34524.1 1.12699
34525.1 1.84822
34526.0 2.94427
34527.0 3.63724
34528.0 2.88172
34528.9 1.79924
34529.9 1.10468
34530.9 0.720574
34531.9 0.498593
34532.8 0.362579
34533.8 0.273690
34534.8 0.213974
34536.7 0.140750
34538.7 0.0993559
34540.6 0.0740255
34544.5 0.0458224
34548.4 0.0313092
34552.3 0.0229018
34560.0 0.0140558
34567.8 0.00972883
34575.6 0.00729781
34591.1 0.00479698
34606.7 0.00359675
34622.2 0.00292778
34653.3 0.00224840
34715.5 0.00188236
34746.6 0.00243057
34762.1 0.00496282
34769.9 0.0146915
34773.8 0.0500218
34775.7 0.165737
34776.7 0.481572
34777.2 1.13158
34777.4 2.00056
34777.7 4.12646
34777.8 6.63826
34778.0 8.36834
34778.2 6.78319
34778.3 4.23973
34778.6 1.89193
34778.9 0.997079
34779.4 0.401784
34780.6 0.132105
34782.8 0.0391838
34787.3 0.0116346
34796.2 0.00418646
34814.1 0.00244782
34831.9 0.00335915
34840.8 0.00834029
34845.3 0.0274628
34847.5 0.0953370
34848.7 0.311831
34849.2 0.871737
34849.5 1.91244
34849.6 3.19556
34849.8 5.76073
34850.0 11.5180
34850.2 5.75871
34850.5 2.11738
34850.7 1.00942
34851.2 0.379747
34852.2 0.119628
34854.2 0.0345928
34858.1 0.0101820
34865.9 0.00363890
34881.7 0.00191162
34913.1 0.00143138
34976.0 0.00128971
35038.8 0.00134775
35070.3 0.00170195
35086.0 0.00309066
35093.9 0.00840533
35097.8 0.0279315
35099.8 0.0934980
35100.7 0.280539
35101.2 0.684213
35101.5 1.29471
35101.7 2.80451
35102.0 5.66818
35102.3 2.86219
35102.5 1.35617
35102.8 0.742632
35103.2 0.315050
35104.1 0.106468
35105.9 0.0319379
35109.6 0.00956302
35116.8 0.00341119
35131.3 0.00180555
35160.4 0.00141553
35218.5 0.00139671
35276.6 0.00166976
35305.6 0.00260559
35320.1 0.00611956
35327.4 0.0193364
35331.0 0.0665724
35332.9 0.219044
35333.8 0.622657
35334.2 1.38483
35334.4 2.38097
35334.7 4.44894
35334.8 7.13922
35335.0 9.11652
35335.2 7.40838
35335.3 4.65858
35335.6 2.54636
35335.8 1.49520
35336.2 0.667093
35337.1 0.236899
35338.8 0.0723126
35342.3 0.0208848
35349.3 0.00656215
35363.3 0.00280735
35391.2 0.00190215
35447.0 0.00184313
35502.8 0.00222994
35530.8 0.00329822
35544.7 0.00709323
35551.7 0.0212282
35555.2 0.0715765
35556.9 0.231230
35557.8 0.643148
35558.2 1.42472
35558.5 2.40682
35558.7 4.38001
35559.0 9.03609
35559.2 7.37599
35559.3 4.64118
35559.6 2.16854
35559.9 1.15762
35560.4 0.477557
35561.6 0.158476
35563.8 0.0474296
35568.2 0.0143827
35577.0 0.00540687
35594.7 0.00315796
35630.1 0.00281629
35700.8 0.00344966
35736.2 0.00408291
35771.6 0.00521168
35789.3 0.00632462
35806.9 0.00884744
35815.8 0.0119640
35824.6 0.0201664
35833.5 0.0595775
35837.9 0.188180
35840.1 0.540887
35841.2 1.26996
35841.8 2.27945
35842.0 3.25696
35842.3 4.77160
35843.0 10.7825
35843.2 10.6831
35843.4 9.40420
35843.7 6.00630
35843.9 4.16341
35844.2 2.95180
35844.7 1.63869
35845.2 1.02053
35845.7 0.696364
35846.7 0.379622
35847.7 0.238821
35849.6 0.121006
35851.6 0.0744014
35855.6 0.0384515
35859.5 0.0251767
35867.5 0.0155458
35875.4 0.0123314
35891.2 0.0105985
35907.1 0.0107428
35938.8 0.0130083
35970.5 0.0174183
36002.1 0.0252556
36033.8 0.0403067
36049.7 0.0533583
36065.5 0.0734177
36081.4 0.105528
36097.2 0.157919
36116.1 0.255334
36135.0 0.336422
36144.5 0.327269
36153.9 0.285006
36172.8 0.181255
36188.3 0.121577
36203.7 0.0847514
36219.2 0.0644220
36226.9 0.0674785
36230.7 0.104280
36232.7 0.229879
36233.6 0.556397
36234.1 1.14690
36234.6 3.31014
36234.8 5.24730
36235.0 6.52590
36235.2 5.17743
36235.4 3.25530
36235.7 1.71407
36236.0 1.00058
36236.5 0.465606
36237.6 0.190028
36239.8 0.0853251
36242.0 0.0606712
36244.2 0.0505589
36248.6 0.0414364
36253.0 0.0367364
36270.6 0.0270068
36305.9 0.0175716
36341.1 0.0126670
36376.4 0.00981073
36446.8 0.00699663
36517.3 0.00616704
36587.8 0.00683801
36623.0 0.00797260
36658.3 0.0100977
36693.5 0.0141668
36728.7 0.0227600
36746.4 0.0308755
36764.0 0.0444128
36772.8 0.0546378
36781.6 0.0684370
36790.4 0.0871757
36799.2 0.112306
36807.7 0.143006
36816.1 0.177442
36833.0 0.216693
36841.5 0.201839
36849.9 0.170893
36866.8 0.108598
36882.1 0.0736084
36897.5 0.0577163
36905.1 0.0583024
36912.8 0.0732721
36920.5 0.155839
