Nd-142(n,tot) ENDF/B-VII.1
1685.37 3.37235
1685.57 3.59246
1685.77 3.92495
1685.97 4.46455
1686.16 5.42667
1686.26 6.22362
1686.36 7.40077
1686.46 9.28890
1686.56 12.5155
1686.66 18.8764
1686.70 24.5450
1686.75 33.7375
1686.80 50.4818
1686.83 64.2662
1686.85 83.7086
1686.88 114.965
1686.90 163.833
1686.93 251.822
1686.95 405.741
1686.98 645.120
1687.00 809.109
1687.03 645.165
1687.05 405.808
1687.07 276.606
1687.09 196.435
1687.11 144.775
1687.13 110.440
1687.16 69.9588
1687.20 48.3124
1687.24 35.2755
1687.28 27.2427
1687.36 18.0134
1687.43 13.0839
1687.51 10.2177
1687.59 8.36533
1687.66 7.12938
1687.81 5.60260
1687.97 4.73845
1688.12 4.20249
1688.27 3.84931
1688.58 3.42193
1688.88 3.18549
1689.49 2.94517
1690.11 2.83159
1690.72 2.76910
1691.94 2.70582
1694.38 2.65873
1696.83 2.64074
1701.72 2.62509
1706.61 2.61683
1716.39 2.60535
1726.17 2.59560
1745.73 2.57688
1765.29 2.55789
1804.41 2.51781
1843.53 2.47414
1921.76 2.37317
2000.00 2.24793
2107.74 2.01429
2161.61 1.85647
2215.48 1.65648
2269.35 1.39526
2323.22 1.04325
2350.16 0.821231
2377.09 0.564520
2404.03 0.284656
2417.49 0.154355
2420.86 0.127293
2424.23 0.107304
2425.91 0.104858
2427.60 0.121758
2428.44 0.155919
2429.28 0.262050
2429.70 0.412314
2429.91 0.562263
2430.12 0.831929
2430.33 1.39807
2430.44 1.94336
2430.54 2.90173
2430.65 4.82264
2430.70 6.62321
2430.75 9.58686
2430.80 15.2288
2430.83 19.9861
2430.86 27.3160
2430.88 39.9882
2430.91 62.1218
2430.92 80.1532
2430.94 106.256
2430.95 144.859
2430.96 204.562
2430.98 329.027
2431.00 409.214
2431.02 329.111
2431.04 204.671
2431.06 116.646
2431.08 71.1144
2431.11 46.9797
2431.13 33.5401
2431.15 24.7404
2431.17 19.1673
2431.22 12.3329
2431.27 8.52159
2431.31 6.27679
2431.40 3.81431
2431.49 2.55667
2431.58 1.84348
2431.76 1.09399
2431.94 0.731120
2432.12 0.528155
2432.49 0.320925
2433.21 0.166238
2433.93 0.109152
2435.38 0.0648175
2436.83 0.0471258
2439.72 0.0338380
2442.61 0.0337539
2445.51 0.0436915
2448.40 0.0642404
2451.29 0.0971495
2454.18 0.144897
2457.08 0.210709
2459.97 0.298594
2465.76 0.562517
2471.54 0.997016
2477.33 1.70299
2483.12 2.85700
2488.90 4.78442
2494.69 8.13200
2500.48 14.3030
2503.37 19.3711
2506.26 26.7563
2509.16 37.9230
2512.05 55.6012
2514.94 85.2580
2517.83 138.745
2519.28 181.976
2520.73 243.648
2522.17 333.055
2523.62 462.051
2526.06 782.340
2528.50 1032.78
2530.94 871.686
2533.38 574.367
2536.26 345.839
2539.14 224.948
2542.02 157.962
2544.91 117.834
2547.79 92.0533
2550.67 74.5331
2556.43 52.8544
2562.19 40.3637
2567.96 32.4454
2579.48 23.2162
2591.01 18.1444
2602.53 15.0003
2614.06 12.8857
2625.58 11.3777
2648.63 9.38595
2671.68 8.14018
2694.73 7.29213
2717.78 6.67931
2763.88 5.85430
2809.98 5.32432
2856.08 4.95383
2902.18 4.67866
2994.37 4.29151
3086.57 4.02224
3178.77 3.80765
3224.87 3.70535
3247.92 3.65150
3259.45 3.62400
3265.21 3.61460
3268.09 3.62969
3268.81 3.65127
3269.53 3.71556
3269.89 3.80556
3270.25 4.05652
3270.43 4.39463
3270.52 4.72254
3270.61 5.30150
3270.70 6.47066
3270.75 7.56250
3270.79 9.41129
3270.84 12.9088
3270.86 16.0379
3270.88 20.7379
3270.90 29.0662
3270.93 43.9120
3270.94 57.7132
3270.95 76.8725
3270.96 106.263
3270.97 154.099
3270.99 242.789
3271.00 304.659
3271.02 242.827
3271.03 154.145
3271.04 99.9621
3271.06 69.0074
3271.07 49.0125
3271.08 37.3714
3271.11 23.8024
3271.14 16.9409
3271.16 13.0347
3271.19 10.6122
3271.24 7.93340
3271.30 6.51667
3271.35 5.70586
3271.46 4.83684
3271.67 4.16878
3271.89 3.92298
3272.32 3.73984
3272.75 3.67318
3273.60 3.62314
3274.46 3.60378
3277.89 3.57729
3284.75 3.55227
3298.48 3.50471
3312.20 3.44805
3325.93 3.37393
3339.65 3.26488
3346.52 3.18458
3353.38 3.07079
3356.81 2.99292
3360.24 2.89248
3363.67 2.75721
3367.10 2.56416
3368.82 2.43272
3370.54 2.26537
3372.25 2.04523
3373.97 1.74503
3374.82 1.55160
3375.68 1.32014
3376.54 1.04528
3377.40 0.736325
3378.26 0.477869
3378.68 0.484957
3378.79 0.524431
3378.90 0.587768
3379.11 0.818247
3379.33 1.27292
3379.54 2.12540
3379.65 2.80912
3379.76 3.74769
3379.86 5.06175
3379.97 6.93179
3380.08 9.68182
3380.19 13.7636
3380.29 20.0916
3380.40 30.3652
3380.51 48.0688
3380.61 80.9938
3380.67 108.590
3380.72 148.081
3380.78 207.827
3380.83 294.757
3380.91 506.744
3381.00 679.012
3381.09 580.477
3381.17 386.852
3381.25 266.886
3381.32 191.425
3381.40 143.629
3381.47 112.496
3381.62 75.4144
3381.77 55.2654
3381.92 43.0727
3382.07 35.0901
3382.37 25.5150
3382.66 20.1198
3382.96 16.7262
3383.26 14.4230
3383.56 12.7706
3384.15 10.5779
3384.75 9.20192
3385.35 8.26459
3385.94 7.58788
3387.13 6.67947
3388.33 6.10105
3389.52 5.70123
3390.71 5.40872
3393.10 5.00957
3395.48 4.75013
3397.86 4.56766
3400.25 4.43219
3405.02 4.24375
3409.79 4.11813
3414.56 4.02770
3419.32 3.95895
3428.86 3.85995
3438.40 3.79058
3457.47 3.69579
3476.55 3.63007
3495.63 3.57880
3533.78 3.49771
3610.08 3.36941
3686.38 3.25189
3762.68 3.12484
3800.83 3.05034
3838.98 2.96062
3877.13 2.84130
3896.21 2.76023
3915.29 2.65172
3924.82 2.58036
3934.36 2.49061
3943.90 2.37245
3953.44 2.20695
3958.21 2.09537
3962.97 1.95372
3967.74 1.76742
3972.51 1.51144
3974.90 1.34440
3977.28 1.14121
3979.67 0.892275
3982.05 0.593111
3984.43 0.279384
3985.63 0.183389
3986.22 0.190784
3986.82 0.275764
3987.41 0.501400
3987.71 0.701463
3988.01 0.990354
3988.31 1.40453
3988.61 1.99870
3988.90 2.85724
3989.20 4.11470
3989.50 5.99402
3989.80 8.88241
3990.10 13.4917
3990.39 21.2255
3990.69 35.1033
3990.84 46.2917
3990.99 62.3525
3991.14 86.1172
3991.29 122.418
3991.44 179.401
3991.59 269.310
3991.79 462.418
3992.00 618.892
3992.21 528.995
3992.41 352.550
3992.56 258.346
3992.71 194.070
3992.86 150.424
3993.01 120.109
3993.31 82.4543
3993.61 61.0316
3993.91 47.7030
3994.21 38.8213
3994.81 28.0075
3995.41 21.8439
3996.01 17.9465
3996.61 15.2956
3997.21 13.3955
3998.41 10.8713
3999.61 9.29194
4000.81 8.21800
4002.01 7.44532
4004.41 6.41173
4006.81 5.75541
4009.21 5.30295
4011.61 4.97247
4016.41 4.52192
4021.20 4.22860
4026.00 4.02157
4030.80 3.86688
4040.40 3.64900
4049.99 3.50036
4069.19 3.30323
4088.38 3.17018
4107.57 3.06725
4117.17 3.02231
4126.77 2.98057
4136.36 2.94383
4141.16 2.93911
4143.56 2.98874
4144.16 3.04694
4144.76 3.21367
4145.06 3.44174
4145.36 4.06256
4145.51 4.87582
4145.58 5.64550
4145.66 6.96773
4145.73 9.52477
4145.77 11.8412
4145.81 15.4694
4145.85 22.0028
4145.88 34.5054
4145.90 45.9607
4145.92 63.0123
4145.94 92.6254
4145.96 139.344
4145.98 221.258
4146.00 275.903
4146.02 221.340
4146.04 139.448
4146.07 83.3532
4146.09 54.5368
4146.11 38.2257
4146.13 28.3749
4146.15 22.0556
4146.18 17.7907
4146.22 12.6027
4146.26 9.70404
4146.31 7.92831
4146.40 5.96131
4146.48 4.95581
4146.57 4.37441
4146.75 3.76315
4147.10 3.29699
4147.45 3.12543
4148.16 2.99687
4148.86 2.94887
4151.68 2.89305
4157.32 2.85930
4168.60 2.81235
4191.16 2.72379
4236.28 2.53778
4281.39 2.31904
4326.51 2.03866
4371.63 1.64892
4394.18 1.38764
4416.74 1.06118
4439.30 0.653872
4461.86 0.195923
4467.50 0.100076
4470.32 0.0628063
4473.14 0.0367896
4475.96 0.0265658
4478.78 0.0384574
4481.60 0.0812999
4484.42 0.167592
4487.24 0.315472
4490.06 0.551479
4492.88 0.915506
4495.70 1.46878
4498.52 2.30927
4501.34 3.59759
4504.16 5.61088
4505.57 7.03574
4506.27 7.90526
4506.62 8.43895
4506.80 8.91117
4506.89 9.69623
4506.93 11.2181
4506.95 13.4505
4506.98 19.4300
4506.99 26.0480
4507.00 30.0616
4507.01 26.0911
4507.02 19.5131
4507.04 15.0769
4507.05 12.6786
4507.08 10.7190
4507.14 9.71868
4507.26 9.46506
4507.50 9.69728
4507.97 10.4500
4508.91 12.2533
4510.80 17.0747
4512.69 24.2744
4514.58 35.4296
4516.47 53.5310
4518.35 84.5004
4520.24 140.608
4522.13 245.484
4524.07 426.057
4526.00 575.778
4527.94 496.785
4529.87 334.074
4531.71 225.068
4533.54 158.859
4535.38 118.075
4537.22 91.7692
4540.89 61.3159
4544.56 45.0440
4548.24 35.2774
4551.91 28.9062
4559.25 21.2717
4566.60 16.9605
4573.95 14.2378
4581.29 12.3810
4588.64 11.0425
4603.33 9.25332
4618.02 8.11974
4632.71 7.34034
4647.40 6.77262
4676.79 6.00121
4706.17 5.50047
4735.55 5.14752
4764.94 4.88369
4823.70 4.51047
4882.47 4.25209
4941.23 4.05490
4970.62 3.97028
5000.00 3.89190
5027.98 3.82186
5041.97 3.79016
5048.97 3.78362
5052.46 3.81653
5053.34 3.85687
5054.21 3.97394
5054.65 4.13604
5055.09 4.58481
5055.30 5.18756
5055.41 5.76685
5055.52 6.78287
5055.63 8.84086
5055.69 10.7548
5055.74 13.9033
5055.80 19.8812
5055.82 24.9152
5055.85 32.6574
5055.88 45.9832
5055.91 69.1883
5055.93 115.171
5055.95 156.946
5055.96 216.532
5055.98 345.907
5056.00 429.377
5056.02 345.948
5056.04 216.586
5056.06 128.233
5056.09 82.5194
5056.11 56.2424
5056.13 41.4212
5056.15 31.6351
5056.18 25.4008
5056.22 17.7129
5056.27 13.4745
5056.31 10.9016
5056.40 8.09781
5056.49 6.65584
5056.58 5.82762
5056.76 4.96560
5057.12 4.31102
5057.48 4.07109
5058.19 3.89365
5058.91 3.82901
5061.78 3.76032
5067.53 3.73080
5079.01 3.69947
5101.98 3.64414
5124.96 3.59099
5136.44 3.57236
5139.31 3.57524
5142.19 3.59667
5143.62 3.63292
5145.06 3.74154
5145.77 3.89367
5146.13 4.04447
5146.49 4.31622
5146.85 4.88155
5147.03 5.42802
5147.21 6.37961
5147.39 8.28729
5147.48 10.0462
5147.57 12.9394
5147.66 18.3285
5147.70 22.9028
5147.75 29.7055
5147.79 40.9585
5147.84 60.7103
5147.88 98.6416
5147.91 129.729
5147.93 175.008
5147.96 278.751
5148.00 346.725
5148.04 278.918
5148.07 175.220
5148.11 114.416
5148.14 77.8444
5148.17 55.8928
5148.20 42.0793
5148.27 26.6624
5148.34 18.9280
5148.40 14.4300
5148.47 11.6388
5148.60 8.52656
5148.73 6.90256
5148.86 5.96341
5149.12 4.96694
5149.39 4.47576
5149.65 4.19979
5150.17 3.91491
5151.22 3.70180
5152.27 3.62324
5154.38 3.56239
5156.48 3.53720
5160.68 3.51199
5164.88 3.49600
5181.68 3.44657
5198.49 3.39927
5215.29 3.35001
5248.90 3.24118
5282.51 3.11115
5316.12 2.94617
5349.73 2.72035
5366.53 2.56936
5383.34 2.37794
5391.74 2.26142
5400.14 2.12764
5408.54 1.98274
5410.64 1.95485
5412.74 1.95637
5413.79 1.99947
5414.84 2.16398
5415.37 2.41018
5415.63 2.65894
5415.89 3.10836
5416.16 4.04948
5416.29 4.95229
5416.42 6.52830
5416.55 9.68519
5416.62 12.5875
5416.68 17.3200
5416.75 26.1123
5416.78 33.5303
5416.81 44.3827
5416.85 62.2902
5416.88 93.3023
5416.91 151.660
5416.94 265.196
5416.97 421.822
5417.00 528.843
5417.03 421.976
5417.06 265.389
5417.09 156.817
5417.12 100.014
5417.15 67.5821
5417.18 48.9983
5417.21 36.8403
5417.24 28.9865
5417.30 19.4631
5417.36 14.0901
5417.42 10.8272
5417.54 7.26241
5417.66 5.43422
5417.78 4.38911
5418.03 3.28625
5418.27 2.74781
5418.51 2.44371
5419.00 2.12732
5419.97 1.87713
5420.94 1.77015
5422.88 1.65650
5424.83 1.57785
5428.71 1.43839
5432.60 1.29575
5440.37 0.972643
5448.14 0.588625
5452.03 0.381258
5455.92 0.185581
5457.86 0.106601
5459.80 0.0561604
5461.74 0.0569269
5462.72 0.0879313
5463.69 0.148574
5464.66 0.249095
5465.63 0.403188
5466.60 0.630599
5467.57 0.958383
5468.55 1.42706
5469.52 2.09443
5470.49 3.05097
5471.46 4.43338
5472.43 6.46831
5473.40 9.52641
5474.37 14.2736
5475.35 21.9235
5476.32 34.9189
5477.29 58.3856
5477.77 77.2662
5478.26 103.943
5478.75 142.231
5479.23 196.742
5480.12 345.711
5481.00 472.545
5481.89 411.671
5482.77 279.214
5483.69 183.015
5484.61 127.005
5485.53 93.5967
5486.45 72.5344
5487.37 58.4548
5488.29 48.6008
5490.13 35.9991
5491.97 28.4759
5493.82 23.5782
5497.50 17.7071
5501.18 14.3791
5504.86 12.2681
5508.54 10.8215
5512.22 9.77374
5519.58 8.36483
5526.95 7.46576
5534.31 6.84384
5541.67 6.38859
5556.40 5.76643
5571.12 5.36012
5585.85 5.07250
5600.57 4.85688
5630.02 4.55127
5659.47 4.33987
5718.37 4.04809
5777.27 3.82472
5806.72 3.71472
5836.17 3.59205
5865.62 3.43798
5880.35 3.33786
5895.07 3.21008
5909.80 3.03554
5917.16 2.91967
5924.52 2.77397
5931.89 2.58383
5939.25 2.32396
5942.93 2.15437
5946.61 1.94681
5950.29 1.68893
5952.13 1.54180
5953.05 1.48849
5953.51 1.56345
5953.74 1.95763
5953.86 3.21260
5953.92 6.27866
5953.94 11.4691
5953.96 17.0088
5953.97 27.8330
5953.99 43.1912
5954.00 54.2558
5954.01 43.2248
5954.03 27.7753
5954.04 16.0342
5954.06 10.1641
5954.10 5.37665
5954.16 2.79904
5954.30 1.76777
5954.57 1.41780
5955.11 1.26880
5956.18 1.12158
5958.34 0.842630
5962.65 0.247948
5963.73 0.149989
5964.81 0.150338
5965.35 0.222719
5965.89 0.378163
5966.43 0.662348
5966.97 1.15016
5967.51 1.97101
5968.05 3.34958
5968.59 5.71640
5969.12 9.94172
5969.39 13.2864
5969.66 17.9553
5969.93 24.6767
5970.20 34.5465
5970.47 49.6151
5970.74 73.2336
5971.01 111.685
5971.28 174.333
5971.64 308.402
5972.00 424.224
5972.36 371.790
5972.72 253.567
5972.97 191.439
5973.22 147.779
5973.46 117.137
5973.71 95.4311
5974.21 67.6827
5974.70 51.4675
5975.19 41.1367
5975.69 34.1479
5976.68 25.4630
5977.67 20.4017
5978.66 17.1510
5979.65 14.9093
5980.63 13.2814
5982.61 11.0917
5984.59 9.69982
5986.57 8.74226
5988.55 8.04565
5992.50 7.10307
5996.46 6.49703
6000.42 6.07508
6004.37 5.76466
6012.29 5.33809
6020.20 5.05821
6028.11 4.85980
6036.03 4.71126
6051.85 4.50230
6067.68 4.36078
6083.50 4.25729
6099.33 4.17740
6130.98 4.05997
6162.63 3.97565
6178.46 3.94136
6194.29 3.91135
6210.11 3.88868
6218.03 3.89762
6220.00 3.91742
6221.98 3.97967
6222.97 4.06877
6223.96 4.32113
6224.46 4.66640
6224.70 5.00430
6224.95 5.60745
6225.20 6.85359
6225.32 8.04227
6225.44 10.0801
6225.57 14.0946
6225.63 17.7202
6225.69 23.5150
6225.75 33.9898
6225.78 42.5748
6225.82 55.2518
6225.85 74.9124
6225.88 107.204
6225.91 163.495
6225.94 262.368
6225.97 416.245
6226.00 521.167
6226.03 416.454
6226.06 262.631
6226.08 187.324
6226.10 137.993
6226.13 104.772
6226.15 81.9026
6226.19 53.9379
6226.23 38.4383
6226.27 28.8959
6226.32 22.8992
6226.40 15.8998
6226.48 12.1080
6226.57 9.87791
6226.74 7.45433
6226.91 6.24554
6227.08 5.55738
6227.41 4.84523
6227.75 4.50109
6228.09 4.30937
6228.76 4.11420
6230.11 3.96962
6231.47 3.91652
6234.17 3.87532
6236.87 3.85807
6247.68 3.82949
6269.29 3.79727
6290.90 3.77022
6312.52 3.74554
6355.75 3.70098
6398.97 3.66098
6485.43 3.58927
6571.88 3.52252
6658.34 3.45368
6701.57 3.41506
6744.79 3.36979
6788.02 3.31066
6809.64 3.27066
6831.25 3.21688
6842.06 3.18123
6852.86 3.13599
6863.67 3.07560
6874.48 2.98927
6879.88 2.92978
6885.29 2.85265
6890.69 2.74803
6896.09 2.59736
6898.79 2.49377
6901.50 2.36051
6904.20 2.18276
6906.90 1.93459
6908.25 1.77020
6909.60 1.56721
6910.95 1.31304
6912.30 0.994731
6913.65 0.619875
6914.33 0.449186
6915.00 0.387577
6915.17 0.414583
6915.34 0.472516
6915.68 0.734849
6916.02 1.35276
6916.19 1.90512
6916.36 2.72443
6916.52 3.96833
6916.69 5.88486
6916.86 8.92304
6917.03 13.8925
6917.20 22.5526
6917.37 38.6003
6917.45 51.8573
6917.54 70.7177
6917.62 98.1762
6917.71 138.034
6917.85 244.566
6918.00 336.011
6918.15 294.578
6918.30 201.467
6918.40 152.537
6918.50 118.214
6918.60 93.8930
6918.70 76.7160
6918.90 54.6128
6919.10 41.6870
6919.30 33.4059
6919.50 27.8106
6919.90 20.8331
6920.30 16.7637
6920.70 14.1443
6921.10 12.3369
6921.50 11.0239
6922.31 9.25793
6923.11 8.13452
6923.91 7.36177
6924.71 6.79978
6926.32 6.03965
6927.92 5.55180
6929.53 5.21281
6931.13 4.96392
6934.34 4.62346
6937.55 4.40315
6940.75 4.25918
6942.36 4.24851
6943.16 4.41857
6943.36 4.60760
6943.56 5.11947
6943.66 5.78596
6943.76 7.42890
6943.81 9.34469
6943.86 13.5110
6943.89 17.6720
6943.91 25.1224
6943.94 39.8891
6943.95 53.3541
6943.96 72.5199
6943.98 113.023
6944.00 141.045
6944.02 113.127
6944.04 72.6472
6944.06 47.6337
6944.07 32.7619
6944.09 24.0430
6944.11 18.8925
6944.14 12.8473
6944.18 9.90153
6944.25 7.14865
6944.32 5.97294
6944.46 5.01297
6944.61 4.63793
6945.17 4.23306
6946.31 4.09593
6948.58 4.01219
6953.12 3.91517
6957.66 3.84461
6962.21 3.78895
6971.29 3.70556
6980.37 3.64516
6998.54 3.56118
7016.71 3.50282
7034.88 3.45733
7053.05 3.41867
7089.38 3.34912
7125.72 3.27460
7143.88 3.22820
7162.05 3.16781
7171.14 3.12838
7180.22 3.07865
7189.30 3.01259
7198.39 2.91841
7202.93 2.85365
7207.47 2.76976
7212.01 2.65622
7216.56 2.49312
7218.83 2.38137
7221.10 2.23809
7223.37 2.04794
7225.64 1.78447
7226.78 1.61155
7227.91 1.40037
7229.05 1.13994
7230.18 0.823411
7231.32 0.477785
7231.89 0.351035
7232.45 0.382714
7232.74 0.550693
7233.02 0.940025
7233.31 1.75803
7233.45 2.45308
7233.59 3.45367
7233.73 4.93541
7233.87 7.16215
7234.01 10.6027
7234.16 16.1148
7234.30 25.3637
7234.44 41.7889
7234.58 72.8347
7234.65 98.2462
7234.72 133.204
7234.86 236.748
7235.00 326.039
7235.14 286.176
7235.28 195.891
7235.38 146.251
7235.48 112.111
