Se-77(n,g) ENDF/B-VII.1
860.141 8.99421
860.477 10.7469
860.813 13.0653
861.150 16.2199
861.486 20.6575
861.822 27.1679
862.158 37.2336
862.494 53.8799
862.831 83.8589
862.999 108.330
863.167 143.808
863.335 196.341
863.503 273.990
863.752 438.454
864.000 548.046
864.249 438.203
864.497 273.735
864.703 182.537
864.908 126.120
865.114 90.8703
865.319 68.0116
865.731 41.7073
866.142 27.9806
866.553 20.0042
866.964 14.9898
867.786 9.29906
868.608 6.32455
869.431 4.58101
870.253 3.47349
871.075 2.72702
872.720 1.81504
874.364 1.30095
876.009 0.983297
877.653 0.773663
880.942 0.523562
884.231 0.386551
890.810 0.251712
897.388 0.193176
903.966 0.166413
917.122 0.157192
930.278 0.186562
943.434 0.268430
950.012 0.352371
956.591 0.517148
959.880 0.685060
961.524 0.826906
963.169 1.05767
964.813 1.49925
965.636 1.90714
966.458 2.60924
967.280 4.00419
967.691 5.29958
968.102 7.49355
968.513 11.6657
968.719 15.3258
968.925 21.1222
969.130 31.0590
969.233 38.8769
969.336 49.9635
969.438 66.3018
969.541 91.3293
969.644 131.058
969.747 194.575
969.873 310.857
970.000 388.264
970.127 310.717
970.253 194.540
970.342 138.016
970.431 100.324
970.520 75.1992
970.609 58.0524
970.786 37.2843
970.964 25.8930
971.141 19.0538
971.319 14.6601
971.674 9.57198
972.029 6.86873
972.384 5.27345
973.094 3.58250
973.804 2.77289
974.515 2.34372
975.935 1.98124
978.776 2.00098
981.617 2.48692
984.458 3.46255
987.298 5.32593
988.719 6.88450
990.139 9.18028
991.560 12.6382
992.980 17.8393
994.990 28.4369
997.000 35.4190
998.500 31.0403
1000.00 22.7055
1001.00 17.7670
1002.39 12.6566
1003.77 9.22593
1005.16 6.92285
1006.54 5.34440
1009.31 3.42174
1012.08 2.36135
1014.85 1.72240
1017.62 1.31056
1023.17 0.831836
1028.71 0.576131
1034.25 0.424496
1045.33 0.263089
1056.41 0.187939
1067.50 0.160638
1073.04 0.171042
1075.81 0.190428
1078.58 0.231658
1081.35 0.325757
1082.73 0.420544
1084.12 0.591681
1085.51 0.946130
1086.20 1.28463
1086.89 1.86996
1087.58 3.01723
1087.93 4.05112
1088.28 5.73662
1088.62 8.75803
1088.80 11.2307
1088.97 14.8846
1089.14 20.5577
1089.31 29.8928
1089.40 36.9171
1089.49 46.2164
1089.57 58.9015
1089.66 75.6590
1089.83 120.996
1090.00 151.205
1090.09 142.305
1090.17 120.963
1090.34 75.6241
1090.51 46.5642
1090.68 30.2914
1090.85 20.9129
1091.02 15.1817
1091.19 11.4756
1091.36 8.96020
1091.70 5.89024
1092.04 4.15984
1092.38 3.09908
1093.06 1.91805
1093.74 1.31183
1094.42 0.961225
1095.77 0.591728
1097.13 0.410894
1098.49 0.309006
1101.21 0.203644
1103.92 0.152466
1106.64 0.123379
1112.07 0.0924513
1122.94 0.0670497
1133.81 0.0563711
1155.54 0.0489365
1177.27 0.0519516
1199.00 0.0688186
1209.87 0.0883029
1220.74 0.125318
1226.17 0.156978
1231.60 0.205580
1237.04 0.285422
1242.47 0.429899
1245.19 0.550524
1247.90 0.732861
1250.62 1.02765
1253.33 1.54994
1254.69 1.97779
1256.05 2.61226
1257.41 3.61164
1258.77 5.31854
1259.45 6.66705
1260.13 8.59498
1260.81 11.4882
1261.48 16.1024
1262.16 24.0788
1262.50 30.4180
1262.84 39.4619
1263.18 52.9545
1263.52 73.8338
1263.86 107.646
1264.20 162.668
1264.60 259.560
1265.00 323.800
1265.40 259.385
1265.80 162.492
1266.07 117.217
1266.33 86.3112
1266.86 50.7335
1267.40 32.7235
1267.93 22.6814
1268.46 16.5700
1268.99 12.6138
1270.05 7.98667
1271.11 5.49652
1272.18 4.01014
1274.30 2.40370
1276.43 1.60085
1278.55 1.14403
1280.68 0.859781
1282.80 0.671555
1287.06 0.447483
1291.31 0.331636
1293.43 0.303301
1295.56 0.309602
1296.62 0.349399
1297.15 0.395140
1297.68 0.480975
1298.21 0.660379
1298.48 0.829654
1298.75 1.11506
1299.01 1.65330
1299.14 2.11767
1299.28 2.83225
1299.41 4.02688
1299.54 6.19399
1299.61 7.99067
1299.68 10.5715
1299.74 14.4078
1299.81 20.1023
1299.90 32.1164
1300.00 40.0151
1300.10 31.9846
1300.19 20.1014
1300.26 14.5477
1300.32 10.7591
1300.45 6.41616
1300.58 4.19957
1300.70 2.96910
1300.83 2.21446
1300.96 1.72812
1301.21 1.15549
1301.47 0.846447
1301.72 0.661003
1302.23 0.458785
1302.74 0.355512
1303.25 0.295210
1304.27 0.229368
1306.31 0.172771
1308.35 0.146099
1312.42 0.117608
1316.50 0.101845
1320.58 0.0938734
1324.65 0.0976933
1326.69 0.112135
1327.71 0.128454
1328.73 0.159336
1329.75 0.225461
1330.26 0.290057
1330.77 0.403736
1331.28 0.632258
1331.53 0.843843
1331.79 1.19658
1332.04 1.85448
1332.17 2.41959
1332.30 3.28339
1332.43 4.71575
1332.55 7.25539
1332.68 12.2567
1332.74 16.6152
1332.81 22.8781
1332.90 36.6169
1333.00 45.7964
1333.10 36.6190
1333.19 22.8808
1333.26 16.2927
1333.33 11.8767
1333.40 8.91842
1333.46 6.89117
1333.60 4.42459
1333.73 3.07223
1333.86 2.25031
1334.00 1.72381
1334.26 1.10827
1334.53 0.777756
1334.80 0.581756
1335.33 0.369961
1335.87 0.263869
1336.40 0.203382
1337.47 0.140148
1338.54 0.109256
1339.61 0.0916810
1341.75 0.0730547
1346.02 0.0578259
1350.30 0.0513121
1358.85 0.0462020
1367.40 0.0469443
1375.95 0.0554579
1380.23 0.0658627
1384.51 0.0859428
1388.78 0.129736
1390.92 0.173295
1393.06 0.251901
1394.13 0.317281
1395.20 0.415761
1396.27 0.574020
1397.33 0.852160
1398.40 1.40990
1398.94 1.92746
1399.47 2.79504
1400.01 4.41901
1400.27 5.81206
1400.54 7.96921
1400.81 11.5607
1401.08 18.0356
1401.21 23.3640
1401.34 31.0573
1401.48 42.5841
1401.61 59.5701
1401.81 95.2895
1402.00 119.091
1402.20 95.2654
1402.39 59.5450
1402.51 43.5161
1402.64 32.4038
1402.89 19.3430
1403.13 12.6122
1403.38 8.81422
1403.63 6.47513
1403.88 4.95364
1404.37 3.15836
1404.87 2.18543
1405.36 1.60350
1406.35 0.971567
1407.34 0.654320
1408.33 0.473367
1409.32 0.360376
1410.31 0.285302
1412.30 0.194809
1414.28 0.144543
1418.24 0.0938496
1422.20 0.0705054
1426.16 0.0583945
1434.09 0.0488498
1442.01 0.0497533
1449.93 0.0613882
1453.90 0.0755646
1457.86 0.106786
1459.84 0.142017
1460.83 0.173587
1461.82 0.226917
1462.81 0.332133
1463.31 0.430236
1463.80 0.598641
1464.30 0.928759
1464.55 1.22857
1464.79 1.71986
1465.04 2.61506
1465.16 3.36284
1465.29 4.47754
1465.41 6.26425
1465.54 9.31185
1465.66 14.9226
1465.78 25.6321
1465.89 40.9392
1466.00 51.1427
1466.11 40.9379
1466.22 25.6326
1466.29 18.6260
1466.36 13.8135
1466.50 8.22128
1466.64 5.37347
1466.79 3.78309
1466.93 2.80572
1467.07 2.17096
1467.35 1.43067
1467.64 1.03197
1467.92 0.796104
1468.49 0.544754
1469.05 0.424090
1469.62 0.360754
1470.75 0.309656
1473.02 0.328289
1475.28 0.443324
1476.42 0.549240
1477.55 0.710921
1478.68 0.969470
1479.82 1.41491
1480.95 2.27543
1481.52 3.03932
1482.08 4.25995
1482.65 6.38451
1482.93 8.07547
1483.22 10.5052
1483.50 14.1549
1483.78 19.8451
1484.07 29.1196
1484.35 44.4238
1484.68 70.7296
1485.00 88.1165
1485.33 70.2649
1485.66 43.7166
1486.01 26.2717
1486.35 16.7970
1486.70 11.4583
1487.04 8.24659
1487.39 6.19270
1487.73 4.80994
1488.42 3.13244
1489.11 2.19779
1489.80 1.62636
1491.18 0.994959
1492.56 0.672535
1493.94 0.486480
1495.32 0.369386
1496.70 0.291071
1499.46 0.196021
1502.22 0.142810
1504.97 0.110140
1507.73 0.0887792
1513.25 0.0642073
1518.77 0.0540001
1521.53 0.0548885
1524.29 0.0670492
1525.67 0.0871023
1526.36 0.107497
1527.05 0.144294
1527.74 0.220238
1528.08 0.292291
1528.43 0.416097
1528.77 0.655272
1528.95 0.868816
1529.12 1.20975
1529.29 1.80862
1529.46 2.97454
1529.55 4.01022
1529.63 5.64173
1529.72 8.32896
1529.81 12.8258
1529.90 20.5118
1530.00 25.6399
1530.10 20.5128
1530.19 12.8270
1530.27 8.70060
1530.35 6.12351
1530.42 4.45964
1530.50 3.37835
1530.65 2.10582
1530.81 1.43519
1530.96 1.03869
1531.11 0.789144
1531.42 0.502691
1531.72 0.351853
1532.03 0.262942
1532.64 0.167780
1533.25 0.120497
1533.86 0.0936349
1535.08 0.0656043
1537.52 0.0439816
1539.96 0.0355202
1544.84 0.0283711
1549.72 0.0251476
1569.24 0.0210916
1588.77 0.0219543
1608.29 0.0268082
1627.82 0.0393832
1637.58 0.0524757
1647.34 0.0766591
1652.22 0.0971406
1657.10 0.128479
1661.99 0.179912
1666.87 0.273089
1669.31 0.351061
1671.75 0.469227
1674.19 0.661005
1676.63 1.00274
1677.85 1.28433
1679.07 1.70428
1680.29 2.37095
1681.51 3.52250
1682.73 5.77258
1683.34 7.79735
1683.95 11.0925
1684.26 13.5704
1684.56 16.9618
1684.87 21.7623
1685.17 28.8379
1685.48 39.7868
1685.78 57.7219
1686.09 88.8966
1686.24 112.933
1686.39 144.745
1686.70 232.325
1687.00 290.995
1687.31 232.245
1687.61 144.663
1687.82 103.068
1688.03 75.1421
1688.24 56.4017
1688.45 43.5391
1688.86 27.8617
1689.28 19.2017
1689.70 13.9806
1690.12 10.6115
1690.95 6.69221
1691.79 4.59504
1692.63 3.34671
1693.46 2.54510
1694.30 2.00036
1695.97 1.32919
1697.64 0.947387
1699.31 0.709820
1700.99 0.552156
1704.33 0.362339
1707.67 0.256924
1711.02 0.192444
1714.36 0.150208
1721.05 0.100182
1727.74 0.0730397
1734.42 0.0569672
1741.11 0.0470432
1754.49 0.0379278
1761.17 0.0377355
1767.86 0.0416229
1774.55 0.0539902
1777.89 0.0675867
1781.24 0.0931049
1784.58 0.147944
1786.25 0.202042
1787.92 0.298982
1788.76 0.379083
1789.60 0.498971
1790.43 0.689967
1791.27 1.02144
1792.10 1.67293
1792.52 2.26380
1792.94 3.23284
1793.36 4.97882
1793.57 6.42359
1793.78 8.57768
1793.98 11.9629
1794.19 17.6281
1794.40 27.7732
1794.51 35.7300
1794.61 46.5223
1794.81 74.4212
1795.00 93.0134
1795.20 74.4065
1795.39 46.5069
1795.52 33.8198
1795.64 25.0779
1795.89 14.9078
1796.15 9.67982
1796.40 6.74551
1796.65 4.94514
1796.90 3.77710
1797.40 2.40248
1797.91 1.66050
1798.41 1.21631
1799.41 0.734713
1800.42 0.493426
1801.43 0.355704
1802.43 0.269791
1803.44 0.212671
1805.45 0.143692
1807.46 0.105268
1811.48 0.0661724
1815.51 0.0477338
1819.53 0.0377011
1827.58 0.0282525
1835.62 0.0256951
1843.67 0.0299373
1847.69 0.0385985
1849.71 0.0476644
1851.72 0.0643612
1853.73 0.0998259
1854.73 0.134618
1855.74 0.196697
1856.24 0.247938
1856.75 0.324544
1857.25 0.446453
1857.75 0.657770
1858.25 1.07249
1858.51 1.44901
1858.76 2.06314
1859.01 3.17194
1859.14 4.08849
1859.26 5.44015
1859.39 7.57347
1859.51 11.0956
1859.64 17.4073
1859.76 28.9383
1859.88 46.2893
1860.00 57.8549
1860.12 46.2854
1860.24 28.9339
1860.32 21.0340
1860.39 15.6517
1860.54 9.30797
1860.70 6.05586
1860.85 4.22140
1861.00 3.09978
1861.16 2.36885
1861.46 1.51238
1861.77 1.04802
1862.07 0.770095
1862.68 0.469262
1863.30 0.318436
1863.91 0.232685
1864.52 0.179380
1865.13 0.144123
1866.35 0.102224
1867.58 0.0798843
1870.02 0.0610452
1872.47 0.0615953
1873.69 0.0700278
1874.91 0.0890221
1876.13 0.132438
1876.75 0.175817
1877.36 0.253152
1877.97 0.410802
1878.28 0.558762
1878.58 0.809187
1878.89 1.28625
1879.04 1.70345
1879.19 2.35604
1879.34 3.47093
1879.50 5.56497
1879.57 7.36240
1879.65 10.0405
1879.73 14.1991
1879.80 20.6869
1879.90 33.0893
1880.00 41.3587
1880.10 33.0905
1880.20 20.6885
1880.32 11.7267
1880.43 7.19583
1880.55 4.77756
1880.67 3.37644
1880.78 2.50388
1880.90 1.92770
1881.13 1.24209
1881.37 0.867158
1881.60 0.640740
1882.07 0.393213
1882.54 0.268180
1883.01 0.196390
1883.94 0.121309
1884.88 0.0848038
1885.81 0.0642753
1887.69 0.0430853
1891.43 0.0269982
1895.17 0.0208836
1902.66 0.0160678
1910.15 0.0142049
1925.12 0.0129696
1940.10 0.0130444
1970.05 0.0160151
1985.03 0.0201189
2000.00 0.0296007
2009.83 0.0446427
2014.74 0.0594186
2019.66 0.0860088
2022.11 0.108161
2024.57 0.141638
2027.03 0.195749
2029.48 0.291765
2030.71 0.370513
2031.94 0.487467
2033.17 0.672294
2034.40 0.988848
2035.63 1.59984
2036.24 2.14248
2036.85 3.01326
2037.47 4.53228
2037.78 5.74856
2038.08 7.50441
2038.39 10.1469
2038.70 14.3133
2039.00 21.1843
2039.31 32.6983
2039.66 52.3048
2040.00 65.3662
2040.35 52.2857
2040.69 32.6793
2040.91 23.8279
2041.13 17.7316
2041.57 10.5751
2042.01 6.89121
2042.45 4.80752
2042.89 3.52881
2043.33 2.69664
2044.21 1.71784
2045.09 1.18813
2045.97 0.871107
2047.73 0.527057
2049.49 0.354513
2051.25 0.256107
2053.02 0.194726
2054.78 0.153953
2058.30 0.104876
2061.82 0.0776674
2068.86 0.0503040
2075.90 0.0377232
2082.94 0.0311345
2097.03 0.0253850
2125.20 0.0244424
2153.37 0.0298451
2181.53 0.0428007
2195.62 0.0549415
2209.70 0.0754231
2223.79 0.115060
2230.83 0.151554
2237.87 0.214187
2244.91 0.339377
2248.44 0.457787
2251.96 0.664431
2255.48 1.08025
2257.24 1.47048
2259.00 2.13742
2259.88 2.66568
2260.76 3.42402
2261.64 4.56868
2262.52 6.41028
2263.40 9.64210
2263.84 12.2404
2264.28 16.0098
2264.72 21.7200
2265.16 30.8042
2265.60 45.9657
2266.04 71.7435
2266.52 114.582
2267.00 143.065
2267.48 114.531
2267.96 71.6976
2268.36 47.9924
2268.75 33.2712
2269.15 24.0459
2269.54 18.0488
2270.33 11.1387
2271.12 7.53031
2271.91 5.43024
2272.70 4.11197
2274.28 2.61826
2275.86 1.84293
2277.44 1.39416
2280.59 0.933099
2283.75 0.729294
2286.91 0.641799
2293.23 0.653694
2296.38 0.737829
2299.54 0.889837
2302.70 1.14763
2304.28 1.33947
2305.86 1.59595
2307.44 1.94661
2309.02 2.44033
2310.60 3.16212
2312.17 4.26922
2313.75 6.07477
2315.33 9.25731
2316.12 11.7999
2316.91 15.4051
2317.70 20.6155
2318.49 28.0923
2319.75 44.9125
2321.00 56.1021
2322.26 44.8481
2323.51 28.0256
2324.35 20.1660
2325.19 14.8296
2326.86 8.69948
2328.54 5.61528
2330.22 3.89616
2331.90 2.85326
2333.57 2.17722
2336.93 1.38695
2340.28 0.961814
2343.63 0.707641
2350.34 0.432043
2357.05 0.293739
2363.76 0.214653
2370.47 0.165292
2377.17 0.132524
2390.59 0.0934630
2404.00 0.0726738
2430.84 0.0559400
2457.67 0.0592522
2471.08 0.0701030
2484.50 0.0932950
2497.91 0.145305
2504.62 0.197022
2511.33 0.289521
2514.68 0.365644
2518.04 0.479020
2521.39 0.658375
2524.75 0.966424
2526.42 1.21068
2528.10 1.56206
2529.78 2.09290
2531.45 2.94731
2532.29 3.58341
2533.13 4.44447
2533.97 5.64957
2534.81 7.39487
2535.65 10.0402
2536.48 14.2396
2537.32 21.2380
2538.16 33.1208
2539.08 53.0282
2540.00 66.3000
2540.92 52.9812
2541.84 33.0752
2542.79 20.0495
2543.74 12.8995
2544.69 8.83295
2545.63 6.37562
2546.58 4.79641
2547.53 3.73147
2549.43 2.43578
2551.32 1.71166
2553.22 1.26835
2557.01 0.777922
2560.81 0.527645
2564.60 0.383360
2568.40 0.292855
2572.19 0.232577
2579.78 0.160297
2587.36 0.121130
2594.95 0.0987474
2602.54 0.0863832
2617.71 0.0830046
2625.30 0.0935227
2632.88 0.119365
2640.47 0.180593
2644.27 0.242956
2648.06 0.356237
2649.96 0.450634
2651.85 0.592747
2653.75 0.820667
2655.65 1.21935
2657.54 2.01326
2658.49 2.74346
2659.44 3.95709
2659.91 4.89172
2660.39 6.19428
2660.86 8.08581
2661.34 10.9700
2661.81 15.6456
2662.05 19.1280
2662.28 23.8271
2662.52 30.3155
2662.76 39.4737
2663.00 52.6002
2663.23 71.3186
2663.62 114.057
2664.00 142.520
2664.38 114.021
2664.77 71.2823
