Pb-204(n,g) ENDF/B-VII.1
479.561 6.14795
479.629 8.20476
479.697 11.3675
479.766 16.4120
479.834 24.5290
479.917 39.1776
480.000 48.9176
480.084 39.0901
480.167 24.3903
480.245 15.5038
480.322 10.3264
480.400 7.24605
480.477 5.32154
480.632 3.18245
480.787 2.10333
480.942 1.48907
481.097 1.10853
481.407 0.682213
481.717 0.462128
482.026 0.334103
482.336 0.253190
482.646 0.198842
483.266 0.132662
483.886 0.0954444
484.506 0.0724627
485.125 0.0572863
486.365 0.0391150
487.604 0.0290662
488.844 0.0229296
490.084 0.0189090
492.563 0.0141320
495.042 0.0115079
500.000 0.00886660
507.813 0.00718612
515.625 0.00646744
531.250 0.00585984
562.500 0.00545649
625.000 0.00520278
750.000 0.00507549
1000.00 0.00558119
1166.40 0.00695514
1249.60 0.00876836
1270.40 0.00975611
1291.19 0.0118008
1301.59 0.0142108
1306.79 0.0164852
1311.99 0.0205290
1317.19 0.0290200
1319.79 0.0374066
1322.39 0.0526268
1323.69 0.0654126
1324.99 0.0848966
1326.29 0.116747
1327.59 0.174185
1328.24 0.222038
1328.89 0.294295
1329.54 0.410864
1330.19 0.616963
1330.52 0.785227
1330.84 1.03427
1331.17 1.42517
1331.49 2.08935
1331.82 3.35245
1331.98 4.46255
1332.14 6.20520
1332.31 9.19473
1332.47 14.7991
1332.55 19.5855
1332.63 26.8327
1332.71 38.1636
1332.79 55.9753
1332.90 89.6078
1333.00 111.694
1333.10 89.2684
1333.21 55.7132
1333.29 37.1417
1333.38 25.6603
1333.47 18.4888
1333.55 13.8812
1333.72 8.50955
1333.89 5.71982
1334.07 4.08814
1334.24 3.06762
1334.58 1.90704
1334.92 1.29782
1335.26 0.941407
1335.61 0.714123
1335.95 0.561242
1336.64 0.373745
1337.32 0.268053
1338.01 0.202603
1338.69 0.159296
1340.06 0.107343
1341.43 0.0786116
1342.80 0.0610727
1344.17 0.0495956
1346.91 0.0360063
1349.65 0.0286082
1355.13 0.0213127
1360.61 0.0180534
1366.10 0.0164066
1377.06 0.0150836
1420.91 0.0164061
1464.76 0.0213089
1508.60 0.0307425
1530.53 0.0387507
1552.45 0.0510025
1574.38 0.0711137
1596.30 0.107599
1607.27 0.138199
1618.23 0.184723
1629.19 0.260543
1640.15 0.396691
1645.63 0.509677
1651.11 0.679613
1656.60 0.952403
1657.97 1.04660
1659.34 1.15547
1660.71 1.28234
1661.39 1.35379
1662.08 1.43139
1662.76 1.51602
1663.45 1.60825
1664.13 1.70918
1664.82 1.81993
1665.50 1.94181
1666.19 2.07637
1667.56 2.39112
1668.93 2.78352
1670.30 3.28043
1671.67 3.92279
1673.04 4.77292
1674.41 5.93108
1675.78 7.56121
1677.15 9.95571
1678.52 13.6641
1679.89 19.8155
1680.58 24.4939
1681.26 30.9315
1681.95 40.0395
1682.63 53.2906
1683.32 72.9963
1684.00 102.259
1685.00 163.547
1686.00 204.291
1687.00 163.319
1688.00 102.035
1688.61 75.4857
1689.22 56.8204
1690.44 34.4301
1691.66 22.6558
1692.88 15.9062
1694.09 11.7279
1695.31 8.98294
1697.75 5.73453
1700.19 3.96647
1702.63 2.90310
1707.50 1.74476
1712.38 1.16224
1717.25 0.829084
1722.13 0.621047
1727.00 0.482565
1736.75 0.315547
1746.50 0.222566
1756.25 0.165585
1766.00 0.128182
1785.50 0.0837299
1805.00 0.0593670
1824.50 0.0446176
1844.00 0.0350395
1883.00 0.0238307
1922.00 0.0178536
1961.00 0.0143888
2000.00 0.0123063
2059.64 0.0106884
2119.27 0.0103533
2178.91 0.0112172
2238.54 0.0138537
2268.36 0.0163698
2298.18 0.0203819
2327.99 0.0271302
2357.81 0.0395410
2372.72 0.0500049
2387.63 0.0659482
2402.54 0.0919524
2417.45 0.138627
2424.90 0.177317
2432.35 0.235430
2439.81 0.328537
2443.54 0.397679
2445.40 0.440845
2447.26 0.491478
2449.13 0.551467
2450.06 0.585692
2450.99 0.623221
2451.92 0.664492
2452.86 0.710018
2453.79 0.760402
2454.72 0.816294
2456.58 0.948466
2458.45 1.11544
2460.31 1.33073
2462.17 1.61445
2464.04 1.99904
2465.90 2.53717
2467.76 3.32189
2469.63 4.52371
2471.49 6.48667
2472.42 7.95878
2473.35 9.95507
2474.29 12.7351
2475.22 16.6958
2476.15 22.4363
2477.08 30.7096
2478.54 49.0633
2480.00 61.2413
2481.47 48.9240
2482.93 30.5349
2484.67 17.2224
2486.41 10.5307
2488.16 6.96936
2489.90 4.91196
2491.64 3.63205
2493.38 2.78841
2496.86 1.78554
2500.35 1.23794
2503.83 0.907654
2510.79 0.547193
2517.76 0.365502
2524.72 0.261460
2531.69 0.196414
2538.66 0.153088
2552.59 0.100780
2566.52 0.0716336
2580.45 0.0537597
2594.38 0.0420260
2622.24 0.0281209
2650.11 0.0207183
2677.97 0.0176954
2684.93 0.0185349
2691.90 0.0226215
2695.38 0.0290135
2698.87 0.0476305
2700.61 0.0734012
2701.48 0.0988551
2702.35 0.144581
2703.22 0.239715
2703.65 0.331237
2704.09 0.491537
2704.53 0.812298
2704.74 1.10834
2704.96 1.60019
2705.18 2.51475
2705.29 3.29382
2705.40 4.47611
2705.50 6.42356
2705.61 9.87409
2705.72 16.5957
2705.78 22.2687
2705.83 30.4375
2705.92 48.6084
2706.00 60.6875
2706.09 48.3817
2706.17 30.2613
2706.24 20.5907
2706.31 14.4591
2706.37 10.5459
2706.44 7.96536
2706.57 4.94784
2706.71 3.34740
2706.84 2.40794
2706.98 1.81292
2707.24 1.13299
2707.51 0.775259
2707.78 0.564620
2708.32 0.339638
2708.85 0.228453
2709.39 0.165529
2710.46 0.100634
2711.53 0.0695499
2712.60 0.0522781
2714.75 0.0347084
2719.04 0.0216947
2723.32 0.0168688
2731.90 0.0130250
2740.47 0.0113433
2774.77 0.00853586
2843.38 0.00617899
2911.98 0.00494380
2980.58 0.00418361
3117.78 0.00332016
3254.99 0.00286152
3529.40 0.00243672
3666.60 0.00245735
3700.90 0.00258224
3735.20 0.00298590
3752.35 0.00357065
3769.50 0.00525490
3778.08 0.00761031
3786.65 0.0142924
3790.94 0.0235502
3795.23 0.0495399
3797.37 0.0851190
3798.44 0.120180
3799.52 0.183245
3800.59 0.314495
3801.12 0.441188
3801.66 0.663806
3801.93 0.844424
3802.20 1.11013
3802.46 1.52373
3802.73 2.21820
3803.00 3.51496
3803.13 4.62862
3803.27 6.35275
3803.40 9.20807
3803.54 14.3641
3803.60 18.5824
3803.67 24.7100
3803.74 33.8021
3803.80 47.0243
3803.90 75.3945
3804.00 94.0549
3804.10 75.0893
3804.20 47.0255
3804.31 26.5645
3804.43 16.2546
3804.55 10.7650
3804.67 7.58972
3804.78 5.61455
3804.90 4.31141
3805.13 2.76689
3805.37 1.91852
3805.60 1.40678
3806.07 0.848911
3806.54 0.566869
3807.00 0.405565
3807.94 0.237167
3808.87 0.155779
3809.81 0.110364
3811.68 0.0641402
3815.42 0.0302148
3819.16 0.0180954
3826.63 0.00931776
3834.11 0.00621077
3849.07 0.00397122
3864.03 0.00317887
3923.85 0.00239632
3983.68 0.00224148
4043.51 0.00218960
4163.17 0.00225716
4223.00 0.00274829
4252.91 0.00475026
4260.39 0.00681649
4267.87 0.0126691
4271.61 0.0207723
4275.35 0.0435053
4277.22 0.0746067
4278.15 0.105239
4279.08 0.160224
4280.02 0.274618
4280.49 0.385056
4280.95 0.578424
4281.42 0.966159
4281.66 1.32491
4281.89 1.92282
4282.12 3.03916
4282.24 3.99448
4282.36 5.45223
4282.47 7.86844
4282.59 12.1929
4282.71 20.7504
4282.77 28.0918
4282.82 38.8050
4282.91 62.2284
4283.00 77.6109
4283.09 61.9486
4283.18 38.8062
4283.23 28.7113
4283.28 21.7139
4283.39 13.2574
4283.50 8.76890
4283.60 6.17748
4283.71 4.56745
4283.81 3.50608
4284.03 2.24521
4284.24 1.55439
4284.45 1.14012
4284.88 0.687678
4285.30 0.459088
4285.72 0.328456
4286.57 0.192130
4287.42 0.126273
4288.27 0.0895356
4289.97 0.0521555
4293.36 0.0247328
4296.76 0.0149361
4303.55 0.00784498
4310.34 0.00533711
4337.50 0.00290052
4391.82 0.00229835
4500.46 0.00223487
4609.10 0.00275127
4636.26 0.00331620
4663.42 0.00493340
4677.00 0.00719103
4690.58 0.0135998
4697.37 0.0224920
4700.77 0.0313612
4704.16 0.0475337
4707.56 0.0819385
4709.25 0.115970
4710.95 0.177378
4712.65 0.306052
4713.50 0.431127
4714.35 0.652281
4714.77 0.833524
4715.19 1.10155
4715.62 1.52414
4716.04 2.24257
4716.47 3.61868
4716.68 4.82694
4716.89 6.74455
4717.10 10.0359
4717.32 16.3134
4717.42 21.7461
4717.53 30.0813
4717.63 43.3397
4717.74 64.6141
4717.87 103.392
4718.00 129.247
4718.13 103.390
4718.26 64.6137
4718.40 38.6521
4718.54 24.6146
4718.67 16.7395
4718.81 12.0449
4718.95 9.02391
4719.09 7.00693
4719.36 4.55185
4719.64 3.18162
4719.91 2.34824
4720.46 1.42741
4721.01 0.957297
4721.56 0.686618
4722.11 0.516476
4722.66 0.402649
4723.76 0.264525
4724.86 0.187262
4727.07 0.108316
4729.27 0.0708740
4731.47 0.0502244
4735.87 0.0294151
4744.67 0.0143252
4753.48 0.00898134
4771.09 0.00513406
4788.70 0.00377929
4859.13 0.00246990
4929.57 0.00223367
5000.00 0.00215965
5212.07 0.00214033
5424.14 0.00221031
5848.28 0.00253844
6060.34 0.00288389
6272.41 0.00362869
6378.45 0.00449673
6431.47 0.00530318
6484.48 0.00671850
6537.50 0.00965262
6564.01 0.0125266
6590.52 0.0177120
6603.77 0.0220502
6617.03 0.0286394
6630.28 0.0393712
6643.53 0.0586367
6650.16 0.0746231
6656.79 0.0986672
6663.42 0.137261
6670.04 0.205015
6676.67 0.340702
6678.33 0.396126
6679.98 0.466339
6681.64 0.557074
6683.30 0.677021
6684.13 0.752125
6684.95 0.840274
6685.78 0.944903
6686.61 1.07001
6687.44 1.22160
6688.27 1.40709
6689.10 1.63743
6689.92 1.92792
6690.75 2.30123
6691.58 2.78943
6692.41 3.44393
6693.24 4.34151
6694.07 5.60952
6694.89 7.44584
6695.72 10.1647
6696.55 14.1832
6697.78 22.7050
6699.00 28.3879
6699.61 26.7084
6700.23 22.6947
6701.45 14.1733
6702.27 10.2043
6703.08 7.50632
6704.71 4.40375
6706.34 2.83933
6707.97 1.96715
6709.60 1.43752
6711.23 1.09441
6714.49 0.693354
6717.76 0.477858
6721.02 0.349241
6727.54 0.210190
6734.06 0.140722
6740.58 0.101155
6747.10 0.0765159
6753.63 0.0601508
6766.67 0.0404538
6779.71 0.0295180
6792.76 0.0228331
6805.80 0.0184586
6831.89 0.0132889
6857.97 0.0104894
6910.15 0.00777618
6962.32 0.00662606
7014.50 0.00611203
7118.85 0.00590568
7327.54 0.00693063
7536.24 0.00953922
7640.59 0.0118158
7744.94 0.0152969
7849.29 0.0209617
7953.64 0.0310710
8005.81 0.0394003
8057.98 0.0518437
8110.16 0.0716371
8162.33 0.105946
8214.51 0.173343
8227.55 0.200448
8234.07 0.216462
8240.60 0.234477
8247.12 0.254845
8253.64 0.277988
8260.16 0.304427
8263.42 0.319080
8266.68 0.334807
8273.20 0.369953
8279.73 0.410894
8286.25 0.458956
8292.77 0.515846
8299.29 0.583841
8305.81 0.665934
8312.34 0.766184
8318.86 0.890137
8325.38 1.04559
8331.90 1.24352
8338.42 1.49978
8344.94 1.83741
8351.47 2.29039
8357.99 2.90779
8364.51 3.75707
8371.03 4.91574
8383.02 7.85543
8395.00 9.80022
8401.00 9.21433
8406.99 7.82562
8418.98 4.88620
8429.57 3.17317
8440.16 2.14784
8450.75 1.52433
8461.34 1.12813
8482.52 0.681648
8503.70 0.453116
8524.88 0.322017
8546.06 0.240312
8588.43 0.148400
8630.79 0.100796
8673.15 0.0730852
8715.51 0.0555949
8757.87 0.0438858
8842.59 0.0297704
8927.32 0.0220918
9012.04 0.0179538
9054.40 0.0179423
9075.58 0.0231706
9080.88 0.0289929
9086.17 0.0455880
9088.82 0.0684240
9091.47 0.131505
9092.79 0.215993
9094.11 0.441097
9094.78 0.729068
9095.11 0.996210
9095.44 1.44527
9095.77 2.28526
9095.93 3.01067
9096.10 4.12906
9096.27 5.99808
9096.43 9.36640
9096.51 12.1498
9096.60 16.1549
9096.68 22.1937
9096.76 31.0665
9096.88 49.6991
9097.00 62.1211
9097.12 49.6987
9097.24 31.0665
9097.37 18.1978
9097.51 11.4201
9097.64 7.69237
9097.77 5.50091
9097.90 4.10389
9098.04 3.17798
9098.30 2.05874
9098.57 1.43830
9098.83 1.06273
9099.36 0.649499
9099.89 0.439344
9100.42 0.318649
9101.48 0.192300
9103.61 0.0966526
9105.73 0.0616611
9109.97 0.0358898
9114.21 0.0266208
9131.18 0.0173213
9165.12 0.0146238
9233.00 0.0139167
9300.88 0.0148393
9368.77 0.0178308
9436.65 0.0254341
9470.59 0.0333708
9504.53 0.0479980
9521.50 0.0603160
9538.47 0.0790294
9555.44 0.109394
9572.41 0.163427
9580.90 0.207796
9589.38 0.273800
9597.87 0.378117
9606.35 0.557107
9614.84 0.902734
9619.08 1.21037
9621.20 1.42623
9623.32 1.70466
9624.38 1.87512
9625.44 2.07204
9626.50 2.30105
9627.56 2.56905
9628.62 2.88577
9629.68 3.26257
9630.75 3.71591
9631.81 4.26585
9632.87 4.94157
9633.93 5.78086
9634.99 6.83609
9636.05 8.17783
9637.11 9.90690
9638.17 12.1509
9639.23 15.0775
9640.29 18.8504
9641.47 24.1281
9642.65 30.1531
9645.00 37.6795
9646.18 35.4560
9647.36 30.1359
9649.71 18.8335
9652.45 10.7629
9655.18 6.63846
9657.92 4.41980
9660.66 3.12794
9663.39 2.32017
9666.13 1.78541
9671.60 1.14762
9677.08 0.797996
9682.55 0.586623
9693.50 0.355328
9704.44 0.238456
9715.39 0.171400
9726.34 0.129413
9737.28 0.101402
9759.18 0.0675156
9781.07 0.0485706
9802.96 0.0369079
9824.86 0.0292139
9868.64 0.0199934
9912.43 0.0148676
10000.0 0.00961657
10085.5 0.00712054
10171.1 0.00568628
10342.2 0.00415258
10513.2 0.00337705
10684.3 0.00293479
11026.5 0.00256289
11197.5 0.00271233
11283.1 0.00357694
11325.9 0.00702608
11336.5 0.0105620
11347.2 0.0205217
11352.6 0.0342337
11357.9 0.0722467
11360.6 0.123805
11361.9 0.174108
11363.3 0.262658
11364.6 0.444357
11365.3 0.616012
11365.9 0.904577
11366.6 1.46637
11367.0 1.97390
11367.3 2.76247
11367.6 4.17714
11368.0 6.84567
11368.1 9.26922
11368.3 12.8076
11368.5 18.8897
11368.6 28.2289
11368.8 45.6297
11369.0 56.4605
11369.2 44.7019
11369.4 28.2282
11369.6 17.5788
11369.8 11.7688
11370.0 8.14384
11370.1 6.01079
11370.5 3.57682
11370.9 2.37975
11371.2 1.67780
11371.6 1.24466
11372.3 0.766304
11373.1 0.516099
11373.8 0.372699
11375.3 0.220039
11376.7 0.145432
11378.2 0.103510
11381.2 0.0605659
11387.0 0.0288580
11392.9 0.0174712
11404.7 0.00920428
11416.4 0.00627627
11463.5 0.00344383
11510.5 0.00294209
11557.5 0.00279528
11745.7 0.00288020
11933.8 0.00336128
12121.9 0.00435282
12216.0 0.00521011
12310.0 0.00652252
12404.1 0.00865813
12498.2 0.0124547
12545.2 0.0155640
12592.2 0.0201739
12639.3 0.0274254
12686.3 0.0397819
12733.3 0.0633883
12745.1 0.0726689
12751.0 0.0780997
12756.8 0.0841662
12762.7 0.0909702
12768.6 0.0986342
12774.5 0.107307
12780.3 0.117152
12786.2 0.128426
12792.1 0.141390
12798.0 0.156390
12803.9 0.173861
12809.7 0.194359
12815.6 0.218595
12821.5 0.247493
12827.4 0.282194
12833.3 0.324407
12839.1 0.376195
12845.0 0.440387
12850.9 0.520759
12856.8 0.622297
12862.7 0.751398
12868.5 0.915684
12874.4 1.12230
12888.7 1.79297
12903.0 2.23718
12910.2 2.10413
12917.3 1.78785
12931.6 1.11736
12945.5 0.697946
12959.3 0.458948
12973.1 0.319111
12987.0 0.232839
13000.8 0.176598
13014.7 0.138247
13042.4 0.0910689
13070.1 0.0644449
13097.7 0.0480368
13153.1 0.0297947
13208.5 0.0205075
13263.9 0.0153738
13319.3 0.0136184
13333.1 0.0146862
13346.9 0.0189689
13353.9 0.0254318
13360.8 0.0440240
13364.2 0.0695861
13367.7 0.139803
13369.4 0.232960
13370.3 0.322833
13371.2 0.477499
13372.0 0.786969
13372.5 1.06636
13372.9 1.52626
13373.3 2.38651
13373.6 3.11280
13373.8 4.15521
13374.0 5.89520
13374.2 8.72113
13374.4 14.1699
13374.6 24.1589
13374.8 38.6506
13375.0 48.3118
13375.2 38.6496
13375.4 24.1584
13375.6 15.2365
13375.7 10.0873
13375.9 7.04791
13376.1 5.24290
13376.4 3.15338
13376.8 2.09181
13377.2 1.47207
13377.5 1.09969
13378.2 0.680600
13378.9 0.460888
13379.6 0.334896
13381.0 0.201209
13383.8 0.0982798
13386.6 0.0602070
13392.3 0.0319443
13397.9 0.0216751
13409.1 0.0140076
13420.4 0.0111026
13442.9 0.00867637
13465.3 0.00753010
13555.3 0.00542383
13645.2 0.00434158
13735.2 0.00363606
13915.1 0.00278899
14095.0 0.00234873
14274.9 0.00218035
14454.8 0.00240769
14544.7 0.00294580
14589.7 0.00353066
14634.7 0.00463302
14657.2 0.00557669
14679.7 0.00702968
14702.2 0.00942711
14724.6 0.0137899
14735.9 0.0174565
14747.1 0.0230276
14758.4 0.0320971
14769.6 0.0483407
14775.2 0.0618034
14780.9 0.0819549
14786.5 0.114139
14792.1 0.170214
14797.7 0.281144
14800.5 0.382467
14803.3 0.549935
14806.1 0.855239
14807.6 1.11208
14808.3 1.28367
14809.0 1.49697
14809.7 1.77038
14810.4 2.11671
14811.1 2.56909
14811.8 3.17162
14812.5 4.00420
14813.2 5.14349
14813.9 6.74037
14814.6 8.96382
14815.2 11.4884
14815.8 14.3748
14817.0 17.9457
14817.6 16.8786
14818.2 14.3246
14819.4 8.96105
14820.5 5.75999
14821.6 3.88149
14822.7 2.73832
14823.8 2.02306
14826.0 1.21736
14828.2 0.807185
14830.4 0.572642
14832.6 0.426737
14836.9 0.263082
14841.3 0.178100
14845.7 0.128587
14850.1 0.0972637
14854.5 0.0762490
14863.2 0.0505765
14872.0 0.0361458
14880.7 0.0272289
14889.5 0.0213369
14907.0 0.0142775
14924.5 0.0103740
14942.0 0.00798777
14959.5 0.00642407
14994.5 0.00456289
15029.5 0.00353723
15099.5 0.00249760
15169.5 0.00200138
15239.6 0.00172188
15379.6 0.00142691
15519.7 0.00127779
15659.7 0.00119603
15799.7 0.00119890
15869.8 0.00144190
15904.8 0.00249603
15922.3 0.00669206
15931.0 0.0229856
15935.4 0.0844600
15936.5 0.144862
15937.6 0.302922
15938.1 0.504756
15938.7 0.986553
15939.0 1.56058
15939.2 2.74074
15939.4 3.93458
15939.5 5.84228
15939.6 9.69597
15939.8 16.7245
15939.9 27.2221
15940.0 33.4486
15940.1 26.2917
15940.2 16.7245
15940.3 10.9364
15940.4 7.71732
15940.6 4.28622
15940.8 2.61458
15941.0 1.78146
15941.3 0.958258
15941.7 0.602304
15942.4 0.295648
15943.2 0.176225
15944.6 0.0830506
15946.1 0.0483954
15952.0 0.0133658
15963.7 0.00419660
15987.3 0.00184254
16034.3 0.00123663
16128.3 0.00106586
16316.4 0.000994654
16692.5 0.000944884
17068.6 0.000950847
17256.7 0.00104914
17350.7 0.00137269
17397.7 0.00250619
17421.2 0.00680805
17433.0 0.0233774
17438.8 0.0858699
17440.3 0.146925
17441.8 0.308475
17442.5 0.515391
17443.2 1.01639
17443.6 1.60243
17444.0 2.81773
17444.2 4.08031
17444.3 6.18774
17444.5 10.1872
17444.6 13.5227
17444.7 18.5784
17444.9 29.5235
17445.0 37.1567
17445.2 29.5232
17445.3 18.5783
17445.4 13.5227
17445.5 10.1873
17445.7 6.03432
17445.9 3.91265
17446.1 2.71935
17446.4 1.51781
17446.8 0.962596
17447.6 0.484359
17448.3 0.290502
17449.9 0.138141
17451.4 0.0809559
17457.4 0.0221233
17469.6 0.00661212
17493.8 0.00274061
17542.4 0.00235100
17590.9 0.00550752
17603.0 0.00890534
17615.1 0.0184760
17621.2 0.0315830
17627.3 0.0675757
17630.3 0.115738
17631.8 0.162165
17633.3 0.242889
17634.9 0.404897
17635.6 0.554395
17636.4 0.799908
17637.1 1.25871
17637.5 1.64888
17637.9 2.24678
17638.3 3.22248
17638.7 4.94544
17639.0 8.28111
17639.2 11.1068
17639.4 14.9070
17639.7 23.7339
17640.0 29.5701
17640.3 23.4196
17640.6 14.6620
17640.8 10.2590
17641.0 7.47619
17641.3 5.61213
17641.5 4.33359
17641.9 2.77536
17642.3 1.91421
17642.7 1.38498
17643.2 1.05278
17644.0 0.665442
17644.8 0.455828
17645.7 0.332641
17647.4 0.198875
17649.1 0.132226
17650.8 0.0943187
17654.1 0.0551443
17660.9 0.0257819
17667.6 0.0151294
17681.1 0.00733951
17694.6 0.00456020
17721.6 0.00254666
17748.6 0.00183186
17802.6 0.00131429
17856.6 0.00113075
17964.6 0.00100110
18072.6 0.000963473
18180.6 0.000963438
18288.6 0.00101122
18342.6 0.00108706
18369.6 0.00116399
18396.6 0.00130530
18423.6 0.00160892
18437.1 0.00191269
18450.6 0.00246915
18464.1 0.00366321
18470.9 0.00485588
18477.6 0.00703516
18484.4 0.0116885
18487.8 0.0163183
18491.1 0.0246946
18494.5 0.0424367
18496.2 0.0598570
18497.9 0.0908109
18499.6 0.155019
18501.3 0.323481
18502.1 0.536644
18502.9 1.04546
18503.4 1.61852
18503.8 2.80960
18504.0 3.94056
18504.2 5.85327
18504.4 9.33256
18504.5 12.2749
18504.6 16.0337
18504.7 20.7057
18504.8 25.5989
18505.0 32.0661
18505.1 29.9686
18505.2 25.5985
18505.4 16.0333
18505.5 11.3699
18505.7 8.10427
18505.8 5.97430
18505.9 4.54701
18506.2 2.85188
18506.5 1.93974
18507.1 1.05522
18507.6 0.664599
18508.2 0.453233
18508.7 0.330337
18509.8 0.196900
18510.9 0.130665
18512.0 0.0930838
18514.3 0.0542540
18516.5 0.0355809
18518.7 0.0252730
18523.2 0.0148216
18527.6 0.00988937
18532.0 0.00718837
18540.9 0.00447477
18549.8 0.00320925
18558.7 0.00251924
18576.5 0.00183265
18594.3 0.00151699
18612.1 0.00134898
18647.6 0.00119523
18683.2 0.00115454
18718.7 0.00121701
18736.5 0.00134635
18745.4 0.00148339
18754.3 0.00173962
18763.2 0.00229619
18767.6 0.00285623
18772.1 0.00388120
18776.5 0.00608550
18778.7 0.00827983
18780.9 0.0122785
18783.2 0.0207765
18784.3 0.0291700
18785.4 0.0443071
18786.5 0.0759468
18787.6 0.160856
18788.2 0.271983
18788.7 0.547376
18789.0 0.882523
18789.3 1.64581
18789.4 2.45024
18789.6 3.98564
18789.7 7.35426
18789.8 10.5950
18789.8 15.5967
18789.9 19.8365
18789.9 24.4474
18790.0 31.1018
18790.1 28.6913
18790.1 24.4471
18790.2 15.5063
18790.3 8.12909
18790.4 4.67829
18790.5 2.97995
18790.6 2.10733
18790.9 1.15180
18791.1 0.734379
18791.4 0.500615
18791.6 0.367332
18792.0 0.221789
18792.5 0.147196
18793.0 0.105557
18793.9 0.0617221
18794.8 0.0406164
18795.8 0.0288669
18797.6 0.0169291
18799.5 0.0112718
18801.4 0.00818171
18805.1 0.00507397
18808.8 0.00361760
18812.5 0.00282395
18820.0 0.00202992
18827.4 0.00165993
18834.9 0.00145863
18849.7 0.00125807
18879.5 0.00111629
18909.3 0.00106995
19028.5 0.00105593
19147.6 0.00111583
19266.7 0.00124270
19385.9 0.00151851
19445.4 0.00179284
19505.0 0.00229254
19534.8 0.00271426
19564.6 0.00335980
19594.4 0.00442317
19624.1 0.00636242
19639.0 0.00799890
19653.9 0.0104990
19668.8 0.0146015
19683.7 0.0220398
19691.2 0.0282745
19698.6 0.0377255
19706.0 0.0531035
19713.5 0.0805424
19717.2 0.103249
19720.9 0.137131
19724.7 0.191066
19728.4 0.284597
19732.1 0.468972
19734.0 0.635812
19735.8 0.909328
19737.7 1.40187
19738.6 1.80924
19739.5 2.41632
19740.5 3.36984
19740.9 4.06746
19741.4 4.96453
19741.9 6.19021
19742.3 7.81849
19742.8 10.0973
19743.3 13.1269
19743.7 16.8607
19744.1 21.0346
19745.0 26.3190
19745.4 24.7289
19745.9 21.0326
19746.7 13.1249
19747.7 7.57498
19748.7 4.70467
19749.7 3.14659
19750.7 2.23338
19751.7 1.66009
19752.7 1.27932
19754.7 0.823640
19756.6 0.573099
19758.6 0.421280
19762.6 0.255124
19766.5 0.170751
19770.5 0.122301
19774.5 0.0919547
19778.4 0.0717488
19786.3 0.0472419
19794.2 0.0335711
19802.2 0.0251591
19810.1 0.0196310
19825.9 0.0130349
19841.7 0.00940350
19857.6 0.00719450
19873.4 0.00575289
19905.0 0.00404749
19936.7 0.00311811
20000.0 0.00219641
20048.2 0.00185260
20096.3 0.00164575
20192.7 0.00142887
20385.3 0.00130545
20578.0 0.00138112
20674.4 0.00166892
20722.5 0.00269111
20746.6 0.00663303
20758.6 0.0218728
20764.7 0.0791348
20766.2 0.135115
20767.7 0.281426
20768.4 0.468736
20769.2 0.919783
20769.6 1.44341
20769.9 2.51985
20770.1 3.58794
20770.3 5.44758
20770.5 8.97373
20770.7 15.7909
20770.8 25.1043
20771.0 31.5810
20771.2 25.1041
20771.3 15.7907
20771.4 11.3697
20771.5 8.24440
20771.7 4.84563
20772.0 3.07085
20772.2 2.13567
20772.6 1.17971
20773.0 0.743893
20773.9 0.372163
20774.8 0.222662
20776.5 0.105779
20778.2 0.0618978
20785.1 0.0172236
