Ta-181(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
149.848 29.9585
149.887 19.1336
149.927 13.2725
149.966 9.77022
150.044 5.96399
150.123 4.04773
150.201 2.95061
150.280 2.26175
150.358 1.80131
150.515 1.24032
150.672 0.923152
150.986 0.593324
151.299 0.432179
151.613 0.340602
152.241 0.244783
152.868 0.198017
153.496 0.171990
154.751 0.147165
157.262 0.142122
158.517 0.163876
158.831 0.182179
159.144 0.228699
159.301 0.288677
159.380 0.345943
159.458 0.445899
159.537 0.645993
159.576 0.831121
159.615 1.14212
159.654 1.72381
159.674 2.22448
159.693 3.00159
159.713 4.29349
159.733 6.64045
159.742 8.57270
159.752 11.3969
159.762 15.6208
159.772 21.9351
159.786 35.0227
159.800 43.7554
159.814 35.0200
159.828 21.9320
159.841 14.1372
159.854 9.53709
159.867 6.77241
159.879 5.04149
159.905 3.08924
159.930 2.10098
159.956 1.53423
159.982 1.18342
160.033 0.788927
160.084 0.585170
160.135 0.466811
160.237 0.342405
160.441 0.249406
160.646 0.217550
161.463 0.200499
163.098 0.263395
163.916 0.345624
164.325 0.421522
164.733 0.553136
165.142 0.822009
165.346 1.08218
165.551 1.54626
165.653 1.93089
165.755 2.51004
165.857 3.44245
165.960 5.08911
166.011 6.43317
166.062 8.42301
166.113 11.5484
166.164 16.8659
166.215 27.0025
166.241 35.9235
166.266 50.0013
166.292 74.2029
166.305 93.2386
166.317 119.999
166.330 159.616
166.343 219.615
166.356 315.190
166.368 466.162
166.384 745.971
166.400 932.604
166.416 745.888
166.432 466.065
166.448 281.076
166.465 180.093
166.482 123.024
166.498 88.6315
166.515 66.6126
166.531 51.7777
166.565 33.7691
166.598 23.7304
166.631 17.5919
166.697 10.8066
166.764 7.34721
166.830 5.35197
166.897 4.09930
166.963 3.26369
167.096 2.25213
167.228 1.69013
167.494 1.12575
167.759 0.869908
168.025 0.740394
168.556 0.641070
169.618 0.687404
170.680 0.926994
171.211 1.14517
171.742 1.47885
172.273 2.01697
172.804 2.96326
173.070 3.73340
173.335 4.87416
173.601 6.67621
173.866 9.79296
173.999 12.3003
174.132 15.9735
174.264 21.7001
174.397 31.3865
174.530 49.8883
174.596 66.2539
174.663 92.4367
174.729 138.234
174.795 228.375
174.829 309.168
174.862 437.724
174.895 652.390
174.928 1016.01
174.964 1616.23
175.000 2013.80
175.036 1616.57
175.072 1017.34
175.099 705.401
175.127 504.514
175.154 374.308
175.181 287.553
175.235 185.363
175.290 131.656
175.344 101.065
175.399 83.1282
175.453 72.9386
175.508 68.2608
175.562 68.3037
175.616 73.3802
175.644 78.2707
175.671 85.1723
175.698 94.6885
175.725 107.716
175.753 125.724
175.780 150.810
175.807 186.708
175.834 239.772
175.861 321.520
175.889 453.799
175.916 678.829
175.929 848.025
175.943 1069.56
175.972 1697.45
176.000 2113.20
176.029 1695.77
176.057 1066.66
176.077 762.619
176.096 558.864
176.116 421.138
176.136 326.951
176.175 211.586
176.214 147.673
176.254 109.000
176.293 83.9356
176.371 54.5797
176.450 38.6388
176.529 29.0049
176.686 18.3666
176.843 12.8595
177.000 9.60991
177.314 6.07887
177.629 4.29917
177.943 3.35234
178.100 3.14420
178.257 3.29350
178.336 3.74762
178.414 5.08821
178.454 6.74599
178.493 10.4525
178.513 14.2327
178.532 21.0664
178.552 34.8481
178.562 47.0135
178.571 65.1003
178.586 103.031
178.600 128.334
178.614 102.987
178.629 65.0200
178.645 38.4063
178.661 24.5806
178.677 17.0478
178.693 12.6180
178.726 7.96656
178.758 5.72972
178.791 4.47980
178.823 3.71019
178.888 2.84111
179.017 2.08436
179.147 1.73930
179.406 1.38554
179.664 1.18213
180.182 0.930667
180.700 0.776225
181.736 0.645021
181.995 0.675966
182.254 0.821131
182.383 1.03789
182.448 1.25119
182.513 1.62696
182.578 2.37642
182.610 3.06287
182.642 4.19381
182.675 6.25950
182.691 7.98787
182.707 10.5729
182.723 14.7140
182.739 21.7847
182.756 34.8175
182.772 59.7938
182.786 95.3467
182.800 119.027
182.814 95.3372
182.828 59.7805
182.839 41.8546
182.849 30.2070
182.860 22.4765
182.870 17.3108
182.891 11.0912
182.911 7.72867
182.932 5.71318
182.952 4.42862
182.994 2.94009
183.035 2.14820
183.076 1.67810
183.159 1.17126
183.242 0.917621
183.324 0.772198
183.489 0.619228
183.820 0.501398
184.150 0.461444
184.481 0.458142
184.811 0.509207
184.976 0.594563
185.141 0.833940
185.224 1.14559
185.265 1.43676
185.307 1.92906
185.348 2.85706
185.369 3.66406
185.389 4.91950
185.410 7.03826
185.430 10.9256
185.441 14.2080
185.451 19.0314
185.461 26.3654
185.472 37.5316
185.486 59.8577
185.500 74.5779
185.514 59.6852
185.528 37.5252
185.543 22.8401
185.558 14.8296
185.572 10.2731
185.587 7.51422
185.602 5.73214
185.616 4.53813
185.645 3.08440
185.675 2.26947
185.704 1.77217
185.762 1.22047
185.821 0.938731
185.879 0.776027
185.996 0.605478
186.230 0.477502
186.464 0.433180
187.400 0.417601
188.336 0.510472
188.570 0.580989
188.804 0.748256
188.921 0.954432
188.979 1.14634
189.038 1.47469
189.096 2.11242
189.126 2.68755
189.155 3.62193
189.184 5.29923
189.213 8.70814
189.228 11.8761
189.243 17.1106
189.257 26.3185
189.272 43.0559
189.286 68.6567
189.300 85.5555
189.314 68.4627
189.328 43.0562
189.339 29.9689
189.349 21.5497
189.360 16.0548
189.370 12.3668
189.391 7.97684
189.412 5.60849
189.434 4.19818
189.455 3.30401
189.497 2.27665
189.539 1.73395
189.581 1.41637
189.665 1.08168
189.833 0.838698
190.001 0.767962
190.673 0.827750
191.346 1.07672
192.018 1.55696
192.355 1.96175
192.691 2.57486
193.027 3.56666
193.363 5.32681
193.531 6.77093
193.699 8.91709
193.868 12.3081
194.036 18.1280
194.120 22.7443
194.204 29.3769
194.288 39.4086
194.372 55.5372
194.456 83.8394
194.498 106.584
194.540 139.564
194.582 189.638
194.624 269.083
194.666 401.538
194.708 626.497
194.754 1002.10
194.800 1252.25
194.846 1001.61
194.892 626.006
194.932 411.067
194.971 280.892
195.011 200.767
195.050 149.376
195.129 90.8843
195.208 60.7301
195.287 43.3149
195.366 32.4329
195.524 20.1367
195.683 13.7454
195.841 10.0170
195.999 7.66096
196.157 6.08333
196.473 4.18377
196.789 3.15233
197.105 2.56439
197.422 2.24284
198.054 2.17126
198.370 2.46309
198.686 3.16388
199.003 4.79791
199.161 6.43983
199.319 9.38170
199.477 15.3892
199.556 21.0468
199.635 30.6781
199.714 49.0933
199.754 65.2611
199.793 90.8944
199.833 134.970
199.853 169.681
199.872 218.697
199.892 291.218
199.912 401.670
199.932 577.764
199.951 857.916
199.976 1372.64
200.000 1715.81
200.024 1372.36
200.049 857.617
200.067 595.737
200.085 425.316
200.103 314.117
200.121 239.846
200.157 151.061
200.193 103.107
200.229 74.6217
200.266 56.4313
200.338 35.4796
200.410 24.3608
200.482 17.7918
200.627 10.7401
200.771 7.23492
200.916 5.24463
201.060 4.00552
201.204 3.18156
201.493 2.18703
201.782 1.63273
202.360 1.07354
202.937 0.831633
203.515 0.773144
203.804 0.848913
203.948 0.951656
204.093 1.15431
204.237 1.59537
204.310 2.02648
204.382 2.78527
204.454 4.29987
204.490 5.69290
204.526 8.01001
204.562 12.2723
204.580 15.8870
204.598 21.3617
204.616 30.2727
204.634 45.7393
204.653 75.3800
204.662 100.031
204.671 135.051
204.678 172.893
204.685 216.144
204.700 269.738
204.715 215.541
204.730 135.028
204.744 84.4327
204.758 55.7598
204.772 38.9510
204.786 28.5507
204.815 17.1260
204.843 11.4137
204.872 8.17481
204.900 6.18344
204.957 3.96096
205.014 2.81558
205.071 2.15199
205.184 1.45223
205.298 1.11098
205.412 0.920802
205.639 0.732079
206.094 0.625056
206.548 0.662113
207.003 0.845605
207.230 1.04890
207.458 1.42655
207.685 2.22837
207.799 3.01175
207.912 4.40158
208.026 7.23474
208.083 9.90852
208.140 14.4753
208.197 23.2726
208.225 31.0534
208.254 43.4929
208.282 65.0733
208.296 82.2566
208.310 106.930
208.325 143.800
208.339 201.385
208.353 295.158
208.367 449.910
208.384 720.652
208.400 899.718
208.408 845.846
208.417 718.832
208.433 449.830
208.446 307.167
208.458 216.857
208.471 158.823
208.484 120.346
208.509 75.1050
208.535 50.9827
208.560 36.7309
208.586 27.7259
208.636 17.4106
208.687 11.9633
208.738 8.75943
208.840 5.33390
208.941 3.63950
209.043 2.68215
209.246 1.69978
209.450 1.23509
209.653 0.983359
210.060 0.745177
210.466 0.657777
210.873 0.640301
211.687 0.739889
212.500 1.06552
212.907 1.40448
213.313 2.01812
213.517 2.52761
213.720 3.29326
213.923 4.52334
214.127 6.68837
214.228 8.45355
214.330 11.0658
214.432 15.1709
214.533 22.1598
214.584 27.6762
214.635 35.5522
214.686 47.3906
214.737 66.2295
214.788 98.8662
214.813 124.720
214.839 161.718
214.864 216.761
214.889 302.232
214.915 440.345
214.940 666.150
214.970 1065.73
215.000 1330.68
215.030 1064.09
215.060 665.973
215.084 452.888
215.107 318.353
215.131 232.444
215.154 175.774
215.201 109.505
215.248 74.3756
215.295 53.7811
215.342 40.7666
215.436 25.9803
215.530 18.3246
215.624 13.9667
215.812 9.88615
216.000 9.23213
216.094 10.1721
216.188 12.5802
216.282 18.1138
216.329 23.4578
216.376 32.5467
216.423 49.5819
216.447 64.1795
216.470 86.6733
216.494 123.629
216.517 189.511
216.529 242.977
216.541 319.036
216.552 431.191
216.564 593.207
216.582 947.712
216.600 1183.99
216.618 947.525
216.636 592.926
216.648 428.585
216.660 317.120
216.683 187.929
216.707 122.073
216.731 85.3171
216.754 62.8336
216.778 48.2791
216.825 31.1681
216.873 21.9295
216.920 16.3877
217.014 10.3487
217.109 7.29269
217.204 5.52737
217.393 3.66334
217.582 2.75189
217.771 2.25418
218.149 1.84817
218.528 1.96867
218.717 2.29394
218.906 2.98259
219.095 4.51627
219.190 6.02669
219.284 8.69034
219.379 14.0292
219.426 18.9546
219.473 27.1728
219.521 42.3604
219.544 55.2922
219.568 74.9983
219.592 107.245
219.615 163.833
219.627 208.978
219.639 273.047
219.651 365.473
219.663 498.193
219.681 797.027
219.700 994.566
219.719 795.232
219.738 498.076
219.757 298.332
219.777 190.632
219.797 130.022
219.817 93.6021
219.837 70.3326
219.856 54.6781
219.896 35.7009
219.936 25.1150
219.975 18.6660
220.055 11.5378
220.134 7.89791
220.213 5.79931
220.371 3.59624
220.530 2.52573
220.688 1.93019
221.005 1.34432
221.322 1.12763
221.639 1.18350
221.798 1.41771
221.877 1.67204
221.956 2.13758
222.035 3.09588
222.075 3.99460
222.115 5.51719
222.154 8.39208
222.174 10.8876
222.194 14.7927
222.214 21.3584
222.233 33.4876
222.243 43.6437
222.253 58.7290
222.263 81.7490
222.273 116.951
222.280 149.805
222.287 186.802
222.300 233.402
222.314 186.789
222.327 116.934
222.339 77.3065
222.350 53.1416
222.362 38.2228
222.373 28.6998
222.396 17.7672
222.419 12.0990
222.442 8.82001
222.465 6.76409
222.510 4.43766
222.556 3.22368
222.602 2.51623
222.694 1.76867
222.785 1.40706
222.877 1.21076
223.060 1.03239
223.427 1.00513
223.793 1.21677
224.160 1.78347
224.343 2.36471
224.526 3.41640
224.618 4.29009
224.709 5.59941
224.801 7.68974
224.893 11.3267
224.984 18.5129
225.030 25.0524
225.076 35.8256
225.099 44.0237
225.122 55.3679
225.145 71.6529
225.168 96.1046
225.190 134.906
225.213 200.749
225.225 251.689
225.236 321.073
225.248 418.288
225.259 551.145
225.280 883.005
225.300 1102.98
225.321 881.157
225.341 551.014
225.361 341.755
225.381 223.934
225.401 155.362
225.421 113.157
225.441 85.7213
225.461 67.0269
225.501 44.0705
225.541 31.1037
225.581 23.1385
225.661 14.2690
225.741 9.71102
225.821 7.07405
225.901 5.41102
225.981 4.29892
226.141 2.95025
226.302 2.19839
226.622 1.44322
226.942 1.10478
227.262 0.942316
227.903 0.867012
228.543 1.02479
228.863 1.22471
229.183 1.58675
229.504 2.31397
229.664 2.99471
229.824 4.17134
229.984 6.52362
230.064 8.73303
230.144 12.5283
230.224 19.9580
230.264 26.6821
230.304 37.7228
230.344 57.6878
230.364 74.2867
230.384 99.1637
230.404 138.551
230.424 205.189
230.444 326.460
230.454 423.564
230.464 557.036
230.482 890.233
230.500 1112.33
230.518 890.201
230.536 557.055
230.549 387.013
230.563 277.173
230.576 204.945
230.589 156.849
230.616 99.3661
230.643 68.4670
230.669 50.0683
230.696 38.3537
230.749 24.9552
230.803 17.9230
230.856 13.8523
230.963 9.70544
231.070 7.96531
231.176 7.35773
231.390 8.15867
231.496 9.53729
231.603 11.8727
231.710 15.7935
231.816 22.7302
231.870 28.3053
231.923 36.3609
231.977 48.6200
232.030 68.4204
232.083 103.403
232.110 131.716
232.137 172.815
232.163 235.670
232.190 336.035
232.217 505.916
232.243 797.355
232.272 1276.35
232.300 1594.10
232.329 1274.24
232.357 797.004
232.376 571.679
232.395 419.072
232.415 315.912
232.434 244.703
232.472 157.396
232.511 108.889
232.549 79.5303
232.587 60.5329
232.664 38.3692
232.741 26.4734
232.818 19.3752
232.971 11.6965
233.125 7.85244
233.279 5.65636
233.432 4.28380
233.586 3.36875
233.893 2.25979
234.200 1.63863
234.507 1.25582
234.814 1.00425
235.429 0.710757
236.043 0.578240
236.350 0.572266
236.657 0.668947
236.811 0.839881
236.888 1.01446
236.964 1.32814
237.041 1.96511
237.080 2.55819
237.118 3.55533
237.156 5.41678
237.176 7.01335
237.195 9.48076
237.214 13.5557
237.233 20.8824
237.252 35.4832
237.262 48.2279
237.271 66.7596
237.286 106.557
237.300 133.065
237.314 106.548
237.329 66.7467
237.339 46.6394
237.350 33.5877
237.360 24.9347
237.370 19.1565
237.391 12.2053
237.412 8.45014
237.433 6.20052
237.454 4.76716
237.496 3.10670
237.537 2.22352
237.579 1.69924
237.662 1.13384
237.746 0.850657
237.829 0.688041
237.996 0.516247
238.330 0.380662
238.663 0.327022
239.330 0.289014
239.998 0.295049
240.665 0.353476
240.999 0.423444
241.332 0.557434
241.666 0.848116
241.833 1.13631
241.999 1.65492
242.083 2.08519
242.166 2.73175
242.250 3.76743
242.333 5.57919
242.416 9.18549
242.458 12.5014
242.500 18.0214
242.541 28.1948
242.562 36.8384
242.583 49.9710
242.604 71.4036
242.625 108.820
242.635 138.871
242.646 181.011
242.656 241.520
242.667 327.964
242.683 524.852
242.700 654.883
242.717 523.558
242.734 327.912
242.751 198.373
242.768 127.664
242.786 87.2901
242.803 63.0291
242.820 47.3716
242.838 36.8677
242.872 24.0796
242.907 16.9144
242.942 12.5394
243.011 7.68757
243.080 5.20988
243.149 3.77880
243.219 2.87900
243.288 2.27703
243.427 1.54712
243.565 1.13957
243.843 0.726140
244.120 0.534498
244.397 0.434683
244.951 0.357396
245.506 0.378515
245.783 0.434979
246.060 0.553758
246.338 0.819033
246.476 1.08302
246.615 1.55706
246.684 1.94907
246.753 2.53614
246.823 3.47238
246.892 5.10018
246.961 8.31070
246.996 11.2398
247.031 16.0522
247.065 24.8131
247.083 32.0990
247.100 43.0398
247.117 60.5329
247.135 90.1077
247.143 113.043
247.152 144.214
247.161 188.043
247.169 247.808
247.177 317.130
247.185 396.354
247.200 495.373
247.208 466.238
247.215 396.329
247.231 247.781
247.249 141.676
247.267 87.6690
247.284 58.5295
247.302 41.5213
247.320 30.8271
247.338 23.7870
247.373 15.3789
247.409 10.7571
247.445 7.97253
247.516 4.93191
247.587 3.40667
247.659 2.54891
247.801 1.72097
247.944 1.47907
248.015 1.53687
248.086 1.77667
248.157 2.38592
248.193 2.98982
248.229 4.01976
248.264 5.95353
248.282 7.59810
248.300 10.1141
248.318 14.2029
248.336 21.3713
248.353 35.1028
248.362 46.6364
248.371 63.0978
248.386 100.661
248.400 125.698
248.414 100.639
248.429 63.0588
248.438 46.5879
248.447 35.0451
248.464 21.3491
248.482 14.1374
248.500 10.0350
248.518 7.48621
248.535 5.82156
248.571 3.84209
248.606 2.76147
248.642 2.10771
248.713 1.38795
248.784 1.01846
248.855 0.801676
248.997 0.566516
249.139 0.445039
249.281 0.372406
249.565 0.291224
250.133 0.222233
250.700 0.195324
251.836 0.190097
252.120 0.201992
252.404 0.236156
252.546 0.281303
252.688 0.399487
252.759 0.548701
252.795 0.685853
252.830 0.914331
252.866 1.33617
252.883 1.69557
252.901 2.24247
252.919 3.13891
252.937 4.71055
252.954 7.74479
252.963 10.3309
252.972 14.0033
252.986 22.3128
253.000 27.7931
253.014 22.2491
253.028 14.0025
253.040 9.34920
253.052 6.48857
253.064 4.71100
253.075 3.56278
253.099 2.24799
253.123 1.56468
253.146 1.16891
253.170 0.920611
253.217 0.640029
253.264 0.493567
253.311 0.408130
253.406 0.318192
253.594 0.251246
253.783 0.229138
254.538 0.224407
256.047 0.305576
256.802 0.403261
257.179 0.489231
257.556 0.632207
257.934 0.911482
258.122 1.17363
258.311 1.63189
258.500 2.56576
258.594 3.45808
258.688 5.01586
258.783 8.13152
258.830 11.0160
258.877 15.8466
258.924 24.8885
258.948 32.6640
258.971 44.6561
258.995 64.6229
259.007 79.8361
259.019 100.794
259.030 130.486
259.042 173.757
259.054 238.233
259.066 333.196
259.083 533.561
259.100 666.139
259.117 532.280
259.134 333.158
259.150 211.640
259.166 140.937
259.182 98.9336
259.198 72.6948
259.230 43.6135
259.262 28.9560
259.294 20.6289
259.326 15.4732
259.390 9.71050
259.454 6.74573
259.518 5.02946
259.646 3.23556
259.774 2.38064
259.902 1.92195
260.158 1.51134
260.414 1.39884
260.670 1.43549
261.182 1.84294
261.438 2.25623
261.694 2.90739
261.950 3.97851
262.206 5.89020
262.334 7.45978
262.462 9.79300
262.590 13.4772
262.654 16.1765
262.718 19.7878
262.782 24.7889
262.846 31.9789
262.910 42.8345
262.974 60.2992
263.038 90.8900
263.070 115.490
263.102 151.153
263.134 205.130
263.166 290.892
263.198 433.786
263.230 675.263
263.265 1079.78
263.300 1349.24
263.335 1079.55
263.370 675.075
263.411 387.596
263.451 240.242
263.492 160.464
263.532 114.008
263.573 84.8643
263.613 65.6154
263.694 42.6768
263.775 30.1683
263.855 22.7281
264.017 15.0453
264.179 12.2842
264.260 12.3373
264.341 13.7479
264.422 17.7941
264.462 21.8867
264.502 28.8955
264.543 41.9471
264.563 52.9147
264.583 69.4614
264.603 95.8102
264.624 140.635
264.644 222.706
264.664 379.851
264.682 605.409
264.700 755.729
264.718 605.181
264.736 379.442
264.750 261.456
264.764 186.194
264.777 137.251
264.791 104.922
264.819 66.5865
264.846 46.1003
264.873 33.9215
264.901 26.1752
264.956 17.2057
265.011 12.4000
265.066 9.52221
265.175 6.35003
265.285 4.69687
265.395 3.70600
265.615 2.59079
265.835 1.98659
266.054 1.61118
266.494 1.17781
266.933 0.945811
267.372 0.813272
268.251 0.708841
269.130 0.754993
270.008 1.01307
270.448 1.34050
270.668 1.63457
270.887 2.12530
271.107 3.07658
271.217 3.95747
271.327 5.47003
271.436 8.46826
271.491 11.2431
271.546 15.9324
271.574 19.6102
271.601 24.8245
271.615 28.3260
271.629 32.6257
271.642 38.0227
271.656 44.9181
271.670 53.9835
271.684 66.0097
271.697 82.5080
271.711 105.865
271.725 140.444
271.738 192.876
271.752 275.653
271.766 407.302
271.783 650.407
271.800 812.358
271.809 764.204
271.817 650.404
271.834 407.341
271.850 262.525
271.865 176.920
271.881 125.418
271.896 93.1202
271.927 56.7448
271.958 38.3330
271.989 27.8018
272.020 21.2995
272.082 14.0461
272.144 10.3700
272.206 8.30557
272.329 6.33414
272.453 5.66698
272.577 5.64633
272.825 6.94337
273.072 10.5739
273.196 14.1475
273.320 20.2684
273.382 25.0661
273.444 31.8726
273.506 41.9514
273.567 57.7145
273.629 84.1828
273.691 132.963
273.722 173.781
273.753 234.052
273.784 325.645
273.815 465.020
273.858 743.744
273.900 928.761
273.943 742.798
273.985 464.760
274.035 265.145
274.084 163.569
274.134 108.985
274.184 77.2152
274.233 57.3366
274.283 44.2130
274.382 28.5642
274.481 19.9871
274.581 14.8133
274.779 9.16871
274.978 6.34716
275.176 4.76659
275.573 3.26915
275.970 2.91375
276.169 3.11981
276.367 3.75674
276.566 5.33257
276.665 6.93186
276.764 9.78224
276.863 15.5308
276.913 20.8432
276.963 29.7181
277.012 46.1376
277.037 60.0948
277.062 81.4713
277.087 116.335
277.111 177.880
277.124 227.110
277.136 297.145
277.149 398.482
277.161 544.487
277.181 871.311
277.200 1087.61
277.220 869.434
277.239 544.368
277.251 404.293
277.263 305.272
277.286 186.048
277.310 123.044
277.333 86.9030
277.357 64.3836
277.381 49.6176
277.428 32.0495
277.475 22.4520
277.522 16.6813
277.616 10.3833
277.710 7.20729
277.805 5.39289
277.993 3.51481
278.182 2.63499
278.370 2.18472
278.747 1.90349
279.124 2.22606
279.313 2.72784
279.501 3.71681
279.690 5.84302
279.784 7.90180
279.878 11.4853
279.972 18.5425
280.019 24.9289
280.067 35.3775
280.114 54.1250
280.137 69.6083
280.161 92.4908
280.184 128.386
280.208 187.678
280.231 293.013
280.243 375.241
280.255 484.965
280.278 775.875
280.300 968.440
280.323 774.396
280.345 484.843
280.359 354.786
280.374 264.485
280.402 158.170
280.431 103.289
280.459 72.2736
280.488 53.1697
280.517 40.6944
280.574 26.0295
280.631 18.0758
280.688 13.3125
280.802 8.12963
280.917 5.52473
281.031 4.03318
281.145 3.09954
281.260 2.47603
281.488 1.71967
281.717 1.29469
282.174 0.858122
282.631 0.651468
283.088 0.542019
284.003 0.459878
284.917 0.500788
285.374 0.584282
285.831 0.755042
286.289 1.13128
286.517 1.50418
286.746 2.17406
286.860 2.72956
286.974 3.56487
287.089 4.90584
287.203 7.26250
287.317 11.9956
287.374 16.3989
287.432 23.8055
287.489 37.7436
287.517 49.7975
287.546 68.5131
287.574 99.9115
287.589 124.026
287.603 157.213
287.617 204.936
287.632 275.281
287.646 381.585
287.660 540.936
287.680 865.258
287.700 1081.43
287.720 865.174
287.740 540.850
287.761 329.152
287.781 212.284
287.802 145.670
287.822 105.439
287.842 79.4199
287.863 61.8392
287.904 40.4745
287.945 28.4971
287.986 21.1777
288.068 13.0647
288.150 8.92897
288.231 6.54955
288.395 4.08031
288.559 2.92108
288.723 2.32208
289.050 1.89992
289.378 2.14335
289.542 2.59140
289.706 3.47939
289.869 5.36791
289.951 7.17492
290.033 10.2963
290.115 16.3848
290.156 21.8778
290.197 30.8123
290.238 46.8355
290.258 60.0178
290.279 79.4510
290.299 109.893
290.320 160.024
290.340 248.873
290.350 317.669
290.361 410.080
290.380 654.985
290.400 818.132
290.420 655.058
290.439 410.286
290.459 253.313
290.479 165.751
290.498 114.997
290.518 84.1631
290.538 64.1594
290.557 50.7010
290.597 34.3766
290.636 25.4161
290.675 20.2114
290.754 15.5323
290.832 15.7006
290.871 17.8095
290.911 22.2442
290.950 31.2792
290.970 39.1628
290.989 51.3165
291.009 71.2353
291.028 105.921
291.048 171.809
291.058 226.633
291.068 304.252
291.084 484.414
291.100 604.308
291.116 484.140
291.132 303.729
291.145 208.220
291.158 147.675
291.170 108.464
291.183 82.6784
291.208 52.2000
291.233 35.9685
291.258 26.3307
291.283 20.1871
291.333 13.1062
291.383 9.31001
291.433 7.03698
291.534 4.53336
291.634 3.23796
291.734 2.46909
291.935 1.62214
292.135 1.17883
292.336 0.912341
292.737 0.614892
293.138 0.457590
293.540 0.362780
294.342 0.257506
295.144 0.203092
295.947 0.171925
297.552 0.143423
299.156 0.141609
300.761 0.168505
301.564 0.203544
302.366 0.278690
302.767 0.357906
303.168 0.533439
303.369 0.738399
303.469 0.925788
303.570 1.24624
303.670 1.87998
303.720 2.46880
303.770 3.46569
303.820 5.37353
303.846 7.05810
303.871 9.73350
303.896 14.3821
303.921 23.3846
303.933 31.3434
303.946 43.6594
303.958 63.6417
303.971 96.4746
303.985 154.076
304.000 192.475
304.015 154.078
304.029 96.4860
304.046 55.8118
304.063 34.9036
304.079 23.4867
304.096 16.8401
304.113 12.6448
304.129 9.87806
304.162 6.56895
304.196 4.75033
304.229 3.65560
304.295 2.47424
304.362 1.89641
304.429 1.58586
304.562 1.31845
304.828 1.33858
305.094 1.77394
305.227 2.19264
305.360 2.84618
305.493 3.91712
305.626 5.82293
305.693 7.38570
305.759 9.69852
305.826 13.3320
305.892 19.5111
305.959 31.3002
305.992 41.6447
306.025 57.9592
306.059 85.9163
306.075 107.774
306.092 138.685
306.108 184.300
306.125 253.384
306.142 362.127
306.158 534.490
306.179 855.319
306.200 1069.28
306.221 855.230
306.242 534.393
306.263 326.676
306.284 211.344
306.305 145.307
306.327 105.289
306.348 79.3510
306.369 61.8623
306.411 40.4521
306.453 28.4510
306.496 21.0850
306.580 12.9136
306.665 8.72915
306.750 6.31328
306.834 4.79339
306.919 3.77646
307.088 2.54420
307.257 1.85762
307.427 1.43830
307.596 1.16614
307.934 0.853092
308.273 0.698526
308.950 0.609530
309.627 0.718695
309.965 0.875391
310.304 1.17161
310.642 1.78820
310.812 2.37802
310.981 3.40923
311.150 5.48803
311.235 7.44087
311.319 10.7911
311.404 17.2935
311.446 23.1296
311.489 32.6099
311.510 39.7503
311.531 49.4697
311.552 63.2838
311.573 83.5325
311.594 114.990
311.615 166.213
311.637 255.520
311.658 414.237
311.679 662.953
311.700 827.754
311.721 661.680
311.742 414.257
311.766 241.667
311.790 151.698
311.813 102.376
311.837 73.2811
311.861 54.8780
311.884 42.6868
311.931 28.0782
311.979 20.0493
312.026 15.2307
312.120 10.0600
312.215 7.62214
312.309 6.44165
312.498 6.04776
312.687 7.83198
312.782 10.0412
312.876 14.1091
312.971 22.3031
313.018 29.7893
313.065 42.0369
313.113 64.0673
313.136 82.1642
313.160 108.977
313.183 150.744
313.207 219.772
313.231 341.201
313.242 435.445
313.254 561.925
313.277 898.872
313.300 1123.56
313.323 898.733
313.346 561.744
313.364 378.269
313.383 263.923
313.401 191.602
313.420 144.239
313.456 89.2413
313.493 60.2620
313.530 43.3199
313.567 32.6167
313.640 20.4102
313.714 13.9878
313.788 10.2108
313.935 6.16667
314.082 4.15596
314.229 3.01075
314.377 2.29450
314.524 1.81557
314.818 1.23230
315.113 0.902372
315.702 0.559098
316.291 0.392072
316.879 0.298435
318.057 0.205445
319.235 0.171299
320.413 0.182070
321.002 0.222223
321.296 0.266080
321.591 0.347821
321.885 0.522491
322.033 0.694353
322.180 1.00229
322.253 1.25742
322.327 1.63949
322.401 2.24987
322.474 3.31390
322.548 5.42082
322.585 7.34744
322.621 10.5358
322.658 16.3594
322.677 21.2471
322.695 28.6391
322.713 40.4859
322.732 60.8757
322.750 98.9148
322.759 130.083
322.769 173.699
322.777 222.583
322.784 277.691
322.800 346.949
322.816 277.675
322.831 173.681
322.844 116.579
322.857 81.1879
322.870 58.7139
322.882 44.1598
322.908 27.2375
322.933 18.3789
322.959 13.1882
322.984 9.91671
323.035 6.20116
323.086 4.25048
323.137 3.10754
323.239 1.88902
323.341 1.28915
323.443 0.951043
323.647 0.605171
323.850 0.442422
324.054 0.354933
324.462 0.274068
324.869 0.247273
325.277 0.246589
326.092 0.300899
326.499 0.362038
326.907 0.461797
327.314 0.630863
327.722 0.942209
327.926 1.20461
328.130 1.60392
328.333 2.25380
328.537 3.41529
328.639 4.37434
328.741 5.80887
328.843 8.09288
328.945 12.0489
329.046 19.8220
329.097 26.8731
329.148 38.4017
329.174 47.1435
329.199 59.1832
329.225 76.3609
329.250 101.820
329.276 141.885
329.301 208.420
329.327 327.443
329.339 420.547
329.352 546.515
329.376 874.366
329.400 1092.88
329.424 874.259
329.448 546.402
329.465 383.342
329.483 276.376
329.500 205.308
329.517 157.443
329.552 99.7052
329.586 68.2509
329.621 49.4620
329.655 37.4170
329.724 23.4931
329.793 16.0873
329.862 11.6962
329.931 8.88397
330.000 6.97891
