Zr-96(n,g) ENDF/B-VII.1
846.350 0.00104941
857.895 0.00214551
860.781 0.00329341
863.667 0.00655865
865.110 0.0110896
866.553 0.0238367
867.275 0.0413227
867.636 0.0585860
867.996 0.0896893
868.357 0.154643
868.538 0.217563
868.718 0.328560
868.898 0.552502
868.989 0.761455
869.079 1.11496
869.169 1.78278
869.214 2.36340
869.259 3.27386
869.304 4.80950
869.349 7.66037
869.372 10.0659
869.395 13.6399
869.417 19.1206
869.440 27.5472
869.470 44.0835
869.500 55.0509
869.530 44.0268
869.561 27.5036
869.593 16.5141
869.624 10.5589
869.656 7.19270
869.688 5.17483
869.720 3.88071
869.752 3.01252
869.815 1.95773
869.879 1.37032
869.943 1.01134
870.070 0.614670
870.198 0.412426
870.325 0.295715
870.580 0.173328
870.835 0.113817
871.089 0.0804944
871.599 0.0464683
872.618 0.0214225
873.637 0.0124489
875.675 0.00593838
877.713 0.00362983
885.866 0.00137178
902.171 0.000779707
934.780 0.000592980
1000.00 0.000486039
1125.00 0.000381978
1250.00 0.000317751
1500.00 0.000243401
1750.00 0.000206076
2000.00 0.000189421
2454.00 0.000197920
2681.00 0.000224074
2908.01 0.000275514
3135.01 0.000377384
3248.51 0.000467215
3362.01 0.000610877
3475.51 0.000867554
3532.26 0.00108605
3589.01 0.00143548
3645.76 0.00208092
3674.14 0.00266032
3702.51 0.00364457
3730.89 0.00561265
3745.07 0.00749218
3759.26 0.0108227
3766.35 0.0135730
3773.45 0.0177096
3780.54 0.0243710
3787.64 0.0361575
3791.18 0.0458082
3794.73 0.0601444
3798.28 0.0827740
3801.82 0.121561
3805.37 0.196377
3807.14 0.262923
3808.92 0.369717
3810.69 0.556314
3812.46 0.921811
3813.35 1.24756
3814.24 1.76159
3815.12 2.61276
3816.01 4.04387
3817.01 6.49458
3818.00 8.13545
3819.00 6.48832
3819.99 4.03983
3820.59 2.98919
3821.20 2.25027
3822.41 1.36525
3823.61 0.899823
3824.82 0.632748
3826.03 0.467508
3827.24 0.358904
3829.65 0.230269
3832.07 0.160247
3834.49 0.118102
3839.32 0.0721996
3844.15 0.0491314
3848.98 0.0359641
3858.65 0.0223497
3868.31 0.0158962
3877.97 0.0124181
3897.30 0.00921152
3916.63 0.00816629
3935.96 0.00815857
3974.61 0.0103132
3993.94 0.0126905
4013.27 0.0165299
4032.59 0.0229701
4051.92 0.0346965
4061.58 0.0444757
4071.25 0.0592116
4080.91 0.0828778
4090.58 0.124389
4100.24 0.207316
4105.07 0.283827
4109.90 0.411646
4114.74 0.648446
4117.15 0.850134
4119.57 1.15974
4121.98 1.66639
4124.40 2.56544
4126.82 4.32249
4128.02 5.82870
4129.23 8.01461
4131.12 12.8930
4133.00 16.1617
4134.89 12.8712
4136.77 8.00047
4138.46 5.15597
4140.14 3.47160
4141.83 2.45534
4143.51 1.81291
4146.89 1.09238
4150.26 0.724992
4153.63 0.514661
4157.00 0.383692
4163.75 0.236401
4170.49 0.160047
4177.23 0.115507
4183.98 0.0872992
4190.72 0.0683218
4204.21 0.0451715
4217.70 0.0321257
4231.19 0.0240565
4244.67 0.0187194
4271.65 0.0123193
4298.63 0.00877279
4325.60 0.00660453
4352.58 0.00518331
4406.53 0.00349790
4460.48 0.00258010
4568.39 0.00168871
4676.29 0.00132715
4784.19 0.00121218
4892.10 0.00127517
5000.00 0.00155581
5107.58 0.00226491
5161.37 0.00298510
5215.16 0.00427856
5268.95 0.00693553
5295.85 0.00946090
5309.29 0.0113211
5316.02 0.0124763
5322.74 0.0138266
5326.10 0.0145892
5329.46 0.0154190
5332.83 0.0163244
5336.19 0.0173146
5339.55 0.0184007
5342.91 0.0195954
5349.64 0.0223723
5356.36 0.0258006
5363.08 0.0300993
5369.81 0.0355871
5376.53 0.0427400
5383.25 0.0522986
5389.98 0.0654501
5396.70 0.0841940
5403.43 0.112070
5410.15 0.155754
5416.87 0.228570
5420.24 0.283672
5423.60 0.358263
5426.96 0.460062
5430.32 0.597788
5436.66 0.955225
5443.00 1.19202
5449.34 0.952366
5455.68 0.595062
5459.68 0.435852
5463.69 0.325215
5471.69 0.194783
5479.70 0.127358
5487.70 0.0891292
5495.71 0.0656749
5503.71 0.0503619
5519.73 0.0323548
5535.74 0.0226385
5551.75 0.0168424
5583.77 0.0106317
5615.79 0.00763379
5647.82 0.00606403
5711.86 0.00498400
5775.91 0.00581626
5807.93 0.00726921
5839.95 0.0102198
5855.96 0.0127963
5871.97 0.0167807
5887.98 0.0233484
5904.00 0.0352321
5912.00 0.0451304
5920.01 0.0600503
5928.01 0.0840386
5936.02 0.126201
5940.02 0.160415
5944.02 0.210742
5948.03 0.289063
5952.03 0.420467
5956.03 0.665681
5958.03 0.876152
5960.04 1.20154
5962.04 1.74006
5964.04 2.71041
5965.04 3.50353
5966.04 4.65310
5967.04 6.35882
5968.04 8.88134
5969.52 14.2458
5971.00 17.8295
5972.48 14.2328
5973.96 8.87285
5975.44 5.45594
5976.92 3.54670
5978.39 2.44668
5979.87 1.77445
5981.35 1.33970
5982.82 1.04457
5985.78 0.683525
5988.73 0.480654
5991.69 0.355995
5997.59 0.217480
6003.50 0.146472
6009.41 0.105359
6015.32 0.0794522
6021.23 0.0620865
6033.04 0.0409792
6044.86 0.0291272
6056.68 0.0218127
6068.49 0.0169815
6092.13 0.0111911
6115.76 0.00797993
6139.39 0.00601122
6163.03 0.00471478
6210.29 0.00316135
6257.56 0.00229606
6304.83 0.00176139
6352.09 0.00140589
6446.63 0.000973388
6541.16 0.000727159
6730.23 0.000466883
6919.29 0.000336689
7108.36 0.000261569
7486.49 0.000184144
7864.62 0.000154842
8242.76 0.000168873
8431.82 0.000214956
8526.36 0.000266299
8620.89 0.000363922
8668.16 0.000447822
8715.42 0.000577303
8762.69 0.000791398
8809.95 0.00118201
8833.59 0.00151051
8857.22 0.00201060
8880.85 0.00282587
8904.49 0.00428844
8916.30 0.00549979
8928.12 0.00731775
8939.94 0.0102254
8951.75 0.0153004
8963.57 0.0253679
8969.48 0.0345886
8975.39 0.0498727
8981.30 0.0778635
8984.25 0.101411
8987.20 0.137112
8990.16 0.194526
8993.11 0.293843
8996.07 0.480564
8999.02 0.851891
9001.51 1.36644
9004.00 1.71008
9006.49 1.36503
9008.98 0.850963
9010.92 0.580455
9012.85 0.408429
9014.79 0.298339
9016.72 0.225606
9020.59 0.140319
9024.47 0.0949717
9028.34 0.0683027
9032.21 0.0513965
9039.95 0.0320542
9047.69 0.0218643
9055.44 0.0158603
9063.18 0.0120313
9070.92 0.00944213
9086.40 0.00626765
9101.89 0.00447024
9117.37 0.00335508
9132.86 0.00261603
9163.83 0.00172798
9194.80 0.00123497
9225.77 0.000933064
9256.74 0.000734775
9318.67 0.000498520
9380.61 0.000368267
9504.49 0.000236545
9628.37 0.000174216
9752.25 0.000139646
10000.0 0.000104375
10409.6 8.13296E-05
10819.1 7.32818E-05
11638.2 7.63777E-05
12047.8 8.79641E-05
12457.4 0.000116271
12662.1 0.000149311
12764.5 0.000179502
12866.9 0.000231773
12969.3 0.000339044
13020.5 0.000443894
13071.7 0.000633648
13097.3 0.000793316
13122.9 0.00103753
13148.5 0.00143939
13174.1 0.00217190
13186.9 0.00278972
13199.7 0.00373414
13212.5 0.00528399
13225.3 0.00809106
13231.7 0.0104431
13238.1 0.0140126
13244.5 0.0198108
13250.9 0.0301654
13254.1 0.0387045
13257.3 0.0514685
13260.5 0.0717743
13263.7 0.106952
13266.9 0.175915
13268.5 0.238290
13270.1 0.340286
13271.7 0.523243
13272.5 0.673944
13273.3 0.897602
13274.1 1.24688
13274.9 1.82624
13275.7 2.85058
13276.5 4.69290
13277.2 7.52040
13278.0 9.40940
13278.8 7.51881
13279.5 4.69186
13280.5 2.65469
13281.4 1.62649
13282.3 1.07817
13283.2 0.763332
13284.1 0.564676
13285.0 0.434787
13286.8 0.278993
13288.6 0.193697
13290.4 0.142153
13294.0 0.0857827
13297.7 0.0573153
13301.3 0.0409860
13304.9 0.0307658
13308.5 0.0239497
13315.8 0.0157104
13323.0 0.0111110
13330.2 0.00828549
13337.5 0.00642669
13352.0 0.00420982
13366.4 0.00299067
13380.9 0.00224919
13395.4 0.00176519
13424.4 0.00119334
13453.3 0.000882455
13511.3 0.000575803
13569.2 0.000438384
13627.1 0.000368746
13743.0 0.000313507
13974.7 0.000327661
14206.4 0.000432991
14438.1 0.000676488
14553.9 0.000911799
14669.8 0.00132225
14785.7 0.00214708
14843.6 0.00292705
14901.5 0.00429032
14930.5 0.00540406
14959.4 0.00706668
14988.4 0.00973073
15017.4 0.0144445
15031.8 0.0183260
15046.3 0.0241366
15060.8 0.0334403
15075.3 0.0497740
15089.8 0.0826166
15097.0 0.113219
15104.2 0.164974
15111.5 0.262786
15115.1 0.347899
15118.7 0.481504
15122.3 0.707219
15126.0 1.12732
15127.8 1.48176
15129.6 2.01201
15131.4 2.82823
15133.2 4.08781
15135.6 6.51700
15138.0 8.12529
15140.4 6.51344
15142.8 4.08559
15144.7 2.77767
15146.6 1.94861
15148.5 1.42016
15150.4 1.07212
15154.2 0.665800
15158.0 0.450702
15161.8 0.324633
15165.6 0.244897
15173.2 0.154047
15180.8 0.106335
15188.4 0.0783858
15203.6 0.0489025
15218.8 0.0347876
15234.0 0.0273297
15249.2 0.0233227
15264.4 0.0214290
15272.0 0.0210805
15279.6 0.0210856
15287.2 0.0214361
15294.7 0.0221407
15309.9 0.0247536
15325.1 0.0294349
15340.3 0.0372675
15347.9 0.0429635
15355.5 0.0503527
15363.1 0.0600322
15370.7 0.0727532
15378.3 0.0895295
15385.9 0.111343
15402.5 0.175786
15419.0 0.218451
15427.3 0.205432
15435.6 0.174734
15452.1 0.109715
15470.3 0.0651586
15488.4 0.0414864
15506.6 0.0283542
15524.7 0.0205274
15542.8 0.0155392
15561.0 0.0121835
15597.3 0.00810102
15633.6 0.00580551
15669.9 0.00438554
15742.5 0.00278502
15815.0 0.00194488
15887.6 0.00144676
16032.8 0.000907350
16178.0 0.000636676
16323.2 0.000483773
16613.5 0.000337958
16903.9 0.000307106
17049.0 0.000333963
17194.2 0.000412107
17339.4 0.000608907
17412.0 0.000815458
17484.6 0.00119983
17520.9 0.00152707
17557.1 0.00202949
17593.4 0.00285719
17629.7 0.00436187
17647.9 0.00562472
17666.0 0.00754414
17684.2 0.0106674
17702.3 0.0162532
17711.4 0.0208740
17720.5 0.0277866
17729.5 0.0388092
17738.6 0.0579681
17747.7 0.0957820
17752.2 0.130202
17756.8 0.186712
17761.3 0.289269
17763.6 0.374620
17765.8 0.501901
17768.1 0.704140
17770.4 1.04617
17772.6 1.66803
17774.9 2.84116
17777.0 4.54596
17779.0 5.68140
17781.1 4.54403
17783.1 2.83989
17785.3 1.70134
17787.4 1.08671
17789.6 0.739386
17791.8 0.531759
17793.9 0.398520
17796.1 0.309326
17800.4 0.200938
17804.8 0.140617
17809.1 0.103768
17817.7 0.0630652
17826.4 0.0423193
17835.1 0.0303492
17843.7 0.0228267
17852.4 0.0177947
17869.7 0.0116931
17887.0 0.00827601
17904.3 0.00617191
17921.7 0.00478505
17956.3 0.00312805
17990.9 0.00221324
18025.6 0.00165514
18060.2 0.00128956
18129.5 0.000855104
18198.8 0.000616079
18268.1 0.000470272
18337.3 0.000374559
18475.9 0.000260069
18614.4 0.000196259
18891.6 0.000130235
19168.7 9.77228E-05
19445.8 7.89288E-05
20000.0 5.87490E-05
20583.9 4.83432E-05
21167.8 4.30032E-05
22335.6 4.07677E-05
22919.5 4.39505E-05
23503.4 5.42157E-05
23795.3 6.77966E-05
23941.3 8.09137E-05
24087.3 0.000104380
24233.3 0.000153690
24306.3 0.000202296
24379.2 0.000290251
24415.7 0.000363963
24452.2 0.000475989
24488.7 0.000658533
24525.2 0.000986307
24543.5 0.00125833
24561.7 0.00166749
24580.0 0.00232417
24598.2 0.00347581
24616.4 0.00578155
24625.6 0.00791300
24634.7 0.0114839
24643.8 0.0181402
24648.4 0.0238338
24650.7 0.0277217
24652.9 0.0326198
24655.2 0.0388981
24657.5 0.0471044
24659.8 0.0580700
24662.1 0.0730877
24664.3 0.0942084
24666.6 0.124707
24668.9 0.169646
24671.2 0.235703
24672.9 0.301781
24674.6 0.377282
24678.0 0.471231
24679.7 0.443394
24681.4 0.376705
24684.8 0.235573
24687.3 0.165547
24689.7 0.119456
24692.2 0.0889437
24694.6 0.0682334
24699.5 0.0432881
24704.4 0.0296707
24709.3 0.0215124
24714.1 0.0162902
24723.9 0.0102471
24733.7 0.00702733
24743.4 0.00511947
24753.2 0.00389607
24763.0 0.00306708
24782.5 0.00204700
24802.0 0.00146785
24821.5 0.00110799
24841.1 0.000869403
24880.1 0.000582557
24919.2 0.000423538
24958.2 0.000326382
24997.3 0.000262835
25075.4 0.000187710
25153.5 0.000146987
25309.7 0.000107370
25466.0 9.03917E-05
25622.2 8.26139E-05
25934.6 7.89013E-05
26559.5 9.18690E-05
27184.4 0.000126375
27809.3 0.000202003
28121.8 0.000275063
28434.2 0.000402281
28746.7 0.000652925
28902.9 0.000880646
29059.1 0.00125468
29215.3 0.00193009
29293.5 0.00249014
29371.6 0.00332687
29449.7 0.00464560
29527.8 0.00686194
29605.9 0.0108580
29684.0 0.0183760
29757.0 0.0297147
29830.0 0.0372524
29903.0 0.0294480
29976.0 0.0182035
30056.7 0.0106196
30137.5 0.00666370
30218.2 0.00449613
30299.0 0.00321620
30379.7 0.00240809
30460.4 0.00186902
30621.9 0.00122106
30783.4 0.000863429
30944.9 0.000646417
31267.8 0.000409110
31590.8 0.000290736
31913.7 0.000225223
32559.7 0.000166431
33205.6 0.000159643
33528.5 0.000174676
33851.5 0.000210289
34174.4 0.000289552
34335.9 0.000366300
34497.4 0.000500632
34658.9 0.000771223
34739.6 0.00102619
34820.4 0.00146618
34901.1 0.00233087
34941.5 0.00311901
34981.8 0.00442232
35022.2 0.00680537
35042.4 0.00881053
35052.5 0.0101630
35062.6 0.0118501
35072.7 0.0139898
35077.7 0.0152786
35082.8 0.0167454
35087.8 0.0184296
35092.9 0.0203658
35102.9 0.0252228
35113.0 0.0318814
35123.1 0.0411984
35133.2 0.0544157
35143.3 0.0730541
35151.7 0.0934361
35160.2 0.116684
35177.0 0.145684
35185.4 0.137081
35193.9 0.116548
35210.7 0.0729322
35221.8 0.0527815
35232.9 0.0390111
35255.1 0.0230824
35277.3 0.0150140
35299.5 0.0105018
35321.6 0.00775885
35343.8 0.00598101
35388.2 0.00390888
35432.6 0.00280367
35477.0 0.00215369
35565.7 0.00147856
35654.5 0.00118131
35743.2 0.00106055
35920.7 0.00112070
36009.5 0.00128925
36098.2 0.00158939
36187.0 0.00210787
36275.7 0.00304802
36364.5 0.00495262
36408.8 0.00671650
36453.2 0.00966280
36497.6 0.0151124
36519.8 0.0197414
36542.0 0.0268211
36564.1 0.0383569
36586.3 0.0586809
36608.5 0.0979473
36619.6 0.131197
36630.7 0.178990
36648.4 0.286692
36666.0 0.358345
36683.7 0.286178
36701.3 0.178641
36720.1 0.106805
36738.8 0.0680255
36757.6 0.0462860
36776.3 0.0332562
36795.1 0.0249457
36813.8 0.0193615
36851.3 0.0126009
36888.8 0.00883909
36926.3 0.00654138
37001.3 0.00400280
37076.3 0.00270729
37151.3 0.00195869
37226.3 0.00148721
37301.3 0.00117114
37451.3 0.000786402
37601.2 0.000569705
37751.2 0.000435498
37901.2 0.000346574
38201.2 0.000239764
38501.2 0.000180853
39101.1 0.000124151
39701.1 0.000106968
40001.0 0.000110637
40301.0 0.000127678
40601.0 0.000174509
40751.0 0.000224743
40901.0 0.000318883
41051.0 0.000522690
41200.9 0.00109573
41275.9 0.00187624
41313.4 0.00264085
41350.9 0.00400589
41369.7 0.00513164
41388.4 0.00681399
41407.2 0.00948941
41425.9 0.0141183
41444.7 0.0231867
41454.1 0.0313848
41463.4 0.0447595
41472.8 0.0687336
41477.5 0.0884502
41482.2 0.117591
41486.9 0.163077
41491.5 0.238093
41496.2 0.370378
41500.9 0.610408
41505.5 0.977618
41510.0 1.22171
41514.6 0.976365
41519.1 0.610145
41523.2 0.390830
41527.4 0.262020
41531.5 0.184702
41535.7 0.136029
41543.9 0.0816738
41552.2 0.0540778
41560.5 0.0383097
41568.8 0.0285256
41585.4 0.0175440
41601.9 0.0118600
41618.5 0.00855159
41635.1 0.00645764
41651.6 0.00505115
41684.7 0.00333685
41717.9 0.00237221
41751.0 0.00177630
41784.1 0.00138269
41850.4 0.000911127
41916.6 0.000650172
41982.9 0.000490717
42049.2 0.000386159
42181.7 0.000261727
42314.2 0.000193190
42579.2 0.000123860
42844.2 9.09862E-05
43109.3 7.26926E-05
43639.3 5.39187E-05
44699.4 4.01230E-05
45759.6 3.61692E-05
47879.8 3.98084E-05
48939.9 4.73058E-05
50000.0 6.17492E-05
50980.0 8.82650E-05
51470.0 0.000111707
51960.0 0.000149504
52449.9 0.000217788
52694.9 0.000276297
52939.9 0.000369777
53184.9 0.000539880
53307.4 0.000688211
53429.9 0.000929671
53552.4 0.00137628
53613.7 0.00176561
53674.9 0.00238747
53736.2 0.00347980
53797.4 0.00567155
53828.0 0.00768898
53843.4 0.00912768
53858.7 0.0109980
53874.0 0.0134680
53889.3 0.0167741
53904.6 0.0212303
53919.9 0.0271858
53934.9 0.0346595
53950.0 0.0431918
53980.0 0.0538473
53995.0 0.0507037
54010.1 0.0431857
54040.1 0.0272379
54069.7 0.0171642
54099.2 0.0114900
54128.8 0.00821430
54158.3 0.00622017
54217.5 0.00409334
54276.6 0.00310115
54335.7 0.00261235
54394.8 0.00238968
54513.1 0.00240109
54631.3 0.00287379
54749.5 0.00391572
54867.8 0.00596174
54986.0 0.00995210
55093.5 0.0158494
55201.0 0.0197513
55308.5 0.0156952
55416.0 0.00978759
55536.7 0.00572016
55657.4 0.00360517
55778.2 0.00244983
55898.9 0.00176919
56019.6 0.00134028
56140.3 0.00105495
56381.7 0.000714341
56623.2 0.000530413
56864.6 0.000424433
57347.5 0.000332616
57830.3 0.000348425
58071.8 0.000407984
58313.2 0.000536524
58554.6 0.000822941
58675.3 0.00110347
58796.0 0.00159475
58916.8 0.00256496
58977.1 0.00344598
59037.5 0.00489026
59097.8 0.00748947
59128.0 0.00963657
59158.2 0.0128317
59188.4 0.0178395
59218.6 0.0261884
59248.7 0.0410602
59278.9 0.0685320
59307.5 0.109778
59336.0 0.137233
59364.6 0.109583
59393.1 0.0683982
59426.6 0.0388690
59460.2 0.0239025
59493.7 0.0158952
59527.2 0.0112484
59560.7 0.00834952
59594.3 0.00643367
59661.3 0.00415064
59728.4 0.00290022
59795.4 0.00214434
59929.5 0.00131672
60063.6 0.000897780
60197.7 0.000656772
60465.9 0.000404062
60734.1 0.000280926
61002.4 0.000211865
61538.8 0.000142545
62075.2 0.000115184
62611.6 0.000119165
63148.0 0.000235333
63282.1 0.000362553
63349.2 0.000488735
63416.2 0.000715690
63449.7 0.000903805
63483.3 0.00118598
63516.8 0.00163705
63550.3 0.00242296
63583.8 0.00397807
63600.6 0.00539767
63617.4 0.00774270
63634.1 0.0120173
63642.5 0.0155929
63650.9 0.0209841
63659.3 0.0295887
63667.7 0.0443098
63676.0 0.0715340
63684.4 0.124430
63691.7 0.199196
63699.0 0.248936
63706.3 0.199004
63713.6 0.124373
63718.6 0.0886896
63723.6 0.0647376
63728.6 0.0486391
63733.6 0.0375776
63743.6 0.0240814
63753.6 0.0166191
63763.6 0.0121172
63773.6 0.00921101
63793.6 0.00582860
63813.6 0.00401780
63833.6 0.00293948
63873.6 0.00177579
63913.6 0.00119506
63953.6 0.000864463
63993.6 0.000658493
64033.6 0.000521524
64113.6 0.000356278
64193.6 0.000264070
64353.6 0.000169796
64513.6 0.000124686
64673.7 9.94155E-05
64993.7 7.31520E-05
65633.7 5.25793E-05
66273.7 4.44080E-05
67553.8 3.84034E-05
68833.9 3.79967E-05
70114.0 4.15545E-05
71394.0 5.10525E-05
72034.1 6.07147E-05
72674.1 7.97671E-05
72994.1 9.92713E-05
73314.1 0.000142592
73474.1 0.000194283
73634.2 0.000328117
73794.2 0.000993625
73834.2 0.00165540
73874.2 0.00347106
73894.2 0.00589087
73904.2 0.00822098
73914.2 0.0123052
73924.2 0.0204629
73929.2 0.0279927
73934.2 0.0405815
73939.2 0.0639356
73941.7 0.0838566
73944.2 0.114485
73946.7 0.164715
73949.2 0.254130
73951.7 0.429659
73952.9 0.580704
73954.2 0.800628
73956.1 1.28151
73958.0 1.60227
73959.9 1.28139
73961.8 0.800548
73963.2 0.562120
73964.6 0.404843
73966.0 0.300988
73967.4 0.231062
73970.1 0.146308
73972.9 0.100283
73975.6 0.0726768
73978.4 0.0550395
73983.9 0.0346005
73989.4 0.0237270
73994.9 0.0172788
74005.9 0.0103521
74016.9 0.00690592
74027.9 0.00495111
74050.0 0.00292991
74072.0 0.00196166
74094.0 0.00142571
74138.1 0.000885976
74226.2 0.000503178
74314.4 0.000381305
74402.5 0.000340271
74490.6 0.000336347
74666.9 0.000399066
74843.1 0.000575311
74931.3 0.000744892
75019.4 0.00102788
75107.5 0.00154377
75195.7 0.00262002
75217.7 0.00306985
75239.7 0.00364428
75261.8 0.00439084
75272.8 0.00484950
75283.8 0.00537915
75294.8 0.00599478
75305.8 0.00671227
75316.8 0.00755347
75327.8 0.00854127
75338.9 0.00970584
75349.9 0.0110766
75360.9 0.0126881
75371.9 0.0145648
75391.7 0.0186206
75411.5 0.0232522
75451.0 0.0290303
75470.8 0.0273151
75490.6 0.0232211
75530.1 0.0145352
75568.1 0.00913622
75606.1 0.00604631
75644.1 0.00423409
75682.1 0.00311271
75758.1 0.00188119
75834.0 0.00126627
75910.0 0.000919257
75986.0 0.000705738
76138.0 0.000469326
76289.9 0.000349927
76441.9 0.000282850
76745.8 0.000218171
77049.8 0.000194919
77353.7 0.000191451
77961.6 0.000221380
78569.4 0.000304434
78873.4 0.000379617
79177.3 0.000496509
79481.2 0.000688603
79785.1 0.00102982
80089.1 0.00169739
80241.0 0.00227071
80393.0 0.00310511
80629.5 0.00496182
80866.0 0.00619017
81102.5 0.00493486
81339.0 0.00312329
81488.4 0.00233748
81637.7 0.00180907
81936.5 0.00127440
82085.8 0.00123433
82235.2 0.00150595
82309.9 0.00199843
82347.2 0.00250266
82384.6 0.00341041
82421.9 0.00526021
82440.6 0.00698979
82459.2 0.00991200
82477.9 0.0154094
82487.2 0.0201666
82496.6 0.0275740
82505.9 0.0399726
82515.2 0.0626580
82519.9 0.0815072
82524.6 0.109276
82529.3 0.151214
82533.9 0.214421
82540.5 0.342930
82547.0 0.428414
82553.6 0.342618
82560.1 0.214343
82567.5 0.124637
82574.9 0.0779087
82582.2 0.0524145
82589.6 0.0374208
82597.0 0.0279850
82604.4 0.0217067
82619.1 0.0141821
82633.9 0.0100325
82648.6 0.00751355
82678.2 0.00474584
82707.7 0.00333891
82737.2 0.00252723
82796.2 0.00167223
82855.2 0.00125196
82914.3 0.00101298
83032.3 0.000763001
83268.4 0.000575075
83504.5 0.000522750
83740.6 0.000541420
83976.7 0.000665137
84094.8 0.000833538
84153.8 0.000990398
84212.8 0.00125685
84271.9 0.00177128
84301.4 0.00223421
84330.9 0.00299308
84360.4 0.00436947
84389.9 0.00725657
84404.7 0.0100383
84419.4 0.0148228
84426.8 0.0185614
84434.2 0.0237672
84441.6 0.0311108
84448.9 0.0413891
84455.2 0.0528045
84461.5 0.0658249
84474.0 0.0821047
84480.3 0.0773096
84486.5 0.0658089
84499.1 0.0414088
84513.5 0.0241389
84527.9 0.0152559
84542.2 0.0104623
84556.6 0.00767346
84571.0 0.00593691
84585.4 0.00479870
84614.2 0.00347493
84642.9 0.00280130
84671.7 0.00245702
84729.2 0.00231682
84786.8 0.00277703
84815.6 0.00334114
84844.3 0.00433534
84873.1 0.00618965
84887.5 0.00774558
84901.9 0.0100784
84916.3 0.0137657
84930.6 0.0199616
84945.0 0.0311256
84959.4 0.0520167
84972.7 0.0828310
84986.0 0.103339
84999.3 0.0827477
85012.6 0.0519603
85027.0 0.0310431
85041.4 0.0198772
85055.8 0.0136723
85070.2 0.00997646
85084.6 0.00762985
85099.1 0.00605852
85127.9 0.00416331
85156.7 0.00311459
85185.5 0.00247789
85243.2 0.00178346
85300.8 0.00144062
85358.4 0.00125442
85473.7 0.00109217
85704.3 0.00109366
85934.8 0.00129968
86165.4 0.00170132
86395.9 0.00241238
86626.5 0.00370497
86857.0 0.00611135
87077.0 0.00977234
87297.0 0.0121838
87517.0 0.00967361
87737.0 0.00602893
87969.5 0.00362852
88201.9 0.00233349
88434.4 0.00160635
88666.9 0.00116973
88899.3 0.000890806
89131.8 0.000703265
89596.7 0.000476541
90061.7 0.000351761
90526.6 0.000277769
91456.5 0.000206008
92386.3 0.000194148
