In-113(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
270.403 73.8427
270.417 95.4515
270.431 127.081
270.445 174.402
270.459 245.183
270.479 398.321
270.500 507.782
270.510 483.039
270.521 415.786
270.541 267.005
270.566 157.450
270.590 100.836
270.614 70.0681
270.639 51.9575
270.663 40.5144
270.687 32.8547
270.736 23.5723
270.784 18.3699
270.833 15.1539
270.930 11.5264
271.027 9.61424
271.125 8.47145
271.222 7.72728
271.319 7.21202
271.513 6.55468
271.708 6.16067
271.902 5.90127
272.096 5.71897
272.485 5.48054
272.874 5.33140
273.263 5.22829
273.651 5.15160
274.429 5.04201
274.817 5.00156
275.206 4.97167
275.595 4.96554
275.789 4.98679
275.984 5.05257
276.081 5.12143
276.178 5.23881
276.275 5.44803
276.372 5.84909
276.470 6.71687
276.518 7.55821
276.567 9.01013
276.615 11.7813
276.640 14.1866
276.664 17.9223
276.688 24.0952
276.713 35.1212
276.737 56.7010
276.749 75.0552
276.761 101.589
276.771 130.266
276.781 163.219
276.800 207.368
276.820 170.566
276.839 110.772
276.852 81.5327
276.866 61.6315
276.879 48.1261
276.893 38.7648
276.919 27.2095
276.946 20.7194
276.973 16.7445
277.000 14.1404
277.053 11.0514
277.107 9.34626
277.160 8.30430
277.268 7.13518
277.375 6.52038
277.482 6.15209
277.589 5.91106
277.696 5.74290
277.910 5.52604
278.124 5.39344
278.339 5.30426
278.553 5.24009
278.981 5.15325
279.410 5.09629
280.266 5.02355
281.123 4.97656
281.980 4.94189
283.694 4.89071
287.121 4.81808
290.548 4.75765
293.975 4.69475
295.689 4.65785
297.402 4.61318
299.116 4.55456
299.973 4.51670
300.830 4.47075
301.258 4.44458
301.686 4.41730
302.115 4.39255
302.543 4.38263
302.757 4.39444
302.972 4.43354
303.186 4.53126
303.400 4.76700
303.507 4.99738
303.614 5.38024
303.721 6.05219
303.828 7.33036
303.936 10.0796
303.989 12.7421
304.043 17.3221
304.096 26.0698
304.123 33.6584
304.150 45.3833
304.177 64.7963
304.190 79.4516
304.203 99.4227
304.217 127.284
304.230 167.045
304.244 224.722
304.257 307.334
304.278 500.408
304.300 638.764
304.322 523.749
304.343 336.525
304.362 226.714
304.380 159.059
304.399 116.931
304.418 89.6224
304.455 58.1236
304.492 41.5722
304.529 31.8096
304.566 25.5882
304.641 18.3891
304.715 14.5042
304.789 12.1589
304.864 10.6207
304.938 9.55354
305.087 8.19291
305.235 7.38031
305.384 6.84941
305.533 6.47951
305.830 6.00366
306.128 5.71403
306.425 5.52049
306.722 5.38227
307.317 5.19735
307.912 5.07760
308.507 4.99150
309.102 4.92435
310.291 4.81841
310.886 4.77185
311.481 4.72727
312.075 4.68868
312.373 4.67899
312.670 4.69186
312.819 4.71877
312.968 4.77565
313.116 4.89278
313.265 5.14402
313.339 5.37487
313.414 5.74314
313.488 6.36604
313.562 7.50252
313.637 9.83701
313.674 12.0036
313.711 15.5803
313.748 22.0459
313.785 35.1322
313.804 47.1478
313.823 66.5899
313.841 99.6596
313.851 124.528
313.860 156.746
313.870 201.900
313.880 254.400
313.900 324.220
313.910 308.936
313.920 266.158
313.940 172.073
313.963 103.579
313.987 67.5796
314.010 47.7706
314.033 36.0086
314.056 28.5298
314.079 23.4997
314.125 17.3825
314.171 13.9261
314.217 11.7847
314.310 9.35455
314.402 8.06556
314.494 7.29272
314.587 6.78741
314.679 6.43590
314.864 5.98552
315.048 5.71376
315.233 5.53366
315.418 5.40628
315.787 5.23820
316.156 5.13182
316.895 5.00202
317.633 4.92186
318.372 4.86363
319.849 4.77385
321.326 4.69156
322.065 4.64653
322.803 4.59620
323.172 4.56919
323.542 4.54256
323.911 4.52108
324.280 4.52004
324.465 4.54063
324.649 4.59423
324.834 4.71720
325.019 5.00013
325.111 5.27055
325.203 5.71310
325.296 6.47895
325.388 7.91402
325.480 10.9447
325.527 13.8315
325.573 18.7145
325.619 27.8258
325.642 35.5466
325.665 47.1943
325.688 65.8884
325.711 97.7654
325.723 122.452
325.734 156.053
325.746 202.569
325.757 266.533
325.779 434.607
325.800 555.804
325.811 529.762
325.821 456.387
325.843 293.750
325.864 189.405
325.884 129.058
325.905 93.1613
325.925 70.6544
325.946 55.7239
325.967 45.4563
326.008 32.5981
326.049 25.1471
326.090 20.4592
326.173 15.0670
326.255 12.1798
326.338 10.4385
326.420 9.29841
326.503 8.50582
326.668 7.49385
326.833 6.88713
326.998 6.48905
327.163 6.21068
327.493 5.85036
327.823 5.62967
328.153 5.48154
328.483 5.37553
329.143 5.23387
329.803 5.14324
330.462 5.07979
331.122 5.03249
332.442 4.96556
333.762 4.91923
336.402 4.85561
339.042 4.80912
340.362 4.78809
341.681 4.76670
343.001 4.74305
343.661 4.72954
344.321 4.71449
344.981 4.69877
345.311 4.69267
345.641 4.69265
345.806 4.69876
345.971 4.71432
346.136 4.74957
346.301 4.82989
346.383 4.90615
346.466 5.03060
346.548 5.24515
346.631 5.64557
346.713 6.48736
346.755 7.28627
346.796 8.63247
346.837 11.1333
346.858 13.2368
346.878 16.4104
346.899 21.4518
346.920 29.9688
346.940 45.3424
346.961 74.1718
346.971 94.7722
346.980 118.737
347.000 150.862
347.020 124.469
347.039 81.3334
347.054 58.2858
347.069 43.2834
347.084 33.4943
347.099 26.9164
347.129 19.0513
347.159 14.7662
347.189 12.1917
347.219 10.5265
347.279 8.57076
347.339 7.50385
347.399 6.85401
347.459 6.42630
347.519 6.12859
347.639 5.74738
347.759 5.51924
347.879 5.36982
347.999 5.26569
348.239 5.13151
348.479 5.04984
348.719 4.99528
348.959 4.95634
349.439 4.90444
349.918 4.87120
350.878 4.83024
351.838 4.80500
352.797 4.78711
354.717 4.76187
356.636 4.74351
358.555 4.72859
362.394 4.70411
370.072 4.66453
377.749 4.62923
385.426 4.59345
393.104 4.55175
396.942 4.52478
398.862 4.50791
400.781 4.48693
402.701 4.45866
403.660 4.43981
404.620 4.41584
405.100 4.40123
405.580 4.38454
406.059 4.36593
406.539 4.34748
406.779 4.34078
407.019 4.33983
407.259 4.35316
407.499 4.40366
407.619 4.46107
407.739 4.56379
407.859 4.75532
407.979 5.13831
408.039 5.47650
408.099 6.00275
408.159 6.86785
408.219 8.39738
408.279 11.4176
408.309 14.1177
408.339 18.4290
408.369 25.8196
408.399 39.7245
408.414 51.5076
408.429 69.1467
408.444 96.2663
408.459 137.740
408.479 223.734
408.500 285.552
408.521 234.974
408.542 152.332
408.561 99.8200
408.581 69.1120
408.601 50.6077
408.620 39.0011
408.659 25.9177
408.699 19.1865
408.738 15.2813
408.777 12.8116
408.856 9.96721
408.935 8.43981
409.013 7.51671
409.092 6.91134
409.170 6.49034
409.327 5.95118
409.485 5.62733
409.642 5.41454
409.799 5.26555
410.113 5.07239
410.428 4.95384
410.742 4.87407
411.056 4.81683
411.685 4.73999
412.314 4.69034
412.942 4.65513
413.571 4.62840
414.828 4.58922
416.086 4.56024
418.600 4.51485
421.115 4.47303
422.373 4.45001
423.630 4.42327
424.887 4.38979
425.516 4.36908
426.145 4.34503
426.459 4.33201
426.773 4.31931
427.088 4.30959
427.402 4.31104
427.559 4.32304
427.716 4.35243
427.874 4.41794
428.031 4.56585
428.109 4.70557
428.188 4.93266
428.266 5.32238
428.345 6.04411
428.424 7.54897
428.463 8.96148
428.502 11.3234
428.541 15.6342
428.561 19.2239
428.581 24.5332
428.600 32.8447
428.620 46.4319
428.640 69.9837
428.649 87.9887
428.659 111.896
428.669 143.882
428.680 181.109
428.700 231.237
428.720 190.769
428.741 123.978
428.753 94.3611
428.766 73.3457
428.790 47.6360
428.815 33.7350
428.839 25.6308
428.864 20.5041
428.889 17.0914
428.938 12.9472
428.987 10.6218
429.037 9.18106
429.135 7.55027
429.234 6.68392
429.332 6.16312
429.431 5.82137
429.529 5.58326
429.727 5.27689
429.924 5.09117
430.121 4.96766
430.318 4.87994
430.712 4.76372
431.106 4.68976
431.895 4.59864
432.683 4.54129
433.472 4.49842
435.049 4.42831
435.837 4.39421
436.626 4.35747
437.414 4.31554
438.202 4.26550
438.597 4.23667
438.991 4.20562
439.385 4.17475
439.779 4.15345
439.977 4.15542
440.174 4.17917
440.371 4.25113
440.568 4.43899
440.666 4.62859
440.765 4.94823
440.864 5.51607
440.962 6.60270
441.061 8.94765
441.110 11.2113
441.159 15.0827
441.208 22.3975
441.233 28.6784
441.258 38.2565
441.282 53.8286
441.307 80.7003
441.319 101.694
441.332 130.863
441.344 171.859
441.356 229.141
441.378 374.396
441.400 479.990
441.422 395.515
441.444 255.548
441.466 163.397
441.487 110.592
441.509 79.5718
441.531 60.2925
441.553 47.6303
441.575 38.9093
441.618 28.0304
441.662 21.7572
441.705 17.8034
441.793 13.2640
441.880 10.8249
441.967 9.35010
442.054 8.38170
442.141 7.70709
442.316 6.84102
442.490 6.31911
442.664 5.97483
442.839 5.73277
443.187 5.41759
443.536 5.22304
443.885 5.09145
444.233 4.99662
444.931 4.86862
445.628 4.78549
446.325 4.72628
447.022 4.68123
448.417 4.61514
449.812 4.56630
452.601 4.49001
455.390 4.41958
456.785 4.38058
458.180 4.33515
459.574 4.27841
460.272 4.24347
460.969 4.20273
461.666 4.15721
462.015 4.13623
462.364 4.12564
462.538 4.13155
462.712 4.15518
462.887 4.21602
463.061 4.36264
463.148 4.50477
463.235 4.73880
463.322 5.14471
463.410 5.90383
463.497 7.50357
463.540 9.01957
463.584 11.5710
463.627 16.2987
463.649 20.2767
463.671 26.2690
463.693 35.7672
463.715 51.7620
463.736 80.4933
463.747 103.166
463.758 133.665
463.779 216.807
463.800 276.302
463.821 227.158
463.842 147.130
463.856 109.138
463.869 82.9640
463.897 52.1258
463.924 36.0942
463.952 26.9798
463.979 21.3154
464.007 17.5891
464.061 13.1244
464.116 10.6407
464.171 9.11446
464.281 7.39185
464.391 6.47969
464.500 5.92968
464.720 5.31229
464.939 4.97916
465.158 4.77114
465.597 4.52799
465.817 4.45948
466.036 4.42744
466.256 4.45431
466.475 4.60756
466.585 4.78560
466.694 5.10135
466.804 5.67939
466.914 6.80988
467.023 9.28405
467.078 11.6961
467.133 15.8499
467.188 23.7575
467.215 30.5600
467.243 41.0280
467.270 58.1634
467.298 88.0366
467.311 111.591
467.325 144.584
467.339 191.392
467.353 257.457
467.376 421.841
467.400 541.089
467.424 445.807
467.448 288.319
467.463 212.341
467.479 159.929
467.511 98.7368
467.543 67.2892
467.575 49.4170
467.607 38.3740
467.638 31.0885
467.702 22.3660
467.766 17.5188
467.829 14.5301
467.956 11.1549
468.083 9.36144
468.211 8.28001
468.338 7.56776
468.465 7.06924
468.719 6.42390
468.974 6.02935
469.228 5.76511
469.482 5.57645
469.991 5.32551
470.499 5.16614
471.008 5.05555
471.517 4.97393
472.534 4.86050
473.551 4.78422
475.586 4.68500
477.620 4.62000
479.655 4.57139
483.724 4.49684
487.793 4.43417
491.862 4.37228
495.931 4.30259
500.000 4.21259
502.885 4.12180
504.328 4.06019
505.770 3.98012
506.492 3.93009
507.213 3.87125
507.934 3.80235
508.656 3.72561
509.016 3.68903
509.377 3.66267
509.738 3.66699
510.098 3.75930
510.279 3.88544
510.459 4.12769
510.639 4.60171
510.819 5.58604
510.910 6.47400
511.000 7.87308
511.090 10.2059
511.180 14.3895
511.225 17.7975
511.270 22.7706
511.315 30.3555
511.360 42.5615
511.405 63.8044
511.428 80.6622
511.451 104.517
511.473 139.731
511.496 193.092
511.518 276.768
511.541 408.765
511.570 671.000
511.600 862.096
511.630 709.982
511.659 457.498
511.692 280.035
511.724 183.365
511.756 128.729
511.789 95.6742
511.821 74.3697
511.853 59.8940
511.918 42.0930
511.982 31.9320
512.047 25.5756
512.176 18.3192
512.305 14.4387
512.434 12.0972
512.563 10.5596
512.693 9.48655
512.951 8.10808
513.209 7.27501
513.467 6.72377
513.726 6.33526
514.242 5.82742
514.759 5.51216
515.275 5.29789
515.792 5.14261
516.825 4.93136
517.858 4.79234
519.924 4.61378
521.990 4.49542
524.056 4.40279
528.188 4.24220
532.320 4.06846
534.386 3.96014
536.452 3.82362
537.485 3.73936
538.518 3.64038
539.551 3.52347
540.584 3.38896
541.100 3.31997
541.617 3.26062
542.133 3.23673
542.650 3.32284
542.908 3.46923
543.166 3.76855
543.425 4.37700
543.683 5.67219
543.812 6.85645
543.941 8.73799
544.070 11.8935
544.199 17.5952
544.264 22.2594
544.329 29.0870
544.393 39.5346
544.458 56.4223
544.522 85.9207
544.555 109.351
544.587 142.631
544.619 191.828
544.651 267.027
544.684 385.676
544.716 573.429
544.758 944.292
544.800 1215.90
544.842 1002.54
544.884 646.249
544.925 415.547
544.966 281.428
545.007 201.727
545.048 151.770
545.089 118.750
545.130 95.8964
545.211 67.2646
545.293 50.6385
545.375 40.1287
545.538 27.9896
545.702 21.4421
545.865 17.4705
546.029 14.8540
546.192 13.0241
546.520 10.6680
546.847 9.24028
547.174 8.29325
547.501 7.62323
548.155 6.74122
548.809 6.18504
549.463 5.79723
550.117 5.50483
551.425 5.06587
552.079 4.87972
552.733 4.69832
553.387 4.51663
553.714 4.43327
554.041 4.38003
554.205 4.38578
554.368 4.44337
554.532 4.61102
554.695 5.03413
554.777 5.45102
554.859 6.14020
554.941 7.33736
555.022 9.56308
555.104 14.1777
555.145 18.4574
555.186 25.4763
555.227 37.9706
555.247 48.0796
555.268 62.6122
555.288 84.4983
555.309 118.455
555.329 173.302
555.349 262.835
555.375 433.382
555.400 560.282
555.425 465.130
555.451 302.526
555.477 189.462
555.504 126.728
555.531 90.6246
555.558 68.4848
555.584 54.0228
555.611 44.1579
555.664 31.8961
555.718 24.8240
555.771 20.3704
555.878 15.2261
555.985 12.4438
556.092 10.7455
556.199 9.61939
556.306 8.82686
556.520 7.79479
556.733 7.15991
556.947 6.73225
557.161 6.42544
557.588 6.01369
558.016 5.74839
558.871 5.42008
559.726 5.21760
560.581 5.07455
562.291 4.87384
564.001 4.72748
565.711 4.60562
569.131 4.38521
572.552 4.14535
574.262 3.99860
575.972 3.81860
576.827 3.71122
577.682 3.59010
578.537 3.45710
579.392 3.32823
579.820 3.28369
580.247 3.28196
580.675 3.38433
581.102 3.75314
581.316 4.16543
581.530 4.89572
581.743 6.24273
581.957 8.90467
582.064 11.2295
582.171 14.8122
582.278 20.6287
582.385 30.7481
582.438 38.7839
582.491 50.2204
582.545 67.2031
582.598 93.5625
582.652 137.188
582.705 214.740
582.732 276.947
582.759 365.418
582.785 493.207
582.812 677.104
582.856 1115.36
582.900 1436.27
582.944 1183.98
582.988 762.879
583.027 509.249
583.066 354.420
583.105 258.723
583.144 196.993
583.221 126.054
583.299 88.7648
583.377 66.8252
583.455 52.8117
583.610 36.5181
583.766 27.6718
583.921 22.2888
584.077 18.7351
584.233 16.2501
584.544 13.0499
584.855 11.1126
585.166 9.82906
585.477 8.92205
586.099 7.72937
586.722 6.97744
587.344 6.45190
587.966 6.05352
589.210 5.44735
589.833 5.18603
590.455 4.93115
591.077 4.68677
591.388 4.59209
591.699 4.57535
591.855 4.64271
592.010 4.82464
592.166 5.24164
592.322 6.18600
592.399 7.07218
592.477 8.49836
592.555 10.9089
592.633 15.2700
592.672 18.8331
592.710 24.0291
592.749 31.9271
592.788 44.5802
592.827 66.2746
592.847 83.2466
592.866 106.898
592.886 141.165
592.905 191.750
592.924 268.523
592.944 385.198
592.972 637.679
593.000 825.362
593.028 685.324
593.056 445.935
593.084 290.008
593.111 198.873
593.138 144.269
593.165 109.816
593.192 86.8483
593.219 70.9458
593.273 50.8854
593.328 39.1529
593.382 31.6984
593.490 23.0218
593.599 18.2999
593.707 15.4091
593.816 13.4897
593.924 12.1374
594.141 10.3797
594.358 9.30057
594.575 8.57670
594.792 8.05966
595.226 7.37099
595.660 6.93267
596.094 6.62761
596.528 6.40159
597.396 6.08514
598.264 5.87009
600.000 5.58671
600.000 18.2255
720.000 16.9959
850.000 15.9721
1000.00 15.0510
1250.00 13.9063
1500.00 13.0649
1700.00 12.5323
2000.00 11.8914
2500.00 11.0976
3000.00 10.5167
3500.00 10.0691
4000.00 9.71149
5000.00 9.17146
6000.00 8.77932
7000.00 8.47989
8000.00 8.24259
10000.0 7.88857
12500.0 7.58358
15000.0 7.36766
17000.0 7.23552
20000.0 7.08214
25000.0 6.90257
30000.0 6.78000
35000.0 6.69195
40000.0 6.62608
50000.0 6.53491
60000.0 6.47590
70000.0 6.43461
80000.0 6.40398
99999.9 6.36049
100000 6.35251
150000 6.32632
200000 6.32390
250000 6.33131
300000 6.34313
395199 6.37006
447600 6.38345
500000 6.39543
538145 6.40012
576289 6.40449
614434 6.40858
652578 6.41243
700000 6.41151
750000 6.40544
800000 6.39980
850000 6.38672
900000 6.37450
950000 6.35466
1.00000E+06 6.33605
1.03335E+06 6.32049
1.03335E+06 6.32049
1.03890E+06 6.31777
1.07371E+06 6.29991
1.11628E+06 6.27618
1.11629E+06 6.27617
1.14161E+06 6.26110
1.18358E+06 6.23485
1.18358E+06 6.23485
1.20174E+06 6.22286
1.20174E+06 6.22286
1.25000E+06 6.18942
1.30341E+06 6.14667
1.35681E+06 6.10794
1.35682E+06 6.10793
1.36307E+06 6.10287
1.36307E+06 6.10287
1.39303E+06 6.07819
1.39304E+06 6.07818
1.43899E+06 6.03661
1.48495E+06 5.99852
1.50000E+06 5.98496
1.52288E+06 5.96408
1.52289E+06 5.96408
1.54982E+06 5.93914
1.54982E+06 5.93913
1.58100E+06 5.90980
1.58352E+06 5.90741
1.58352E+06 5.90741
1.64507E+06 5.84810
1.70328E+06 5.79061
1.70328E+06 5.79061
1.71519E+06 5.77871
1.72225E+06 5.77163
1.72225E+06 5.77163
1.75000E+06 5.74368
1.77371E+06 5.71964
1.78380E+06 5.70936
1.83898E+06 5.65282
1.83899E+06 5.65281
1.85250E+06 5.63887
1.85250E+06 5.63886
1.92625E+06 5.55868
2.00000E+06 5.48607
2.05619E+06 5.40788
2.11237E+06 5.33544
2.16856E+06 5.26824
2.22475E+06 5.20580
2.28093E+06 5.14772
2.33712E+06 5.09364
2.39330E+06 5.04322
2.44949E+06 4.99617
2.51830E+06 4.92795
2.58712E+06 4.86517
2.65593E+06 4.80734
2.72475E+06 4.75402
2.79356E+06 4.70480
2.86237E+06 4.65933
2.93119E+06 4.61731
3.00000E+06 4.57844
3.04967E+06 4.54855
3.09934E+06 4.51990
3.09935E+06 4.51990
3.14385E+06 4.49145
3.18835E+06 4.46404
3.23285E+06 4.43761
3.27735E+06 4.41213
3.32185E+06 4.38753
3.36636E+06 4.36378
3.41086E+06 4.34084
3.45536E+06 4.31868
3.49986E+06 4.29725
3.54436E+06 4.27653
3.58886E+06 4.25647
3.63336E+06 4.23707
3.67787E+06 4.21827
3.72237E+06 4.20007
3.76687E+06 4.18244
3.81137E+06 4.16535
3.85853E+06 4.14468
3.90569E+06 4.12468
3.95284E+06 4.10534
4.00000E+06 4.08661
4.05902E+06 4.07259
4.11804E+06 4.05896
4.17705E+06 4.04571
4.23607E+06 4.03281
4.29509E+06 4.02024
4.35411E+06 4.00799
4.41312E+06 3.99604
4.47214E+06 3.98438
4.53628E+06 3.97137
4.60043E+06 3.95869
4.66457E+06 3.94631
4.72871E+06 3.93423
4.79653E+06 3.92138
4.86436E+06 3.90885
4.93218E+06 3.89663
5.00000E+06 3.88471
5.11931E+06 3.88215
5.23862E+06 3.87983
5.35792E+06 3.87770
5.47723E+06 3.87576
5.60495E+06 3.87344
5.73266E+06 3.87128
5.86633E+06 3.86898
6.00000E+06 3.86682
6.07107E+06 3.87524
6.14213E+06 3.88371
6.18446E+06 3.88854
6.22678E+06 3.89339
6.26911E+06 3.89825
6.31144E+06 3.90312
6.35376E+06 3.90800
6.39609E+06 3.91289
6.43841E+06 3.91779
6.48074E+06 3.92270
6.54440E+06 3.92974
6.60806E+06 3.93679
6.67171E+06 3.94386
6.73537E+06 3.95095
6.80153E+06 3.95804
6.86769E+06 3.96514
6.93384E+06 3.97226
7.00000E+06 3.97939
7.05494E+06 3.99024
7.10061E+06 3.99914
7.14628E+06 4.00806
7.19195E+06 4.01699
7.23762E+06 4.02592
7.29904E+06 4.03767
7.36047E+06 4.04943
7.42189E+06 4.06121
7.48331E+06 4.07300
7.54682E+06 4.08489
7.61033E+06 4.09679
7.67383E+06 4.10870
7.73734E+06 4.12062
7.80301E+06 4.13266
7.86867E+06 4.14470
7.93434E+06 4.15675
8.00000E+06 4.16882
8.03666E+06 4.17693
8.07332E+06 4.18505
8.12482E+06 4.19627
8.17631E+06 4.20749
8.22781E+06 4.21870
8.27930E+06 4.22992
8.33080E+06 4.24113
8.38229E+06 4.25234
8.43379E+06 4.26355
8.48528E+06 4.27476
8.54962E+06 4.28835
8.61396E+06 4.30193
8.67830E+06 4.31552
8.74264E+06 4.32910
8.80698E+06 4.34267
8.87132E+06 4.35625
8.93566E+06 4.36982
9.00000E+06 4.38339
9.04324E+06 4.39188
9.08649E+06 4.40036
9.12973E+06 4.40884
9.17297E+06 4.41733
9.21621E+06 4.42581
9.25946E+06 4.43428
9.30270E+06 4.44276
9.34594E+06 4.45124
9.39258E+06 4.46024
9.43923E+06 4.46923
9.48587E+06 4.47823
9.53251E+06 4.48722
9.59095E+06 4.49829
9.64938E+06 4.50935
9.70782E+06 4.52041
9.76626E+06 4.53145
9.82469E+06 4.54249
9.88313E+06 4.55352
9.94156E+06 4.56455
1.00000E+07 4.57556
1.00625E+07 4.58053
1.01250E+07 4.58563
1.01875E+07 4.59087
1.02500E+07 4.59624
1.03125E+07 4.60175
1.03750E+07 4.60739
1.04375E+07 4.61316
1.05000E+07 4.61907
1.05625E+07 4.62510
1.06250E+07 4.63126
1.06875E+07 4.63755
1.07500E+07 4.64396
1.08125E+07 4.65050
1.08750E+07 4.65716
1.09375E+07 4.66395
1.10000E+07 4.67086
1.10625E+07 4.67506
1.11250E+07 4.67943
1.11875E+07 4.68400
1.12500E+07 4.68874
1.13125E+07 4.69366
1.13750E+07 4.69876
1.14375E+07 4.70404
1.15000E+07 4.70949
1.15625E+07 4.71512
1.16250E+07 4.72093
1.16875E+07 4.72691
1.17500E+07 4.73307
1.18125E+07 4.73942
1.18750E+07 4.74595
1.19375E+07 4.75267
1.20000E+07 4.75960
1.21250E+07 4.74893
1.22500E+07 4.73909
1.23750E+07 4.73007
1.25000E+07 4.72186
1.26250E+07 4.71444
1.27500E+07 4.70781
1.28750E+07 4.70196
1.30000E+07 4.69689
1.30739E+07 4.69226
1.31477E+07 4.68780
1.32216E+07 4.68353
1.32954E+07 4.67943
1.33835E+07 4.67381
1.34716E+07 4.66837
1.35596E+07 4.66311
1.36477E+07 4.65804
1.37358E+07 4.65315
1.38239E+07 4.64844
1.39119E+07 4.64392
1.40000E+07 4.63958
1.40984E+07 4.62553
1.41988E+07 4.61104
1.42992E+07 4.59689
1.43996E+07 4.58309
1.45000E+07 4.56964
1.45625E+07 4.56095
1.46250E+07 4.55237
1.46875E+07 4.54389
1.47500E+07 4.53552
1.48125E+07 4.52725
1.48750E+07 4.51909
1.49375E+07 4.51104
1.50000E+07 4.50308
1.50625E+07 4.49218
1.51250E+07 4.48139
1.51875E+07 4.47072
1.52500E+07 4.46018
1.53125E+07 4.44975
1.53750E+07 4.43944
1.54375E+07 4.42924
1.55000E+07 4.41917
1.55625E+07 4.40921
1.56250E+07 4.39936
1.56875E+07 4.38964
1.57500E+07 4.38002
1.58125E+07 4.37052
1.58750E+07 4.36114
1.59375E+07 4.35187
1.60000E+07 4.34272
1.60625E+07 4.33065
1.61250E+07 4.31873
1.61875E+07 4.30696
1.62500E+07 4.29532
1.63125E+07 4.28383
1.63750E+07 4.27247
1.64375E+07 4.26126
1.65000E+07 4.25018
1.65625E+07 4.23924
1.66250E+07 4.22843
1.66875E+07 4.21776
1.67500E+07 4.20722
1.68125E+07 4.19681
1.68750E+07 4.18654
1.69375E+07 4.17640
1.70000E+07 4.16639
1.70340E+07 4.16064
1.70681E+07 4.15493
1.71021E+07 4.14925
1.71361E+07 4.14360
1.71701E+07 4.13799
1.72042E+07 4.13242
1.72382E+07 4.12688
1.72722E+07 4.12138
1.73177E+07 4.11382
1.73632E+07 4.10631
1.74087E+07 4.09885
1.74542E+07 4.09145
1.74996E+07 4.08410
1.75451E+07 4.07680
1.75906E+07 4.06955
1.76361E+07 4.06236
1.76816E+07 4.05522
1.77271E+07 4.04814
1.77726E+07 4.04110
1.78181E+07 4.03412
1.78635E+07 4.02719
1.79090E+07 4.02031
1.79545E+07 4.01348
1.80000E+07 4.00670
1.80625E+07 3.99574
1.81250E+07 3.98485
1.81875E+07 3.97404
1.82500E+07 3.96330
1.83125E+07 3.95263
1.83750E+07 3.94204
1.84375E+07 3.93152
1.85000E+07 3.92107
1.85625E+07 3.91070
1.86250E+07 3.90040
1.86875E+07 3.89018
1.87500E+07 3.88003
1.88125E+07 3.86997
1.88750E+07 3.85998
1.89375E+07 3.85008
1.90000E+07 3.84027
1.90625E+07 3.83042
1.91250E+07 3.82061
1.91875E+07 3.81086
1.92500E+07 3.80115
1.93125E+07 3.79149
1.93750E+07 3.78188
1.94375E+07 3.77232
1.95000E+07 3.76282
1.95625E+07 3.75336
1.96250E+07 3.74396
1.96875E+07 3.73461
1.97500E+07 3.72532
1.98125E+07 3.71609
1.98750E+07 3.70692
1.99375E+07 3.69781
2.00000E+07 3.68877
