Se-76(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
6.11787E+06 0.00265907
6.17681E+06 0.00259854
6.23574E+06 0.00253994
6.29699E+06 0.00248101
6.35824E+06 0.00242399
6.41949E+06 0.00236881
6.48074E+06 0.00231540
6.54440E+06 0.00226167
6.60806E+06 0.00220970
6.67171E+06 0.00215940
6.73537E+06 0.00211071
6.80153E+06 0.00206173
6.86769E+06 0.00201435
6.93384E+06 0.00196850
7.00000E+06 0.00192411
7.07615E+06 0.00186114
7.15230E+06 0.00180087
7.22845E+06 0.00174316
7.30460E+06 0.00168787
7.34806E+06 0.00165735
7.39153E+06 0.00162757
7.43499E+06 0.00159848
7.47845E+06 0.00157008
7.52191E+06 0.00154235
7.56538E+06 0.00151526
7.60884E+06 0.00148880
7.65230E+06 0.00146295
7.69576E+06 0.00143768
7.73923E+06 0.00141300
7.78269E+06 0.00138887
7.82615E+06 0.00136529
7.86961E+06 0.00134223
7.91308E+06 0.00131968
7.95654E+06 0.00129764
8.00000E+06 0.00127608
8.01517E+06 0.00126818
8.03033E+06 0.00126035
8.04550E+06 0.00125258
8.06066E+06 0.00124487
8.07583E+06 0.00123722
8.09099E+06 0.00122964
8.10616E+06 0.00122212
8.12132E+06 0.00121465
8.13649E+06 0.00120725
8.15165E+06 0.00119990
8.16682E+06 0.00119261
8.18198E+06 0.00118538
8.19715E+06 0.00117821
8.21231E+06 0.00117109
8.22748E+06 0.00116403
8.24264E+06 0.00115702
8.25781E+06 0.00115007
8.27297E+06 0.00114318
8.28814E+06 0.00113634
8.30330E+06 0.00112955
8.31847E+06 0.00112281
8.33363E+06 0.00111613
8.34880E+06 0.00110949
8.36396E+06 0.00110291
8.37913E+06 0.00109638
8.39429E+06 0.00108991
8.40946E+06 0.00108348
8.42462E+06 0.00107710
8.43979E+06 0.00107076
8.45495E+06 0.00106448
8.47012E+06 0.00105825
8.48528E+06 0.00105206
8.50548E+06 0.00104487
8.52567E+06 0.00103775
8.54587E+06 0.00103070
8.56607E+06 0.00102370
8.58627E+06 0.00101678
8.60646E+06 0.00100991
8.62666E+06 0.00100311
8.64686E+06 0.000996366
8.66705E+06 0.000989685
8.68725E+06 0.000983065
8.70745E+06 0.000976504
8.72764E+06 0.000970002
8.74784E+06 0.000963559
8.76804E+06 0.000957172
8.78823E+06 0.000950843
8.80843E+06 0.000944570
8.85632E+06 0.000929916
8.90422E+06 0.000915567
8.95211E+06 0.000901514
9.00000E+06 0.000887750
9.06085E+06 0.000877964
9.12171E+06 0.000868350
9.18256E+06 0.000858904
9.24342E+06 0.000849622
9.30427E+06 0.000840501
9.36512E+06 0.000831535
9.42598E+06 0.000822723
9.48683E+06 0.000814060
9.56612E+06 0.000808984
9.64541E+06 0.000803980
9.73406E+06 0.000798471
9.82271E+06 0.000793049
9.91135E+06 0.000787712
1.00000E+07 0.000782458
1.00460E+07 0.000786831
1.00598E+07 0.000788145
1.00736E+07 0.000789460
1.00875E+07 0.000790776
1.01013E+07 0.000792090
1.01151E+07 0.000793406
1.01289E+07 0.000794722
1.01427E+07 0.000796039
1.01565E+07 0.000797355
1.01704E+07 0.000798673
1.01842E+07 0.000799990
1.01980E+07 0.000801308
1.02118E+07 0.000802626
1.02256E+07 0.000803945
1.02394E+07 0.000805264
1.02532E+07 0.000806584
1.02671E+07 0.000807903
1.02809E+07 0.000809224
1.02947E+07 0.000810545
1.03085E+07 0.000811866
1.03223E+07 0.000813187
1.03361E+07 0.000814510
1.03500E+07 0.000815831
1.03638E+07 0.000817154
1.03776E+07 0.000818477
1.03914E+07 0.000819800
1.04052E+07 0.000821123
1.04190E+07 0.000822448
1.04328E+07 0.000823772
1.04467E+07 0.000825097
1.04605E+07 0.000826422
1.04743E+07 0.000827748
1.04881E+07 0.000829073
1.05041E+07 0.000831609
1.05201E+07 0.000834148
1.05361E+07 0.000836691
1.05521E+07 0.000839237
1.05681E+07 0.000841788
1.05841E+07 0.000844343
1.06001E+07 0.000846901
1.06161E+07 0.000849462
1.06321E+07 0.000852029
1.06481E+07 0.000854599
1.06641E+07 0.000857173
1.06801E+07 0.000859750
1.06961E+07 0.000862332
1.07121E+07 0.000864916
1.07281E+07 0.000867506
1.07441E+07 0.000870098
1.07601E+07 0.000872695
1.07761E+07 0.000875297
1.07921E+07 0.000877902
1.08080E+07 0.000880510
1.08240E+07 0.000883123
1.08400E+07 0.000885739
1.08560E+07 0.000888360
1.08720E+07 0.000890983
1.08880E+07 0.000893612
1.09040E+07 0.000896244
1.09200E+07 0.000898880
1.09360E+07 0.000901519
1.09520E+07 0.000904163
1.09680E+07 0.000906809
1.09840E+07 0.000909461
1.10000E+07 0.000912115
1.10197E+07 0.000915770
1.10393E+07 0.000919433
1.10590E+07 0.000923104
1.10787E+07 0.000926783
1.10984E+07 0.000930470
1.11180E+07 0.000934166
1.11377E+07 0.000937869
1.11574E+07 0.000941579
1.11770E+07 0.000945298
1.11967E+07 0.000949026
1.12164E+07 0.000952762
1.12360E+07 0.000956506
1.12557E+07 0.000960258
1.12754E+07 0.000964018
1.12950E+07 0.000967787
1.13147E+07 0.000971561
1.13693E+07 0.000982077
1.14238E+07 0.000992656
1.14598E+07 0.000999675
1.14958E+07 0.00100672
1.15318E+07 0.00101379
1.15679E+07 0.00102089
1.16039E+07 0.00102802
1.16399E+07 0.00103518
1.16759E+07 0.00104236
1.17119E+07 0.00104957
1.17479E+07 0.00105681
1.17839E+07 0.00106407
1.18199E+07 0.00107136
1.18560E+07 0.00107868
1.18920E+07 0.00108603
1.19280E+07 0.00109341
1.19640E+07 0.00110081
1.20000E+07 0.00110824
1.20613E+07 0.00110630
1.21225E+07 0.00110437
1.21838E+07 0.00110246
1.22450E+07 0.00110056
1.23063E+07 0.00109867
1.23675E+07 0.00109679
1.24288E+07 0.00109493
1.24900E+07 0.00109308
1.25538E+07 0.00109419
1.26175E+07 0.00109530
1.26813E+07 0.00109640
1.27450E+07 0.00109750
1.28088E+07 0.00109859
1.28725E+07 0.00109968
1.29363E+07 0.00110076
1.30000E+07 0.00110184
1.30625E+07 0.00109658
1.31250E+07 0.00109136
1.31875E+07 0.00108620
1.32500E+07 0.00108108
1.33125E+07 0.00107601
1.33750E+07 0.00107099
1.34375E+07 0.00106602
1.35000E+07 0.00106109
1.35625E+07 0.00105621
1.36250E+07 0.00105137
1.36875E+07 0.00104658
1.37500E+07 0.00104183
1.38125E+07 0.00103712
1.38750E+07 0.00103246
1.39375E+07 0.00102783
1.40000E+07 0.00102325
1.40625E+07 0.00101800
1.41250E+07 0.00101280
1.41875E+07 0.00100765
1.42500E+07 0.00100255
1.43125E+07 0.000997492
1.43750E+07 0.000992486
1.44375E+07 0.000987525
1.45000E+07 0.000982611
1.46250E+07 0.000972919
1.47500E+07 0.000963403
1.48750E+07 0.000954060
1.50000E+07 0.000944884
1.51250E+07 0.000937681
1.52500E+07 0.000930591
1.53750E+07 0.000923613
1.55000E+07 0.000916742
1.56250E+07 0.000909978
1.57500E+07 0.000903316
1.58750E+07 0.000896755
1.60000E+07 0.000890293
1.62500E+07 0.000882127
1.65000E+07 0.000874159
1.67500E+07 0.000866382
1.70000E+07 0.000858787
1.73456E+07 0.000853888
1.76911E+07 0.000849112
1.80000E+07 0.000844943
1.82500E+07 0.000844952
1.85000E+07 0.000844961
1.87500E+07 0.000844969
1.90000E+07 0.000844978
1.92269E+07 0.000847442
1.94538E+07 0.000849884
1.95167E+07 0.000850557
1.97584E+07 0.000853129
2.00000E+07 0.000855676
