Cd-113(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 760661
1.25000E-05 680375
1.50000E-05 621111
2.00000E-05 537927
2.75000E-05 458782
3.50000E-05 406699
4.25000E-05 369103
5.00000E-05 340323
6.25000E-05 304434
7.50000E-05 277945
0.000100000 240770
0.000125000 215407
0.000150000 196690
0.000200000 170427
0.000275000 145453
0.000350000 129030
0.000425000 117183
0.000500000 108121
0.000625000 96830.9
0.000750000 88507.9
0.00100000 76847.4
0.00125000 68911.4
0.00150000 63069.3
0.00200000 54901.7
0.00275000 47184.3
0.00350000 42150.5
0.00425000 38550.1
0.00500000 35820.2
0.00625000 32460.4
0.00750000 30024.5
0.0100000 26701.0
0.0125000 24531.7
0.0150000 23010.7
0.0200000 21060.4
0.0253000 19884.3
0.0314750 19158.0
0.0376500 18866.7
0.0500000 19129.8
0.0625000 20242.6
0.0750000 22112.1
0.0875000 24789.9
0.100000 28410.3
0.110815 32438.5
0.121630 37398.1
0.135898 45304.2
0.150165 53888.6
0.164433 60595.4
0.171566 62062.5
0.178700 61762.9
0.189350 57984.9
0.200000 51252.7
0.217885 38036.6
0.226828 32066.4
0.235770 26919.5
0.244027 22914.2
0.252284 19562.4
0.260542 16774.7
0.268799 14459.5
0.277056 12533.5
0.285313 10925.9
0.293570 9577.87
0.301828 8441.67
0.318342 6658.24
0.334856 5349.58
0.351371 4368.96
0.367885 3619.87
0.384399 3037.53
0.400914 2577.68
0.417428 2209.38
0.433943 1910.64
0.500000 1148.92
0.562500 770.119
0.625000 546.498
0.687500 404.981
0.750000 310.503
0.875000 197.271
1.00000 135.377
1.12500 98.3226
1.25000 74.5967
1.50000 47.3597
1.75000 33.0988
2.00000 24.8032
2.37500 17.6998
2.75000 13.7241
3.12500 11.2933
3.50000 9.70594
4.25000 7.83509
5.00000 6.81949
5.96000 6.08047
6.44000 5.84171
6.68000 5.75435
6.80000 5.73666
6.92000 5.82521
7.00000 5.98169
7.08000 5.77234
7.17125 5.62476
7.26250 5.56154
7.44500 5.48795
7.81000 5.38396
8.54000 5.22602
10.0000 5.01109
12.0794 4.82769
14.1587 4.72061
15.1984 4.69139
15.7182 4.68743
16.2381 4.69894
16.7579 4.74820
17.0178 4.80784
17.2777 4.92524
17.5377 5.18570
17.6676 5.44587
17.7976 5.91248
17.9275 6.86520
17.9925 7.75844
18.0575 9.27014
18.1225 12.1148
18.1550 14.5709
18.1875 18.3880
18.2199 24.7346
18.2524 36.2442
18.2687 45.6960
18.2849 59.4559
18.3012 79.9400
18.3174 110.400
18.3412 174.749
18.3650 218.358
18.3888 176.440
18.4126 112.513
18.4374 70.0444
18.4622 46.7502
18.4870 33.5240
18.5118 25.5269
18.5366 20.3875
18.5614 16.9154
18.6110 12.6818
18.6606 10.3071
18.7102 8.84688
18.8095 7.21913
18.9087 6.37903
19.0079 5.88837
19.1071 5.57613
19.2063 5.36456
19.4047 5.10306
19.6032 4.95238
20.0000 4.79183
20.4475 4.70433
20.8950 4.66216
21.1188 4.65751
21.3425 4.68010
21.4544 4.72238
21.5103 4.76480
21.5663 4.83846
21.6222 4.97902
21.6502 5.10094
21.6781 5.29061
21.7061 5.60585
21.7341 6.17662
21.7620 7.32453
21.7760 8.33476
21.7900 9.83320
21.8105 12.9867
21.8310 15.0919
21.8515 12.9926
21.8720 9.83908
21.8930 7.78356
21.9139 6.64632
21.9348 5.99644
21.9558 5.60147
21.9977 5.17433
22.0395 4.96336
22.0814 4.84444
22.1233 4.77086
22.2071 4.68777
22.2908 4.64369
22.3746 4.61691
22.5421 4.58602
22.8772 4.55607
23.2123 4.53922
24.5525 4.50023
27.2330 4.45230
32.5940 4.38484
37.9550 4.32857
40.6355 4.30198
41.9758 4.29150
42.3108 4.29134
42.6459 4.29670
42.8134 4.30625
42.9809 4.33241
43.0647 4.36399
43.1485 4.43348
43.1904 4.50311
43.2322 4.62758
43.2741 4.87297
43.2951 5.08478
43.3160 5.39384
43.3480 6.06672
43.3800 6.51573
43.4120 6.06737
43.4440 5.39415
43.4684 5.04362
43.4928 4.81809
43.5172 4.67235
43.5416 4.57526
43.5904 4.46046
43.6392 4.39879
43.6880 4.36215
43.7368 4.33866
43.8344 4.31128
44.0296 4.28707
44.2248 4.27620
45.0055 4.25853
46.5670 4.23982
48.1285 4.22938
48.5189 4.23298
48.9093 4.25042
49.1044 4.27621
49.2020 4.30093
49.2996 4.34283
49.3972 4.42091
49.4460 4.48732
49.4948 4.58871
49.5436 4.75313
49.5924 5.04026
49.6412 5.58717
49.6656 6.04390
49.6900 6.69239
49.7300 8.18929
49.7700 9.18808
49.8100 8.19148
49.8500 6.69436
49.8875 5.77895
49.9250 5.24714
49.9625 4.93149
50.0000 4.73435
50.0480 4.57646
50.0960 4.47744
50.1921 4.36561
50.2881 4.30733
50.3841 4.27303
50.5762 4.23578
50.7682 4.21637
51.1523 4.19607
51.5364 4.18456
53.0728 4.15828
53.8409 4.15083
54.6091 4.15364
54.9932 4.16843
55.1853 4.18570
55.3773 4.21834
55.5694 4.28624
55.6654 4.34963
55.7614 4.45541
55.8574 4.64926
55.9055 4.81182
55.9535 5.05695
56.0015 5.44780
56.0495 6.11478
56.0975 7.34254
56.1455 9.71158
56.1878 13.0822
56.2300 15.3313
56.2723 13.0874
56.3145 9.71686
56.3432 8.11977
56.3718 7.03984
56.4292 5.80832
56.4865 5.19241
56.5438 4.85028
56.6012 4.64293
56.6585 4.50849
56.7732 4.35084
56.8879 4.26530
57.0025 4.21343
57.2319 4.15541
57.6905 4.10480
58.1492 4.08080
59.0666 4.05549
59.9839 4.04870
60.9013 4.08197
61.3599 4.14108
61.8186 4.27849
62.0479 4.41049
62.2773 4.62838
62.5066 5.01050
62.7360 5.74344
62.8506 6.37795
62.9653 7.35918
63.0800 8.97522
63.1946 11.8791
63.3093 17.8102
63.3666 23.3588
63.4240 32.7025
63.4813 50.1162
63.5100 64.9738
63.5386 87.7484
63.5673 124.881
63.5816 152.630
63.5960 190.163
63.6103 242.147
63.6246 315.633
63.6390 421.187
63.6533 572.092
63.6650 734.594
63.6767 921.325
63.7000 1161.31
63.7117 1098.46
63.7234 938.938
63.7467 594.127
63.7640 416.947
63.7813 300.961
63.7986 224.856
63.8159 173.539
63.8505 112.068
63.8851 78.6424
63.9197 58.6452
63.9543 45.7922
64.0235 30.8471
64.0927 22.8174
64.1619 18.0043
64.2312 14.8857
64.3004 12.7457
64.4388 10.0685
64.5772 8.51112
64.7156 7.51941
64.8540 6.84529
65.1308 6.00638
65.4077 5.51743
65.6845 5.20330
65.9613 4.98691
66.5150 4.71079
67.0686 4.54268
68.1759 4.34551
69.2832 4.22779
70.3905 4.14333
72.6051 4.01386
74.8197 3.90109
77.0343 3.79417
78.1416 3.75005
79.2489 3.73069
80.3562 3.78649
80.9099 3.89091
81.1867 4.00204
81.3251 4.13172
81.3943 4.30246
81.4635 4.85101
81.5200 5.65722
81.5765 4.91196
81.6275 4.50165
81.6785 4.37287
81.7805 4.33910
81.9845 4.46805
82.3924 4.99585
82.8004 5.99593
83.2083 8.00800
83.4123 9.80277
83.6163 12.6362
83.8202 17.4028
83.9222 21.0685
84.0242 26.1649
84.1262 33.5040
84.2282 44.5487
84.3302 62.1497
84.3812 75.0926
84.4322 92.4443
84.4832 116.392
84.5341 150.613
84.5851 201.715
84.6361 282.338
84.6871 419.038
84.7381 673.534
84.7636 887.800
84.7891 1207.04
84.8146 1696.05
84.8401 2446.36
84.8751 3957.02
84.9100 5002.19
84.9450 4049.74
84.9799 2562.55
85.0061 1789.33
85.0324 1285.09
85.0586 955.528
85.0848 734.040
85.1373 469.435
85.1897 325.813
85.2422 239.975
85.2946 184.808
85.3995 120.631
85.5044 86.1043
85.6093 65.3708
85.7142 51.9116
85.8191 42.6555
86.0289 31.0430
86.2387 24.2607
86.4486 19.9260
86.6584 16.9701
87.0780 13.2776
87.4976 11.1174
87.9172 9.72734
88.3368 8.77022
89.1760 7.55506
90.0153 6.82611
90.8545 6.34452
91.6937 6.00382
93.3722 5.55339
95.0506 5.26693
96.7291 5.07432
97.1487 5.04440
97.5683 5.03862
97.7781 5.06234
97.9879 5.14482
98.0928 5.24600
98.1977 5.45617
98.2502 5.64958
98.3026 5.96197
98.3551 6.49082
98.4075 7.40268
98.4638 8.90436
98.5200 9.90468
98.5763 8.89692
98.6325 7.38611
98.6752 6.60072
98.7180 6.09360
98.7607 5.76429
98.8034 5.54375
98.8889 5.28022
98.9744 5.13579
99.1453 4.98902
99.3163 4.91601
99.6581 4.83940
100.000 4.79379
101.121 4.70318
101.401 4.69488
101.681 4.71070
101.821 4.74766
101.961 4.85325
102.031 4.98103
102.101 5.25736
102.136 5.52776
102.171 5.99776
102.206 6.88485
102.241 8.65633
102.271 11.1240
102.300 12.7828
102.330 11.1214
102.359 8.64986
102.391 6.97043
102.424 6.08457
102.456 5.59288
102.488 5.30121
102.553 4.99030
102.617 4.83803
102.746 4.69712
102.875 4.63300
103.133 4.57072
103.390 4.53603
104.422 4.45825
104.937 4.44283
105.453 4.46214
105.968 4.58889
106.226 4.83655
106.355 5.25273
106.420 5.81130
106.452 6.34375
106.484 7.20449
106.560 9.75741
106.636 7.34993
106.687 6.24106
106.739 5.77411
106.841 5.52469
107.047 5.81080
107.252 6.64795
107.458 8.36184
107.560 9.86834
107.663 12.2083
107.766 16.0650
107.868 22.9703
107.920 28.6227
107.971 36.9269
108.022 49.8145
108.048 59.0522
108.074 71.1097
108.099 87.3545
108.125 109.795
108.151 141.864
108.176 189.382
108.202 263.935
108.228 386.881
108.241 479.942
108.253 604.079
108.266 771.968
108.279 997.313
108.305 1622.09
108.330 2060.62
108.356 1668.49
108.381 1055.12
108.398 766.615
108.415 570.317
108.449 342.624
108.483 226.531
108.516 161.056
108.550 120.813
108.584 94.5580
108.652 63.4553
108.719 46.4067
108.787 36.0639
108.855 29.2828
108.922 24.5961
109.058 18.6697
109.193 15.1819
