Mg-24(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
449204 12.1112
449520 11.9981
449979 11.8375
450000 11.8299
450000 11.2571
450001 11.2568
450002 11.2566
450003 11.2561
450006 11.2551
450012 11.2532
450024 11.2493
450047 11.2416
450095 11.2262
450189 11.1956
450378 11.1348
450755 11.0154
451530 10.7672
452305 10.5192
452381 10.4944
452556 10.4450
452731 10.3962
453080 10.3001
453855 10.0843
454630 9.86845
454762 9.83100
455084 9.75252
455406 9.67560
456181 9.48806
456956 9.30053
457143 9.25457
457731 9.13140
458506 8.96812
459281 8.80485
459523 8.75308
460057 8.65533
460832 8.51260
461607 8.36988
461904 8.31453
462382 8.23786
463157 8.11247
464285 7.92795
464708 7.86815
465872 7.69681
466258 7.64835
467808 7.44727
469047 7.28535
469359 7.25175
470134 7.16565
470909 7.07954
471684 6.99341
472459 6.90730
472618 6.88953
472847 6.86782
473235 6.83093
473428 6.81267
473622 6.79422
473816 6.77577
474010 6.75733
474095 6.74930
474181 6.74111
474267 6.73290
474352 6.72489
474438 6.71670
474481 6.71259
474523 6.70868
474566 6.70458
474609 6.70049
474652 6.69640
474695 6.69231
474737 6.68842
474759 6.68626
474780 6.68431
474802 6.68220
474823 6.68025
474844 6.67830
474866 6.67618
474887 6.67423
474908 6.67229
474930 6.67017
474951 6.66823
474973 6.66613
474983 6.66525
474994 6.66420
475005 6.66315
475015 6.66227
475026 6.66123
475037 6.66019
475048 6.65916
475058 6.65828
475069 6.65726
475080 6.65624
475090 6.65536
475101 6.65435
475112 6.65334
475122 6.65248
475133 6.65149
475135 6.65127
475140 6.65123
475144 6.65121
475149 6.65120
475155 6.65116
475160 6.65113
475165 6.65201
475171 6.65313
475176 6.65405
475181 6.65497
475187 6.65612
475192 6.65705
475197 6.65797
475203 6.65915
475208 6.66010
475213 6.66102
475219 6.66226
475224 6.66319
475229 6.66413
475235 6.66546
475240 6.66639
475246 6.66783
475251 6.66879
475256 6.66973
475262 6.67132
475264 6.67146
475267 6.67228
475270 6.67316
475272 6.67332
475272 6.67351
475273 6.67451
475274 6.67539
475275 6.67718
475278 6.68102
475280 6.68296
475283 6.68683
475286 6.69076
475288 6.69261
475291 6.69659
475294 6.70067
475296 6.70237
475299 6.70653
475302 6.71078
475304 6.71232
475307 6.71667
475310 6.72117
475312 6.72238
475312 6.72268
475313 6.72548
475314 6.72799
475315 6.73312
475318 6.74432
475320 6.74946
475323 6.76084
475326 6.77256
475328 6.77717
475330 6.78699
475331 6.78917
475332 6.79122
475334 6.80112
475334 6.80278
475335 6.80555
475335 6.80781
475336 6.81322
475338 6.83173
475339 6.83705
475340 6.84213
475342 6.86167
475343 6.86662
475344 6.87128
475346 6.89108
475346 6.89167
475347 6.89645
475347 6.90037
475348 6.90940
475350 6.94203
475351 6.95082
475352 6.95907
475354 6.99227
475354 6.99558
475355 7.00304
475355 7.00920
475356 7.03475
475357 7.06152
475358 7.07628
475359 7.09012
475361 7.14392
475361 7.14954
475362 7.16107
475362 7.17067
475363 7.19268
475365 7.27641
475366 7.30084
475366 7.30793
475367 7.35386
475367 7.33951
475368 7.36827
475368 7.39198
475369 7.44625
475369 7.43210
475370 7.46419
475370 7.49075
475371 7.56252
475371 7.54131
475372 7.58138
475372 7.61458
475373 7.68560
475373 7.67127
475374 7.72274
475374 7.76538
475375 7.86183
475375 7.83293
475376 7.89843
475376 7.95277
475377 8.07770
475377 8.04179
475378 8.11814
475378 8.18182
475379 8.33183
475379 8.29263
475380 8.45966
475380 8.51342
475381 8.68807
475381 8.60878
475382 8.79916
475382 8.86100
475383 9.10054
475383 9.00882
475384 9.16132
475384 9.29030
475385 9.65737
475385 9.61522
475386 10.0256
475386 9.94230
475387 10.4576
475387 10.3145
475388 10.9408
475388 10.9540
475389 11.6330
475389 11.4541
475390 12.2002
475390 12.2585
475391 13.1406
475391 12.8994
475392 14.0098
475392 13.6314
475393 14.7417
475393 14.8883
475393 15.0008
475394 16.3054
475394 16.2279
475395 17.5634
475395 17.9430
475396 19.4252
475396 18.7983
475397 20.2725
475397 20.5681
475398 21.9032
475398 22.1471
475399 23.0419
475399 22.9153
475400 23.2089
475400 23.2005
475400 23.1984
475401 23.1260
475401 22.9541
475401 23.0764
475402 22.2267
475402 21.9920
475403 20.6930
475403 20.4008
475404 18.9517
475404 19.5682
475405 18.6408
475405 17.9068
475406 16.4483
475406 16.8558
475407 15.4784
475407 15.0546
475407 14.9111
475408 14.4263
475408 13.8231
475408 14.2022
475409 13.1413
475409 13.1240
475410 12.2296
475410 12.4913
475411 11.6209
475411 11.8086
475412 11.0797
475412 11.0572
475413 10.4525
475413 10.5823
475414 10.0732
475414 10.1733
475415 9.74291
475415 9.82027
475416 9.59119
475416 9.41614
475417 9.12472
475417 9.21872
475418 8.97465
475418 8.91797
475419 8.71544
475419 8.77314
475420 8.66990
475420 8.59145
475421 8.40737
475421 8.34938
475422 8.22735
475422 8.28576
475423 8.15741
475423 8.10876
475424 8.01235
475424 8.05758
475425 7.99257
475425 7.94250
475426 7.84411
475426 7.81819
475427 7.73993
475427 7.77221
475428 7.69416
475428 7.66805
475429 7.61007
475429 7.63733
475430 7.59936
475430 7.56999
475431 7.49773
475432 7.43835
475432 7.45782
475433 7.43023
475433 7.40887
475434 7.36137
475434 7.37787
475435 7.35142
475435 7.33083
475436 7.28581
475436 7.27693
475437 7.24702
475437 7.26102
475438 7.24193
475438 7.22343
475439 7.19149
475440 7.17382
475441 7.13355
475442 7.10955
475443 7.09960
475445 7.05185
475446 7.04076
475447 7.02868
475448 7.00284
475449 6.98752
475450 6.98138
475452 6.95116
475453 6.94438
475455 6.91557
475456 6.90830
475457 6.90058
475458 6.88630
475459 6.87751
475460 6.87426
475462 6.85713
475463 6.85359
475465 6.83717
475466 6.83336
475468 6.81755
475469 6.81351
475470 6.80928
475472 6.79397
475473 6.78999
475473 6.78836
475474 6.78614
475474 6.78396
475475 6.78014
475476 6.77874
475478 6.77043
475480 6.76725
475483 6.75750
475486 6.74790
475488 6.74128
475490 6.73475
475492 6.72829
475493 6.72705
475495 6.72059
475497 6.71419
475498 6.71081
475501 6.70662
475504 6.70401
475508 6.69860
475511 6.69585
475515 6.69059
475519 6.68546
475522 6.68261
475526 6.67757
475529 6.67465
475533 6.66971
475537 6.66481
475540 6.66185
475544 6.65701
475547 6.65401
475548 6.65286
475551 6.65167
475555 6.65008
475558 6.64941
475562 6.64785
475565 6.64714
475569 6.64561
475572 6.64488
475576 6.64338
475580 6.64191
475587 6.63970
475594 6.63749
475601 6.63529
475608 6.63310
475616 6.63030
475623 6.62813
475630 6.62597
475637 6.62379
475644 6.62163
475652 6.61893
475659 6.61678
475666 6.61462
475673 6.61247
475680 6.61031
475687 6.60815
475692 6.60657
475695 6.60624
475702 6.60556
475709 6.60487
475716 6.60418
475731 6.60258
475745 6.60123
475759 6.59987
475774 6.59829
475788 6.59694
475802 6.59560
475817 6.59403
475831 6.59268
475846 6.59113
475860 6.58979
475874 6.58845
475889 6.58690
475903 6.58556
475917 6.58424
475946 6.58135
475975 6.57848
476002 6.57580
476032 6.57293
476063 6.56986
476094 6.56681
476124 6.56395
476155 6.56088
476186 6.55783
476247 6.55192
476309 6.54582
476370 6.53990
476432 6.53381
476493 6.52790
476555 6.52180
476616 6.51589
476739 6.50389
476862 6.49189
476985 6.47989
477117 6.46708
477173 6.46159
477250 6.45525
477515 6.43351
477780 6.41176
478046 6.38984
478576 6.34634
479106 6.30284
480167 6.21569
480697 6.17220
481065 6.14189
481228 6.12958
481758 6.08948
482289 6.04921
482819 6.00910
483349 5.96899
483880 5.92872
484410 5.88861
484941 5.84835
485471 5.80824
486001 5.76813
486532 5.72787
487062 5.68775
487592 5.64764
488123 5.60739
488141 5.60604
488205 5.60059
488269 5.59512
488397 5.58414
488653 5.56199
489184 5.51624
489714 5.47067
489979 5.44789
490244 5.42510
490510 5.40212
490775 5.37935
490971 5.36257
491040 5.35511
491305 5.32675
491570 5.29839
491835 5.27003
492101 5.24144
492366 5.21309
492386 5.21100
492447 5.20290
492509 5.19473
492631 5.17809
492896 5.14257
493161 5.10703
493427 5.07121
493448 5.06850
493509 5.05846
493570 5.04826
493692 5.02739
493957 4.98286
494155 4.94999
494222 4.93530
494487 4.87882
494753 4.82188
494863 4.79931
495018 4.75567
495230 4.69720
495336 4.66798
495393 4.65250
495442 4.63506
495548 4.59775
495654 4.56045
495760 4.52315
495836 4.49666
495866 4.48311
495972 4.43618
496078 4.38925
496185 4.34140
496189 4.33972
496202 4.33300
496215 4.32628
496240 4.31263
496291 4.28467
496344 4.25610
496397 4.22754
496450 4.19898
496455 4.19631
496467 4.18856
496479 4.18075
496503 4.16497
496556 4.13043
496609 4.09589
496662 4.06135
496715 4.02681
496764 3.99496
496768 3.99182
496781 3.98157
496795 3.97131
496821 3.95050
496874 3.90919
496927 3.86788
496980 3.82657
497033 3.78526
497086 3.74396
497113 3.72250
497118 3.71870
497129 3.71091
497139 3.70315
497166 3.68234
497192 3.66309
497219 3.64231
497245 3.62304
497272 3.60227
497298 3.58298
497317 3.56823
497325 3.56401
497351 3.55054
497378 3.53595
497404 3.52239
497406 3.52128
497412 3.51955
497419 3.51801
497431 3.51541
497457 3.50941
497472 3.50528
497484 3.50826
497511 3.51384
497537 3.51898
497538 3.51892
497541 3.52105
497545 3.52323
497551 3.52801
497564 3.53903
497583 3.55225
497590 3.56302
497617 3.60144
497627 3.61357
497643 3.64697
497649 3.65790
497670 3.71360
497671 3.71592
497674 3.72483
497677 3.73399
497683 3.75308
497693 3.78324
497696 3.79500
497703 3.81870
497709 3.84384
497715 3.86731
497723 3.90726
497736 3.96689
497737 3.97093
497740 3.98699
497743 4.00345
497749 4.03763
497759 4.09181
497762 4.11225
497769 4.16093
497776 4.21233
497782 4.25138
497789 4.30893
497802 4.41257
497804 4.42808
497810 4.47971
497815 4.53359
497826 4.64510
497829 4.68317
497836 4.75507
497842 4.83074
497848 4.89668
497855 4.98889
497859 5.04235
497869 5.19510
497870 5.20844
497873 5.24988
497876 5.29070
497881 5.37650
497882 5.39377
497885 5.43350
497887 5.47401
497892 5.55740
497895 5.61323
497903 5.75375
497908 5.85377
497914 5.97612
497922 6.16029
497925 6.22075
497935 6.45174
497936 6.47275
497939 6.53973
497942 6.60559
497947 6.74364
497948 6.77068
497951 6.83444
497953 6.89932
497958 7.03250
497961 7.12039
497969 7.36195
497975 7.56237
497981 7.74315
497988 7.97801
497992 8.10648
498001 8.42617
498003 8.49484
498009 8.69813
498014 8.90398
498014 8.91244
498015 8.94130
498016 8.97027
498017 9.02851
498020 9.14202
498025 9.37369
498028 9.51311
498036 9.84539
498041 10.0711
498047 10.3324
498054 10.6664
498066 11.2297
498067 11.2809
498069 11.3968
498072 11.5085
498076 11.7392
498085 12.2096
498094 12.7166
498107 13.4081
498120 14.0993
498134 14.8998
498147 15.5913
498152 15.8606
498160 16.2581
498171 16.8121
498173 16.9020
498180 17.2514
498187 17.5869
498190 17.7299
498200 18.1195
498210 18.5195
498213 18.6074
498220 18.8586
498227 19.0893
498229 19.1566
498235 19.2916
498240 19.4132
498248 19.6141
498253 19.6932
498257 19.7740
498266 19.8725
498277 20.0141
498280 20.0184
498287 20.0513
498293 20.0676
498296 20.0835
498306 20.0467
498315 20.0257
498319 19.9836
498333 19.8490
498334 19.8429
498336 19.8158
498339 19.7873
498344 19.7274
498353 19.5916
498359 19.4731
498374 19.2116
498386 18.9336
498412 18.3778
498417 18.2680
498428 18.0024
498439 17.7333
498452 17.4304
498465 17.1275
498478 16.8245
498492 16.4742
498501 16.2638
498505 16.1777
498518 15.8959
498531 15.6138
498543 15.3335
498545 15.2916
498552 15.1626
498558 15.0358
498571 14.7797
498585 14.4842
498586 14.4645
498589 14.4113
498592 14.3586
498598 14.2545
498611 14.0258
498624 13.7968
498628 13.7207
498638 13.5537
498651 13.3512
498664 13.1485
498670 13.0537
498677 12.9579
498691 12.7504
498704 12.5714
498712 12.4600
498717 12.3994
498730 12.2412
498755 11.9245
498757 11.9031
498764 11.8311
498770 11.7604
498783 11.6231
498797 11.4639
498810 11.3409
498836 11.0995
498860 10.8669
498863 10.8430
498870 10.7908
498876 10.7395
498889 10.6397
498916 10.4204
498924 10.3543
498943 10.2247
498969 10.0521
498987 9.92675
498996 9.87465
499022 9.72690
499049 9.56760
499051 9.55604
499057 9.52606
499063 9.49651
499075 9.43870
499102 9.30102
499114 9.24111
499128 9.18345
499155 9.06607
499181 8.95724
499199 8.87861
499208 8.84637
499234 8.75486
499261 8.65614
499283 8.57823
499287 8.56645
499301 8.52381
499314 8.48226
499367 8.32022
499368 8.31710
499371 8.30834
499375 8.29989
499381 8.28289
499394 8.24950
499420 8.18508
499473 8.05034
499495 7.99325
499526 7.93034
499579 7.82053
499621 7.73278
499632 7.71493
499659 7.66976
499685 7.62638
499738 7.53782
499791 7.44946
499791 7.44924
499792 7.44855
499792 7.44799
499793 7.44689
499795 7.44454
499798 7.43999
499804 7.43097
499818 7.41316
499844 7.37851
499897 7.30764
499950 7.23677
499960 7.22315
500000 7.17960
500003 7.17643
500010 7.16890
500016 7.16154
500030 7.14700
500056 7.11845
500109 7.06047
500129 7.03771
500172 6.99960
500215 6.96333
500322 6.86882
500383 6.81451
500428 6.78459
500534 6.71160
500636 6.64124
500640 6.63911
500653 6.63140
500667 6.62383
500693 6.60891
500746 6.58005
500852 6.52097
500890 6.49932
500958 6.46931
501064 6.42175
501170 6.37419
501228 6.34704
501382 6.29522
501515 6.24934
501647 6.20414
501735 6.17256
501913 6.12878
502178 6.06212
502412 6.00289
502443 5.99743
502509 5.98444
502576 5.97184
502708 5.94769
502973 5.89794
503088 5.87578
503239 5.85389
503504 5.81476
503765 5.77620
503769 5.77578
503777 5.77481
503786 5.77385
503802 5.77193
503835 5.76814
503902 5.76069
504034 5.74624
504299 5.71671
504565 5.68695
504830 5.65741
505095 5.62788
505118 5.62526
505179 5.62015
505239 5.61512
505360 5.60525
505625 5.58327
505890 5.56129
506156 5.53916
506421 5.51718
506471 5.51296
506579 5.50581
506686 5.49879
506951 5.48089
507216 5.46371
507747 5.42849
507824 5.42327
508051 5.41147
508277 5.40005
508808 5.37262
509338 5.34530
509868 5.31798
510399 5.29057
510529 5.28375
510929 5.26870
511459 5.24864
511990 5.22848
512520 5.20840
513051 5.18826
513581 5.16818
514111 5.14811
514588 5.12998
514642 5.12848
514775 5.12469
514907 5.12094
515172 5.11355
515703 5.09857
516233 5.08364
517294 5.05372
518354 5.02385
518647 5.01538
519415 4.99774
520000 4.98416
520000 4.78938
523440 4.79030
525805 4.79094
528170 4.79156
531480 4.89507
534318 4.99846
535736 5.30673
539047 5.30759
541884 5.30832
545668 5.20665
548978 5.20750
555554 5.19135
564337 5.27906
574877 5.19609
587173 4.94242
599469 4.51762
600000 4.49706
608252 4.17774
608720 4.16419
617034 3.92344
624061 3.66866
627574 3.84061
629331 3.58446
632844 3.15769
636357 2.64539
638113 2.30371
641061 2.64656
641331 3.50192
641602 4.87048
641872 5.64033
642007 5.98248
642412 5.46940
642818 4.69972
643088 4.35768
643383 4.44328
643493 4.10119
644034 3.75920
644574 3.58827
645140 3.41733
645926 3.33199
647547 2.73368
648653 2.64842
649574 2.47759
650655 2.39232
652166 2.30716
654708 2.39330
656600 2.73588
658222 3.16392
659192 3.50627
662705 4.79007
664462 5.47474
667975 5.98875
669732 6.07469
675001 5.90487
680271 5.56397
685541 5.30859
692567 4.96806
699594 4.71305
700000 4.69832
706620 4.45823
713646 4.37446
718916 4.63236
722429 4.63322
725942 4.37749
729455 4.29282
729979 4.54953
730385 5.14835
730655 5.14842
731195 4.46430
732547 4.20804
732952 4.37919
734438 4.20849
736735 4.12351
738492 4.03840
741751 3.95365
750534 3.87020
759317 3.70120
768100 3.70321
775126 3.61927
782153 3.62085
785666 3.87823
790935 3.62280
797962 3.70988
800000 3.71032
800150 3.71036
801772 4.30946
802583 3.53988
807447 3.54106
810690 3.54184
812311 3.71330
813933 4.31240
814744 3.71389
815554 3.62855
817176 3.62894
820419 3.62971
822851 3.71582
825283 3.71639
829337 4.05946
832580 4.57340
834201 4.74484
835822 5.34394
837444 6.02856
839065 6.96976
841498 8.42434
843119 9.45107
843930 9.79339
845551 9.62270
847173 8.68224
848794 7.74176
850416 6.63025
852037 5.77530
853658 5.26249
855280 4.92073
856901 4.57897
859334 4.23740
861766 3.98136
863387 3.72513
866630 3.55478
869062 3.38426
873116 3.29962
879602 3.21552
884466 3.13105
886898 3.13157
888520 3.21745
890141 3.13227
892573 3.21832
895006 3.13332
896627 3.04813
899726 2.96326
900000 2.96032
915332 2.79581
929520 2.62797
942288 2.54528
949382 2.37578
950251 2.39227
951061 2.59772
951332 2.98267
951602 3.80382
951872 4.41971
952007 4.59935
952277 4.16320
952548 3.36782
952818 2.98299
953088 2.70080
953629 2.59828
954169 2.59840
955057 2.54808
962151 2.80621
967826 2.80743
976339 2.72371
986270 2.55474
997620 2.38604
1.00000E+06 2.35465
1.01039E+06 2.21790
1.01415E+06 2.17341
1.01748E+06 2.13407
1.01978E+06 2.61325
1.02126E+06 5.38480
1.02163E+06 7.38631
1.02201E+06 8.10486
1.02238E+06 6.87332
1.02312E+06 3.79440
1.02386E+06 2.66558
1.02423E+06 2.25512
1.02458E+06 2.13581
1.02535E+06 1.84484
1.02572E+06 1.74230
1.02609E+06 1.84502
1.02684E+06 2.35840
1.02721E+06 2.92299
1.02758E+06 2.20462
1.02795E+06 1.74284
1.02883E+06 1.53813
1.03025E+06 1.11083
1.03309E+06 0.854928
1.03427E+06 0.837794
1.03650E+06 1.11204
1.03734E+06 1.62572
1.03876E+06 2.39585
1.04018E+06 3.08043
1.04170E+06 3.33704
1.04302E+06 3.42323
1.04728E+06 3.08213
1.05295E+06 2.65582
1.05721E+06 2.22918
1.06146E+06 1.97358
1.06251E+06 2.00774
1.06288E+06 2.57227
1.06325E+06 3.39345
1.06362E+06 4.00936
1.06399E+06 2.67518
1.06436E+06 1.75153
1.06714E+06 1.03407
1.06998E+06 0.863674
1.07281E+06 0.949859
1.07565E+06 1.46369
1.07849E+06 2.31966
1.08275E+06 2.91934
1.08700E+06 3.26243
1.09126E+06 3.34892
1.09410E+06 3.43509
1.09791E+06 3.31591
1.10899E+06 3.24996
1.12284E+06 3.11615
1.13115E+06 3.18638
1.13946E+06 3.18817
1.14777E+06 3.12151
1.15608E+06 2.91800
1.16993E+06 2.78404
1.18655E+06 2.65059
1.19486E+06 2.58386
1.19763E+06 2.72126
1.20317E+06 2.58553
1.20871E+06 2.65505
1.21702E+06 2.65669
1.22533E+06 2.58991
1.24195E+06 2.59313
1.25580E+06 2.59577
1.26688E+06 2.66627
1.27156E+06 2.66714
1.27519E+06 2.66782
1.27764E+06 3.42095
1.27845E+06 4.85800
1.27926E+06 6.70562
1.27967E+06 7.66363
1.28088E+06 5.54270
1.28169E+06 3.83224
1.28251E+06 3.14814
1.28291E+06 2.87453
1.28413E+06 2.73790
1.28627E+06 2.66986
1.28778E+06 3.08069
1.28940E+06 4.38105
1.29021E+06 5.27071
1.29102E+06 6.63935
1.29142E+06 6.98156
1.29264E+06 6.63965
1.29345E+06 6.22925
1.29467E+06 5.95578
1.29588E+06 5.75072
1.29629E+06 5.75079
1.29791E+06 6.29849
1.29913E+06 6.98296
1.29994E+06 7.39365
1.30075E+06 7.66749
1.30156E+06 7.66764
1.30318E+06 6.98369
1.30440E+06 6.29966
1.30561E+06 5.47879
1.30723E+06 4.72642
1.30926E+06 4.24781
1.31088E+06 3.90598
1.31250E+06 3.76942
1.31397E+06 3.70125
1.31534E+06 3.49622
1.31615E+06 3.35952
1.31674E+06 3.42806
1.31858E+06 3.90736
1.31899E+06 4.66009
1.31980E+06 4.31812
1.32020E+06 3.63394
1.32223E+06 3.42903
1.32628E+06 3.42975
1.32791E+06 3.43004
1.33613E+06 3.29463
1.35275E+06 3.09224
1.36937E+06 2.88981
1.37768E+06 2.89122
1.38599E+06 2.75576
1.39430E+06 2.82557
1.39707E+06 2.62076
1.40261E+06 2.48482
1.41923E+06 2.48754
1.42615E+06 2.48865
1.42616E+06 2.48865
1.42616E+06 2.48865
1.42760E+06 2.48889
1.43308E+06 2.48965
1.43862E+06 2.69573
1.44139E+06 3.10670
1.44416E+06 2.49131
1.45524E+06 2.49311
1.46355E+06 2.42615
1.46380E+06 2.42620
1.47186E+06 2.42730
1.47740E+06 2.56496
1.48294E+06 2.29208
1.49402E+06 2.29388
1.49984E+06 2.22645
1.50000E+06 2.22568
1.52740E+06 2.09387
1.53774E+06 1.89026
1.55496E+06 1.61943
1.56186E+06 1.27848
1.56530E+06 0.321137
1.56875E+06 1.62180
1.57219E+06 1.82768
1.58253E+06 1.76109
1.59287E+06 2.17351
1.59976E+06 2.92743
1.60665E+06 3.61295
1.61354E+06 3.81954
1.61699E+06 3.82019
1.62019E+06 3.90558
1.62732E+06 4.09544
1.63421E+06 4.16481
1.64800E+06 3.82461
1.65833E+06 3.41555
1.66522E+06 3.34813
1.67556E+06 3.14439
1.67687E+06 3.15328
1.68590E+06 3.21447
1.69623E+06 3.55824
1.69968E+06 4.03778
1.70313E+06 4.99630
1.70657E+06 6.43378
1.71002E+06 6.84491
1.71346E+06 5.20331
1.71691E+06 4.17753
1.72035E+06 3.28859
1.72724E+06 3.01608
1.73414E+06 3.01729
1.73758E+06 3.08632
1.74447E+06 2.40330
1.74792E+06 2.26706
1.75000E+06 2.59795
1.75481E+06 3.36273
1.76170E+06 2.74763
1.76515E+06 2.54272
1.77893E+06 2.33895
1.79271E+06 2.20367
1.80305E+06 2.34172
1.80649E+06 3.16321
1.80994E+06 4.32685
1.81338E+06 4.87467
1.81683E+06 3.78029
1.82028E+06 3.02805
1.82372E+06 2.68636
1.82717E+06 2.61837
1.83406E+06 2.61924
1.84095E+06 2.55170
1.84784E+06 2.41575
1.85129E+06 3.23730
1.85473E+06 2.82721
1.85818E+06 2.48555
1.86507E+06 2.34963
1.87885E+06 2.69367
1.87892E+06 2.70481
1.88030E+06 2.92427
1.88574E+06 3.78946
1.89263E+06 4.88527
1.89952E+06 3.65465
1.90642E+06 3.03989
1.90986E+06 2.69829
1.91675E+06 2.49406
1.92709E+06 2.35884
1.93743E+06 2.15521
1.94015E+06 2.15565
1.95465E+06 2.15801
1.96155E+06 2.56970
1.96499E+06 2.91240
1.96844E+06 2.29715
1.97533E+06 2.09305
1.98566E+06 1.95797
1.99256E+06 1.95917
1.99767E+06 2.09692
2.00000E+06 2.13364
2.00206E+06 2.16596
2.01084E+06 1.89316
2.02402E+06 1.75768
2.03719E+06 1.96431
2.04401E+06 2.01817
2.04597E+06 2.03365
2.05476E+06 2.10303
2.06793E+06 3.06239
2.07232E+06 3.67866
2.07671E+06 3.88443
2.08550E+06 3.26956
2.09428E+06 2.51786
2.10306E+06 2.10826
2.11184E+06 1.90396
2.12502E+06 2.04226
2.13819E+06 1.77005
2.15137E+06 1.83995
2.16015E+06 1.63567
2.17772E+06 1.63767
2.19528E+06 1.63968
2.19967E+06 1.70862
2.20406E+06 2.32494
2.20846E+06 1.57279
2.21724E+06 2.18963
2.22602E+06 3.28543
2.23041E+06 3.69650
2.23920E+06 4.03966
2.24798E+06 4.31439
2.25000E+06 4.48779
2.25676E+06 5.06810
2.26115E+06 5.34233
2.26994E+06 4.45386
2.27872E+06 3.56538
2.28750E+06 3.22431
2.29189E+06 3.29327
2.30507E+06 2.74746
2.30946E+06 2.33744
2.31824E+06 1.99639
2.32703E+06 1.92903
2.33581E+06 2.20382
2.35777E+06 2.13810
2.37094E+06 2.07131
2.38411E+06 2.00453
2.38851E+06 2.48405
2.39729E+06 2.14303
2.40168E+06 2.07515
2.41046E+06 2.14470
2.41925E+06 2.28266
2.42364E+06 2.07793
2.44559E+06 1.80704
2.45877E+06 1.87716
2.46755E+06 1.60458
2.47194E+06 1.26304
2.47633E+06 1.53729
2.48512E+06 1.81214
2.50000E+06 1.81408
2.50268E+06 1.81430
2.51586E+06 2.02070
2.52464E+06 2.29514
2.53342E+06 2.98013
2.54660E+06 3.25496
2.55099E+06 3.32376
2.56416E+06 3.18806
2.57295E+06 3.12039
2.58612E+06 2.84783
2.59490E+06 3.05387
2.59777E+06 3.19097
2.60520E+06 4.01271
2.60891E+06 4.42359
2.61634E+06 3.87685
2.62006E+06 3.46662
2.63492E+06 4.08375
2.64236E+06 3.87913
2.64979E+06 3.40082
2.65722E+06 3.05936
2.66073E+06 2.96270
2.66465E+06 2.85474
2.66730E+06 2.85498
2.67951E+06 2.85607
2.69066E+06 2.72023
2.70181E+06 2.51595
2.71667E+06 2.10675
2.73154E+06 1.97125
2.74640E+06 1.83575
2.75755E+06 1.97362
2.77241E+06 1.76972
2.79099E+06 2.04512
2.80214E+06 2.59355
2.80957E+06 3.21006
2.81328E+06 3.41567
2.81700E+06 4.03185
2.82071E+06 4.10062
2.82815E+06 3.34863
2.83558E+06 2.66508
2.83929E+06 2.59701
2.84673E+06 1.98187
2.84822E+06 1.95457
2.85416E+06 1.84573
2.87274E+06 1.91591
2.88760E+06 1.84888
2.89875E+06 1.91837
2.90618E+06 1.85064
2.91361E+06 2.33032
2.91418E+06 2.39328
2.91733E+06 2.74122
2.92104E+06 1.98889
2.92847E+06 1.92119
2.93962E+06 1.85382
2.95448E+06 1.78682
2.96935E+06 1.71983
2.97678E+06 1.99424
2.98793E+06 2.26902
2.99164E+06 2.47465
2.99907E+06 2.20168
3.00000E+06 2.21888
3.01394E+06 2.47653
3.02137E+06 2.81923
3.03252E+06 2.88849
3.03995E+06 3.43646
3.04366E+06 3.71042
3.05110E+06 3.09518
3.05247E+06 3.01956
3.05410E+06 2.92956
3.06224E+06 2.48019
3.07711E+06 2.13918
3.09197E+06 2.07187
3.13316E+06 1.64696
3.15289E+06 1.42363
3.16557E+06 1.28010
3.17370E+06 1.18808
3.17628E+06 1.15886
3.18721E+06 1.03508
3.21423E+06 1.29359
3.24126E+06 1.19286
3.27705E+06 1.36527
3.29531E+06 1.45322
3.32233E+06 1.76301
3.33584E+06 2.63636
3.34935E+06 2.02146
3.36287E+06 2.43293
3.38989E+06 1.97291
3.40340E+06 1.71724
3.41692E+06 1.66685
3.45745E+06 2.54200
3.47096E+06 2.59422
3.50000E+06 2.22856
3.51150E+06 2.08367
3.52501E+06 1.98186
3.53852E+06 2.08529
3.54267E+06 2.30607
3.55151E+06 2.77636
3.55204E+06 2.80456
3.56555E+06 2.24084
3.57906E+06 1.98505
3.59257E+06 1.62659
3.60608E+06 1.57607
3.63311E+06 1.88553
3.64662E+06 1.78366
3.67365E+06 2.19575
3.70067E+06 1.68411
3.72729E+06 1.43282
3.72769E+06 1.42905
3.76823E+06 1.53393
3.78174E+06 1.89390
3.80877E+06 1.27958
3.83579E+06 1.07578
3.84845E+06 1.07646
3.85926E+06 1.48760
3.86282E+06 2.41152
3.87007E+06 2.97642
3.87682E+06 2.56623
3.88984E+06 1.07870
3.90335E+06 0.890777
3.91686E+06 0.841212
3.93628E+06 1.13252
3.94389E+06 1.13293
3.94979E+06 1.90301
3.95740E+06 2.00606
3.98442E+06 1.75090
3.99303E+06 1.75136
4.00000E+06 1.70692
4.02496E+06 1.54768
4.05198E+06 1.65162
4.06556E+06 1.78122
4.09347E+06 2.04755
4.10603E+06 2.16739
4.13100E+06 2.45304
4.14657E+06 2.63114
4.16008E+06 2.16990
4.17359E+06 1.75996
4.20062E+06 1.70988
4.21413E+06 2.27499
4.22348E+06 2.59505
4.22764E+06 2.73746
4.24115E+06 1.96829
4.26818E+06 1.86688
4.29330E+06 1.58172
4.29520E+06 1.56016
4.29618E+06 1.56765
4.32223E+06 1.76658
4.33574E+06 2.17771
4.34925E+06 2.89673
4.37628E+06 3.56504
