Au-197(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
3791.13 2.03738
3791.19 1.04543
3791.31 0.424442
3791.56 0.153312
3792.05 0.0623285
3793.04 0.0375931
3795.01 0.0358873
3796.98 0.0435073
3798.95 0.0592448
3800.92 0.0931611
3801.90 0.126620
3802.89 0.186718
3803.38 0.236697
3803.88 0.312007
3804.37 0.433187
3804.86 0.646127
3805.11 0.820057
3805.35 1.07561
3805.60 1.47463
3805.85 2.14758
3806.09 3.42018
3806.22 4.51870
3806.34 6.23353
3806.46 9.10731
3806.52 11.3390
3806.58 14.3905
3806.65 18.8352
3806.71 25.2982
3806.77 35.2621
3806.83 50.1341
3806.92 80.0626
3807.00 99.9548
3807.04 93.9772
3807.09 79.6837
3807.17 49.8375
3807.24 34.0982
3807.30 24.1703
3807.37 17.6771
3807.43 13.4310
3807.56 8.38430
3807.70 5.68929
3807.83 4.10034
3807.96 3.09091
3808.22 1.93414
3808.48 1.32394
3808.74 0.964087
3809.01 0.734525
3809.27 0.579787
3809.79 0.389314
3810.31 0.281773
3810.84 0.215041
3811.36 0.171022
3812.41 0.118402
3813.45 0.0895998
3815.55 0.0614686
3817.64 0.0496679
3819.74 0.0448907
3823.92 0.0463934
3828.11 0.0618253
3830.21 0.0791517
3832.30 0.111190
3834.39 0.178705
3835.44 0.244317
3836.49 0.360358
3837.01 0.455240
3837.54 0.595480
3838.06 0.816245
3838.58 1.19121
3839.11 1.90774
3839.37 2.53743
3839.63 3.53121
3839.89 5.23948
3840.02 6.58316
3840.15 8.49003
3840.28 11.2960
3840.42 15.5897
3840.55 22.3939
3840.68 33.1544
3840.84 52.9839
3841.00 66.1807
3841.16 52.8484
3841.33 33.0478
3841.49 19.9622
3841.66 12.8062
3841.83 8.75607
3842.00 6.32400
3842.17 4.75455
3842.34 3.70202
3842.67 2.41796
3843.01 1.69958
3843.35 1.26151
3844.02 0.776837
3844.70 0.529345
3845.37 0.386924
3846.05 0.297515
3846.72 0.238054
3848.07 0.166643
3849.42 0.127700
3852.12 0.0912791
3854.82 0.0801792
3857.51 0.0864127
3858.86 0.100545
3860.21 0.138074
3860.89 0.185637
3861.22 0.230490
3861.56 0.308688
3861.90 0.466690
3862.24 0.868183
3862.40 1.35958
3862.49 1.79529
3862.57 2.49651
3862.66 3.74557
3862.74 6.19320
3862.78 8.39360
3862.83 11.9034
3862.87 17.7825
3862.89 22.1509
3862.91 27.8263
3862.93 35.6829
3862.96 44.6557
3863.00 55.5505
3863.05 44.2662
3863.09 27.8280
3863.13 19.3118
3863.16 13.7865
3863.19 10.1909
3863.23 7.78367
3863.30 4.92556
3863.36 3.40451
3863.43 2.48687
3863.50 1.90973
3863.63 1.23968
3863.77 0.883616
3863.90 0.675919
3864.17 0.455694
3864.44 0.349449
3864.71 0.292776
3865.26 0.243261
3866.34 0.241634
3867.42 0.308130
3868.50 0.472192
3869.04 0.633473
3869.58 0.915083
3870.12 1.46957
3870.40 1.97359
3870.67 2.79671
3870.94 4.28424
3871.07 5.50984
3871.21 7.33417
3871.34 10.1949
3871.48 14.9683
3871.54 18.6147
3871.61 23.4816
3871.68 30.2301
3871.75 39.2376
3871.87 62.7425
3872.00 78.4104
3872.13 62.7387
3872.25 39.2344
3872.38 24.7012
3872.50 16.3914
3872.62 11.4792
3872.74 8.42137
3872.98 5.03376
3873.22 3.34061
3873.46 2.37706
3873.70 1.78413
3874.18 1.12214
3874.66 0.781793
3875.14 0.585732
3876.10 0.383523
3877.06 0.290992
3878.02 0.246754
3879.95 0.230497
3881.87 0.291130
3882.83 0.367558
3883.79 0.509754
3884.75 0.801977
3885.24 1.07453
3885.72 1.53132
3886.20 2.38406
3886.44 3.11608
3886.68 4.24076
3886.92 6.10201
3887.04 7.50475
3887.16 9.42342
3887.28 12.1175
3887.40 15.9999
3887.52 21.7064
3887.64 30.0716
3887.82 48.0781
3888.00 60.0799
3888.18 48.0727
3888.36 30.0659
3888.56 17.7896
3888.76 11.2752
3888.95 7.65237
3889.15 5.49332
3889.34 4.12193
3889.54 3.20331
3889.93 2.09463
3890.32 1.47895
3890.72 1.10517
3891.50 0.693757
3892.29 0.485097
3893.07 0.365948
3894.64 0.243795
3896.21 0.188648
3897.78 0.162960
3900.91 0.156653
3904.05 0.200750
3905.62 0.254118
3907.19 0.352864
3908.76 0.555717
3909.54 0.745916
3910.33 1.06731
3911.11 1.67434
3911.51 2.20041
3911.90 3.02324
3912.29 4.41073
3912.49 5.47929
3912.68 6.96866
3912.88 9.11025
3913.07 12.2909
3913.27 17.1434
3913.47 24.5604
3913.73 39.2415
3914.00 49.0167
3914.27 39.1772
3914.54 24.5098
3914.72 17.3862
3914.91 12.6530
3915.10 9.47491
3915.28 7.31440
3915.65 4.68479
3916.03 3.24220
3916.40 2.37268
3916.77 1.81453
3917.52 1.16631
3918.26 0.821334
3919.01 0.617541
3920.50 0.401763
3921.99 0.299775
3923.48 0.248605
3926.46 0.221566
3929.44 0.269923
3930.93 0.336553
3932.42 0.462367
3933.91 0.720746
3934.65 0.960251
3935.40 1.35919
3936.14 2.09210
3936.52 2.71098
3936.89 3.64808
3937.26 5.16186
3937.45 6.27957
3937.63 7.77878
3937.82 9.84660
3938.01 12.7262
3938.19 16.8098
3938.38 22.5659
3938.69 36.0566
3939.00 45.0397
3939.16 42.3787
3939.31 36.0029
3939.62 22.5219
3939.81 16.6988
3940.00 12.5921
3940.38 7.66139
3940.76 5.06319
3941.14 3.57069
3941.51 2.64671
3941.89 2.03921
3942.65 1.32016
3943.40 0.928124
3944.16 0.692326
3945.67 0.436280
3947.18 0.308651
3948.69 0.237427
3951.71 0.170221
3954.74 0.153880
3956.25 0.161924
3957.76 0.187297
3959.27 0.249831
3960.03 0.313284
3960.78 0.427154
3961.54 0.661281
3961.92 0.883455
3962.29 1.26498
3962.67 2.00821
3962.86 2.67472
3963.05 3.75488
3963.24 5.66707
3963.33 7.23101
3963.43 9.49750
3963.52 13.0130
3963.62 18.6418
3963.66 22.7757
3963.71 28.2296
3963.76 35.4592
3963.80 44.9542
3963.90 71.8646
3964.00 89.8032
3964.05 84.5258
3964.10 71.8618
3964.20 44.9521
3964.26 32.1324
3964.33 23.4946
3964.40 17.6827
3964.46 13.6863
3964.60 8.80651
3964.73 6.12214
3964.87 4.48736
3965.00 3.43890
3965.27 2.21227
3965.53 1.55573
3965.80 1.16533
3966.33 0.745975
3966.87 0.539119
3967.40 0.424381
3968.47 0.313194
3969.54 0.270860
3970.61 0.260863
3972.74 0.301747
3974.88 0.438964
3975.95 0.577786
3977.02 0.817566
3978.09 1.27601
3978.62 1.67614
3979.16 2.30511
3979.42 2.76223
3979.69 3.36864
3979.96 4.19374
3980.22 5.34947
3980.49 7.02174
3980.76 9.52533
3981.02 13.3840
3981.29 19.3516
3981.65 30.9498
3982.00 38.6505
3982.18 36.3612
3982.36 30.9132
3982.71 19.3557
3983.11 11.2345
3983.51 7.03271
3983.91 4.75026
3984.32 3.43399
3984.72 2.64921
3985.12 2.25589
3985.32 2.25870
3985.52 2.61069
3985.62 3.15086
3985.72 4.40187
3985.77 5.67383
3985.82 7.94772
3985.87 12.3915
3985.90 16.1853
3985.92 21.8006
3985.96 34.1866
3986.00 42.2974
3986.04 34.1418
3986.08 21.7107
3986.11 15.8844
3986.13 11.8738
3986.19 7.32388
3986.24 5.05636
3986.29 3.79436
3986.40 2.52100
3986.51 1.91777
3986.73 1.36056
3986.94 1.09903
3987.37 0.831695
3987.80 0.682764
3988.67 0.506182
3989.53 0.400336
3991.25 0.281181
3992.98 0.224040
3994.70 0.207566
3995.56 0.218048
3996.42 0.252108
3997.29 0.339458
3997.72 0.430027
3998.15 0.594442
3998.58 0.933232
3998.79 1.25461
3999.01 1.80186
3999.23 2.85675
3999.33 3.78938
3999.44 5.25942
3999.55 7.81636
3999.66 12.7377
3999.71 17.0365
3999.76 23.6914
3999.79 28.3928
3999.82 34.3974
3999.85 42.0743
3999.87 51.3896
3999.90 66.1213
3999.94 82.4250
4000.00 102.690
4000.03 96.3870
4000.07 81.9127
4000.13 51.3854
4000.20 30.4416
4000.27 19.3832
4000.34 13.1951
4000.41 9.49035
4000.48 7.12920
4000.54 5.54350
4000.68 3.62441
4000.82 2.55752
4000.96 1.90608
4001.23 1.18649
4001.51 0.818363
4001.79 0.606494
4002.34 0.383230
4002.89 0.273550
4003.44 0.211492
4004.55 0.146661
4005.65 0.114685
4006.76 0.0963412
4008.97 0.0770925
4013.39 0.0645715
4017.81 0.0678126
4022.22 0.0885218
4024.43 0.112084
4026.64 0.155911
4028.85 0.247933
4029.96 0.336307
4031.06 0.489759
4032.17 0.791691
4032.72 1.06512
4033.27 1.51300
4033.82 2.32037
4034.10 2.98634
4034.38 3.97740
4034.65 5.53092
4034.79 6.65156
4034.93 8.12150
4035.07 10.0824
4035.20 12.7375
4035.34 16.3619
4035.48 21.2684
4035.74 33.9950
4036.00 42.4685
4036.13 39.9383
4036.26 33.9375
4036.52 21.2225
4036.82 12.2962
4037.11 7.67204
4037.40 5.15028
4037.70 3.66758
4037.99 2.73472
4038.29 2.11417
4038.87 1.37045
4039.46 0.960537
4040.05 0.712621
4041.23 0.441365
4042.40 0.305868
4043.58 0.233790
4044.17 0.215962
4044.76 0.220177
4045.35 0.327759
4045.49 0.437312
4045.64 0.706311
4045.71 1.01400
4045.79 1.64514
4045.86 3.27798
4045.90 5.14565
4045.93 8.55740
4045.97 13.6882
4046.00 16.9746
4046.03 13.5257
4046.07 8.55423
4046.09 5.88794
4046.12 4.23925
4046.17 2.44377
4046.27 1.11466
4046.37 0.663659
4046.47 0.461028
4046.67 0.288475
4046.88 0.217757
4047.28 0.159030
4047.68 0.133634
4048.49 0.109000
4049.30 0.0954965
4052.53 0.0694352
4055.76 0.0587904
4058.99 0.0551956
4062.22 0.0570216
4065.46 0.0660700
4067.07 0.0763459
4068.69 0.0986972
4069.49 0.124433
4070.30 0.188463
4070.71 0.269808
4071.11 0.480133
4071.31 0.743857
4071.51 1.38641
4071.62 2.12325
4071.72 3.69371
4071.77 5.24707
4071.82 7.90353
4071.87 12.9259
4071.89 17.0938
4071.92 22.9862
4071.94 29.4814
4071.96 36.8990
4072.00 45.8802
4072.04 36.5462
4072.08 22.9873
4072.11 16.7051
4072.14 12.5201
4072.19 7.56370
4072.24 4.98673
4072.29 3.51900
4072.40 2.01481
4072.50 1.32157
4072.71 0.718148
4072.92 0.474621
4073.13 0.352999
4073.34 0.285054
4073.75 0.217246
4074.59 0.175832
4075.42 0.173175
4077.09 0.209528
4078.76 0.294665
4080.43 0.474762
4081.26 0.644078
4082.09 0.930776
4082.93 1.47258
4083.35 1.94229
4083.76 2.67708
4083.97 3.21040
4084.18 3.91210
4084.39 4.86758
4084.60 6.19272
4084.81 8.10711
4085.01 10.9358
4085.22 15.2713
4085.43 21.8642
4085.72 34.9926
4086.00 43.7009
4086.14 41.1041
4086.29 34.9376
4086.57 21.8585
4086.87 13.0218
4087.18 8.28322
4087.48 5.63220
4087.79 4.04578
4088.09 3.03520
4088.39 2.35683
4089.00 1.53639
4089.61 1.08015
4090.22 0.802448
4091.44 0.496314
4092.65 0.340722
4093.87 0.251506
4096.30 0.159156
4098.73 0.116086
4101.17 0.0941918
4106.03 0.0804463
4110.90 0.0947126
4113.33 0.117034
4115.76 0.160859
4118.20 0.254912
4119.41 0.346129
4120.63 0.505671
4121.85 0.822843
4122.46 1.11337
4123.06 1.59528
4123.67 2.47879
4123.98 3.22327
4124.28 4.35381
4124.43 5.14961
4124.58 6.17622
4124.74 7.52632
4124.89 9.33943
4125.04 11.8282
4125.19 15.3158
4125.34 20.2719
4125.50 27.2734
4125.75 43.6251
4126.00 54.4552
4126.13 51.2225
4126.25 43.5514
4126.51 27.2164
4126.67 19.8879
4126.83 14.8112
4127.15 8.86195
4127.47 5.78635
4127.79 4.05155
4128.11 2.98563
4128.44 2.29279
4129.08 1.47851
4129.72 1.04166
4130.36 0.784179
4131.65 0.521900
4132.94 0.432005
4133.58 0.438673
4134.22 0.496619
4134.87 0.658365
4135.19 0.824735
4135.51 1.11590
4135.83 1.68159
4135.99 2.18073
4136.15 2.96539
4136.31 4.31077
4136.47 6.82514
4136.55 8.99674
4136.63 12.2400
4136.71 17.2867
4136.79 25.1751
4136.90 40.2162
4137.00 50.0896
4137.10 40.0557
4137.21 25.0439
4137.32 15.1075
4137.43 9.73693
4137.53 6.69362
4137.64 4.85517
4137.75 3.67568
4137.86 2.87949
4138.07 1.91041
4138.29 1.36618
4138.51 1.03380
4138.94 0.663533
4139.37 0.471825
4139.80 0.359678
4140.67 0.238684
4141.53 0.176951
4142.40 0.140508
4144.13 0.100333
4145.86 0.0792475
4147.59 0.0668154
4151.04 0.0548845
4154.50 0.0543951
4156.23 0.0593046
4157.96 0.0706216
4159.69 0.0960330
4160.56 0.120863
4161.42 0.164556
4162.29 0.253420
4162.72 0.337895
4163.15 0.485515
4163.58 0.783324
4163.80 1.06187
4164.02 1.53729
4164.23 2.45118
4164.34 3.26220
4164.45 4.56309
4164.56 6.83267
4164.66 11.2775
4164.72 15.2348
4164.77 21.4851
4164.80 25.9836
4164.83 31.8197
4164.85 39.4141
4164.88 49.4095
4164.91 63.4041
4164.94 79.1241
4165.00 98.7154
4165.03 92.9607
4165.06 79.1263
4165.12 49.4160
4165.16 36.6684
4165.19 27.5681
4165.27 16.7018
4165.34 11.0123
4165.42 7.75942
4165.49 5.75315
4165.56 4.43830
4165.71 2.89491
4165.86 2.05357
4166.01 1.55255
4166.30 1.02141
4166.60 0.771411
4166.89 0.650571
4167.48 0.606586
4168.07 0.777331
4168.37 0.989943
4168.66 1.38019
4168.96 2.16424
4169.11 2.87505
4169.26 4.02189
4169.40 6.06644
4169.55 10.1221
4169.62 13.8288
4169.70 19.8115
4169.74 24.2022
4169.77 29.9901
4169.81 37.6529
4169.85 47.3923
4169.88 60.7330
4169.92 75.9738
4170.00 94.7009
4170.04 89.0650
4170.08 75.5767
4170.16 47.3822
4170.22 32.2320
4170.28 22.7550
4170.34 16.5880
4170.40 12.5808
4170.52 7.83867
4170.64 5.33425
4170.76 3.84684
4170.88 2.91039
4171.12 1.83178
4171.36 1.26044
4171.60 0.924507
4172.09 0.563582
4172.57 0.383295
4173.05 0.280498
4174.02 0.172757
4174.98 0.119967
4175.95 0.0899529
4177.88 0.0584732
4179.81 0.0429048
4181.74 0.0339523
4185.60 0.0244313
4189.46 0.0196840
4193.32 0.0170105
4201.04 0.0145842
4208.76 0.0144398
4216.48 0.0168206
4220.34 0.0200475
4224.20 0.0275823
4226.13 0.0364648
4227.09 0.0446337
4228.06 0.0587792
4229.02 0.0875837
4229.50 0.115401
4229.99 0.164780
4230.47 0.267024
4230.71 0.365261
4230.95 0.537707
4231.19 0.883574
4231.31 1.20622
4231.43 1.74451
4231.55 2.76217
4231.61 3.63298
4231.67 4.98452
4231.73 7.28067
4231.79 11.4088
4231.82 14.8148
4231.85 19.8041
4231.88 27.2886
4231.91 38.7468
4231.94 49.6571
4231.96 61.8317
4232.00 77.4629
4232.04 61.8311
4232.09 38.7463
4232.12 27.2884
4232.15 19.6038
4232.18 14.5467
4232.21 11.2230
4232.27 7.13560
4232.33 4.90190
4232.39 3.56478
4232.45 2.70630
4232.57 1.71252
4232.70 1.18333
4232.82 0.869395
4233.06 0.532058
4233.31 0.364713
4233.55 0.270050
4234.04 0.173130
4234.53 0.127768
4235.02 0.103826
4235.99 0.0827777
4237.94 0.0798768
4239.90 0.102830
4240.87 0.125860
4241.85 0.162098
4242.83 0.221763
4243.80 0.328381
4244.29 0.416078
4244.78 0.546067
4245.27 0.750798
4245.75 1.10016
4246.24 1.76879
4246.49 2.35811
4246.73 3.29549
4246.97 4.90957
4247.10 6.18512
4247.22 8.00339
4247.34 10.6947
4247.46 14.8450
4247.58 21.4900
4247.71 32.2330
4247.85 51.5118
4248.00 64.3405
4248.07 60.5189
4248.15 51.3679
4248.30 32.1198
4248.39 23.5243
4248.48 17.6036
4248.66 10.5853
4248.85 6.92034
4249.03 4.84694
4249.22 3.56468
4249.40 2.73017
4249.77 1.74278
4250.14 1.20753
4250.51 0.886211
4251.25 0.536984
4251.99 0.361687
4252.72 0.261575
4253.46 0.199158
4254.20 0.157744
4255.67 0.107963
4257.15 0.0806101
4260.10 0.0541236
4263.05 0.0443079
4266.00 0.0453812
4267.48 0.0532513
4268.22 0.0620060
4268.96 0.0783617
4269.69 0.113217
4270.06 0.147391
4270.43 0.208346
4270.80 0.333436
4271.17 0.657753
4271.36 1.06025
4271.54 2.00711
4271.63 3.04941
4271.72 5.15222
4271.77 7.08465
4271.82 10.2393
4271.86 15.6964
4271.91 25.5501
4271.95 40.9489
4272.00 51.0674
4272.05 40.9483
4272.09 25.5495
4272.13 18.0901
4272.16 13.0590
4272.19 9.72780
4272.22 7.52405
4272.29 4.77463
4272.35 3.29412
4272.49 1.82367
4272.62 1.15798
4272.75 0.803453
4272.88 0.593104
4273.14 0.367562
4273.40 0.255009
4273.66 0.191263
4274.19 0.125860
4274.71 0.0949438
4275.23 0.0783435
4276.28 0.0630070
4278.37 0.0576991
4280.47 0.0669711
4282.56 0.0930390
4283.61 0.119169
4284.65 0.165594
4285.70 0.260982
4286.22 0.352363
4286.75 0.512765
4287.27 0.836768
4287.53 1.14008
4287.79 1.65348
4288.05 2.63542
4288.19 3.49839
4288.32 4.85409
4288.45 7.19210
4288.51 9.04830
4288.58 11.6434
4288.64 15.5241
4288.71 21.3750
4288.77 30.6211
4288.84 45.3434
4288.92 72.5128
4289.00 90.6246
4289.04 85.1725
4289.08 72.5114
4289.16 45.3434
4289.25 27.6133
4289.33 17.9111
4289.41 12.2946
4289.49 8.92423
4289.58 6.72688
4289.66 5.25841
4289.82 3.46360
4289.99 2.45199
4290.15 1.83269
4290.48 1.14992
4290.81 0.802046
4291.14 0.603973
4291.80 0.402198
4292.46 0.313489
4293.12 0.275116
4294.43 0.278408
4295.75 0.379205
4296.41 0.493385
4297.07 0.699658
4297.73 1.11412
4298.06 1.49426
4298.39 2.11947
4298.72 3.25735
4298.88 4.20572
4299.05 5.61875
4299.21 7.86984
4299.29 9.49953
4299.37 11.6529
4299.46 14.5922
4299.54 18.5736
4299.62 24.0773
4299.70 31.6274
4299.85 50.6423
4300.00 63.2035
4300.08 59.4161
4300.15 50.5019
4300.30 31.6228
4300.41 21.7108
4300.52 15.4011
4300.64 11.3229
4300.75 8.60667
4300.98 5.39817
4301.20 3.67972
4301.43 2.66465
4301.65 2.01903
4302.11 1.27858
4302.56 0.888083
4303.01 0.658273
4303.91 0.414459
4304.82 0.297138
4305.72 0.235024
4307.53 0.188195
4309.34 0.207927
4310.24 0.250424
4311.15 0.337255
4312.05 0.525691
4312.50 0.707829
4312.96 1.02379
4313.41 1.64013
4313.63 2.19313
4313.86 3.08871
4314.09 4.67125
4314.20 5.95469
4314.31 7.83040
4314.42 10.6995
4314.48 12.7427
4314.54 15.3241
4314.59 18.7490
4314.65 23.1815
4314.71 29.1530
4314.76 36.8441
4314.82 47.2917
4314.88 59.0239
4315.00 73.6431
4315.06 69.2085
4315.12 58.8210
4315.24 36.8392
4315.37 21.6990
4315.50 13.6740
4315.63 9.23917
4315.76 6.60791
4315.89 4.94184
4316.02 3.82837
4316.28 2.48744
4316.54 1.74562
4316.80 1.29420
4317.32 0.797227
4317.84 0.544629
4318.36 0.399127
4319.40 0.246895
4320.44 0.173510
4321.48 0.133357
4323.56 0.0967713
4325.64 0.0912518
4326.68 0.100189
4327.72 0.123445
4328.76 0.179356
4329.28 0.236375
4329.80 0.339714
4330.06 0.425485
4330.32 0.554074
4330.58 0.759068
4330.84 1.11470
4331.10 1.81252
4331.23 2.44396
4331.36 3.47677
4331.49 5.32980
4331.55 6.85635
4331.62 9.12214
4331.68 12.6607
4331.75 18.5300
4331.78 23.0279
4331.81 28.9040
4331.84 36.8415
4331.88 47.4710
4331.91 61.1043
4331.94 76.1770
4332.00 94.9088
4332.03 89.0726
4332.06 75.6890
4332.13 47.4685
4332.17 32.8210
4332.22 23.5053
4332.27 17.2977
4332.31 13.2252
4332.40 8.31886
4332.50 5.69552
4332.59 4.11843
4332.68 3.12172
4332.87 1.96547
4333.05 1.34973
4333.24 0.987661
4333.61 0.598805
4333.98 0.405205
4334.35 0.295580
4334.72 0.227211
4335.09 0.181921
4335.83 0.127265
4336.57 0.0968338
4338.05 0.0660114
4339.53 0.0517821
4341.02 0.0445749
4343.98 0.0402248
4346.94 0.0455275
4348.43 0.0534009
4349.91 0.0685183
4351.39 0.100481
4352.13 0.131381
4352.87 0.185816
4353.61 0.296708
4353.98 0.402021
4354.35 0.583674
4354.72 0.941298
4354.91 1.26513
4355.09 1.79699
4355.28 2.75820
4355.37 3.56165
4355.46 4.75109
4355.56 6.65148
4355.65 9.82137
4355.74 15.6267
4355.79 20.2055
4355.83 26.4620
4355.92 42.2348
4356.00 52.7184
4356.09 42.0345
4356.17 26.3070
4356.23 18.5511
4356.29 13.4142
4356.35 10.0094
4356.41 7.69593
4356.53 4.90656
4356.65 3.38261
4356.77 2.47087
4356.89 1.88604
4357.13 1.21242
4357.37 0.853560
4357.61 0.642536
4358.09 0.421171
4358.57 0.318298
4359.05 0.269000
4360.00 0.252365
4360.96 0.326406
4361.44 0.419260
4361.92 0.593096
4362.40 0.954165
4362.64 1.29437
4362.88 1.86906
4363.12 2.96058
4363.24 3.91052
4363.36 5.38507
4363.48 7.88738
4363.54 9.82339
4363.60 12.5282
4363.66 16.4289
4363.72 22.2425
4363.78 31.1490
4363.84 44.5421
4363.88 57.1717
4363.92 71.2434
4364.00 89.0429
4364.04 83.6839
4364.08 71.2399
4364.16 44.5376
4364.26 25.6277
4364.35 15.9621
4364.44 10.7017
4364.53 7.61253
4364.62 5.65343
4364.72 4.36740
4364.90 2.82548
4365.09 1.97247
4365.27 1.45816
4365.64 0.891907
4366.01 0.604859
4366.38 0.439663
4366.75 0.335945
4367.11 0.266565
4367.85 0.182357
4368.59 0.135121
4370.07 0.0869309
4371.54 0.0644488
4373.02 0.0528208
4375.97 0.0446876
4378.92 0.0502144
4380.39 0.0601772
4381.87 0.0803037
4383.35 0.124502
4384.08 0.168094
4384.82 0.245523
4385.56 0.403158
4385.93 0.551237
4386.30 0.803442
4386.67 1.28468
4386.85 1.70887
4387.03 2.37765
4387.22 3.53001
4387.40 5.70937
4387.50 7.58678
4387.59 10.4540
4387.68 14.9874
4387.77 22.2104
4387.89 35.5887
4388.00 44.4033
4388.12 35.4626
4388.23 22.2083
4388.36 12.8015
4388.49 7.94513
4388.62 5.31330
4388.75 3.77266
4388.88 2.80634
4389.02 2.16497
4389.28 1.40004
4389.54 0.977720
4389.80 0.722779
4390.32 0.442591
4390.85 0.300577
4391.37 0.219213
4391.89 0.168259
4392.42 0.134282
4393.46 0.0932557
4394.51 0.0705221
4396.60 0.0478736
4398.69 0.0379877
4400.79 0.0336429
4404.97 0.0336757
4409.16 0.0445545
4411.25 0.0573970
4413.34 0.0815366
4414.39 0.101973
4415.43 0.133007
4416.48 0.183333
4417.53 0.272792
4418.05 0.346352
4418.57 0.455578
4419.10 0.628161
4419.62 0.924265
4420.14 1.49615
4420.40 2.00648
4420.67 2.82387
4420.93 4.25970
4421.06 5.41394
4421.19 7.07103
4421.32 9.59190
4421.45 13.5903
4421.58 20.2348
4421.65 25.0930
4421.71 31.3570
4421.86 50.1793
4422.00 62.5888
4422.07 58.8468
4422.15 50.0375
4422.29 31.2458
4422.39 22.3170
4422.49 16.3519
4422.59 12.2895
4422.68 9.52019
4422.88 6.11248
4423.08 4.22384
4423.28 3.08274
4423.47 2.34537
4423.87 1.48809
4424.26 1.02756
4424.65 0.753558
4425.44 0.459027
4426.23 0.313208
4427.02 0.231958
4427.80 0.183429
4428.59 0.154103
4430.17 0.132296
4430.95 0.139059
4431.74 0.164987
4432.53 0.232805
4432.92 0.303326
4433.32 0.431160
4433.71 0.695984
4433.91 0.947560
4434.10 1.38023
4434.30 2.21707
4434.40 2.96718
4434.50 4.16111
4434.60 6.27212
4434.69 10.3766
4434.74 14.0303
4434.79 19.7992
4434.82 24.0460
4434.84 29.3327
4434.87 36.4978
4434.89 45.5675
4434.92 58.3791
4434.95 72.7508
4435.00 91.0940
4435.03 85.5050
4435.06 72.7487
4435.11 45.5649
4435.15 32.8171
4435.18 24.0431
4435.26 14.1196
4435.33 9.06779
4435.40 6.29662
4435.48 4.59434
4435.55 3.50745
4435.70 2.23471
4435.84 1.54563
4435.99 1.13477
4436.28 0.691749
4436.58 0.469246
4436.87 0.342611
4437.16 0.263183
4437.46 0.210359
4438.04 0.146146
4438.63 0.109997
4439.80 0.0726177
4440.98 0.0545283
4442.15 0.0445321
4444.50 0.0354980
4446.85 0.0352794
4448.02 0.0391428
4449.19 0.0482877
4450.37 0.0698532
4450.95 0.0918347
4451.54 0.131755
4452.13 0.215391
4452.42 0.296364
4452.71 0.437984
4453.01 0.722083
4453.15 0.984668
4453.30 1.42025
4453.45 2.23296
4453.52 2.92077
4453.59 3.97506
4453.67 5.72761
4453.74 8.80089
4453.81 14.7930
4453.85 20.0014
4453.89 27.4626
4453.94 43.8543
4454.00 54.9107
4454.06 43.8533
4454.11 27.4615
4454.18 15.7553
4454.24 9.77843
4454.31 6.53916
4454.37 4.64250
4454.44 3.45258
4454.50 2.66263
4454.63 1.71765
4454.76 1.19826
4454.89 0.883589
4455.15 0.538616
4455.42 0.363485
4455.68 0.263327
4456.20 0.158567
4456.72 0.107652
4457.24 0.0791868
4458.28 0.0499961
4459.32 0.0360043
4460.36 0.0281853
4462.44 0.0201241
4464.52 0.0162027
4466.60 0.0139866
4470.77 0.0117388
4479.09 0.0105804
4487.42 0.0116037
4495.74 0.0152423
4499.91 0.0190578
4504.07 0.0259356
4508.23 0.0401803
4510.31 0.0539612
4512.39 0.0784572
4513.43 0.0987044
4514.48 0.129148
4515.52 0.178147
4516.56 0.264714
4517.08 0.335719
4517.60 0.441036
4518.12 0.607357
4518.64 0.892765
4519.16 1.44611
4519.42 1.93900
4519.68 2.73323
4519.94 4.12744
4520.07 5.25097
4520.20 6.88306
4520.33 9.35973
4520.46 13.3089
4520.52 16.1756
4520.59 19.9210
4520.65 24.8318
4520.72 31.2099
4520.86 49.9233
4521.00 62.3972
4521.07 58.6778
4521.14 49.9203
4521.28 31.2075
4521.40 20.5230
4521.52 14.0287
4521.65 10.0306
4521.77 7.48309
4522.01 4.55764
4522.25 3.05244
4522.49 2.17999
4522.73 1.63625
4523.21 1.02072
4523.70 0.700939
4524.18 0.514644
4525.15 0.319023
4526.11 0.225588
4527.08 0.176285
4529.01 0.137937
4530.94 0.148134
4531.90 0.174956
4532.87 0.229701
4533.84 0.346675
4534.32 0.457881
4534.80 0.647527
4535.28 1.01184
4535.53 1.33509
4535.77 1.85037
4536.01 2.75167
4536.25 4.50744
4536.37 6.07651
4536.49 8.53185
4536.61 12.6221
4536.73 19.4316
4536.87 31.0278
4537.00 38.6714
4537.14 30.9567
4537.27 19.4036
4537.35 14.4251
4537.43 10.9207
4537.60 6.72880
4537.76 4.53891
4537.93 3.30747
4538.09 2.56380
4538.25 2.10732
4538.58 1.68211
4538.91 1.72981
4539.07 1.97483
4539.23 2.48623
4539.40 3.55136
4539.48 4.50711
4539.56 5.99918
4539.64 8.55007
4539.72 13.2760
4539.77 17.2322
4539.81 23.0987
4539.85 32.0228
4539.89 45.2010
4539.92 58.1160
4539.94 72.3458
4540.00 90.0154
4540.06 71.8133
4540.11 45.1532
4540.15 32.2280
4540.19 23.7325
4540.27 13.9977
4540.34 9.05656
4540.42 6.34580
4540.50 4.68018
4540.57 3.61420
4540.73 2.35533
4540.88 1.67435
4541.03 1.26399
4541.34 0.813603
