Au-197(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1135.31 18.9724
1135.47 13.7705
1135.64 10.4485
1135.98 6.59415
1136.31 4.53190
1136.64 3.31041
1137.31 1.99367
1137.98 1.33641
1138.65 0.962470
1139.32 0.729621
1139.99 0.575044
1141.33 0.388442
1142.66 0.284663
1145.34 0.179505
1148.01 0.130619
1150.69 0.104916
1156.04 0.0837900
1161.39 0.0840951
1166.73 0.106434
1169.41 0.134174
1172.08 0.190061
1173.42 0.242262
1174.76 0.335560
1175.43 0.420124
1176.10 0.582870
1176.43 0.754352
1176.60 0.902528
1176.76 1.14624
1176.93 1.60815
1177.02 2.02487
1177.10 2.70038
1177.18 3.94665
1177.22 4.99887
1177.27 6.55607
1177.31 9.12909
1177.35 13.6356
1177.39 22.2686
1177.43 39.2728
1177.45 50.0993
1177.47 62.4718
1177.50 77.9398
1177.53 62.4862
1177.57 39.3031
1177.61 23.5025
1177.64 15.2570
1177.68 10.6219
1177.71 7.83955
1177.79 4.87355
1177.86 3.43752
1177.93 2.63965
1178.00 2.16980
1178.15 1.67428
1178.44 1.35140
1178.72 1.32846
1179.30 1.62222
1179.88 2.31520
1180.45 3.77340
1180.74 5.13893
1181.03 7.42606
1181.18 9.21159
1181.32 11.7078
1181.46 15.3662
1181.61 21.0133
1181.75 30.4108
1181.83 37.4936
1181.90 47.2006
1181.97 60.8648
1182.04 80.6192
1182.11 109.769
1182.19 152.691
1182.29 244.839
1182.40 305.547
1182.51 243.882
1182.62 152.643
1182.71 100.447
1182.80 68.6938
1182.89 49.1288
1182.98 36.5702
1183.17 22.2770
1183.35 14.8903
1183.54 10.6260
1183.72 7.95612
1184.09 4.93852
1184.46 3.36744
1184.82 2.44885
1185.19 1.86648
1185.56 1.47462
1186.30 0.997206
1187.03 0.729420
1187.77 0.565250
1188.50 0.458368
1189.97 0.334708
1191.45 0.273200
1194.39 0.237086
1197.33 0.281417
1198.81 0.347347
1200.28 0.475588
1201.75 0.751263
1202.48 1.02036
1203.22 1.49543
1203.96 2.45697
1204.32 3.35614
1204.51 4.01030
1204.69 4.88138
1204.88 6.07618
1205.06 7.77543
1205.24 10.3037
1205.43 14.2887
1205.52 17.1941
1205.61 21.0603
1205.70 26.3417
1205.80 33.7769
1205.89 44.6057
1205.98 60.9538
1206.07 86.4153
1206.16 125.722
1206.28 201.079
1206.40 251.295
1206.52 201.036
1206.64 125.681
1206.72 88.4806
1206.81 64.1021
1206.89 47.8883
1206.98 36.8408
1207.14 23.4228
1207.31 16.1234
1207.48 11.7231
1207.65 8.91349
1207.99 5.64863
1208.32 3.91062
1208.66 2.88066
1209.33 1.77747
1210.01 1.23549
1210.68 0.935192
1212.03 0.650268
1213.38 0.564236
1214.73 0.626657
1215.40 0.761678
1215.74 0.894390
1216.07 1.12557
1216.41 1.58659
1216.58 2.01883
1216.75 2.75463
1216.92 4.19510
1217.00 5.48769
1217.09 7.59936
1217.17 11.4530
1217.21 14.6115
1217.25 19.3185
1217.30 26.7135
1217.32 32.0602
1217.34 39.0875
1217.36 48.4849
1217.38 61.2446
1217.40 78.7169
1217.42 102.438
1217.44 131.545
1217.46 163.002
1217.50 203.172
1217.52 190.802
1217.54 163.010
1217.58 102.461
1217.61 65.7260
1217.65 44.1642
1217.69 31.2741
1217.72 23.1881
1217.79 14.1954
1217.87 9.70018
1217.94 7.10298
1218.01 5.51899
1218.15 3.74527
1218.30 2.84780
1218.44 2.35429
1218.72 1.89991
1219.30 1.81315
1219.87 2.26305
1220.44 3.36928
1220.73 4.39548
1221.02 6.04760
1221.30 8.93195
1221.59 14.4882
1221.73 19.3492
1221.87 26.8834
1222.02 39.0236
1222.16 58.8015
1222.33 93.9784
1222.50 117.413
1222.67 93.9393
1222.84 58.7539
1223.00 37.0970
1223.16 24.6531
1223.32 17.2483
1223.48 12.6677
1223.80 7.58666
1224.12 5.03177
1224.45 3.58145
1224.77 2.68321
1225.41 1.67856
1226.05 1.15831
1226.69 0.855533
1227.97 0.534513
1229.26 0.377487
1230.54 0.290259
1233.11 0.207543
1235.67 0.187092
1236.95 0.197612
1238.24 0.231405
1239.52 0.316489
1240.16 0.404297
1240.80 0.563890
1241.45 0.897340
1241.77 1.21846
1242.09 1.77795
1242.41 2.89335
1242.57 3.92206
1242.73 5.62223
1242.89 8.77210
1242.97 11.4215
1243.05 15.4555
1243.13 21.9818
1243.21 33.3696
1243.25 42.3767
1243.29 55.0600
1243.33 73.1910
1243.37 98.9800
1243.44 159.030
1243.50 198.349
1243.57 158.044
1243.63 98.9654
1243.70 60.2412
1243.77 38.8707
1243.83 26.6889
1243.90 19.3021
1243.97 14.5518
1244.03 11.3409
1244.17 7.43003
1244.30 5.24304
1244.44 3.90303
1244.70 2.41946
1244.97 1.66260
1245.24 1.22661
1245.78 0.772883
1246.31 0.558304
1246.85 0.445775
1247.92 0.361040
1248.99 0.395009
1249.53 0.470316
1250.06 0.626119
1250.60 0.970483
1250.87 1.30999
1251.14 1.91220
1251.40 3.12900
1251.54 4.26309
1251.67 6.17731
1251.81 9.77848
1251.87 12.8949
1251.94 17.7575
1252.01 25.9005
1252.04 32.2693
1252.07 40.8533
1252.11 53.5205
1252.14 71.6685
1252.17 99.9995
1252.21 141.644
1252.23 182.567
1252.25 227.242
1252.30 282.566
1252.32 264.996
1252.35 225.289
1252.39 141.629
1252.45 80.3007
1252.50 49.6707
1252.56 32.9243
1252.61 23.3713
1252.67 17.2951
1252.72 13.3505
1252.83 8.62868
1252.94 6.01305
1253.05 4.43347
1253.26 2.71228
1253.48 1.83802
1253.70 1.33836
1253.92 1.02489
1254.13 0.815336
1254.57 0.560729
1255.00 0.418263
1255.87 0.271906
1256.74 0.201950
1257.61 0.163312
1259.35 0.125032
1262.82 0.103374
1266.30 0.111137
1269.78 0.148520
1271.52 0.189476
1273.25 0.264883
1274.99 0.423336
1275.86 0.576636
1276.73 0.846500
1277.60 1.38945
1278.04 1.89568
1278.47 2.74868
1278.90 4.36107
1279.12 5.75790
1279.34 7.94438
1279.56 11.6463
1279.77 18.4776
1279.88 24.2441
1279.99 32.7510
1280.10 45.8955
1280.21 65.8733
1280.35 105.416
1280.50 131.497
1280.65 105.108
1280.79 65.8583
1280.91 45.0076
1281.02 31.7181
1281.14 23.2037
1281.25 17.6139
1281.48 11.0162
1281.70 7.50757
1281.93 5.44289
1282.16 4.14934
1282.61 2.70685
1283.07 2.04004
1283.52 1.91315
1283.75 2.18793
1283.86 2.53105
1283.97 3.16430
1284.09 4.44371
1284.15 5.59149
1284.20 7.38671
1284.26 10.5187
1284.32 16.4807
1284.34 21.7274
1284.37 29.4535
1284.40 41.5454
1284.43 60.5933
1284.46 96.8544
1284.50 121.186
1284.54 96.8262
1284.57 60.5395
1284.60 43.1317
1284.62 31.5123
1284.67 18.6250
1284.72 12.0966
1284.77 8.56152
1284.82 6.38098
1284.87 4.99850
1284.97 3.37277
1285.07 2.48171
1285.16 1.94803
1285.36 1.35158
1285.56 1.03702
1285.76 0.847556
1286.15 0.630171
1286.94 0.428313
1287.73 0.329711
1289.30 0.230944
1290.88 0.183594
1294.04 0.146848
1297.19 0.148774
1300.35 0.188518
1301.92 0.234927
1303.50 0.321686
1305.08 0.505930
1305.87 0.686069
1306.65 1.00643
1307.05 1.27075
1307.44 1.66428
1307.84 2.28911
1308.23 3.36915
1308.43 4.23665
1308.63 5.48823
1308.82 7.39730
1309.02 10.5123
1309.12 12.8745
1309.22 16.0826
1309.32 20.6848
1309.41 27.4258
1309.51 38.0231
1309.61 55.3298
1309.71 86.0341
1309.76 109.594
1309.81 141.120
1309.90 225.798
1310.00 282.262
1310.10 225.765
1310.19 141.088
1310.26 99.5868
1310.33 72.3660
1310.39 54.1877
1310.46 41.7600
1310.60 26.5946
1310.73 18.3304
1310.87 13.3296
1311.00 10.1363
1311.27 6.42547
1311.54 4.43672
1311.81 3.25626
1312.34 1.98929
1312.88 1.35998
1313.42 1.00566
1314.49 0.646048
1315.57 0.483998
1316.64 0.406557
1318.79 0.374940
1320.94 0.468655
1322.02 0.587960
1323.09 0.809347
1324.17 1.26103
1324.71 1.68061
1325.24 2.38159
1325.78 3.68538
1326.05 4.79887
1326.32 6.50529
1326.59 9.31757
1326.85 14.3136
1326.99 18.3836
1327.12 24.1899
1327.26 32.6841
1327.39 45.0699
1327.60 72.0270
1327.80 89.8483
1328.01 71.8709
1328.21 44.9554
1328.42 27.4817
1328.63 17.8505
1328.84 12.3404
1329.04 8.99285
1329.25 6.83114
1329.46 5.38025
1329.88 3.62299
1330.29 2.65638
1330.71 2.08946
1331.54 1.55685
1332.37 1.51773
1332.79 1.70516
1333.21 2.14781
1333.62 3.15691
1333.83 4.13824
1334.04 5.83294
1334.25 9.09419
1334.35 11.9709
1334.46 16.5412
1334.56 24.3884
1334.61 30.5689
1334.66 39.3495
1334.72 52.2879
1334.77 72.1217
1334.82 103.633
1334.87 154.130
1334.94 246.481
1335.00 308.086
1335.06 246.451
1335.13 154.088
1335.20 91.5933
1335.27 58.4834
1335.33 39.6952
1335.40 28.6248
1335.47 21.4683
1335.54 16.7352
1335.68 10.9596
1335.81 7.74967
1335.95 5.78941
1336.22 3.62765
1336.50 2.51727
1336.77 1.87566
1337.32 1.19505
1337.87 0.858892
1338.41 0.668378
1339.51 0.471621
1340.60 0.380589
1341.70 0.337317
1343.88 0.328895
1346.07 0.417508
1347.17 0.525400
1348.26 0.726192
1349.36 1.14153
1349.90 1.53187
1350.45 2.19436
1351.00 3.45252
1351.27 4.55016
1351.55 6.26920
1351.82 9.19009
1351.96 11.4614
1352.09 14.6225
1352.23 19.2367
1352.37 26.1683
1352.50 36.8969
1352.64 53.4159
1352.82 85.3905
1353.00 106.694
1353.18 85.3672
1353.36 53.3961
1353.55 32.0786
1353.74 20.5585
1353.93 14.0364
1354.12 10.1380
1354.31 7.63427
1354.50 5.96001
1354.88 3.92793
1355.26 2.80258
1355.63 2.12223
1356.39 1.39822
1357.15 1.09384
1357.91 1.09563
1358.29 1.31284
1358.48 1.56213
1358.67 2.02165
1358.86 2.97073
1358.95 3.85580
1359.05 5.31911
1359.14 8.04990
1359.19 10.3396
1359.23 13.8227
1359.28 19.6038
1359.33 29.5220
1359.38 48.3801
1359.40 64.5087
1359.42 86.4276
1359.44 111.436
1359.46 138.482
1359.50 171.911
1359.54 137.051
1359.58 86.4109
1359.61 60.6256
1359.63 43.6737
1359.66 32.5168
1359.69 24.9805
1359.75 15.9490
1359.80 11.1096
1359.86 8.15923
1359.91 6.27193
1360.02 4.10777
1360.14 2.94473
1360.25 2.26051
1360.47 1.52180
1360.69 1.15216
1360.91 0.943338
1361.36 0.734410
1362.25 0.621248
1363.14 0.685655
1364.03 0.947200
1364.48 1.22723
1364.92 1.72942
1365.37 2.74007
1365.59 3.66802
1365.81 5.19491
1366.04 7.98577
1366.15 10.3065
1366.26 13.7935
1366.37 19.3951
1366.48 28.8501
1366.54 36.2150
1366.59 46.1653
1366.65 60.2549
1366.70 79.3492
1366.80 127.001
1366.90 158.279
1367.00 126.466
1367.10 79.3238
1367.21 46.7824
1367.31 29.5099
1367.42 19.9563
1367.53 14.3261
1367.64 10.7195
1367.74 8.32784
1367.96 5.42672
1368.17 3.81886
1368.39 2.83895
1368.82 1.75802
1369.25 1.20686
1369.68 0.888097
1370.54 0.551781
1371.40 0.386326
1372.26 0.292228
1373.98 0.193682
1375.70 0.145176
1377.42 0.117627
1380.86 0.0900022
1384.30 0.0806534
1387.74 0.0881078
1389.46 0.106819
1390.32 0.126853
1391.18 0.164127
1392.04 0.243956
1392.47 0.322813
1392.90 0.464654
1393.11 0.582400
1393.33 0.759507
1393.54 1.04366
1393.76 1.54197
1393.97 2.53797
1394.08 3.46333
1394.19 4.99706
1394.30 7.87412
1394.35 10.3385
1394.40 14.0548
1394.46 20.2668
1394.51 31.3912
1394.54 40.4164
1394.57 53.4224
1394.59 72.5312
1394.62 99.2835
1394.64 127.991
1394.66 159.285
1394.70 199.479
1394.74 159.278
1394.78 99.2764
1394.81 68.4028
1394.84 49.0386
1394.87 36.0058
1394.90 27.5607
1394.97 17.3258
1395.03 11.8128
1395.09 8.54386
1395.15 6.45893
1395.27 4.07431
1395.39 2.79850
1395.51 2.04969
1395.76 1.24206
1396.00 0.840160
1396.24 0.613392
1396.49 0.472557
1396.73 0.379192
1397.22 0.266939
1397.70 0.204978
1398.67 0.142712
1399.65 0.114095
1400.62 0.0991901
1402.56 0.0865341
1406.45 0.0868962
1410.34 0.105504
1414.24 0.149856
1416.18 0.192111
1418.13 0.263800
1420.07 0.400695
1421.04 0.522934
1422.02 0.723390
1422.99 1.09640
1423.47 1.42428
1423.96 1.95916
1424.45 2.95206
1424.57 3.34077
1424.69 3.81941
1424.81 4.43059
1424.93 5.21632
1425.06 6.27227
1425.18 7.71555
1425.30 9.80526
1425.42 12.9358
1425.48 15.1533
1425.54 18.0184
1425.60 21.7984
1425.66 26.8033
1425.72 33.8204
1425.78 43.7490
1425.85 58.0329
1425.91 78.0971
1426.00 124.322
1426.10 154.820
1426.20 124.107
1426.30 78.6938
1426.37 56.1447
1426.44 41.3315
1426.51 31.6156
1426.57 25.1804
1426.71 17.5172
1426.85 13.6506
1427.13 10.7612
1427.41 11.1320
1427.69 14.2390
1427.83 17.2797
1427.97 21.9991
1428.11 29.5758
1428.25 42.1087
1428.39 64.0743
1428.52 103.565
1428.66 164.836
1428.80 205.587
1428.94 164.640
1429.08 103.203
1429.23 60.2891
1429.39 37.8330
1429.54 25.5351
1429.70 18.2785
1429.85 13.6975
1430.01 10.6400
1430.32 6.95728
1430.63 4.91496
1430.94 3.66708
1431.56 2.28362
1432.18 1.57296
1432.80 1.15956
1434.04 0.722324
1435.28 0.509693
1436.52 0.393543
1439.00 0.291445
1441.48 0.286768
1442.72 0.323806
1443.95 0.410464
1445.19 0.610893
1445.81 0.811771
1446.43 1.17151
1447.05 1.90663
1447.36 2.59932
1447.67 3.78223
1447.98 6.04767
1448.14 8.04542
1448.29 11.2245
1448.45 16.7018
1448.53 21.0655
1448.60 27.2085
1448.68 36.4272
1448.76 50.4682
1448.84 72.8950
1448.91 109.060
1449.01 174.861
1449.10 218.117
1449.19 174.089
1449.29 109.034
1449.36 73.9862
1449.43 52.0749
1449.51 38.0553
1449.58 28.7902
1449.73 17.8795
1449.87 12.1301
1450.02 8.73004
1450.17 6.59099
1450.46 4.14186
1450.75 2.84750
1451.04 2.08554
1451.63 1.27288
1452.22 0.870638
1452.80 0.643644
1453.97 0.410443
1455.14 0.300389
1456.31 0.241549
1458.65 0.190219
1461.00 0.183436
1463.34 0.219118
1464.51 0.272785
1465.09 0.323306
1465.68 0.410237
1466.26 0.583968
1466.56 0.747964
1466.85 1.03247
1467.14 1.60555
1467.29 2.14035
1467.43 3.05224
1467.58 4.82015
1467.65 6.38138
1467.73 8.88506
1467.80 13.2516
1467.87 21.7980
1467.91 29.5314
1467.95 41.4051
1467.96 50.4433
1467.98 61.5845
1468.00 76.0229
1468.02 94.5617
1468.04 121.835
1468.06 151.566
1468.10 189.754
1468.12 177.986
1468.14 151.567
1468.18 94.5686
1468.22 63.0237
1468.25 44.0232
1468.28 31.7368
1468.32 23.9801
1468.38 14.8677
1468.45 10.0996
1468.52 7.32683
1468.58 5.58354
1468.72 3.61988
1468.85 2.59126
1468.98 2.00056
1469.25 1.39280
1469.52 1.12789
1469.79 1.01954
1470.32 1.06201
1470.85 1.43889
1471.12 1.84971
1471.39 2.58071
1471.66 4.01863
1471.79 5.31531
1471.92 7.39497
1472.06 11.0832
1472.12 14.0662
1472.19 18.3342
1472.26 24.9113
1472.32 35.4390
1472.39 53.1488
1472.46 82.9516
1472.53 132.573
1472.60 165.647
1472.67 132.559
1472.74 82.9356
1472.81 54.5270
1472.87 37.5043
1472.93 26.9626
1472.99 20.1683
1473.11 12.3588
1473.23 8.34861
1473.36 6.01087
1473.48 4.55816
1473.72 2.90739
1473.97 2.04841
1474.21 1.54718
1474.70 1.01900
1475.19 0.765128
1475.68 0.628178
1476.66 0.505663
1478.62 0.488576
1480.58 0.626386
1482.54 0.976565
1483.52 1.31986
1484.50 1.91199
1484.99 2.38129
1485.48 3.05416
1485.97 4.06482
1486.46 5.67717
1486.71 6.86597
1486.95 8.46367
1487.20 10.6732
1487.44 13.8326
1487.69 18.5274
1487.93 25.8037
1488.18 37.5269
1488.42 56.5101
1488.71 90.0996
1489.00 112.356
1489.29 90.0564
1489.58 56.4671
1489.91 32.7095
1490.24 20.3889
1490.57 13.6574
1490.90 9.71655
1491.23 7.23186
1491.56 5.58545
1492.22 3.61054
1492.88 2.52481
1493.53 1.86777
1494.85 1.15242
1496.17 0.802490
1497.49 0.639020
1498.15 0.630227
1498.80 0.747091
1499.13 0.954387
1499.30 1.16473
1499.46 1.53590
1499.63 2.27935
1499.71 2.95233
1499.79 4.05421
1499.88 6.06281
1499.92 7.70253
1499.96 10.1344
1500.00 13.9275
1500.04 20.2071
1500.08 31.2787
1500.12 51.4522
1500.16 82.4088
1500.20 102.308
1500.24 81.5780
1500.28 51.4404
1500.31 36.4162
1500.34 26.4307
1500.36 19.7951
1500.39 15.2781
1500.45 9.82080
1500.50 6.83248
1500.56 5.04083
1500.62 3.88885
1500.73 2.55224
1500.84 1.83759
1500.95 1.41134
1501.17 0.949834
1501.40 0.714539
1501.62 0.577411
1502.07 0.428722
1502.96 0.301815
1503.86 0.242989
1505.65 0.181555
1507.44 0.146885
1511.02 0.107336
1514.60 0.0863674
1518.18 0.0761522
1521.75 0.0778970
1523.54 0.0893915
1524.44 0.102578
1525.33 0.127659
1526.23 0.182086
1526.68 0.236168
1527.12 0.333370
1527.57 0.535993
1527.80 0.731348
1528.02 1.07193
1528.24 1.75433
1528.35 2.38396
1528.47 3.42371
1528.58 5.36150
1528.63 7.01052
1528.69 9.53945
1528.75 13.6717
1528.80 20.9851
1528.86 35.2047
1528.89 47.3147
1528.91 64.0399
1528.96 102.431
1529.00 128.023
1529.04 102.427
1529.09 64.0352
1529.13 39.8415
1529.17 26.3558
1529.22 18.2676
1529.26 13.3872
1529.30 10.1277
1529.34 7.95417
1529.43 5.26495
1529.51 3.72316
1529.60 2.77273
1529.77 1.71841
1529.94 1.17280
1530.11 0.858129
1530.44 0.525937
1530.78 0.363238
1531.12 0.272211
1531.80 0.179073
1532.48 0.135108
1533.15 0.111288
1534.51 0.0885546
1537.22 0.0779061
1539.92 0.0866407
1542.63 0.117463
1543.99 0.150474
1545.34 0.211488
1546.02 0.263041
1546.70 0.341451
1547.37 0.469212
1548.05 0.698191
1548.39 0.888010
1548.73 1.17186
1549.07 1.62695
1549.40 2.41841
1549.74 3.99220
1549.91 5.42901
1550.08 7.80783
1550.25 12.1917
1550.34 15.8875
1550.42 21.4192
1550.50 30.4141
1550.55 36.9819
1550.59 45.7606
1550.63 58.0791
1550.67 74.8965
1550.72 98.6248
1550.76 131.901
1550.83 211.871
1550.90 264.299
1550.94 248.481
1550.97 210.667
1551.04 131.882
1551.12 80.3248
1551.19 52.1223
1551.26 35.9175
1551.33 26.0326
1551.41 19.5759
1551.48 15.2675
1551.62 9.99805
1551.77 7.02283
1551.91 5.20948
1552.20 3.18922
1552.49 2.15555
1552.78 1.55780
1553.07 1.18167
1553.36 0.929902
1553.93 0.624617
1554.51 0.453904
1555.09 0.349154
1555.67 0.280617
1556.82 0.199769
1557.98 0.156859
1560.29 0.118962
1562.60 0.110949
1564.91 0.124040
1566.07 0.142574
1567.22 0.181876
1567.80 0.224242
1568.38 0.323003
1568.67 0.443132
1568.81 0.554885
1568.96 0.744422
1569.10 1.11546
1569.17 1.44803
1569.24 1.99117
1569.32 2.96591
1569.35 3.77018
1569.39 4.96661
1569.42 6.84193
1569.46 9.97052
1569.50 15.5527
1569.53 25.9036
1569.57 41.4990
1569.60 51.9703
1569.63 41.5011
1569.67 25.9084
1569.70 17.3432
1569.72 12.0509
1569.75 8.74531
1569.78 6.60106
1569.84 4.13526
1569.89 2.86600
1569.95 2.11286
1570.00 1.64078
1570.11 1.11151
1570.23 0.835060
1570.34 0.677244
1570.56 0.515977
1571.01 0.413462
1571.45 0.404852
1572.34 0.489313
1573.23 0.691319
1574.12 1.11972
1574.57 1.52351
1575.01 2.20588
1575.46 3.49670
1575.68 4.61753
1575.91 6.36222
1576.13 9.30669
1576.35 14.7482
1576.46 19.3306
1576.57 26.0768
1576.69 36.3523
1576.80 52.0301
1576.95 83.2190
1577.10 104.003
1577.25 83.2008
1577.40 52.0119
1577.51 36.6807
1577.62 26.5146
1577.73 19.7711
1577.84 15.1868
1578.05 9.65636
1578.27 6.64343
1578.48 4.82921
1578.70 3.66468
1579.13 2.31923
1579.56 1.60102
1579.99 1.17610
1580.86 0.719883
1581.72 0.494467
1582.58 0.368750
1583.44 0.293633
1584.31 0.247967
1586.03 0.212549
1586.90 0.221167
1587.76 0.257932
1588.62 0.356191
1589.05 0.459572
1589.48 0.648851
1589.92 1.04663
1590.13 1.43046
1590.35 2.09798
1590.56 3.42840
1590.67 4.64782
1590.78 6.64555
1590.89 10.3263
1590.94 13.4200
1590.99 18.1052
1591.05 25.6267
1591.10 38.6004
1591.13 48.7421
1591.16 62.8664
1591.18 82.7813
1591.21 109.456
1591.23 140.082
1591.25 175.081
1591.30 218.828
1591.32 205.958
1591.35 175.073
1591.39 109.447
1591.44 68.7476
1591.48 45.7823
1591.52 31.8885
1591.57 23.4435
1591.65 13.9852
1591.74 9.27457
1591.83 6.56462
1591.91 4.90511
1592.09 3.03421
1592.26 2.06447
1592.43 1.50433
1592.61 1.15006
1592.78 0.911886
1593.13 0.620829
1593.47 0.457319
1594.16 0.288877
1594.86 0.207997
1595.55 0.163020
1596.93 0.117634
1598.32 0.0971854
1599.71 0.0877716
1602.48 0.0870459
1605.25 0.110052
1606.63 0.138138
1608.02 0.191822
1608.71 0.237743
1609.40 0.308107
1610.10 0.423288
1610.79 0.630067
1611.13 0.802027
1611.48 1.05958
1611.83 1.47165
1612.17 2.19127
1612.52 3.62574
1612.69 4.93885
1612.87 7.11885
1613.04 11.1199
1613.13 14.5183
1613.21 19.6240
1613.30 27.9635
1613.34 34.0818
1613.38 42.2928
1613.43 53.8638
1613.47 69.7613
1613.51 92.3428
1613.56 124.228
1613.63 199.129
1613.70 248.063
1613.77 198.004
1613.84 124.211
1613.90 86.9201
1613.95 62.7994
1614.00 46.8096
1614.05 35.9425
1614.15 22.8340
1614.25 15.6669
1614.35 11.3751
1614.46 8.61885
1614.66 5.42707
1614.87 3.72029
1615.07 2.71322
1615.27 2.06756
1615.48 1.62929
1615.89 1.08895
1616.29 0.782830
1616.70 0.592457
1617.11 0.466109
1617.93 0.314071
1618.74 0.229818
1619.56 0.178455
1620.38 0.145025
1622.01 0.105995
1623.64 0.0858056
1626.91 0.0703828
1630.18 0.0745866
1631.81 0.0853055
1633.44 0.107030
1635.08 0.153421
1635.89 0.198042
1636.71 0.276141
1637.53 0.434523
1637.94 0.584789
1638.34 0.846817
1638.75 1.37344
1638.96 1.86360
1639.16 2.69552
1639.36 4.28029
1639.47 5.67293
1639.57 7.88342
1639.67 11.6808
1639.77 18.9378
1639.82 25.2335
1639.87 34.9172
1639.93 50.3730
1639.98 75.2740
1640.04 120.342
1640.10 150.385
1640.16 120.342
1640.22 75.2812
1640.29 44.0694
1640.36 27.8474
1640.43 18.8753
1640.50 13.5489
1640.57 10.1357
1640.63 7.89449
1640.77 5.19724
1640.91 3.70189
1641.04 2.80656
1641.32 1.84020
1641.59 1.37669
1641.86 1.14559
1642.41 1.03931
1642.95 1.30845
1643.23 1.66371
1643.50 2.32787
1643.77 3.69560
1643.91 4.97172
1644.04 7.08679
1644.18 11.0174
1644.25 14.3214
1644.32 19.3492
1644.38 27.4738
1644.42 33.5058
1644.45 41.6216
1644.49 52.7867
1644.52 68.4751
1644.55 90.8414
1644.59 122.552
1644.64 195.994
1644.70 244.949
1644.73 230.543
1644.76 195.978
1644.81 122.530
1644.87 71.8382
1644.94 45.4336
1645.00 30.7772
1645.06 22.0513
1645.12 16.5115
1645.18 12.8015
1645.30 8.32376
1645.42 5.84058
1645.55 4.32661
1645.79 2.65604
1646.03 1.80419
1646.28 1.31168
1646.52 1.00120
1646.77 0.792678
1647.25 0.537736
1647.74 0.393749
1648.72 0.244109
1649.70 0.171242
1650.67 0.130168
1652.62 0.0878972
1654.58 0.0685278
1656.53 0.0610668
1657.51 0.0628107
1658.48 0.0753843
1658.97 0.0952152
1659.46 0.151211
1659.70 0.225340
1659.95 0.416612
1660.07 0.650645
1660.19 1.19508
1660.25 1.78340
1660.31 2.94212
1660.34 4.00061
1660.37 5.62672
1660.40 8.42726
1660.43 13.0173
1660.47 20.9130
1660.50 25.9657
1660.53 20.6651
1660.57 13.0166
1660.60 8.31050
1660.63 5.55798
1660.66 3.91608
1660.69 2.91410
1660.75 1.76940
1660.81 1.18680
1660.93 0.646339
1661.06 0.413348
1661.30 0.221729
1661.55 0.147298
1662.03 0.0898712
1662.52 0.0684018
1663.50 0.0521447
1664.48 0.0460829
1668.39 0.0408393
1672.30 0.0434656
1676.21 0.0515419
1680.13 0.0696274
1682.08 0.0870524
1684.04 0.117589
1685.99 0.179929
1686.97 0.239945
1687.95 0.346575
1688.44 0.434666
1688.93 0.567116
1689.42 0.780232
1689.90 1.15688
1690.15 1.46560
1690.39 1.92178
1690.64 2.64382
1690.88 3.87373
1691.13 6.24922
1691.25 8.34677
1691.37 11.7005
1691.49 17.5199
1691.55 22.1547
1691.62 28.8113
1691.68 38.7615
1691.74 54.3079
1691.80 79.6335
1691.86 121.437
1691.93 194.635
1692.00 242.443
1692.07 193.523
1692.14 121.425
1692.19 85.7198
1692.24 62.3928
1692.29 46.5200
1692.34 35.9060
1692.44 22.8931
1692.54 15.7511
1692.64 11.4642
1692.74 8.70685
1692.93 5.52110
1693.13 3.81143
1693.33 2.79709
1693.72 1.70966
1694.12 1.16977
1694.51 0.866577
1695.31 0.560283
1696.10 0.424461
1696.89 0.362397
1698.47 0.350036
1700.05 0.464446
1700.84 0.602838
1701.63 0.861769
1702.03 1.07884
1702.42 1.40396
1702.82 1.92313
1703.22 2.81853
1703.61 4.56896
1703.81 6.14274
1704.01 8.68207
1704.11 10.5942
1704.20 13.2050
1704.30 16.8886
1704.40 22.2947
1704.50 30.6101
1704.60 44.1144
1704.70 67.2909
1704.75 84.6727
1704.80 107.536
1704.90 172.249
1705.00 214.775
1705.10 171.552
1705.20 107.514
1705.32 62.3060
1705.43 38.8075
1705.55 26.0105
1705.66 18.4946
1705.78 13.7697
1705.89 10.6285
1706.12 6.86566
1706.35 4.79493
1706.58 3.53940
1707.04 2.16221
1707.50 1.46491
1707.96 1.06443
1708.42 0.813741
1708.88 0.647023
1709.80 0.445865
1710.72 0.335175
1712.56 0.228867
1714.40 0.193033
1716.24 0.210842
1717.16 0.262005
1717.62 0.316571
1718.08 0.416745
1718.54 0.627813
1718.77 0.832359
1719.00 1.19256
1719.23 1.91669
1719.34 2.58962
1719.46 3.72302
1719.57 5.84961
1719.63 7.70487
1719.69 10.5423
1719.75 15.3639
1719.80 24.0156
1719.83 31.2947
1719.86 41.5737
1719.89 57.5282
1719.92 80.5868
1719.94 103.865
1719.96 129.240
1720.00 161.833
1720.02 151.787
1720.04 129.236
1720.08 80.5827
1720.11 59.5883
1720.13 44.8356
1720.18 27.1916
1720.23 17.9291
1720.28 12.6208
1720.33 9.33962
1720.38 7.18461
1720.48 4.63406
1720.58 3.24674
1720.68 2.41216
1720.88 1.50363
1721.08 1.04726
1721.28 0.786848
1721.68 0.517696
1722.08 0.390315
1722.48 0.321928
1723.28 0.259950
1724.88 0.245262
1726.48 0.301353
1728.08 0.453385
1728.88 0.608036
