Sn-118(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 11.0558
1.25000E-05 9.88861
1.50000E-05 9.02703
2.00000E-05 7.81763
2.75000E-05 6.66690
3.50000E-05 5.90957
4.25000E-05 5.36285
5.00000E-05 4.94430
6.25000E-05 4.42232
7.50000E-05 4.03701
0.000100000 3.49615
0.000125000 3.12705
0.000150000 2.85459
0.000200000 2.47215
0.000275000 2.10826
0.000350000 1.86877
0.000425000 1.69588
0.000500000 1.56352
0.000625000 1.39846
0.000750000 1.27661
0.00100000 1.10557
0.00125000 0.988853
0.00150000 0.902694
0.00200000 0.781753
0.00275000 0.666678
0.00350000 0.590944
0.00425000 0.536270
0.00500000 0.494414
0.00625000 0.442214
0.00750000 0.403681
0.0100000 0.349592
0.0125000 0.312679
0.0150000 0.285431
0.0200000 0.247183
0.0253000 0.219764
0.0314750 0.197023
0.0376500 0.180136
0.0500000 0.156301
0.0625000 0.139788
0.0750000 0.127598
0.100000 0.110485
0.125000 0.0988045
0.150000 0.0901809
0.200000 0.0780733
0.275000 0.0665484
0.350000 0.0589600
0.500000 0.0492815
0.750000 0.0401737
1.00000 0.0347364
1.50000 0.0282744
2.00000 0.0244129
2.75000 0.0207295
3.50000 0.0182996
5.00000 0.0151968
7.50000 0.0122859
10.0000 0.0105754
15.0000 0.00866839
20.0000 0.00779808
26.4237 0.00786988
29.6356 0.00867236
32.8474 0.0105985
36.0593 0.0152926
37.6652 0.0202271
39.2711 0.0294796
40.0741 0.0374116
40.8770 0.0496696
41.6800 0.0700103
42.4830 0.107348
42.8844 0.138941
43.2859 0.187319
43.6874 0.266796
44.0889 0.410914
44.2896 0.531523
44.4904 0.714352
44.6911 1.01073
44.8918 1.53815
44.9922 1.97143
45.0926 2.61648
45.1930 3.63687
45.2933 5.38982
45.3937 8.78030
45.4439 11.8027
45.4941 16.6667
45.5443 25.1899
45.5944 41.9742
45.6195 57.0078
45.6446 80.8733
45.6697 120.608
45.6948 187.987
45.7224 301.004
45.7500 376.479
45.7776 301.182
45.8052 188.212
45.8380 106.329
45.8708 65.0841
45.9035 43.1186
45.9363 30.4102
45.9691 22.5013
46.0018 17.2841
46.0674 11.0796
46.1329 7.68816
46.1985 5.64128
46.3296 3.40463
46.4606 2.27566
46.5917 1.62818
46.7228 1.22288
46.8539 0.952534
47.1161 0.625531
47.3783 0.442812
47.6404 0.330431
47.9026 0.256406
48.4270 0.167981
48.9513 0.119150
49.4757 0.0893418
50.0000 0.0698020
50.7813 0.0511460
51.5625 0.0394293
53.1250 0.0260570
54.6875 0.0189707
56.2500 0.0147453
59.3750 0.0101278
62.5000 0.00775510
68.7500 0.00543563
75.0000 0.00432552
87.5000 0.00325416
100.000 0.00272873
125.000 0.00222423
150.000 0.00203216
200.000 0.00217751
222.242 0.00250132
244.483 0.00311919
266.725 0.00438688
277.846 0.00584432
280.626 0.00664182
283.406 0.00834760
284.797 0.0104098
286.187 0.0158897
286.882 0.0232870
287.229 0.0305932
287.577 0.0438360
287.924 0.0718449
288.098 0.0993984
288.272 0.148856
288.359 0.189911
288.446 0.251654
288.533 0.350716
288.619 0.524190
288.706 0.871210
288.750 1.19219
288.793 1.72794
288.837 2.72522
288.858 3.57491
288.880 4.88189
288.902 7.02673
288.923 10.8480
288.945 18.3582
288.956 24.8630
288.967 34.2507
288.983 54.7502
289.000 68.3978
289.017 54.6216
289.033 34.1517
289.051 20.1838
289.069 12.7756
289.087 8.65449
289.105 6.19776
289.123 4.63688
289.141 3.59108
289.177 2.32851
289.213 1.62840
289.249 1.20174
289.321 0.731525
289.393 0.492359
289.465 0.354554
289.537 0.268039
289.609 0.210213
289.753 0.140160
289.897 0.100975
290.185 0.0610108
290.474 0.0420929
290.762 0.0316952
291.338 0.0212849
292.490 0.0139204
293.642 0.0115214
295.946 0.0103108
298.250 0.0106356
300.554 0.0119417
302.859 0.0153557
304.011 0.0197166
304.587 0.0239343
305.163 0.0315120
305.739 0.0475080
306.027 0.0633034
306.315 0.0918882
306.459 0.115810
306.603 0.152112
306.747 0.211097
306.891 0.316513
306.963 0.403529
307.035 0.533728
307.107 0.741154
307.179 1.10127
307.251 1.80964
307.287 2.45272
307.323 3.50855
307.359 5.41405
307.377 6.99356
307.395 9.35261
307.413 13.0688
307.431 19.3094
307.449 30.5419
307.467 51.5836
307.483 82.5303
307.500 103.164
307.517 82.5346
307.533 51.5891
307.551 30.7155
307.569 19.5423
307.587 13.2575
307.604 9.51946
307.622 7.12499
307.640 5.52708
307.675 3.58824
307.711 2.51146
307.746 1.85461
307.817 1.13072
307.888 0.761567
307.959 0.549018
308.030 0.415321
308.101 0.326055
308.243 0.217736
308.385 0.157184
308.527 0.119936
308.669 0.0954151
308.953 0.0661785
309.236 0.0501170
309.804 0.0340561
310.372 0.0266727
310.939 0.0227586
312.075 0.0191425
314.346 0.0174186
316.616 0.0178757
321.158 0.0210550
325.700 0.0265271
330.241 0.0352693
334.783 0.0503274
337.054 0.0628598
339.324 0.0839714
340.460 0.103300
341.595 0.143912
342.163 0.191640
342.447 0.236312
342.731 0.314842
343.015 0.476915
343.156 0.633927
343.298 0.912878
343.440 1.48469
343.511 2.02921
343.582 2.97020
343.653 4.81597
343.689 6.48505
343.724 9.20413
343.760 14.0902
343.777 18.1270
343.795 24.0823
343.813 33.4328
343.831 48.8451
343.848 76.0273
343.866 125.592
343.883 200.955
343.900 250.742
343.917 200.495
343.934 125.238
343.949 82.4983
343.963 56.6137
343.978 40.5158
343.992 30.2367
344.022 18.4685
344.051 12.3923
344.080 8.86593
344.109 6.65704
344.167 4.16250
344.225 2.86050
344.283 2.10028
344.399 1.29287
344.516 0.896964
344.632 0.674597
344.865 0.448192
345.097 0.342611
345.330 0.286385
345.795 0.234921
346.725 0.213886
347.656 0.227818
349.516 0.304438
351.377 0.460405
351.842 0.520431
352.075 0.555151
352.308 0.593594
352.540 0.636298
352.773 0.683906
353.005 0.737186
353.238 0.797068
353.471 0.864677
353.703 0.941395
353.936 1.02892
354.168 1.12939
354.634 1.38053
355.099 1.72643
355.564 2.22169
356.029 2.96614
356.494 4.15963
356.727 5.04664
356.959 6.25007
357.192 7.94153
357.425 10.4230
357.657 14.2717
357.890 20.7011
358.122 32.6141
358.239 42.7636
358.355 58.3491
358.471 83.8662
358.588 129.174
358.646 165.665
358.704 217.768
358.762 293.627
358.820 403.669
358.910 645.760
359.000 806.956
359.090 645.371
359.180 403.289
359.249 277.101
359.318 196.062
359.386 143.789
359.455 109.075
359.593 68.0995
359.730 46.1885
359.868 33.2519
360.005 25.0364
360.280 15.6165
360.555 10.6437
360.830 7.71145
361.105 5.83972
361.380 4.57419
361.931 3.02210
362.481 2.14342
363.031 1.59848
363.581 1.23755
364.681 0.804228
365.781 0.564073
366.881 0.417274
367.981 0.321076
370.182 0.206853
372.382 0.144236
374.582 0.106258
376.783 0.0815106
381.183 0.0523059
385.584 0.0363992
389.984 0.0267983
394.385 0.0205672
403.186 0.0132490
411.988 0.00928742
420.789 0.00691062
429.590 0.00537810
447.193 0.00359874
464.795 0.00265810
482.398 0.00211596
500.000 0.00179035
533.822 0.00149700
567.645 0.00147005
601.467 0.00167169
635.289 0.00220823
652.200 0.00270513
669.111 0.00349030
686.022 0.00480693
702.934 0.00723509
711.389 0.00929427
719.845 0.0124544
728.300 0.0176652
736.756 0.0271790
740.984 0.0352051
745.211 0.0474792
749.439 0.0676349
753.667 0.104224
755.781 0.134915
757.895 0.181578
758.423 0.197056
758.952 0.214609
759.480 0.234625
760.009 0.257583
760.537 0.284100
761.066 0.314946
761.594 0.351115
762.123 0.393900
762.651 0.445036
763.180 0.506836
763.708 0.582482
764.236 0.676418
764.765 0.795094
765.293 0.947983
765.822 1.14959
766.350 1.42293
766.879 1.80658
767.407 2.36854
767.936 3.23832
768.464 4.68663
768.729 5.80113
768.993 7.35843
769.257 9.62336
769.521 13.0841
769.785 18.7136
770.050 28.6045
770.182 36.4821
770.314 47.6445
770.446 63.7178
770.578 86.7514
770.789 138.677
771.000 173.205
771.212 138.451
771.423 86.4540
771.646 51.8240
771.870 33.0587
772.093 22.5072
772.316 16.1706
772.539 12.1225
772.762 9.40151
773.209 6.10442
773.655 4.26938
774.102 3.14886
774.995 1.91131
775.888 1.28079
776.780 0.917130
777.673 0.688688
778.566 0.535957
780.352 0.350850
782.138 0.247283
783.923 0.183568
785.709 0.141615
789.281 0.0915637
792.852 0.0639954
796.424 0.0472196
799.995 0.0362620
807.138 0.0232979
814.281 0.0162180
821.424 0.0119358
828.567 0.00915166
842.853 0.00587377
857.139 0.00409272
871.426 0.00301941
885.712 0.00232347
914.284 0.00150639
942.856 0.00106370
971.428 0.000797600
1000.00 0.000625602
1036.49 0.000482596
1072.98 0.000389616
1145.96 0.000283375
1218.93 0.000234564
1291.91 0.000223172
1364.89 0.000256596
1401.38 0.000305547
1437.86 0.000403963
1474.35 0.000624063
1492.60 0.000846966
1510.84 0.00125692
1519.96 0.00160467
1529.09 0.00213893
1538.21 0.00302189
1547.33 0.00464013
1551.89 0.00601080
1556.45 0.00811533
1561.01 0.0115903
1565.57 0.0179495
1567.86 0.0233277
1570.14 0.0315654
1572.42 0.0451339
1574.70 0.0698399
1575.84 0.0906495
1576.98 0.122359
1578.12 0.174211
1579.26 0.267719
1579.83 0.345768
1580.40 0.463432
1580.68 0.546168
1580.97 0.653199
1581.25 0.795044
1581.54 0.988583
1581.68 1.11342
1581.82 1.26229
1581.97 1.44447
1582.11 1.66727
1582.25 1.94788
1582.39 2.30263
1582.54 2.76707
1582.68 3.38154
1582.82 4.23100
1582.96 5.43160
1583.11 7.23278
1583.25 10.0555
1583.39 14.8967
1583.46 18.6550
1583.53 23.9495
1583.61 31.7997
1583.68 43.5382
1583.75 61.8654
1583.82 90.6263
1583.91 144.758
1584.00 180.737
1584.09 144.104
1584.18 90.1116
1584.25 64.4899
1584.31 47.4140
1584.37 35.6708
1584.43 27.6915
1584.55 17.8056
1584.68 12.3091
1584.80 8.98077
1584.92 6.82654
1585.17 4.32027
1585.41 2.96844
1585.66 2.16256
1585.90 1.64451
1586.15 1.29337
1586.64 0.858357
1587.13 0.611108
1587.62 0.457047
1588.11 0.354638
1589.10 0.231172
1590.08 0.162569
1591.06 0.120487
1592.04 0.0928821
1594.01 0.0600036
1595.98 0.0419484
1597.94 0.0309769
1599.91 0.0238166
1603.84 0.0153499
1607.77 0.0107304
1611.70 0.00793759
1615.63 0.00612422
1623.49 0.00399580
1631.35 0.00285109
1639.21 0.00217762
1647.07 0.00176394
1662.79 0.00138932
1670.65 0.00138829
1678.52 0.00156619
1686.38 0.00212543
1694.24 0.00392490
1698.17 0.00651618
1702.10 0.0139570
1704.06 0.0243509
1706.03 0.0538383
1707.01 0.0947363
1707.50 0.135449
1707.99 0.209580
1708.49 0.367403
1708.73 0.523338
1708.98 0.803088
1709.10 1.03674
1709.22 1.38938
1709.35 1.95782
1709.47 2.95059
1709.53 3.77217
1709.59 4.96598
1709.65 6.86636
1709.71 10.0300
1709.78 16.1148
1709.81 21.4358
1709.84 29.4864
1709.87 43.4875
1709.90 68.4987
1709.91 90.9618
1709.93 122.471
1709.94 170.343
1709.96 248.108
1709.98 393.623
1710.00 495.655
1710.02 393.623
1710.04 247.509
1710.06 162.721
1710.08 110.516
1710.10 78.6179
1710.11 59.1974
1710.15 35.7250
1710.18 23.9644
1710.22 16.9813
1710.25 12.7360
1710.33 7.85809
1710.40 5.32068
1710.47 3.83758
1710.54 2.89722
1710.61 2.27152
1710.75 1.49535
1710.89 1.06062
1711.03 0.789643
1711.17 0.611698
1711.46 0.396957
1711.74 0.278609
1712.31 0.158913
1712.87 0.102570
1713.44 0.0717324
1714.57 0.0407972
1716.84 0.0184636
1719.10 0.0105859
1723.63 0.00491638
1728.16 0.00291247
1737.23 0.00145693
1746.29 0.000929880
1755.35 0.000674830
1764.41 0.000528830
1782.53 0.000371197
1800.65 0.000288550
1818.78 0.000237874
1855.02 0.000179135
1927.51 0.000126040
2000.00 0.000103009
2000.00 0.320273
2500.00 0.288888
3000.00 0.264886
3500.00 0.245489
4000.00 0.229269
5000.00 0.203313
6000.00 0.182652
7000.00 0.166700
8000.00 0.153286
10000.0 0.132537
12500.0 0.113992
15000.0 0.100398
17000.0 0.0919779
20000.0 0.0820400
25000.0 0.0701941
30000.0 0.0620498
35000.0 0.0561664
40000.0 0.0517608
50000.0 0.0457021
60000.0 0.0417920
70000.0 0.0394419
80000.0 0.0375417
99999.9 0.0349156
100000 0.0350321
150000 0.0319234
200000 0.0307454
250000 0.0304139
300000 0.0304799
500000 0.0327158
600000 0.0345925
700000 0.0362629
800000 0.0385679
900000 0.0411902
1.00000E+06 0.0440876
1.12006E+06 0.0481979
1.24012E+06 0.0522149
1.25000E+06 0.0473854
1.37500E+06 0.0424410
1.50000E+06 0.0383790
1.62500E+06 0.0394994
1.75000E+06 0.0405659
1.77284E+06 0.0409086
1.88642E+06 0.0426173
2.00000E+06 0.0442913
2.06058E+06 0.0455241
2.07409E+06 0.0448259
2.07410E+06 0.0448259
2.18695E+06 0.0444070
2.29981E+06 0.0440129
2.32976E+06 0.0401144
2.32976E+06 0.0401140
2.34096E+06 0.0387517
2.34640E+06 0.0378485
2.34640E+06 0.0378483
2.42810E+06 0.0341299
2.50980E+06 0.0308823
2.59150E+06 0.0280334
2.67320E+06 0.0255239
2.75490E+06 0.0233047
2.83660E+06 0.0213351
2.91830E+06 0.0195810
3.00000E+06 0.0180137
3.11260E+06 0.0165971
3.22521E+06 0.0153365
3.33781E+06 0.0142100
3.45041E+06 0.0131997
3.58781E+06 0.0121023
3.72521E+06 0.0111324
3.86260E+06 0.0102713
4.00000E+06 0.00950346
4.09060E+06 0.00883555
4.20428E+06 0.00808168
4.31795E+06 0.00740975
4.43163E+06 0.00680902
4.54530E+06 0.00627041
4.65898E+06 0.00578617
4.77265E+06 0.00534969
4.88633E+06 0.00495527
5.00000E+06 0.00459802
5.06250E+06 0.00434861
5.12500E+06 0.00411554
5.18750E+06 0.00389756
5.25000E+06 0.00369354
5.31250E+06 0.00350242
5.37500E+06 0.00332326
5.43750E+06 0.00315518
5.50000E+06 0.00299737
5.56250E+06 0.00284911
5.62500E+06 0.00270972
5.68750E+06 0.00257858
5.75000E+06 0.00245511
5.81250E+06 0.00233880
