S-32(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
928387 2.30909
929917 2.19232
931447 2.11325
934507 2.01248
937566 1.95092
939096 1.92972
940626 1.91589
942156 1.91586
942921 1.92744
943685 1.95692
944450 2.02722
944833 2.09573
945215 2.21032
945598 2.41488
945980 2.81425
946171 3.16205
946363 3.69328
946554 4.52899
946745 5.85115
947003 8.56900
947260 10.6445
947518 9.19331
947775 6.63354
948060 4.78089
948345 3.76945
948630 3.19564
948915 2.84636
949200 2.61946
949485 2.46382
950055 2.26919
950625 2.15539
951195 2.08203
952335 1.99396
953475 1.94290
954615 1.90909
956895 1.86566
959887 1.83078
962879 1.80830
965871 1.79534
968863 1.79478
971854 1.81705
974846 1.89089
976342 1.96893
977838 2.10024
979334 2.32329
980830 2.70045
982910 3.58351
984990 4.42755
987070 4.17567
989150 3.41881
990506 3.01643
991863 2.71459
994575 2.31562
997288 2.05866
1.00000E+06 1.84823
1.00176E+06 1.70018
1.00351E+06 1.50014
1.00439E+06 1.35371
1.00527E+06 1.14296
1.00570E+06 0.998137
1.00614E+06 0.817764
1.00658E+06 0.609386
1.00680E+06 0.515538
1.00702E+06 0.466284
1.00719E+06 0.500591
1.00736E+06 0.657964
1.00744E+06 0.816079
1.00753E+06 1.07127
1.00761E+06 1.56244
1.00765E+06 2.03226
1.00770E+06 2.84240
1.00775E+06 4.69631
1.00780E+06 6.88516
1.00785E+06 7.27636
1.00791E+06 6.37931
1.00795E+06 5.68604
1.00799E+06 5.21341
1.00807E+06 4.69055
1.00816E+06 4.44555
1.00824E+06 4.31255
1.00858E+06 3.98133
1.00886E+06 3.71826
1.00915E+06 3.48102
1.00943E+06 3.28132
1.00971E+06 3.11713
1.01027E+06 2.87024
1.01084E+06 2.69763
1.01197E+06 2.47387
1.01310E+06 2.33452
1.01535E+06 2.16501
1.01761E+06 2.05981
1.02213E+06 1.92021
1.02664E+06 1.81179
1.03115E+06 1.70047
1.03567E+06 1.55226
1.03793E+06 1.44222
1.03906E+06 1.36914
1.04018E+06 1.27646
1.04131E+06 1.15310
1.04188E+06 1.07423
1.04244E+06 0.978822
1.04301E+06 0.860608
1.04357E+06 0.710825
1.04413E+06 0.515274
1.04442E+06 0.402823
1.04456E+06 0.377269
1.04463E+06 0.424223
1.04470E+06 0.630668
1.04480E+06 1.48707
1.04485E+06 1.49458
1.04490E+06 1.19915
1.04497E+06 0.867386
1.04504E+06 0.670916
1.04518E+06 0.463459
1.04531E+06 0.360222
1.04545E+06 0.309300
1.04558E+06 0.300363
1.04571E+06 0.335074
1.04584E+06 0.422797
1.04598E+06 0.575159
1.04624E+06 1.10919
1.04650E+06 1.90469
1.04688E+06 3.09036
1.04725E+06 3.92064
1.04755E+06 4.39830
1.04850E+06 5.69727
1.04913E+06 5.47746
1.04975E+06 4.68238
1.05036E+06 4.04696
1.05098E+06 3.62958
1.05159E+06 3.36876
1.05220E+06 3.22694
1.05281E+06 3.20557
1.05343E+06 3.37549
1.05373E+06 3.60108
1.05404E+06 4.01198
1.05434E+06 4.76640
1.05465E+06 6.15066
1.05498E+06 8.54619
1.05530E+06 10.3603
1.05563E+06 9.02050
1.05595E+06 6.69709
1.05633E+06 4.95006
1.05670E+06 4.01126
1.05708E+06 3.47900
1.05746E+06 3.15040
1.05784E+06 2.93114
1.05821E+06 2.77494
1.05897E+06 2.56473
1.05972E+06 2.42248
1.06047E+06 2.30801
1.06123E+06 2.18574
1.06160E+06 2.07639
1.06179E+06 1.93084
1.06189E+06 1.70901
1.06193E+06 1.40102
1.06198E+06 0.580902
1.06199E+06 0.739240
1.06200E+06 1.84052
1.06201E+06 3.08338
1.06202E+06 3.42887
1.06206E+06 2.93448
1.06211E+06 2.64718
1.06219E+06 2.42592
1.06236E+06 2.27395
1.06270E+06 2.15380
1.06338E+06 1.98491
1.06372E+06 1.87157
1.06407E+06 1.69141
1.06424E+06 1.54557
1.06441E+06 1.32341
1.06458E+06 0.957056
1.06475E+06 0.485953
1.06479E+06 0.498470
1.06482E+06 0.689454
1.06486E+06 1.16101
1.06490E+06 1.86654
1.06498E+06 3.18641
1.06505E+06 3.60452
1.06513E+06 3.55411
1.06520E+06 3.40431
1.06535E+06 3.12626
1.06550E+06 2.93303
1.06565E+06 2.80009
1.06595E+06 2.63042
1.06624E+06 2.52695
1.06654E+06 2.45620
1.06684E+06 2.40432
1.06743E+06 2.33132
1.06803E+06 2.28058
1.06862E+06 2.24207
1.06981E+06 2.18473
1.07100E+06 2.14171
1.07219E+06 2.10646
1.07457E+06 2.04789
1.07694E+06 1.99490
1.07932E+06 1.93554
1.08051E+06 1.89526
1.08170E+06 1.83256
1.08229E+06 1.77935
1.08289E+06 1.68555
1.08318E+06 1.60163
1.08348E+06 1.45443
1.08363E+06 1.32877
1.08378E+06 1.13042
1.08393E+06 0.783769
1.08408E+06 0.296665
1.08414E+06 0.466844
1.08417E+06 0.886025
1.08420E+06 1.53961
1.08426E+06 2.78561
1.08433E+06 3.18747
1.08443E+06 3.05471
1.08454E+06 2.82687
1.08476E+06 2.53571
1.08497E+06 2.37940
1.08518E+06 2.28447
1.08561E+06 2.17362
1.08604E+06 2.10995
1.08690E+06 2.03515
1.08776E+06 1.98771
1.08948E+06 1.91881
1.08991E+06 1.90975
1.09034E+06 1.92429
1.09055E+06 1.96349
1.09077E+06 2.07431
1.09087E+06 2.19869
1.09098E+06 2.42719
1.09109E+06 2.87542
1.09120E+06 3.78859
1.09130E+06 5.37113
1.09140E+06 6.80762
1.09150E+06 6.30930
1.09161E+06 4.97911
1.09172E+06 3.93611
1.09183E+06 3.32997
1.09194E+06 2.96356
1.09205E+06 2.73273
1.09227E+06 2.46552
1.09249E+06 2.32139
1.09271E+06 2.23302
1.09293E+06 2.17371
1.09337E+06 2.09906
1.09382E+06 2.05339
1.09426E+06 2.02182
1.09514E+06 1.97910
1.09691E+06 1.92565
1.09868E+06 1.88581
1.10045E+06 1.84793
1.10221E+06 1.80461
1.10310E+06 1.77750
1.10398E+06 1.74362
1.10487E+06 1.71021
1.10509E+06 1.71503
1.10531E+06 1.75126
1.10553E+06 1.89557
1.10564E+06 2.08723
1.10575E+06 2.46781
1.10588E+06 3.29579
1.10600E+06 4.20107
1.10613E+06 4.14886
1.10625E+06 3.53828
1.10635E+06 3.13205
1.10645E+06 2.83971
1.10654E+06 2.63363
1.10664E+06 2.48578
1.10683E+06 2.29407
1.10703E+06 2.17902
1.10741E+06 2.04977
1.10780E+06 1.98092
1.10858E+06 1.91243
1.10935E+06 1.88958
1.11013E+06 1.90935
1.11090E+06 2.01245
1.11129E+06 2.13320
1.11168E+06 2.34965
1.11206E+06 2.74510
1.11245E+06 3.47114
1.11293E+06 5.05596
1.11340E+06 6.67569
1.11388E+06 6.39760
1.11435E+06 5.14099
1.11466E+06 4.46244
1.11496E+06 3.95299
1.11557E+06 3.29975
1.11619E+06 2.92486
1.11680E+06 2.69215
1.11741E+06 2.53622
1.11802E+06 2.42570
1.11924E+06 2.27929
1.12047E+06 2.18510
1.12169E+06 2.11514
1.12291E+06 2.04861
1.12352E+06 1.99992
1.12383E+06 1.96513
1.12398E+06 1.98103
1.12406E+06 2.09293
1.12410E+06 2.27579
1.12413E+06 2.71744
1.12420E+06 4.39085
1.12423E+06 4.31213
1.12427E+06 3.71438
1.12432E+06 3.00067
1.12438E+06 2.66628
1.12449E+06 2.38673
1.12460E+06 2.27240
1.12471E+06 2.21170
1.12493E+06 2.14825
1.12515E+06 2.11446
1.12559E+06 2.07663
1.12603E+06 2.05370
1.12691E+06 2.02317
1.12779E+06 2.00094
1.12955E+06 1.96600
1.13131E+06 1.93624
1.13483E+06 1.87537
1.13659E+06 1.83831
1.13704E+06 1.83370
1.13748E+06 1.84738
1.13770E+06 1.87647
1.13792E+06 1.94801
1.13814E+06 2.12881
1.13825E+06 2.31088
1.13836E+06 2.60794
1.13853E+06 3.41314
1.13870E+06 4.28467
1.13887E+06 4.23142
1.13905E+06 3.64920
1.13915E+06 3.32921
1.13926E+06 3.08785
1.13948E+06 2.78746
1.13970E+06 2.64360
1.13992E+06 2.60800
1.14013E+06 2.69306
1.14024E+06 2.81106
1.14035E+06 3.02310
1.14046E+06 3.42349
1.14057E+06 4.24682
1.14062E+06 5.01144
1.14068E+06 6.22648
1.14073E+06 8.28557
1.14079E+06 11.8474
1.14084E+06 17.6068
1.14090E+06 21.3806
1.14096E+06 17.4433
1.14101E+06 11.6347
1.14105E+06 8.81923
1.14109E+06 6.98391
1.14113E+06 5.75031
1.14117E+06 4.90218
1.14125E+06 3.85627
1.14133E+06 3.28547
1.14141E+06 2.93573
1.14149E+06 2.71184
1.14164E+06 2.44777
1.14180E+06 2.30224
1.14195E+06 2.21358
1.14227E+06 2.11232
1.14258E+06 2.05690
1.14289E+06 2.02175
1.14352E+06 1.97862
1.14477E+06 1.93267
1.14602E+06 1.90491
1.14853E+06 1.86581
1.15103E+06 1.83284
1.15354E+06 1.79876
1.15604E+06 1.75970
1.15729E+06 1.73962
1.15855E+06 1.72945
1.15917E+06 1.74072
1.15980E+06 1.78793
1.16042E+06 1.93674
1.16074E+06 2.10252
1.16105E+06 2.39013
1.16153E+06 3.18874
1.16200E+06 4.12749
1.16248E+06 4.15368
1.16295E+06 3.59093
1.16337E+06 3.15635
1.16379E+06 2.85348
1.16420E+06 2.64666
1.16462E+06 2.50172
1.16546E+06 2.31765
1.16629E+06 2.20840
1.16713E+06 2.13678
1.16796E+06 2.08643
1.16964E+06 2.01995
1.17131E+06 1.97744
1.17298E+06 1.94733
1.17632E+06 1.90598
1.17966E+06 1.87732
1.18301E+06 1.85505
1.18969E+06 1.82016
1.19638E+06 1.79204
1.20306E+06 1.76942
1.20640E+06 1.76255
1.20807E+06 1.76215
1.20975E+06 1.76640
1.21142E+06 1.78134
1.21225E+06 1.79784
1.21309E+06 1.82750
1.21392E+06 1.88547
1.21434E+06 1.93636
1.21476E+06 2.01591
1.21518E+06 2.14967
1.21560E+06 2.39546
1.21580E+06 2.60005
1.21601E+06 2.90227
1.21622E+06 3.36021
1.21643E+06 4.04983
1.21672E+06 5.39946
1.21700E+06 6.24876
1.21729E+06 5.28449
1.21757E+06 3.90650
1.21785E+06 3.05278
1.21812E+06 2.57084
1.21840E+06 2.29131
1.21868E+06 2.11979
1.21923E+06 1.93283
1.21979E+06 1.83985
1.22034E+06 1.78689
1.22089E+06 1.75367
1.22200E+06 1.71497
1.22311E+06 1.69285
1.22422E+06 1.67790
1.22643E+06 1.65685
1.23086E+06 1.62527
1.23529E+06 1.59550
1.24415E+06 1.53144
1.24637E+06 1.51764
1.24858E+06 1.51492
1.24969E+06 1.52888
1.25024E+06 1.54681
1.25080E+06 1.58066
1.25135E+06 1.64807
1.25163E+06 1.70690
1.25190E+06 1.79749
1.25218E+06 1.94431
1.25246E+06 2.19813
1.25273E+06 2.67055
1.25301E+06 3.58805
1.25326E+06 4.92512
1.25350E+06 5.83733
1.25375E+06 4.94739
1.25399E+06 3.61251
1.25428E+06 2.65665
1.25457E+06 2.17245
1.25485E+06 1.91091
1.25514E+06 1.75687
1.25543E+06 1.65885
1.25571E+06 1.59230
1.25629E+06 1.50887
1.25686E+06 1.45848
1.25744E+06 1.42380
1.25858E+06 1.37573
1.26088E+06 1.30793
1.26318E+06 1.24772
1.26547E+06 1.18823
1.26662E+06 1.16136
1.26777E+06 1.14244
1.26892E+06 1.14544
1.27006E+06 1.21003
1.27064E+06 1.29798
1.27121E+06 1.46528
1.27179E+06 1.78166
1.27236E+06 2.37391
1.27308E+06 3.72388
1.27380E+06 5.14205
1.27452E+06 4.92589
1.27524E+06 3.83117
1.27586E+06 3.06086
1.27647E+06 2.52712
1.27709E+06 2.15640
1.27771E+06 1.88807
1.27894E+06 1.52085
1.28017E+06 1.26783
1.28264E+06 0.894212
1.28510E+06 0.614256
1.28653E+06 0.530242
1.28795E+06 0.577495
1.28938E+06 0.834662
1.29080E+06 1.30937
1.29365E+06 2.31856
1.29650E+06 2.72741
1.29834E+06 2.76734
1.30017E+06 2.73967
1.30201E+06 2.69173
1.30293E+06 2.67889
1.30339E+06 2.71070
1.30362E+06 2.82686
1.30373E+06 3.09854
1.30379E+06 3.53787
1.30382E+06 4.02815
1.30385E+06 4.88548
1.30387E+06 6.14318
1.30390E+06 6.83811
1.30393E+06 5.84500
1.30395E+06 4.57502
1.30399E+06 3.56898
1.30403E+06 3.13943
1.30410E+06 2.81482
1.30425E+06 2.65772
1.30454E+06 2.60061
1.30512E+06 2.57291
1.30628E+06 2.53778
1.30861E+06 2.47480
1.31095E+06 2.42035
1.31328E+06 2.37528
1.31561E+06 2.34103
1.31677E+06 2.32948
1.31794E+06 2.32406
1.31910E+06 2.33011
1.31968E+06 2.34174
1.32027E+06 2.36513
1.32085E+06 2.41295
1.32114E+06 2.45546
1.32143E+06 2.52270
1.32172E+06 2.63793
1.32201E+06 2.85701
1.32216E+06 3.04920
1.32231E+06 3.34718
1.32245E+06 3.83867
1.32260E+06 4.64929
1.32275E+06 5.86251
1.32290E+06 6.46023
1.32305E+06 5.35126
1.32320E+06 4.01002
1.32331E+06 3.39239
1.32342E+06 3.00196
1.32353E+06 2.75364
1.32364E+06 2.59123
1.32386E+06 2.40507
1.32408E+06 2.31040
1.32451E+06 2.22488
1.32495E+06 2.19080
1.32582E+06 2.16606
1.32669E+06 2.15840
1.32843E+06 2.15771
1.33017E+06 2.17117
1.33191E+06 2.21014
1.33279E+06 2.24917
1.33366E+06 2.31410
1.33453E+06 2.42780
1.33540E+06 2.64358
1.33583E+06 2.82708
1.33627E+06 3.10134
1.33671E+06 3.52432
1.33714E+06 4.17427
1.33772E+06 5.42878
1.33830E+06 6.22511
1.33888E+06 5.32402
1.33946E+06 4.04098
1.34002E+06 3.25124
1.34058E+06 2.80383
1.34114E+06 2.54272
1.34170E+06 2.38136
1.34282E+06 2.20234
1.34395E+06 2.11040
1.34507E+06 2.05615
1.34619E+06 2.02100
1.34843E+06 1.98042
1.35067E+06 1.96754
1.35179E+06 1.97491
1.35292E+06 1.99992
1.35404E+06 2.06028
1.35516E+06 2.20185
1.35572E+06 2.33849
1.35628E+06 2.56183
1.35684E+06 2.93997
1.35740E+06 3.58434
1.35810E+06 4.90256
1.35880E+06 6.04181
1.35950E+06 5.51060
1.36020E+06 4.33816
1.36070E+06 3.71089
1.36119E+06 3.27345
1.36168E+06 2.96900
1.36218E+06 2.75340
1.36317E+06 2.47718
1.36416E+06 2.31301
1.36515E+06 2.20578
1.36613E+06 2.13022
1.36811E+06 2.02902
1.37009E+06 1.96131
1.37207E+06 1.91094
1.37306E+06 1.89180
1.37405E+06 1.88243
1.37454E+06 1.88964
1.37504E+06 1.92796
1.37528E+06 1.98454
1.37553E+06 2.12415
1.37565E+06 2.27605
1.37578E+06 2.56265
1.37584E+06 2.80829
1.37590E+06 3.17656
1.37596E+06 3.74251
1.37602E+06 4.59695
1.37611E+06 6.47301
1.37620E+06 7.89534
1.37629E+06 6.91058
1.37638E+06 5.17258
1.37645E+06 4.14589
1.37653E+06 3.49504
1.37660E+06 3.08020
1.37667E+06 2.80625
1.37682E+06 2.48403
1.37697E+06 2.31129
1.37727E+06 2.14448
1.37756E+06 2.07319
1.37815E+06 2.03192
1.37874E+06 2.05584
1.37934E+06 2.13564
1.37993E+06 2.29412
1.38052E+06 2.58637
1.38111E+06 3.10936
1.38191E+06 4.36058
1.38270E+06 5.67987
1.38350E+06 5.50507
1.38429E+06 4.52504
1.38487E+06 3.92910
1.38544E+06 3.49584
1.38602E+06 3.18633
1.38660E+06 2.96196
1.38775E+06 2.66637
1.38890E+06 2.48535
1.39006E+06 2.36430
1.39121E+06 2.27780
1.39352E+06 2.16094
1.39583E+06 2.08325
1.39813E+06 2.02511
1.40275E+06 1.93568
1.41197E+06 1.78301
1.41428E+06 1.75114
1.41659E+06 1.74793
1.41774E+06 1.78179
1.41889E+06 1.87994
1.42005E+06 2.12823
1.42120E+06 2.73100
1.42235E+06 4.01700
1.42350E+06 5.58918
1.42465E+06 5.73176
1.42580E+06 4.87335
1.42696E+06 4.09531
1.42812E+06 3.57344
1.42928E+06 3.22931
1.43044E+06 2.99452
1.43276E+06 2.70289
1.43508E+06 2.53274
1.43739E+06 2.42225
1.43971E+06 2.34488
1.44435E+06 2.24333
1.44899E+06 2.17897
1.45363E+06 2.13393
1.46290E+06 2.07371
1.47218E+06 2.03406
1.48145E+06 2.00514
1.50000E+06 1.96426
1.53293E+06 1.91824
1.56585E+06 1.88739
1.56585E+06 2.95407
1.75000E+06 3.00128
2.00000E+06 3.05899
2.25000E+06 3.08600
2.30035E+06 3.08486
2.30035E+06 3.08485
2.40000E+06 3.08267
2.50000E+06 3.08056
2.75000E+06 3.06494
3.00000E+06 3.05076
3.50000E+06 2.99133
3.75000E+06 2.95577
3.89822E+06 2.93418
4.00000E+06 2.91992
4.25000E+06 2.87480
4.41503E+06 2.84680
4.41709E+06 2.84646
4.50000E+06 2.83290
4.59967E+06 2.81300
4.70000E+06 2.79354
4.84312E+06 2.76672
5.00000E+06 2.73849
5.16393E+06 2.70144
5.25000E+06 2.68263
5.40000E+06 2.65091
5.57035E+06 2.61636
5.57036E+06 2.61636
5.96960E+06 2.54098
6.00000E+06 2.53553
6.36885E+06 2.45840
6.50000E+06 2.43260
7.00000E+06 2.34103
7.16734E+06 2.31317
7.20000E+06 2.30784
8.00000E+06 2.18783
9.00000E+06 2.07634
9.00226E+06 2.07612
9.14356E+06 2.06261
9.20000E+06 2.05730
9.50000E+06 2.02982
1.00000E+07 1.98664
1.09785E+07 1.90299
1.10000E+07 1.90133
1.20000E+07 1.82642
1.30000E+07 1.77174
1.40000E+07 1.73699
1.45000E+07 1.72630
1.50000E+07 1.72013
1.55000E+07 1.72093
1.55640E+07 1.72103
1.55640E+07 1.72103
1.60000E+07 1.72171
1.68523E+07 1.73774
1.70000E+07 1.74037
1.80000E+07 1.77201
1.90000E+07 1.81173
2.00000E+07 1.85563
