B-11(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
8.85655E+06 2.78411E-07
8.85790E+06 2.78417E-07
8.85921E+06 2.78423E-07
8.86000E+06 2.78427E-07
8.86049E+06 2.78429E-07
8.86172E+06 2.78434E-07
8.86291E+06 2.78440E-07
8.86407E+06 2.78445E-07
8.86519E+06 2.78450E-07
8.86628E+06 2.78455E-07
8.86733E+06 2.78460E-07
8.86835E+06 2.78465E-07
8.86933E+06 2.78469E-07
8.87029E+06 2.78474E-07
8.87122E+06 2.78478E-07
8.87212E+06 2.78482E-07
8.87386E+06 2.78490E-07
8.87549E+06 2.78497E-07
8.87702E+06 2.78504E-07
8.87845E+06 2.78511E-07
8.87980E+06 2.78517E-07
8.88000E+06 2.78518E-07
8.88106E+06 2.78523E-07
8.88224E+06 2.78528E-07
8.88335E+06 2.78533E-07
8.88439E+06 2.78538E-07
8.88537E+06 2.78543E-07
8.88628E+06 2.78547E-07
8.88799E+06 2.78555E-07
8.88949E+06 2.78561E-07
8.89081E+06 2.78567E-07
8.89195E+06 2.78573E-07
8.89296E+06 2.78577E-07
8.89384E+06 2.78581E-07
8.89538E+06 2.78588E-07
8.89653E+06 2.78594E-07
8.89827E+06 2.78602E-07
8.90000E+06 2.78610E-07
8.90311E+06 2.78624E-07
8.90612E+06 2.78638E-07
8.90904E+06 2.78651E-07
8.91187E+06 2.78664E-07
8.91461E+06 2.78676E-07
8.91727E+06 2.78689E-07
8.91984E+06 2.78700E-07
8.92233E+06 2.78712E-07
8.92475E+06 2.78723E-07
8.92709E+06 2.78733E-07
8.92936E+06 2.78744E-07
8.93156E+06 2.78754E-07
8.93369E+06 2.78764E-07
8.93782E+06 2.78783E-07
8.94170E+06 2.78800E-07
8.94533E+06 2.78817E-07
8.94874E+06 2.78833E-07
8.95000E+06 2.78838E-07
8.95193E+06 2.78847E-07
8.95493E+06 2.78861E-07
8.95774E+06 2.78874E-07
8.96037E+06 2.78886E-07
8.96285E+06 2.78897E-07
8.96516E+06 2.78908E-07
8.96734E+06 2.78918E-07
8.97141E+06 2.78936E-07
8.97498E+06 2.78953E-07
8.97810E+06 2.78967E-07
8.98084E+06 2.78979E-07
8.98323E+06 2.78990E-07
8.98742E+06 2.79010E-07
8.99056E+06 2.79024E-07
8.99292E+06 2.79035E-07
8.99646E+06 2.79051E-07
9.00000E+06 2.79067E-07
9.04986E+06 2.80866E-07
9.05000E+06 2.80871E-07
9.10000E+06 2.82675E-07
9.14986E+06 2.84473E-07
9.15000E+06 2.84478E-07
9.20000E+06 2.86282E-07
9.24987E+06 2.93971E-07
9.25000E+06 2.93992E-07
9.30000E+06 3.01703E-07
9.34460E+06 3.08580E-07
9.35000E+06 3.09413E-07
9.40000E+06 3.17123E-07
9.40155E+06 3.18525E-07
9.40309E+06 3.19905E-07
9.40459E+06 3.21264E-07
9.40608E+06 3.22602E-07
9.40754E+06 3.23919E-07
9.40897E+06 3.25216E-07
9.41039E+06 3.26493E-07
9.41178E+06 3.27749E-07
9.41315E+06 3.28986E-07
9.41451E+06 3.30205E-07
9.41584E+06 3.31404E-07
9.41714E+06 3.32585E-07
9.41843E+06 3.33748E-07
9.41970E+06 3.34893E-07
9.42095E+06 3.36019E-07
9.42218E+06 3.37129E-07
9.42339E+06 3.38221E-07
9.42459E+06 3.39296E-07
9.42576E+06 3.40355E-07
9.42691E+06 3.41396E-07
9.42805E+06 3.42423E-07
9.42917E+06 3.43433E-07
9.43028E+06 3.44428E-07
9.43136E+06 3.45406E-07
9.43243E+06 3.46370E-07
9.43348E+06 3.47319E-07
9.43452E+06 3.48253E-07
9.43554E+06 3.49173E-07
9.43654E+06 3.50078E-07
9.43753E+06 3.50970E-07
9.43850E+06 3.51847E-07
9.43946E+06 3.52711E-07
9.44040E+06 3.53561E-07
9.44133E+06 3.54399E-07
9.44225E+06 3.55223E-07
9.44314E+06 3.56034E-07
9.44403E+06 3.56833E-07
9.44490E+06 3.57620E-07
9.44576E+06 3.58394E-07
9.44661E+06 3.59156E-07
9.44827E+06 3.60657E-07
9.44961E+06 3.61862E-07
9.44988E+06 3.62140E-07
9.45000E+06 3.62259E-07
9.45144E+06 3.63714E-07
9.45296E+06 3.65239E-07
9.45442E+06 3.66715E-07
9.45585E+06 3.68147E-07
9.45722E+06 3.69534E-07
9.45750E+06 3.69814E-07
9.45856E+06 3.70878E-07
9.45985E+06 3.72179E-07
9.46110E+06 3.73440E-07
9.46231E+06 3.74663E-07
9.46349E+06 3.75847E-07
9.46463E+06 3.76994E-07
9.46573E+06 3.78105E-07
9.46680E+06 3.79182E-07
9.46784E+06 3.80226E-07
9.46884E+06 3.81236E-07
9.46981E+06 3.82216E-07
9.47075E+06 3.83165E-07
9.47167E+06 3.84084E-07
9.47255E+06 3.84974E-07
9.47341E+06 3.85838E-07
9.47507E+06 3.87510E-07
9.47662E+06 3.89077E-07
9.47808E+06 3.90548E-07
9.47945E+06 3.91926E-07
9.48073E+06 3.93218E-07
9.48194E+06 3.94430E-07
9.48307E+06 3.95566E-07
9.48412E+06 3.96631E-07
9.48511E+06 3.97630E-07
9.48604E+06 3.98567E-07
9.48692E+06 3.99445E-07
9.48698E+06 3.99512E-07
9.48855E+06 4.01292E-07
9.48998E+06 4.02915E-07
9.49123E+06 4.04336E-07
9.49233E+06 4.05580E-07
9.49329E+06 4.06668E-07
9.49413E+06 4.07619E-07
9.49559E+06 4.09286E-07
9.49670E+06 4.10536E-07
9.49835E+06 4.12411E-07
9.50000E+06 4.14287E-07
9.50155E+06 4.16051E-07
9.50309E+06 4.17788E-07
9.50459E+06 4.19499E-07
9.50608E+06 4.21182E-07
9.50754E+06 4.22840E-07
9.50897E+06 4.24471E-07
9.51039E+06 4.26078E-07
9.51178E+06 4.27660E-07
9.51316E+06 4.29217E-07
9.51451E+06 4.30751E-07
9.51584E+06 4.32260E-07
9.51715E+06 4.33746E-07
9.51843E+06 4.35209E-07
9.51970E+06 4.36649E-07
9.52095E+06 4.38068E-07
9.52218E+06 4.39464E-07
9.52339E+06 4.40838E-07
9.52459E+06 4.42191E-07
9.52576E+06 4.43524E-07
9.52807E+06 4.46146E-07
9.53031E+06 4.48689E-07
9.53248E+06 4.51152E-07
9.53458E+06 4.53538E-07
9.53662E+06 4.55850E-07
9.53860E+06 4.58091E-07
9.54051E+06 4.60262E-07
9.54236E+06 4.62366E-07
9.54332E+06 4.63458E-07
9.54416E+06 4.64550E-07
9.54590E+06 4.66827E-07
9.54758E+06 4.69034E-07
9.54922E+06 4.71173E-07
9.55000E+06 4.72196E-07
9.55080E+06 4.73245E-07
9.55233E+06 4.75251E-07
9.55382E+06 4.77196E-07
9.55526E+06 4.79081E-07
9.55666E+06 4.80907E-07
9.55801E+06 4.82676E-07
9.55932E+06 4.84390E-07
9.56059E+06 4.86051E-07
9.56181E+06 4.87659E-07
9.56301E+06 4.89218E-07
9.56531E+06 4.92239E-07
9.56748E+06 4.95071E-07
9.56951E+06 4.97728E-07
9.57141E+06 5.00219E-07
9.57319E+06 5.02554E-07
9.57487E+06 5.04744E-07
9.57644E+06 5.06798E-07
9.57791E+06 5.08723E-07
9.57929E+06 5.10529E-07
9.58058E+06 5.12222E-07
9.58179E+06 5.13808E-07
9.58407E+06 5.16784E-07
9.58606E+06 5.19390E-07
9.58780E+06 5.21670E-07
9.58932E+06 5.23665E-07
9.59066E+06 5.25411E-07
9.59299E+06 5.28467E-07
9.59474E+06 5.30759E-07
9.59606E+06 5.32479E-07
9.59803E+06 5.35059E-07
9.60000E+06 5.37640E-07
9.60311E+06 5.39837E-07
9.60914E+06 5.44096E-07
9.61479E+06 5.48090E-07
9.62000E+06 5.51771E-07
9.62009E+06 5.51837E-07
9.62507E+06 5.55352E-07
9.62974E+06 5.58649E-07
9.63411E+06 5.61741E-07
9.63822E+06 5.64641E-07
9.64000E+06 5.65901E-07
9.64207E+06 5.67361E-07
9.64568E+06 5.69912E-07
9.64906E+06 5.72304E-07
9.65000E+06 5.72966E-07
9.65224E+06 5.74548E-07
9.65820E+06 5.78757E-07
9.66000E+06 5.80032E-07
9.66341E+06 5.82442E-07
9.66798E+06 5.85668E-07
9.67198E+06 5.88492E-07
9.67547E+06 5.90965E-07
9.68000E+06 5.94162E-07
9.68160E+06 5.95292E-07
9.68620E+06 5.98540E-07
9.68965E+06 6.00977E-07
9.69482E+06 6.04634E-07
9.69949E+06 6.07929E-07
9.70000E+06 6.08336E-07
9.72000E+06 6.24151E-07
9.73750E+06 6.37989E-07
9.74000E+06 6.39965E-07
9.75000E+06 6.47873E-07
9.75309E+06 6.50314E-07
9.76000E+06 6.55780E-07
9.76870E+06 6.62659E-07
9.77652E+06 6.68840E-07
9.78000E+06 6.71594E-07
9.80000E+06 6.87409E-07
9.80078E+06 6.85457E-07
9.80155E+06 6.83517E-07
9.80231E+06 6.81594E-07
9.80307E+06 6.79687E-07
9.80383E+06 6.77792E-07
9.80458E+06 6.75913E-07
9.80532E+06 6.74048E-07
9.80605E+06 6.72199E-07
9.80678E+06 6.70365E-07
9.80823E+06 6.66721E-07
9.80966E+06 6.63135E-07
9.81107E+06 6.59602E-07
9.81245E+06 6.56127E-07
9.81381E+06 6.52704E-07
9.81515E+06 6.49335E-07
9.81647E+06 6.46018E-07
9.81777E+06 6.42751E-07
9.81905E+06 6.39537E-07
9.82000E+06 6.37152E-07
9.82031E+06 6.36371E-07
9.82155E+06 6.33255E-07
9.82277E+06 6.30187E-07
9.82397E+06 6.27166E-07
9.82478E+06 6.25141E-07
9.82491E+06 6.24854E-07
9.82516E+06 6.24274E-07
9.82632E+06 6.21603E-07
9.82747E+06 6.18972E-07
9.82860E+06 6.16383E-07
9.82971E+06 6.13835E-07
9.83081E+06 6.11324E-07
9.83188E+06 6.08854E-07
9.83294E+06 6.06421E-07
9.83399E+06 6.04027E-07
9.83502E+06 6.01670E-07
9.83603E+06 5.99347E-07
9.83702E+06 5.97063E-07
9.83801E+06 5.94813E-07
9.83897E+06 5.92600E-07
9.83992E+06 5.90419E-07
9.84000E+06 5.90238E-07
9.84086E+06 5.88273E-07
9.84178E+06 5.86161E-07
9.84269E+06 5.84078E-07
9.84358E+06 5.82030E-07
9.84446E+06 5.80015E-07
9.84532E+06 5.78031E-07
9.84618E+06 5.76077E-07
9.84651E+06 5.75302E-07
9.84701E+06 5.74280E-07
9.84784E+06 5.72594E-07
9.84865E+06 5.70937E-07
9.84945E+06 5.69303E-07
9.85000E+06 5.68186E-07
9.85024E+06 5.67695E-07
9.85102E+06 5.66113E-07
9.85178E+06 5.64554E-07
9.85253E+06 5.63022E-07
9.85327E+06 5.61512E-07
9.85473E+06 5.58538E-07
9.85614E+06 5.55657E-07
9.85751E+06 5.52868E-07
9.85883E+06 5.50162E-07
9.86000E+06 5.47780E-07
9.86012E+06 5.47544E-07
9.86136E+06 5.45005E-07
9.86238E+06 5.42922E-07
9.86257E+06 5.42544E-07
9.86373E+06 5.40163E-07
9.86487E+06 5.37853E-07
9.86596E+06 5.35616E-07
9.86702E+06 5.33449E-07
9.86805E+06 5.31352E-07
9.86905E+06 5.29317E-07
9.87001E+06 5.27346E-07
9.87095E+06 5.25436E-07
9.87186E+06 5.23587E-07
9.87274E+06 5.21793E-07
9.87359E+06 5.20059E-07
9.87441E+06 5.18375E-07
9.87521E+06 5.16745E-07
9.87598E+06 5.15168E-07
9.87673E+06 5.13637E-07
9.87819E+06 5.10672E-07
9.87955E+06 5.07893E-07
9.88000E+06 5.06968E-07
9.88082E+06 5.05287E-07
9.88202E+06 5.02844E-07
9.88314E+06 5.00553E-07
9.88420E+06 4.98404E-07
9.88466E+06 4.97453E-07
9.88518E+06 4.96520E-07
9.88611E+06 4.94865E-07
9.88698E+06 4.93311E-07
9.88779E+06 4.91855E-07
9.88855E+06 4.90489E-07
9.88998E+06 4.87930E-07
9.89123E+06 4.85690E-07
9.89233E+06 4.83728E-07
9.89329E+06 4.82013E-07
9.89413E+06 4.80511E-07
9.89486E+06 4.79197E-07
9.89615E+06 4.76899E-07
9.89711E+06 4.75173E-07
9.89855E+06 4.72586E-07
9.90000E+06 4.69998E-07
9.91337E+06 4.46060E-07
9.93496E+06 4.11032E-07
9.95000E+06 3.89047E-07
9.96743E+06 3.63578E-07
9.97890E+06 3.48793E-07
1.00000E+07 3.21603E-07
1.00270E+07 3.17599E-07
1.00361E+07 3.16250E-07
1.00441E+07 3.15070E-07
1.00500E+07 3.14189E-07
1.00510E+07 3.14035E-07
1.00572E+07 3.13129E-07
1.00625E+07 3.12337E-07
1.00719E+07 3.10948E-07
1.00789E+07 3.09907E-07
1.00842E+07 3.09124E-07
1.00921E+07 3.07949E-07
1.00995E+07 3.06848E-07
1.01000E+07 3.06775E-07
1.01062E+07 3.05853E-07
1.01121E+07 3.04987E-07
1.01131E+07 3.04828E-07
1.01175E+07 3.04176E-07
1.01278E+07 3.02653E-07
1.01368E+07 3.01318E-07
1.01447E+07 3.00150E-07
1.01500E+07 2.99361E-07
1.01516E+07 2.99127E-07
1.01576E+07 2.98231E-07
1.01682E+07 2.96662E-07
1.01761E+07 2.95485E-07
1.01821E+07 2.94601E-07
1.01850E+07 2.94171E-07
1.01911E+07 2.93274E-07
1.02000E+07 2.91947E-07
1.02031E+07 2.91487E-07
1.02061E+07 2.91036E-07
1.02062E+07 2.91025E-07
1.02091E+07 2.90592E-07
1.02121E+07 2.90159E-07
1.02121E+07 2.90153E-07
1.02150E+07 2.89721E-07
1.02179E+07 2.89297E-07
1.02207E+07 2.88877E-07
1.02230E+07 2.88535E-07
1.02235E+07 2.88467E-07
1.02262E+07 2.88060E-07
1.02289E+07 2.87662E-07
1.02316E+07 2.87269E-07
1.02326E+07 2.87113E-07
1.02342E+07 2.86882E-07
1.02367E+07 2.86500E-07
1.02393E+07 2.86124E-07
1.02410E+07 2.85867E-07
1.02418E+07 2.85755E-07
1.02442E+07 2.85391E-07
1.02466E+07 2.85032E-07
1.02470E+07 2.84985E-07
1.02484E+07 2.84804E-07
1.02490E+07 2.84721E-07
1.02500E+07 2.84594E-07
1.02514E+07 2.84421E-07
1.02537E+07 2.84125E-07
1.02548E+07 2.83978E-07
1.02559E+07 2.83834E-07
1.02582E+07 2.83548E-07
1.02626E+07 2.82982E-07
1.02661E+07 2.82532E-07
1.02668E+07 2.82436E-07
1.02710E+07 2.81905E-07
1.02746E+07 2.81446E-07
1.02750E+07 2.81391E-07
1.02789E+07 2.80893E-07
1.02809E+07 2.80630E-07
1.02826E+07 2.80411E-07
1.02863E+07 2.79943E-07
1.02898E+07 2.79489E-07
1.02905E+07 2.79407E-07
1.02932E+07 2.79051E-07
1.02966E+07 2.78625E-07
1.02995E+07 2.78244E-07
1.02998E+07 2.78212E-07
1.03000E+07 2.78183E-07
1.03029E+07 2.77812E-07
1.03059E+07 2.77425E-07
1.03088E+07 2.77049E-07
1.03117E+07 2.76686E-07
1.03125E+07 2.76586E-07
1.03144E+07 2.76334E-07
1.03171E+07 2.75991E-07
1.03197E+07 2.75660E-07
1.03222E+07 2.75340E-07
1.03234E+07 2.75188E-07
1.03246E+07 2.75029E-07
1.03269E+07 2.74728E-07
1.03292E+07 2.74437E-07
1.03329E+07 2.73964E-07
1.03336E+07 2.73872E-07
1.03378E+07 2.73341E-07
1.03413E+07 2.72891E-07
1.03416E+07 2.72843E-07
1.03453E+07 2.72376E-07
1.03486E+07 2.71952E-07
1.03487E+07 2.71939E-07
1.03500E+07 2.71771E-07
1.03519E+07 2.71529E-07
1.03549E+07 2.71144E-07
1.03550E+07 2.71130E-07
1.03577E+07 2.70784E-07
1.03603E+07 2.70445E-07
1.03628E+07 2.70127E-07
1.03651E+07 2.69830E-07
1.03662E+07 2.69690E-07
1.03695E+07 2.69272E-07
1.03733E+07 2.68783E-07
1.03747E+07 2.68609E-07
1.03766E+07 2.68356E-07
1.03796E+07 2.67982E-07
1.03821E+07 2.67655E-07
1.03866E+07 2.67082E-07
1.03873E+07 2.66986E-07
1.03899E+07 2.66651E-07
1.03925E+07 2.66328E-07
1.03962E+07 2.65845E-07
1.04000E+07 2.65360E-07
1.04031E+07 2.64962E-07
1.04061E+07 2.64572E-07
1.04092E+07 2.64187E-07
1.04121E+07 2.63808E-07
1.04125E+07 2.63763E-07
1.04150E+07 2.63435E-07
1.04179E+07 2.63067E-07
1.04207E+07 2.62706E-07
1.04234E+07 2.62366E-07
1.04235E+07 2.62349E-07
1.04290E+07 2.61648E-07
1.04329E+07 2.61141E-07
1.04340E+07 2.61000E-07
1.04343E+07 2.60968E-07
1.04394E+07 2.60309E-07
1.04413E+07 2.60068E-07
1.04444E+07 2.59670E-07
1.04486E+07 2.59129E-07
1.04492E+07 2.59051E-07
1.04500E+07 2.58948E-07
1.04539E+07 2.58451E-07
1.04584E+07 2.57869E-07
1.04614E+07 2.57484E-07
1.04628E+07 2.57306E-07
1.04671E+07 2.56760E-07
1.04711E+07 2.56249E-07
1.04712E+07 2.56230E-07
1.04752E+07 2.55717E-07
1.04783E+07 2.55322E-07
1.04791E+07 2.55220E-07
1.04828E+07 2.54737E-07
1.04865E+07 2.54271E-07
1.04891E+07 2.53930E-07
1.04900E+07 2.53818E-07
1.04934E+07 2.53380E-07
1.04967E+07 2.52955E-07
1.04995E+07 2.52599E-07
1.05000E+07 2.52542E-07
1.05000E+07 2.52537E-07
1.05031E+07 2.52488E-07
1.05061E+07 2.52439E-07
1.05090E+07 2.52392E-07
1.05118E+07 2.52347E-07
1.05125E+07 2.52337E-07
1.05173E+07 2.52258E-07
1.05225E+07 2.52176E-07
1.05234E+07 2.52162E-07
1.05273E+07 2.52098E-07
1.05318E+07 2.52025E-07
1.05329E+07 2.52008E-07
1.05361E+07 2.51957E-07
1.05401E+07 2.51893E-07
1.05438E+07 2.51833E-07
1.05473E+07 2.51777E-07
1.05496E+07 2.51739E-07
1.05500E+07 2.51733E-07
1.05506E+07 2.51724E-07
1.05537E+07 2.51674E-07
1.05566E+07 2.51628E-07
1.05620E+07 2.51541E-07
1.05622E+07 2.51537E-07
1.05667E+07 2.51464E-07
1.05709E+07 2.51398E-07
1.05716E+07 2.51386E-07
1.05745E+07 2.51339E-07
1.05777E+07 2.51288E-07
1.05833E+07 2.51199E-07
1.05858E+07 2.51158E-07
1.05875E+07 2.51131E-07
1.05906E+07 2.51081E-07
1.05953E+07 2.51005E-07
1.06000E+07 2.50930E-07
1.06062E+07 2.50830E-07
1.06122E+07 2.50734E-07
1.06125E+07 2.50730E-07
1.06180E+07 2.50640E-07
1.06234E+07 2.50554E-07
1.06237E+07 2.50549E-07
1.06291E+07 2.50462E-07
1.06344E+07 2.50376E-07
1.06396E+07 2.50294E-07
1.06425E+07 2.50247E-07
1.06445E+07 2.50214E-07
1.06494E+07 2.50136E-07
1.06500E+07 2.50126E-07
1.06540E+07 2.50061E-07
1.06568E+07 2.50016E-07
1.06586E+07 2.49988E-07
1.06630E+07 2.49918E-07
1.06672E+07 2.49849E-07
1.06676E+07 2.49843E-07
1.06755E+07 2.49717E-07
1.06832E+07 2.49592E-07
1.06838E+07 2.49583E-07
1.06905E+07 2.49475E-07
1.06973E+07 2.49366E-07
1.07000E+07 2.49322E-07
1.07037E+07 2.49263E-07
1.07097E+07 2.49167E-07
1.07153E+07 2.49076E-07
1.07206E+07 2.48992E-07
1.07249E+07 2.48922E-07
1.07255E+07 2.48912E-07
1.07302E+07 2.48838E-07
1.07345E+07 2.48768E-07
1.07427E+07 2.48636E-07
1.07436E+07 2.48621E-07
1.07498E+07 2.48521E-07
1.07500E+07 2.48519E-07
1.07561E+07 2.48421E-07
1.07577E+07 2.48395E-07
1.07616E+07 2.48333E-07
1.07664E+07 2.48256E-07
1.07748E+07 2.48121E-07
1.07788E+07 2.48055E-07
1.07811E+07 2.48019E-07
1.07858E+07 2.47943E-07
1.07929E+07 2.47829E-07
1.08000E+07 2.47715E-07
1.08062E+07 2.47615E-07
1.08122E+07 2.47519E-07
1.08124E+07 2.47516E-07
1.08180E+07 2.47425E-07
1.08237E+07 2.47335E-07
1.08240E+07 2.47329E-07
1.08249E+07 2.47314E-07
1.08291E+07 2.47247E-07
1.08344E+07 2.47161E-07
1.08396E+07 2.47079E-07
1.08445E+07 2.46999E-07
1.08459E+07 2.46978E-07
1.08494E+07 2.46921E-07
1.08500E+07 2.46911E-07
1.08540E+07 2.46846E-07
1.08624E+07 2.46712E-07
1.08631E+07 2.46700E-07
1.08650E+07 2.46670E-07
1.08716E+07 2.46564E-07
1.08796E+07 2.46436E-07
1.08818E+07 2.46400E-07
1.08871E+07 2.46315E-07
1.08941E+07 2.46202E-07
1.08965E+07 2.46164E-07
1.09000E+07 2.46107E-07
1.09007E+07 2.46096E-07
1.09069E+07 2.45997E-07
1.09094E+07 2.45957E-07
1.09127E+07 2.45904E-07
1.09181E+07 2.45816E-07
1.09232E+07 2.45734E-07
1.09280E+07 2.45658E-07
1.09320E+07 2.45594E-07
1.09370E+07 2.45513E-07
1.09448E+07 2.45387E-07
1.09489E+07 2.45321E-07
1.09499E+07 2.45306E-07
1.09500E+07 2.45304E-07
1.09517E+07 2.45276E-07
1.09577E+07 2.45179E-07
1.09617E+07 2.45116E-07
1.09630E+07 2.45095E-07
1.09722E+07 2.44946E-07
1.09792E+07 2.44835E-07
1.09808E+07 2.44808E-07
1.09844E+07 2.44751E-07
1.09922E+07 2.44626E-07
1.10000E+07 2.44500E-07
1.10062E+07 2.44444E-07
1.10122E+07 2.44390E-07
1.10180E+07 2.44338E-07
1.10237E+07 2.44287E-07
1.10291E+07 2.44238E-07
1.10344E+07 2.44190E-07
1.10447E+07 2.44098E-07
1.10500E+07 2.44050E-07
1.10544E+07 2.44011E-07
1.10634E+07 2.43929E-07
1.10719E+07 2.43853E-07
1.10799E+07 2.43781E-07
1.10873E+07 2.43714E-07
1.10943E+07 2.43651E-07
1.11000E+07 2.43600E-07
1.11009E+07 2.43592E-07
1.11071E+07 2.43536E-07
1.11129E+07 2.43484E-07
1.11183E+07 2.43435E-07
1.11285E+07 2.43344E-07
1.11374E+07 2.43264E-07
1.11452E+07 2.43193E-07
1.11500E+07 2.43150E-07
1.11520E+07 2.43132E-07
1.11580E+07 2.43078E-07
1.11633E+07 2.43031E-07
1.11724E+07 2.42948E-07
1.11793E+07 2.42886E-07
1.11897E+07 2.42793E-07
1.12000E+07 2.42700E-07
1.12062E+07 2.42644E-07
1.12122E+07 2.42590E-07
1.12239E+07 2.42485E-07
1.12348E+07 2.42387E-07
1.12450E+07 2.42295E-07
1.12500E+07 2.42250E-07
1.12547E+07 2.42208E-07
1.12637E+07 2.42127E-07
1.12722E+07 2.42051E-07
1.12801E+07 2.41979E-07
1.12876E+07 2.41912E-07
1.12946E+07 2.41849E-07
1.13000E+07 2.41800E-07
1.13011E+07 2.41790E-07
1.13073E+07 2.41735E-07
1.13188E+07 2.41631E-07
1.13289E+07 2.41540E-07
1.13378E+07 2.41460E-07
1.13456E+07 2.41390E-07
1.13500E+07 2.41350E-07
1.13524E+07 2.41329E-07
1.13642E+07 2.41222E-07
1.13732E+07 2.41142E-07
1.13799E+07 2.41081E-07
1.13899E+07 2.40991E-07
1.14000E+07 2.40900E-07
1.14124E+07 2.40788E-07
1.14240E+07 2.40684E-07
1.14350E+07 2.40586E-07
1.14452E+07 2.40493E-07
1.14500E+07 2.40450E-07
1.14548E+07 2.40407E-07
1.14638E+07 2.40325E-07
1.14723E+07 2.40249E-07
1.14802E+07 2.40178E-07
1.14877E+07 2.40111E-07
1.15000E+07 2.40000E-07
1.15017E+07 2.39983E-07
1.15139E+07 2.39861E-07
1.15246E+07 2.39754E-07
1.15340E+07 2.39660E-07
1.15423E+07 2.39577E-07
1.15500E+07 2.39500E-07
1.15567E+07 2.39433E-07
1.15675E+07 2.39325E-07
1.15756E+07 2.39244E-07
1.15878E+07 2.39122E-07
1.16000E+07 2.39000E-07
1.16124E+07 2.38876E-07
1.16240E+07 2.38760E-07
1.16350E+07 2.38650E-07
1.16452E+07 2.38548E-07
1.16500E+07 2.38500E-07
1.16548E+07 2.38452E-07
1.16729E+07 2.38271E-07
1.16887E+07 2.38113E-07
1.17000E+07 2.38000E-07
1.17025E+07 2.37975E-07
1.17062E+07 2.37938E-07
1.17062E+07 2.37938E-07
1.17147E+07 2.37853E-07
1.17253E+07 2.37747E-07
1.17439E+07 2.37561E-07
1.17500E+07 2.37500E-07
1.17579E+07 2.37421E-07
1.17684E+07 2.37316E-07
1.17842E+07 2.37158E-07
1.18000E+07 2.37000E-07
1.18016E+07 2.36985E-07
1.18031E+07 2.36969E-07
1.18061E+07 2.36939E-07
1.18091E+07 2.36909E-07
1.18121E+07 2.36879E-07
1.18150E+07 2.36850E-07
1.18179E+07 2.36821E-07
1.18207E+07 2.36793E-07
1.18235E+07 2.36765E-07
1.18248E+07 2.36752E-07
1.18262E+07 2.36738E-07
1.18289E+07 2.36711E-07
1.18316E+07 2.36684E-07
1.18342E+07 2.36658E-07
1.18368E+07 2.36632E-07
1.18393E+07 2.36607E-07
1.18418E+07 2.36582E-07
1.18443E+07 2.36558E-07
1.18466E+07 2.36534E-07
1.18467E+07 2.36533E-07
1.18491E+07 2.36510E-07
1.18500E+07 2.36500E-07
1.18514E+07 2.36486E-07
1.18537E+07 2.36463E-07
1.18560E+07 2.36440E-07
1.18582E+07 2.36418E-07
1.18604E+07 2.36396E-07
1.18626E+07 2.36374E-07
1.18647E+07 2.36353E-07
1.18656E+07 2.36344E-07
1.18668E+07 2.36332E-07
1.18689E+07 2.36311E-07
1.18709E+07 2.36291E-07
1.18729E+07 2.36271E-07
1.18749E+07 2.36251E-07
1.18769E+07 2.36232E-07
1.18788E+07 2.36212E-07
1.18807E+07 2.36194E-07
1.18824E+07 2.36176E-07
1.18825E+07 2.36175E-07
1.18843E+07 2.36157E-07
1.18861E+07 2.36139E-07
1.18879E+07 2.36121E-07
1.18896E+07 2.36104E-07
1.18914E+07 2.36086E-07
1.18931E+07 2.36070E-07
1.18947E+07 2.36053E-07
1.18964E+07 2.36037E-07
1.18970E+07 2.36030E-07
1.18980E+07 2.36020E-07
1.18996E+07 2.36005E-07
1.19000E+07 2.36000E-07
1.19011E+07 2.35989E-07
1.19042E+07 2.35958E-07
1.19072E+07 2.35928E-07
1.19101E+07 2.35899E-07
1.19129E+07 2.35871E-07
1.19156E+07 2.35844E-07
1.19182E+07 2.35818E-07
1.19208E+07 2.35792E-07
1.19227E+07 2.35773E-07
1.19232E+07 2.35768E-07
1.19256E+07 2.35744E-07
1.19279E+07 2.35721E-07
1.19302E+07 2.35698E-07
1.19324E+07 2.35677E-07
1.19345E+07 2.35655E-07
1.19365E+07 2.35635E-07
1.19385E+07 2.35615E-07
1.19404E+07 2.35596E-07
1.19420E+07 2.35581E-07
1.19423E+07 2.35577E-07
1.19441E+07 2.35559E-07
1.19458E+07 2.35542E-07
1.19475E+07 2.35525E-07
1.19491E+07 2.35509E-07
1.19500E+07 2.35500E-07
1.19507E+07 2.35493E-07
1.19538E+07 2.35462E-07
1.19564E+07 2.35436E-07
1.19567E+07 2.35433E-07
1.19594E+07 2.35406E-07
1.19619E+07 2.35381E-07
1.19643E+07 2.35357E-07
1.19665E+07 2.35335E-07
1.19686E+07 2.35314E-07
1.19706E+07 2.35294E-07
1.19724E+07 2.35276E-07
1.19741E+07 2.35259E-07
1.19757E+07 2.35243E-07
1.19782E+07 2.35218E-07
1.19788E+07 2.35212E-07
1.19814E+07 2.35186E-07
1.19838E+07 2.35163E-07
1.19858E+07 2.35142E-07
1.19876E+07 2.35125E-07
1.19891E+07 2.35109E-07
1.19918E+07 2.35082E-07
1.19939E+07 2.35061E-07
1.19969E+07 2.35031E-07
1.20000E+07 2.35000E-07
1.20124E+07 2.34876E-07
