B-11(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
5.51889E+06 1.52217E-06
5.51986E+06 1.52985E-06
5.52000E+06 1.53096E-06
5.52174E+06 1.54474E-06
5.52350E+06 1.55870E-06
5.52515E+06 1.57179E-06
5.52670E+06 1.58407E-06
5.52816E+06 1.59559E-06
5.52952E+06 1.60639E-06
5.53000E+06 1.61020E-06
5.53080E+06 1.61651E-06
5.53200E+06 1.62600E-06
5.53312E+06 1.63491E-06
5.53325E+06 1.63594E-06
5.53417E+06 1.64398E-06
5.53516E+06 1.65260E-06
5.53701E+06 1.66875E-06
5.53864E+06 1.68288E-06
5.54000E+06 1.69478E-06
5.54005E+06 1.69525E-06
5.54130E+06 1.70607E-06
5.54238E+06 1.71555E-06
5.54334E+06 1.72384E-06
5.54500E+06 1.73836E-06
5.54625E+06 1.74925E-06
5.54812E+06 1.76558E-06
5.54986E+06 1.78073E-06
5.55000E+06 1.78206E-06
5.55156E+06 1.79708E-06
5.55306E+06 1.81164E-06
5.55452E+06 1.82575E-06
5.55594E+06 1.83942E-06
5.55731E+06 1.85267E-06
5.55864E+06 1.86550E-06
5.55993E+06 1.87794E-06
5.56000E+06 1.87864E-06
5.56118E+06 1.88999E-06
5.56239E+06 1.90167E-06
5.56356E+06 1.91299E-06
5.56469E+06 1.92395E-06
5.56579E+06 1.93457E-06
5.56686E+06 1.94487E-06
5.56789E+06 1.95483E-06
5.56889E+06 1.96450E-06
5.57000E+06 1.97521E-06
5.57083E+06 1.98323E-06
5.57265E+06 2.00079E-06
5.57435E+06 2.01726E-06
5.57487E+06 2.02228E-06
5.57595E+06 2.03407E-06
5.57745E+06 2.05045E-06
5.57886E+06 2.06580E-06
5.58000E+06 2.07824E-06
5.58018E+06 2.08020E-06
5.58142E+06 2.09370E-06
5.58258E+06 2.10636E-06
5.58366E+06 2.11823E-06
5.58468E+06 2.12936E-06
5.58660E+06 2.15024E-06
5.58827E+06 2.16852E-06
5.58973E+06 2.18451E-06
5.59000E+06 2.18742E-06
5.59102E+06 2.19851E-06
5.59214E+06 2.21076E-06
5.59410E+06 2.23221E-06
5.59558E+06 2.24829E-06
5.59668E+06 2.26037E-06
5.59834E+06 2.27848E-06
5.60000E+06 2.29659E-06
5.60156E+06 2.26905E-06
5.60306E+06 2.24237E-06
5.60452E+06 2.21651E-06
5.60594E+06 2.19144E-06
5.60731E+06 2.16717E-06
5.60864E+06 2.14364E-06
5.60993E+06 2.12084E-06
5.61000E+06 2.11957E-06
5.61118E+06 2.09875E-06
5.61230E+06 2.07894E-06
5.61239E+06 2.07750E-06
5.61356E+06 2.05870E-06
5.61469E+06 2.04050E-06
5.61579E+06 2.02286E-06
5.61792E+06 1.98866E-06
5.61992E+06 1.95659E-06
5.62000E+06 1.95537E-06
5.62180E+06 1.92652E-06
5.62356E+06 1.89832E-06
5.62385E+06 1.89367E-06
5.62521E+06 1.87380E-06
5.62675E+06 1.85119E-06
5.62820E+06 1.82997E-06
5.62956E+06 1.81010E-06
5.63000E+06 1.80370E-06
5.63084E+06 1.79144E-06
5.63203E+06 1.77397E-06
5.63316E+06 1.75756E-06
5.63470E+06 1.73500E-06
5.63526E+06 1.72751E-06
5.63710E+06 1.70282E-06
5.63871E+06 1.68122E-06
5.64000E+06 1.66391E-06
5.64012E+06 1.66231E-06
5.64135E+06 1.64577E-06
5.64243E+06 1.63127E-06
5.64432E+06 1.60593E-06
5.64489E+06 1.59834E-06
5.64574E+06 1.58781E-06
5.64787E+06 1.56149E-06
5.65000E+06 1.53517E-06
5.65156E+06 1.51593E-06
5.65306E+06 1.49730E-06
5.65446E+06 1.48002E-06
5.65452E+06 1.47932E-06
5.65594E+06 1.46368E-06
5.65731E+06 1.44853E-06
5.65864E+06 1.43384E-06
5.65993E+06 1.41961E-06
5.66000E+06 1.41883E-06
5.66118E+06 1.40583E-06
5.66239E+06 1.39247E-06
5.66473E+06 1.36658E-06
5.66693E+06 1.34230E-06
5.66899E+06 1.31952E-06
5.67000E+06 1.30835E-06
5.67092E+06 1.29816E-06
5.67245E+06 1.28126E-06
5.67274E+06 1.27854E-06
5.67444E+06 1.26218E-06
5.67603E+06 1.24684E-06
5.67753E+06 1.23246E-06
5.67893E+06 1.21897E-06
5.68000E+06 1.20865E-06
5.68024E+06 1.20632E-06
5.68147E+06 1.19447E-06
5.68379E+06 1.17222E-06
5.68581E+06 1.15275E-06
5.68758E+06 1.13570E-06
5.68824E+06 1.12937E-06
5.68913E+06 1.12177E-06
5.69000E+06 1.11438E-06
5.69049E+06 1.11020E-06
5.69287E+06 1.08995E-06
5.69465E+06 1.07476E-06
5.69599E+06 1.06336E-06
5.69799E+06 1.04626E-06
5.70000E+06 1.02915E-06
5.70156E+06 1.01589E-06
5.70209E+06 1.01132E-06
5.70306E+06 1.00388E-06
5.70452E+06 9.92674E-07
5.70594E+06 9.81818E-07
5.70868E+06 9.60781E-07
5.71000E+06 9.50691E-07
5.71126E+06 9.41054E-07
5.71367E+06 9.22546E-07
5.71424E+06 9.18184E-07
5.71594E+06 9.06339E-07
5.71806E+06 8.91502E-07
5.72000E+06 8.77931E-07
5.72005E+06 8.77588E-07
5.72192E+06 8.64541E-07
5.72367E+06 8.52297E-07
5.72489E+06 8.43757E-07
5.72531E+06 8.41149E-07
5.72685E+06 8.31587E-07
5.72829E+06 8.22621E-07
5.73000E+06 8.12028E-07
5.73100E+06 8.05800E-07
5.73337E+06 7.91078E-07
5.73545E+06 7.78187E-07
5.73727E+06 7.66911E-07
5.73886E+06 7.57039E-07
5.74000E+06 7.49935E-07
5.74025E+06 7.48395E-07
5.74269E+06 7.33263E-07
5.74358E+06 7.27731E-07
5.74451E+06 7.22641E-07
5.74726E+06 7.07725E-07
5.75000E+06 6.92798E-07
5.75311E+06 6.75875E-07
5.75603E+06 6.60002E-07
5.75763E+06 6.51307E-07
5.75877E+06 6.45695E-07
5.76000E+06 6.39639E-07
5.76134E+06 6.33052E-07
5.76375E+06 6.21192E-07
5.76601E+06 6.10071E-07
5.76813E+06 5.99639E-07
5.76819E+06 5.99304E-07
5.77000E+06 5.91303E-07
5.77011E+06 5.90807E-07
5.77198E+06 5.82557E-07
5.77372E+06 5.74817E-07
5.77700E+06 5.60303E-07
5.77987E+06 5.47594E-07
5.78000E+06 5.47023E-07
5.78238E+06 5.36471E-07
5.78408E+06 5.28979E-07
5.78458E+06 5.27003E-07
5.78651E+06 5.19500E-07
5.78988E+06 5.06364E-07
5.79000E+06 5.05885E-07
5.79241E+06 4.96507E-07
5.79430E+06 4.89109E-07
5.79715E+06 4.78012E-07
5.80000E+06 4.66907E-07
5.80311E+06 4.67498E-07
5.80603E+06 4.68053E-07
5.80877E+06 4.68573E-07
5.81000E+06 4.68807E-07
5.81134E+06 4.69061E-07
5.81375E+06 4.69518E-07
5.81827E+06 4.70377E-07
5.82000E+06 4.70706E-07
5.82222E+06 4.71128E-07
5.82569E+06 4.71786E-07
5.82872E+06 4.72363E-07
5.83000E+06 4.72606E-07
5.83138E+06 4.72867E-07
5.83603E+06 4.73750E-07
5.83952E+06 4.74413E-07
5.84000E+06 4.74505E-07
5.84214E+06 4.74911E-07
5.84607E+06 4.75657E-07
5.85000E+06 4.76405E-07
5.85623E+06 4.77587E-07
5.86000E+06 4.78304E-07
5.86168E+06 4.78623E-07
5.86646E+06 4.79531E-07
5.87000E+06 4.80204E-07
5.87064E+06 4.80325E-07
5.87797E+06 4.81717E-07
5.88000E+06 4.82103E-07
5.88347E+06 4.82761E-07
5.88760E+06 4.83546E-07
5.89000E+06 4.84003E-07
5.89379E+06 4.84723E-07
5.90000E+06 4.85902E-07
5.91000E+06 4.87802E-07
5.92000E+06 4.89701E-07
5.92495E+06 4.90641E-07
5.93000E+06 4.91601E-07
5.94000E+06 4.93500E-07
5.95000E+06 4.95400E-07
5.96000E+06 4.97299E-07
5.97000E+06 4.99199E-07
5.98000E+06 5.01098E-07
5.99000E+06 5.02998E-07
6.00000E+06 5.04897E-07
6.01000E+06 5.32368E-07
6.02000E+06 5.59838E-07
6.02464E+06 5.72593E-07
6.03000E+06 5.89086E-07
6.04000E+06 6.19874E-07
6.04629E+06 6.39233E-07
6.05000E+06 6.51859E-07
6.06000E+06 6.85874E-07
6.06529E+06 7.03875E-07
6.07000E+06 7.21351E-07
6.08000E+06 7.58469E-07
6.08197E+06 7.65778E-07
6.09000E+06 7.99145E-07
6.10000E+06 8.40693E-07
6.11000E+06 8.82240E-07
6.11126E+06 8.87492E-07
6.12000E+06 9.28599E-07
6.13000E+06 9.75654E-07
6.13333E+06 9.91314E-07
6.14000E+06 1.02578E-06
6.14993E+06 1.07708E-06
6.15000E+06 1.07749E-06
6.16000E+06 1.13462E-06
6.17000E+06 1.19176E-06
6.17491E+06 1.21983E-06
6.18000E+06 1.25261E-06
6.19000E+06 1.31706E-06
6.20000E+06 1.38150E-06
6.21000E+06 1.30488E-06
6.22000E+06 1.22827E-06
6.22465E+06 1.19261E-06
6.23000E+06 1.15707E-06
6.24000E+06 1.09058E-06
6.24631E+06 1.04865E-06
6.25000E+06 1.02696E-06
6.26000E+06 9.68223E-07
6.26532E+06 9.37005E-07
6.27000E+06 9.12317E-07
6.27495E+06 8.86233E-07
6.28000E+06 8.59622E-07
6.28199E+06 8.49115E-07
6.29000E+06 8.10749E-07
6.29663E+06 7.79000E-07
6.30000E+06 7.64670E-07
6.31000E+06 7.22212E-07
6.32000E+06 6.79754E-07
6.32231E+06 6.69942E-07
6.33000E+06 6.41445E-07
6.34000E+06 6.04383E-07
6.34164E+06 5.98290E-07
6.35000E+06 5.70322E-07
6.35618E+06 5.49627E-07
6.36000E+06 5.38165E-07
6.37000E+06 5.08137E-07
6.37805E+06 4.83952E-07
6.38000E+06 4.78824E-07
6.39000E+06 4.52474E-07
6.40000E+06 4.26124E-07
6.41000E+06 4.22422E-07
6.42000E+06 4.18719E-07
6.43000E+06 4.15017E-07
6.44000E+06 4.11314E-07
6.45000E+06 4.07612E-07
6.46000E+06 4.03910E-07
6.47000E+06 4.00207E-07
6.48000E+06 3.96505E-07
6.49000E+06 3.92802E-07
6.49923E+06 3.89385E-07
6.50000E+06 3.89129E-07
6.51000E+06 3.85797E-07
6.52000E+06 3.82465E-07
6.53000E+06 3.79134E-07
6.54000E+06 3.75802E-07
6.55000E+06 3.72471E-07
6.56000E+06 3.69139E-07
6.57000E+06 3.65808E-07
6.58000E+06 3.62476E-07
6.59000E+06 3.59145E-07
6.60000E+06 3.55813E-07
6.61000E+06 3.55308E-07
6.62000E+06 3.54803E-07
6.63000E+06 3.54298E-07
6.64000E+06 3.53793E-07
6.65000E+06 3.53289E-07
6.66000E+06 3.52784E-07
6.67000E+06 3.52279E-07
6.68000E+06 3.51774E-07
6.69000E+06 3.51269E-07
6.70000E+06 3.50764E-07
6.71000E+06 3.50259E-07
6.72000E+06 3.49754E-07
6.73000E+06 3.49249E-07
6.74000E+06 3.48744E-07
6.75000E+06 3.48240E-07
6.76000E+06 3.47735E-07
6.77000E+06 3.47230E-07
6.78000E+06 3.46725E-07
6.79000E+06 3.46220E-07
6.80000E+06 3.45715E-07
6.81000E+06 3.47520E-07
6.82000E+06 3.49324E-07
6.83000E+06 3.51128E-07
6.84000E+06 3.52933E-07
6.85000E+06 3.54737E-07
6.86000E+06 3.56542E-07
6.87000E+06 3.58346E-07
6.88000E+06 3.60151E-07
6.89000E+06 3.61955E-07
6.90000E+06 3.63760E-07
6.91000E+06 3.65564E-07
6.92000E+06 3.67368E-07
6.93000E+06 3.69173E-07
6.94000E+06 3.70977E-07
6.95000E+06 3.72782E-07
6.96000E+06 3.74586E-07
6.97000E+06 3.76391E-07
6.98000E+06 3.78195E-07
6.99000E+06 3.80000E-07
7.00000E+06 3.81804E-07
7.02469E+06 4.27423E-07
7.04637E+06 4.71788E-07
7.05000E+06 4.79912E-07
7.06539E+06 5.14369E-07
7.09881E+06 5.98342E-07
7.10000E+06 6.01749E-07
7.12397E+06 6.70201E-07
7.14290E+06 7.29705E-07
7.15000E+06 7.54442E-07
7.17139E+06 8.29010E-07
7.20000E+06 9.41831E-07
7.22470E+06 8.34949E-07
7.23850E+06 7.81795E-07
7.24638E+06 7.51425E-07
7.25000E+06 7.38844E-07
7.26541E+06 6.85226E-07
7.28210E+06 6.32103E-07
7.30000E+06 5.81239E-07
7.30310E+06 5.72419E-07
7.30611E+06 5.63869E-07
7.30903E+06 5.55584E-07
7.31140E+06 5.48855E-07
7.31186E+06 5.47709E-07
7.31459E+06 5.40861E-07
7.31725E+06 5.34222E-07
7.31982E+06 5.27788E-07
7.32231E+06 5.21552E-07
7.32473E+06 5.15512E-07
7.32707E+06 5.09656E-07
7.32934E+06 5.03983E-07
7.33153E+06 4.98485E-07
7.33345E+06 4.93697E-07
7.33366E+06 4.93206E-07
7.33573E+06 4.88513E-07
7.33973E+06 4.79419E-07
7.34348E+06 4.70887E-07
7.34700E+06 4.62884E-07
7.35000E+06 4.56065E-07
7.35003E+06 4.55997E-07
7.35030E+06 4.55438E-07
7.35340E+06 4.49081E-07
7.35630E+06 4.43117E-07
7.35903E+06 4.37523E-07
7.36070E+06 4.34085E-07
7.36158E+06 4.32278E-07
7.36398E+06 4.27360E-07
7.36622E+06 4.22745E-07
7.36833E+06 4.18420E-07
7.37228E+06 4.10304E-07
7.37497E+06 4.04776E-07
7.37574E+06 4.03383E-07
7.37877E+06 3.97882E-07
7.38142E+06 3.93066E-07
7.38374E+06 3.88851E-07
7.38780E+06 3.81472E-07
7.39085E+06 3.75935E-07
7.39314E+06 3.71780E-07
7.39657E+06 3.65546E-07
7.40000E+06 3.59309E-07
7.40088E+06 3.59351E-07
7.40171E+06 3.59391E-07
7.40248E+06 3.59429E-07
7.40310E+06 3.59459E-07
7.40321E+06 3.59464E-07
7.40389E+06 3.59496E-07
7.40452E+06 3.59527E-07
7.40512E+06 3.59556E-07
7.40568E+06 3.59583E-07
7.40611E+06 3.59604E-07
7.40621E+06 3.59608E-07
7.40670E+06 3.59632E-07
7.40716E+06 3.59654E-07
7.40803E+06 3.59696E-07
7.40879E+06 3.59733E-07
7.40903E+06 3.59744E-07
7.40945E+06 3.59765E-07
7.41003E+06 3.59793E-07
7.41054E+06 3.59817E-07
7.41143E+06 3.59860E-07
7.41186E+06 3.59881E-07
7.41210E+06 3.59892E-07
7.41260E+06 3.59916E-07
7.41335E+06 3.59952E-07
7.41410E+06 3.59989E-07
7.41459E+06 3.60012E-07
7.41477E+06 3.60021E-07
7.41543E+06 3.60053E-07
7.41609E+06 3.60084E-07
7.41674E+06 3.60116E-07
7.41725E+06 3.60140E-07
7.41739E+06 3.60147E-07
7.41803E+06 3.60178E-07
7.41866E+06 3.60209E-07
7.41930E+06 3.60239E-07
7.41982E+06 3.60264E-07
7.41992E+06 3.60269E-07
7.42055E+06 3.60299E-07
7.42116E+06 3.60329E-07
7.42178E+06 3.60359E-07
7.42231E+06 3.60385E-07
7.42238E+06 3.60388E-07
7.42299E+06 3.60417E-07
7.42359E+06 3.60446E-07
7.42418E+06 3.60474E-07
7.42473E+06 3.60501E-07
7.42477E+06 3.60503E-07
7.42594E+06 3.60559E-07
7.42707E+06 3.60614E-07
7.42709E+06 3.60615E-07
7.42822E+06 3.60669E-07
7.42934E+06 3.60723E-07
7.42934E+06 3.60723E-07
7.43044E+06 3.60776E-07
7.43152E+06 3.60828E-07
7.43154E+06 3.60829E-07
7.43259E+06 3.60880E-07
7.43363E+06 3.60930E-07
7.43467E+06 3.60980E-07
7.43568E+06 3.61029E-07
7.43580E+06 3.61034E-07
7.43668E+06 3.61077E-07
7.43767E+06 3.61125E-07
7.43864E+06 3.61171E-07
7.43959E+06 3.61217E-07
7.43979E+06 3.61227E-07
7.44053E+06 3.61263E-07
7.44146E+06 3.61307E-07
7.44237E+06 3.61351E-07
7.44327E+06 3.61395E-07
7.44354E+06 3.61408E-07
7.44415E+06 3.61437E-07
7.44502E+06 3.61479E-07
7.44588E+06 3.61520E-07
7.44672E+06 3.61561E-07
7.44706E+06 3.61577E-07
7.44755E+06 3.61601E-07
7.44837E+06 3.61640E-07
7.44917E+06 3.61679E-07
7.44996E+06 3.61717E-07
7.45000E+06 3.61719E-07
7.45036E+06 3.61736E-07
7.45074E+06 3.61755E-07
7.45151E+06 3.61792E-07
7.45226E+06 3.61828E-07
7.45301E+06 3.61864E-07
7.45345E+06 3.61885E-07
7.45374E+06 3.61899E-07
7.45446E+06 3.61934E-07
7.45517E+06 3.61968E-07
7.45587E+06 3.62002E-07
7.45635E+06 3.62025E-07
7.45655E+06 3.62035E-07
7.45723E+06 3.62068E-07
7.45790E+06 3.62100E-07
7.45855E+06 3.62131E-07
7.45907E+06 3.62156E-07
7.45920E+06 3.62162E-07
7.45984E+06 3.62193E-07
7.46046E+06 3.62223E-07
7.46108E+06 3.62253E-07
7.46162E+06 3.62279E-07
7.46168E+06 3.62282E-07
7.46228E+06 3.62311E-07
7.46346E+06 3.62368E-07
7.46402E+06 3.62395E-07
7.46460E+06 3.62423E-07
7.46570E+06 3.62476E-07
7.46626E+06 3.62503E-07
7.46677E+06 3.62527E-07
7.46781E+06 3.62577E-07
7.46881E+06 3.62626E-07
7.46978E+06 3.62673E-07
7.47047E+06 3.62706E-07
7.47073E+06 3.62718E-07
7.47164E+06 3.62762E-07
7.47252E+06 3.62805E-07
7.47338E+06 3.62846E-07
7.47415E+06 3.62883E-07
7.47421E+06 3.62886E-07
7.47502E+06 3.62925E-07
7.47579E+06 3.62962E-07
7.47655E+06 3.62999E-07
7.47728E+06 3.63034E-07
7.47738E+06 3.63039E-07
7.47799E+06 3.63068E-07
7.47868E+06 3.63101E-07
7.47934E+06 3.63133E-07
7.47999E+06 3.63164E-07
7.48020E+06 3.63175E-07
7.48061E+06 3.63195E-07
7.48122E+06 3.63224E-07
7.48239E+06 3.63280E-07
7.48268E+06 3.63294E-07
7.48349E+06 3.63333E-07
7.48452E+06 3.63383E-07
7.48549E+06 3.63429E-07
7.48639E+06 3.63473E-07
7.48700E+06 3.63503E-07
7.48724E+06 3.63514E-07
7.48804E+06 3.63553E-07
7.48879E+06 3.63589E-07
7.48949E+06 3.63622E-07
7.49014E+06 3.63654E-07
7.49025E+06 3.63659E-07
7.49076E+06 3.63684E-07
7.49191E+06 3.63739E-07
7.49269E+06 3.63777E-07
7.49292E+06 3.63788E-07
7.49381E+06 3.63831E-07
7.49458E+06 3.63868E-07
7.49526E+06 3.63900E-07
7.49634E+06 3.63953E-07
7.49644E+06 3.63958E-07
7.49733E+06 3.64000E-07
7.49800E+06 3.64033E-07
7.49900E+06 3.64081E-07
7.50000E+06 3.64129E-07
7.50311E+06 3.64279E-07
7.50611E+06 3.64424E-07
7.50621E+06 3.64428E-07
7.50903E+06 3.64564E-07
7.51186E+06 3.64701E-07
7.51204E+06 3.64709E-07
7.51460E+06 3.64833E-07
7.51725E+06 3.64961E-07
7.51751E+06 3.64973E-07
7.51982E+06 3.65084E-07
7.52232E+06 3.65205E-07
7.52264E+06 3.65220E-07
7.52473E+06 3.65321E-07
7.52707E+06 3.65434E-07
7.52715E+06 3.65438E-07
7.52745E+06 3.65452E-07
7.52934E+06 3.65543E-07
7.53154E+06 3.65649E-07
7.53168E+06 3.65656E-07
7.53196E+06 3.65670E-07
7.53367E+06 3.65752E-07
7.53573E+06 3.65851E-07
7.53593E+06 3.65861E-07
7.53620E+06 3.65874E-07
7.53773E+06 3.65948E-07
7.53967E+06 3.66041E-07
7.53992E+06 3.66053E-07
7.54017E+06 3.66065E-07
7.54343E+06 3.66222E-07
7.54366E+06 3.66234E-07
7.54389E+06 3.66245E-07
7.54695E+06 3.66392E-07
7.54717E+06 3.66403E-07
7.54739E+06 3.66413E-07
7.55000E+06 3.66539E-07
7.55026E+06 3.66551E-07
7.55046E+06 3.66561E-07
7.55335E+06 3.66701E-07
7.55355E+06 3.66710E-07
7.55395E+06 3.66729E-07
7.55626E+06 3.66841E-07
7.55644E+06 3.66850E-07
7.55899E+06 3.66972E-07
7.55916E+06 3.66980E-07
7.55969E+06 3.67006E-07
7.56154E+06 3.67095E-07
7.56170E+06 3.67103E-07
7.56394E+06 3.67211E-07
7.56471E+06 3.67248E-07
7.56619E+06 3.67319E-07
7.56648E+06 3.67333E-07
7.56830E+06 3.67421E-07
7.56912E+06 3.67460E-07
7.57028E+06 3.67516E-07
7.57066E+06 3.67535E-07
7.57297E+06 3.67646E-07
7.57399E+06 3.67695E-07
7.57432E+06 3.67711E-07
7.57634E+06 3.67809E-07
7.57723E+06 3.67852E-07
7.57753E+06 3.67866E-07
7.58008E+06 3.67989E-07
7.58033E+06 3.68001E-07
7.58225E+06 3.68094E-07
7.58256E+06 3.68109E-07
7.58474E+06 3.68214E-07
7.58525E+06 3.68238E-07
7.58665E+06 3.68305E-07
7.58668E+06 3.68307E-07
7.58893E+06 3.68416E-07
7.58998E+06 3.68466E-07
7.59001E+06 3.68468E-07
7.59170E+06 3.68549E-07
7.59249E+06 3.68587E-07
7.59500E+06 3.68708E-07
7.59585E+06 3.68749E-07
7.59624E+06 3.68768E-07
7.60000E+06 3.68949E-07
7.60311E+06 3.79746E-07
7.60611E+06 3.90209E-07
7.60903E+06 4.00353E-07
7.61235E+06 4.11887E-07
7.61469E+06 4.20913E-07
7.61999E+06 4.41399E-07
7.62394E+06 4.56670E-07
7.62488E+06 4.60651E-07
7.62497E+06 4.61026E-07
7.62963E+06 4.80926E-07
7.63401E+06 4.99589E-07
7.63483E+06 5.03067E-07
7.63812E+06 5.18449E-07
7.64197E+06 5.36458E-07
7.64359E+06 5.44011E-07
7.64505E+06 5.50835E-07
7.64559E+06 5.53577E-07
7.64898E+06 5.70849E-07
7.64984E+06 5.75232E-07
7.65000E+06 5.76067E-07
7.65216E+06 5.87050E-07
7.65464E+06 5.99730E-07
7.65514E+06 6.02461E-07
7.66073E+06 6.33375E-07
7.66365E+06 6.49504E-07
7.66563E+06 6.61765E-07
7.66992E+06 6.88319E-07
7.67174E+06 6.99633E-07
7.67367E+06 7.11566E-07
7.67696E+06 7.31914E-07
7.68056E+06 7.54232E-07
7.68271E+06 7.69520E-07
7.68703E+06 8.00209E-07
7.69027E+06 8.23243E-07
7.69513E+06 8.57805E-07
7.69539E+06 8.59632E-07
7.70000E+06 8.96600E-07
7.70621E+06 9.46415E-07
7.70839E+06 9.63872E-07
7.71204E+06 9.96419E-07
7.71751E+06 1.04515E-06
7.71978E+06 1.06540E-06
7.72264E+06 1.09334E-06
7.72488E+06 1.11523E-06
7.72745E+06 1.14037E-06
7.72976E+06 1.16297E-06
7.73197E+06 1.18723E-06
7.73620E+06 1.23387E-06
7.74000E+06 1.27572E-06
7.74017E+06 1.27763E-06
7.74390E+06 1.31866E-06
7.74726E+06 1.35572E-06
7.74984E+06 1.38807E-06
7.75000E+06 1.39011E-06
7.75089E+06 1.40128E-06
7.75701E+06 1.47820E-06
7.76000E+06 1.51576E-06
7.76041E+06 1.52096E-06
7.76235E+06 1.54779E-06
7.76237E+06 1.54811E-06
7.76707E+06 1.61323E-06
7.77029E+06 1.65798E-06
7.77117E+06 1.67161E-06
7.77837E+06 1.78268E-06
7.78000E+06 1.80782E-06
7.78377E+06 1.86604E-06
7.78513E+06 1.88701E-06
7.78783E+06 1.93426E-06
7.79391E+06 2.04091E-06
7.80000E+06 2.14767E-06
7.80621E+06 2.04000E-06
7.81204E+06 1.93901E-06
7.81235E+06 1.93362E-06
7.81751E+06 1.85301E-06
7.82000E+06 1.81410E-06
7.82395E+06 1.75237E-06
7.82777E+06 1.69813E-06
7.83484E+06 1.59791E-06
7.83677E+06 1.57295E-06
7.84000E+06 1.53105E-06
7.84464E+06 1.47092E-06
7.84506E+06 1.46549E-06
7.84984E+06 1.40862E-06
7.85000E+06 1.40673E-06
7.85154E+06 1.38839E-06
7.85466E+06 1.35133E-06
7.85758E+06 1.32038E-06
7.86000E+06 1.29481E-06
7.86817E+06 1.20844E-06
7.87268E+06 1.16071E-06
7.87611E+06 1.12929E-06
7.88000E+06 1.09371E-06
7.88208E+06 1.07471E-06
7.88848E+06 1.01610E-06
7.89103E+06 9.95538E-07
7.90000E+06 9.23261E-07
7.90234E+06 9.04432E-07
7.91243E+06 8.31610E-07
7.91448E+06 8.16836E-07
7.92000E+06 7.80691E-07
7.92333E+06 7.58922E-07
7.92512E+06 7.47177E-07
7.93444E+06 6.91116E-07
7.94000E+06 6.61113E-07
7.94242E+06 6.48032E-07
7.95000E+06 6.07150E-07
7.95078E+06 6.02941E-07
7.95300E+06 5.92331E-07
7.95301E+06 5.92303E-07
7.95678E+06 5.74271E-07
7.96000E+06 5.58878E-07
7.96306E+06 5.44273E-07
7.97836E+06 4.80014E-07
7.98000E+06 4.73128E-07
7.98151E+06 4.66800E-07
8.00000E+06 4.00355E-07
8.02000E+06 3.90474E-07
8.02488E+06 3.88061E-07
8.04000E+06 3.80592E-07
8.05000E+06 3.75651E-07
8.06000E+06 3.70711E-07
8.06235E+06 3.69548E-07
8.08000E+06 3.60829E-07
8.09938E+06 3.51253E-07
8.10000E+06 3.50988E-07
8.14985E+06 3.29647E-07
8.15000E+06 3.29581E-07
8.20000E+06 3.08173E-07
8.24985E+06 3.03181E-07
8.25000E+06 3.03166E-07
8.30000E+06 2.98158E-07
8.30910E+06 2.97247E-07
8.34985E+06 2.93166E-07
8.35000E+06 2.93151E-07
8.40000E+06 2.88143E-07
8.44985E+06 2.86465E-07
8.45000E+06 2.86460E-07
8.50000E+06 2.84778E-07
8.52000E+06 2.84104E-07
8.54000E+06 2.83431E-07
8.54985E+06 2.83100E-07
8.55000E+06 2.83095E-07
8.56000E+06 2.82758E-07
8.58000E+06 2.82085E-07
8.60000E+06 2.81412E-07
8.62000E+06 2.81086E-07
8.64000E+06 2.80760E-07
8.64986E+06 2.80599E-07
8.65000E+06 2.80597E-07
8.66000E+06 2.80434E-07
8.68000E+06 2.80108E-07
8.70000E+06 2.79782E-07
8.70880E+06 2.79639E-07
8.72000E+06 2.79456E-07
8.74000E+06 2.79130E-07
8.74986E+06 2.78969E-07
8.75000E+06 2.78967E-07
8.76000E+06 2.78804E-07
8.78000E+06 2.78478E-07
8.80000E+06 2.78152E-07
8.80155E+06 2.78159E-07
8.80308E+06 2.78166E-07
8.80459E+06 2.78173E-07
8.80607E+06 2.78180E-07
8.80753E+06 2.78187E-07
8.80897E+06 2.78193E-07
8.81039E+06 2.78200E-07
8.81178E+06 2.78206E-07
8.81315E+06 2.78212E-07
8.81450E+06 2.78218E-07
8.81583E+06 2.78224E-07
8.81714E+06 2.78230E-07
8.81843E+06 2.78236E-07
8.81970E+06 2.78242E-07
8.82000E+06 2.78244E-07
8.82095E+06 2.78248E-07
8.82218E+06 2.78254E-07
8.82339E+06 2.78259E-07
8.82458E+06 2.78264E-07
8.82575E+06 2.78270E-07
8.82691E+06 2.78275E-07
8.82805E+06 2.78280E-07
8.82917E+06 2.78285E-07
8.83027E+06 2.78291E-07
8.83135E+06 2.78295E-07
8.83242E+06 2.78300E-07
8.83347E+06 2.78305E-07
8.83451E+06 2.78310E-07
8.83553E+06 2.78315E-07
8.83653E+06 2.78319E-07
8.83752E+06 2.78324E-07
8.83849E+06 2.78328E-07
8.83945E+06 2.78333E-07
8.84000E+06 2.78335E-07
8.84039E+06 2.78337E-07
8.84132E+06 2.78341E-07
8.84224E+06 2.78345E-07
8.84314E+06 2.78349E-07
8.84402E+06 2.78353E-07
8.84577E+06 2.78361E-07
8.84746E+06 2.78369E-07
8.84909E+06 2.78377E-07
8.84986E+06 2.78380E-07
8.85000E+06 2.78381E-07
8.85068E+06 2.78384E-07
8.85222E+06 2.78391E-07
8.85371E+06 2.78398E-07
8.85515E+06 2.78404E-07
