Cl-37(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
230083 0.000456612
230138 0.000315448
230193 0.000229104
230248 0.000173835
230357 0.000110947
230467 7.83551E-05
230687 4.75421E-05
230906 3.39445E-05
231345 2.24239E-05
231785 1.76899E-05
232663 1.37661E-05
233541 1.21451E-05
237054 1.06089E-05
240567 1.22859E-05
242324 1.69251E-05
243202 3.06680E-05
243641 8.00452E-05
243860 0.000263202
243915 0.000441147
243970 0.000909493
243998 0.00150126
244025 0.00293553
244039 0.00457020
244053 0.00802209
244059 0.0113893
244066 0.0171119
244073 0.0279923
244080 0.0491881
244086 0.0787892
244092 0.0988712
244097 0.0793809
244103 0.0496506
244107 0.0347708
244112 0.0249825
244120 0.0141844
244128 0.00896661
244137 0.00615815
244153 0.00337239
244170 0.00212414
244204 0.00106346
244237 0.000639598
244304 0.000309690
244371 0.000186469
244639 6.17899E-05
245174 3.10181E-05
245710 2.81302E-05
246246 3.14809E-05
246781 4.11802E-05
247049 5.08171E-05
247317 6.77972E-05
247585 0.000102144
247719 0.000134516
247852 0.000190188
247986 0.000298548
248120 0.000554708
248254 0.00141110
248288 0.00194134
248321 0.00281171
248338 0.00346278
248355 0.00432721
248371 0.00548737
248388 0.00702883
248405 0.00898864
248421 0.0112084
248455 0.0138471
248471 0.0129498
248488 0.0109577
248521 0.00684313
248542 0.00508234
248562 0.00384079
248602 0.00235035
248643 0.00156033
248683 0.00110650
248723 0.000824327
248764 0.000639050
248844 0.000419253
248925 0.000299455
249006 0.000227509
249167 0.000149703
249328 0.000111265
249490 9.00441E-05
249812 7.00412E-05
250135 6.32829E-05
250457 6.28836E-05
251103 7.44666E-05
251748 0.000105573
252071 0.000134536
252393 0.000181322
252716 0.000262990
253039 0.000422736
253200 0.000565318
253361 0.000791475
253523 0.00116899
253684 0.00181432
253858 0.00288818
254031 0.00366459
254205 0.00304514
254378 0.00208957
254471 0.00181989
254564 0.00187940
254610 0.00218754
254657 0.00302610
254680 0.00393419
254703 0.00563211
254726 0.00915394
254738 0.0123390
254749 0.0171863
254782 0.0347177
254798 0.0286569
254814 0.0183092
254827 0.0126046
254839 0.00901240
254865 0.00520481
254890 0.00344268
254916 0.00250768
254967 0.00160581
255018 0.00120290
255120 0.000876023
255222 0.000799619
255324 0.000896857
255426 0.00132971
255477 0.00190542
255528 0.00325538
255553 0.00470381
255579 0.00750548
255604 0.0137633
255617 0.0198498
255629 0.0296709
255645 0.0470300
255660 0.0570346
255691 0.0276980
255708 0.0164861
255724 0.0105652
255741 0.00726610
255758 0.00529444
255791 0.00319170
255825 0.00217436
255892 0.00126655
255958 0.000895308
256092 0.000633231
256226 0.000613900
256360 0.000779959
256493 0.00136579
256560 0.00215842
256627 0.00417475
256694 0.0119634
256728 0.0278266
256744 0.0495518
256753 0.0697859
256761 0.100792
256772 0.162100
256783 0.205057
256794 0.166010
256805 0.104302
256824 0.0467018
256843 0.0248498
256862 0.0151113
256881 0.0101203
256919 0.00543050
256957 0.00339719
257032 0.00171453
257108 0.00105533
257260 0.000546606
257411 0.000357898
257714 0.000223775
258017 0.000193605
258320 0.000222723
258623 0.000366980
258775 0.000578314
258926 0.00115900
259002 0.00191796
259078 0.00384978
259116 0.00618595
259153 0.0115087
259172 0.0171759
259191 0.0280103
259210 0.0520556
259220 0.0757061
259229 0.113875
259240 0.183443
259252 0.232635
259263 0.188549
259274 0.118372
259286 0.0696265
259299 0.0439191
259311 0.0296741
259323 0.0212114
259347 0.0122646
259372 0.00794673
259421 0.00410470
259469 0.00250533
259567 0.00122430
259665 0.000734785
259860 0.000363955
260055 0.000228421
260836 0.000102825
261617 0.000151684
261813 0.000223604
262008 0.000420476
262106 0.000673724
262203 0.00130200
262252 0.00203596
262301 0.00363698
262325 0.00524122
262350 0.00812239
262374 0.0138475
262386 0.0188220
262398 0.0260980
262417 0.0415017
262435 0.0508471
262454 0.0399327
262472 0.0248717
262492 0.0146893
262512 0.00929340
262533 0.00630294
262553 0.00453044
262593 0.00264109
262633 0.00172897
262714 0.000914633
262795 0.000576290
262956 0.000310169
263118 0.000218252
263279 0.000192331
263440 0.000221564
263521 0.000273449
263602 0.000385224
263682 0.000649075
263723 0.000914487
263763 0.00135413
263810 0.00212275
263857 0.00260672
263904 0.00207389
263950 0.00131859
263979 0.000986331
264008 0.000754342
264066 0.000478677
264125 0.000334813
264183 0.000252843
264299 0.000169633
264415 0.000132103
264648 0.000106110
264881 0.000111019
265113 0.000147617
265346 0.000265951
265462 0.000425726
265579 0.000837366
265637 0.00133863
265695 0.00249119
265724 0.00372397
265753 0.00611841
265782 0.0115388
265797 0.0169214
265811 0.0258502
265828 0.0415434
265845 0.0526214
265861 0.0426839
265878 0.0268206
265890 0.0188640
265902 0.0135939
265925 0.00774721
265949 0.00490965
265973 0.00336511
266021 0.00185262
266068 0.00117029
266163 0.000592416
266259 0.000361068
266449 0.000180253
266639 0.000112014
267401 4.07088E-05
268924 1.95681E-05
271969 1.27728E-05
273492 1.22393E-05
275015 1.30333E-05
276538 1.80403E-05
277299 3.31278E-05
277680 7.98151E-05
277870 0.000211950
277965 0.000502257
278013 0.000938404
278037 0.00137435
278061 0.00209233
278088 0.00332857
278115 0.00409420
278143 0.00322899
278170 0.00201886
278208 0.00105104
278246 0.000616369
278323 0.000283019
278399 0.000166161
278475 0.000113354
278628 6.94601E-05
278780 5.33283E-05
279391 5.13446E-05
280001 0.000127612
280154 0.000199298
280306 0.000377753
280383 0.000589903
280459 0.00106932
280497 0.00157338
280535 0.00253109
280554 0.00336196
280573 0.00462993
280592 0.00665882
280611 0.00990233
280635 0.0158362
280658 0.0198694
280681 0.0159696
280705 0.0100134
280728 0.00616293
280752 0.00401974
280775 0.00279212
280799 0.00204647
280846 0.00124520
280893 0.000858321
280986 0.000531847
281080 0.000438752
281268 0.000673414
281362 0.00134903
281409 0.00226750
281433 0.00309590
281456 0.00434516
281473 0.00554416
281489 0.00694059
281522 0.00885145
281555 0.00725367
281588 0.00457840
281614 0.00310460
281641 0.00217843
281667 0.00158948
281693 0.00120510
281746 0.000757396
281799 0.000521283
281851 0.000382349
281904 0.000294227
282009 0.000192565
282115 0.000138210
282220 0.000105590
282431 6.97296E-05
282641 5.12636E-05
282852 4.04126E-05
283273 2.87340E-05
283694 2.29212E-05
284115 1.96967E-05
284958 1.68761E-05
285800 1.69653E-05
286643 2.12804E-05
287485 4.83937E-05
287906 0.000152993
288012 0.000255904
288117 0.000530309
288170 0.000882235
288222 0.00175742
288249 0.00279113
288275 0.00506213
288288 0.00737682
288301 0.0115657
288315 0.0201838
288321 0.0279160
288328 0.0393753
288337 0.0632245
288346 0.0798619
288356 0.0644633
288365 0.0403412
288375 0.0237059
288385 0.0148976
288395 0.0100403
288406 0.00718589
288426 0.00415131
288446 0.00268746
288487 0.00138528
288527 0.000843361
288609 0.000409751
288690 0.000243974
288852 0.000118619
289015 7.27658E-05
289664 2.70851E-05
290963 1.56805E-05
292263 1.42599E-05
293562 1.48094E-05
294861 1.67241E-05
296160 2.11055E-05
297460 3.61534E-05
298109 7.98750E-05
298434 0.000234403
298596 0.000808891
298678 0.00287061
298718 0.00956557
298739 0.0275297
298749 0.0631526
298754 0.110270
298759 0.213148
298762 0.341928
298766 0.431546
298770 0.348468
298773 0.218255
298778 0.115372
298783 0.0675115
298792 0.0300614
298812 0.0105618
298850 0.00319680
298927 0.000906479
299080 0.000271739
299387 0.000114180
299693 0.000100584
300000 0.000123059
300243 0.000170535
300365 0.000212684
300486 0.000277739
300608 0.000383607
300729 0.000568533
300851 0.000919836
300911 0.00121264
300972 0.00162682
301073 0.00259014
301173 0.00322504
301273 0.00257990
301373 0.00162293
301487 0.000946863
301602 0.000597306
301716 0.000407692
301831 0.000296763
301945 0.000227174
302059 0.000181113
302288 0.000126286
302517 9.65569E-05
302745 7.89901E-05
303203 6.09560E-05
304118 5.11807E-05
305033 5.52373E-05
305947 6.97790E-05
306862 0.000103024
307320 0.000136492
307777 0.000201390
308006 0.000262816
308235 0.000373145
308349 0.000466177
308463 0.000608082
308578 0.000836267
308692 0.00121223
308950 0.00234855
309079 0.00198086
309208 0.00135033
309374 0.000874252
309539 0.000669657
309705 0.000590756
309870 0.000573760
310465 0.000721034
311060 0.000853693
311650 0.000678244
312240 0.000429649
312780 0.000281036
313319 0.000193708
313859 0.000141931
314399 0.000110792
314939 9.36535E-05
315478 9.22475E-05
315748 0.000104821
316018 0.000148328
316153 0.000207115
316288 0.000352723
316423 0.000871074
316490 0.00179511
316524 0.00288783
316558 0.00506698
316586 0.00816922
316614 0.0106562
316642 0.00892482
316670 0.00565588
316703 0.00325599
316735 0.00202133
316767 0.00135672
316799 0.000970237
316864 0.000569297
316928 0.000379560
316993 0.000275431
317057 0.000212463
317186 0.000143159
317315 0.000107643
317444 8.68642E-05
317701 6.43427E-05
318217 4.54886E-05
318732 3.71171E-05
319763 2.89780E-05
320794 2.48754E-05
322856 2.12290E-05
324918 2.09785E-05
326980 2.42463E-05
328011 2.82023E-05
329042 3.53925E-05
330073 4.96508E-05
331104 8.38682E-05
331620 0.000123313
331877 0.000157638
332135 0.000212684
332393 0.000311740
332522 0.000395796
332651 0.000527045
332780 0.000752777
332908 0.00119777
332973 0.00160599
333037 0.00227748
333102 0.00346531
333166 0.00566345
333226 0.00895639
333286 0.0113250
333346 0.00930069
333406 0.00601853
333444 0.00453573
333483 0.00352275
333559 0.00236978
333624 0.00188544
333689 0.00162716
333819 0.00143694
334078 0.00139953
334338 0.00111375
334597 0.000760559
334849 0.000566402
335101 0.000506872
335352 0.000575738
335604 0.000836728
335999 0.00149282
336197 0.00121309
336394 0.000782171
336563 0.000533136
336732 0.000379501
336900 0.000283322
337069 0.000220480
337407 0.000146785
337744 0.000106942
338082 8.28337E-05
338419 6.70382E-05
339094 4.80751E-05
339770 3.74293E-05
340445 3.08070E-05
341795 2.33193E-05
344495 1.73216E-05
347196 1.56268E-05
349896 1.61440E-05
352596 1.97272E-05
353947 2.45559E-05
354622 2.90002E-05
355297 3.64295E-05
355972 5.03675E-05
356309 6.25174E-05
356647 8.17492E-05
357322 0.000178917
357491 0.000235415
357660 0.000323949
357828 0.000469188
357913 0.000575168
357997 0.000710849
358093 0.000903421
358188 0.00112258
358379 0.00139222
358570 0.00111731
358761 0.000712637
358996 0.000416404
359231 0.000276290
359465 0.000211955
359700 0.000190976
359935 0.000209944
360052 0.000242346
360170 0.000303859
360287 0.000423664
360346 0.000526389
360404 0.000682474
360463 0.000933548
360522 0.00136554
360580 0.00217211
360639 0.00377770
360738 0.00817879
360762 0.00802397
360787 0.00703095
360836 0.00448503
360895 0.00251994
360954 0.00153617
361012 0.00101918
361071 0.000724434
361130 0.000542461
361189 0.000423364
361306 0.000282406
361541 0.000158866
361776 0.000107532
362246 6.56614E-05
362716 4.90755E-05
363655 3.63995E-05
364595 3.27428E-05
365535 3.32626E-05
366475 3.90143E-05
367414 6.89368E-05
367884 0.000171454
368002 0.000264718
368119 0.000491622
368178 0.000751751
368237 0.00130329
368266 0.00184050
368295 0.00276918
368325 0.00452662
368354 0.00800934
368379 0.0127630
368403 0.0156995
368428 0.0123672
368453 0.00771664
368480 0.00452369
368508 0.00284999
368535 0.00193036
368563 0.00138649
368618 0.000813426
368673 0.000537577
368783 0.000292660
368892 0.000191103
369112 0.000110345
369332 8.00961E-05
369772 5.86870E-05
370212 5.26560E-05
371092 5.30691E-05
371971 6.05180E-05
372851 7.39887E-05
373731 9.63562E-05
374610 0.000134671
375490 0.000202762
377170 0.000412156
378015 0.000520763
378438 0.000713427
378649 0.000929496
378860 0.00131963
378953 0.00157698
379171 0.00239912
379388 0.00298932
379606 0.00246837
379823 0.00162672
379996 0.00117171
380168 0.000887892
380513 0.000602595
380858 0.000493479
381203 0.000466188
381892 0.000564559
382237 0.000694931
382582 0.000901154
383648 0.00181443
384181 0.00154599
384714 0.000994023
385160 0.000667398
385606 0.000464769
386052 0.000338848
386498 0.000257697
387390 0.000165091
388282 0.000117539
389174 9.14386E-05
390065 7.96381E-05
390957 9.80546E-05
391403 0.000201284
391515 0.000300022
391626 0.000546256
391682 0.000834892
391738 0.00146415
391766 0.00209625
391794 0.00322705
391821 0.00548037
391835 0.00742830
391849 0.0102683
391870 0.0162806
391891 0.0198132
391913 0.0154755
391934 0.00963767
391953 0.00620323
391972 0.00418456
391992 0.00297095
392011 0.00220515
392049 0.00134721
392088 0.000910832
392165 0.000504129
392242 0.000328705
392397 0.000184375
392551 0.000127961
392859 8.51290E-05
393168 7.11663E-05
393477 6.96256E-05
393785 8.46296E-05
393940 0.000109793
394094 0.000179532
394248 0.000485739
394325 0.00125392
394364 0.00262457
394383 0.00424944
394402 0.00746044
394419 0.0120072
394435 0.0154499
394451 0.0127366
394467 0.00802915
394489 0.00423568
394510 0.00248476
394554 0.00112157
394597 0.000636788
394640 0.000415729
394727 0.000226365
394813 0.000149922
394986 8.95335E-05
395159 6.63650E-05
395505 4.82301E-05
395850 4.09778E-05
397234 3.17537E-05
400000 2.80245E-05
402903 2.96859E-05
405806 3.75684E-05
407258 4.63037E-05
408709 6.30918E-05
409435 7.86242E-05
410161 0.000107545
410524 0.000135687
410887 0.000193565
411068 0.000254597
411250 0.000381837
411340 0.000508468
411431 0.000740946
411476 0.000937891
411522 0.00123695
411567 0.00171852
411612 0.00253508
411666 0.00431748
411719 0.00711494
411746 0.00808923
411773 0.00791659
411826 0.00527374
411883 0.00298064
411939 0.00181618
411996 0.00122270
412052 0.000894810
412278 0.000437001
412504 0.000334827
412730 0.000312923
413108 0.000336530
413485 0.000395182
414240 0.000566427
414485 0.000652214
414729 0.000804122
414959 0.00110716
415189 0.00174791
415304 0.00216188
415420 0.00238294
415535 0.00221377
415650 0.00181555
415760 0.00145274
415890 0.00114708
416020 0.000959456
416280 0.000808363
416444 0.000827095
416609 0.000971793
416691 0.00114418
416773 0.00147222
416855 0.00215819
416896 0.00278069
416937 0.00372145
416994 0.00561405
417052 0.00682614
417109 0.00552737
417166 0.00365447
417209 0.00268994
417253 0.00206840
417340 0.00139709
417426 0.00107702
417513 0.000903208
417687 0.000727058
417860 0.000636219
418253 0.000512200
418645 0.000418261
419430 0.000279830
419986 0.000218433
420542 0.000179740
421655 0.000151652
422211 0.000164654
422767 0.000219291
423045 0.000288648
423323 0.000443679
423462 0.000603457
423601 0.000903129
423671 0.00116031
423740 0.00155418
423810 0.00218362
423879 0.00321111
424043 0.00665855
424125 0.00568709
424207 0.00373535
424291 0.00241954
424375 0.00172632
424459 0.00137823
424544 0.00122690
424712 0.00130222
424796 0.00151292
424880 0.00184871
425031 0.00258036
425107 0.00270696
425182 0.00250970
425333 0.00168203
425483 0.00105867
425606 0.000764768
425730 0.000588038
425976 0.000412458
426223 0.000353153
426469 0.000365732
426716 0.000468054
426963 0.000790671
427086 0.00119691
427209 0.00213209
427271 0.00312080
427332 0.00500350
427363 0.00663077
427394 0.00912372
427425 0.0130819
427456 0.0194238
427494 0.0310539
427531 0.0389793
427569 0.0313945
427607 0.0197127
427633 0.0140457
427659 0.0102409
427686 0.00769158
427712 0.00594503
427764 0.00382120
427817 0.00265092
427921 0.00149218
428026 0.000964176
428236 0.000512158
428445 0.000329152
428864 0.000185003
429283 0.000132267
429702 0.000112684
430121 0.000119931
430331 0.000144492
430540 0.000215391
430645 0.000302527
430750 0.000497893
430855 0.00106805
430907 0.00183261
430933 0.00252575
430959 0.00357623
430978 0.00456505
430996 0.00569544
431032 0.00715634
431068 0.00577993
431104 0.00364107
431152 0.00196003
431199 0.00117344
431247 0.000776277
431295 0.000554794
431391 0.000332352
431486 0.000229966
431582 0.000174733
431677 0.000141723
431868 0.000106018
432250 7.90934E-05
432633 7.24451E-05
433015 7.73776E-05
433397 0.000102936
433588 0.000139024
433779 0.000233298
433875 0.000349930
433970 0.000625793
434066 0.00154969
434114 0.00306441
434137 0.00470481
434161 0.00761916
434173 0.00974036
434185 0.0120989
434209 0.0147669
434233 0.0115614
434257 0.00721555
434281 0.00442636
434305 0.00289106
434354 0.00147506
434403 0.000893945
434451 0.000608513
434549 0.000352017
434646 0.000247027
434840 0.000173172
435035 0.000166064
435230 0.000204568
435424 0.000333452
435521 0.000493110
435619 0.000848834
435667 0.00120988
435716 0.00186142
435765 0.00315787
435789 0.00427442
435813 0.00587149
435852 0.00913564
435871 0.0102379
435890 0.0101707
435967 0.00444711
436003 0.00283352
436040 0.00191424
436076 0.00136656
436113 0.00102165
436185 0.000634580
436258 0.000436401
436404 0.000251017
436549 0.000170259
436695 0.000128065
436841 0.000103304
437132 7.69769E-05
437714 5.72037E-05
438297 5.10278E-05
439462 5.10022E-05
440627 5.99174E-05
441791 8.00259E-05
442956 0.000123995
443539 0.000165870
444121 0.000235966
444704 0.000360864
445286 0.000590734
445840 0.000934205
446394 0.00115476
446948 0.000919652
447502 0.000579013
448162 0.000332718
448823 0.000208739
449483 0.000142664
450143 0.000104386
450804 8.05358E-05
451464 6.47750E-05
452784 4.60043E-05
454105 3.57394E-05
455425 2.95634E-05
458067 2.29286E-05
463349 1.82936E-05
468631 1.78260E-05
473913 1.98658E-05
479196 2.56521E-05
481837 3.16396E-05
484478 4.28273E-05
485798 5.26912E-05
487119 6.88396E-05
488440 9.86517E-05
489760 0.000161291
491520 0.000298427
492405 0.000330975
492626 0.000362630
492848 0.000443723
493069 0.000695445
493179 0.00104500
493235 0.00137433
493290 0.00190567
493322 0.00234578
493389 0.00360831
493456 0.00444270
493524 0.00359693
493591 0.00233934
493649 0.00161735
493707 0.00118162
493765 0.000914453
493823 0.000744572
493940 0.000553993
494056 0.000459232
494288 0.000380837
494521 0.000363388
494986 0.000424140
495219 0.000531869
495335 0.000640127
495451 0.000836045
495578 0.00128529
495642 0.00169479
495705 0.00228075
495768 0.00294588
495832 0.00331890
495895 0.00310832
495958 0.00257653
496028 0.00202789
496098 0.00164394
496237 0.00123756
496516 0.00102045
496795 0.00105773
497074 0.00120295
498142 0.00235888
498409 0.00262235
498676 0.00274697
499209 0.00256305
499345 0.00244346
499480 0.00228767
499590 0.00212782
499699 0.00193616
499919 0.00149684
500138 0.00110113
500357 0.000826111
500796 0.000538961
501234 0.000404018
501880 0.000298790
502527 0.000241586
503819 0.000196148
505112 0.000215975
505758 0.000257990
506404 0.000335485
507186 0.000487326
507968 0.000606759
508750 0.000513781
509532 0.000349556
510523 0.000227205
511514 0.000184717
512010 0.000189251
512505 0.000228324
512753 0.000283653
513001 0.000420159
513125 0.000576728
513249 0.000911462
513311 0.00124087
513373 0.00181996
513435 0.00293728
513466 0.00388290
513497 0.00522993
513546 0.00822007
513596 0.0100055
513695 0.00496198
513732 0.00348631
513769 0.00253785
513844 0.00151119
513918 0.00102483
513993 0.000765643
514142 0.000521712
514291 0.000423106
514590 0.000372531
514888 0.000407028
515187 0.000508014
515485 0.000707197
515784 0.00109438
516082 0.00184332
516352 0.00281217
516486 0.00311557
516621 0.00305948
517161 0.00134009
517341 0.000986099
517521 0.000748991
517881 0.000475846
518242 0.000337006
518602 0.000259874
519322 0.000187577
520043 0.000166140
520763 0.000176910
521483 0.000231861
521844 0.000294210
522204 0.000411472
522564 0.000658131
522744 0.000885609
522924 0.00123562
523159 0.00188140
523394 0.00224971
523864 0.00127209
524044 0.00102314
524224 0.000902278
524584 0.000940120
524764 0.00109870
524944 0.00139300
525124 0.00190323
525304 0.00275950
525519 0.00429815
525733 0.00529800
525948 0.00422624
526163 0.00266279
526372 0.00168483
526581 0.00112659
526790 0.000798983
526999 0.000595581
527416 0.000370418
527834 0.000256216
528252 0.000190558
528670 0.000149293
529505 0.000102063
530341 7.68807E-05
531177 6.17742E-05
532848 4.52270E-05
534519 3.68859E-05
536190 3.22783E-05
539533 2.85997E-05
542875 2.98342E-05
546217 3.82464E-05
547889 4.92584E-05
549560 7.41614E-05
550395 0.000100026
551231 0.000148970
551649 0.000191291
552067 0.000256478
552484 0.000361013
552902 0.000530121
553395 0.000820312
553887 0.000993477
554871 0.000573546
555348 0.000472288
555824 0.000515870
556062 0.000620400
556301 0.000834342
556539 0.00127097
556777 0.00216802
556976 0.00333911
557076 0.00379751
557175 0.00386620
557572 0.00181246
557755 0.00118609
557938 0.000819266
558120 0.000597443
558303 0.000456152
558669 0.000295360
559034 0.000211428
559400 0.000162206
559766 0.000130848
560497 9.46178E-05
561228 7.54286E-05
561959 6.43901E-05
563422 5.44928E-05
564884 5.44934E-05
566346 6.64857E-05
567078 8.32937E-05
567809 0.000123762
568174 0.000169821
568540 0.000269637
568723 0.000370754
568906 0.000557118
568997 0.000713700
569088 0.000947864
569180 0.00130944
569271 0.00187176
569510 0.00377526
569630 0.00310858
569749 0.00199410
569893 0.00116654
570038 0.000761746
570182 0.000557587
570326 0.000451726
570615 0.000384533
570903 0.000436942
571439 0.000669864
571975 0.000389350
572215 0.000291700
572454 0.000235962
572934 0.000190303
573413 0.000187843
573892 0.000213748
574371 0.000274276
574851 0.000399466
575090 0.000510328
575330 0.000682474
575569 0.000960693
575809 0.00141730
576086 0.00221658
576363 0.00279196
576641 0.00233434
576918 0.00160485
577115 0.00127668
577311 0.00110460
577704 0.00110876
578047 0.00137402
578390 0.00148439
579077 0.000729679
579419 0.000487532
579760 0.000349468
580102 0.000267813
580444 0.000217145
581127 0.000163789
581811 0.000144639
582494 0.000149931
583177 0.000191564
583519 0.000243400
583861 0.000349284
584032 0.000446030
584202 0.000602425
584373 0.000869731
584544 0.00133909
584719 0.00208172
584893 0.00258357
585068 0.00210608
585242 0.00138164
585393 0.000971440
585544 0.000732412
585695 0.000598083
585846 0.000528310
586147 0.000516111
586449 0.000669361
586872 0.00104708
587294 0.000893131
587491 0.000972029
587687 0.00125376
587884 0.00188581
588080 0.00322488
588241 0.00505828
588402 0.00627925
588563 0.00503841
588724 0.00317908
588849 0.00219708
588973 0.00156897
589098 0.00116434
589223 0.000895709
589472 0.000578493
589721 0.000408220
589971 0.000307177
590220 0.000242552
590718 0.000167906
591217 0.000128365
591715 0.000105398
592713 8.33757E-05
593710 7.95354E-05
594707 9.63574E-05
595205 0.000123236
595704 0.000188882
595953 0.000260466
596203 0.000400980
596327 0.000525887
596452 0.000722074
596576 0.00104326
596701 0.00157306
596845 0.00246493
596988 0.00296678
597276 0.00144707
597446 0.000842628
597617 0.000537767
597787 0.000374417
597957 0.000279638
598298 0.000181867
598638 0.000136484
599319 0.000100157
600000 9.14704E-05
600864 0.000100796
601729 0.000139461
602161 0.000183405
602593 0.000268813
602809 0.000343531
603025 0.000459024
603241 0.000644025
603457 0.000939438
603721 0.00144109
603852 0.00163392
603984 0.00166112
604511 0.000830023
604761 0.000591715
605011 0.000479783
605261 0.000455589
605511 0.000512129
605769 0.000644631
606026 0.000707298
606541 0.000404712
606939 0.000276679
607338 0.000234457
607736 0.000232890
608135 0.000260519
608533 0.000322337
608931 0.000439710
609330 0.000664569
609728 0.00110506
610075 0.00172337
610422 0.00213037
610769 0.00178726
611115 0.00138858
611293 0.00138249
611470 0.00160756
611641 0.00209531
611811 0.00247428
611982 0.00205446
612152 0.00137302
612381 0.000810141
612609 0.000535049
612838 0.000387557
613067 0.000299268
613524 0.000201574
613981 0.000150192
614895 9.89479E-05
615810 7.47371E-05
617639 5.39303E-05
619468 4.76504E-05
621296 4.97096E-05
623125 6.42355E-05
624040 8.37381E-05
624497 0.000101302
624954 0.000129680
625411 0.000179698
625869 0.000279618
626326 0.000519041
626554 0.000774841
626783 0.00123213
626897 0.00156845
627011 0.00196348
627239 0.00253056
627468 0.00210726
627696 0.00134536
627900 0.000884127
628104 0.000609567
628308 0.000444680
628512 0.000341459
628919 0.000227993
629327 0.000173005
630143 0.000130214
630958 0.000126337
631774 0.000149927
632589 0.000220183
632997 0.000296882
633405 0.000444688
633608 0.000574332
633812 0.000776773
634016 0.00110732
634220 0.00165298
634451 0.00255204
634681 0.00305580
635142 0.00166255
635293 0.00134485
635444 0.00116267
635746 0.00109997
636047 0.00143022
636198 0.00181825
636349 0.00244370
636558 0.00373153
636766 0.00457838
636974 0.00366922
637182 0.00233211
637360 0.00156701
637539 0.00109898
637717 0.000808556
637896 0.000620713
638252 0.000404193
638609 0.000290323
638966 0.000223584
639322 0.000181393
640036 0.000133770
640749 0.000110173
641463 9.85199E-05
642890 9.53570E-05
644316 0.000114772
645030 0.000136686
645743 0.000173211
646457 0.000236288
647170 0.000353416
647527 0.000450951
647884 0.000594532
648240 0.000810744
648597 0.00113565
648849 0.00144406
649102 0.00179343
649606 0.00221517
650111 0.00177538
650615 0.00115444
651211 0.000844813
651509 0.00125676
651658 0.00290300
651733 0.00706019
651770 0.0143029
651788 0.0225742
651807 0.0382155
651841 0.0742833
651858 0.0583993
651875 0.0364628
651892 0.0221973
651910 0.0143991
651945 0.00729414
652015 0.00299030
652156 0.00114884
652437 0.000500201
652719 0.000335571
653000 0.000259066
653563 0.000181155
654126 0.000139407
655251 9.46595E-05
656377 7.15945E-05
658627 4.98536E-05
660878 4.17409E-05
663129 4.14756E-05
664255 4.49876E-05
665380 5.31983E-05
666506 7.19630E-05
667068 9.04138E-05
667631 0.000122639
668194 0.000185779
668475 0.000242538
668757 0.000334486
669038 0.000496998
669319 0.000820633
669601 0.00158255
669741 0.00236954
669882 0.00370126
669959 0.00471740
670036 0.00582635
670113 0.00670098
670190 0.00690466
670345 0.00525478
670499 0.00324804
670677 0.00188247
670855 0.00118170
671033 0.000800363
671211 0.000575995
671388 0.000434450
671566 0.000340093
671922 0.000226699
672278 0.000164017
672634 0.000125889
673345 8.38813E-05
674057 6.24979E-05
674768 5.01593E-05
676191 3.72295E-05
679037 2.76612E-05
681883 2.48663E-05
684729 2.50982E-05
687575 2.93804E-05
690421 5.35065E-05
691844 0.000139695
692555 0.000423501
692733 0.000665899
692911 0.00121058
693000 0.00177683
693089 0.00283721
693178 0.00509454
693222 0.00720195
693267 0.0104725
693325 0.0166996
693383 0.0206309
693441 0.0163253
693499 0.0101891
693556 0.00637880
693612 0.00420952
693724 0.00215056
693837 0.00128614
693949 0.000853874
694174 0.000458532
694399 0.000290259
694849 0.000153758
695299 0.000101294
696199 6.22697E-05
697099 4.92036E-05
698899 4.36477E-05
700699 4.94730E-05
702499 6.76211E-05
704299 0.000117760
705199 0.000179445
705649 0.000234198
706099 0.000321776
706549 0.000473671
706999 0.000767959
707224 0.00102683
707449 0.00143057
707674 0.00208681
707899 0.00316710
708161 0.00505885
708422 0.00633447
708684 0.00508548
708945 0.00318794
709205 0.00197335
709465 0.00129081
709725 0.000896372
709985 0.000654905
710245 0.000498569
710505 0.000392366
711024 0.000262355
711544 0.000189282
712064 0.000144350
713104 9.44217E-05
714143 6.88449E-05
715183 5.40570E-05
717262 3.85776E-05
719341 3.11626E-05
721420 2.71679E-05
725579 2.37041E-05
729737 2.34707E-05
733896 2.70578E-05
735975 3.27184E-05
738054 4.81945E-05
740133 0.000120376
740653 0.000184995
741173 0.000340135
741433 0.000515021
741693 0.000879623
741823 0.00122726
741953 0.00181687
742083 0.00289446
742212 0.00494285
742329 0.00785652
742446 0.00963856
742563 0.00758142
742680 0.00472891
742755 0.00345773
742829 0.00258085
742979 0.00155371
743129 0.00102478
743279 0.000725926
743578 0.000424089
743878 0.000285515
744476 0.000171435
745075 0.000136673
745674 0.000142770
746273 0.000209339
746573 0.000304543
746872 0.000537786
747022 0.000798408
747172 0.00132809
747321 0.00261966
747396 0.00401346
747471 0.00649141
747509 0.00829087
747546 0.0103187
747621 0.0126731
747697 0.00997827
747772 0.00622360
747933 0.00237730
748095 0.00117644
748257 0.000696742
748418 0.000463137
748742 0.000253063
749065 0.000164528
749389 0.000118968
749712 9.23839E-05
750359 6.39577E-05
751005 4.97049E-05
751652 4.14537E-05
752945 3.26291E-05
