Ge-73(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
2311.41 19.5942
2315.93 16.3544
2320.45 14.3235
2324.97 12.9189
2334.01 11.0795
2343.05 9.90547
2352.09 9.07136
2370.17 7.90795
2388.25 7.03869
2397.30 6.62918
2406.34 6.18998
2415.38 5.65946
2419.90 5.32260
2424.42 4.89742
2426.68 4.63442
2428.94 4.32387
2431.20 3.95249
2433.46 3.51144
2434.59 3.27108
2435.72 3.03767
2436.85 2.86316
2437.98 2.89848
2439.11 3.63066
2439.67 4.71632
2440.24 6.99655
2440.52 9.00423
2440.80 12.0331
2441.08 16.7764
2441.37 24.4496
2441.65 37.6130
2441.93 61.5310
2442.07 81.0504
2442.21 108.693
2442.36 148.560
2442.50 205.856
2442.75 359.752
2443.00 490.909
2443.25 428.354
2443.50 291.635
2443.74 199.043
2443.98 142.557
2444.22 107.526
2444.46 84.7795
2444.93 58.2296
2445.41 43.9625
2445.89 35.3234
2446.36 29.6671
2447.32 22.8310
2448.27 18.9351
2449.22 16.4542
2450.18 14.7491
2451.13 13.5117
2453.03 11.8381
2454.94 10.7619
2456.84 10.0096
2458.75 9.45253
2462.56 8.67485
2466.37 8.14879
2473.99 7.45579
2481.62 6.98969
2489.24 6.62847
2504.48 6.03612
2519.73 5.47930
2527.35 5.18562
2534.97 4.88257
2538.78 4.73972
2542.59 4.62623
2546.41 4.59371
2550.22 4.78100
2554.03 5.61516
2555.93 6.66812
2557.84 8.75219
2559.74 13.2040
2560.70 17.3387
2561.65 24.0362
2562.60 35.5689
2563.56 56.9682
2564.03 74.6879
2564.51 100.421
2564.98 138.509
2565.46 194.800
2566.23 331.502
2567.00 442.222
2567.77 378.463
2568.54 253.548
2569.00 196.459
2569.47 154.863
2570.39 102.781
2571.32 73.9590
2572.25 56.6795
2573.18 45.5565
2574.10 37.9715
2575.96 28.5377
2577.81 23.0587
2579.66 19.5546
2583.37 15.4185
2587.08 13.1003
2590.79 11.6332
2594.49 10.6232
2598.20 9.88437
2605.62 8.86599
2613.03 8.18120
2627.86 7.25443
2642.69 6.54407
2650.11 6.18975
2657.52 5.79340
2664.94 5.30687
2668.65 5.00927
2672.35 4.66935
2674.21 4.49080
2676.06 4.32504
2677.92 4.21692
2679.77 4.29299
2681.62 4.95494
2682.55 5.88018
2683.48 7.78299
2684.40 11.9305
2684.87 15.8090
2685.33 22.0739
2685.79 32.7884
2686.26 52.2824
2686.49 68.1205
2686.72 90.6202
2686.95 123.282
2687.18 170.122
2687.59 294.441
2688.00 398.814
2688.41 346.484
2688.82 235.594
2689.07 183.345
2689.32 145.115
2689.82 97.3187
2690.32 70.7426
2690.82 54.7862
2691.32 44.4530
2691.81 37.3917
2692.81 28.5541
2693.81 23.3756
2694.81 20.0442
2696.81 16.0780
2698.80 13.8374
2700.80 12.4143
2702.80 11.4348
2704.80 10.7207
2708.79 9.74893
2712.78 9.11625
2716.78 8.66822
2720.77 8.33170
2728.76 7.85257
2736.75 7.51981
2752.73 7.06703
2768.71 6.75183
2784.68 6.50191
2816.64 6.08262
2848.60 5.66759
2864.57 5.42510
2880.55 5.12808
2888.54 4.94619
2896.53 4.73123
2904.52 4.47177
2912.51 4.15589
2916.50 3.97655
2920.49 3.79124
2924.49 3.62595
2928.48 3.56344
2932.48 3.88727
2934.48 4.47244
2936.47 5.79120
2938.47 8.87255
2939.47 11.8863
2940.47 16.9364
2941.47 25.9307
2942.46 43.2137
2942.96 57.9534
2943.46 79.8677
2943.96 113.168
2944.46 163.815
2945.23 283.987
2946.00 385.352
2946.77 334.944
2947.54 227.549
2948.08 170.931
2948.62 131.447
2949.16 104.126
2949.70 84.8544
2950.77 60.5016
2951.85 46.3980
2952.93 37.4899
2954.01 31.4876
2956.16 24.0893
2958.32 19.8089
2960.47 17.0717
2962.63 15.1912
2964.78 13.8293
2969.09 12.0027
2973.41 10.8429
2977.72 10.0450
2982.03 9.46356
2990.65 8.67300
2999.27 8.15939
3007.89 7.79694
3016.51 7.52584
3033.76 7.14290
3051.00 6.88039
3085.48 6.53128
3119.97 6.29768
3154.46 6.12165
3223.43 5.85645
3361.37 5.46870
3499.32 5.13309
3637.26 4.76738
3706.23 4.54444
3775.20 4.26620
3844.18 3.88533
3878.66 3.62614
3913.15 3.28790
3947.63 2.82096
3964.88 2.51457
3982.12 2.14615
3990.74 1.94163
3999.36 1.73686
4007.98 1.56798
4016.61 1.54237
4020.92 1.67155
4025.23 2.01083
4029.54 2.76226
4033.85 4.37693
4036.00 5.81015
4038.16 7.98899
4040.31 11.3986
4042.47 16.9420
4044.63 26.4201
4046.78 43.6589
4047.86 57.5853
4048.94 77.3521
4050.01 105.790
4051.09 146.466
4053.05 257.477
4055.00 352.853
4056.96 308.978
4058.91 210.959
4060.35 156.684
4061.78 119.339
4063.22 93.8216
4064.65 75.9962
4067.52 53.6820
4070.39 40.8520
4073.26 32.7815
4076.13 27.3483
4081.87 20.6408
4087.61 16.7427
4093.35 14.2315
4104.83 11.2158
4116.30 9.47192
4127.78 8.32365
4150.74 6.84960
4173.70 5.86116
4185.18 5.45837
4196.66 5.12273
4208.13 4.95735
4213.87 5.05816
4219.61 5.49223
4225.35 6.77735
4228.22 8.17409
4231.09 10.6841
4233.96 15.5038
4235.40 19.5948
4236.83 25.7109
4238.27 35.2141
4239.70 50.6007
4241.14 76.5319
4242.57 120.882
4244.29 206.484
4246.00 277.365
4247.72 239.578
4249.43 162.269
4251.04 111.156
4252.64 79.9060
4254.25 60.5681
4255.85 48.0383
4259.06 33.4772
4262.27 25.6616
4265.48 20.9482
4268.69 17.8590
4275.11 14.1280
4281.53 11.9900
4287.95 10.6143
4300.79 8.94101
4313.62 7.93801
4326.46 7.24172
4352.14 6.24908
4377.82 5.43205
4390.66 5.01358
4403.50 4.55890
4416.33 4.06974
4422.75 3.84651
4429.17 3.72763
4435.59 3.98656
4438.80 4.51858
4442.01 5.72545
4445.22 8.48788
4446.83 11.1073
4448.43 15.3490
4450.04 22.5336
4451.64 35.3804
4453.25 59.7844
4454.05 79.8010
4454.85 107.851
4456.43 190.658
4458.00 264.110
4459.58 234.497
4461.15 162.692
4462.63 113.548
4464.10 82.9767
4465.58 63.7867
4467.06 51.2197
4470.01 36.4107
4472.96 28.3318
4475.92 23.3978
4478.87 20.1298
4484.77 16.1383
4490.68 13.8292
4496.59 12.3384
4502.49 11.3006
4508.40 10.5374
4520.21 9.48842
4532.02 8.79766
4555.65 7.93024
4579.27 7.39209
4602.89 7.01240
4650.14 6.47942
4697.39 6.07692
4721.01 5.88816
4744.63 5.68843
4768.26 5.45149
4780.07 5.30217
4791.88 5.11214
4797.79 4.99208
4803.69 4.84593
4809.60 4.66133
4815.50 4.41769
4818.46 4.26367
4821.41 4.08076
4824.36 3.86344
4827.32 3.61345
4830.27 3.37517
4831.75 3.32531
4833.22 3.45165
4834.70 4.10104
4835.44 4.92707
4836.18 6.53245
4836.91 9.81281
4837.28 12.7051
4837.65 17.1414
4838.02 24.1974
4838.39 35.8950
4838.76 56.0938
4839.13 91.5829
4839.56 161.540
4840.00 223.275
4840.44 197.955
4840.87 137.303
4841.18 104.118
4841.50 80.8879
4841.81 64.7785
4842.12 53.3900
4842.74 38.9477
4843.36 30.5404
4843.98 25.1938
4844.60 21.5747
4845.85 17.0703
4847.09 14.4358
4848.33 12.7359
4849.58 11.5582
4850.82 10.6990
4853.31 9.53554
4855.79 8.78885
4858.28 8.27019
4860.76 7.88909
4865.74 7.36552
4870.71 7.02092
4875.68 6.77482
4880.66 6.58855
4890.60 6.32058
4900.55 6.13177
4920.44 5.86865
4940.33 5.67858
4960.22 5.52216
5000.00 5.24904
5034.73 5.01515
5069.45 4.75469
5104.22 4.42738
5121.61 4.21521
5139.00 3.94396
5156.38 3.56863
5165.08 3.31415
5173.77 2.98705
5178.12 2.78598
5182.46 2.55390
5186.81 2.28973
5191.16 2.00989
5195.50 1.80871
5197.68 1.85135
5199.85 2.19759
5200.94 2.61971
5202.02 3.36882
5203.11 4.70302
5204.20 7.14573
5205.28 11.8740
5205.83 15.8708
5206.37 21.7986
5206.91 30.8831
5207.46 45.2202
5208.00 68.5635
5208.54 106.881
5209.27 189.962
5210.00 263.194
5210.73 232.909
5211.46 160.711
5212.05 117.036
5212.64 87.9573
5213.22 68.6620
5213.81 55.5003
5214.99 39.3441
5216.16 30.2294
5217.34 24.5492
5218.51 20.7480
5220.86 16.0655
5223.21 13.3459
5225.57 11.5910
5230.27 9.47973
5234.97 8.25837
5239.67 7.45880
5249.07 6.45636
5258.48 5.82644
5267.88 5.36704
5286.69 4.66906
5305.49 4.08598
5314.90 3.82904
5324.30 3.64580
5333.70 3.71337
5338.40 4.01525
5343.10 4.77437
5347.81 6.61931
5350.16 8.44212
5352.51 11.5119
5354.86 17.0111
5357.21 27.7459
5358.39 37.0684
5359.56 51.2552
5360.74 73.4614
5361.91 108.287
5363.46 175.988
5365.00 221.903
5366.55 176.988
5368.10 108.318
5369.37 69.9181
5370.64 45.6808
5371.91 30.2491
5373.19 20.3572
5374.46 14.7407
5375.09 13.7319
5375.73 14.4635
5376.36 17.9059
5377.00 25.9413
5377.64 42.2515
5378.27 73.3461
5378.70 107.586
5379.14 153.729
5380.00 247.648
5380.43 262.188
5380.87 249.103
5381.73 190.959
5382.47 146.844
5383.22 115.706
5383.96 94.1947
5384.71 78.9979
5386.19 59.4918
5387.68 47.8037
5389.17 40.1269
5390.65 34.7343
5393.63 27.6966
5396.60 23.3255
5399.58 20.3553
5405.52 16.5878
5411.47 14.3042
5417.42 12.7750
5429.32 10.8576
5441.21 9.70182
5453.11 8.92528
5476.90 7.93479
5500.69 7.31245
5524.49 6.86778
5572.07 6.22071
5619.66 5.67851
5643.45 5.39020
5667.24 5.05236
5691.03 4.61169
5702.93 4.32285
5714.83 3.96199
5720.77 3.74733
5726.72 3.50918
5732.67 3.25765
5738.62 3.03760
5744.57 3.02548
5747.54 3.28056
5750.51 4.01371
5753.49 5.92003
5754.98 7.85513
5756.46 11.1397
5757.95 16.9801
5759.44 28.0346
5760.18 37.2346
5760.92 50.5847
5761.67 70.2714
5762.41 99.1478
5763.71 176.674
5765.00 246.371
5766.30 219.948
5767.60 153.173
5768.48 117.879
5769.37 92.6744
5770.25 74.8412
5771.13 62.0531
5772.90 45.5542
5774.66 35.7765
5776.43 29.4993
5778.19 25.2085
5781.72 19.8300
5785.25 16.6583
5788.78 14.5973
5795.84 12.1116
5802.90 10.6812
5809.96 9.75663
5817.02 9.11024
5824.08 8.63229
5838.20 7.96937
5852.31 7.52669
5866.43 7.20553
5880.55 6.95821
5908.79 6.59239
5937.03 6.32268
5993.50 5.91274
6049.98 5.55784
6078.22 5.37095
6106.45 5.15749
6134.69 4.88751
6148.81 4.71239
6162.93 4.48925
6177.05 4.18428
6184.11 3.98226
6191.17 3.73227
6194.70 3.58650
6198.23 3.42927
6201.76 3.27272
6205.29 3.15971
6208.82 3.24372
6210.58 3.51210
6212.35 4.17659
6214.11 5.78639
6214.99 7.36686
6215.88 9.99046
6216.76 14.5658
6217.64 23.0261
6218.08 29.9362
6218.52 39.8330
6218.96 54.1765
6219.41 74.8943
6220.20 132.068
6221.00 182.813
6221.80 162.474
6222.60 112.995
6223.54 72.6560
6224.48 50.4424
6225.42 37.7565
6226.35 29.9677
6227.29 24.8448
6228.23 21.2936
6230.11 16.7795
6231.99 14.0895
6233.87 12.3332
6237.63 10.2064
6241.39 8.97789
6245.15 8.18019
6248.90 7.61835
6252.66 7.19820
6260.18 6.60073
6267.70 6.18003
6282.73 5.56401
6297.76 5.02515
6305.28 4.72635
6312.79 4.36900
6316.55 4.15370
6320.31 3.90269
6324.07 3.60504
6327.83 3.25253
6331.59 2.86784
6333.47 2.71333
6335.34 2.69543
6337.22 3.12640
6338.16 3.79251
6339.10 5.17370
6340.04 8.11654
6340.51 10.7625
6340.98 14.8503
6341.45 21.4069
6341.92 32.3164
6342.39 51.1626
6342.86 84.1236
6343.43 151.382
6344.00 213.018
6344.57 191.745
6345.14 134.593
6345.67 95.3762
6346.19 70.5314
6346.72 54.7328
6347.24 44.2873
6348.29 31.8198
6349.34 24.9460
6350.39 20.7090
6351.44 17.8879
6353.54 14.4181
6355.64 12.3984
6357.73 11.0899
6359.83 10.1771
6361.93 9.50569
6366.13 8.58306
6370.33 7.97721
6374.53 7.54610
6378.72 7.22120
6387.12 6.75686
6395.51 6.43268
6412.30 5.98592
6429.09 5.66558
6445.88 5.40051
6479.47 4.92095
6513.05 4.40919
6529.84 4.11634
6546.63 3.79952
6563.42 3.51520
6571.81 3.46238
6580.21 3.61620
6588.61 4.34896
6592.80 5.24514
6597.00 6.92463
6601.20 10.1960
6603.30 12.9530
6605.40 17.0060
6607.49 23.1209
6609.59 32.5902
6611.69 47.5852
6613.79 71.3950
6616.90 128.164
6620.00 180.598
6623.11 163.131
6626.21 115.125
6629.13 81.5345
6632.05 60.4374
6634.97 47.1107
6637.89 38.3253
6643.73 27.8999
6649.57 22.1627
6655.41 18.6317
6661.25 16.2784
6672.93 13.3818
6684.62 11.6916
6696.30 10.5933
6707.98 9.82495
6719.66 9.25769
6743.02 8.47514
6766.38 7.95815
6789.74 7.58818
6813.11 7.30785
6859.83 6.90459
6906.55 6.62079
7000.00 6.22599
7106.93 5.90239
7213.85 5.63051
7320.78 5.36631
7427.71 5.07397
7534.63 4.70257
7588.10 4.45725
7641.56 4.13909
7668.29 3.93791
7695.02 3.69579
7721.75 3.39809
7748.48 3.02642
7761.85 2.80835
7775.22 2.57191
7788.58 2.33412
7801.95 2.15490
7815.31 2.24452
7822.00 2.59286
7828.68 3.45756
7832.02 4.26187
7835.36 5.50262
7838.70 7.44783
7842.05 10.5711
7845.39 15.7582
7848.73 24.7261
7852.07 40.9060
7855.41 70.6962
7859.21 129.282
7863.00 184.405
7866.80 167.874
7870.60 118.954
7873.32 91.3214
7876.03 71.7245
7878.75 57.9939
7881.47 48.2023
7886.90 35.6511
7892.33 28.2386
7897.76 23.4794
7903.19 20.2198
7914.06 16.1139
7924.92 13.6740
7935.79 12.0747
7957.51 10.1197
7979.24 8.97187
8000.97 8.21278
8044.43 7.25246
8087.89 6.64381
8131.34 6.19620
8218.26 5.49995
8305.17 4.86493
8348.63 4.53174
8392.08 4.19114
8435.54 3.91364
8457.27 3.88677
8479.00 4.09235
8500.73 4.90511
8511.59 5.83569
8522.45 7.49763
8533.32 10.5519
8544.18 16.4395
8549.61 21.3591
8555.05 28.4998
8560.48 38.9718
8565.91 54.2735
8575.96 98.7325
8586.00 141.487
8596.05 130.254
8606.10 93.7478
8618.05 62.4289
8630.00 44.7923
8630.00 12.8459
8700.00 12.8141
9180.00 12.6060
9660.00 12.4134
10000.0 12.2865
10140.0 12.2343
10620.0 12.0673
11100.0 11.9109
11580.0 11.7642
12060.0 11.6261
12540.0 11.4958
13020.0 11.3726
13484.0 11.2598
13500.0 11.2559
13680.0 11.2144
13680.0 11.2161
20000.0 10.9832
39539.6 10.2039
39539.7 10.2039
50000.0 9.42348
67622.6 8.84412
69751.6 8.77412
69751.6 8.77412
70000.0 8.76596
91245.2 8.31357
100000 8.12714
110508 8.00583
156131 7.47915
200000 6.97272
240582 6.70129
240582 6.70129
266638 6.52701
300000 6.30387
358491 6.01928
369035 5.96798
397929 5.82740
397929 5.82740
400000 5.81732
500000 5.43068
506004 5.41140
508335 5.40391
508335 5.40391
558621 5.24242
558621 5.24242
562575 5.22972
562575 5.22972
600000 5.10953
605866 5.09349
668115 4.92329
668115 4.92329
700000 4.83611
751959 4.71345
751959 4.71345
787747 4.62896
787747 4.62896
800000 4.60003
820190 4.55857
820190 4.55857
822218 4.55440
831342 4.53567
831342 4.53567
837222 4.52359
837222 4.52359
880006 4.43574
880006 4.43574
900000 4.39468
906467 4.38310
906467 4.38310
916504 4.36512
916504 4.36512
928163 4.34425
928163 4.34425
944587 4.31483
944587 4.31482
1.00000E+06 4.21559
1.00744E+06 4.20475
1.00745E+06 4.20474
1.02296E+06 4.18212
1.04019E+06 4.15701
1.04019E+06 4.15701
1.04323E+06 4.15258
1.04323E+06 4.15258
1.05337E+06 4.13780
1.05337E+06 4.13780
1.05763E+06 4.13159
1.14614E+06 4.00258
1.14756E+06 4.00051
1.14766E+06 4.00037
1.14867E+06 3.99890
1.14867E+06 3.99890
1.16895E+06 3.96933
1.20000E+06 3.92408
1.20849E+06 3.91489
1.28189E+06 3.83547
1.32488E+06 3.78895
1.32913E+06 3.78435
1.32914E+06 3.78435
1.33623E+06 3.77666
1.33623E+06 3.77666
1.35843E+06 3.75265
1.35843E+06 3.75264
1.40000E+06 3.70766
1.60000E+06 3.55424
1.74582E+06 3.48135
1.79144E+06 3.45855
1.79144E+06 3.45855
1.80000E+06 3.45427
1.95467E+06 3.41168
2.00000E+06 3.39920
2.07430E+06 3.39236
2.07430E+06 3.39236
2.20000E+06 3.38077
2.23753E+06 3.38266
2.37135E+06 3.38941
2.37135E+06 3.38941
2.40000E+06 3.39085
2.42204E+06 3.39424
2.42205E+06 3.39424
2.46260E+06 3.40047
2.53803E+06 3.41206
2.54573E+06 3.41324
2.54573E+06 3.41324
2.60000E+06 3.42157
2.61771E+06 3.42548
2.61772E+06 3.42548
2.64711E+06 3.43196
2.64712E+06 3.43196
2.77313E+06 3.45977
2.77314E+06 3.45977
2.80000E+06 3.46570
2.80122E+06 3.46601
2.85090E+06 3.47881
2.91781E+06 3.49603
2.95988E+06 3.50686
2.95988E+06 3.50686
3.00000E+06 3.51719
3.01209E+06 3.52031
3.01210E+06 3.52031
3.07394E+06 3.53622
3.20000E+06 3.56868
3.50000E+06 3.64592
3.70000E+06 3.69741
4.00000E+06 3.76100
4.50000E+06 3.84442
5.00000E+06 3.90349
5.38052E+06 3.92766
6.00000E+06 3.96699
6.87671E+06 3.97637
6.87671E+06 3.97637
7.00000E+06 3.97769
7.29937E+06 3.96956
8.00000E+06 3.95056
9.00000E+06 3.89574
1.00000E+07 3.81982
1.01379E+07 3.80691
1.01379E+07 3.80691
1.10000E+07 3.72617
1.19524E+07 3.62035
1.20000E+07 3.61506
1.30000E+07 3.48597
1.40000E+07 3.34112
1.50000E+07 3.19627
1.60000E+07 3.05142
1.67491E+07 2.95576
1.67491E+07 2.95575
1.70000E+07 2.92372
1.77774E+07 2.83974
1.77775E+07 2.83974
1.80000E+07 2.81569
1.90000E+07 2.72788
2.00000E+07 2.65743
