S-32(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
829963 9.16662E-05
830877 0.000149500
831333 0.000206420
831790 0.000308175
832247 0.000517389
832475 0.000716559
832704 0.00106076
832932 0.00173363
833160 0.00332720
833274 0.00508913
833389 0.00866219
833617 0.0437581
833645 0.0560236
833674 0.0700427
833702 0.0824029
833730 0.0875245
833787 0.0699810
833843 0.0437463
833905 0.0257359
833967 0.0162091
834091 0.00781794
834215 0.00451629
834339 0.00292340
834587 0.00150586
834835 0.000916132
835083 0.000616504
835331 0.000444093
835828 0.000263595
836324 0.000176037
836820 0.000127061
837812 7.70867E-05
838804 5.34078E-05
839796 4.03719E-05
841781 2.73224E-05
843765 2.13568E-05
845749 1.82845E-05
849718 1.58992E-05
853687 1.61473E-05
857655 1.90921E-05
859640 2.28243E-05
861624 3.16444E-05
862616 4.22652E-05
863609 6.92905E-05
864105 0.000104358
864601 0.000198938
864849 0.000325523
865097 0.000668958
865221 0.00112233
865345 0.00231000
865469 0.00739939
865531 0.0200143
865593 0.117662
865606 0.188150
865620 0.235276
865634 0.188143
865647 0.117656
865697 0.0263914
865746 0.0105118
865845 0.00343586
865944 0.00169591
866042 0.00102017
866240 0.000506633
866437 0.000321567
866833 0.000198451
867228 0.000180597
867623 0.000225918
868018 0.000401481
868216 0.000647057
868413 0.00130046
868512 0.00212644
868611 0.00413642
868709 0.0112744
868808 0.0688978
868829 0.110323
868850 0.137764
868871 0.110105
868892 0.0688906
868953 0.0196877
869014 0.00852447
869074 0.00468163
869135 0.00294973
869257 0.00148422
869378 0.000898653
869621 0.000441982
869864 0.000270791
870351 0.000142988
870837 9.69951E-05
871809 6.48879E-05
872782 5.59599E-05
874726 5.83118E-05
876671 7.68061E-05
878616 0.000121959
879589 0.000167675
880561 0.000250724
881533 0.000425239
882020 0.000595232
882506 0.000896922
882992 0.00151145
883235 0.00209089
883478 0.00308273
883721 0.00499101
883964 0.00939058
884086 0.0140990
884207 0.0232484
884451 0.0990305
884485 0.126784
884520 0.158505
884555 0.186475
884590 0.198074
884660 0.158383
884730 0.0990004
884793 0.0633797
884857 0.0424325
884985 0.0219997
885112 0.0131949
885240 0.00873400
885495 0.00460739
885750 0.00283477
886005 0.00191796
886260 0.00138428
886770 0.000820302
887280 0.000544324
887790 0.000389263
888811 0.000230591
889831 0.000155475
890851 0.000114383
892892 7.42184E-05
894933 5.77941E-05
896973 5.40366E-05
897993 5.85335E-05
899014 7.62659E-05
899524 0.000101844
900034 0.000172241
900289 0.000264913
900544 0.000504541
900672 0.000799958
900799 0.00149441
900863 0.00225597
900927 0.00378015
901054 0.0180505
901087 0.0288610
901120 0.0360688
901153 0.0288583
901186 0.0180479
901331 0.00322886
901404 0.00187723
901476 0.00122735
901622 0.000649540
901767 0.000409404
902058 0.000217582
902348 0.000144512
902929 8.98602E-05
903511 7.06387E-05
904673 5.86656E-05
905835 5.75889E-05
908160 6.96335E-05
909322 9.24800E-05
909903 0.000152488
910194 0.000359259
910339 0.00107906
910412 0.00332048
910448 0.00892391
910484 0.0536075
910492 0.0856588
910500 0.107138
910508 0.0856572
910516 0.0536061
910551 0.00937836
910586 0.00352332
910655 0.00115270
910795 0.000387727
911075 0.000173763
911635 0.000125444
912753 0.000137216
913872 0.000175738
914991 0.000242861
916110 0.000366191
916670 0.000470083
917229 0.000629035
917789 0.000892479
918348 0.00138775
918628 0.00182915
918908 0.00255761
919187 0.00390622
919327 0.00504170
919467 0.00669022
919492 0.00705056
919587 0.00858594
919681 0.0102735
919870 0.0123997
920273 0.00773583
920577 0.00543634
920880 0.00444984
921574 0.00296896
922268 0.00180140
923033 0.00106195
923798 0.000676770
924563 0.000464136
925328 0.000337609
926093 0.000257221
926858 0.000203359
928387 0.000138470
929917 0.000102872
931447 8.17774E-05
934507 6.10509E-05
937566 5.65292E-05
939096 6.00547E-05
940626 7.00428E-05
942156 9.36565E-05
942921 0.000116756
943685 0.000156480
944450 0.000232185
944833 0.000298232
945215 0.000401894
945598 0.000576875
945980 0.000901626
946171 0.00117498
946363 0.00158262
946554 0.00220810
946745 0.00317063
947003 0.00506315
947260 0.00632357
947518 0.00505687
947775 0.00316712
948060 0.00186664
948345 0.00118191
948630 0.000805215
948915 0.000582395
949200 0.000441612
949485 0.000347681
950055 0.000234791
950625 0.000172527
951195 0.000134788
952335 9.36199E-05
953475 7.31945E-05
954615 6.19653E-05
956895 5.18086E-05
959887 4.94268E-05
962879 5.35635E-05
965871 6.34625E-05
968863 8.12254E-05
971854 0.000112605
974846 0.000171525
976342 0.000220944
977838 0.000294152
979334 0.000405303
980830 0.000574109
982910 0.000914258
984990 0.00113827
987070 0.000908412
989150 0.000569923
990506 0.000415805
991863 0.000310386
994575 0.000188938
997288 0.000129127
1.00000E+06 0.000100028
1.00176E+06 9.38639E-05
1.00351E+06 0.000103801
1.00439E+06 0.000123146
1.00527E+06 0.000169272
1.00570E+06 0.000215814
1.00614E+06 0.000297686
1.00658E+06 0.000454967
1.00680E+06 0.000589381
1.00702E+06 0.000792787
1.00719E+06 0.00103013
1.00736E+06 0.00141013
1.00744E+06 0.00172302
1.00753E+06 0.00223090
1.00761E+06 0.00323126
1.00765E+06 0.00414790
1.00770E+06 0.00558248
1.00775E+06 0.00823456
1.00780E+06 0.00994706
1.00785E+06 0.00817999
1.00791E+06 0.00558060
1.00795E+06 0.00411885
1.00799E+06 0.00321172
1.00807E+06 0.00222009
1.00816E+06 0.00171065
1.00824E+06 0.00140333
1.00858E+06 0.000787180
1.00886E+06 0.000537393
1.00915E+06 0.000388980
1.00943E+06 0.000295198
1.00971E+06 0.000233053
1.01027E+06 0.000159251
1.01084E+06 0.000119257
1.01197E+06 7.94756E-05
1.01310E+06 6.08148E-05
1.01535E+06 4.37488E-05
1.01761E+06 3.60747E-05
1.02213E+06 2.96884E-05
1.02664E+06 2.87111E-05
1.03115E+06 3.23911E-05
1.03567E+06 4.52011E-05
1.03793E+06 6.09286E-05
1.03906E+06 7.48132E-05
1.04018E+06 9.73691E-05
1.04131E+06 0.000139121
1.04188E+06 0.000175956
1.04244E+06 0.000236734
1.04301E+06 0.000352571
1.04357E+06 0.000634260
1.04413E+06 0.00179672
1.04442E+06 0.00479851
1.04456E+06 0.0105836
1.04463E+06 0.0181425
1.04470E+06 0.0344658
1.04480E+06 0.0688389
1.04485E+06 0.0548680
1.04490E+06 0.0345011
1.04497E+06 0.0183620
1.04504E+06 0.0109729
1.04518E+06 0.00513713
1.04531E+06 0.00307717
1.04545E+06 0.00216530
1.04558E+06 0.00171301
1.04571E+06 0.00146782
1.04584E+06 0.00133356
1.04598E+06 0.00126383
1.04624E+06 0.00121662
1.04650E+06 0.00119025
1.04688E+06 0.00108750
1.04725E+06 0.000963639
1.04755E+06 0.000909249
1.04850E+06 0.000904895
1.04913E+06 0.000737310
1.04975E+06 0.000547803
1.05036E+06 0.000449278
1.05098E+06 0.000424146
1.05159E+06 0.000458365
1.05220E+06 0.000560387
1.05281E+06 0.000773981
1.05343E+06 0.00122481
1.05373E+06 0.00164187
1.05404E+06 0.00231421
1.05434E+06 0.00345507
1.05465E+06 0.00543069
1.05498E+06 0.00865997
1.05530E+06 0.0108079
1.05563E+06 0.00864330
1.05595E+06 0.00541449
1.05633E+06 0.00311571
1.05670E+06 0.00193983
1.05708E+06 0.00130660
1.05746E+06 0.000937569
1.05784E+06 0.000707047
1.05821E+06 0.000554823
1.05897E+06 0.000375413
1.05972E+06 0.000281584
1.06047E+06 0.000235058
1.06123E+06 0.000243808
1.06160E+06 0.000369080
1.06179E+06 0.000824330
1.06189E+06 0.00225035
1.06193E+06 0.00585140
1.06198E+06 0.0378639
1.06199E+06 0.0593782
1.06200E+06 0.0756533
1.06201E+06 0.0593772
1.06202E+06 0.0378634
1.06206E+06 0.00672063
1.06211E+06 0.00261054
1.06219E+06 0.000956870
1.06236E+06 0.000423309
1.06270E+06 0.000293586
1.06338E+06 0.000386913
1.06372E+06 0.000562148
1.06407E+06 0.00100237
1.06424E+06 0.00150618
1.06441E+06 0.00255170
1.06458E+06 0.00522202
1.06475E+06 0.0140285
1.06479E+06 0.0179857
1.06482E+06 0.0223858
1.06486E+06 0.0263539
1.06490E+06 0.0279488
1.06498E+06 0.0223796
1.06505E+06 0.0140205
1.06513E+06 0.00876011
1.06520E+06 0.00579788
1.06535E+06 0.00296867
1.06550E+06 0.00178317
1.06565E+06 0.00119367
1.06595E+06 0.000650626
1.06624E+06 0.000418036
1.06654E+06 0.000297101
1.06684E+06 0.000226451
1.06743E+06 0.000150491
1.06803E+06 0.000112043
1.06862E+06 8.96028E-05
1.06981E+06 6.51561E-05
1.07100E+06 5.25415E-05
1.07219E+06 4.52087E-05
1.07457E+06 3.84647E-05
1.07694E+06 3.91443E-05
1.07932E+06 5.24229E-05
1.08051E+06 7.35509E-05
1.08170E+06 0.000133202
1.08229E+06 0.000212988
1.08289E+06 0.000422930
1.08318E+06 0.000687486
1.08348E+06 0.00133109
1.08363E+06 0.00206924
1.08378E+06 0.00362082
1.08393E+06 0.00775652
1.08408E+06 0.0223648
1.08414E+06 0.0359306
1.08417E+06 0.0421967
1.08420E+06 0.0448002
1.08426E+06 0.0356956
1.08433E+06 0.0223600
1.08443E+06 0.00999494
1.08454E+06 0.00533359
1.08476E+06 0.00217606
1.08497E+06 0.00116875
1.08518E+06 0.000732487
1.08561E+06 0.000371302
1.08604E+06 0.000231143
1.08690E+06 0.000126358
1.08776E+06 9.35580E-05
1.08948E+06 0.000119857
1.08991E+06 0.000166799
1.09034E+06 0.000284173
1.09055E+06 0.000417204
1.09077E+06 0.000689581
1.09087E+06 0.000946994
1.09098E+06 0.00137117
1.09109E+06 0.00212156
1.09120E+06 0.00349475
1.09130E+06 0.00557860
1.09140E+06 0.00694708
1.09150E+06 0.00555472
1.09161E+06 0.00349209
1.09172E+06 0.00208179
1.09183E+06 0.00133254
1.09194E+06 0.000910852
1.09205E+06 0.000661394
1.09227E+06 0.000394764
1.09249E+06 0.000265343
1.09271E+06 0.000193412
1.09293E+06 0.000149467
1.09337E+06 0.000100856
1.09382E+06 7.60160E-05
1.09426E+06 6.16780E-05
1.09514E+06 4.68034E-05
1.09691E+06 3.68519E-05
1.09868E+06 3.62843E-05
1.10045E+06 4.18657E-05
1.10221E+06 5.86882E-05
1.10310E+06 7.90392E-05
1.10398E+06 0.000127460
1.10487E+06 0.000310952
1.10509E+06 0.000445638
1.10531E+06 0.000706864
1.10553E+06 0.00130016
1.10564E+06 0.00189835
1.10575E+06 0.00288643
1.10588E+06 0.00459822
1.10600E+06 0.00572904
1.10613E+06 0.00458524
1.10625E+06 0.00289142
1.10635E+06 0.00199878
1.10645E+06 0.00142943
1.10654E+06 0.00106453
1.10664E+06 0.000823387
1.10683E+06 0.000541621
1.10703E+06 0.000393952
1.10741E+06 0.000255810
1.10780E+06 0.000200925
1.10858E+06 0.000174051
1.10935E+06 0.000196438
1.11013E+06 0.000261427
1.11090E+06 0.000399919
1.11129E+06 0.000523236
1.11168E+06 0.000713598
1.11206E+06 0.00101774
1.11245E+06 0.00150694
1.11293E+06 0.00240063
1.11340E+06 0.00299526
1.11388E+06 0.00239582
1.11435E+06 0.00150113
1.11466E+06 0.00109591
1.11496E+06 0.000816515
1.11557E+06 0.000490548
1.11619E+06 0.000323261
1.11680E+06 0.000229133
1.11741E+06 0.000171602
1.11802E+06 0.000134353
1.11924E+06 9.13944E-05
1.12047E+06 7.03914E-05
1.12169E+06 6.42373E-05
1.12291E+06 9.61400E-05
1.12352E+06 0.000236629
1.12383E+06 0.000683444
1.12398E+06 0.00180019
1.12406E+06 0.00375140
1.12410E+06 0.00601723
1.12413E+06 0.0104005
1.12420E+06 0.0209001
1.12423E+06 0.0165820
1.12427E+06 0.0103988
1.12432E+06 0.00476070
1.12438E+06 0.00259386
1.12449E+06 0.00109163
1.12460E+06 0.000600912
1.12471E+06 0.000384989
1.12493E+06 0.000205105
1.12515E+06 0.000133854
1.12559E+06 7.82675E-05
1.12603E+06 5.70989E-05
1.12691E+06 4.06902E-05
1.12779E+06 3.44866E-05
1.12955E+06 3.06774E-05
1.13131E+06 3.22755E-05
1.13483E+06 6.18738E-05
1.13659E+06 0.000150633
1.13704E+06 0.000218740
1.13748E+06 0.000359375
1.13770E+06 0.000494678
1.13792E+06 0.000729918
1.13814E+06 0.00118062
1.13825E+06 0.00156162
1.13836E+06 0.00210959
1.13853E+06 0.00332839
1.13870E+06 0.00414209
1.13887E+06 0.00336020
1.13905E+06 0.00219294
1.13915E+06 0.00168037
1.13926E+06 0.00133600
1.13948E+06 0.000973396
1.13970E+06 0.000867627
1.13992E+06 0.000947140
1.14013E+06 0.00127374
1.14024E+06 0.00160943
1.14035E+06 0.00216964
1.14046E+06 0.00318942
1.14057E+06 0.00525147
1.14062E+06 0.00715713
1.14068E+06 0.0101828
1.14073E+06 0.0153137
1.14079E+06 0.0242077
1.14084E+06 0.0386525
1.14090E+06 0.0482738
1.14096E+06 0.0386342
1.14101E+06 0.0241834
1.14105E+06 0.0171493
1.14109E+06 0.0125544
1.14113E+06 0.00946140
1.14117E+06 0.00733266
1.14125E+06 0.00470549
1.14133E+06 0.00327188
1.14141E+06 0.00239495
1.14149E+06 0.00183540
1.14164E+06 0.00118037
1.14180E+06 0.000825114
1.14195E+06 0.000613450
1.14227E+06 0.000381583
1.14258E+06 0.000263894
1.14289E+06 0.000195672
1.14352E+06 0.000123157
1.14477E+06 6.64470E-05
1.14602E+06 4.49106E-05
1.14853E+06 2.94096E-05
1.15103E+06 2.61122E-05
1.15354E+06 2.97520E-05
1.15604E+06 4.52553E-05
1.15729E+06 6.49474E-05
1.15855E+06 0.000108652
1.15917E+06 0.000152579
1.15980E+06 0.000231352
1.16042E+06 0.000387374
1.16074E+06 0.000522726
1.16105E+06 0.000721164
1.16153E+06 0.00115224
1.16200E+06 0.00144019
1.16248E+06 0.00115052
1.16295E+06 0.000719516
1.16337E+06 0.000469897
1.16379E+06 0.000320483
1.16420E+06 0.000229576
1.16462E+06 0.000171750
1.16546E+06 0.000106484
1.16629E+06 7.30151E-05
1.16713E+06 5.37264E-05
1.16796E+06 4.16734E-05
1.16964E+06 2.80239E-05
1.17131E+06 2.08862E-05
1.17298E+06 1.66969E-05
1.17632E+06 1.22426E-05
1.17966E+06 1.00974E-05
1.18301E+06 8.98607E-06
1.18969E+06 8.32103E-06
1.19638E+06 9.22934E-06
1.20306E+06 1.31555E-05
1.20640E+06 1.86806E-05
1.20807E+06 2.40432E-05
1.20975E+06 3.34868E-05
1.21142E+06 5.25003E-05
1.21225E+06 7.02051E-05
1.21309E+06 0.000100061
1.21392E+06 0.000156384
1.21434E+06 0.000205247
1.21476E+06 0.000281468
1.21518E+06 0.000409841
1.21560E+06 0.000646952
1.21580E+06 0.000845435
1.21601E+06 0.00114012
1.21622E+06 0.00158939
1.21643E+06 0.00227123
1.21672E+06 0.00362470
1.21700E+06 0.00452223
1.21729E+06 0.00362100
1.21757E+06 0.00226922
1.21785E+06 0.00141894
1.21812E+06 0.000934249
1.21840E+06 0.000651038
1.21868E+06 0.000476261
1.21923E+06 0.000284787
1.21979E+06 0.000189444
1.22034E+06 0.000135525
1.22089E+06 0.000102301
1.22200E+06 6.53743E-05
1.22311E+06 4.64657E-05
1.22422E+06 3.55967E-05
1.22643E+06 2.43788E-05
1.23086E+06 1.67276E-05
1.23529E+06 1.54798E-05
1.24415E+06 2.57471E-05
1.24637E+06 3.63137E-05
1.24858E+06 6.31988E-05
1.24969E+06 9.63323E-05
1.25024E+06 0.000126337
1.25080E+06 0.000175541
1.25135E+06 0.000264870
1.25163E+06 0.000339382
1.25190E+06 0.000451464
1.25218E+06 0.000629874
1.25246E+06 0.000934150
1.25273E+06 0.00149477
1.25301E+06 0.00257518
1.25326E+06 0.00413919
1.25350E+06 0.00519187
1.25375E+06 0.00413617
1.25399E+06 0.00257426
1.25428E+06 0.00146357
1.25457E+06 0.000905753
1.25485E+06 0.000607954
1.25514E+06 0.000435380
1.25543E+06 0.000327950
1.25571E+06 0.000257097
1.25629E+06 0.000173090
1.25686E+06 0.000127581
1.25744E+06 0.000100554
1.25858E+06 7.22844E-05
1.26088E+06 5.46409E-05
1.26318E+06 5.64578E-05
1.26547E+06 7.23658E-05
1.26662E+06 8.84100E-05
1.26777E+06 0.000114536
1.26892E+06 0.000159590
1.27006E+06 0.000244995
1.27064E+06 0.000318299
1.27121E+06 0.000429886
1.27179E+06 0.000605721
1.27236E+06 0.000885013
1.27308E+06 0.00140410
1.27380E+06 0.00175057
1.27452E+06 0.00140462
1.27524E+06 0.000889037
1.27586E+06 0.000596878
1.27647E+06 0.000420650
1.27709E+06 0.000313132
1.27771E+06 0.000245203
1.27894E+06 0.000170988
1.28017E+06 0.000137188
1.28264E+06 0.000120630
1.28510E+06 0.000140620
1.28653E+06 0.000164822
1.28795E+06 0.000194772
1.28938E+06 0.000221608
1.29080E+06 0.000231625
1.29365E+06 0.000186303
1.29650E+06 0.000121938
1.29834E+06 9.40746E-05
1.30017E+06 7.86945E-05
1.30201E+06 9.11239E-05
1.30293E+06 0.000184430
1.30339E+06 0.000526532
1.30362E+06 0.00158669
1.30373E+06 0.00417565
1.30379E+06 0.00854678
1.30382E+06 0.0135686
1.30385E+06 0.0225898
1.30387E+06 0.0363622
1.30390E+06 0.0450798
1.30393E+06 0.0358158
1.30395E+06 0.0225875
1.30399E+06 0.0116612
1.30403E+06 0.00682896
1.30410E+06 0.00303457
1.30425E+06 0.00108535
1.30454E+06 0.000354790
1.30512E+06 0.000126548
1.30628E+06 6.02193E-05
1.30861E+06 3.89728E-05
1.31095E+06 3.36367E-05
1.31328E+06 3.28906E-05
1.31561E+06 3.67887E-05
1.31677E+06 4.19183E-05
1.31794E+06 5.16900E-05
1.31910E+06 7.21902E-05
1.31968E+06 9.17381E-05
1.32027E+06 0.000125345
1.32085E+06 0.000190688
1.32114E+06 0.000249092
1.32143E+06 0.000343564
1.32172E+06 0.000511179
1.32201E+06 0.000845175
1.32216E+06 0.00115019
1.32231E+06 0.00163921
1.32245E+06 0.00247806
1.32260E+06 0.00393132
1.32275E+06 0.00628397
1.32290E+06 0.00785394
1.32305E+06 0.00628117
1.32320E+06 0.00393024
1.32331E+06 0.00276842
1.32342E+06 0.00200187
1.32353E+06 0.00149551
1.32364E+06 0.00115242
1.32386E+06 0.000739975
1.32408E+06 0.000516107
1.32451E+06 0.000295719
1.32495E+06 0.000196842
1.32582E+06 0.000114155
1.32669E+06 8.27799E-05
1.32843E+06 6.37384E-05
1.33017E+06 6.65968E-05
1.33191E+06 8.61355E-05
1.33279E+06 0.000105792
1.33366E+06 0.000137820
1.33453E+06 0.000192906
1.33540E+06 0.000296293
1.33583E+06 0.000383924
1.33627E+06 0.000514944
1.33671E+06 0.000717497
1.33714E+06 0.00103026
1.33772E+06 0.00164087
1.33830E+06 0.00204743
1.33888E+06 0.00163813
1.33946E+06 0.00102920
1.34002E+06 0.000650066
1.34058E+06 0.000434317
1.34114E+06 0.000308451
1.34170E+06 0.000231099
1.34282E+06 0.000146920
1.34395E+06 0.000105988
1.34507E+06 8.41607E-05
1.34619E+06 7.23085E-05
1.34843E+06 6.51231E-05
1.35067E+06 7.47050E-05
1.35179E+06 8.78203E-05
1.35292E+06 0.000110777
1.35404E+06 0.000152002
1.35516E+06 0.000231942
1.35572E+06 0.000301410
1.35628E+06 0.000407645
1.35684E+06 0.000576322
1.35740E+06 0.000845194
1.35810E+06 0.00134499
1.35880E+06 0.00167822
1.35950E+06 0.00134211
1.36020E+06 0.000843701
1.36070E+06 0.000601150
1.36119E+06 0.000440788
1.36168E+06 0.000334265
1.36218E+06 0.000262093
1.36317E+06 0.000175311
1.36416E+06 0.000128537
1.36515E+06 0.000101392
1.36613E+06 8.50301E-05
1.36811E+06 7.00982E-05
1.37009E+06 7.08075E-05
1.37207E+06 9.17807E-05
1.37306E+06 0.000121495
1.37405E+06 0.000196746
1.37454E+06 0.000289316
1.37504E+06 0.000513620
1.37528E+06 0.000773666
1.37553E+06 0.00134200
1.37565E+06 0.00191856
1.37578E+06 0.00295715
1.37584E+06 0.00381921
1.37590E+06 0.00508209
1.37596E+06 0.00697593
1.37602E+06 0.00975864
1.37611E+06 0.0155947
1.37620E+06 0.0194252
1.37629E+06 0.0155244
1.37638E+06 0.00976403
1.37645E+06 0.00652211
1.37653E+06 0.00452676
1.37660E+06 0.00328578
1.37667E+06 0.00248393
1.37682E+06 0.00156647
1.37697E+06 0.00109130
1.37727E+06 0.000648581
1.37756E+06 0.000462384
1.37815E+06 0.000328644
1.37874E+06 0.000306847
1.37934E+06 0.000336948
1.37993E+06 0.000411503
1.38052E+06 0.000542896
1.38111E+06 0.000754958
1.38191E+06 0.00117994
1.38270E+06 0.00146300
1.38350E+06 0.00116999
1.38429E+06 0.000736099
1.38487E+06 0.000519705
1.38544E+06 0.000377510
1.38602E+06 0.000283830
1.38660E+06 0.000220525
1.38775E+06 0.000144256
1.38890E+06 0.000102653
1.39006E+06 7.77220E-05
1.39121E+06 6.17403E-05
1.39352E+06 4.33610E-05
1.39583E+06 3.38993E-05
1.39813E+06 2.87969E-05
1.40275E+06 2.55399E-05
1.41197E+06 4.47660E-05
1.41428E+06 6.35092E-05
1.41659E+06 0.000102414
1.41774E+06 0.000138629
1.41889E+06 0.000198105
1.42005E+06 0.000301612
1.42120E+06 0.000486807
1.42235E+06 0.000774716
1.42350E+06 0.000965325
1.42465E+06 0.000772418
1.42580E+06 0.000484498
1.42696E+06 0.000298714
1.42812E+06 0.000195144
1.42928E+06 0.000135535
1.43044E+06 9.91763E-05
1.43276E+06 5.96723E-05
1.43508E+06 4.00868E-05
1.43739E+06 2.90242E-05
1.43971E+06 2.21767E-05
1.44435E+06 1.44720E-05
1.44899E+06 1.04312E-05
1.45363E+06 8.02784E-06
1.46290E+06 5.38704E-06
1.47218E+06 4.00961E-06
1.48145E+06 3.18036E-06
1.50000E+06 2.24394E-06
1.53293E+06 1.47614E-06
1.56585E+06 1.10394E-06
1.56585E+06 0.000240147
1.75000E+06 0.000238692
2.00000E+06 0.000236956
2.25000E+06 0.000229261
2.30035E+06 0.000227843
2.30035E+06 0.000227841
2.40000E+06 0.000192609
2.50000E+06 0.000180056
2.75000E+06 0.000160195
3.00000E+06 0.000146015
3.50000E+06 0.000139615
3.75000E+06 0.000138364
3.89822E+06 0.000133521
4.00000E+06 0.000128998
4.25000E+06 0.000128774
4.41503E+06 0.000125084
4.41709E+06 0.000125039
4.50000E+06 0.000119111
4.59967E+06 0.000117856
4.70000E+06 9.93917E-05
4.84312E+06 8.90714E-05
5.00000E+06 8.13005E-05
5.16393E+06 8.02341E-05
5.25000E+06 7.51810E-05
5.40000E+06 6.99066E-05
5.57035E+06 6.75052E-05
5.57036E+06 6.75051E-05
5.96960E+06 5.90889E-05
6.00000E+06 5.85143E-05
6.36885E+06 5.21698E-05
6.50000E+06 5.01638E-05
7.00000E+06 4.34987E-05
7.16734E+06 4.15661E-05
7.20000E+06 4.12041E-05
8.00000E+06 3.52602E-05
9.00000E+06 2.96246E-05
9.00226E+06 2.96136E-05
9.14356E+06 2.89394E-05
9.20000E+06 2.86773E-05
9.50000E+06 2.66033E-05
1.00000E+07 2.35949E-05
1.09785E+07 1.46965E-05
1.10000E+07 1.45514E-05
1.20000E+07 9.35985E-06
1.30000E+07 5.39126E-06
1.40000E+07 3.23500E-06
1.45000E+07 2.49417E-06
1.50000E+07 1.94003E-06
1.55000E+07 1.52149E-06
1.55640E+07 1.47621E-06
1.55640E+07 1.47620E-06
1.60000E+07 1.20549E-06
1.68523E+07 8.23926E-07
1.70000E+07 7.72857E-07
1.80000E+07 4.53902E-07
1.90000E+07 3.25499E-07
2.00000E+07 2.37436E-07
