Se-76(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
8.13649E+06 4.50217
8.15165E+06 4.50254
8.16682E+06 4.50292
8.18198E+06 4.50329
8.19715E+06 4.50366
8.21231E+06 4.50404
8.22748E+06 4.50441
8.24264E+06 4.50479
8.25781E+06 4.50517
8.27297E+06 4.50555
8.28814E+06 4.50594
8.30330E+06 4.50632
8.31847E+06 4.50671
8.33363E+06 4.50709
8.34880E+06 4.50748
8.36396E+06 4.50787
8.37913E+06 4.50826
8.39429E+06 4.50865
8.40946E+06 4.50905
8.42462E+06 4.50944
8.43979E+06 4.50984
8.45495E+06 4.51024
8.47012E+06 4.51064
8.48528E+06 4.51104
8.50548E+06 4.51150
8.52567E+06 4.51196
8.54587E+06 4.51243
8.56607E+06 4.51290
8.58627E+06 4.51338
8.60646E+06 4.51385
8.62666E+06 4.51433
8.64686E+06 4.51481
8.66705E+06 4.51530
8.68725E+06 4.51578
8.70745E+06 4.51627
8.72764E+06 4.51677
8.74784E+06 4.51726
8.76804E+06 4.51776
8.78823E+06 4.51826
8.80843E+06 4.51876
8.85632E+06 4.51986
8.90422E+06 4.52097
8.95211E+06 4.52208
9.00000E+06 4.52321
9.06085E+06 4.51828
9.12171E+06 4.51339
9.18256E+06 4.50856
9.24342E+06 4.50376
9.30427E+06 4.49901
9.36512E+06 4.49431
9.42598E+06 4.48965
9.48683E+06 4.48503
9.56612E+06 4.47903
9.64541E+06 4.47309
9.73406E+06 4.46649
9.82271E+06 4.45998
9.91135E+06 4.45354
1.00000E+07 4.44719
1.00460E+07 4.43940
1.00598E+07 4.43708
1.00736E+07 4.43475
1.00875E+07 4.43243
1.01013E+07 4.43012
1.01151E+07 4.42781
1.01289E+07 4.42550
1.01427E+07 4.42319
1.01565E+07 4.42089
1.01704E+07 4.41860
1.01842E+07 4.41630
1.01980E+07 4.41401
1.02118E+07 4.41173
1.02256E+07 4.40944
1.02394E+07 4.40717
1.02532E+07 4.40489
1.02671E+07 4.40262
1.02809E+07 4.40035
1.02947E+07 4.39808
1.03085E+07 4.39582
1.03223E+07 4.39357
1.03361E+07 4.39131
1.03500E+07 4.38906
1.03638E+07 4.38682
1.03776E+07 4.38457
1.03914E+07 4.38233
1.04052E+07 4.38010
1.04190E+07 4.37786
1.04328E+07 4.37564
1.04467E+07 4.37341
1.04605E+07 4.37119
1.04743E+07 4.36897
1.04881E+07 4.36676
1.05041E+07 4.36423
1.05201E+07 4.36170
1.05361E+07 4.35918
1.05521E+07 4.35666
1.05681E+07 4.35414
1.05841E+07 4.35164
1.06001E+07 4.34913
1.06161E+07 4.34663
1.06321E+07 4.34414
1.06481E+07 4.34165
1.06641E+07 4.33917
1.06801E+07 4.33669
1.06961E+07 4.33422
1.07121E+07 4.33175
1.07281E+07 4.32929
1.07441E+07 4.32683
1.07601E+07 4.32438
1.07761E+07 4.32193
1.07921E+07 4.31949
1.08080E+07 4.31706
1.08240E+07 4.31463
1.08400E+07 4.31220
1.08560E+07 4.30979
1.08720E+07 4.30737
1.08880E+07 4.30497
1.09040E+07 4.30257
1.09200E+07 4.30017
1.09360E+07 4.29778
1.09520E+07 4.29540
1.09680E+07 4.29303
1.09840E+07 4.29066
1.10000E+07 4.28830
1.10197E+07 4.28535
1.10393E+07 4.28241
1.10590E+07 4.27949
1.10787E+07 4.27657
1.10984E+07 4.27366
1.11180E+07 4.27076
1.11377E+07 4.26787
1.11574E+07 4.26499
1.11770E+07 4.26212
1.11967E+07 4.25926
1.12164E+07 4.25642
1.12360E+07 4.25358
1.12557E+07 4.25076
1.12754E+07 4.24795
1.12950E+07 4.24515
1.13147E+07 4.24237
1.13693E+07 4.23456
1.14238E+07 4.22685
1.14598E+07 4.22120
1.14958E+07 4.21566
1.15318E+07 4.21021
1.15679E+07 4.20486
1.16039E+07 4.19960
1.16399E+07 4.19445
1.16759E+07 4.18939
1.17119E+07 4.18443
1.17479E+07 4.17957
1.17839E+07 4.17480
1.18199E+07 4.17012
1.18560E+07 4.16555
1.18920E+07 4.16106
1.19280E+07 4.15668
1.19640E+07 4.15239
1.20000E+07 4.14820
1.20613E+07 4.13644
1.21225E+07 4.12494
1.21838E+07 4.11369
1.22450E+07 4.10269
1.23063E+07 4.09195
1.23675E+07 4.08146
1.24288E+07 4.07122
1.24900E+07 4.06123
1.25538E+07 4.05081
1.26175E+07 4.04066
1.26813E+07 4.03079
1.27450E+07 4.02119
1.28088E+07 4.01188
1.28725E+07 4.00284
1.29363E+07 3.99409
1.30000E+07 3.98563
1.30625E+07 3.97528
1.31250E+07 3.96508
1.31875E+07 3.95505
1.32500E+07 3.94519
1.33125E+07 3.93549
1.33750E+07 3.92597
1.34375E+07 3.91661
1.35000E+07 3.90743
1.35625E+07 3.89843
1.36250E+07 3.88961
1.36875E+07 3.88098
1.37500E+07 3.87254
1.38125E+07 3.86430
1.38750E+07 3.85625
1.39375E+07 3.84842
1.40000E+07 3.84080
1.40625E+07 3.83218
1.41250E+07 3.82375
1.41875E+07 3.81552
1.42500E+07 3.80749
1.43125E+07 3.79965
1.43750E+07 3.79202
1.44375E+07 3.78460
1.45000E+07 3.77739
1.46250E+07 3.76129
1.47500E+07 3.74586
1.48750E+07 3.73113
1.50000E+07 3.71711
1.51250E+07 3.70170
1.52500E+07 3.68688
1.53750E+07 3.67263
1.55000E+07 3.65898
1.56250E+07 3.64593
1.57500E+07 3.63350
1.58750E+07 3.62168
1.60000E+07 3.61051
1.62500E+07 3.57924
1.65000E+07 3.54976
1.67500E+07 3.52208
1.70000E+07 3.49619
1.73456E+07 3.45839
1.76911E+07 3.42301
1.80000E+07 3.39171
1.82500E+07 3.35656
1.85000E+07 3.32252
1.87500E+07 3.28956
1.90000E+07 3.25766
1.92269E+07 3.22889
1.94538E+07 3.20082
1.95167E+07 3.19311
1.97584E+07 3.16390
2.00000E+07 3.13539
