Rh-103(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
894.100 159.467
894.141 132.981
894.182 87.8526
894.218 60.2333
894.254 43.4258
894.291 33.0337
894.327 26.3251
894.400 18.5950
894.472 14.5263
894.545 12.1211
894.617 10.5816
894.763 8.78081
894.908 7.79562
895.053 7.19115
895.199 6.78924
895.344 6.50591
895.634 6.13654
895.925 5.90882
896.215 5.75489
896.506 5.64381
897.087 5.49277
897.668 5.39264
898.830 5.26077
899.992 5.16889
901.155 5.09318
903.479 4.95505
905.803 4.80680
906.966 4.72278
908.128 4.63399
908.709 4.59261
909.290 4.56213
909.871 4.56212
910.452 4.64602
910.743 4.76221
911.033 4.98383
911.324 5.41145
911.614 6.27927
911.905 8.22606
912.050 10.1383
912.195 13.4340
912.341 19.6467
912.413 24.9255
912.486 32.9209
912.559 45.6617
912.631 67.1169
912.704 105.572
912.776 176.869
912.848 292.231
912.920 379.155
912.992 316.460
913.064 207.369
913.123 144.424
913.182 104.396
913.241 78.8014
913.301 61.8535
913.419 41.8439
913.537 31.0417
913.656 24.5562
913.774 20.3528
914.011 15.3862
914.248 12.6417
914.484 10.9468
914.721 9.81393
914.958 9.01237
915.431 7.96440
915.905 7.31615
916.378 6.87734
916.852 6.56012
917.799 6.12714
918.746 5.83669
920.640 5.43579
921.587 5.27159
922.534 5.11193
923.481 4.94678
924.427 4.76996
924.901 4.67887
925.374 4.59323
925.848 4.53244
926.321 4.55484
926.558 4.64654
926.795 4.85889
927.032 5.31585
927.268 6.31368
927.505 8.68390
927.624 11.0981
927.742 15.3734
927.801 18.7951
927.860 23.6934
927.919 30.9643
927.979 42.2274
928.038 60.7354
928.067 74.5786
928.097 93.2507
928.127 118.938
928.156 154.930
928.186 205.977
928.215 277.735
928.268 462.119
928.320 602.595
928.372 504.149
928.425 330.265
928.474 218.214
928.524 151.536
928.574 111.164
928.623 85.4818
928.722 56.2934
928.822 41.0515
928.921 32.0875
929.020 26.3463
929.218 19.6237
929.417 15.9346
929.615 13.6608
929.814 12.1425
930.012 11.0677
930.409 9.66286
930.806 8.79520
931.202 8.21065
931.599 7.79181
932.393 7.23272
933.186 6.87644
933.980 6.62854
934.773 6.44502
936.361 6.18812
937.948 6.01271
941.122 5.77501
944.296 5.60089
945.884 5.52069
947.471 5.43859
949.058 5.35179
949.851 5.30915
950.645 5.27682
951.042 5.27310
951.439 5.29021
951.835 5.35245
952.232 5.52064
952.431 5.69008
952.629 5.97304
952.827 6.46589
953.026 7.38207
953.224 9.26234
953.323 10.9832
953.423 13.7700
953.522 18.6032
953.621 27.7735
953.671 35.5708
953.720 47.2499
953.770 65.1910
953.819 92.7590
953.890 151.729
953.960 196.593
954.030 165.053
954.101 109.414
954.157 77.9531
954.214 57.6542
954.270 44.5149
954.326 35.7443
954.439 25.2664
954.552 19.5563
954.665 16.1060
954.777 13.8612
955.003 11.1938
955.228 9.71365
955.454 8.79637
955.679 8.18225
955.905 7.74718
956.356 7.17799
956.807 6.82662
957.258 6.58990
957.709 6.42025
958.611 6.19348
959.512 6.04843
960.414 5.94693
961.316 5.87131
963.120 5.76469
964.924 5.69241
966.728 5.64646
967.179 5.64426
967.630 5.65928
967.855 5.68807
968.081 5.76983
968.194 5.87227
968.306 6.10905
968.363 6.36071
968.419 6.84243
968.447 7.26179
968.475 7.90779
968.504 8.94028
968.532 10.5983
968.566 13.6010
968.600 15.6015
968.634 13.5993
968.668 10.5950
968.708 8.46105
968.747 7.36545
968.786 6.77232
968.826 6.42515
968.904 6.06212
968.983 5.88848
969.140 5.73345
969.298 5.66750
969.612 5.61120
969.927 5.58596
970.556 5.55966
971.185 5.54307
973.702 5.49741
978.735 5.43180
983.768 5.38194
986.285 5.36609
986.914 5.36740
987.543 5.38037
987.858 5.40194
988.173 5.46282
988.330 5.54127
988.487 5.73305
988.566 5.95172
988.644 6.41087
988.684 6.85178
988.723 7.60636
988.762 9.00217
988.802 11.7148
988.836 15.5457
988.870 18.1015
988.904 15.5462
988.938 11.7150
988.960 10.0127
988.981 8.82761
989.024 7.42964
989.067 6.70295
989.110 6.29082
989.196 5.87095
989.282 5.67489
989.454 5.50414
989.626 5.43377
989.969 5.37663
990.313 5.35340
991.000 5.33278
991.687 5.32213
994.435 5.29809
995.809 5.29008
997.183 5.28678
997.870 5.29087
998.557 5.31042
998.901 5.34033
999.244 5.42309
999.416 5.52970
999.502 5.62822
999.588 5.79243
999.674 6.09599
999.717 6.35388
999.760 6.74707
999.803 7.38792
999.845 8.51126
999.888 10.6709
999.910 12.4969
999.931 15.0993
999.966 21.0064
1000.00 24.9445
1000.04 20.8934
1000.07 15.0668
1000.09 12.3129
1000.12 10.4412
1000.16 8.29268
1000.21 7.21151
1000.25 6.60879
1000.30 6.24312
1000.35 6.00607
1000.44 5.73107
1000.53 5.58104
1000.62 5.49213
1000.80 5.39470
1001.17 5.31672
1001.54 5.28611
1002.27 5.26062
1003.00 5.24916
1004.47 5.24151
1005.20 5.26121
1005.38 5.28338
1005.57 5.34030
1005.66 5.40813
1005.75 5.55518
1005.80 5.70441
1005.84 5.97387
1005.89 6.51353
1005.93 7.64687
1005.97 9.09310
1006.00 10.0535
1006.03 9.09282
1006.07 7.64617
1006.10 6.73557
1006.13 6.21567
1006.20 5.72821
1006.27 5.51966
1006.33 5.41678
1006.46 5.32127
1006.59 5.28012
1006.85 5.24567
1007.12 5.23135
1008.16 5.21159
1010.25 5.19566
1014.44 5.17265
1016.53 5.16398
1018.62 5.16133
1019.67 5.16761
1020.71 5.19429
1021.24 5.23401
1021.50 5.27344
1021.76 5.34317
1022.02 5.48443
1022.15 5.61592
1022.28 5.83523
1022.41 6.24858
1022.48 6.60815
1022.55 7.15828
1022.61 8.08861
1022.68 9.75478
1022.71 11.1478
1022.74 13.1158
1022.77 16.1410
1022.81 20.5014
1022.85 29.6412
1022.90 35.6981
1022.95 29.6284
1022.99 20.4855
1023.05 14.2354
1023.10 10.8904
1023.15 9.02975
1023.20 7.93827
1023.25 7.22855
1023.30 6.76157
1023.40 6.19022
1023.50 5.87088
1023.60 5.67886
1023.80 5.46838
1024.01 5.36310
1024.21 5.30576
1024.61 5.25786
1025.02 5.26531
1025.22 5.29435
1025.42 5.35644
1025.63 5.49325
1025.73 5.62401
1025.83 5.84744
1025.93 6.27150
1025.98 6.64490
1026.03 7.21813
1026.08 8.20238
1026.13 9.98345
1026.16 11.5377
1026.18 13.7629
1026.21 17.1384
1026.23 22.2616
1026.27 32.6388
1026.30 39.2748
1026.34 32.3504
1026.37 22.2940
1026.41 15.3676
1026.44 11.6326
1026.48 9.54274
1026.52 8.29205
1026.55 7.49522
1026.59 6.96017
1026.67 6.31259
1026.74 5.95234
1026.81 5.73209
1026.96 5.48925
1027.11 5.36354
1027.26 5.29073
1027.55 5.21246
1028.14 5.14960
1028.73 5.12346
1029.91 5.09892
1031.09 5.08523
1033.45 5.06622
1035.81 5.05049
1040.53 5.02113
1045.25 4.99164
1054.69 4.92664
1059.41 4.88810
1061.77 4.86829
1062.95 4.86755
1063.25 4.87584
1063.54 4.90280
1063.69 4.93916
1063.84 5.02814
1063.91 5.12966
1063.99 5.34104
1064.06 5.87897
1064.10 6.48830
1064.13 7.58933
1064.17 9.23150
1064.20 10.3226
1064.23 9.23057
1064.27 7.58753
1064.31 6.35908
1064.35 5.75446
1064.39 5.43788
1064.44 5.25669
1064.52 5.07109
1064.60 4.98364
1064.77 4.90637
1064.94 4.87366
1065.61 4.83136
1066.95 4.80403
1067.62 4.79555
1068.29 4.79506
1068.63 4.80585
1068.96 4.84640
1069.13 4.90395
1069.30 5.04977
1069.38 5.22108
1069.47 5.59026
1069.51 5.95342
1069.55 6.59069
1069.59 7.81165
1069.63 10.2112
1069.67 13.4694
1069.70 15.6308
1069.73 13.4683
1069.77 10.2084
1069.81 7.88893
1069.85 6.68900
1069.89 6.03785
1069.92 5.66380
1070.00 5.26351
1070.08 5.07026
1070.23 4.89566
1070.39 4.82093
1070.70 4.75472
1071.00 4.72257
1071.62 4.68304
1072.24 4.65381
1072.55 4.64320
1072.86 4.63927
1073.17 4.65099
1073.47 4.70208
1073.63 4.76139
1073.78 4.86644
1073.94 5.06081
1074.09 5.43755
1074.25 6.25598
1074.32 7.03089
1074.40 8.32855
1074.48 10.6783
1074.55 15.4147
1074.59 19.7558
1074.63 26.4566
1074.67 37.8070
1074.71 56.2888
1074.73 72.2767
1074.75 91.1080
1074.80 117.640
1074.85 99.1587
1074.89 66.3606
1074.94 45.0042
1074.98 32.5674
1075.02 24.8457
1075.07 20.0418
1075.15 14.4987
1075.24 11.6264
1075.33 9.91177
1075.41 8.82423
1075.59 7.53928
1075.76 6.83279
1075.93 6.39675
1076.10 6.10528
1076.28 5.89877
1076.62 5.62802
1076.97 5.46127
1077.32 5.34902
1077.66 5.26888
1078.36 5.16412
1079.05 5.10705
1079.39 5.09836
1079.74 5.12365
1079.91 5.17465
1080.09 5.31563
1080.17 5.48624
1080.26 5.85355
1080.30 6.22689
1080.35 6.87336
1080.39 8.12058
1080.41 9.20499
1080.43 10.6908
1080.47 14.1996
1080.50 16.4655
1080.54 14.0903
1080.57 10.6859
1080.61 8.19407
1080.65 6.94351
1080.69 6.27845
1080.73 5.89353
1080.82 5.49483
1080.90 5.30642
1081.06 5.13527
1081.22 5.06171
1081.55 4.99612
1081.88 4.96465
1082.53 4.92930
1083.19 4.90602
1085.80 4.84380
1088.42 4.80012
1089.73 4.79481
1090.05 4.80595
1090.38 4.84444
1090.54 4.89754
1090.71 5.03036
1090.79 5.18528
1090.87 5.51119
1090.91 5.83190
1090.95 6.39018
1090.99 7.44737
1091.03 9.49079
1091.07 12.3146
1091.10 14.1886
1091.13 12.3140
1091.17 9.48927
1091.19 8.05551
1091.22 7.11631
1091.27 6.08513
1091.32 5.58893
1091.37 5.32397
1091.47 5.05837
1091.57 4.93913
1091.77 4.83570
1091.96 4.79237
1092.36 4.75451
1092.76 4.73614
1094.35 4.69773
1095.15 4.68488
1095.94 4.67989
1096.34 4.68772
1096.74 4.72343
1096.94 4.77656
1097.13 4.91669
1097.23 5.08697
1097.33 5.46438
1097.38 5.85587
1097.43 6.56121
1097.46 7.16020
1097.48 8.04904
1097.51 9.40282
1097.53 11.3667
1097.57 15.5152
1097.60 18.1915
1097.64 15.3889
1097.67 11.3659
1097.69 9.53638
1097.71 8.32003
1097.75 6.86284
1097.80 6.08182
1097.84 5.64569
1097.92 5.19238
1098.01 4.98079
1098.18 4.79145
1098.35 4.71176
1098.69 4.64270
1099.02 4.61040
1099.70 4.57260
1100.38 4.54371
1101.73 4.48605
1103.09 4.41666
1103.77 4.37445
1104.44 4.32571
1105.12 4.26971
1105.80 4.20952
1106.14 4.18239
1106.48 4.16546
1106.82 4.17654
1107.15 4.26348
1107.32 4.37425
1107.49 4.57855
1107.66 4.96486
1107.83 5.73666
1108.00 7.45385
1108.09 9.12354
1108.17 11.9308
1108.25 17.1844
1108.30 21.5198
1108.34 27.9528
1108.38 38.2109
1108.40 45.3621
1108.42 54.5919
1108.44 66.6487
1108.47 82.5524
1108.49 103.618
1108.51 131.304
1108.53 172.183
1108.55 218.321
1108.60 282.978
1108.62 271.635
1108.65 236.387
1108.69 156.277
1108.74 103.142
1108.78 72.4025
1108.83 53.4305
1108.87 41.6665
1108.92 33.6293
1108.96 28.1435
1109.05 21.1559
1109.14 16.9932
1109.23 14.3550
1109.40 11.2412
1109.58 9.52299
1109.76 8.47012
1109.93 7.76629
1110.11 7.26762
1110.47 6.61379
1110.82 6.21099
1111.17 5.93939
1111.53 5.74462
1112.24 5.48416
1112.95 5.31797
1113.66 5.20205
1114.36 5.11603
1115.78 4.99473
1117.20 4.91204
1118.62 4.85792
1118.97 4.85430
1119.32 4.86880
1119.50 4.89793
1119.68 4.97953
1119.77 5.07930
1119.86 5.29639
1119.90 5.51912
1119.94 5.90902
1119.99 6.67248
1120.01 7.32689
1120.03 8.27580
1120.07 10.3535
1120.10 11.7332
1120.13 10.3515
1120.17 8.27150
1120.20 7.08482
1120.23 6.37893
1120.28 5.63805
1120.34 5.30341
1120.40 5.12837
1120.51 4.96116
1120.62 4.88595
1120.85 4.81939
1121.08 4.78888
1121.99 4.73649
1123.81 4.67816
1127.46 4.58070
1131.11 4.48327
1134.75 4.37369
1138.40 4.23818
1140.22 4.15417
1142.04 4.05382
1143.86 3.93108
1145.69 3.78063
1146.60 3.69738
1147.51 3.62183
1147.97 3.60038
1148.42 3.61830
1148.65 3.66988
1148.88 3.81604
1148.99 3.99332
1149.11 4.39356
1149.16 4.81349
1149.22 5.61616
1149.28 7.39251
1149.30 9.08332
1149.33 11.7957
1149.37 16.6654
1149.40 19.8925
1149.43 16.6842
1149.47 11.8330
1149.51 8.19759
1149.55 6.41267
1149.59 5.48621
1149.64 4.97434
1149.72 4.46227
1149.80 4.25031
1150.13 4.22849
1150.47 4.74520
1150.80 5.93086
1151.13 8.67442
1151.30 11.3805
1151.38 13.3791
1151.46 16.0492
1151.55 19.7488
1151.63 24.8888
1151.71 32.3375
1151.80 43.5558
1151.88 61.2501
1151.96 90.6991
1152.00 113.129
1152.05 142.497
1152.09 183.101
1152.13 236.174
1152.21 393.195
1152.30 513.135
1152.34 493.282
1152.39 428.833
1152.47 281.531
1152.54 198.047
1152.61 144.083
1152.68 109.087
1152.75 85.9336
1152.89 57.9490
1153.02 42.6064
1153.16 33.2560
1153.30 27.2022
1153.57 19.9872
1153.85 15.9575
1154.12 13.4649
1154.40 11.7878
1154.67 10.6025
1155.22 9.04867
1155.77 8.08956
1156.32 7.44435
1156.86 6.98343
1157.96 6.36822
1159.06 5.97674
1160.16 5.70336
1161.25 5.49980
1163.45 5.20959
1165.64 5.00332
1170.03 4.69718
1174.43 4.43322
1176.62 4.29564
1178.82 4.14395
1181.01 3.96795
1182.11 3.86649
1183.21 3.75385
1184.30 3.63207
1184.85 3.57481
1185.40 3.53812
1185.95 3.58121
1186.22 3.69549
1186.50 3.98121
1186.77 4.72424
1186.91 5.51668
1187.05 6.97113
1187.18 9.91351
1187.25 12.5965
1187.29 14.4516
1187.32 16.8257
1187.36 20.0192
1187.39 24.1497
1187.41 26.7281
1187.42 29.7456
1187.46 37.5074
1187.49 48.9409
1187.53 65.2395
1187.56 89.5032
1187.60 125.583
1187.62 164.671
1187.65 208.982
1187.70 271.368
1187.73 261.010
1187.75 227.618
1187.81 150.972
1187.85 104.460
1187.89 75.7677
1187.94 57.1229
1187.98 45.1150
1188.07 30.8088
1188.16 23.1109
1188.25 18.5054
1188.34 15.5277
1188.52 12.0403
1188.69 10.1270
1188.87 8.97632
1189.23 7.76410
1189.58 7.25917
1189.94 7.14557
1190.65 7.82374
1191.36 10.2072
1191.71 12.6858
1192.07 16.9689
1192.43 24.9276
1192.60 31.5433
1192.78 41.2561
1192.96 56.2602
1193.14 80.2101
1193.31 120.568
1193.49 188.876
1193.70 313.226
1193.90 408.323
1194.11 343.515
1194.31 226.845
1194.46 165.719
1194.61 124.295
1194.75 96.3287
1194.90 77.1174
1195.20 53.3048
1195.49 39.8731
1195.79 31.5861
1196.08 26.1083
1196.67 19.5130
1197.26 15.8195
1197.85 13.5638
1198.15 12.8036
1198.44 12.3392
1198.59 12.3369
1198.74 12.7911
1198.81 13.4901
1198.88 15.0840
1198.92 16.6456
1198.96 19.3061
1199.00 24.1246
1199.03 32.8055
1199.07 46.1287
1199.10 54.6293
1199.14 45.6098
1199.17 32.5842
1199.20 25.5253
1199.22 21.1525
1199.25 18.2097
1199.28 16.3154
1199.33 14.0023
1199.38 12.7521
1199.43 11.9694
1199.49 11.4565
1199.59 10.8066
1199.80 10.1233
1200.01 9.72323
1200.43 9.18934
1200.85 8.80364
1201.69 8.26964
1201.90 8.20181
1202.11 8.22267
1202.22 8.32853
1202.32 8.63533
1202.38 8.98697
1202.43 9.65594
1202.45 10.2575
1202.48 11.1401
1202.51 12.5126
1202.53 14.6499
1202.57 18.7327
1202.60 21.4352
1202.63 18.7099
1202.67 14.5986
1202.70 12.3715
1202.72 10.9567
1202.75 10.0513
1202.78 9.45158
1202.83 8.74244
1202.88 8.36223
1202.99 7.97009
1203.10 7.77292
1203.31 7.56129
1203.53 7.43321
1203.96 7.25117
1204.38 7.10797
1206.10 6.68658
1206.96 6.53321
1207.82 6.42046
1208.24 6.39497
1208.67 6.43779
1208.89 6.54215
1209.00 6.65212
1209.10 6.84841
1209.21 7.23287
1209.26 7.57732
1209.32 8.11315
1209.37 9.04453
1209.42 10.7613
1209.45 12.2476
1209.48 14.4968
1209.50 18.0085
1209.53 23.2658
1209.57 33.6440
1209.60 40.6049
1209.64 33.6334
1209.67 23.2463
1209.70 16.9119
1209.74 13.3424
1209.77 11.2031
1209.80 9.85627
1209.86 8.33338
1209.93 7.57195
1209.99 7.12812
1210.06 6.85438
1210.19 6.54023
1210.31 6.36964
1210.44 6.26477
1210.70 6.14188
1211.22 6.01652
1211.73 5.94041
1212.76 5.82999
1213.79 5.74106
1217.91 5.46806
1222.03 5.26076
1226.15 5.08537
1234.39 4.76905
1236.45 4.69112
1238.51 4.61593
1239.54 4.58457
1240.57 4.57371
1241.09 4.59672
1241.34 4.63002
1241.60 4.69793
1241.86 4.84944
1241.99 4.99827
1242.12 5.25595
1242.24 5.76367
1242.31 6.21507
1242.37 6.94181
1242.44 8.24032
1242.50 10.7667
1242.53 13.0252
1242.57 16.6060
1242.60 22.5563
1242.63 32.6286
1242.67 49.9654
1242.70 61.1591
1242.74 49.4466
1242.77 32.6215
1242.80 22.7879
1242.83 17.0287
1242.86 13.3692
1242.89 11.1011
1242.95 8.47093
1243.02 7.11264
1243.08 6.32811
1243.14 5.83612
1243.26 5.28097
1243.38 4.98613
1243.50 4.81250
1243.74 4.62140
1243.99 4.52122
1244.23 4.45930
1244.72 4.38336
1245.69 4.29399
1246.66 4.22644
1248.61 4.09994
1250.55 3.96586
1254.44 3.64654
1256.39 3.45873
1257.36 3.38875
1257.60 3.39902
1257.85 3.47024
1257.97 3.57858
1258.09 3.84636
1258.15 4.14460
1258.21 4.73611
1258.24 5.27624
1258.27 6.10283
1258.30 7.45753
1258.33 9.70979
1258.37 13.6956
1258.40 16.2636
1258.44 13.5668
1258.47 9.69450
1258.51 6.80538
1258.55 5.39894
1258.59 4.64742
1258.63 4.21006
1258.72 3.74905
1258.80 3.52862
1258.96 3.32193
1259.13 3.22455
1259.46 3.11986
1259.79 3.05227
1261.10 2.84859
1262.42 2.68694
1263.74 2.64353
1264.40 2.74621
1265.06 3.04443
1265.72 3.74963
1266.05 4.39127
1266.37 5.37160
1266.70 6.90535
1267.03 9.36517
1267.36 13.4999
1267.69 20.9037
1267.86 26.8838
1268.02 35.4875
1268.19 48.3209
1268.35 68.1862
1268.52 101.089
1268.68 158.679
1268.84 268.823
1268.93 359.544
1269.01 487.513
1269.15 817.855
1269.30 1072.38
1269.45 898.994
1269.59 589.975
1269.71 414.409
1269.83 300.729
1269.94 226.914
1270.06 177.783
1270.29 118.426
1270.53 86.0438
1270.76 66.3350
1270.99 53.5175
1271.46 38.2321
1271.93 29.7179
1272.39 24.5039
1272.86 21.3996
1272.98 21.0840
1273.09 21.3222
1273.15 21.9587
1273.21 23.4342
1273.27 26.9790
1273.30 30.4749
1273.33 36.0939
1273.36 46.7701
1273.40 53.5696
1273.44 46.1353
1273.47 35.4510
1273.51 28.8050
1273.54 24.8757
1273.58 22.4857
1273.61 20.9812
1273.68 19.1445
1273.74 18.1163
1273.88 16.9275
1274.01 16.1998
1274.28 15.2103
1274.55 14.5202
1274.82 14.0555
1275.09 13.9732
1275.23 14.3059
1275.29 14.7142
1275.36 15.4435
1275.43 16.8475
1275.50 19.7263
1275.53 22.4264
1275.56 26.6653
1275.60 34.0908
1275.63 46.5575
1275.67 67.3732
1275.70 80.6863
1275.74 66.6738
1275.77 46.3751
1275.80 34.0996
1275.83 26.9673
1275.87 22.5813
1275.90 19.7617
1275.96 16.5282
1276.02 14.8233
1276.08 13.7949
1276.15 13.1356
1276.27 12.3272
1276.39 11.8368
1276.52 11.4985
1276.77 11.0256
1277.26 10.3972
1277.76 9.93765
1278.76 9.24073
1279.75 8.71559
1280.75 8.30232
1281.74 7.97879
1282.24 7.85802
1282.74 7.80219
1282.99 7.84597
1283.11 7.91814
1283.23 8.06462
1283.36 8.38054
1283.42 8.67237
1283.48 9.15063
1283.55 9.99783
1283.61 11.6745
1283.64 13.1752
1283.67 15.5524
1283.70 19.4921
1283.73 26.1277
1283.77 37.5072
1283.80 44.7927
1283.84 37.1463
1283.87 26.0976
1283.91 18.2218
1283.95 14.1928
1283.99 11.9175
1284.02 10.6059
1284.06 9.75265
1284.10 9.19582
1284.18 8.51627
1284.25 8.12772
1284.33 7.88805
1284.48 7.60766
1284.64 7.44888
1284.79 7.34510
1285.10 7.20793
1285.71 7.03344
1286.32 6.90270
1288.77 6.49527
1291.22 6.15489
1293.67 5.82752
1296.12 5.46590
1297.35 5.25031
1298.58 4.99298
1299.19 4.84279
1299.80 4.67659
1300.41 4.49905
1301.03 4.33682
1301.33 4.28893
1301.64 4.30605
1301.95 4.47262
1302.25 5.00341
1302.56 6.53927
1302.71 8.24955
1302.86 11.4520
1302.94 14.1293
1303.02 18.0099
1303.09 24.0052
1303.17 33.4593
1303.21 40.5534
1303.25 49.7198
1303.29 62.0743
1303.32 79.0885
1303.36 103.817
1303.40 138.701
1303.44 189.813
1303.48 264.496
1303.54 444.606
1303.60 585.842
1303.63 565.629
1303.66 493.904
1303.73 327.366
1303.80 198.438
1303.87 131.121
1303.95 93.6331
1304.02 71.0870
1304.09 56.3994
1304.17 46.5481
1304.31 34.3162
1304.46 27.2051
1304.60 22.7197
1304.90 17.4717
1305.19 14.5663
1305.48 12.7597
1305.78 11.5404
1306.07 10.6698
1306.65 9.50806
1307.24 8.77435
1307.82 8.26794
1308.41 7.89611
1309.58 7.38147
1310.75 7.03557
1313.09 6.57693
1315.43 6.25214
1316.60 6.10812
1317.77 5.96678
1318.95 5.82835
1319.53 5.76934
1320.12 5.74079
1320.41 5.75652
1320.70 5.81787
1320.99 5.97226
1321.29 6.33165
1321.58 7.21384
1321.73 8.11581
1321.87 9.70974
1322.02 12.8057
1322.09 15.4623
1322.16 19.5247
1322.24 26.0489
1322.31 37.1546
1322.38 57.2703
1322.46 95.0253
1322.53 156.755
1322.60 204.853
1322.67 173.203
1322.74 115.557
1322.80 83.0669
1322.86 62.2133
1322.91 48.5140
1322.97 39.2435
1323.08 27.9697
1323.19 21.8015
1323.31 18.0084
1323.42 15.5420
1323.64 12.5710
1323.87 10.9047
1324.09 9.86244
1324.32 9.15866
1324.54 8.65578
1324.99 7.99070
1325.44 7.57349
1325.89 7.28798
1326.34 7.08036
1327.24 6.79544
1328.14 6.60692
1329.94 6.36447
1331.74 6.20718
1333.54 6.09074
1337.14 5.91720
1340.74 5.78069
1344.33 5.65791
1346.13 5.59746
1347.93 5.53727
1348.83 5.50952
1349.73 5.49184
1350.18 5.49785
1350.63 5.54542
1350.86 5.62234
1351.08 5.83239
1351.19 6.09311
1351.25 6.32189
1351.31 6.68471
1351.36 7.30489
1351.42 8.47695
1351.45 9.48037
1351.47 11.0024
1351.50 13.3862
1351.53 17.1382
1351.57 24.2169
1351.60 28.7279
1351.64 24.0005
1351.67 16.9628
1351.71 12.1275
1351.75 9.64125
1351.79 8.23287
1351.83 7.41880
1351.91 6.54406
1351.99 6.12046
1352.07 5.88448
1352.15 5.73936
1352.30 5.57598
1352.62 5.43498
1352.94 5.36999
1353.57 5.29676
1354.20 5.24287
1355.46 5.13793
1356.73 5.01420
1357.36 4.94046
1357.99 4.85731
1358.62 4.76652
1359.25 4.68066
1359.57 4.65314
1359.89 4.65735
1360.20 4.73655
1360.52 5.00171
1360.83 5.78409
1360.99 6.66936
1361.15 8.34568
1361.31 11.8267
1361.39 15.0241
1361.47 20.1962
1361.51 24.0704
1361.54 29.1174
1361.58 36.1890
1361.62 45.8339
1361.66 60.0495
1361.70 80.4840
1361.74 111.086
1361.78 156.903
1361.84 262.368
1361.90 344.920
1361.93 333.602
1361.96 291.748
1362.02 193.629
1362.08 126.964
1362.14 88.6540
1362.20 65.6789
1362.26 51.1460
1362.32 41.4533
1362.38 34.6851
1362.49 26.0931
1362.61 21.0283
1362.73 17.7731
1362.97 13.9393
1363.20 11.8174
1363.44 10.4989
1363.67 9.61179
1363.91 8.97947
1364.38 8.14566
1364.85 7.62519
1365.33 7.27139
1365.80 7.01590
1366.74 6.67157
1367.69 6.45017
1368.63 6.29490
1369.57 6.17929
1371.46 6.01721
1373.35 5.91036
1374.30 5.87397
1375.24 5.85879
1375.71 5.87395
1376.18 5.94691
1376.42 6.05578
1376.54 6.16176
1376.66 6.34519
1376.77 6.69898
1376.83 7.01137
1376.89 7.50781
1376.95 8.35988
1377.01 9.98235
1377.04 11.4121
1377.07 13.5261
1377.10 16.9940
1377.13 22.3427
1377.16 32.4232
1377.20 38.8947
1377.24 32.1413
1377.27 22.3512
1377.30 17.6024
1377.32 14.4018
1377.37 10.8166
1377.42 9.01066
1377.47 8.00259
1377.52 7.39009
1377.57 6.99239
1377.67 6.52620
1377.76 6.27414
1377.86 6.12240
1378.06 5.95549
1378.45 5.81717
1378.84 5.75823
1379.63 5.70067
1380.41 5.66695
1381.98 5.61881
1383.55 5.58014
1385.12 5.54694
1386.69 5.52235
1387.48 5.51979
1388.26 5.54359
1388.66 5.59027
1388.85 5.63940
1389.05 5.72919
1389.24 5.91411
1389.34 6.08785
1389.44 6.38201
1389.54 6.93594
1389.59 7.41497
1389.64 8.16125
1389.68 9.40758
1389.73 11.6857
1389.76 13.6185
1389.78 16.3440
1389.81 20.6196
1389.83 26.7889
1389.87 39.6959
1389.90 47.9305
1389.94 39.2948
1389.97 26.7761
1390.00 19.7944
1390.03 15.4221
1390.05 12.6635
1390.08 10.9135
1390.14 8.82514
1390.19 7.71900
1390.25 7.06993
1390.30 6.65869
1390.41 6.18802
1390.52 5.93765
1390.63 5.79088
1390.85 5.63163
1391.07 5.54997
1391.29 5.50169
1391.73 5.44659
1392.61 5.39121
1393.49 5.35560
1395.26 5.29389
1397.02 5.22640
1397.90 5.18683
1398.78 5.14159
1399.66 5.08932
1400.54 5.03040
1400.99 5.00062
1401.43 4.97538
1401.87 4.96543
1402.31 5.00121
1402.53 5.06115
1402.75 5.18112
1402.97 5.41903
1403.19 5.90850
1403.41 7.01328
1403.52 8.08490
1403.63 9.90470
1403.74 13.2412
1403.85 20.0419
1403.90 26.2190
1403.96 36.0526
1403.99 43.2913
1404.01 52.3412
1404.04 64.5420
1404.07 79.7097
1404.10 103.383
1404.13 131.460
1404.20 171.971
1404.23 166.451
1404.27 145.953
1404.33 97.8345
1404.38 74.6078
1404.42 58.5235
1404.50 39.0123
1404.59 28.4606
1404.67 22.3636
1404.76 18.4627
1404.84 15.8715
1405.01 12.6918
1405.18 10.8665
1405.35 9.71974
1405.68 8.40812
1406.02 7.72693
1406.36 7.41813
1406.53 7.43709
1406.61 7.53508
1406.69 7.75173
1406.78 8.21812
1406.82 8.63175
1406.86 9.27726
1406.91 10.3387
1406.95 12.2085
1406.99 15.7845
1407.01 18.7737
1407.03 23.0192
1407.07 32.9828
1407.10 39.3601
1407.14 32.6392
1407.17 22.9420
1407.19 18.3391
1407.21 15.3140
1407.26 11.7504
1407.30 9.90246
1407.35 8.84713
1407.39 8.19277
1407.43 7.75933
1407.52 7.23563
1407.61 6.93828
1407.70 6.74877
1407.87 6.51998
1408.23 6.28782
1408.58 6.15829
1409.28 5.99910
1409.99 5.89625
1411.40 5.76285
1412.81 5.67654
1414.22 5.61432
1415.63 5.56635
1418.45 5.49524
1421.27 5.44405
1424.09 5.40882
1425.50 5.40173
