Rh-103(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1961.41 5.07356
1961.88 4.99411
1962.35 4.95440
1963.29 4.90321
1964.23 4.86143
1966.10 4.78222
1967.98 4.71154
1968.92 4.69029
1969.86 4.69624
1970.80 4.76498
1971.74 4.98629
1972.67 5.62433
1973.14 6.33487
1973.61 7.65547
1974.08 10.3413
1974.32 12.7542
1974.55 16.5510
1974.79 22.9214
1975.02 34.2698
1975.26 56.3263
1975.37 74.7927
1975.49 101.151
1975.70 169.033
1975.90 223.034
1976.11 189.865
1976.31 127.338
1976.52 84.2579
1976.73 59.1849
1976.93 44.2631
1977.14 34.9093
1977.35 28.6546
1977.55 24.3136
1977.96 18.7890
1978.38 15.5294
1978.79 13.4305
1979.62 10.9501
1980.44 9.56878
1981.27 8.70706
1982.10 8.12428
1982.92 7.70687
1984.57 7.15322
1986.23 6.80834
1987.05 6.68508
1987.88 6.59486
1988.29 6.57254
1988.70 6.59792
1988.91 6.66744
1989.12 6.87360
1989.22 7.13515
1989.32 7.72577
1989.38 8.34504
1989.43 9.47226
1989.45 10.4370
1989.48 11.8796
1989.51 14.0978
1989.53 17.3553
1989.57 23.9829
1989.60 28.4167
1989.64 23.9599
1989.67 17.3218
1989.71 12.5811
1989.75 10.2199
1989.79 8.91443
1989.83 8.17129
1989.91 7.38354
1989.99 7.00899
1990.16 6.66706
1990.32 6.51934
1990.64 6.38645
1990.96 6.32133
1991.61 6.24529
1992.25 6.19277
1993.54 6.11183
1994.84 6.04745
1997.42 5.95213
1998.71 5.92370
2000.00 5.92532
2000.73 5.96562
2001.10 6.01582
2001.46 6.11414
2001.83 6.32935
2002.01 6.54076
2002.19 6.91114
2002.38 7.65425
2002.47 8.33278
2002.56 9.45627
2002.65 11.5387
2002.70 13.2965
2002.74 15.8968
2002.79 20.1598
2002.83 27.3329
2002.88 41.0232
2002.92 67.3315
2002.96 104.482
2003.00 129.349
2003.04 104.538
2003.08 67.4015
2003.12 40.6772
2003.17 27.3812
2003.21 20.1973
2003.26 15.9973
2003.31 13.3175
2003.35 11.5848
2003.44 9.50940
2003.53 8.35681
2003.62 7.66640
2003.80 6.90618
2003.98 6.51698
2004.16 6.29287
2004.52 6.05398
2004.88 5.93418
2005.25 5.86384
2005.97 5.78486
2007.41 5.70926
2008.86 5.66588
2011.74 5.60900
2013.19 5.60405
2013.55 5.61850
2013.91 5.66722
2014.09 5.73424
2014.27 5.90318
2014.36 6.10411
2014.45 6.53770
2014.50 6.96971
2014.54 7.74021
2014.59 9.25669
2014.61 10.6002
2014.63 12.4749
2014.67 16.7244
2014.70 19.4623
2014.74 16.5935
2014.77 12.4727
2014.79 10.3905
2014.82 9.06849
2014.87 7.58072
2014.92 6.83475
2014.96 6.43395
2015.06 6.03279
2015.16 5.85128
2015.35 5.69368
2015.54 5.62849
2015.93 5.57376
2016.32 5.54956
2017.86 5.50758
2020.95 5.45812
2024.04 5.41683
2025.59 5.40796
2026.36 5.44332
2026.55 5.48353
2026.75 5.58775
2026.84 5.71313
2026.94 5.98844
2026.99 6.27544
2027.04 6.79115
2027.08 7.84219
2027.11 8.77978
2027.13 10.1849
2027.17 13.0400
2027.20 14.9296
2027.24 12.9502
2027.27 10.1140
2027.31 8.00472
2027.35 6.98126
2027.43 6.12087
2027.52 5.79427
2027.60 5.63918
2027.76 5.50152
2027.93 5.44417
2028.59 5.37593
2029.90 5.35034
2030.56 5.35417
2031.22 5.38758
2031.54 5.44211
2031.87 5.59560
2032.04 5.79470
2032.20 6.28078
2032.28 6.83638
2032.37 8.00959
2032.41 9.14168
2032.45 11.0891
2032.49 14.7166
2032.53 21.8239
2032.57 31.6592
2032.60 38.1854
2032.64 31.6886
2032.67 21.8599
2032.71 14.9945
2032.75 11.3734
2032.79 9.38108
2032.83 8.22643
2032.90 6.97178
2032.98 6.37437
2033.14 5.83693
2033.29 5.61160
2033.60 5.42779
2033.91 5.35405
2034.53 5.29078
2035.15 5.26000
2036.39 5.22139
2037.62 5.19003
2040.10 5.12656
2042.58 5.05125
2043.81 5.00600
2045.05 4.95380
2046.29 4.89327
2047.53 4.82515
2048.15 4.79100
2048.77 4.76237
2049.39 4.75201
2050.00 4.79512
2050.31 4.86497
2050.62 5.00300
2050.93 5.27424
2051.24 5.82193
2051.55 7.02732
2051.71 8.17499
2051.86 10.0649
2052.02 13.4351
2052.17 19.9695
2052.25 25.6527
2052.33 34.1435
2052.40 47.2901
2052.48 67.7158
2052.59 112.379
2052.70 148.158
2052.81 126.789
2052.92 85.7291
2053.01 62.5089
2053.09 47.1956
2053.18 37.1008
2053.26 30.3168
2053.43 22.0136
2053.61 17.3872
2053.78 14.5340
2053.95 12.6630
2054.29 10.4035
2054.63 9.12171
2054.98 8.31709
2055.32 7.77069
2055.66 7.37860
2056.34 6.85736
2057.03 6.52968
2057.71 6.30556
2058.40 6.14289
2059.77 5.92121
2061.14 5.77608
2063.88 5.59253
2066.61 5.47589
2069.35 5.39310
2070.72 5.36274
2072.09 5.34657
2072.78 5.35291
2073.46 5.39382
2073.80 5.45713
2074.15 5.62902
2074.32 5.84696
2074.40 6.04812
2074.49 6.37782
2074.57 6.99003
2074.62 7.50821
2074.66 8.27606
2074.70 9.54391
2074.75 11.7619
2074.79 16.0019
2074.81 19.4575
2074.83 24.3386
2074.87 35.7693
2074.90 43.3674
2074.94 35.6532
2074.97 24.1946
2075.00 18.3849
2075.02 14.7330
2075.05 12.2407
2075.07 10.6271
2075.12 8.65330
2075.17 7.58547
2075.23 6.95121
2075.28 6.54677
2075.38 6.08620
2075.58 5.70033
2075.78 5.55757
2076.19 5.48134
2076.60 5.52583
2077.01 5.70217
2077.21 5.89212
2077.41 6.23529
2077.62 6.93978
2077.72 7.59903
2077.82 8.69803
2077.92 10.7749
2077.97 12.5643
2078.02 15.2736
2078.07 19.8378
2078.12 28.0916
2078.15 35.0097
2078.18 44.6742
2078.20 58.9049
2078.23 79.8038
2078.26 125.188
2078.30 154.401
2078.34 124.062
2078.38 79.9837
2078.41 54.5098
2078.44 38.9621
2078.47 29.3588
2078.50 23.3403
2078.57 16.2180
2078.63 12.5796
2078.69 10.4372
2078.76 9.11340
2078.88 7.60577
2079.01 6.80898
2079.14 6.34371
2079.26 6.04403
2079.39 5.84218
2079.64 5.59035
2079.90 5.44543
2080.40 5.28883
2080.91 5.20597
2081.41 5.15338
2082.43 5.08464
2084.45 4.99128
2086.48 4.90621
2088.50 4.81019
2089.52 4.75387
2090.53 4.68977
2091.54 4.61832
2092.05 4.58385
2092.56 4.56117
2093.06 4.58539
2093.32 4.65113
2093.57 4.81439
2093.82 5.22746
2093.95 5.66051
2094.07 6.42864
2094.20 7.93769
2094.26 9.24196
2094.33 11.2500
2094.39 14.5686
2094.45 20.2179
2094.52 30.6195
2094.58 50.5467
2094.64 82.2565
2094.70 106.928
2094.76 90.7511
2094.82 61.1639
2094.87 43.4676
2094.92 32.4710
2094.97 25.3141
2095.02 20.6745
2095.12 15.1286
2095.22 12.1469
2095.32 10.3285
2095.43 9.14423
2095.63 7.73783
2095.83 6.94566
2096.03 6.45100
2096.43 5.87049
2096.84 5.54265
2097.24 5.32957
2098.04 5.05885
2098.85 4.87997
2099.66 4.73970
2101.27 4.50239
2102.07 4.39253
2102.88 4.29085
2103.69 4.21388
2104.49 4.21467
2105.30 4.47227
2105.70 4.87151
2106.10 5.73279
2106.51 7.70197
2106.71 9.62201
2106.91 12.8322
2107.11 18.6190
2107.31 29.8830
2107.41 39.7038
2107.51 54.4562
2107.61 77.6487
2107.71 113.514
2107.86 193.181
2108.00 257.850
2108.14 221.605
2108.29 149.753
2108.43 101.287
2108.56 72.1478
2108.70 54.3605
2108.84 43.0216
2108.98 35.3093
2109.11 29.8754
2109.39 22.9211
2109.67 18.7501
2109.94 16.0485
2110.49 12.8202
2111.04 10.9998
2111.59 9.85305
2112.14 9.07219
2112.69 8.51047
2113.80 7.75808
2114.90 7.28085
2116.00 6.95154
2117.10 6.71047
2119.30 6.37983
2121.50 6.16192
2125.91 5.88626
2130.32 5.71182
2134.72 5.58525
2139.13 5.48692
2141.33 5.45718
2141.88 5.46201
2142.43 5.49405
2142.71 5.54522
2142.98 5.68598
2143.12 5.86455
2143.26 6.28632
2143.32 6.75488
2143.39 7.70265
2143.43 8.59073
2143.46 9.99938
2143.50 12.4154
2143.53 16.6683
2143.57 23.4684
2143.60 28.0187
2143.64 23.4768
2143.67 16.6779
2143.71 11.8910
2143.75 9.46617
2143.79 8.13408
2143.83 7.34624
2143.91 6.50858
2143.98 6.11129
2144.14 5.75464
2144.30 5.60502
2144.61 5.48213
2144.93 5.43190
2145.55 5.38718
2146.18 5.36439
2147.43 5.33647
2148.69 5.31926
2149.94 5.31591
2151.20 5.35438
2151.82 5.42861
2152.14 5.50715
2152.45 5.65088
2152.76 5.95046
2152.92 6.23507
2153.08 6.71884
2153.23 7.65131
2153.31 8.48024
2153.39 9.78181
2153.47 12.0517
2153.55 16.3395
2153.59 20.0494
2153.63 25.7403
2153.67 34.7920
2153.70 49.3239
2153.75 75.9875
2153.80 93.8334
2153.85 75.9686
2153.90 49.2998
2153.93 35.9655
2153.97 27.4408
2154.00 21.6495
2154.03 17.8425
2154.10 13.1889
2154.17 10.6550
2154.24 9.14142
2154.31 8.17083
2154.45 7.05355
2154.59 6.45244
2154.72 6.09705
2155.00 5.71006
2155.27 5.51432
2155.55 5.40026
2156.10 5.27568
2157.20 5.16474
2158.30 5.10487
2160.50 5.01575
2162.70 4.92571
2164.90 4.81337
2166.00 4.74099
2167.10 4.65032
2167.65 4.59530
2168.20 4.53197
2168.75 4.45941
2169.30 4.38032
2169.57 4.34301
2169.85 4.31564
2170.12 4.31655
2170.40 4.39502
2170.67 4.70340
2170.81 5.08715
2170.95 5.84057
2171.09 7.47330
2171.16 9.00969
2171.22 11.4917
2171.29 15.8997
2171.33 19.4524
2171.36 24.3364
2171.40 31.6592
2171.43 42.3114
2171.47 58.5410
2171.50 83.3103
2171.53 109.616
2171.55 139.746
2171.60 183.632
2171.63 177.751
2171.65 156.002
2171.70 105.031
2171.76 65.5516
2171.82 44.4504
2171.88 32.6698
2171.94 25.5719
2172.00 20.9917
2172.06 17.8657
2172.17 14.0035
2172.29 11.7418
2172.41 10.3011
2172.64 8.61641
2172.88 7.67687
2173.11 7.09069
2173.35 6.69003
2173.59 6.40171
2174.06 6.01142
2174.53 5.75783
2175.47 5.43822
2176.41 5.23114
2177.35 5.07160
2179.24 4.79774
2180.18 4.65752
2181.12 4.50170
2182.06 4.31932
2183.00 4.09827
2183.47 3.97037
2183.95 3.83359
2184.42 3.70080
2184.89 3.61820
2185.12 3.63795
2185.36 3.75765
2185.59 4.09080
2185.83 4.90458
2186.07 6.96154
2186.18 9.09648
2186.30 12.8399
2186.36 15.8290
2186.42 20.0584
2186.48 26.2238
2186.54 35.3440
2186.59 49.9091
2186.65 73.9932
2186.71 115.795
2186.77 188.312
2186.84 319.966
2186.90 426.053
2186.97 364.220
2187.03 243.673
2187.08 178.342
2187.13 134.120
2187.17 104.304
2187.22 84.0721
2187.32 58.6790
2187.41 44.2615
2187.51 35.3039
2187.60 29.3409
2187.79 22.0884
2187.98 17.9422
2188.17 15.3387
2188.36 13.5681
2188.55 12.2972
2188.93 10.6080
2189.31 9.55285
2189.69 8.83345
2190.07 8.31612
2190.84 7.62154
2191.60 7.17835
2192.36 6.87099
2193.12 6.64493
2194.64 6.33324
2196.16 6.12659
2199.21 5.86427
2202.25 5.69881
2205.29 5.58018
2211.38 5.40996
2217.47 5.28041
2223.55 5.16601
2226.60 5.11074
2229.64 5.05784
2231.16 5.03587
2232.69 5.02884
2233.45 5.04628
2234.21 5.12222
2234.59 5.23717
2234.78 5.35136
2234.97 5.55451
2235.16 5.96428
2235.25 6.34431
2235.35 6.98138
2235.44 8.16628
2235.49 9.19213
2235.54 10.7392
2235.59 13.3394
2235.63 17.8867
2235.68 27.0671
2235.71 35.0551
2235.73 46.1920
2235.76 70.8716
2235.80 87.2771
2235.84 70.8103
2235.87 46.1144
2235.91 30.5976
2235.94 21.9547
2235.98 16.8382
2236.01 13.6487
2236.08 10.1191
2236.15 8.34181
2236.21 7.33219
2236.28 6.70671
2236.42 6.00628
2236.55 5.64225
2236.69 5.43185
2236.96 5.20820
2237.24 5.09751
2237.51 5.03557
2238.05 4.97711
2238.60 4.97144
2239.14 5.04753
2239.41 5.17794
2239.55 5.30850
2239.69 5.53901
2239.82 5.99437
2239.89 6.40568
2239.96 7.07441
2240.03 8.26037
2240.09 10.6367
2240.13 12.8015
2240.16 16.3008
2240.20 22.2685
2240.23 32.7770
2240.27 49.8225
2240.30 60.8889
2240.34 49.9106
2240.37 32.8856
2240.41 20.6445
2240.46 14.4034
2240.50 11.1176
2240.54 9.26527
2240.58 8.08540
2240.63 7.31032
2240.71 6.39955
2240.80 5.89516
2240.88 5.59324
2241.05 5.25917
2241.22 5.08559
2241.40 4.98279
2241.74 4.86824
2242.42 4.76114
2243.10 4.69956
2244.47 4.60131
2245.83 4.49603
2247.20 4.36058
2247.88 4.27414
2248.56 4.17210
2248.91 4.11640
2249.25 4.06250
2249.59 4.02251
2249.93 4.03285
2250.10 4.08750
2250.27 4.21618
2250.44 4.49312
2250.61 5.08665
2250.78 6.46552
2250.87 7.81666
2250.95 10.1195
2251.04 14.4073
2251.08 17.9568
2251.12 23.0293
2251.17 30.9084
2251.21 43.0352
2251.25 63.3335
2251.29 96.0954
2251.32 126.323
2251.35 162.481
2251.40 214.581
2251.43 208.188
2251.45 182.320
2251.51 122.404
2251.54 92.2945
2251.58 71.7327
2251.65 47.0289
2251.72 33.7568
2251.79 26.1382
2251.86 21.2585
2251.93 18.0238
2252.07 14.0221
2252.21 11.7290
2252.35 10.2760
2252.63 8.58160
2252.92 7.63885
2253.20 7.05044
2253.48 6.64869
2253.76 6.35968
2254.32 5.96944
2254.89 5.71870
2256.01 5.41023
2257.14 5.22129
2258.27 5.08785
2260.52 4.89661
2262.77 4.74864
2265.03 4.61554
2267.28 4.48837
2268.41 4.44580
2268.69 4.45458
2268.97 4.50598
2269.11 4.58342
2269.25 4.78040
2269.32 5.00698
2269.39 5.46720
2269.46 6.59988
2269.50 7.83265
2269.53 10.0545
2269.57 13.5390
2269.60 15.7743
2269.64 13.4315
2269.67 10.0493
2269.70 7.82239
2269.74 6.58438
2269.81 5.45123
2269.88 4.98032
2269.95 4.74448
2270.09 4.52396
2270.22 4.42585
2270.50 4.33435
2270.78 4.28684
2271.88 4.17480
2274.10 3.97874
2276.31 3.74967
2278.52 3.46929
2279.63 3.30767
2280.73 3.13736
2281.84 2.97843
2282.95 2.89874
2283.50 2.94882
2284.05 3.14224
2284.61 3.63363
2285.16 4.79096
2285.44 5.88389
2285.71 7.62043
2285.99 10.5043
2286.26 15.5139
2286.40 19.4643
2286.54 24.9526
2286.68 32.8375
2286.82 44.5392
2286.96 62.7387
2287.09 91.8411
2287.23 140.572
2287.37 223.441
2287.54 382.007
2287.70 510.671
2287.87 436.961
2288.03 292.121
2288.17 202.269
2288.32 145.749
2288.46 109.951
2288.61 86.3777
2288.89 58.6039
2289.18 43.5911
2289.47 34.4823
2289.76 28.5257
2290.33 21.3955
2290.91 17.3694
2291.48 14.8386
2292.06 13.1145
2292.63 11.8763
2293.79 10.2217
2294.94 9.17089
2296.09 8.44201
2297.24 7.90211
2299.54 7.13053
2301.84 6.55490
2302.99 6.29369
2303.57 6.16943
2304.14 6.06330
2304.72 6.02640
2305.01 6.08925
2305.29 6.30158
2305.58 6.90200
2305.73 7.54975
2305.87 8.70764
2306.01 10.9663
2306.16 15.8597
2306.23 20.5330
2306.30 28.3097
2306.37 41.9114
2306.44 65.8268
2306.52 109.336
2306.60 144.108
2306.68 123.723
2306.76 84.4862
2306.82 60.4419
2306.89 45.3457
2306.96 35.6424
2307.02 29.1787
2307.16 21.4325
2307.29 17.2266
2307.42 14.6485
2307.55 12.9662
2307.82 10.9325
2308.08 9.77034
2308.35 9.03349
2308.87 8.15456
2309.40 7.64890
2309.93 7.31666
2310.99 6.89467
2312.05 6.62329
2313.11 6.42179
2315.22 6.10946
2317.34 5.82922
2318.40 5.67698
2319.46 5.50019
2320.51 5.27920
2321.04 5.14484
2321.57 4.99582
2321.84 4.92205
2322.10 4.86165
2322.37 4.84232
2322.63 4.94028
2322.90 5.39316
2323.03 5.96874
2323.16 7.11208
2323.29 9.57887
2323.36 11.8523
2323.42 15.5235
2323.49 21.7937
2323.52 26.6254
2323.56 33.2892
2323.59 42.6794
2323.62 56.1880
2323.66 75.9162
2323.69 104.663
2323.72 137.887
2323.74 177.901
2323.80 238.348
2323.83 232.658
2323.86 205.314
2323.91 138.852
2323.96 100.838
2324.00 76.1840
2324.04 59.4475
2324.09 48.2929
2324.17 34.4917
2324.26 26.7606
2324.35 21.9913
2324.43 18.8276
2324.61 15.0016
2324.78 12.8048
2324.95 11.4193
2325.13 10.4673
2325.30 9.78451
2325.65 8.86698
2326.00 8.28770
2326.34 7.88909
2326.69 7.59819
2327.39 7.20068
2328.08 6.94076
2329.47 6.61536
2330.86 6.41378
2332.24 6.27222
2335.02 6.07734
2337.80 5.94168
2340.58 5.83790
2341.96 5.79615
2343.35 5.76706
2344.05 5.76616
2344.74 5.80070
2345.09 5.86369
2345.44 6.04637
2345.61 6.28594
2345.70 6.50847
2345.78 6.87527
2345.87 7.55909
2345.91 8.14720
2345.96 9.02485
2346.00 10.4846
2346.04 12.9851
2346.09 17.7426
2346.11 21.8277
2346.13 27.5905
2346.17 40.8166
2346.20 49.5390
2346.24 40.8207
2346.27 27.5942
2346.31 18.3788
2346.35 13.6433
2346.39 11.0364
2346.43 9.49289
2346.47 8.49662
2346.51 7.85081
2346.58 7.07193
2346.66 6.63569
2346.74 6.37342
2346.90 6.08122
2347.21 5.84297
2347.53 5.74724
2348.15 5.66493
2348.78 5.62525
2350.03 5.57870
2351.29 5.54839
2352.54 5.53309
2353.80 5.55845
2354.42 5.62400
2354.74 5.69660
2355.05 5.83188
2355.36 6.11694
2355.52 6.38897
2355.68 6.85215
2355.83 7.74537
2355.91 8.53901
2355.99 9.78395
2356.07 11.9512
2356.15 16.0322
2356.19 19.5511
2356.23 24.9298
2356.26 33.4442
2356.30 47.0321
2356.35 72.3971
2356.40 88.8848
2356.45 71.8436
2356.50 47.0294
2356.55 29.6812
2356.61 20.5818
2356.66 15.5905
2356.71 12.6864
2356.77 10.8117
2356.82 9.56260
2356.93 8.07252
2357.04 7.23999
2357.14 6.73740
2357.36 6.18026
2357.57 5.89226
2357.79 5.72410
2358.21 5.54033
2359.07 5.38148
2359.93 5.30154
2361.65 5.19229
2363.36 5.08867
2365.08 4.96564
2365.94 4.89235
2366.80 4.81265
2367.66 4.74513
2368.08 4.74150
2368.51 4.80881
2368.94 5.08672
2369.16 5.43459
2369.37 6.11878
2369.59 7.58771
2369.69 8.94833
2369.80 11.1572
2369.91 15.0108
2370.02 22.1356
2370.07 28.1135
2370.12 36.6766
2370.18 49.6465
2370.23 68.5375
2370.32 114.577
2370.40 151.298
2370.49 129.722
2370.57 88.1541
2370.63 66.1164
2370.69 51.1910
2370.75 40.7980
2370.81 33.6508
2370.93 24.6243
2371.05 19.4883
2371.18 16.2472
2371.30 14.0823
2371.54 11.4485
2371.78 9.93617
2372.02 8.98157
2372.50 7.85964
2372.99 7.23449
2373.47 6.84022
2373.95 6.56990
2374.44 6.37307
2375.40 6.10463
2376.37 5.92824
2378.30 5.70438
2380.23 5.56195
2382.16 5.46298
2383.13 5.43120
2384.10 5.43125
2384.58 5.47027
2385.06 5.61247
2385.30 5.81478
2385.42 6.00991
2385.54 6.34327
2385.67 6.99051
2385.73 7.55761
2385.79 8.45783
2385.85 10.0362
2385.91 13.0102
2385.94 15.5836
2385.97 19.5311
2386.00 25.8101
2386.03 36.1022
2386.06 54.4638
2386.10 66.9294
2386.14 54.4762
2386.17 36.1155
2386.20 26.6299
2386.23 20.5664
2386.26 16.4735
2386.28 13.8336
2386.34 10.6312
2386.39 8.90838
2386.45 7.88723
2386.50 7.23574
2386.61 6.48506
2386.72 6.08581
2386.83 5.84803
2387.05 5.58983
2387.49 5.37731
2387.93 5.28646
2388.81 5.19575
2389.69 5.13932
2391.44 5.04904
2393.20 4.96335
2394.96 4.87484
2396.71 4.78829
2397.59 4.75888
2398.47 4.78221
2398.91 4.86889
2399.13 4.96980
2399.35 5.16113
2399.57 5.56862
2399.68 5.95804
2399.79 6.61689
2399.90 7.88055
2399.95 8.98421
2400.01 10.7195
2400.06 13.6538
2400.12 19.1153
2400.15 23.8219
2400.17 30.6031
2400.20 40.9452
2400.23 56.9687
2400.26 88.3522
2400.30 109.514
2400.34 88.3728
2400.37 56.9891
2400.40 42.4085
2400.42 32.5405
2400.47 20.9015
2400.52 15.0367
2400.57 11.7649
2400.62 9.77853
2400.67 8.48968
2400.76 6.99106
2400.86 6.17084
2400.96 5.67762
2401.16 5.13715
2401.35 4.85501
2401.55 4.68609
2401.94 4.49071
2402.33 4.37748
2402.72 4.30232
2403.50 4.23381
2404.28 4.35871
2404.67 4.61250
2405.07 5.19510
2405.46 6.57527
2405.65 7.94575
2405.85 10.2633
2406.04 14.4904
2406.24 22.8254
2406.34 30.1739
2406.43 41.3134
2406.53 59.0274
2406.63 86.7537
2406.76 147.134
2406.90 196.917
2407.04 170.023
2407.17 115.368
2407.30 78.2457
2407.44 56.1184
2407.57 42.5135
2407.70 33.8581
2407.83 27.9748
2407.96 23.8584
2408.22 18.5459
2408.49 15.3677
2408.75 13.2982
2409.28 10.8232
2409.80 9.41999
2410.33 8.53138
2411.38 7.47532
2412.43 6.86850
2413.48 6.46825
2415.58 5.94634
2417.68 5.57284
2418.73 5.39844
2419.79 5.21380
2420.84 5.00306
2421.36 4.88410
2421.89 4.76226
2422.15 4.70860
2422.41 4.67436
2422.68 4.69001
2422.94 4.83430
2423.20 5.34744
2423.33 5.96252
2423.46 7.13996
2423.60 9.62072
2423.66 11.8974
2423.73 15.4868
2423.79 21.6670
2423.83 26.4206
2423.86 32.7390
2423.89 41.8668
2423.92 54.9840
2423.96 74.1139
2423.99 100.917
2424.02 132.581
2424.05 170.441
2424.10 225.312
2424.13 219.078
2424.16 192.461
2424.21 130.031
2424.26 88.1408
2424.32 63.3156
2424.37 48.0286
2424.42 38.1640
2424.53 26.6846
2424.63 20.6414
2424.73 16.9951
2424.84 14.6495
2425.05 11.8369
2425.26 10.2577
2425.47 9.26385
2425.67 8.58733
2425.88 8.10161
2426.30 7.44718
2426.72 7.02996
2427.55 6.52303
2428.39 6.22016
2429.22 6.01236
2430.89 5.73006
2432.56 5.52929
2434.23 5.36330
2437.57 5.05948
2439.24 4.89931
2440.91 4.72096
2442.58 4.51343
2444.25 4.26525
2445.09 4.12436
2445.93 3.97743
2446.76 3.84201
2447.60 3.77688
2448.01 3.82244
2448.43 3.99102
2448.85 4.41491
2449.27 5.40173
2449.68 7.79721
2449.89 10.2143
2450.10 14.3694
2450.21 17.6263
2450.31 22.1072
2450.41 28.5573
2450.52 37.9436
2450.62 52.3646
2450.73 74.9329
2450.83 111.771
2450.94 172.553
2451.07 295.634
2451.20 395.499
2451.33 339.393
2451.47 228.413
2451.60 149.344
2451.74 103.873
2451.88 76.6995
2452.01 59.7505
2452.15 48.3978
2452.28 40.5364
2452.56 30.5018
2452.83 24.5621
2453.10 20.7228
2453.65 16.1601
2454.20 13.6019
2454.74 11.9926
2455.29 10.8976
2455.83 10.1102
2456.92 9.05580
2458.02 8.38737
2459.11 7.92616
2460.20 7.58935
2462.38 7.12881
2464.57 6.82839
2466.75 6.62197
2467.84 6.56765
2468.11 6.57863
2468.39 6.63946
2468.52 6.72961
2468.66 6.95428
2468.73 7.20703
2468.80 7.72107
2468.86 8.96839
2468.90 10.3054
2468.93 12.7079
2468.97 16.5002
2469.00 18.9595
2469.03 16.4986
2469.07 12.7026
2469.10 10.5102
2469.13 9.17157
2469.19 7.86780
2469.25 7.29527
2469.31 7.00037
2469.44 6.72160
2469.56 6.59681
2469.80 6.48568
2470.05 6.43365
2471.02 6.33982
2472.98 6.23420
2476.88 6.08102
2480.79 5.96463
2484.70 5.87071
2488.61 5.79204
2492.51 5.72495
2496.42 5.67161
2498.38 5.66928
2498.87 5.68706
2499.35 5.74562
2499.60 5.82663
2499.84 6.03793
2499.96 6.29610
2500.09 6.89173
2500.15 7.52791
2500.21 8.76201
2500.24 9.87115
2500.27 11.5474
2500.30 14.3723
2500.33 18.9825
2500.37 27.0698
2500.40 32.3626
2500.44 27.0689
2500.47 18.9809
2500.49 15.3685
2500.52 12.9142
2500.56 10.0034
2500.60 8.48823
2500.65 7.62456
2500.74 6.74395
2500.82 6.33208
2501.00 5.97228
2501.18 5.82577
2501.53 5.70846
2501.88 5.66330
2502.59 5.63022
2503.29 5.62519
2504.00 5.64416
2504.70 5.72331
2505.06 5.83772
2505.41 6.14379
2505.59 6.52900
2505.68 6.87637
2505.76 7.44418
2505.85 8.46145
2505.90 9.29816
2505.94 10.5382
2505.98 12.4710
2506.03 15.6695
2506.07 21.3082
2506.12 31.5911
2506.16 47.4499
2506.20 57.6912
2506.24 46.9849
2506.29 31.5017
2506.31 24.7075
2506.34 20.0891
2506.39 14.3897
2506.44 11.3737
2506.49 9.63626
2506.54 8.55854
2506.59 7.84891
2506.69 7.00679
2506.80 6.54736
2506.90 6.27018
2507.10 5.96700
2507.51 5.72421
2507.92 5.62940
2508.73 5.55199
2509.55 5.51775
2511.18 5.48105
2512.81 5.45715
2514.44 5.43908
2516.07 5.42965
2516.88 5.43446
2517.70 5.46441
2518.11 5.51220
2518.51 5.64656
2518.72 5.82251
2518.92 6.26534
2519.02 6.78921
2519.13 7.94964
2519.18 9.13255
2519.23 11.3005
2519.25 13.1428
2519.28 15.7507
2519.30 19.6535
2519.33 25.5495
2519.36 37.6343
2519.40 45.7626
2519.44 37.6525
2519.47 25.5718
2519.50 20.0615
2519.52 16.1581
2519.57 11.7449
2519.61 9.50087
2519.66 8.24138
2519.76 6.96591
2519.85 6.38480
2520.04 5.88121
2520.23 5.67759
2520.60 5.51579
2520.98 5.45474
2521.74 5.41152
2522.49 5.40639
2523.25 5.43300
2524.00 5.53915
2524.38 5.69213
2524.57 5.84140
2524.75 6.10109
2524.94 6.61621
2525.04 7.08092
2525.13 7.84008
2525.23 9.21769
2525.27 10.3409
2525.32 12.0028
2525.37 14.5867
2525.41 18.8451
2525.46 26.3037
2525.51 39.7766
2525.55 60.4282
2525.60 74.2093
2525.65 60.5632
2525.69 39.9454
2525.74 25.6362
2525.79 18.0784
2525.85 13.9138
2525.90 11.4856
2525.95 9.91262
2526.00 8.88009
2526.10 7.61858
2526.20 6.91846
2526.30 6.49110
2526.50 6.01841
2526.70 5.77626
2526.91 5.63534
2527.31 5.48485
2528.12 5.36397
2528.93 5.31330
2530.54 5.26418
2532.16 5.23644
2533.78 5.21946
2535.39 5.22211
2536.20 5.24756
2537.01 5.33903
2537.41 5.47148
2537.62 5.60215
2537.82 5.83408
2538.02 6.30218
2538.12 6.73733
2538.22 7.46911
2538.32 8.83717
2538.37 10.0272
2538.42 11.8341
2538.48 14.8911
2538.53 20.3070
2538.55 24.9343
2538.58 31.4296
2538.60 41.0519
2538.63 55.4221
2538.66 85.5366
2538.70 105.772
2538.74 85.5541
2538.77 55.4433
2538.80 42.5058
2538.82 33.0778
2538.87 21.9000
2538.91 16.0927
2538.96 12.8446
2539.00 10.7932
2539.05 9.45251
2539.14 7.88565
2539.23 7.02522
2539.32 6.51363
2539.50 5.95434
2539.69 5.67003
2539.87 5.50709
2540.23 5.33425
2540.96 5.19737
2541.69 5.14038
2543.16 5.08410
2544.62 5.04887
2547.54 4.99158
