Mn-55(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
79499.7 2.61979
79530.5 2.54257
79561.3 2.49764
79622.9 2.43250
79684.5 2.37671
79931.0 2.16286
80177.5 1.93260
80423.9 1.66928
80670.4 1.35436
80916.9 0.965431
81040.1 0.744305
81163.3 0.537174
81225.0 0.472478
81286.6 0.486042
81317.4 0.550254
81348.2 0.680197
81379.0 0.911479
81394.4 1.08642
81402.1 1.21637
81406.0 1.37139
81407.9 1.66177
81408.8 2.14323
81409.8 3.78024
81410.7 6.43728
81411.5 3.96579
81412.9 2.07771
81414.2 1.69100
81416.9 1.53519
81422.3 1.55708
81433.1 1.75606
81454.6 2.32445
81497.7 4.19096
81530.4 6.53275
81563.1 9.86846
81628.4 17.5600
81661.1 19.4306
81693.7 19.1996
81759.0 15.7037
81813.9 12.7074
81868.7 10.4662
81923.6 8.85953
81978.4 7.69253
82088.2 6.15327
82197.9 5.20171
82307.6 4.55964
82417.3 4.09713
82527.0 3.74757
82581.9 3.60290
82609.3 3.53675
82623.0 3.50613
82629.9 3.49659
82633.3 3.51376
82635.0 3.59443
82635.9 3.82067
82636.8 5.90262
82637.1 8.41939
82637.4 5.99487
82637.9 4.21956
82638.4 3.80475
82639.4 3.58969
82641.3 3.50381
82645.1 3.46869
82652.8 3.44379
82668.2 3.40863
82699.0 3.34560
82760.6 3.23174
82883.8 3.04175
83130.2 2.78508
83376.6 2.68677
83438.2 2.69304
83499.8 2.71964
83530.6 2.74808
83561.4 2.80811
83576.8 2.87658
83592.2 3.04346
83599.9 3.24513
83607.6 3.71642
83611.5 4.22963
83615.3 5.24788
83617.2 6.16745
83619.2 7.62563
83621.1 10.0589
83623.0 14.1947
83625.1 21.2896
83627.3 26.1737
83629.4 21.7062
83631.5 14.7782
83632.9 11.5456
83634.3 9.33037
83637.1 6.72978
83639.9 5.39540
83642.7 4.64106
83645.5 4.17870
83648.3 3.87679
83653.8 3.52230
83659.4 3.33120
83665.0 3.21842
83676.1 3.10100
83698.5 3.02689
83720.8 3.02315
83765.4 3.08545
83810.0 3.20259
83854.6 3.38860
83899.2 3.73245
83921.5 4.06601
83943.8 4.71976
83954.9 5.33709
83966.1 6.40628
83977.2 8.45879
83982.8 10.2027
83988.4 12.7173
83997.1 18.3563
84005.9 22.2708
84014.6 18.7431
84023.4 13.2167
84033.8 9.16958
84044.2 7.14615
84054.6 6.08687
84065.0 5.49420
84085.9 4.93117
84106.7 4.72399
84148.3 4.68446
84190.0 4.83842
84274.6 5.39412
84316.9 5.75271
84338.0 5.94982
84348.6 6.05493
84353.9 6.11995
84356.5 6.19592
84357.8 6.36739
84358.5 6.75666
84359.2 9.38498
84359.5 12.7536
84359.8 9.52860
84360.4 7.04272
84360.9 6.54907
84362.0 6.31786
84364.1 6.25104
84368.4 6.26631
84376.9 6.34645
84394.0 6.52721
84428.1 6.91481
84496.4 7.77298
84632.9 9.75830
84769.5 11.8752
84837.7 12.8524
84871.9 13.2947
84906.0 13.6979
84916.5 13.8177
84921.8 13.8968
84924.4 14.0171
84925.8 14.3239
84926.4 15.0081
84927.1 18.8696
84927.5 24.1050
84927.8 19.1807
84928.4 15.3681
84929.0 14.5753
84930.2 14.1891
84932.6 14.0629
84937.3 14.0608
84946.8 14.1382
84965.8 14.3116
85003.8 14.6470
85022.9 14.8321
85041.9 15.1031
85051.4 15.3459
85060.9 15.8109
85065.6 16.2428
85070.4 16.9745
85075.1 18.3261
85079.9 20.9670
85084.0 24.7246
85088.1 27.3303
85092.2 24.9827
85096.3 21.3056
85100.1 19.0826
85103.8 17.7630
85107.6 16.9670
85111.3 16.4652
85118.8 15.9017
85126.3 15.6142
85133.8 15.4486
85141.3 15.3438
85156.3 15.2189
85186.2 15.0824
85216.2 14.9726
85276.1 14.7126
85306.1 14.5524
85321.1 14.4639
85328.5 14.4171
85332.3 14.3979
85334.2 14.4162
85335.1 14.5187
85336.0 16.0209
85336.3 17.9460
85336.6 16.2980
85337.2 14.8725
85337.8 14.5912
85338.9 14.4489
85341.1 14.3808
85345.6 14.3321
85354.5 14.2663
85372.4 14.1436
85408.2 13.8897
85479.8 13.3429
85623.0 12.1711
85858.1 10.2020
85916.9 9.66474
85975.7 9.03879
86005.1 8.65731
86034.5 8.20712
86049.2 7.97407
86063.8 7.82603
86071.2 7.87784
86078.5 8.16915
86085.9 9.02783
86093.2 11.2254
86101.0 16.4985
86108.7 23.7777
86116.4 25.4559
86124.2 22.1616
86130.6 19.3495
86136.9 17.2304
86143.3 15.6999
86149.7 14.5815
86162.4 13.0956
86175.2 12.1685
86187.9 11.5376
86200.6 11.0852
86213.4 10.7933
86219.8 10.8866
86222.9 11.5360
86224.5 13.0187
86225.3 15.1397
86226.1 20.2282
86226.7 26.2864
86227.2 30.5501
86227.7 26.6878
86228.2 20.7396
86228.9 16.1350
86229.6 13.8635
86230.9 11.9877
86233.6 10.9217
86238.9 10.4149
86249.6 10.1036
86271.0 9.77246
86292.3 9.52801
86313.7 9.32567
86356.4 8.99982
86399.1 8.74904
86441.9 8.57149
86463.2 8.52405
86484.6 8.52904
86506.0 8.64200
86516.6 8.78141
86527.3 9.03054
86538.0 9.48572
86548.7 10.3680
86554.0 11.1197
86559.4 12.2401
86564.7 13.9446
86570.0 16.5315
86577.7 21.9806
86585.4 25.7351
86593.1 22.3131
86600.7 16.9976
86607.5 13.8306
86614.3 11.9023
86621.1 10.7042
86627.9 9.92646
86641.4 9.01551
86655.0 8.51749
86668.6 8.20692
86682.1 7.99349
86709.3 7.71035
86736.4 7.51962
86763.5 7.37297
86790.7 7.25054
86804.2 7.19523
86811.0 7.16909
86814.4 7.15889
86816.1 7.16534
86817.0 7.20751
86817.8 8.28997
86818.0 9.51083
86818.2 8.36387
86819.1 7.21263
86820.1 7.16055
86822.0 7.13696
86825.7 7.11762
86833.3 7.08855
86848.4 7.03533
86878.7 6.93630
86939.2 6.75715
87060.2 6.44698
87181.2 6.17890
87241.7 6.05656
87272.0 5.99843
87287.1 5.97366
87294.7 5.97779
87298.4 6.03625
87300.3 6.21233
87301.3 6.55972
87302.2 7.94274
87303.0 10.0545
87303.7 8.05129
87305.2 6.35789
87306.8 6.10223
87309.8 5.98616
87316.0 5.93595
87328.2 5.90088
87352.8 5.85258
87401.9 5.76554
87500.0 5.60363
87837.6 5.12890
88175.1 4.74630
88512.7 4.42756
88681.5 4.28697
88765.9 4.22624
88808.0 4.22432
88818.6 4.24830
88829.1 4.32598
88834.4 4.42910
88839.7 4.67572
88842.3 4.94439
88845.0 5.46721
88847.6 6.65255
88848.9 7.82530
88850.2 9.73329
88851.8 13.1948
88853.4 15.6010
88854.9 13.4242
88856.5 10.0155
88858.4 7.50463
88860.2 6.23304
88862.1 5.54563
88864.0 5.14642
88867.7 4.72712
88871.4 4.52460
88878.9 4.34064
88886.4 4.25973
88901.3 4.18673
88916.2 4.15102
88975.9 4.08005
89095.2 3.98741
89214.6 3.90501
89333.9 3.82692
89572.6 3.67952
89691.9 3.60969
89751.6 3.57967
89781.4 3.58576
89796.4 3.67159
89800.1 3.75975
89803.8 3.98227
89805.7 4.24218
89807.6 4.79485
89809.4 6.26004
89810.3 7.99769
89811.3 11.4323
89812.1 16.2919
89812.9 19.6759
89813.7 16.6030
89814.5 11.7904
89815.3 8.65983
89816.1 6.89717
89817.7 5.24146
89819.3 4.55538
89820.9 4.21487
89824.1 3.89946
89827.3 3.76325
89840.2 3.60007
89865.9 3.53645
89917.3 3.49248
90020.1 3.43104
90225.8 3.31865
90637.1 3.09641
90842.8 2.97611
90945.6 2.90915
91048.5 2.83354
91151.3 2.74281
91202.7 2.68803
91254.1 2.62353
91305.5 2.54528
91356.9 2.45032
91382.7 2.40124
91408.4 2.37464
91421.2 2.39940
91434.1 2.51875
91440.5 2.67507
91446.9 2.99785
91453.4 3.73078
91456.6 4.43340
91459.8 5.54463
91464.0 7.73137
91468.2 9.24375
91476.7 5.64854
91480.5 4.31329
91484.4 3.50949
91492.1 2.69149
91499.7 2.32295
91507.4 2.15747
91515.1 2.15587
91522.8 2.40683
91530.5 3.21870
91534.3 4.06674
91538.2 5.45467
91541.6 7.36707
91545.0 10.0713
91551.8 16.6046
91555.2 18.3745
91558.6 18.2236
91565.5 14.8991
91570.4 12.4090
91575.3 10.4915
91580.2 9.08439
91585.1 8.05026
91595.0 6.67662
91604.8 5.83335
91614.6 5.27418
91624.5 4.88026
91644.1 4.36644
91663.8 4.04780
91683.5 3.83138
91722.8 3.55501
91762.1 3.38398
91801.4 3.26581
91880.1 3.10844
91958.7 3.00369
92037.4 2.92652
92076.7 2.89681
92116.0 2.87982
92135.7 2.88672
92155.3 2.93594
92165.2 3.01537
92175.0 3.23292
92179.9 3.50040
92184.8 4.10090
92187.3 4.71622
92189.8 5.83950
92191.0 6.76505
92192.2 8.11593
92193.4 10.1300
92194.7 13.0994
92196.5 19.5178
92198.3 23.9840
92200.1 19.9838
92201.9 13.6998
92203.6 9.93612
92205.2 7.67445
92206.8 6.29432
92208.5 5.41340
92211.7 4.41320
92215.0 3.89586
92221.5 3.40227
92228.0 3.18180
92241.0 2.99000
92254.1 2.90706
92280.1 2.83066
92306.2 2.79133
92358.3 2.74289
92410.4 2.70766
92514.6 2.64993
92618.8 2.59942
92827.2 2.50825
93035.6 2.42416
93244.0 2.34421
93452.4 2.26812
93556.6 2.23342
93660.8 2.20820
93712.9 2.20890
93765.0 2.24688
93791.0 2.31373
93804.0 2.38126
93817.1 2.49929
93830.1 2.72605
93836.6 2.92300
93843.1 3.22895
93849.6 3.73581
93856.1 4.64211
93862.7 6.42555
93865.9 7.96264
93869.2 10.1929
93874.3 15.2083
93879.3 18.6944
93884.4 15.5522
93889.5 10.6200
93895.4 7.04260
93901.3 5.19390
93907.2 4.18669
93913.1 3.59500
93919.0 3.22070
93924.9 2.97067
93936.7 2.66740
93948.4 2.49664
93960.2 2.39025
93983.8 2.26777
94007.4 2.19997
94031.0 2.15645
94078.1 2.10132
94172.4 2.03569
94266.7 1.98782
94455.3 1.90487
94643.9 1.82514
94832.4 1.74378
95021.0 1.65845
95209.6 1.56774
95303.9 1.52772
95327.5 1.52699
95351.1 1.55121
95362.9 1.59713
95374.6 1.73107
95380.5 1.90220
95386.4 2.29976
95389.4 2.72018
95392.3 3.51015
95393.8 4.18661
95395.3 5.19671
95396.7 6.75615
95398.2 9.17102
95400.2 14.0298
95402.2 17.3947
95404.2 14.3889
95406.2 9.69254
95407.5 7.54592
95408.7 6.05443
95411.2 4.27008
95413.8 3.33503
95416.3 2.79753
95421.4 2.24168
95426.4 1.97551
95436.5 1.73480
95446.7 1.62927
95466.9 1.53475
95487.1 1.48936
95527.6 1.43803
95568.1 1.40249
95730.0 1.28508
95891.9 1.16278
96053.8 1.02139
96215.8 0.851847
96377.7 0.653626
96458.6 0.563120
96539.6 0.544311
96580.1 0.623304
96620.6 0.856966
96640.8 1.08406
96661.0 1.43588
96681.3 1.97582
96701.5 2.79449
96723.3 4.12084
96745.1 6.01873
96788.7 10.6434
96810.5 11.9319
96832.3 11.8983
96875.8 9.70348
96926.3 7.15028
96976.9 5.50880
97027.4 4.47864
97077.9 3.79752
97128.5 3.32002
97179.0 2.96786
97280.1 2.48013
97381.1 2.15109
97482.2 1.90561
97684.3 1.53770
97886.5 1.23911
98088.6 0.952689
98189.7 0.802119
98290.7 0.641969
98391.8 0.482449
98417.1 0.457061
98442.3 0.471842
98455.0 0.531389
98467.6 0.718504
98473.9 0.953036
98480.2 1.46741
98483.4 1.97338
98486.6 2.85050
98489.7 4.48975
98492.9 7.68855
98495.6 12.3282
98498.4 15.5519
98501.2 12.6686
98504.0 8.13902
98505.9 5.89231
98507.9 4.38690
98509.8 3.36879
98511.7 2.67133
98515.6 1.81293
98519.5 1.33254
98527.3 0.843658
98535.1 0.609349
98550.6 0.389024
98566.2 0.283138
98597.3 0.177876
98628.4 0.142657
98659.5 0.187596
98675.0 0.260891
98690.6 0.390968
98706.2 0.608570
98721.7 0.962587
98737.3 1.53109
98752.8 2.43168
98768.2 3.80451
98783.7 5.77149
98814.5 10.5563
98830.0 11.9497
98845.4 12.0951
98876.3 10.4535
98909.4 8.76508
98942.5 8.04480
98975.5 8.30585
99008.6 9.75884
99036.5 12.4543
99050.4 14.5507
99064.3 17.0523
99078.2 18.8475
99092.1 16.7905
99106.0 9.98756
99113.0 6.72827
99119.9 4.45089
99127.9 3.06665
99135.8 2.66483
99142.4 2.82706
99148.9 3.28200
99162.0 4.72950
99188.2 8.62136
99240.5 16.0081
99292.8 17.7432
99345.1 15.2519
99373.7 13.5627
99388.0 12.7677
99395.2 12.3925
99398.8 12.2279
99400.6 12.2164
99401.4 12.4017
99402.3 14.8007
99402.7 17.7965
99403.0 15.0054
99403.6 12.7139
99404.2 12.2589
99405.3 11.9974
99407.7 11.8074
99412.3 11.5580
99421.6 11.1200
99440.3 10.3291
99477.6 9.00775
99552.2 7.13986
99626.9 5.92905
99701.5 5.09869
99850.8 4.04724
100000 3.41075
100060 3.22056
100089 3.13501
100104 3.09473
100112 3.07853
100115 3.08498
100117 3.13823
100118 3.27512
100119 4.54300
100120 6.09923
100120 4.64462
100121 3.36355
100122 3.17330
100124 3.08819
100127 3.05111
100134 3.02350
100148 2.98537
100177 2.91723
100233 2.79382
100346 2.58231
100459 2.40564
100516 2.32706
100544 2.28949
100558 2.27130
100565 2.26496
100569 2.27589
100570 2.33818
100571 2.54850
100572 5.07542
100572 8.07980
100573 5.25906
100573 3.08044
100574 2.57778
100575 2.36220
100577 2.28734
100580 2.25778
100588 2.24011
100604 2.21836
100635 2.18048
100697 2.11023
100822 1.98275
101071 1.76492
101570 1.41541
102230 1.03028
102560 0.847615
102890 0.662761
103220 0.470066
103550 0.266045
103715 0.164746
103798 0.120517
103880 0.0907759
103921 0.0877679
103963 0.100068
104004 0.139187
104045 0.227192
104066 0.302905
104086 0.411453
104107 0.568632
104128 0.799043
104148 1.14494
104169 1.67090
104189 2.49401
104210 3.80947
104226 5.33412
104242 7.44640
104273 12.9720
104289 14.7985
104305 14.6471
104337 10.6480
104364 7.37784
104392 5.24044
104419 3.88784
104446 3.00364
104473 2.39717
104500 1.96618
104555 1.40285
104609 1.05719
104664 0.827963
104773 0.552169
104881 0.416790
104936 0.393020
104990 0.409234
105045 0.496976
105072 0.592046
105099 0.751387
105126 1.02407
105154 1.50986
105181 2.42188
105208 4.21969
105223 5.88457
105238 8.22007
105268 14.1397
105283 15.9988
105298 16.0530
105328 12.9631
105351 10.4904
105374 8.72260
105397 7.54948
105420 6.78808
105447 6.23950
105461 6.06744
105468 6.00621
105471 5.99849
105473 6.04827
105474 7.04238
105475 8.22530
105476 7.11291
105477 6.07133
105479 5.97316
105482 5.91944
105488 5.87691
105500 5.83377
105524 5.82724
105572 6.04480
105668 7.10978
105860 10.2642
105968 11.3375
106075 11.1935
106290 8.58587
106503 5.85335
106716 3.87770
106822 3.10880
106929 2.43805
106982 2.13274
107035 1.85252
107062 1.73323
107088 1.66291
107101 1.68807
107115 1.85968
107121 2.11042
107128 2.68206
107131 3.27823
107135 4.30290
107138 6.24696
107141 10.1286
107144 15.8317
107147 19.6815
107150 16.0891
107153 10.6883
107156 6.62936
107160 4.56076
107163 3.44281
107166 2.79889
107173 2.09276
107180 1.73397
107193 1.37294
107207 1.18356
107233 0.952668
107260 0.788378
107314 0.528669
107368 0.329966
107395 0.258344
107422 0.212691
107449 0.201999
107476 0.238852
107502 0.340469
107529 0.529852
107556 0.836673
107583 1.29496
107629 2.55736
107676 4.50478
107768 9.11590
107814 10.3355
107861 10.4792
107953 9.13927
107983 8.60205
108013 8.11925
108028 7.93297
108043 7.86477
108050 7.95620
108058 8.29892
108062 8.70426
108065 9.44382
108069 10.9046
108073 13.9114
108076 18.1514
108079 21.1210
108082 18.4425
108085 14.2064
108087 12.2427
108089 10.8684
108093 9.22492
108097 8.34692
108101 7.83390
108109 7.24691
108117 6.91537
108133 6.51213
108149 6.23879
108180 5.81884
108212 5.47558
108275 4.90577
108339 4.43974
108465 3.71066
108592 3.15738
108718 2.71408
108845 2.34395
108908 2.17914
108972 2.02719
109035 1.90438
109051 1.89442
109067 1.92822
109075 1.99695
109082 2.18198
109086 2.39583
109090 2.81194
109094 3.79762
109096 4.79673
109098 6.36505
109101 9.25043
109103 11.2910
109105 9.47883
109107 6.60948
109110 4.51934
109113 3.47698
109115 2.90172
109118 2.55861
109123 2.18538
109128 2.00284
109139 1.82470
109149 1.73651
109170 1.63820
109191 1.57296
109275 1.37848
109359 1.20806
109443 1.04540
109611 0.737648
109695 0.598357
109737 0.536069
109758 0.507798
109769 0.495690
109774 0.495896
109777 0.518818
109778 0.596655
109779 1.79655
109780 3.18963
109780 1.87525
109782 0.578702
109784 0.511912
109787 0.485280
109794 0.470261
109808 0.453947
109835 0.430258
109890 0.411373
109945 0.447914
110000 0.575044
110035 0.728556
110070 0.962963
110105 1.30588
110140 1.79114
110201 3.09571
110263 5.08005
110385 9.84103
110508 11.5423
110631 10.7086
110761 9.68051
110890 9.15255
111086 9.26109
111183 9.66682
111208 9.80958
111232 9.98665
111244 10.1102
111257 10.3166
111263 10.5167
111269 10.9321
111272 11.3649
111275 12.1591
111276 12.8999
111278 13.9818
111279 15.7135
111281 18.5237
111283 23.9665
111285 27.5948
111287 24.1598
111288 19.1305
111290 15.8685
111292 14.0137
111294 12.9327
111296 12.2678
111299 11.5462
111303 11.2024
111310 10.9015
111317 10.8031
111331 10.7859
111345 10.8487
111374 11.0484
111403 11.2861
111517 12.3950
111631 13.6238
111688 14.2478
111716 14.6010
111724 14.7366
111731 14.9750
111734 15.2223
111738 15.7268
111740 16.2459
111741 17.2010
111743 19.1768
111744 20.9610
111745 23.3343
111746 28.7674
111748 32.6278
111749 29.3583
111750 24.1929
111751 20.9606
111753 19.0612
111755 17.1409
111758 16.3312
111760 15.9298
111765 15.5780
111770 15.4489
111780 15.3934
111790 15.4257
111814 15.5952
111826 15.7045
111832 15.8073
111835 16.0188
111837 16.5175
111838 17.4919
111838 20.7025
111839 26.0229
111840 21.0990
111841 17.6132
111841 16.7036
111843 16.1873
111846 15.9906
111853 15.9673
111866 16.0583
111892 16.3208
111905 16.5071
111918 16.8029
111924 17.0477
111931 17.4348
111937 18.1061
111944 19.3421
111950 21.2022
111956 22.4929
111962 21.4032
111968 19.6843
111974 18.5929
111979 17.9759
111985 17.6148
111991 17.3948
112002 17.1631
112014 17.0614
112037 16.9916
112059 16.9773
112151 16.9070
112334 16.1441
112700 13.1806
113239 9.17970
113778 6.66253
114048 5.78674
114317 5.08688
114452 4.80188
114587 4.59230
114654 4.55604
114721 4.65855
114755 4.84348
114789 5.25481
114806 5.63239
114822 6.21798
114839 7.14977
114856 8.62895
114878 11.5298
114900 13.5965
114923 11.7565
114945 8.80366
114959 7.49731
114973 6.57387
115000 5.43797
115036 4.68476
115071 4.27449
115106 4.01565
115142 3.83336
115213 3.58062
115283 3.40070
115354 3.26189
115425 3.17082
115460 3.16706
115478 3.19188
115496 3.25442
115514 3.39442
115531 3.71996
115540 4.04483
115549 4.59650
115558 5.61780
115567 7.53526
115575 10.4371
115583 12.4634
115591 10.6188
115599 7.71762
115604 6.40569
115609 5.49984
115619 4.40753
115629 3.82492
115639 3.48314
115659 3.11430
115679 2.92369
115700 2.80373
115720 2.71838
115760 2.59442
115840 2.41535
115920 2.26432
116241 1.69724
116401 1.41936
116561 1.20244
116642 1.18358
116722 1.33944
116762 1.55171
116802 1.93006
116842 2.59774
116862 3.12333
116882 3.90568
116893 4.54850
116904 5.53208
116915 7.32934
116920 8.89614
116926 11.3135
116932 15.6488
116939 18.8170
116945 16.6981
116952 13.1066
116958 10.9872
116964 9.91171
116977 9.25445
116989 9.44785
117001 9.96973
117050 12.7707
117092 14.3464
117134 14.4626
117217 12.1202
117277 10.1747
117337 8.59974
117397 7.39129
117456 6.46773
117576 5.17214
117696 4.30896
117935 3.18560
118175 2.40046
118414 1.71280
118534 1.36370
118653 0.994308
118773 0.600003
118893 0.212658
118953 0.0736909
118983 0.0472057
119012 0.0768883
119042 0.203144
119057 0.323921
119072 0.499351
119087 0.751244
119102 1.10272
119117 1.59472
119132 2.26781
119148 3.22438
119163 4.50599
119194 8.08067
119214 10.6625
119255 14.0001
119295 15.2582
119346 16.8885
119422 17.0162
119498 14.1843
119582 11.1745
119665 9.10273
119749 7.72817
119832 6.80618
119916 6.21111
119999 5.94551
120041 6.00283
120083 6.30618
120124 7.10805
120166 8.96866
120201 11.6904
120235 13.6238
120270 11.8198
120304 8.96334
120330 7.44442
120356 6.42613
120408 5.25136
120459 4.62689
120511 4.24602
120563 3.99574
120615 3.85632
120641 3.85917
120654 3.90309
120666 4.00431
120679 4.22299
120692 4.70787
120699 5.17501
120705 5.93451
120712 7.26977
120718 9.58774
120725 13.5225
120732 16.3143
120739 13.9213
120746 10.1029
120753 7.59907
120759 6.18251
120766 5.33203
120773 4.80585
120787 4.20445
120800 3.88686
120814 3.69090
120828 3.55800
120855 3.38497
120883 3.27016
120910 3.18363
120964 3.05100
121074 2.85515
121183 2.70603
121231 2.65911
121278 2.64721
121302 2.68505
121325 2.83266
121337 3.03372
121343 3.21325
121349 3.49741
121355 3.98570
121361 4.86356
121367 6.62215
121370 8.18762
121373 10.4120
121377 15.5158
121382 19.0311
121387 15.9323
121391 11.0991
121395 8.42056
121398 6.70211
121402 5.59393
121405 4.85553
121413 3.97872
121420 3.50245
121427 3.21529
121434 3.02786
121449 2.80284
121463 2.67424
121477 2.59076
121506 2.48602
121564 2.36986
121621 2.29845
121679 2.25466
121737 2.26246
121765 2.32403
121780 2.39374
121794 2.51882
121809 2.75662
121823 3.25743
121830 3.72581
121837 4.49416
121845 5.82019
121852 8.11696
121859 11.9711
121867 14.7032
121875 12.3748
121882 8.63225
121888 6.61193
121894 5.32145
121900 4.46475
121906 3.89832
121917 3.21136
121929 2.83337
121941 2.60272
121952 2.45026
121976 2.26345
121999 2.15297
122023 2.07833
122069 1.97854
122116 1.90872
122163 1.85245
122256 1.75859
122444 1.59971
122631 1.45496
123005 1.17916
123379 0.911485
123481 0.844116
123583 0.789726
123633 0.778408
123684 0.805641
123710 0.862694
123735 1.00881
123748 1.16401
123761 1.44798
123773 2.01304
123780 2.50493
123786 3.20933
123796 4.85663
123806 6.01212
123817 5.01350
123827 3.43259
123835 2.49705
123844 1.92136
123853 1.56244
123862 1.33117
123879 1.05879
123897 0.914066
123932 0.771446
123967 0.707404
124037 0.667489
124107 0.696621
124178 0.800005
124248 1.01590
124318 1.42015
124388 2.14529
124443 3.07008
124498 4.41858
124608 7.98827
124663 9.17934
124718 9.29648
124828 7.49507
124914 5.90407
125000 4.69711
125000 5.74525
128263 5.65774
130000 5.67266
140000 5.48754
150000 5.32091
170000 5.06772
200000 4.68795
240000 4.34025
250000 4.27961
300000 3.97639
350000 3.79821
400000 3.62004
500000 3.42606
550000 3.36228
600000 3.31785
700000 3.25244
800000 3.18636
800000 3.18636
900000 3.15319
900000 3.15319
950000 3.13998
950000 3.13998
999999 3.11474
1.00233E+06 3.11084
1.10000E+06 3.09728
1.20000E+06 3.11528
1.25000E+06 3.12337
1.30000E+06 3.13082
1.31277E+06 3.11376
1.31584E+06 3.11211
1.31674E+06 3.11206
1.40000E+06 3.14503
1.50000E+06 3.17521
1.55642E+06 3.14839
1.60000E+06 3.18646
1.70000E+06 3.21465
1.80000E+06 3.26006
1.90000E+06 3.30481
1.91867E+06 3.29823
2.00000E+06 3.34905
2.05220E+06 3.34994
2.23879E+06 3.42235
2.25000E+06 3.44002
2.25567E+06 3.43726
2.29381E+06 3.43141
2.30851E+06 3.43328
2.32288E+06 3.44090
2.35389E+06 3.46173
2.40000E+06 3.49403
2.40924E+06 3.48772
2.42370E+06 3.48383
2.44245E+06 3.48319
2.47108E+06 3.49158
2.50000E+06 3.51199
2.61021E+06 3.51124
2.62941E+06 3.51330
2.66984E+06 3.52296
2.74407E+06 3.54517
2.75000E+06 3.54822
2.77739E+06 3.53812
2.79133E+06 3.53546
2.80323E+06 3.53459
2.87392E+06 3.54352
2.87549E+06 3.54406
2.88037E+06 3.54672
2.90000E+06 3.56690
2.92604E+06 3.56976
2.97000E+06 3.57687
2.97870E+06 3.57829
3.00000E+06 3.58562
3.00768E+06 3.58505
3.03079E+06 3.58385
3.03879E+06 3.58361
3.04670E+06 3.58355
3.06109E+06 3.58399
3.08360E+06 3.58515
3.09166E+06 3.58574
3.09327E+06 3.58591
3.09571E+06 3.58620
3.50000E+06 3.64357
4.00000E+06 3.69567
4.50000E+06 3.70714
5.00000E+06 3.69689
5.50000E+06 3.68173
6.00000E+06 3.64610
7.00000E+06 3.51523
8.00000E+06 3.34213
8.00000E+06 3.34213
8.50000E+06 3.25440
8.50000E+06 3.25440
9.00000E+06 3.16815
9.00000E+06 3.16815
9.50000E+06 3.08448
9.50000E+06 3.08448
1.00000E+07 3.00392
1.04138E+07 2.93983
1.05000E+07 2.92660
1.10000E+07 2.85268
1.15000E+07 2.78220
1.20000E+07 2.71535
1.25000E+07 2.65231
1.30000E+07 2.59330
1.35000E+07 2.53857
1.40000E+07 2.48845
1.45000E+07 2.44289
1.50000E+07 2.40211
1.55000E+07 2.36590
1.60000E+07 2.33419
1.65000E+07 2.30671
1.70000E+07 2.28318
1.75000E+07 2.26322
1.80000E+07 2.24651
1.85000E+07 2.23272
1.90000E+07 2.22156
1.95000E+07 2.21271
1.95159E+07 2.21250
2.00000E+07 2.20595
2.10000E+07 2.19790
2.20000E+07 2.19611
2.30000E+07 2.19949
2.40000E+07 2.20731
2.50000E+07 2.21885
2.60000E+07 2.23338
2.80000E+07 2.26883
3.00000E+07 2.30835
3.17912E+07 2.34376
3.20000E+07 2.34788
3.21758E+07 2.35112
3.40000E+07 2.38472
3.60000E+07 2.41695
3.80000E+07 2.44386
4.00000E+07 2.46487
4.50000E+07 2.49113
5.00000E+07 2.48293
5.50000E+07 2.44677
6.00000E+07 2.38991
