Mn-55(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
34899.5 43.1188
34899.7 43.8002
34899.9 45.5815
34900.1 48.8709
34900.4 45.6507
34900.8 43.2669
34901.1 42.7908
34901.9 42.5998
34903.5 42.6081
34906.6 42.7694
34912.8 43.1406
34925.3 43.9075
34950.2 45.4987
35000.0 48.9208
35001.0 48.9931
35003.7 49.1883
35006.4 49.3845
35011.8 49.7796
35022.5 50.5839
35044.0 52.2475
35087.0 55.8003
35173.0 63.6553
35218.7 67.8910
35241.5 69.8757
35252.9 70.8099
35258.6 71.2697
35261.5 71.5345
35262.9 71.7975
35263.6 72.2626
35264.0 73.1037
35264.1 74.1813
35264.3 76.5286
35264.6 81.4659
35264.8 76.6302
35265.0 74.3018
35265.2 73.2408
35265.5 72.4517
35266.3 72.0702
35267.7 72.0091
35270.5 72.1608
35276.1 72.5429
35287.4 73.2823
35310.0 74.5437
35387.3 76.1990
35464.5 73.9835
35619.0 64.6931
35781.5 55.6081
35944.0 48.6352
36269.0 38.5875
36424.3 34.9298
36502.0 33.3052
36540.8 32.5474
36560.2 32.2191
36565.1 32.1722
36569.9 32.2016
36572.3 32.3097
36574.8 32.6363
36576.0 33.0395
36577.2 33.9022
36577.8 34.7442
36578.4 36.1581
36579.0 38.7984
36579.6 43.8812
36580.2 51.1938
36580.7 56.1089
36581.2 51.3065
36581.8 44.0045
36582.2 39.8551
36582.7 37.3496
36583.1 35.7807
36583.6 34.7592
36584.5 33.5663
36585.4 32.9428
36587.2 32.3301
36589.0 32.0420
36592.6 31.7625
36596.3 31.6114
36603.5 31.4124
36610.7 31.2555
36625.2 30.9747
36639.7 30.7094
36697.6 29.7030
36813.4 27.8532
37044.9 24.6740
37508.1 19.8581
37971.3 16.4043
38202.8 15.0136
38318.6 14.3808
38376.5 14.0779
38405.5 13.9300
38419.9 13.8588
38427.2 13.8311
38430.8 13.8459
38432.6 13.9448
38433.5 14.2205
38434.0 14.7390
38434.4 16.6976
38434.8 19.6524
38435.1 16.7322
38435.4 15.1076
38435.7 14.4986
38436.3 14.0746
38437.5 13.8697
38439.9 13.7864
38444.7 13.7404
38454.4 13.6862
38473.6 13.5891
38512.1 13.4003
38589.0 13.0329
38742.9 12.3313
39050.6 11.0304
39666.1 8.61316
39973.8 7.34811
40127.7 6.65881
40281.5 5.91489
40435.4 5.12224
40589.3 4.37687
40666.2 4.14579
40743.1 4.22187
40820.1 5.05796
40858.5 6.07636
40897.0 7.86733
40911.1 8.84411
40925.1 10.1512
40932.1 11.0624
40939.2 12.4485
40942.7 13.6157
40946.2 15.6785
40948.0 17.4993
40949.7 20.4694
40951.5 25.8509
40953.2 36.1186
40954.7 50.5321
40956.3 60.2422
40957.8 51.1402
40959.3 37.2959
40961.0 27.7734
40962.6 22.8390
40964.3 20.2252
40966.0 18.7874
40969.3 17.5184
40972.6 17.2063
40979.3 17.6413
40985.9 18.6677
41012.6 25.5166
41079.0 56.9571
41096.3 63.0007
41138.2 64.0421
41180.0 56.3115
41220.0 48.5363
41260.0 42.0174
41342.2 32.4937
41424.4 26.5404
41506.6 22.6457
41588.8 19.9569
41753.2 16.5347
41917.6 14.4574
42081.9 13.0537
42246.3 12.0305
42575.1 10.6094
42903.9 9.63795
43232.7 8.90862
43561.4 8.32635
43643.6 8.19739
43725.8 8.07416
43808.0 7.95858
43849.1 7.91660
43859.4 7.91966
43869.7 7.95531
43874.8 8.01661
43879.9 8.19303
43882.5 8.42383
43885.1 8.99359
43886.4 9.64967
43887.6 11.0215
43888.3 12.3361
43888.9 14.5775
43889.6 18.6953
43890.2 26.6530
43890.8 38.0676
43891.3 45.8291
43891.9 38.3567
43892.5 27.0239
43892.8 21.9023
43893.2 18.2779
43893.9 14.0895
43894.7 11.9085
43895.4 10.6930
43896.9 9.45018
43898.4 8.87034
43901.3 8.36368
43904.2 8.15310
43910.1 7.97990
43916.0 7.90814
43927.8 7.84313
43939.5 7.80898
43986.5 7.73009
44033.6 7.68409
44045.3 7.68847
44057.1 7.72818
44063.0 7.79331
44068.8 7.97302
44071.8 8.19681
44074.7 8.71480
44076.2 9.26548
44077.7 10.3225
44078.4 11.2490
44079.1 12.6559
44079.9 14.8945
44080.6 18.4878
44081.5 25.0970
44082.4 29.5728
44083.3 25.2478
44084.2 18.6656
44085.1 14.4299
44086.0 12.0714
44086.9 10.6895
44087.8 9.85082
44089.6 8.92897
44091.3 8.46952
44094.9 8.04780
44098.5 7.86575
44105.7 7.71108
44112.8 7.64517
44127.1 7.58313
44141.4 7.54874
44198.7 7.46169
44313.1 7.32278
44542.1 7.07096
45000.0 6.62459
45195.1 6.45232
45292.6 6.36951
45341.4 6.32905
45365.8 6.31027
45378.0 6.30708
45384.1 6.33073
45387.1 6.43367
45388.6 6.76001
45389.4 7.54970
45389.8 8.87336
45390.1 13.2256
45390.5 20.2917
45390.9 13.3520
45391.3 8.97044
45391.6 7.62056
45392.4 6.79793
45394.0 6.45148
45397.0 6.33335
45403.2 6.29346
45415.5 6.27327
45440.1 6.25030
45489.2 6.20986
45587.6 6.13204
45784.3 5.98221
46177.7 5.70134
46374.5 5.56921
46571.2 5.44263
46669.5 5.38222
46767.9 5.32663
46817.1 5.30456
46866.2 5.29812
46890.8 5.31570
46903.1 5.34012
46915.4 5.38917
46927.7 5.49600
46933.9 5.59859
46940.0 5.77316
46946.2 6.10199
46949.2 6.38386
46952.3 6.81819
46955.4 7.53371
46958.5 8.80159
46961.5 11.2759
46963.1 13.3989
46964.6 16.4524
46967.0 23.3041
46969.4 27.9519
46971.8 23.4841
46974.2 16.6755
46976.1 13.0527
46978.0 10.7410
46979.9 9.25783
46981.7 8.27956
46985.5 7.12193
46989.3 6.50467
46993.0 6.13846
46996.8 5.90520
47004.3 5.63490
47011.8 5.48917
47019.3 5.40100
47034.3 5.30171
47049.3 5.24758
47064.3 5.21284
47094.3 5.16825
47154.4 5.11333
47214.4 5.07251
47334.5 5.00572
47394.6 4.97923
47424.6 4.96897
47439.6 4.96509
47447.1 4.96400
47450.8 4.96554
47452.7 4.97353
47453.7 4.99951
47454.6 5.51725
47454.8 6.08245
47455.0 5.52810
47455.9 5.01168
47456.7 4.97849
47458.3 4.96665
47461.6 4.96267
47468.2 4.96104
47481.3 4.96058
47507.6 4.96577
47533.8 4.98329
47560.1 5.02491
47586.3 5.12104
47599.5 5.21385
47612.6 5.36964
47625.7 5.65255
47638.9 6.22952
47645.4 6.76098
47652.0 7.62435
47658.5 9.10572
47665.1 11.7099
47671.9 15.9057
47678.7 18.7483
47685.5 16.0102
47692.3 11.8339
47697.7 9.57052
47703.1 8.13902
47708.6 7.22726
47714.0 6.62723
47724.8 5.92277
47735.6 5.54681
47746.5 5.32323
47757.3 5.17934
47779.0 5.00929
47800.6 4.91374
47822.3 4.85239
47865.6 4.77556
47909.0 4.72555
47952.3 4.68712
48039.0 4.62519
48125.6 4.57189
48212.3 4.52238
48299.0 4.47480
48342.3 4.45179
48364.0 4.44320
48374.8 4.45289
48380.2 4.51291
48382.9 4.72341
48384.3 5.27754
48384.9 6.31509
48385.6 10.1790
48386.2 16.1099
48386.7 10.3618
48387.1 7.46163
48387.5 6.19319
48388.3 5.21232
48389.9 4.70994
48393.0 4.51717
48399.3 4.45150
48411.9 4.42560
48437.1 4.40634
48487.6 4.37818
48588.4 4.32594
48790.0 4.22477
49193.4 4.02881
50000.0 3.65210
50414.1 3.46334
50621.1 3.36954
50724.6 3.32271
50776.4 3.29932
50802.3 3.28771
50815.2 3.28247
50821.7 3.28244
50824.9 3.29268
50826.5 3.33329
50827.3 3.45371
50827.7 3.71085
50828.1 5.05446
50828.4 6.87336
50828.6 5.09118
50829.0 3.83264
50829.3 3.52745
50830.0 3.36512
50831.3 3.30281
50834.0 3.28195
50839.3 3.27367
50850.0 3.26712
50871.4 3.25698
50914.2 3.23767
50999.7 3.20032
51085.2 3.17172
51106.6 3.17358
51128.0 3.19774
51138.7 3.23996
51149.4 3.36398
51154.7 3.52953
51157.4 3.68518
51160.1 3.94897
51162.8 4.44814
51164.1 4.88001
51165.4 5.54594
51166.8 6.66120
51168.1 8.66632
51168.8 10.3224
51169.4 12.7357
51170.1 16.3297
51170.8 21.5774
51171.7 32.7740
51172.7 40.3717
51173.7 33.0994
51174.7 21.9627
51175.3 16.7551
51176.0 13.2370
51177.3 9.13797
51178.5 7.03036
51179.8 5.85365
51181.1 5.12868
51182.4 4.65958
51185.0 4.10617
51187.5 3.80427
51190.1 3.62231
51195.2 3.42289
51205.5 3.26063
51215.8 3.19516
51236.3 3.13888
51256.8 3.11174
51297.9 3.07934
51339.0 3.05541
51503.3 2.97487
51831.9 2.82275
52160.5 2.67115
52324.9 2.59766
52407.0 2.57231
52427.5 2.57641
52448.1 2.60498
52458.4 2.65062
52468.6 2.77444
52473.8 2.92569
52478.9 3.26407
52481.5 3.61046
52484.0 4.24020
52485.3 4.76397
52486.6 5.52428
52487.9 6.65975
52489.2 8.35341
52491.0 11.9276
52492.9 14.3550
52494.8 12.0534
52496.6 8.52944
52498.2 6.58531
52499.7 5.36452
52501.2 4.59177
52502.7 4.08495
52505.8 3.49450
52508.8 3.18139
52514.9 2.87916
52520.9 2.74291
52533.1 2.62408
52545.3 2.57283
52569.6 2.52554
52593.9 2.50077
52642.5 2.46909
52691.1 2.44516
52788.4 2.40662
52885.6 2.37975
52982.8 2.37363
53080.1 2.41442
53177.3 2.58254
53225.9 2.79015
53250.2 2.95982
53262.4 3.07076
53268.5 3.13643
53271.5 3.17974
53273.0 3.23026
53273.8 3.33489
53274.2 3.54541
53274.6 4.53845
53274.8 5.90419
53275.0 4.57741
53275.5 3.49851
53276.0 3.33144
53276.9 3.26922
53278.9 3.26834
53282.7 3.31158
53290.4 3.42146
53305.7 3.69384
53336.4 4.53153
53367.0 6.08602
53397.7 9.17610
53426.0 14.6264
53454.3 21.6566
53468.5 23.1004
53482.6 21.8502
53510.9 15.5255
53533.2 11.3258
53555.4 8.57386
53577.7 6.81635
53599.9 5.66175
53644.5 4.30996
53689.0 3.57915
53733.5 3.13235
53778.0 2.83110
53867.1 2.43666
54045.1 1.87064
54089.7 1.68147
54111.9 1.55601
54134.2 1.39219
54156.4 1.16178
54167.6 1.00567
54178.7 0.808723
54189.8 0.560799
54201.0 0.287297
54206.5 0.213707
54209.3 0.246368
54212.1 0.387874
54214.9 0.748512
54217.7 1.55663
54219.1 2.26889
54220.4 3.31878
54221.8 4.86224
54223.2 7.10959
54224.8 10.7884
54226.4 15.7829
54229.5 26.3787
54231.1 28.3572
54232.6 27.3111
54235.7 21.4552
54237.8 17.7819
54239.9 14.9262
54244.0 11.1271
54248.1 8.88620
54252.3 7.46662
54256.4 6.50596
54260.5 5.82017
54268.8 4.91563
54277.0 4.35086
54285.3 3.96658
54301.8 3.47848
54318.3 3.18060
54334.8 2.97912
54367.9 2.72122
54400.9 2.56098
54433.9 2.45125
54467.0 2.37330
54500.0 2.32159
54532.0 2.30405
54547.9 2.31773
54563.9 2.36412
54579.9 2.48590
54587.9 2.61130
54595.9 2.83260
54603.8 3.26354
54607.8 3.64284
54611.8 4.24086
54615.8 5.25497
54619.8 7.13023
54621.8 8.70532
54623.8 11.0300
54625.8 14.5864
54627.8 19.9800
54630.6 30.9300
54633.3 38.3441
54636.1 31.2560
54638.9 20.4526
54640.8 15.2188
54642.7 11.7081
54644.6 9.34166
54646.5 7.71094
54650.3 5.71281
54654.1 4.60089
54657.9 3.92535
54661.7 3.48583
54669.3 2.96779
54676.9 2.68449
54684.5 2.51140
54699.7 2.31600
54714.9 2.21022
54730.1 2.14371
54760.5 2.06199
54790.9 2.01025
54821.3 1.97184
54882.1 1.91365
55003.7 1.82910
55125.3 1.76455
55611.8 1.62296
56098.2 1.71147
56341.4 1.90516
56463.0 2.03496
56493.5 2.05702
56523.9 2.05467
56539.1 2.03010
56554.3 1.96741
56569.5 1.82972
56577.1 1.85482
56579.0 2.01274
56580.9 2.47305
56581.8 2.98590
56582.8 3.92800
56583.7 5.75009
56584.7 9.42977
56585.6 16.7245
56586.6 25.8607
56587.1 27.6451
56587.6 26.3901
56588.5 19.8472
56589.7 13.5573
56590.8 9.99145
56591.9 7.91850
56593.1 6.65186
56595.3 5.22992
56597.6 4.48936
56599.9 4.04479
56602.1 3.75451
56606.7 3.40591
56611.2 3.20828
56615.7 3.08481
56624.8 2.94488
56633.9 2.87434
56643.0 2.83757
56661.1 2.81399
56733.7 2.93775
56878.8 3.50369
57023.9 4.41581
57169.0 5.99015
57199.9 6.50618
57215.4 6.80610
57223.1 6.96899
57227.0 7.05541
57228.9 7.10474
57229.9 7.14793
57230.9 7.91119
57231.0 8.70713
57231.2 7.94109
57232.1 7.20953
57233.0 7.20260
57234.7 7.23517
57238.3 7.31705
57245.3 7.49277
57259.5 7.87848
57287.7 8.81263
57316.0 10.0473
57330.1 10.8232
57337.2 11.2740
57340.7 11.5655
57342.5 11.8738
57343.3 12.3822
57343.8 13.1473
57344.2 15.4349
57344.7 19.2566
57345.1 15.5691
57345.8 12.8758
57346.4 12.3288
57347.8 12.1298
57350.4 12.2173
57355.7 12.5930
57366.4 13.4849
57387.6 15.6682
57446.2 25.0838
57504.8 36.5526
57563.4 38.8168
57621.9 34.3764
57676.9 30.6587
57732.0 28.4172
57842.0 26.5250
58003.9 25.3194
58084.8 24.4034
58125.2 23.8025
58145.5 23.4708
58155.6 23.3190
58160.6 23.3331
58163.2 23.6514
58164.4 24.6250
58165.1 26.5695
58165.4 29.1638
58165.7 34.8959
58165.9 42.1497
58166.2 47.0413
58166.4 42.4385
58166.6 35.2707
58167.0 29.1475
58167.3 26.5564
58168.0 24.6046
58169.4 23.5955
58172.1 23.1711
58177.5 22.9476
58188.4 22.7017
58210.2 22.2570
58253.7 21.3288
58340.8 19.3115
58515.0 15.0861
58748.8 9.95613
58982.5 5.78700
59216.3 2.75471
59274.7 2.34872
59333.1 2.23324
59391.6 2.55842
59450.0 3.52607
59498.2 4.96258
59546.5 7.05470
59594.7 9.74240
59618.8 11.2366
59630.8 12.0021
59636.9 12.3912
59639.9 12.6060
59641.4 12.7839
59642.1 13.0592
59642.5 13.5555
59642.9 15.6459
59643.2 18.6159
59643.4 15.7483
59643.9 13.4676
59644.4 13.1165
59645.4 13.0086
59647.4 13.0750
59651.3 13.3065
59659.2 13.7958
59675.1 14.7602
59706.7 16.5442
59770.0 19.1928
59929.5 20.1762
60089.0 17.6232
60174.4 16.1504
60217.0 15.4636
60238.4 15.1381
60249.0 14.9931
60254.4 14.9745
60257.0 15.1333
60258.4 15.6144
60259.0 16.4992
60259.7 19.4875
60260.3 24.2901
60260.9 19.6131
60261.4 17.0019
60261.9 15.9800
60262.9 15.2696
60264.9 14.9145
60268.9 14.7380
60276.8 14.5860
60292.8 14.3495
60324.6 13.9129
60356.5 13.5009
60372.5 13.3041
60380.4 13.2116
60384.4 13.1812
60386.4 13.2179
60387.4 13.3791
60387.9 13.7396
60388.4 15.4447
60388.7 17.8126
60389.1 15.4763
60389.7 13.5678
60390.4 13.2707
60391.6 13.1319
60394.2 13.0592
60399.4 12.9857
60409.7 12.8620
60430.4 12.6270
60471.7 12.1815
60554.4 11.3745
60719.7 10.0335
61050.3 8.09052
61380.9 6.72992
61546.3 6.18264
61628.9 5.93312
61670.3 5.81358
61690.9 5.75701
61701.2 5.74099
61706.4 5.78534
61709.0 5.99615
61710.3 6.65094
61710.9 8.15488
61711.3 10.4201
61711.6 16.7067
61711.9 28.0637
61712.3 17.0707
61712.5 11.8850
61712.8 9.37315
61713.3 7.37434
61714.2 6.30788
61716.1 5.88649
61720.0 5.73940
61727.6 5.67608
61743.0 5.62107
61773.6 5.53443
61835.0 5.37361
61896.3 5.22148
61926.9 5.14955
61942.3 5.11584
61949.9 5.10211
61953.8 5.10507
61955.7 5.13975
61956.6 5.25260
61957.1 5.51141
61957.6 6.96764
61957.9 8.87078
61958.1 6.99096
61958.9 5.34112
61959.6 5.17043
61961.0 5.10373
61964.0 5.07801
61969.8 5.06117
61981.4 5.03982
62004.7 5.02077
62016.4 5.04103
62028.0 5.13385
62033.9 5.26199
62039.7 5.55829
62042.6 5.86320
62045.5 6.41308
62048.4 7.50552
62049.9 8.45595
62051.3 9.83627
62053.6 12.8923
62055.8 14.9789
62058.1 13.0109
62060.3 9.98495
62062.0 8.43249
62063.6 7.41999
62065.3 6.75311
62066.9 6.30151
62070.2 5.75675
62073.5 5.45657
62080.1 5.15377
62086.7 5.00793
62099.9 4.86605
62113.1 4.79100
62139.5 4.69672
62165.9 4.62581
62218.7 4.50396
62271.5 4.39230
62482.7 3.99004
62905.2 3.37490
63116.4 3.22143
63327.6 3.28988
63538.8 3.82284
63750.0 5.39732
63918.0 8.22440
64026.3 11.2950
64134.5 15.5463
64351.0 24.7938
64519.4 26.5228
64603.6 25.2156
64645.7 24.2650
64666.8 23.7482
64677.3 23.4836
64682.6 23.3545
64685.2 23.3078
64686.5 23.3457
64687.2 23.5290
64687.5 23.9239
64687.8 25.6282
64688.1 28.1171
64688.3 25.6931
64688.7 23.8468
64689.1 23.4645
64689.8 23.2617
64691.3 23.1560
64694.3 23.0575
64700.3 22.8962
64712.2 22.5829
64736.2 21.9563
64784.0 20.7123
64909.3 17.7051
65034.5 15.2130
65285.0 11.6111
65535.5 9.23356
65598.1 8.77532
65660.8 8.39616
65692.1 8.27501
65723.4 8.29950
65739.0 8.46687
65754.7 8.94082
65762.5 9.45102
65770.4 10.3742
65778.2 12.1619
65786.0 15.7788
65792.6 20.8095
65799.1 24.2449
65805.7 20.9222
65812.2 15.8117
65816.5 13.4241
65820.8 11.7797
65829.5 9.85490
65838.1 8.85235
65842.4 8.52959
65844.6 8.41610
65845.7 8.42692
65846.2 8.57605
65846.7 9.77717
65847.0 11.3302
65847.3 9.80127
65847.9 8.46392
65848.5 8.27080
65849.8 8.14628
65852.3 8.01519
65857.3 7.82279
65867.3 7.54070
65887.4 7.17515
65907.5 6.92912
65927.5 6.73612
65967.7 6.41900
65987.7 6.27733
65997.7 6.21098
66002.8 6.18835
66005.3 6.21646
66006.5 6.35976
66007.2 6.77401
66007.5 7.58071
66007.8 10.8960
66008.0 15.7757
66008.2 11.0109
66008.5 7.65311
66008.9 6.81738
66009.5 6.37579
66010.7 6.19901
66013.2 6.12837
66018.1 6.07919
66028.0 6.00896
66047.8 5.87803
66087.4 5.62094
66166.6 5.09909
66325.0 3.90868
66404.2 3.16486
66483.3 2.28440
66522.9 1.84049
66562.5 1.56412
66582.3 1.63061
66602.1 2.02023
66621.9 3.03000
66641.7 5.16930
66658.5 8.37741
66675.3 13.0802
66692.1 18.5633
66708.9 23.0121
66742.6 24.6039
66776.2 21.0871
66798.4 18.6857
66820.6 16.6894
66865.0 13.8149
66909.3 11.9428
66953.7 10.6538
67042.4 9.00041
67131.2 7.97084
67219.9 7.25019
67308.7 6.70385
67397.4 6.26582
67441.8 6.07687
67464.0 5.99389
67475.1 5.97670
67480.6 6.04800
67483.4 6.30021
67484.8 6.83833
67485.5 7.57261
67486.1 9.30366
67487.1 12.8338
67488.0 9.42779
67488.9 7.45678
67489.7 6.71863
67491.4 6.22501
67494.8 5.98906
67501.6 5.88420
67515.2 5.81033
67542.4 5.71077
67569.6 5.62589
67596.8 5.55568
67624.0 5.51406
67637.5 5.51687
67651.1 5.55496
67664.7 5.67130
67671.5 5.79246
67678.3 5.99966
67685.1 6.37561
67691.9 7.11914
67695.3 7.77606
67698.7 8.79476
67702.1 10.4289
67705.5 13.0589
67709.7 17.9597
67713.9 21.3108
67718.1 18.1934
67722.3 13.3926
67726.9 10.0862
67731.5 8.29346
67736.0 7.28058
67740.6 6.66609
67745.1 6.26766
67749.7 5.99431
67758.8 5.65089
67767.9 5.44615
67777.0 5.31008
67795.3 5.13528
67813.5 5.02063
67831.7 4.93325
67868.2 4.79563
67904.7 4.68072
67941.1 4.57661
68014.0 4.38463
68159.9 4.03018
68305.7 3.69127
68597.4 3.00919
68743.3 2.64703
68816.2 2.45663
68852.6 2.35865
68870.9 2.30995
68880.0 2.29135
68884.6 2.30727
68886.8 2.40456
68888.0 2.70594
68888.5 3.36408
68889.1 6.72190
68889.5 11.3314
68889.8 6.87496
68890.2 3.98456
68890.6 3.11182
68891.3 2.58704
68892.9 2.35991
68895.9 2.27559
68902.0 2.23492
68914.2 2.19338
68938.7 2.12188
68987.5 1.97996
69085.1 1.68612
69182.8 1.38164
69280.5 1.08424
69378.1 0.851478
69427.0 0.807040
69475.8 0.871570
69524.6 1.14702
69549.0 1.42276
69573.4 1.84474
69597.9 2.47943
69622.3 3.42495
69646.7 4.82724
69671.1 6.88676
69716.1 13.1177
69761.0 21.2038
69770.9 22.4042
69775.8 22.8279
69778.3 23.0238
69779.5 23.2245
69780.2 23.6049
69780.5 24.2531
69780.8 26.3913
69781.0 29.7962
69781.3 26.5056
69781.9 23.8151
69782.4 23.4150
69783.5 23.2624
69785.7 23.2364
69790.0 23.2006
69798.7 22.8138
69816.1 20.8507
69850.9 14.5505
69891.1 7.77279
69911.2 5.20286
69931.3 3.19237
69951.3 1.73399
69961.4 1.22355
69971.4 0.874182
69981.5 0.702136
69991.5 0.729281
70001.6 0.980558
70011.6 1.48296
70026.4 2.73389
70041.2 4.63462
70070.8 10.1590
70100.4 16.4312
70130.0 21.0020
70189.2 22.7802
70248.4 20.2428
70289.5 18.2564
70330.5 16.5123
70412.6 13.8316
70494.7 11.9615
70576.8 10.6108
70740.9 8.80431
70823.0 8.17014
70864.1 7.89799
70884.6 7.77301
70894.8 7.71967
70900.0 7.71913
70902.5 7.80508
70903.8 8.08995
70904.5 8.73431
70905.1 12.4001
70905.5 17.1844
70905.8 12.4306
70906.2 9.62477
70906.5 8.63495
70907.2 8.02366
70908.6 7.75131
70911.4 7.64720
70916.9 7.59013
70928.0 7.52129
70950.3 7.39965
70994.7 7.17508
71083.6 6.78162
71128.1 6.61169
71172.5 6.46940
71194.8 6.42384
71217.0 6.44034
71228.1 6.52568
71233.7 6.62281
71239.2 6.80034
71244.8 7.15209
71247.6 7.46275
71250.3 7.94823
71253.1 8.76206
71255.9 10.2386
71258.7 13.1996
71260.1 15.7919
71261.4 19.5845
71263.5 27.8511
71265.6 33.5284
71267.7 28.2473
71269.8 20.0742
71271.1 16.4867
71272.4 13.9678
71274.9 10.9241
71277.4 9.30067
71280.0 8.36335
71282.5 7.77454
71285.1 7.38417
71290.2 6.91076
71295.3 6.64328
71300.3 6.47457
71310.5 6.27475
71320.7 6.15764
71330.9 6.07732
71351.2 5.96517
71391.9 5.81122
71432.6 5.68908
71514.0 5.47971
71595.4 5.29577
71676.9 5.13026
71758.3 4.98332
71799.0 4.92096
71839.7 4.87972
71860.0 4.88406
71880.4 4.95180
71890.6 5.06277
71895.7 5.17114
71900.7 5.35531
71905.8 5.69856
71908.4 5.98968
71910.9 6.42959
71913.5 7.13836
71916.0 8.35242
71918.5 10.6079
71921.1 15.0177
71923.3 21.2336
71925.5 25.5068
71927.7 21.4687
71929.8 15.2010
71931.3 12.2719
71932.7 10.2691
71935.6 7.95708
71938.5 6.78706
71941.4 6.13332
71944.3 5.73285
71947.2 5.47160
71953.0 5.16291
71964.6 4.88741
71976.2 4.76558
71999.4 4.64919
72022.6 4.58457
72068.9 4.49604
72115.3 4.42498
72208.0 4.30143
72300.7 4.19245
72486.1 4.01133
72578.8 3.94106
72625.2 3.91201
72648.4 3.89923
72660.0 3.89337
72665.8 3.89097
72668.7 3.89147
72670.1 3.89753
72671.6 4.14352
72671.8 4.40789
72672.0 4.15253
72673.7 3.89579
72675.4 3.88883
72678.8 3.88534
72685.6 3.88174
72699.2 3.87594
72726.3 3.86624
72753.5 3.85894
72767.0 3.85639
72773.8 3.85593
72777.2 3.85795
72778.9 3.86622
72780.6 4.09309
72780.9 4.33998
72781.3 4.10187
72783.2 3.86580
72785.2 3.85769
72789.1 3.85479
72796.8 3.85356
72812.4 3.85333
72843.5 3.85773
72905.8 3.89668
72936.9 3.95200
72952.5 4.00371
72968.1 4.09148
72983.6 4.26047
72991.4 4.41170
72999.2 4.65670
73007.0 5.09248
73014.8 5.96948
73018.7 6.77326
73022.6 8.08001
73026.5 10.3245
73030.3 14.2798
73034.4 20.6959
73038.4 25.0949
73042.5 21.0209
73046.5 14.7292
73051.0 10.3328
73055.4 8.00235
73059.9 6.70900
73064.3 5.94216
73068.8 5.45508
73073.3 5.13040
73082.2 4.74036
73091.1 4.52743
73100.1 4.40128
73117.9 4.27230
73135.8 4.21988
73153.6 4.20307
73189.4 4.22162
73260.8 4.36049
73332.2 4.59103
73475.1 5.35316
73618.0 6.68597
73863.5 11.0346
74109.0 16.7977
74148.5 17.4122
74168.2 17.6688
74178.1 17.8449
74183.0 18.1498
74185.5 18.8616
74186.7 20.1372
74187.3 21.6799
74187.9 24.7258
74188.5 29.0614
74189.0 32.0109
74189.5 29.3618
74190.0 25.1473
74191.0 21.1514
74191.9 19.6413
74193.8 18.6421
74197.5 18.1956
74205.0 18.0736
74220.0 18.1014
74250.0 18.1743
74331.6 17.9301
74413.1 17.1563
74494.6 16.0935
74535.4 15.5177
74555.8 15.2271
74566.0 15.0820
74571.1 15.0100
74573.6 14.9761
74574.9 14.9662
74576.2 15.2466
74576.4 15.5646
74576.6 15.2520
74578.1 14.9201
74579.6 14.8910
74582.7 14.8455
74588.8 14.7586
74601.0 14.5865
74632.0 14.1560
74663.0 13.7369
74725.0 12.9405
74849.0 11.5380
75097.0 9.44504
75345.0 8.03920
75469.0 7.50687
75531.0 7.27239
75562.0 7.16201
75577.5 7.10848
75585.3 7.08255
75589.2 7.07171
75591.1 7.07369
75593.0 7.42027
75593.4 7.80094
75593.7 7.43518
75595.6 7.06351
75597.5 7.04638
75601.3 7.03010
75609.0 7.00364
75624.3 6.95330
75654.9 6.85596
75716.2 6.67178
75838.7 6.33963
76083.8 5.78914
76574.0 4.98350
77064.1 4.40197
77309.2 4.16047
77431.8 4.04987
77493.0 4.00547
77523.7 4.02304
77531.3 4.06106
77539.0 4.17115
77542.8 4.31047
77546.7 4.63346
77548.6 4.97589
77550.5 5.62161
77552.4 7.00950
77553.4 8.32187
77554.3 10.3580
77555.6 14.3210
77556.8 17.0215
77558.0 14.5033
77559.3 10.6247
77560.9 7.64100
77562.4 6.18126
77564.0 5.41902
77565.6 4.98477
77568.7 4.53492
77571.8 4.32188
77578.1 4.13064
77584.4 4.04778
77596.9 3.97394
77609.4 3.93837
77659.5 3.86887
77759.8 3.77853
77860.0 3.69766
77960.3 3.62121
78060.6 3.55019
78160.8 3.49255
78210.9 3.47989
78236.0 3.48521
78261.1 3.50828
78286.1 3.57112
78298.7 3.63460
78311.2 3.74224
78323.7 3.93640
78336.2 4.32123
78342.5 4.66245
78348.8 5.19342
78355.0 6.05319
78361.3 7.45418
78368.9 10.0112
78376.4 11.7703
78384.0 10.1438
78391.6 7.62268
78399.7 5.89695
78407.8 4.95871
78415.9 4.42824
78424.0 4.10696
78432.2 3.89871
78440.3 3.75622
78456.5 3.57797
78472.7 3.47263
78489.0 3.40320
78521.4 3.31517
78553.9 3.25825
78586.4 3.21524
78651.3 3.14768
78781.2 3.03860
78911.0 2.93994
79170.8 2.74969
79300.7 2.66131
79333.1 2.64694
79365.6 2.65309
79381.8 2.68445
79398.1 2.79248
79406.2 2.94205
79414.3 3.31855
79418.3 3.75248
79422.4 4.66400
79424.4 5.53283
79426.5 7.00173
79428.5 9.66276
79430.5 14.6476
79432.4 22.1187
79434.3 27.2798
79436.2 22.5458
79438.0 15.1798
79440.0 10.3106
79441.9 7.60280
79443.8 6.04921
79445.7 5.10507
79449.6 4.07376
79453.4 3.55953
79457.3 3.26734
79461.1 3.08515
79468.8 2.87767
79484.3 2.69855
