Fe-54(n,tot) ENDF/B-VII.1
9029.96 98.3219
9059.91 95.5313
9119.82 90.3204
9239.63 81.1997
9359.45 73.5323
9419.36 70.1958
9434.33 69.4443
9441.82 69.1010
9449.31 68.8050
9456.80 68.6201
9460.54 68.6271
9464.29 68.7932
9468.03 69.3432
9469.91 69.9597
9471.78 71.1089
9473.65 73.4910
9474.59 75.7231
9475.52 79.4754
9476.46 86.4483
9476.93 92.3890
9477.39 101.499
9477.86 116.376
9478.33 142.674
9478.80 193.725
9479.03 237.176
9479.27 299.866
9479.63 439.571
9480.00 532.328
9480.37 438.934
9480.74 299.414
9480.99 232.270
9481.24 187.240
9481.50 157.067
9481.75 136.456
9482.26 111.295
9482.76 97.4057
9483.27 89.0316
9483.78 83.6243
9484.79 77.3199
9485.81 73.9252
9486.82 71.8890
9488.85 69.6495
9490.88 68.4843
9492.91 67.7799
9496.96 66.9560
9501.02 66.4585
9505.08 66.0953
9513.19 65.5361
9529.42 64.6429
9545.64 63.8439
9610.55 60.9265
9740.36 55.8025
9999.99 47.5954
10000.0 47.5949
10000.1 47.5927
10000.2 47.5908
10000.3 47.5869
10000.6 47.5790
10001.2 47.5631
10002.3 47.5317
10004.6 47.4691
10009.2 47.3441
10018.4 47.0961
10036.8 46.6071
10073.6 45.6562
10147.3 43.8578
10294.5 40.6291
10589.0 35.3533
10883.4 31.2561
10957.1 30.3839
11030.7 29.5890
11067.5 29.2491
11085.9 29.1151
11104.3 29.0363
11122.7 29.0912
11131.9 29.2395
11141.1 29.5822
11145.7 29.8972
11150.3 30.3931
11154.9 31.2132
11159.5 32.6753
11164.1 35.6048
11166.4 38.2896
11168.7 42.7215
11171.0 50.7594
11172.2 57.4457
11173.3 67.4596
11174.5 83.2857
11175.6 109.971
11176.8 158.265
11177.9 249.352
11179.0 382.400
11180.0 471.058
11181.1 382.475
11182.1 249.655
11182.9 180.565
11183.7 136.102
11184.5 107.367
11185.3 88.2291
11186.9 65.6211
11188.5 53.5622
11190.1 46.3754
11191.7 41.8215
11194.9 36.5552
11198.1 33.7540
11201.3 32.0850
11207.6 30.2660
11214.0 29.3306
11220.4 28.7737
11233.2 28.1379
11245.9 27.7688
11258.7 27.5103
11284.2 27.1310
11309.7 26.8293
11335.3 26.5613
11386.3 26.0733
11488.4 25.1885
11590.5 24.3756
11999.0 21.6066
12815.8 17.6213
13632.6 14.8917
14041.1 13.8258
14245.3 13.3495
14296.3 13.2361
14347.4 13.1264
14372.9 13.0749
14398.4 13.0319
14411.2 13.0220
14424.0 13.0456
14430.3 13.1035
14433.5 13.1683
14436.7 13.2916
14439.9 13.5592
14441.5 13.8244
14443.1 14.2943
14443.9 14.6818
14444.7 15.2574
14445.5 16.1633
14446.3 17.6806
14447.1 20.5925
14447.5 23.1384
14447.9 27.1511
14448.3 33.9646
14448.7 46.7331
14448.9 57.5758
14449.1 73.8931
14449.3 99.1909
14449.5 136.151
14449.7 213.004
14450.0 262.244
14450.3 210.230
14450.5 136.638
14450.7 102.935
14450.9 79.7308
14451.2 52.6463
14451.6 38.7718
14451.9 30.9430
14452.2 26.1528
14452.6 23.0283
14453.2 19.3914
14453.9 17.3857
14454.6 16.1832
14456.0 14.8824
14457.3 14.2210
14458.7 13.8436
14461.4 13.4448
14464.1 13.2484
14466.8 13.1356
14472.2 13.0144
14477.6 12.9504
14483.1 12.9097
14493.9 12.8571
14515.6 12.7898
14537.3 12.7369
14580.6 12.6424
14624.0 12.5532
14797.4 12.2152
15144.2 11.5953
15837.9 10.5284
17225.3 8.88675
20000.0 6.72896
20000.0 6.72894
20000.1 6.72891
20000.1 6.72888
20000.2 6.72883
20000.4 6.72872
20000.8 6.72849
20001.5 6.72805
20002.9 6.72717
20005.9 6.72539
20011.7 6.72184
20023.5 6.71475
20046.9 6.70061
20093.8 6.67248
20187.5 6.61682
20375.0 6.50781
20750.0 6.29858
21500.0 5.91160
23000.0 5.24057
23000.0 5.24056
23000.1 5.24053
23000.2 5.24050
23000.3 5.24045
23000.6 5.24033
23001.2 5.24010
23002.3 5.23964
23004.5 5.23871
23009.1 5.23686
23018.1 5.23316
23036.2 5.22578
23072.5 5.21106
23144.9 5.18180
23289.8 5.12398
23579.7 5.01103
24159.3 4.79523
25318.6 4.39906
27978.0 3.62722
29307.6 3.29426
29972.4 3.13874
30138.7 3.10186
30304.9 3.06837
30388.0 3.05622
30429.5 3.05381
30471.1 3.05759
30512.6 3.07716
30533.4 3.10178
30554.2 3.15094
30564.6 3.19411
30574.9 3.26127
30585.3 3.37243
30595.7 3.57344
30600.9 3.74065
30606.1 3.99085
30611.3 4.39024
30616.5 5.08013
30621.7 6.42910
30624.3 7.64162
30626.9 9.59897
30629.5 13.0739
30632.1 19.9842
30633.4 26.2804
30634.7 36.4296
30636.0 53.6654
30637.3 83.2937
30638.6 131.674
30640.0 163.922
30641.4 131.797
30642.7 83.6174
30643.9 56.3704
30645.1 39.7900
30646.2 29.4734
30647.4 22.7994
30649.7 15.1412
30652.0 11.1498
30654.3 8.82376
30656.6 7.36804
30661.2 5.71323
30665.8 4.84422
30670.4 4.33427
30675.0 4.00831
30679.6 3.78807
30688.8 3.51662
30698.0 3.36162
30707.2 3.26434
30716.4 3.19898
30734.8 3.11825
30753.2 3.07125
30790.1 3.01897
30826.9 2.98961
30863.7 2.96959
30937.4 2.94112
31011.1 2.91902
31084.7 2.89958
31232.1 2.86409
31526.7 2.79815
31821.4 2.73480
33000.0 2.49249
33000.0 2.49248
33000.1 2.49247
33000.1 2.49246
33000.2 2.49245
33000.4 2.49241
33000.8 2.49233
33001.5 2.49218
33003.0 2.49188
33006.0 2.49128
33012.0 2.49008
33024.0 2.48769
33048.0 2.48290
33095.9 2.47333
33191.9 2.45426
33383.7 2.41632
33767.4 2.34126
34534.9 2.19408
36069.7 1.90926
37604.5 1.63342
38372.0 1.49753
38755.7 1.42978
38947.5 1.39601
39043.5 1.38055
39091.4 1.38068
39115.4 1.41567
39121.4 1.45624
39127.4 1.57235
39130.4 1.73059
39133.4 2.15432
39134.9 2.69451
39136.4 4.02105
39137.1 5.54649
39137.9 8.79584
39138.3 12.0152
39138.6 17.4593
39139.0 27.6516
39139.4 47.7759
39139.7 76.2659
39140.0 94.5112
39140.3 75.4992
39140.6 48.0988
39140.9 30.4132
39141.2 20.6436
39141.5 14.8710
39141.8 11.2755
39142.4 7.29716
39143.0 5.29222
39144.3 3.43459
39145.5 2.64528
39147.9 1.99471
39150.3 1.74066
39155.1 1.54278
39159.9 1.46811
39169.5 1.41044
39179.2 1.38791
39217.7 1.35928
39294.7 1.33921
39448.7 1.31005
39756.8 1.25525
40373.1 1.14692
41605.5 0.930285
44070.3 0.495396
46535.2 0.100779
46843.3 0.0643467
47151.4 0.0344850
47305.4 0.0226821
47459.5 0.0134091
47613.5 0.00706693
47767.6 0.00412556
47921.6 0.00513650
48075.7 0.0107482
48229.7 0.0217258
48383.8 0.0389758
48537.8 0.0635770
48691.9 0.0968110
49000.0 0.195650
49000.0 0.195658
49000.1 0.195686
49000.1 0.195710
49000.3 0.195759
49000.5 0.195856
49001.0 0.196054
49002.0 0.196450
49003.9 0.197240
49007.8 0.198831
49015.6 0.202038
49031.3 0.208562
49062.5 0.222073
49125.0 0.251001
49250.0 0.317146
49500.0 0.488821
49750.0 0.727991
50000.0 1.05905
50378.0 1.81613
50755.9 3.06676
51133.9 5.18471
51322.9 6.81415
51370.1 7.34349
51417.3 8.01618
51441.0 8.50274
51464.6 9.33309
51476.4 10.1298
51482.3 10.7685
51488.2 11.7230
51494.1 13.2742
51500.0 16.0540
51503.0 18.3497
51505.9 21.7101
51508.9 26.7785
51511.8 34.4427
51515.9 49.8244
51520.0 60.1699
51524.1 50.0016
51528.2 34.6088
51530.9 27.5344
51533.5 22.7017
51538.9 17.1407
51544.3 14.3583
51549.6 12.8355
51560.3 11.3790
51571.0 10.7897
51592.5 10.4575
51613.9 10.5108
51656.7 10.9560
51699.6 11.5667
51871.0 14.6996
52121.3 20.9674
52371.5 29.3508
52872.0 47.3866
53203.8 50.5861
53369.7 48.4613
53452.7 46.9124
53473.4 46.6097
53494.1 46.5807
53504.5 46.9147
53509.7 47.3246
53514.9 48.0848
53520.1 49.5836
53525.2 52.8861
53527.8 56.1367
53530.4 61.7873
53533.0 72.4104
53535.6 93.4294
53537.8 122.620
53540.0 142.056
53542.2 122.508
53544.4 93.2059
53547.0 72.1704
53549.5 61.4204
53552.1 55.6200
53554.7 52.2294
53559.8 48.6317
53564.9 46.8572
53570.1 45.8225
53575.2 45.1451
53585.5 44.2807
53606.0 43.2648
53626.6 42.5374
53708.7 40.1339
53873.0 35.7059
54240.2 27.2783
54607.4 21.1622
54974.6 16.8765
55066.4 16.0370
55158.2 15.3176
55204.1 15.0520
55227.1 14.9786
55250.0 14.9952
55273.0 15.2200
55284.5 15.5107
55295.9 16.0659
55307.4 17.1962
55313.2 18.2104
55318.9 19.8170
55324.6 22.5429
55330.4 27.5791
55333.2 31.7734
55336.1 37.9546
55339.0 47.2779
55341.8 61.2674
55345.9 90.1789
55350.0 109.339
55354.1 90.2702
55358.2 61.8220
55362.7 42.0310
55367.2 31.5683
55371.8 25.7582
55376.3 22.3012
55380.9 20.0911
55385.4 18.6033
55394.4 16.7789
55403.5 15.7350
55412.6 15.0730
55430.7 14.2841
55448.8 13.8211
55467.0 13.5034
55503.2 13.0607
55575.8 12.4556
55648.3 11.9784
55938.4 10.4704
56518.6 8.32554
57098.9 6.84324
57679.1 5.75966
58839.5 4.27845
60000.0 3.29846
60000.0 3.29844
60000.1 3.29841
60000.1 3.29838
60000.2 3.29832
60000.4 3.29820
60000.7 3.29796
60001.4 3.29749
60002.7 3.29654
60005.4 3.29463
60010.8 3.29083
60021.5 3.28323
60043.1 3.26810
60086.1 3.23809
60172.1 3.17909
60344.3 3.06485
60688.5 2.85006
61377.0 2.46582
62754.0 1.82364
64131.0 1.28195
65508.0 0.793577
66885.0 0.347371
67573.5 0.158389
67917.8 0.0841472
68089.9 0.0553347
68262.0 0.0340230
68434.1 0.0222080
68606.3 0.0224737
68692.3 0.0281495
68778.4 0.0381771
68864.5 0.0531406
68950.5 0.0737098
69122.6 0.134869
69294.8 0.229346
69466.9 0.367477
69639.0 0.563207
69811.1 0.835625
69983.3 1.21096
70155.4 1.72570
70327.5 2.43067
70499.6 3.39712
70671.8 4.72370
70843.9 6.54456
71016.0 9.03226
71238.3 13.5464
71460.5 19.7689
71905.0 33.9949
72127.3 37.3746
72349.5 36.4633
72794.0 28.3657
73142.9 22.2748
73491.9 18.1024
73666.3 16.8405
73840.8 16.4556
73928.0 16.9059
74015.2 18.2900
74102.5 21.6948
74189.7 29.7379
74254.9 40.2947
74320.0 47.2930
74385.2 39.7833
74450.3 28.6103
74534.6 19.8596
74618.9 15.5201
74703.3 13.1509
74787.6 11.6938
74956.2 9.97464
75124.8 8.94245
75462.1 7.64279
75630.7 7.17533
75715.0 6.97061
75757.2 6.88095
75778.3 6.86567
75788.8 6.96498
75794.1 7.38303
75795.4 7.76670
75796.7 8.67245
75797.4 9.68136
75798.0 11.7302
75798.7 16.7321
75799.0 22.1411
75799.3 31.5157
75799.7 46.3521
75800.0 56.4130
75800.3 46.5388
75800.7 31.6982
75801.0 21.8518
75801.3 16.4772
75802.0 11.5718
75802.7 9.56096
75803.4 8.59202
75804.8 7.71073
75806.1 7.34066
75811.6 6.91558
75822.5 6.77164
75844.3 6.69195
75888.0 6.59202
75975.4 6.41626
76150.1 6.09937
76499.5 5.56235
76849.0 5.12027
76936.3 5.02178
77023.7 4.92860
77111.1 4.84905
77132.9 4.83959
77154.7 4.85442
77165.7 4.89447
77176.6 5.02377
77182.0 5.20302
77187.5 5.67350
77190.2 6.25153
77193.0 7.59156
77194.3 9.03538
77195.7 11.8248
77196.4 14.3285
77197.1 18.1985
77197.7 24.5118
77198.4 35.1159
77199.2 53.3655
77200.0 65.8418
77200.8 53.6733
77201.6 35.4603
77202.3 24.3428
77203.0 17.8232
77203.8 13.9372
77204.5 11.5299
77205.9 8.80962
77207.4 7.44122
77210.3 6.16852
77213.2 5.62030
77219.0 5.16518
77224.8 4.98329
77236.5 4.83565
77248.1 4.77332
77271.3 4.71239
77294.6 4.67598
77387.6 4.57482
77480.5 4.48868
77573.5 4.40753
77945.5 4.11367
78689.4 3.63170
80177.2 2.93553
81665.0 2.44602
82409.0 2.24871
82780.9 2.15937
82966.9 2.12016
83059.9 2.11755
83083.1 2.13226
83106.4 2.18391
83118.0 2.25915
83129.6 2.46692
83135.4 2.73721
83138.3 2.99006
83141.2 3.41504
83144.2 4.21464
83145.6 4.90084
83147.1 5.96398
83148.5 7.74096
83150.0 10.9340
83150.7 13.5676
83151.4 17.3396
83152.1 23.0152
83152.9 31.3354
83153.9 49.0155
83155.0 60.9852
83156.1 49.3563
83157.1 31.7255
83158.1 20.9067
83159.1 14.6226
83160.1 10.8865
83161.1 8.55064
83163.1 5.95775
83165.1 4.64753
83167.1 3.90098
83169.1 3.43720
83173.1 2.91600
83181.1 2.48679
83189.1 2.31737
83205.2 2.18397
83221.2 2.13163
83253.2 2.08757
83285.2 2.06676
83413.2 2.02458
83669.3 1.96639
84181.4 1.86267
85205.7 1.67572
87254.3 1.35582
89302.9 1.08087
90327.2 0.952366
90839.4 0.888620
91095.4 0.857145
91223.5 0.848240
91255.5 0.853862
91287.5 0.880185
91303.5 0.922018
91319.5 1.04222
91327.5 1.20082
91335.5 1.59714
91339.5 2.05591
91343.5 3.03219
91345.5 3.97780
91347.5 5.60600
91349.5 8.63516
91351.5 14.5521
91353.3 23.0022
91355.0 28.7140
91356.8 23.2731
91358.5 14.9922
91360.3 9.61965
91362.0 6.60946
91363.8 4.86081
91365.5 3.78421
91369.0 2.60181
91372.5 2.01160
91379.5 1.46658
91386.5 1.23061
91400.6 1.03328
91414.6 0.953073
91442.6 0.886840
91470.7 0.858646
91526.7 0.831873
91582.8 0.816993
91807.1 0.780099
92255.7 0.721531
93152.8 0.607668
94947.1 0.359318
95844.3 0.214591
96292.8 0.136975
96741.4 0.0619484
96965.7 0.0309805
97190.0 0.0121198
97302.1 0.0110460
97414.3 0.0190575
97526.4 0.0404385
97638.6 0.0817316
97750.7 0.153178
97862.8 0.271232
97975.0 0.463288
98087.1 0.776532
98199.3 1.29598
98311.4 2.18117
98423.6 3.74341
98535.7 6.59047
98605.0 9.43224
98674.4 13.4185
98813.0 23.6777
98882.3 26.8929
98951.7 26.6746
99090.3 20.0220
99204.0 14.6067
99317.7 10.8749
99431.4 8.41414
99545.2 6.75531
99772.6 4.75336
100000 3.63535
100260 2.86189
100520 2.36449
101040 1.76752
101559 1.42153
102079 1.19335
103118 0.903448
103638 0.802504
103898 0.758865
104028 0.740580
104093 0.743640
104125 0.795831
104134 0.852234
104142 1.00358
104146 1.19672
104150 1.64307
104152 2.16124
104154 3.15614
104156 5.49266
104157 7.91360
104158 12.3569
104159 19.2690
104160 24.2508
104161 19.4909
104162 12.6466
104163 9.22338
104164 7.05197
104165 4.51190
104167 3.13842
104168 2.42508
104171 1.67801
104174 1.34184
104179 1.04098
104185 0.916338
104196 0.815057
104208 0.774561
104253 0.725873
104345 0.700061
104527 0.671024
104892 0.623405
105622 0.542089
107081 0.412270
110000 0.226949
112920 0.100581
114379 0.0564228
115109 0.0417328
115292 0.0410782
115474 0.0468488
115565 0.0583560
115657 0.0936947
115702 0.142503
115725 0.189788
115748 0.272466
115771 0.435801
115782 0.584198
115793 0.827503
115805 1.26486
115811 1.62550
115816 2.16099
115822 2.99742
115828 4.38473
115833 6.83743
115839 11.3290
115845 18.2151
115850 22.9234
115856 18.4207
115861 11.5385
115865 8.15468
115869 5.90859
115873 4.41739
115877 3.42445
115884 2.18851
115892 1.51894
115900 1.11122
115908 0.852006
115923 0.549659
115938 0.386375
115954 0.289476
115985 0.183871
116016 0.130630
116047 0.0999253
116108 0.0673717
116232 0.0414866
116356 0.0308565
116603 0.0211309
116850 0.0161750
117345 0.0110165
117839 0.00938800
118334 0.0107622
118829 0.0156296
119076 0.0202028
119323 0.0288736
119447 0.0383989
119571 0.0625705
119632 0.0945251
119663 0.125492
119694 0.180288
119725 0.291027
119741 0.394561
119756 0.567565
119772 0.892413
119779 1.16859
119787 1.59295
119795 2.29887
119802 3.53753
119810 5.94660
119814 8.03076
119818 10.9620
119824 17.6528
119830 22.2142
119836 17.8948
119842 11.2732
119849 6.69731
119856 4.28712
119862 2.93903
119869 2.13132
119875 1.60943
119882 1.26440
119895 0.845060
119909 0.609164
119922 0.465619
119948 0.305814
119975 0.223342
120001 0.175509
120054 0.125339
120160 0.0884151
120266 0.0776209
120372 0.0771898
120478 0.0874644
120531 0.101656
120584 0.133395
120610 0.165719
120636 0.226108
120663 0.374882
120676 0.610720
120683 1.05478
120686 1.99880
120688 3.99977
120689 7.00812
120689 10.2994
120689 17.3472
120690 26.6983
120690 31.2148
120691 13.7488
120691 5.41586
120692 2.31831
120693 0.743963
120695 0.249505
120700 0.270904
120708 0.504425
120717 0.793892
120726 1.23323
120735 2.01445
120740 2.67389
120744 3.64393
120749 5.22244
120753 7.83987
120757 12.5654
120762 21.4161
120766 34.9243
120770 43.6154
120774 34.8727
120778 22.2171
120781 16.1410
120784 12.1148
120789 7.37566
120795 4.91789
120800 3.51471
120806 2.63386
120811 2.06586
120822 1.38782
120833 1.01116
120843 0.783751
120865 0.530749
120887 0.399355
120908 0.322414
120952 0.240250
120995 0.199382
121038 0.176426
121125 0.153668
121299 0.141173
121472 0.142917
122165 0.186972
122859 0.260516
123552 0.363754
124246 0.506443
124940 0.705420
125633 0.990102
125980 1.18435
126067 1.24315
126153 1.31125
126240 1.40832
126262 1.45136
126283 1.53103
126294 1.61694
126305 1.81439
126310 2.04235
126316 2.54968
126318 3.07579
126321 4.06475
126324 6.18659
126325 8.27924
126327 11.4551
126328 17.6321
126330 21.6615
126332 17.8541
126333 11.7173
126335 8.33563
126336 6.28834
126338 4.92110
126339 4.09738
126342 3.11403
126345 2.60475
126351 2.12968
126357 1.92896
126368 1.78074
126380 1.74602
126403 1.78898
126426 1.92819
126449 2.21875
126461 2.48243
126473 2.91317
126484 3.68595
126490 4.32351
126496 5.27187
126502 6.75813
126507 9.23644
126513 13.6536
126519 21.8314
126525 34.2236
126530 42.7199
126536 34.6619
126541 22.3109
126545 15.9831
126549 11.9515
126553 9.24480
126557 7.46870
126565 5.31746
126573 4.15442
126582 3.46394
126590 3.02401
126606 2.52297
126622 2.26009
126638 2.10941
126670 1.96003
126703 1.89953
126735 1.87791
126800 1.88531
126929 1.97491
127058 2.10239
127576 2.80823
128093 3.87041
128610 5.49620
129390 9.84827
130170 17.2096
130560 20.2183
130950 20.1628
131730 12.8000
132229 8.40705
132727 5.51277
133226 3.68983
133725 2.52469
134223 1.75817
134722 1.24615
135221 0.951637
135345 0.949632
135470 1.06674
135532 1.25886
135595 1.73541
135626 2.25041
135657 3.22764
135672 4.06624
135688 5.33398
135704 7.30765
135719 10.3679
135740 16.3374
135760 20.3928
135781 16.5276
135801 10.6099
135817 7.35398
135834 5.31332
135850 4.01485
135867 3.15923
135899 2.15595
135932 1.61846
135998 1.08955
136063 0.841045
136195 0.606357
136326 0.488540
136588 0.354736
136851 0.269536
137376 0.156078
137901 0.0847182
138163 0.0602225
138425 0.0420096
138688 0.0295094
138950 0.0223409
139213 0.0202348
139475 0.0230327
139738 0.0306645
140000 0.0431456
140375 0.0697053
140750 0.106968
141500 0.217922
142250 0.389817
143000 0.648441
143750 1.04147
144500 1.66071
145250 2.69468
146000 4.55678
146385 6.09958
146770 8.27387
147540 14.7989
147925 17.7082
148310 17.8735
149080 11.0483
149748 5.91171
150082 4.32363
150249 3.71648
150333 3.47298
150353 3.43470
150374 3.43986
150385 3.49524
150395 3.67499
150400 3.90251
150406 4.41042
150408 4.92126
150411 5.83554
150413 7.63992
150415 9.20194
150416 11.6646
150418 16.6229
150420 20.2212
150422 16.7859
150424 11.7421
150426 8.03588
150428 6.19121
150431 5.18045
150433 4.58298
150437 3.94143
150442 3.63701
150451 3.35192
150459 3.22168
150477 3.08903
150495 3.00992
150566 2.79676
150707 2.46166
150991 1.92345
151557 1.18750
152124 0.738039
152407 0.595247
152478 0.576408
152549 0.584750
152584 0.621451
152619 0.738724
152637 0.891625
152655 1.25442
152664 1.65134
152673 2.42322
152677 3.12930
152681 4.22434
152686 6.03381
152690 9.07601
152695 14.2377
152700 17.7872
152705 14.4348
152710 9.21252
152714 6.49354
152717 4.73460
152721 3.59439
152725 2.85061
152732 1.95093
152739 1.46537
152754 0.989950
152768 0.777009
152798 0.593359
152827 0.517164
152886 0.455488
152944 0.439607
153003 0.461964
153032 0.499527
153061 0.576287
153091 0.743109
153105 0.903350
153120 1.17374
153135 1.68424
153142 2.11871
153149 2.78621
153157 3.87735
153164 5.80615
153171 9.54620
153175 12.7780
153178 17.3140
153184 27.7385
153190 34.9472
153196 28.2013
153202 17.7769
153206 12.8589
153209 9.59053
153217 5.79737
153225 3.84635
153232 2.76628
153240 2.09832
153248 1.66870
153263 1.15858
153278 0.880891
153293 0.712564
153324 0.525992
153355 0.427612
153385 0.367908
153446 0.298686
153569 0.229948
153691 0.190289
153935 0.137718
154180 0.100965
154424 0.0735675
154669 0.0532421
154914 0.0387324
155158 0.0292330
155403 0.0241459
155647 0.0230400
155892 0.0256136
156136 0.0317238
156381 0.0415350
156625 0.0561622
156870 0.0834178
156931 0.0983289
156992 0.128875
157023 0.162969
157053 0.242923
157069 0.337582
157084 0.559699
157092 0.812029
157099 1.34128
157103 1.86060
157107 2.77971
157111 4.58394
157113 6.14543
157114 8.43849
157117 13.2869
157120 16.6538
157123 13.3668
157126 8.24769
157128 5.62818
157130 4.01481
157134 2.22136
157138 1.37968
157142 0.933964
157150 0.511688
157158 0.329478
157175 0.184178
157191 0.131614
157224 0.0965388
157257 0.0876041
157388 0.0915421
157650 0.118072
158173 0.189427
158435 0.247253
158697 0.359215
158828 0.480542
158894 0.585917
158959 0.755306
159025 1.05831
159090 1.68424
159123 2.27921
159156 3.28340
159188 5.11216
159221 8.59651
159251 13.6819
159280 17.1882
159310 13.9364
159339 8.87859
159360 6.39642
159380 4.73644
159422 2.87381
159463 1.95624
159504 1.45258
159587 0.958190
159670 0.737909
159835 0.561606
160000 0.503973
160560 0.504553
