Ca-40(n,tot) ENDF/B-VII.1
52577.2 5.22219
52578.4 4.17278
52579.6 3.47223
52582.1 2.62949
52584.5 2.16374
52587.0 1.88050
52591.9 1.56886
52596.8 1.41054
52601.8 1.31934
52611.6 1.22374
52631.3 1.15109
52651.0 1.12422
52690.3 1.10391
52729.7 1.09611
52887.2 1.08604
53202.1 1.07801
53831.9 1.06519
55091.6 1.04067
57611.0 0.992879
60130.5 0.946318
61390.2 0.923418
62020.0 0.912051
62334.9 0.906388
62492.4 0.903570
62571.1 0.902193
62610.5 0.901629
62630.2 0.901832
62640.0 0.903834
62644.9 0.912133
62647.4 0.943295
62648.6 1.05148
62649.2 1.38495
62649.6 2.19459
62649.7 3.49682
62649.9 7.56801
62650.0 14.2348
62650.1 7.56670
62650.3 3.23656
62650.5 1.96775
62650.9 1.28148
62651.6 1.01723
62653.0 0.932979
62655.8 0.909121
62661.5 0.902696
62672.9 0.900865
62695.6 0.900047
62741.1 0.899130
62832.0 0.897476
63013.8 0.894215
63377.5 0.887715
64104.9 0.874757
64832.3 0.861850
65195.9 0.855416
65377.8 0.852214
65468.7 0.850655
65514.2 0.850040
65536.9 0.850377
65548.3 0.853045
65553.9 0.863759
65556.8 0.902233
65558.2 1.02486
65558.9 1.34246
65559.3 1.94963
65559.6 4.24162
65559.9 7.62187
65560.2 4.22888
65560.5 2.14635
65560.8 1.47419
65561.4 1.08189
65562.6 0.921789
65565.0 0.869249
65569.7 0.854195
65579.3 0.850020
65598.4 0.848649
65636.6 0.847713
65713.0 0.846299
65865.8 0.843586
66171.4 0.838194
66782.5 0.827433
68004.9 0.805956
70449.6 0.763036
75339.1 0.675653
80228.5 0.579604
82673.3 0.521381
83895.6 0.486259
84506.8 0.467054
84812.4 0.459445
84965.2 0.462806
85041.6 0.484673
85060.7 0.504815
85079.8 0.555326
85089.3 0.617690
85098.9 0.772243
85103.7 0.959241
85108.4 1.39985
85110.8 1.89510
85113.2 2.92909
85114.4 3.93802
85115.6 5.67567
85116.8 8.96805
85117.4 11.7394
85118.0 15.6424
85118.9 24.3453
85119.9 29.8575
85120.9 23.5523
85121.8 14.6531
85122.6 9.81790
85123.4 6.85897
85124.2 5.01468
85124.9 3.82215
85126.5 2.45896
85128.1 1.75495
85131.2 1.09886
85134.3 0.820478
85140.6 0.598546
85146.8 0.516858
85159.3 0.459432
85171.8 0.441066
85221.8 0.427141
85321.7 0.424204
85521.5 0.417742
85921.3 0.399598
86321.0 0.377623
86720.7 0.352273
87120.5 0.324291
87520.2 0.299017
87720.0 0.294401
87919.9 0.308535
88119.8 0.376044
88219.7 0.459813
88269.7 0.526820
88294.6 0.569915
88307.1 0.595555
88313.4 0.613802
88316.5 0.639558
88318.1 0.704912
88318.8 0.873011
88319.6 2.66495
88319.9 4.70899
88320.2 2.66464
88321.0 0.876970
88321.7 0.712612
88323.3 0.654356
88326.4 0.642523
88332.7 0.652032
88345.1 0.682209
88370.1 0.754161
88420.0 0.946089
88470.0 1.23138
88519.9 1.67037
88569.8 2.37714
88619.8 3.58450
88669.7 5.81246
88694.7 7.65291
88707.1 8.86529
88713.4 9.57116
88716.5 9.97332
88718.1 10.2540
88718.8 10.5831
88719.2 11.0836
88719.6 13.0375
88719.9 15.7788
88720.2 13.1094
88720.9 10.9099
88721.6 10.7358
88723.0 10.8211
88725.7 11.1775
88731.3 12.0013
88742.4 13.9038
88764.7 18.8832
88827.7 40.7714
88839.9 44.2281
88869.9 48.4316
88899.9 47.5132
88915.1 44.4197
88972.1 25.9153
89015.2 16.6513
89058.3 11.4952
89101.3 8.48962
89144.4 6.60949
89187.5 5.35782
89230.6 4.48119
89316.7 3.35925
89402.9 2.68842
89489.0 2.25100
89661.4 1.72566
89833.7 1.42752
90006.0 1.23806
90350.6 1.01334
90695.2 0.885208
91039.8 0.802196
91729.1 0.699599
92418.3 0.636731
93107.6 0.592555
94486.1 0.530762
97243.0 0.448663
98621.5 0.415692
100000 0.384772
100646 0.371365
100807 0.369412
100968 0.371916
101049 0.379988
101130 0.408650
101170 0.451349
101190 0.494253
101210 0.570814
101231 0.727093
101241 0.872419
101251 1.11233
101261 1.55726
101266 1.93653
101271 2.49922
101276 3.41847
101281 4.96161
101286 7.79322
101291 13.2315
101296 21.1988
101300 26.7004
101305 21.6246
101309 13.7647
101314 8.20084
101319 5.33277
101324 3.74518
101329 2.80012
101334 2.19924
101339 1.79579
101349 1.30651
101359 1.03303
101369 0.864840
101389 0.676886
101409 0.579243
101429 0.521719
101469 0.459452
101509 0.427664
101549 0.408879
101629 0.388002
101789 0.369292
101949 0.359842
102269 0.348261
102589 0.339732
103229 0.325259
103870 0.311975
106430 0.261865
111551 0.164975
116672 0.0748731
119233 0.0432501
120513 0.0376113
121153 0.0400715
121473 0.0473874
121553 0.0540737
121633 0.0727668
121673 0.0985394
121713 0.169439
121733 0.262446
121753 0.498661
121763 0.780123
121768 1.02452
121773 1.40637
121778 2.04579
121783 3.21694
121785 4.18749
121788 5.61341
121790 7.75793
121793 10.9809
121797 17.6855
121800 22.0561
121804 17.7214
121807 11.1201
121811 6.63398
121815 4.28077
121819 2.95231
121823 2.15085
121826 1.63665
121830 1.28931
121838 0.865851
121845 0.628289
121853 0.482073
121868 0.318966
121899 0.185565
121929 0.133255
121990 0.0928329
122051 0.0779644
122172 0.0678578
122294 0.0656587
122780 0.0739199
123754 0.118769
124727 0.204824
125213 0.271388
125457 0.312828
125578 0.335981
125639 0.348281
125669 0.354829
125685 0.358996
125692 0.364278
125696 0.378383
125698 0.422948
125699 0.562361
125700 2.30769
125700 4.25085
125700 2.30406
125701 0.561212
125702 0.428843
125704 0.380500
125708 0.367585
125715 0.365438
125730 0.367670
125760 0.373929
125819 0.387231
125938 0.415432
126175 0.478539
126650 0.637298
127125 0.853923
127362 0.991337
127481 1.06900
127541 1.11044
127570 1.13206
127585 1.14391
127592 1.15334
127596 1.17084
127598 1.22760
127599 1.39643
127599 1.91909
127600 5.46074
127600 9.73719
127600 5.42986
127601 1.59924
127601 1.30473
127603 1.19928
127605 1.16861
127610 1.16386
127620 1.16922
127640 1.18378
127680 1.21448
127760 1.27888
127919 1.41950
128238 1.75589
128875 2.73746
129513 4.38618
130150 7.17875
130975 13.1320
131800 18.4843
132149 18.5399
132324 18.0070
132411 17.6355
132454 17.4469
132476 17.4208
132487 17.6462
132490 17.8790
132493 18.3957
132495 19.8895
132497 21.9472
132498 26.3382
132499 31.7421
132500 35.5907
132501 31.8671
132502 26.4384
132503 23.0399
132504 21.1177
132506 19.1629
132509 17.9409
132513 17.5466
132517 17.3650
132532 17.0985
132561 16.8782
132621 16.5217
132739 15.7996
132976 14.2926
133450 11.4272
134072 8.49352
134694 6.46714
135316 5.07751
135937 4.10213
137181 2.86960
138425 2.14860
139668 1.68560
140912 1.36647
142156 1.13507
142777 1.04314
143088 1.00244
143244 0.983534
143321 0.975868
143360 0.980132
143380 1.01729
143389 1.16902
143394 1.69292
143397 3.09039
143398 5.79112
143399 9.25173
143399 16.7205
143400 27.4224
143400 32.7871
143401 25.4146
143401 17.0327
143402 9.52711
143402 6.44165
143403 3.52332
143405 1.90929
143410 1.27167
143418 1.05749
143436 0.990915
143470 0.968114
143539 0.954923
143677 0.939188
143954 0.914931
144507 0.897660
144783 0.929257
144921 0.973353
145059 1.06015
145198 1.24140
145267 1.40748
145336 1.67632
145405 2.14385
145474 3.04106
145509 3.81854
145543 5.00353
145578 6.87468
145612 9.85099
145656 15.5305
145700 19.4609
145744 15.8357
145788 10.2348
145834 6.48716
145880 4.43738
145927 3.27014
145973 2.56354
146019 2.10656
146065 1.79654
146157 1.41396
146250 1.19512
146342 1.05705
146526 0.895849
146711 0.805099
146895 0.746078
147265 0.670370
148003 0.580620
148741 0.518271
150218 0.421211
150956 0.380083
151325 0.364319
151417 0.364501
151509 0.375345
151556 0.395768
151602 0.458486
151625 0.545784
151648 0.777404
151659 1.07036
151665 1.33612
151671 1.76078
151677 2.52782
151682 4.03548
151685 5.42797
151688 7.67985
151691 11.5147
151694 17.8849
151697 28.6808
151700 35.6719
151703 28.6428
151706 18.3002
151709 11.2328
151713 7.35525
151716 5.15603
151719 3.85942
151722 2.99444
151725 2.41075
151732 1.70833
151738 1.30714
151744 1.06392
151757 0.789608
151782 0.564419
151808 0.475335
151858 0.403881
151909 0.374953
152011 0.349408
152112 0.336537
152315 0.320492
152518 0.308406
153329 0.268722
154953 0.200428
156576 0.140393
157387 0.113278
157793 0.100148
157996 0.0929655
158097 0.0882867
158148 0.0860011
158174 0.0936334
158186 0.144440
158193 0.342088
158196 0.929641
158197 2.15239
158198 3.81997
158199 7.52519
158200 15.5434
158201 8.10791
158202 4.66433
158203 2.89040
158204 1.42181
158207 0.618444
158212 0.274368
158223 0.154172
158245 0.112912
158288 0.0973671
158376 0.0894928
158550 0.0825846
158899 0.0729426
159597 0.0581656
160295 0.0504643
160470 0.0514632
160644 0.0575477
160731 0.0669803
160819 0.0936272
160862 0.129469
160906 0.225296
160928 0.348666
160939 0.463904
160949 0.659247
160960 1.02972
160966 1.35699
160971 1.86347
160977 2.74142
160982 4.36205
160985 5.80044
160988 7.90719
160990 11.1876
160993 16.3238
160997 26.1296
161000 32.6699
161004 26.0758
161007 16.2587
161011 9.61148
161015 6.07722
161018 4.11862
161022 2.95433
161026 2.21620
161030 1.72250
161037 1.12764
161045 0.798523
161053 0.598336
161068 0.378215
161098 0.202461
161129 0.135568
161189 0.0854380
161250 0.0675029
161372 0.0551819
161493 0.0518492
161737 0.0524581
161980 0.0571296
162466 0.0749983
162952 0.105874
163438 0.154752
163925 0.229791
164411 0.344084
164654 0.423089
164776 0.475898
164837 0.535017
164852 0.578033
164867 0.686304
164875 0.823549
164882 1.16729
164886 1.57433
164890 2.47644
164892 3.39442
164894 5.06932
164895 8.47315
164896 11.3024
164897 15.5993
164899 24.7042
164900 31.0894
164901 25.0351
164903 16.0116
164904 10.9668
164905 7.65949
164908 4.32799
164910 2.85247
164912 2.09124
164917 1.37643
164922 1.06468
164932 0.807053
164941 0.706877
164960 0.633296
164980 0.610610
165056 0.614368
165210 0.688727
165517 0.897217
166131 1.57285
166439 2.11362
166746 2.87077
167053 3.93867
167360 5.43514
167980 10.0278
168600 14.2159
169220 12.7123
169840 8.79901
170400 6.16829
170959 4.48545
171519 3.40435
172079 2.68157
173198 1.80898
174317 1.31775
175437 1.00833
176556 0.796748
177676 0.642723
178235 0.580579
178515 0.555937
178655 0.563127
178690 0.582841
178725 0.645341
178742 0.732494
178760 0.963502
178769 1.25180
178777 1.91563
178782 2.63676
178786 4.00043
178788 5.22304
178791 7.13234
178793 10.2350
178795 15.0703
178797 23.9504
178800 30.0413
178803 24.2799
178805 15.4820
178807 11.3818
178809 8.44816
178811 6.47998
178812 5.19318
178816 3.55320
178819 2.63680
178826 1.71637
178833 1.29006
178847 0.917930
178861 0.765681
178889 0.641495
178918 0.591651
178974 0.549643
179030 0.530421
179255 0.495373
179704 0.454138
180603 0.388710
182400 0.286721
184197 0.209840
185096 0.179162
185546 0.168820
185770 0.177686
185826 0.191841
185883 0.233671
185911 0.291018
185939 0.444936
185953 0.643240
185967 1.13271
185974 1.70440
185981 2.95206
185984 4.20371
185988 6.45680
185990 8.35784
185991 10.9588
185993 15.0399
185995 20.8537
185997 33.1928
186000 41.5403
186003 33.1781
186005 20.7968
186007 15.0243
186009 11.1304
186012 6.62407
186015 4.33730
186019 3.05558
186026 1.75604
186033 1.16808
186046 0.658660
186060 0.453776
186087 0.291266
186115 0.229906
186169 0.182940
186224 0.164966
186443 0.142627
186880 0.126922
187755 0.104961
189504 0.0712074
191253 0.0485901
193003 0.0375748
194752 0.0398575
196501 0.0584770
198251 0.0983285
200000 0.167114
201457 0.255098
202913 0.382473
204370 0.566151
205826 0.833030
207283 1.22743
208740 1.82528
209468 2.23969
210196 2.76675
210560 3.08966
210925 3.48092
211107 3.73205
211198 3.89100
211289 4.09742
211380 4.40845
211425 4.64803
211471 5.00521
211516 5.59866
211562 6.73692
211585 7.75707
211607 9.38601
211630 12.1659
211653 16.9976
211676 24.7667
211700 30.0141
211724 24.9744
211747 17.3072
211764 13.5427
211781 11.0559
211797 9.40405
211814 8.28257
211847 6.93953
211880 6.22091
211913 5.80671
211947 5.55612
212013 5.30410
212079 5.21393
212146 5.20041
212279 5.28043
212544 5.60981
212810 6.03114
213653 7.66385
214074 8.59471
214285 9.08222
214391 9.35382
214417 9.44288
214443 9.57667
214456 9.69959
214470 9.95616
214476 10.2396
214483 10.8547
214486 11.4854
214489 12.6671
214493 15.2091
214494 17.5271
214496 21.4001
214498 28.1792
214500 32.8231
214502 27.8428
214504 20.9640
214506 16.6418
214508 14.2627
214512 11.9317
214516 10.9618
214520 10.4844
214528 10.0621
214535 9.89560
214551 9.78478
214567 9.76553
214629 9.85296
214754 10.1180
215003 10.6480
215502 11.5645
216500 12.3284
218345 9.49843
220190 5.55995
220985 4.36191
221184 4.13104
221382 3.95790
221482 3.92257
221532 3.93623
221581 3.99385
221631 4.14567
221656 4.29676
221681 4.55097
221705 5.01736
221718 5.40408
221730 5.98316
221743 6.90084
221755 8.46287
221767 11.3503
221774 13.7029
221780 16.9729
221790 24.1274
221800 28.0555
221810 22.1013
221820 14.4273
221828 10.5092
221836 8.13158
221844 6.65036
221852 5.69491
221868 4.60953
221884 4.05512
221899 3.74011
221915 3.54583
221947 3.32912
221978 3.21555
222010 3.14689
222073 3.06600
222137 3.01822
222200 2.98841
222326 2.97837
222453 3.08007
222579 3.47990
222642 3.98197
222706 5.01766
222737 5.95354
222769 7.42753
222800 9.83051
222832 13.7866
222871 21.3418
222910 26.9761
222949 22.6943
222988 15.4740
223015 11.9592
223041 9.63998
223055 8.87531
223068 8.47341
223075 8.53965
223081 9.05985
223085 9.73361
223088 10.9831
223091 13.4738
223093 15.6715
223095 18.6945
223097 25.5738
223100 29.6195
223103 24.5532
223105 17.2482
223108 12.5062
223111 9.90803
223114 8.46146
223117 7.60927
223122 6.63162
223128 6.09790
223140 5.49778
223151 5.12925
223174 4.62934
223197 4.27300
223220 3.99240
223242 3.76477
223288 3.41403
223379 2.95688
223471 2.66988
223653 2.31821
223836 2.09731
224201 1.80499
224566 1.59965
226028 1.11661
226758 1.00711
227489 1.01092
227854 1.10754
228219 1.40230
228402 1.76035
228585 2.53680
228676 3.30182
228767 4.64190
228859 7.20927
228950 12.4592
229025 19.7196
229100 24.6519
229175 19.7486
229250 12.5189
229332 7.65758
229414 5.10154
229496 3.69463
229578 2.86229
229742 1.98739
229906 1.57089
230234 1.21525
230562 1.08816
231218 1.04536
231874 1.11044
233185 1.39522
233841 1.59913
234169 1.71752
234333 1.78671
234415 1.84569
234456 1.96044
234466 2.05872
234477 2.30108
234482 2.59140
234487 3.25500
234489 3.97884
234492 5.32359
234495 8.48216
234496 11.6584
234497 16.6955
234499 25.4395
234500 31.5292
234502 25.4162
234503 16.6679
234505 9.72575
234507 6.53453
234509 4.83489
234511 3.93546
234515 3.00668
234519 2.58129
234526 2.21869
234534 2.07556
234565 1.92851
234627 1.90982
234752 1.95049
235000 2.05648
235437 2.26210
235874 2.48773
236748 2.99973
238495 4.27485
240242 5.86110
241116 6.73593
241553 7.18496
241771 7.42847
241826 7.50809
241881 7.63331
241908 7.75510
241935 8.02523
241949 8.33086
241962 8.98691
241969 9.65513
241976 10.8433
241983 13.2095
241986 15.2729
241990 18.3110
241995 25.0187
242000 29.5701
242005 25.3733
242010 18.9339
242016 14.2585
242022 11.8500
242028 10.5058
242034 9.72614
242045 8.89781
242057 8.50163
242081 8.15729
242104 8.02454
242151 7.94191
242197 7.93691
242291 7.98916
242384 8.06629
242758 8.41804
243505 9.11825
245000 10.2929
247500 11.2122
250000 10.8278
255000 8.37694
255497 8.12172
255746 8.00473
255870 7.97949
255902 8.00080
255933 8.08385
255948 8.20339
255964 8.51285
255972 8.88746
255979 9.71376
255983 10.5733
255987 12.1700
255991 15.5172
255993 18.4924
255995 23.1287
255997 32.3881
256000 38.3646
256003 32.3536
256005 23.0842
256007 18.8413
256009 16.0005
256012 12.6866
256016 10.9904
256019 10.0340
256026 9.06741
256033 8.61809
256046 8.22503
256060 8.06316
256087 7.92729
256114 7.86772
256224 7.76670
256442 7.64662
256879 7.43141
257752 7.02216
259500 6.27162
262994 5.02580
266488 4.05753
268235 3.65086
269109 3.46284
269327 3.41876
269546 3.38107
269655 3.37183
269764 3.39154
269819 3.44065
269873 3.59297
269901 3.79201
269914 3.97310
269928 4.26285
269942 4.76942
269955 5.73217
269962 6.56132
269969 7.82278
269976 9.80310
269982 12.9311
269991 19.0603
270000 23.3393
270009 19.5919
270018 13.6844
270023 11.0629
270029 9.20025
270039 6.95886
270050 5.75744
270061 5.05637
270071 4.61243
270082 4.31940
270104 3.96443
270125 3.76400
270146 3.63971
270189 3.49622
270275 3.36667
270361 3.30401
270532 3.23293
270704 3.18450
271047 3.10651
271390 3.03718
272763 2.78537
275507 2.33217
278252 1.91359
279624 1.70895
280311 1.60659
280654 1.55672
280825 1.53756
280911 1.54913
280954 1.62936
280975 1.90896
280986 2.69115
280991 4.35234
280994 6.72822
280997 12.4584
280998 18.8897
281000 23.3172
281002 18.8068
281003 12.3556
281006 7.35687
281008 4.93375
281012 3.02567
281021 2.02817
281038 1.65101
281074 1.53028
281144 1.48843
281284 1.45918
281564 1.41407
282125 1.32560
283248 1.14204
284370 0.944680
285492 0.727226
286614 0.484052
287736 0.225483
288297 0.118097
288577 0.0878572
288718 0.0841139
288858 0.0915555
288998 0.114092
289138 0.157004
289279 0.227719
289419 0.336643
289559 0.500172
289699 0.750044
289770 0.935410
289840 1.22360
289875 1.47399
289910 1.94974
289927 2.41823
289945 3.29310
289954 4.06120
289962 5.24706
289971 7.21188
289980 10.4527
289990 16.2151
290000 20.2714
290010 16.8544
290020 11.3841
290030 7.82788
290040 5.80419
290050 4.63151
290060 3.92466
290079 3.17440
290099 2.83859
290127 2.65356
290155 2.62488
290212 2.76399
290324 3.36200
290550 5.18271
291000 9.58988
291225 10.7110
291451 10.6504
291901 8.79033
292410 6.66931
292918 5.24303
293172 4.73925
293426 4.36046
293553 4.23840
293681 4.22486
293744 4.32225
293808 4.60945
293839 4.91097
293871 5.43163
293903 6.36550
293935 8.05889
293967 10.8534
294000 12.8407
294033 11.1180
294065 8.35236
294095 6.65928
294124 5.63084
294154 4.99278
294183 4.57585
294242 4.07996
294301 3.79895
294419 3.48363
294537 3.29659
294773 3.05448
295009 2.88955
295245 2.77958
295363 2.75287
295481 2.76197
295599 2.84794
295658 2.95401
295717 3.15122
295776 3.54064
295806 3.88146
295835 4.41068
295865 5.28205
295894 6.82949
295924 9.83712
295939 12.3838
295953 16.0485
295977 24.3232
296000 29.8566
296023 24.3240
296047 16.0409
296062 12.2003
296078 9.59343
