Ti-47(n,g) ENDF/B-VII.1
19114.4 0.551286
19121.4 0.354266
19128.4 0.245163
19135.5 0.179280
19142.5 0.136722
19156.5 0.0871623
19170.6 0.0606164
19184.7 0.0448024
19212.8 0.0277332
19240.9 0.0192065
19269.0 0.0143481
19325.2 0.00929884
19381.5 0.00685933
19437.7 0.00549452
19550.2 0.00409978
19775.1 0.00310238
20000.0 0.00285682
20309.5 0.00312609
20464.3 0.00360357
20619.1 0.00455744
20773.8 0.00662347
20851.2 0.00863476
20928.6 0.0121641
21006.0 0.0191892
21044.7 0.0256374
21083.3 0.0363461
21102.7 0.0445612
21122.0 0.0560055
21141.4 0.0725970
21160.7 0.0978088
21180.1 0.138535
21189.7 0.168737
21199.4 0.209345
21209.1 0.265239
21218.8 0.343637
21228.4 0.455279
21238.1 0.613333
21254.1 0.979039
21270.0 1.22150
21286.0 0.975936
21302.0 0.609607
21311.8 0.450474
21321.6 0.338738
21341.2 0.205331
21360.8 0.135394
21380.5 0.0953558
21400.1 0.0706282
21419.7 0.0543981
21458.9 0.0352028
21498.1 0.0247680
21537.3 0.0184964
21615.8 0.0116744
21694.2 0.00825463
21772.7 0.00632413
21851.1 0.00524965
21890.3 0.00537641
21909.9 0.00740242
21919.8 0.0157299
21924.7 0.0459175
21927.1 0.143680
21928.3 0.406308
21928.9 0.914105
21929.3 1.58814
21929.6 3.08508
21929.8 4.93473
21930.0 6.15904
21930.2 4.93476
21930.4 3.07814
21930.8 1.55721
21931.1 0.899660
21931.7 0.393131
21933.0 0.138175
21935.5 0.0438963
21940.5 0.0149829
21950.6 0.00690986
21970.7 0.00465571
22011.0 0.00385508
22091.6 0.00331185
22252.7 0.00275825
22575.0 0.00228640
22897.3 0.00217047
23058.5 0.00221447
23139.1 0.00235253
23179.4 0.00281478
23199.5 0.00456548
23209.6 0.0112409
23214.6 0.0357881
23217.1 0.118858
23218.4 0.358649
23219.0 0.885051
23219.3 1.65238
23219.6 3.69102
23219.8 5.93665
23220.0 7.37992
23220.2 5.93666
23220.4 3.69106
23220.6 1.85631
23220.9 1.06445
23221.4 0.459484
23222.5 0.159911
23224.6 0.0488092
23228.8 0.0149484
23237.2 0.00556653
23254.1 0.00310976
23287.8 0.00250085
23355.2 0.00239808
23490.1 0.00252662
23625.0 0.00281539
23692.4 0.00306307
23726.2 0.00326218
23743.0 0.00351210
23751.5 0.00417626
23755.7 0.00658161
23757.8 0.0155430
23758.8 0.0468235
23759.4 0.145233
23759.6 0.383155
23759.8 0.791371
23759.9 2.19620
23760.0 4.38902
23760.1 2.19621
23760.3 0.582400
23760.5 0.249368
23760.8 0.0868809
23761.6 0.0279528
23763.0 0.0100476
23765.9 0.00516931
23771.7 0.00393019
23783.3 0.00369122
23806.5 0.00381147
23852.9 0.00434389
23899.2 0.00522482
23945.6 0.00678817
23992.0 0.0100028
24015.2 0.0130841
24038.4 0.0184702
24061.6 0.0292171
24073.1 0.0391266
24084.7 0.0556878
24096.3 0.0864395
24102.1 0.112681
24107.9 0.152954
24113.7 0.219122
24119.5 0.336692
24125.3 0.567878
24128.2 0.766851
24131.1 1.05532
24135.6 1.68665
24140.0 2.10674
24144.5 1.68556
24148.9 1.05462
24154.0 0.610194
24159.0 0.380410
24164.1 0.255478
24169.2 0.182179
24174.2 0.136132
24179.3 0.105533
24189.4 0.0688992
24199.5 0.0487358
24209.6 0.0365320
24229.9 0.0231565
24250.1 0.0163925
24270.4 0.0125187
24310.9 0.00849540
24351.3 0.00657474
24391.8 0.00552781
24472.8 0.00452353
24634.7 0.00397642
24796.7 0.00402172
25120.6 0.00474836
25444.5 0.00616805
25768.3 0.00868323
25930.3 0.0106661
26092.2 0.0134733
26254.2 0.0175949
26416.1 0.0239142
26578.1 0.0341189
26740.0 0.0517965
26819.9 0.0658757
26899.7 0.0879050
26979.6 0.132700
27019.5 0.181630
27059.4 0.280213
27089.7 0.404185
27120.0 0.486427
27145.0 0.427662
27170.0 0.322405
27180.6 0.283799
27206.8 0.213277
27233.0 0.169799
27285.5 0.123374
27390.3 0.0833100
27495.2 0.0616437
27600.0 0.0467926
27762.0 0.0317075
27924.1 0.0225074
28086.1 0.0167056
28248.1 0.0129059
28572.2 0.00853495
28896.2 0.00636692
29220.3 0.00539349
29544.3 0.00556848
29706.3 0.00656668
29787.3 0.00765929
29868.4 0.00964274
29949.4 0.0136348
29989.9 0.0172881
30030.4 0.0233000
30070.9 0.0341613
30091.1 0.0431590
30111.4 0.0565859
30131.7 0.0777209
30151.9 0.113125
30172.2 0.176654
30192.4 0.295161
30211.2 0.470177
30230.0 0.586486
30248.8 0.469424
30267.6 0.294431
30283.6 0.195427
30299.5 0.134941
30315.5 0.0975422
30331.4 0.0734861
30363.3 0.0460268
30395.3 0.0318052
30427.2 0.0235861
30459.1 0.0184426
30522.9 0.0126413
30586.7 0.00964255
30650.6 0.00791615
30778.2 0.00616804
31033.5 0.00518481
31288.8 0.00549921
31544.1 0.00681273
31799.4 0.00979266
31927.1 0.0125094
32054.7 0.0167854
32182.4 0.0237507
32310.0 0.0351905
32460.0 0.0553073
32610.0 0.0684047
32760.0 0.0546204
32910.0 0.0344803
33029.7 0.0236881
33149.4 0.0169107
33269.1 0.0126218
33388.8 0.00981536
33628.1 0.00657173
33867.5 0.00489223
34106.9 0.00394901
34346.3 0.00340156
34825.0 0.00295845
35303.8 0.00311019
35782.5 0.00404099
36021.9 0.00513228
36261.3 0.00724469
36380.9 0.00907402
36500.6 0.0118778
36620.3 0.0163395
36740.0 0.0235333
36890.0 0.0372071
37040.0 0.0464080
37190.0 0.0371209
37340.0 0.0241391
37432.1 0.0188458
37524.2 0.0154151
37708.4 0.0126500
37800.4 0.0134227
37892.5 0.0173876
37938.6 0.0224682
37984.6 0.0333269
38007.6 0.0436560
38030.7 0.0609858
38053.7 0.0919943
38076.7 0.149479
38098.4 0.235224
38120.0 0.292196
38141.7 0.234748
38163.3 0.148875
38179.4 0.105009
38195.6 0.0765268
38211.7 0.0579622
38227.8 0.0455140
38260.1 0.0307037
38292.4 0.0227124
38356.9 0.0149430
38421.4 0.0114769
38550.4 0.00865947
38679.5 0.00773675
38937.6 0.00776727
39195.7 0.00918027
39453.7 0.0121868
39582.8 0.0146574
39711.8 0.0181980
39840.9 0.0234194
39969.9 0.0313875
40099.0 0.0439460
40228.0 0.0638584
40389.0 0.100410
40550.0 0.124510
40711.5 0.100685
40873.0 0.0670761
40952.1 0.0598886
40991.6 0.0653057
41011.3 0.0765797
41031.1 0.104047
41060.0 0.162863
41088.9 0.0987744
41104.1 0.0730402
41119.2 0.0585589
41149.5 0.0444673
41210.2 0.0339414
41331.4 0.0265728
41574.0 0.0233099
41695.2 0.0249292
41816.5 0.0290983
41937.7 0.0369950
42059.0 0.0505581
42209.5 0.0762251
42360.0 0.0929137
42510.5 0.0743586
42661.0 0.0474038
42803.4 0.0308339
42945.7 0.0211996
43088.0 0.0154532
43230.4 0.0118387
43515.1 0.00778553
43799.8 0.00571719
44084.4 0.00454862
44369.1 0.00385741
44938.5 0.00326582
45507.9 0.00341892
46077.3 0.00459571
46361.9 0.00602589
46646.6 0.00884405
46789.0 0.0113094
46931.3 0.0151100
47073.7 0.0211838
47216.0 0.0309781
47388.0 0.0485576
47560.0 0.0601636
47732.0 0.0485663
47904.0 0.0315052
48064.5 0.0214484
48224.9 0.0160498
48385.4 0.0135403
48545.9 0.0131328
48706.3 0.0150249
48866.8 0.0210564
48947.0 0.0273871
49027.2 0.0384761
49067.4 0.0471335
49107.5 0.0591084
49147.6 0.0758300
49187.7 0.0989653
49223.3 0.125601
49258.9 0.156001
49330.0 0.193686
49365.6 0.182209
49401.2 0.155113
49472.4 0.0977949
49538.4 0.0631495
49604.3 0.0429039
49670.3 0.0308284
49736.2 0.0232631
49868.1 0.0148691
50000.0 0.0106741
50155.1 0.00808697
50310.3 0.00679257
50465.4 0.00631615
50620.5 0.00659824
50775.6 0.00800274
50853.2 0.00948177
50930.8 0.0119639
51008.3 0.0163407
51085.9 0.0247441
51124.7 0.0319799
51163.4 0.0429782
51202.2 0.0602247
51221.6 0.0723223
51241.0 0.0873990
51265.8 0.111244
51290.5 0.138466
51340.0 0.172302
51364.8 0.162122
51389.6 0.137956
51439.1 0.0867558
51498.8 0.0492935
51558.5 0.0305864
51618.3 0.0206772
51678.0 0.0149574
51737.7 0.0113973
51797.4 0.00904381
51916.8 0.00623028
52036.3 0.00467663
52155.7 0.00372712
52394.6 0.00267220
52633.4 0.00213414
52872.3 0.00183573
53350.0 0.00160906
53827.7 0.00175398
54066.6 0.00202561
54305.5 0.00256262
54544.3 0.00367168
54663.8 0.00468476
54783.2 0.00633324
54902.6 0.00924535
55022.0 0.0150250
55081.8 0.0202319
55141.5 0.0285459
55171.3 0.0345892
55201.2 0.0424915
55231.1 0.0528620
55260.9 0.0663359
55293.2 0.0847280
55325.5 0.105717
55390.0 0.131808
55422.3 0.123976
55454.6 0.105386
55519.1 0.0660035
55595.5 0.0375662
55671.8 0.0232025
55748.1 0.0155381
55824.5 0.0110974
55900.8 0.00833095
55977.2 0.00650378
56129.8 0.00432780
56282.5 0.00313608
56435.2 0.00241540
56740.6 0.00162679
57046.0 0.00123047
57351.3 0.00100821
57962.1 0.000803523
58572.8 0.000776085
59183.5 0.000950513
59488.9 0.00122626
59641.6 0.00149207
59794.3 0.00195341
59947.0 0.00286828
60023.3 0.00371467
60099.6 0.00514489
60176.0 0.00786312
60214.2 0.0102526
60252.3 0.0140528
60290.5 0.0206081
60328.7 0.0332332
60347.8 0.0442852
60366.8 0.0614302
60385.9 0.0891383
60405.0 0.134392
60427.5 0.214254
60450.0 0.267340
60472.6 0.213902
60495.1 0.133982
60515.1 0.0872883
60535.1 0.0594047
60555.0 0.0424795
60575.0 0.0317416
60614.9 0.0196717
60654.9 0.0135283
60694.8 0.0100334
60734.8 0.00788517
60814.7 0.00555067
60894.5 0.00445711
60974.4 0.00395719
61134.2 0.00392749
61294.0 0.00498579
61373.9 0.00611951
61453.8 0.00799373
61533.6 0.0112388
61613.5 0.0173423
61653.5 0.0225072
61693.4 0.0302357
61733.4 0.0421294
61773.3 0.0604800
61800.0 0.0771797
61826.7 0.0962429
61880.0 0.119976
61933.4 0.0960186
61986.7 0.0602522
62029.4 0.0409512
62072.0 0.0288175
62114.6 0.0211312
62157.3 0.0160970
62242.6 0.0102603
62327.9 0.00720859
62413.1 0.00545645
62498.4 0.00439090
62669.0 0.00333700
62839.6 0.00314989
62924.9 0.00337622
63010.2 0.00394549
63095.4 0.00518330
63138.1 0.00631056
63180.7 0.00811820
63223.4 0.0112452
63266.0 0.0172774
63287.3 0.0225769
63308.7 0.0308527
63330.0 0.0443557
63351.3 0.0667304
63375.7 0.105241
63400.0 0.130976
63424.4 0.105697
63448.7 0.0677745
63469.0 0.0468082
63489.2 0.0341037
63509.5 0.0264583
63529.8 0.0218386
63570.3 0.0177237
63610.8 0.0179297
63651.3 0.0225065
63671.6 0.0274569
63691.9 0.0357157
63712.1 0.0501150
63732.4 0.0772932
63742.5 0.100321
63752.6 0.134796
63762.8 0.187839
63772.9 0.269615
63779.7 0.344135
63786.5 0.429083
63800.0 0.535065
63806.8 0.503652
63813.6 0.428591
63827.1 0.268867
63842.3 0.157556
63857.4 0.0991963
63872.6 0.0671933
63887.8 0.0482932
63903.0 0.0363546
63918.1 0.0283821
63948.5 0.0187721
63978.8 0.0134346
64009.1 0.0101662
64069.8 0.00652591
64130.5 0.00463810
64191.2 0.00352557
64312.5 0.00231956
64433.9 0.00170361
64555.3 0.00134127
64798.0 0.000946237
65040.7 0.000742426
65283.4 0.000622091
65768.8 0.000493550
66739.7 0.000410699
67710.6 0.000432260
68681.4 0.000559184
69166.9 0.000696105
69652.3 0.000937554
70137.7 0.00140535
70623.1 0.00247683
70865.9 0.00361143
71108.6 0.00579369
71229.9 0.00770161
71351.3 0.0106612
71412.0 0.0127569
71472.7 0.0154395
71533.3 0.0188787
71594.0 0.0232440
71665.5 0.0296668
71737.0 0.0369906
71880.0 0.0460642
71951.5 0.0433246
72023.0 0.0368480
72166.0 0.0231575
72265.0 0.0165922
72364.0 0.0122070
72463.0 0.00928646
72561.9 0.00730484
72759.9 0.00496203
72957.9 0.00379960
73155.8 0.00334039
73353.8 0.00363681
73452.8 0.00438300
73551.7 0.00633968
73601.2 0.00854010
73650.7 0.0129870
73675.5 0.0170644
73700.2 0.0236944
73725.0 0.0351077
73749.7 0.0552674
73774.9 0.0870486
73800.0 0.108193
73825.2 0.0869869
73850.4 0.0552522
73876.5 0.0344458
73902.6 0.0230711
73928.6 0.0166540
73954.7 0.0128190
74006.9 0.00881744
74059.0 0.00702900
74163.3 0.00599692
74267.6 0.00667771
74371.9 0.00912417
74476.2 0.0154121
74528.4 0.0221893
74580.5 0.0351476
74606.6 0.0463331
74632.7 0.0634087
74658.7 0.0903946
74684.8 0.133310
74717.4 0.212753
74750.0 0.265618
74782.6 0.212455
74815.2 0.132958
74836.4 0.0966454
74857.6 0.0716919
74900.0 0.0426725
74900.0 0.0426830
80000.0 0.0407551
90000.0 0.0375226
100000 0.0348488
150000 0.0264490
162820 0.0242775
162824 0.0242769
162825 0.0242768
162825 0.0242768
200000 0.0195838
250000 0.0162971
300000 0.0141547
350000 0.0126203
400000 0.0114631
450000 0.0105636
500000 0.00984399
550000 0.00925932
600000 0.00877443
650000 0.00837180
700000 0.00802962
750000 0.00773960
800000 0.00748749
850000 0.00727403
900000 0.00708783
950000 0.00692803
1.00000E+06 0.00678375
1.10000E+06 0.00655803
1.20000E+06 0.00638374
1.25000E+06 0.00602603
1.27900E+06 0.00583393
1.28094E+06 0.00582145
1.28094E+06 0.00582145
1.30000E+06 0.00570125
1.40000E+06 0.00514887
1.47520E+06 0.00493630
1.47523E+06 0.00493623
1.47523E+06 0.00493622
1.50000E+06 0.00487043
1.58320E+06 0.00455565
1.60000E+06 0.00449652
1.70000E+06 0.00417696
1.70588E+06 0.00414517
1.75000E+06 0.00391745
1.80000E+06 0.00368072
1.83260E+06 0.00348086
1.83264E+06 0.00348062
1.83264E+06 0.00348060
1.83265E+06 0.00348060
1.86421E+06 0.00330055
1.90000E+06 0.00311099
2.00000E+06 0.00291964
2.20947E+06 0.00251408
2.20950E+06 0.00251403
2.21325E+06 0.00250763
2.25000E+06 0.00244639
2.30804E+06 0.00235461
2.30804E+06 0.00235460
2.34645E+06 0.00229697
2.39436E+06 0.00222831
2.41570E+06 0.00219882
2.41571E+06 0.00219881
2.45789E+06 0.00214240
2.45789E+06 0.00214239
2.46790E+06 0.00212936
2.46790E+06 0.00212936
2.46821E+06 0.00212896
2.50000E+06 0.00208844
2.60270E+06 0.00189311
2.89590E+06 0.00145915
3.00000E+06 0.00133872
3.24120E+06 0.00119440
3.50000E+06 0.00106645
3.58850E+06 0.00102832
3.99400E+06 0.000879731
4.00000E+06 0.000877808
4.50000E+06 0.000759269
5.00000E+06 0.000698987
5.50000E+06 0.000660619
6.00000E+06 0.000646432
6.50000E+06 0.000636531
7.00000E+06 0.000639604
7.50000E+06 0.000646893
8.00000E+06 0.000649899
8.41233E+06 0.000660133
8.47800E+06 0.000661731
8.50000E+06 0.000662265
9.00000E+06 0.000669499
9.06575E+06 0.000671591
9.14752E+06 0.000674181
9.50000E+06 0.000685197
1.00000E+07 0.000692116
1.05000E+07 0.000696695
1.06847E+07 0.000698339
1.09756E+07 0.000700878
1.10000E+07 0.000701089
1.12188E+07 0.000700252
1.15000E+07 0.000699202
1.20000E+07 0.000697400
1.25000E+07 0.000704013
1.30000E+07 0.000710427
1.35000E+07 0.000726263
1.40000E+07 0.000741857
1.45000E+07 0.000764550
1.50000E+07 0.000787133
1.55000E+07 0.000811635
1.60000E+07 0.000836086
1.65000E+07 0.000862990
1.70000E+07 0.000889917
1.75000E+07 0.000915491
1.80000E+07 0.000941048
1.85000E+07 0.000948216
1.90000E+07 0.000955245
1.95000E+07 0.000926271
2.00000E+07 0.000898877
