Si-28(n,tot) ENDF/B-VII.1
67638.8 1.94492
67661.7 1.96405
67684.6 2.02130
67696.1 2.10046
67707.5 2.31329
67713.3 2.58424
67719.0 3.24254
67721.8 3.99276
67724.7 5.55673
67726.1 7.04738
67727.6 9.57522
67729.0 14.1854
67730.4 22.9719
67731.7 35.7646
67733.0 44.4523
67734.3 36.1206
67735.6 23.3894
67737.1 14.2437
67738.6 9.55433
67740.1 7.02482
67741.6 5.55534
67744.6 4.01447
67747.6 3.27744
67753.5 2.62313
67759.5 2.35076
67771.5 2.13053
67783.5 2.04464
67807.4 1.97737
67831.3 1.95104
67927.1 1.91902
68118.6 1.90022
68501.6 1.87685
68884.6 1.85640
69267.5 1.83719
70033.5 1.80133
70416.5 1.78447
70608.0 1.77629
70703.7 1.77232
70751.6 1.77060
70775.6 1.77072
70787.5 1.77450
70793.5 1.78970
70796.5 1.84007
70798.0 1.97799
70798.7 2.25558
70799.5 3.47094
70800.0 5.17496
70800.5 3.47095
70801.5 2.13146
70802.5 1.90993
70804.4 1.81361
70808.3 1.78084
70816.1 1.77099
70831.8 1.76777
70863.0 1.76580
70925.5 1.76305
71050.4 1.75789
71300.4 1.74780
71800.2 1.72827
72799.9 1.69142
74799.2 1.62473
78798.0 1.50984
82796.7 1.40896
84796.0 1.36141
85795.7 1.33803
86295.6 1.32631
86545.5 1.32042
86670.4 1.31815
86732.9 1.32127
86764.2 1.34189
86779.8 1.42458
86787.6 1.69788
86791.5 2.40618
86793.4 3.70315
86794.4 5.28208
86795.4 8.46713
86796.2 12.8122
86797.0 15.8106
86797.8 12.9712
86798.6 8.65961
86799.4 5.86154
86800.2 4.28342
86801.8 2.81971
86805.1 1.90862
86811.5 1.51196
86824.4 1.37540
86850.2 1.33287
86901.8 1.31908
87004.9 1.31276
87211.2 1.30668
87623.7 1.29675
88448.8 1.27779
90099.0 1.24045
93399.3 1.16643
100000 1.01748
116043 0.630583
132085 0.216139
136096 0.124155
140106 0.0508144
142112 0.0257087
143114 0.0171705
144117 0.0118583
145120 0.0102529
146122 0.0129027
147125 0.0204307
148128 0.0335427
149130 0.0530447
150133 0.0798478
152138 0.159627
154144 0.282906
156149 0.462451
158154 0.714330
160159 1.05838
164170 2.12128
168533 4.05733
172895 6.95300
177258 10.4225
181620 13.3498
185983 14.7447
190345 14.6518
199070 12.5704
205297 10.9863
211523 9.68904
217750 8.67175
223976 7.87547
236429 6.73695
248882 5.97638
261335 5.43728
273788 5.03611
286242 4.72550
292468 4.59462
295581 4.53387
297138 4.50450
297916 4.49067
298305 4.48689
298500 4.49723
298597 4.54798
298622 4.59845
298646 4.73126
298658 4.89870
298670 5.29852
298676 5.75265
298682 6.70054
298686 7.62340
298689 9.13988
298692 11.8863
298695 17.2232
298697 24.9263
298700 29.9678
298703 24.9408
298705 17.2330
298708 12.5434
298711 9.87461
298716 7.24055
298721 6.12215
298726 5.55967
298736 5.04297
298746 4.82360
298766 4.64297
298787 4.57256
298868 4.49773
299031 4.47477
299356 4.46313
300006 4.44779
300657 4.42849
300982 4.40751
301144 4.37449
301226 4.31432
301266 4.20222
301287 4.00394
301297 3.69120
301302 3.30523
301307 2.78716
301309 3.35392
301310 4.97781
301313 6.23908
301320 5.39189
301326 5.03685
301339 4.77436
301365 4.61384
301417 4.52470
301521 4.47664
301729 4.44938
302145 4.43030
302978 4.41022
304642 4.37963
307972 4.32502
314630 4.22546
327948 4.05219
341265 3.90523
347924 3.83957
351253 3.80849
352918 3.79364
353750 3.78752
354166 3.78923
354374 3.80828
354478 3.88408
354504 3.95660
354530 4.14157
354543 4.36512
354556 4.87651
354563 5.41833
354569 6.45979
354576 8.77517
354579 11.0834
354582 14.8278
354586 21.3974
354590 25.8961
354594 21.4193
354598 14.8465
354601 11.5591
354603 9.36800
354609 6.97959
354614 5.81252
354620 5.17386
354631 4.54525
354642 4.26029
354664 4.01805
354686 3.92078
354730 3.84461
354774 3.81579
354950 3.78528
355302 3.77452
356007 3.76634
357415 3.75355
360233 3.72934
365868 3.68300
377139 3.59700
388409 3.51859
394044 3.48181
396862 3.46393
398271 3.45502
398975 3.45043
399327 3.44780
399503 3.44585
399591 3.44380
399635 3.44130
399657 3.43976
399668 3.44761
399674 3.49635
399677 3.67627
399679 6.96002
399680 11.1297
399681 7.62466
399683 4.06523
399685 3.69450
399689 3.53719
399697 3.48095
399713 3.46043
399746 3.45233
399810 3.44863
399940 3.44634
400199 3.44405
400718 3.44055
401754 3.43408
403828 3.42152
407975 3.39703
416270 3.35000
432859 3.26252
466036 3.10831
499214 2.98049
507509 2.95702
515803 2.94412
519950 2.94670
524098 2.96495
526171 2.98873
527208 3.00930
528245 3.04163
529282 3.09823
529800 3.14539
530318 3.21851
530837 3.34463
531096 3.44752
531355 3.60223
531614 3.85411
531874 4.31263
532003 4.70035
532133 5.29273
532262 6.24927
532392 7.86196
532660 13.1769
532727 13.0806
532794 11.7421
532928 8.06645
533034 6.04537
533140 4.85023
533247 4.14845
533353 3.72315
533565 3.27777
533777 3.07478
533990 2.97238
534202 2.91721
534626 2.86895
535051 2.85452
535475 2.85274
536325 2.86213
538023 2.89271
539721 2.92690
543118 3.01215
546514 3.14517
549911 3.37656
553307 3.81432
556704 4.71868
558402 5.52155
560100 6.72170
565580 12.4739
568320 11.4011
571060 8.59758
573061 7.02085
575062 5.92996
577062 5.17981
579063 4.64853
581064 4.25440
583065 3.94203
585065 3.66514
586066 3.52921
586316 3.50291
586566 3.50050
586691 3.52935
586816 3.62333
586879 3.73109
586941 3.93408
587004 4.34361
587035 4.69937
587066 5.22028
587170 7.82574
587196 7.81837
587222 7.33735
587274 5.99958
587317 5.17063
587360 4.63374
587403 4.28655
587446 4.05357
587532 3.77055
587618 3.60789
587790 3.42337
587962 3.30948
588650 2.95888
588994 2.72811
589166 2.57317
589338 2.37421
589510 2.10890
589682 1.74535
589854 1.26627
589940 1.02500
590026 0.903892
590092 1.04819
590158 1.58061
590224 2.56415
590290 3.75299
590422 5.30376
590554 5.56919
590647 5.46141
590740 5.29736
590926 4.97998
591111 4.73152
591297 4.54359
591483 4.39879
591669 4.28438
592040 4.11494
592412 3.99449
592783 3.90341
593526 3.77203
594269 3.67894
595013 3.60741
596499 3.50064
597985 3.42138
599471 3.35830
600957 3.30724
601700 3.29111
602072 3.30794
602165 3.33211
602257 3.39858
602304 3.48165
602350 3.67483
602374 3.88214
602397 4.28525
602420 5.19628
602432 6.10099
602443 7.59375
602457 10.2109
602470 11.9521
602484 10.2255
602497 7.63197
602511 5.93271
602524 4.99386
602551 4.12484
602579 3.76654
602606 3.58991
602660 3.42857
602715 3.35948
602824 3.30151
602933 3.27723
603368 3.24314
604240 3.21479
605983 3.17303
607726 3.13722
609468 3.10530
616440 3.00379
630382 2.86854
658268 2.69976
686153 2.57590
700096 2.52065
707067 2.49423
710553 2.48131
712295 2.47484
713167 2.47141
713602 2.46929
713820 2.46747
713929 2.46529
713984 2.46260
714011 2.46140
714025 2.47133
714031 2.52023
714038 3.54569
714040 4.98405
714042 3.91251
714049 2.63139
714056 2.53521
714070 2.49566
714098 2.48016
714154 2.47366
714267 2.47051
714492 2.46844
714943 2.46624
715843 2.46276
717644 2.45632
721247 2.44394
728452 2.42082
742862 2.38536
757273 2.38449
764478 2.41553
768080 2.44660
769882 2.46937
770782 2.48889
771233 2.52206
771345 2.54897
771458 2.61556
771514 2.69635
771570 2.88629
771599 3.09646
771627 3.52230
771655 4.56958
771669 5.72229
771683 7.80612
771697 11.0025
771710 13.1561
771724 11.0364
771737 7.82939
771750 5.87266
771762 4.73467
771787 3.64122
771813 3.17569
771838 2.94157
771888 2.72715
771938 2.63626
772038 2.56360
772139 2.53669
772540 2.51411
773344 2.52070
774950 2.55079
778163 2.63222
784589 2.90376
791014 3.43190
797440 4.45594
804965 6.64922
812490 8.89944
820015 8.57952
827540 6.92403
836285 5.44023
840658 4.94652
841751 4.84865
842844 4.77178
843390 4.75381
843937 4.78199
844210 4.84711
844347 4.91161
844484 5.01798
844620 5.20229
844757 5.54521
844893 6.24769
844962 6.87201
845030 7.80334
845130 9.77447
845230 11.1147
845330 9.82197
845430 7.84460
845535 6.52030
845640 5.79392
845745 5.37934
845850 5.12640
846060 4.84753
846270 4.70309
846479 4.61564
846689 4.55626
847109 4.47745
847949 4.38036
848788 4.31031
852146 4.09858
858862 3.78862
865577 3.56126
868935 3.46871
870614 3.42737
871454 3.41057
871874 3.41243
872083 3.44736
872188 3.57157
872241 3.91569
872267 4.62254
872280 5.60575
872293 7.99905
872302 10.7315
872310 12.6231
872318 10.7913
872327 8.00839
872336 6.14619
872344 5.13500
872362 4.23227
872397 3.69641
872467 3.47481
872607 3.40169
872887 3.37645
873448 3.35937
874569 3.33374
876811 3.28618
881296 3.19773
890265 3.02599
899234 2.77762
901476 2.67637
903719 2.55672
904840 2.50878
905961 2.52215
907082 2.76541
907643 3.12282
908203 3.81404
909122 6.05398
909581 7.45035
910040 8.43951
910959 8.44831
911877 7.38603
912630 6.61742
913382 6.04644
914888 5.32591
917899 4.67696
923920 4.32149
943075 4.75932
962230 5.57116
981115 5.41293
1.00000E+06 4.67794
1.00050E+06 4.65889
1.00158E+06 4.61823
1.00266E+06 4.57820
1.00482E+06 4.50017
1.00913E+06 4.35290
1.01345E+06 4.21887
1.01560E+06 4.16054
1.01668E+06 4.14391
1.01722E+06 4.16825
1.01736E+06 4.19768
1.01749E+06 4.27278
1.01756E+06 4.36258
1.01763E+06 4.56026
1.01766E+06 4.76917
1.01769E+06 5.15241
1.01773E+06 6.02062
1.01775E+06 6.87409
1.01776E+06 8.17375
1.01780E+06 12.2147
1.01782E+06 10.5057
1.01784E+06 8.03523
1.01786E+06 6.13047
1.01789E+06 5.27251
1.01794E+06 4.58925
1.01798E+06 4.34523
1.01803E+06 4.23481
1.01813E+06 4.14240
1.01822E+06 4.10609
1.01861E+06 4.06507
1.01938E+06 4.04052
1.02091E+06 4.00171
1.02399E+06 3.92704
1.03014E+06 3.79317
1.03628E+06 3.70056
1.03782E+06 3.70121
1.03936E+06 3.74678
1.04013E+06 3.82044
1.04051E+06 3.88980
1.04089E+06 4.00314
1.04128E+06 4.20112
1.04166E+06 4.58199
1.04185E+06 4.91232
1.04205E+06 5.41920
1.04224E+06 6.22549
1.04243E+06 7.52176
1.04267E+06 9.90429
1.04290E+06 11.5639
1.04314E+06 9.98262
1.04337E+06 7.52920
1.04353E+06 6.34091
1.04370E+06 5.55441
1.04402E+06 4.67251
1.04435E+06 4.23765
1.04468E+06 3.99872
1.04500E+06 3.85352
1.04533E+06 3.75903
1.04598E+06 3.64565
1.04729E+06 3.53867
1.04859E+06 3.48441
1.05121E+06 3.41911
1.05382E+06 3.37179
1.06427E+06 3.22367
1.07471E+06 3.09691
1.07994E+06 3.03241
1.08255E+06 2.98881
1.08320E+06 2.97123
1.08386E+06 2.94300
1.08418E+06 2.91834
1.08451E+06 2.87331
1.08467E+06 2.83075
1.08484E+06 2.75114
1.08500E+06 2.54345
1.08508E+06 2.23709
1.08512E+06 1.89863
1.08516E+06 1.37694
1.08518E+06 1.39541
1.08520E+06 2.22465
1.08522E+06 3.27395
1.08524E+06 3.70581
1.08530E+06 3.62977
1.08536E+06 3.45111
1.08548E+06 3.27430
1.08573E+06 3.14712
1.08598E+06 3.09607
1.08622E+06 3.06795
1.08671E+06 3.03626
1.08720E+06 3.01757
1.08819E+06 2.99374
1.08917E+06 2.97688
1.09310E+06 2.92757
1.10095E+06 2.84649
1.11667E+06 2.69054
1.13238E+06 2.51207
1.14024E+06 2.39549
1.14417E+06 2.32122
1.14613E+06 2.27719
1.14712E+06 2.25286
1.14761E+06 2.24023
1.14785E+06 2.23435
1.14798E+06 2.23315
1.14804E+06 2.23778
1.14807E+06 2.25676
1.14808E+06 2.31344
1.14809E+06 2.47854
1.14810E+06 5.01289
1.14810E+06 7.76642
1.14810E+06 4.98663
1.14811E+06 2.47835
1.14812E+06 2.31212
1.14813E+06 2.24583
1.14815E+06 2.22760
1.14821E+06 2.22258
1.14831E+06 2.21933
1.14851E+06 2.21366
1.14892E+06 2.20169
1.14974E+06 2.17593
1.15137E+06 2.11670
1.15465E+06 1.94877
1.15628E+06 1.81796
1.15792E+06 1.62123
1.15874E+06 1.48006
1.15955E+06 1.29447
1.16037E+06 1.05454
1.16119E+06 0.799653
1.16157E+06 0.739415
1.16195E+06 0.799429
1.16232E+06 1.06440
1.16270E+06 1.55073
1.16346E+06 2.61174
1.16421E+06 3.05777
1.16508E+06 3.08880
1.16595E+06 2.98901
1.16682E+06 2.87797
1.16768E+06 2.77955
1.16942E+06 2.62333
1.17116E+06 2.50498
1.17463E+06 2.32579
1.17811E+06 2.18004
1.18158E+06 2.04745
1.18505E+06 1.92882
1.18853E+06 1.85570
1.19200E+06 1.93114
1.19545E+06 2.30509
1.19890E+06 2.59131
1.19950E+06 2.63070
1.20035E+06 2.89170
1.20120E+06 3.56705
1.20235E+06 4.60058
1.20350E+06 5.00415
1.20525E+06 4.90896
1.20700E+06 4.62875
1.20954E+06 4.24260
1.21209E+06 3.93208
1.21463E+06 3.68445
1.21718E+06 3.48181
1.22226E+06 3.15862
1.22735E+06 2.88816
1.23244E+06 2.62226
1.23753E+06 2.31672
1.24261E+06 1.91958
1.24770E+06 1.42197
1.24988E+06 1.25039
1.25205E+06 1.21975
1.25423E+06 1.43231
1.25640E+06 1.87625
1.26019E+06 2.74439
1.26114E+06 2.94242
1.26209E+06 3.17970
1.26256E+06 3.35797
1.26303E+06 3.66090
1.26327E+06 3.92149
1.26351E+06 4.34097
1.26374E+06 5.07700
1.26398E+06 6.43627
1.26440E+06 9.73540
1.26461E+06 8.47899
1.26482E+06 6.44206
1.26496E+06 5.48637
1.26510E+06 4.84278
1.26533E+06 4.22222
1.26555E+06 3.88201
1.26577E+06 3.68221
1.26600E+06 3.55821
1.26645E+06 3.42345
1.26689E+06 3.35980
1.26779E+06 3.30947
1.26869E+06 3.29405
1.27227E+06 3.27868
1.27586E+06 3.25400
1.27945E+06 3.21970
1.28662E+06 3.14454
1.29379E+06 3.07403
1.30814E+06 2.95560
1.32248E+06 2.85965
1.35118E+06 2.69720
1.36552E+06 2.61315
1.37269E+06 2.56445
1.37628E+06 2.53732
1.37807E+06 2.52410
1.37897E+06 2.52170
1.37942E+06 2.53474
1.37964E+06 2.58468
1.37975E+06 2.72298
1.37981E+06 3.01013
1.37984E+06 3.41773
1.37987E+06 4.44750
1.37990E+06 6.41014
1.37992E+06 5.66230
1.37993E+06 4.47183
1.37996E+06 3.45474
1.37998E+06 3.02723
1.38003E+06 2.71805
1.38014E+06 2.56896
1.38034E+06 2.51671
1.38074E+06 2.49928
1.38154E+06 2.48863
1.38315E+06 2.47191
1.38638E+06 2.43528
1.38960E+06 2.39189
1.39282E+06 2.33955
1.39604E+06 2.27645
1.39926E+06 2.20791
1.40087E+06 2.18427
1.40248E+06 2.19795
1.40409E+06 2.33514
1.40490E+06 2.52268
1.40570E+06 2.87572
1.40700E+06 4.04113
1.40830E+06 5.66714
1.40960E+06 6.07803
1.41090E+06 5.42382
1.41195E+06 4.85753
1.41300E+06 4.42071
1.41405E+06 4.09993
1.41510E+06 3.86282
1.41721E+06 3.54510
1.41931E+06 3.34654
1.42141E+06 3.21208
1.42351E+06 3.11538
1.42771E+06 2.98529
1.43192E+06 2.90118
1.43612E+06 2.84173
1.44453E+06 2.76250
1.45293E+06 2.71393
1.46134E+06 2.69203
1.46554E+06 2.69954
1.46764E+06 2.71404
1.46974E+06 2.74320
1.47185E+06 2.80202
1.47395E+06 2.93147
1.47500E+06 3.05762
1.47605E+06 3.27461
1.47710E+06 3.67820
1.47815E+06 4.47118
1.47990E+06 6.35117
1.48078E+06 5.63496
1.48165E+06 4.45462
1.48202E+06 4.07461
1.48221E+06 3.91542
1.48230E+06 3.84070
1.48235E+06 3.80076
1.48240E+06 3.76429
1.48240E+06 3.88124
1.48241E+06 3.89318
1.48243E+06 3.77411
1.48246E+06 3.74451
1.48252E+06 3.70114
1.48264E+06 3.62624
1.48287E+06 3.49744
1.48334E+06 3.29496
1.48427E+06 3.03356
1.48520E+06 2.88120
1.48614E+06 2.78606
1.48800E+06 2.67912
1.48987E+06 2.62326
1.49360E+06 2.56763
1.49733E+06 2.53978
1.50479E+06 2.51249
1.50852E+06 2.51182
1.51039E+06 2.52668
1.51132E+06 2.56398
1.51179E+06 2.64738
1.51202E+06 2.82787
1.51214E+06 3.17987
1.51220E+06 3.71020
1.51222E+06 4.28425
1.51225E+06 5.40368
1.51230E+06 7.88645
1.51232E+06 6.76260
1.51235E+06 4.83546
1.51238E+06 3.45877
1.51241E+06 2.90500
1.51246E+06 2.53941
1.51258E+06 2.41397
1.51281E+06 2.41208
1.51328E+06 2.43865
1.51421E+06 2.46151
1.51607E+06 2.47901
1.51793E+06 2.49345
1.51979E+06 2.51625
1.52166E+06 2.56133
1.52259E+06 2.60171
1.52352E+06 2.66568
1.52445E+06 2.77324
1.52538E+06 2.96847
1.52631E+06 3.35697
1.52678E+06 3.69287
1.52724E+06 4.18351
1.52797E+06 5.29745
1.52870E+06 6.09539
1.52943E+06 5.43633
1.53016E+06 4.35650
1.53094E+06 3.60904
1.53171E+06 3.19643
1.53249E+06 2.96006
1.53327E+06 2.81577
1.53482E+06 2.65721
1.53637E+06 2.57632
1.53793E+06 2.52872
1.53948E+06 2.49766
1.54258E+06 2.45922
1.54879E+06 2.41811
1.55501E+06 2.39197
1.56122E+06 2.37032
1.56743E+06 2.35225
1.57053E+06 2.34841
1.57364E+06 2.36022
1.57519E+06 2.38510
1.57675E+06 2.45171
1.57752E+06 2.52687
1.57830E+06 2.67699
1.57869E+06 2.81297
1.57907E+06 3.03214
1.57946E+06 3.40685
1.57985E+06 4.07047
1.58060E+06 5.82257
1.58098E+06 5.15043
1.58135E+06 4.01617
1.58172E+06 3.30142
1.58208E+06 2.90891
1.58245E+06 2.69027
1.58281E+06 2.56311
1.58354E+06 2.43879
1.58428E+06 2.39518
1.58574E+06 2.41529
1.58720E+06 2.53878
1.59000E+06 3.15134
1.59280E+06 4.25186
1.59519E+06 5.71333
1.59620E+06 6.89460
1.59720E+06 7.68044
1.59840E+06 6.83502
1.59921E+06 6.04156
1.60024E+06 5.33413
1.60126E+06 4.89528
1.60331E+06 4.42780
1.60536E+06 4.20728
1.60741E+06 4.10034
1.61151E+06 4.06271
1.61561E+06 4.17325
1.61970E+06 4.40714
1.62380E+06 4.77471
1.62790E+06 5.30330
1.63200E+06 6.02031
1.63580E+06 6.83108
1.63770E+06 7.22641
1.63960E+06 7.46284
1.64030E+06 7.43017
1.64116E+06 7.17583
1.64203E+06 6.45822
1.64289E+06 4.92504
1.64375E+06 2.89262
1.64418E+06 2.34258
1.64461E+06 2.41246
1.64548E+06 3.70282
1.64634E+06 5.08068
1.64720E+06 6.02447
1.64818E+06 6.67045
1.64915E+06 7.02888
1.65110E+06 7.25128
1.65278E+06 7.13177
1.65446E+06 6.82995
1.65530E+06 6.62131
1.65614E+06 6.37093
1.65698E+06 6.08185
1.65740E+06 5.95777
1.65782E+06 5.97608
1.65821E+06 6.39103
1.65860E+06 7.09652
1.65938E+06 7.07673
1.66001E+06 6.66844
1.66064E+06 6.35245
1.66127E+06 6.10376
1.66190E+06 5.89480
1.66265E+06 5.67789
1.66340E+06 5.48278
1.66414E+06 5.31033
1.66452E+06 5.28001
1.66471E+06 5.41249
1.66480E+06 5.69914
1.66485E+06 6.02646
1.66489E+06 6.59561
1.66495E+06 7.68494
1.66500E+06 8.44341
1.66511E+06 6.97397
1.66519E+06 6.13469
1.66528E+06 5.73732
1.66544E+06 5.39667
1.66561E+06 5.24561
1.66577E+06 5.15454
1.66611E+06 5.03555
1.66644E+06 4.94870
1.66710E+06 4.80787
1.66776E+06 4.68622
1.66909E+06 4.47119
1.67042E+06 4.28139
1.67307E+06 3.95662
1.67572E+06 3.68921
1.68103E+06 3.27983
1.68633E+06 2.98650
1.69694E+06 2.60208
1.70755E+06 2.36243
1.72878E+06 2.06715
1.75000E+06 1.87366
1.75000E+06 1.84200
1.75075E+06 1.83988
1.75234E+06 1.82526
1.75393E+06 1.83238
1.75553E+06 1.86263
1.75713E+06 1.83537
1.75873E+06 1.84284
1.76034E+06 1.85111
1.76194E+06 1.84747
1.76355E+06 1.85035
1.76516E+06 1.83089
1.76677E+06 1.82556
1.76839E+06 1.80832
1.77001E+06 1.83087
1.77162E+06 1.78864
1.77325E+06 1.77773
1.77487E+06 1.75993
1.77650E+06 1.77040
1.77812E+06 1.72399
1.77975E+06 1.77777
1.78139E+06 1.77071
1.78237E+06 1.77366
1.78269E+06 1.71872
1.78302E+06 1.76151
1.78335E+06 1.86291
1.78368E+06 1.92576
1.78400E+06 1.96866
1.78433E+06 2.07194
1.78466E+06 2.05862
1.78499E+06 2.23981
1.78531E+06 2.19082
1.78564E+06 2.10045
1.78597E+06 2.01384
1.78630E+06 1.86848
1.78663E+06 1.81670
1.78695E+06 1.80360
1.78728E+06 1.70700
1.78761E+06 1.77230
1.78794E+06 1.70342
1.78860E+06 1.72619
1.78958E+06 1.68173
1.79057E+06 1.72116
1.79156E+06 1.72056
1.79255E+06 1.70420
1.79354E+06 1.75481
1.79453E+06 1.75656
1.79552E+06 1.79983
1.79651E+06 1.79606
1.79751E+06 1.81174
1.79850E+06 1.80262
1.79950E+06 1.82306
1.80049E+06 1.86264
1.80149E+06 1.85583
1.80215E+06 1.87033
1.80249E+06 1.92810
1.80282E+06 2.00024
1.80315E+06 1.97180
1.80348E+06 2.05836
1.80382E+06 2.27029
1.80415E+06 2.15482
1.80448E+06 2.43380
1.80482E+06 2.66023
1.80515E+06 2.88539
1.80548E+06 3.31726
1.80582E+06 3.36251
1.80615E+06 3.09213
1.80648E+06 2.78731
1.80682E+06 2.59907
1.80715E+06 2.22732
1.80748E+06 1.96055
1.80782E+06 1.94176
1.80815E+06 1.86404
1.80849E+06 1.64794
1.80932E+06 1.77615
1.81066E+06 1.81008
1.81200E+06 1.84461
1.81334E+06 1.85869
1.81469E+06 1.86537
1.81603E+06 1.93070
1.81738E+06 1.96121
1.81872E+06 2.09209
1.82007E+06 2.13747
1.82142E+06 2.23391
1.82278E+06 2.32989
1.82413E+06 2.47029
1.82548E+06 2.50959
1.82701E+06 2.62594
1.82871E+06 2.82690
1.83041E+06 3.05028
1.83211E+06 3.29773
1.83382E+06 3.58215
1.83518E+06 3.84331
1.83621E+06 3.99655
1.83724E+06 4.26509
1.83826E+06 4.61739
1.83929E+06 4.92826
1.84032E+06 5.27373
1.84135E+06 5.63459
1.84238E+06 6.01932
1.84310E+06 6.32423
1.84314E+06 6.33229
1.84340E+06 6.45128
1.84341E+06 6.45552
1.84390E+06 6.59188
1.84444E+06 6.74216
1.84548E+06 6.98393
1.84651E+06 7.27919
1.84755E+06 7.35957
1.84858E+06 7.70012
1.84962E+06 7.85187
1.85066E+06 7.76919
1.85170E+06 7.82144
1.85274E+06 7.98372
1.85378E+06 8.21185
1.85482E+06 8.18179
1.85586E+06 7.91681
1.85690E+06 7.69503
1.85770E+06 7.49683
1.85795E+06 7.43490
1.85899E+06 7.12113
1.86004E+06 7.08833
1.86108E+06 6.93606
1.86213E+06 6.75273
1.86290E+06 6.71005
1.86353E+06 6.67513
1.86528E+06 6.37363
1.86703E+06 6.09954
1.86730E+06 6.05151
1.86878E+06 5.78814
1.87054E+06 5.53838
1.87230E+06 5.32829
1.87406E+06 5.11365
1.87582E+06 4.88326
1.87759E+06 4.75150
1.87936E+06 4.53649
1.88113E+06 4.35873
1.88291E+06 4.11731
1.88468E+06 3.90673
1.88646E+06 3.74492
1.88824E+06 3.59067
1.89003E+06 3.31951
1.89182E+06 3.22995
1.89361E+06 3.04287
1.89540E+06 2.86792
1.89719E+06 2.69808
1.89760E+06 2.66441
1.89899E+06 2.55024
1.90079E+06 2.42022
1.90223E+06 2.26920
1.90280E+06 2.21216
1.90331E+06 2.16111
1.90440E+06 2.20056
1.90548E+06 2.11937
1.90656E+06 2.19107
1.90765E+06 2.17380
1.90874E+06 2.23550
1.90983E+06 2.35475
1.91091E+06 2.61220
1.91200E+06 2.78235
1.91309E+06 3.09244
1.91437E+06 3.32061
