Zn-64(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 39.5916
1.30872E-05 34.6082
1.50000E-05 32.3264
1.61743E-05 31.1308
2.00000E-05 27.9955
2.23486E-05 26.4836
2.75000E-05 23.8746
2.85230E-05 23.4426
3.16102E-05 22.2684
3.46973E-05 21.2547
3.50000E-05 21.1626
3.57529E-05 20.9386
3.65057E-05 20.7216
3.80115E-05 20.3070
4.10230E-05 19.5474
4.70459E-05 18.2533
5.00000E-05 17.7059
5.93945E-05 16.2454
7.17432E-05 14.7813
7.50000E-05 14.4568
8.40918E-05 13.6529
0.000100000 12.5200
0.000108789 12.0036
0.000133486 10.8364
0.000150000 10.2225
0.000158184 9.95455
0.000179092 9.35545
0.000200000 8.85295
0.000207578 8.68985
0.000232276 8.21488
0.000256973 7.81015
0.000275000 7.54982
0.000306367 7.15290
0.000350000 6.69220
0.000405156 6.22002
0.000500000 5.59910
0.000503945 5.57714
0.000516294 5.51004
0.000528642 5.44530
0.000553340 5.32240
0.000602734 5.09965
0.000750000 4.57164
0.000800313 4.42561
0.000997891 3.96334
0.00100000 3.95916
0.00100611 3.94712
0.00101222 3.93519
0.00102443 3.91166
0.00104887 3.86583
0.00109774 3.77880
0.00119547 3.62104
0.00150000 3.23264
0.00159063 3.13920
0.00178821 2.96070
0.00198578 2.80956
0.00200000 2.79955
0.00204762 2.76681
0.00209524 2.73519
0.00219047 2.67507
0.00238094 2.56584
0.00275000 2.38747
0.00317125 2.22325
0.00350000 2.11626
0.00396156 1.98916
0.00475188 1.81623
0.00500000 1.77059
0.00566625 1.66324
0.00633250 1.57332
0.00750000 1.44568
0.00791313 1.40744
0.00949375 1.28495
0.0100000 1.25200
0.0113275 1.17635
0.0126550 1.11295
0.0150000 1.02226
0.0158163 0.995526
0.0189775 0.908837
0.0200000 0.885301
0.0226500 0.831902
0.0253000 0.787130
0.0338720 0.680280
0.0376500 0.645247
0.0424441 0.607716
0.0500000 0.559919
0.0510161 0.554315
0.0531591 0.543028
0.0553021 0.532403
0.0595881 0.512899
0.0750000 0.457176
0.0767322 0.451987
0.0810182 0.439869
0.0853043 0.428677
0.0938763 0.408638
0.100000 0.395930
0.114082 0.370690
0.128164 0.349735
0.150000 0.323281
0.162452 0.310645
0.196741 0.282283
0.200000 0.279974
0.207757 0.274698
0.215515 0.269710
0.231029 0.260498
0.275000 0.238769
0.299605 0.228756
0.350000 0.211651
0.368181 0.206361
0.436758 0.189473
0.500000 0.177090
0.573910 0.165298
0.711063 0.148510
0.750000 0.144605
0.848215 0.135981
1.00000 0.125243
1.12252 0.118215
1.39682 0.105984
1.50000 0.102278
1.67113 0.0969055
2.00000 0.0885906
2.21974 0.0840978
2.75000 0.0755700
2.76835 0.0753196
2.83693 0.0744054
2.90550 0.0735239
3.04266 0.0718511
3.31696 0.0688226
3.50000 0.0670031
3.95709 0.0630245
4.41418 0.0596818
5.00000 0.0560880
5.51140 0.0534320
6.60862 0.0488139
7.50000 0.0458357
8.80306 0.0423269
10.0000 0.0397298
10.9975 0.0378986
13.1919 0.0346301
15.0000 0.0324969
17.5808 0.0300448
20.0000 0.0281937
21.9697 0.0269194
26.3586 0.0246157
27.5000 0.0241096
31.2500 0.0226483
35.0000 0.0214307
35.1363 0.0213902
35.6849 0.0212295
36.2335 0.0210725
37.3308 0.0207692
39.5252 0.0202012
43.9141 0.0191975
50.0000 0.0180340
52.6918 0.0175860
61.4696 0.0163398
70.2473 0.0153408
75.0000 0.0148769
78.8930 0.0145298
78.8930 0.0145298
78.8931 0.0145298
78.8931 0.0145298
78.8932 0.0145298
78.8933 0.0145298
78.8937 0.0145297
78.8943 0.0145297
78.8956 0.0145296
78.8982 0.0145293
78.9033 0.0145289
78.9136 0.0145280
78.9342 0.0145262
78.9755 0.0145227
79.0579 0.0145157
79.2228 0.0145016
79.5526 0.0144736
80.2122 0.0144182
81.5314 0.0143094
84.1698 0.0140999
89.4465 0.0137105
100.000 0.0130317
101.300 0.0129560
101.300 0.0129560
101.301 0.0129560
101.301 0.0129560
101.302 0.0129559
101.304 0.0129558
101.307 0.0129556
101.314 0.0129552
101.328 0.0129544
101.356 0.0129528
101.413 0.0129496
101.525 0.0129431
101.750 0.0129302
102.199 0.0129046
103.098 0.0128539
104.896 0.0127547
108.493 0.0125643
115.685 0.0122134
130.070 0.0116126
130.070 0.0116126
130.071 0.0116126
130.071 0.0116126
130.073 0.0116125
130.075 0.0116124
130.080 0.0116122
130.090 0.0116119
130.109 0.0116111
130.148 0.0116097
130.226 0.0116068
130.382 0.0116009
130.693 0.0115893
131.316 0.0115661
132.561 0.0115204
135.053 0.0114314
140.035 0.0112623
150.000 0.0109578
167.020 0.0105329
167.020 0.0105329
167.021 0.0105329
167.021 0.0105329
167.022 0.0105329
167.024 0.0105328
167.028 0.0105327
167.036 0.0105326
167.052 0.0105322
167.085 0.0105315
167.149 0.0105301
167.278 0.0105274
167.536 0.0105218
168.051 0.0105109
169.081 0.0104893
171.143 0.0104474
175.265 0.0103687
183.510 0.0102331
200.000 0.0100646
214.450 0.0100828
214.450 0.0100828
214.451 0.0100828
214.451 0.0100828
214.452 0.0100828
214.454 0.0100828
214.458 0.0100828
214.465 0.0100829
214.480 0.0100831
214.510 0.0100833
214.569 0.0100839
214.688 0.0100850
214.926 0.0100873
215.402 0.0100922
216.354 0.0101029
218.257 0.0101286
222.064 0.0101992
229.678 0.0104435
244.905 0.0117891
252.519 0.0135887
260.133 0.0178739
263.939 0.0225442
267.746 0.0318769
269.650 0.0404739
271.553 0.0548152
273.457 0.0813995
274.408 0.104142
275.360 0.139371
275.360 0.139380
275.361 0.139413
275.362 0.139446
275.363 0.139506
275.366 0.139633
275.371 0.139886
275.382 0.140389
275.403 0.141405
275.446 0.143476
275.532 0.147766
275.703 0.156981
276.046 0.178361
276.733 0.237627
277.419 0.334147
278.105 0.507044
278.448 0.650111
278.791 0.864528
279.135 1.20695
279.478 1.80341
279.821 2.98265
279.992 4.05932
280.164 5.83611
280.335 9.07235
280.421 11.7791
280.507 15.8523
280.593 22.3536
280.679 33.4625
280.764 53.9673
280.850 93.6374
280.925 149.881
281.000 187.410
281.075 149.917
281.150 93.6844
281.221 59.1662
281.292 39.2299
281.362 27.4242
281.433 20.0849
281.575 11.9690
281.716 7.89169
281.857 5.57659
281.999 4.14410
282.282 2.54316
282.565 1.71763
282.848 1.23805
283.131 0.935122
283.414 0.731723
283.979 0.484105
284.545 0.344925
285.111 0.258982
285.677 0.202236
286.809 0.134295
287.940 0.0967221
289.072 0.0737767
290.204 0.0587399
292.467 0.0408710
294.731 0.0310531
299.258 0.0211690
303.784 0.0165217
308.311 0.0139579
317.365 0.0113462
335.473 0.00936138
353.580 0.00857180
353.580 0.00857179
353.581 0.00857178
353.581 0.00857176
353.582 0.00857172
353.585 0.00857165
353.589 0.00857152
353.598 0.00857124
353.616 0.00857069
353.652 0.00856959
353.725 0.00856739
353.869 0.00856301
354.158 0.00855430
354.736 0.00853714
355.892 0.00850373
358.205 0.00844037
362.829 0.00832580
372.078 0.00813477
390.575 0.00785223
454.000 0.00731298
454.000 0.00731298
454.001 0.00731297
454.002 0.00731297
454.003 0.00731296
454.006 0.00731295
454.011 0.00731291
454.023 0.00731285
454.045 0.00731272
454.090 0.00731245
454.180 0.00731193
454.360 0.00731088
454.719 0.00730879
455.438 0.00730464
456.875 0.00729641
459.750 0.00728027
465.500 0.00724923
477.000 0.00719165
500.000 0.00709189
582.950 0.00685328
582.950 0.00685328
582.951 0.00685328
582.951 0.00685327
582.953 0.00685327
582.955 0.00685327
582.960 0.00685326
582.970 0.00685324
582.991 0.00685320
583.031 0.00685312
583.112 0.00685296
583.274 0.00685263
583.597 0.00685199
584.244 0.00685072
585.537 0.00684819
588.124 0.00684322
593.298 0.00683363
603.646 0.00681583
624.343 0.00678548
665.735 0.00674397
748.520 0.00672800
748.520 0.00672800
748.521 0.00672800
748.522 0.00672801
748.523 0.00672801
748.526 0.00672801
748.532 0.00672801
748.543 0.00672801
748.566 0.00672802
748.613 0.00672803
