Pd-106(n,g) ENDF/B-VII.1
300.155 1.82577
300.207 1.19270
300.259 0.881073
300.363 0.597494
300.467 0.476104
300.676 0.374319
300.884 0.331340
301.717 0.269977
303.382 0.221069
306.713 0.163231
313.376 0.100312
320.038 0.0677987
326.700 0.0488273
333.363 0.0368196
340.025 0.0287564
353.350 0.0189718
366.675 0.0135352
379.999 0.0102989
393.324 0.00869618
396.655 0.00886187
399.986 0.0101467
401.652 0.0122874
403.318 0.0186701
404.150 0.0276282
404.567 0.0365584
404.983 0.0527803
405.400 0.0870084
405.608 0.120519
405.816 0.180326
405.920 0.229609
406.024 0.303213
406.128 0.420167
406.232 0.622419
406.336 1.01779
406.389 1.37473
406.441 1.95535
406.493 2.99385
406.519 3.84346
406.545 5.09772
406.571 7.04250
406.597 10.2367
406.623 15.8073
406.649 25.8206
406.674 41.3064
406.700 51.6296
406.726 41.3089
406.751 25.8238
406.779 15.5024
406.806 9.89814
406.833 6.74414
406.860 4.84898
406.887 3.63821
406.914 2.82374
406.968 1.83651
407.022 1.28697
407.077 0.951225
407.185 0.580328
407.293 0.391267
407.402 0.282175
407.510 0.213616
407.619 0.167753
407.835 0.112138
408.052 0.0809888
408.486 0.0491635
408.919 0.0340435
409.353 0.0256875
410.220 0.0172309
411.954 0.0110095
413.689 0.00872181
417.157 0.00692399
420.626 0.00615612
434.500 0.00498619
448.374 0.00499885
451.843 0.00554664
455.311 0.00732870
457.046 0.00990224
458.780 0.0172636
459.647 0.0274637
460.081 0.0376008
460.514 0.0559903
460.948 0.0947951
461.165 0.132809
461.381 0.200675
461.490 0.256676
461.598 0.340402
461.707 0.473640
461.815 0.704557
461.923 1.15754
461.978 1.56755
462.032 2.23851
462.086 3.44349
462.113 4.43726
462.140 5.91399
462.167 8.22419
462.194 12.0658
462.221 18.8835
462.248 31.3556
462.274 50.1868
462.300 62.7498
462.326 50.1895
462.352 31.3590
462.370 22.0787
462.388 15.9362
462.407 11.8680
462.425 9.10584
462.462 5.77775
462.499 3.96413
462.536 2.87544
462.572 2.17685
462.646 1.36931
462.719 0.938677
462.793 0.683490
462.866 0.519921
462.940 0.408910
463.087 0.272237
463.234 0.194602
463.381 0.146335
463.528 0.114319
463.822 0.0757769
464.117 0.0543696
464.705 0.0326500
465.293 0.0224047
465.881 0.0167721
467.058 0.0111052
469.411 0.00699189
471.764 0.00552543
476.470 0.00446348
481.176 0.00411107
490.588 0.00405141
500.000 0.00471834
505.462 0.00593893
508.192 0.00720061
510.923 0.00953750
513.654 0.0145849
515.019 0.0196444
516.385 0.0289149
517.067 0.0367606
517.750 0.0487907
518.433 0.0686097
519.115 0.104739
519.457 0.135162
519.798 0.181564
520.139 0.257505
520.481 0.394505
520.651 0.508710
520.822 0.681209
520.993 0.959573
521.163 1.45151
521.249 1.85370
521.334 2.44842
521.419 3.38194
521.505 4.96824
521.590 7.99057
521.633 10.6395
521.675 14.8159
521.718 21.9572
521.761 35.4146
521.782 47.0029
521.803 64.5309
521.825 92.0363
521.846 135.468
521.873 216.655
521.900 270.742
521.927 216.343
521.954 135.229
521.974 93.5145
521.995 66.6210
522.015 49.1191
522.035 37.3992
522.075 23.4787
522.116 15.9825
522.156 11.5298
522.197 8.69877
522.278 5.44189
522.358 3.71587
522.439 2.69697
522.520 2.04504
522.601 1.60414
522.763 1.06246
522.924 0.755373
523.086 0.564722
523.248 0.438321
523.571 0.286438
523.895 0.202148
524.218 0.150575
524.541 0.116752
525.188 0.0765318
525.835 0.0544517
526.482 0.0410443
527.128 0.0323017
528.422 0.0219769
529.715 0.0163585
532.303 0.0108040
534.890 0.00830917
537.477 0.00705754
542.651 0.00621788
547.825 0.00679611
552.999 0.00984166
555.586 0.0143574
556.880 0.0189065
558.174 0.0272422
559.467 0.0450954
560.114 0.0628806
560.761 0.0952725
561.084 0.122533
561.407 0.164107
561.731 0.232094
562.054 0.354712
562.216 0.456847
562.378 0.611028
562.539 0.859651
562.701 1.29892
562.782 1.65755
562.863 2.18732
562.944 3.01912
563.024 4.42873
563.105 7.10741
563.146 9.44499
563.186 13.1281
563.227 19.3834
563.267 31.1207
563.287 41.1075
563.307 56.1742
563.328 79.6240
563.348 116.302
563.374 186.181
563.400 232.514
563.426 185.904
563.452 116.312
563.482 67.8679
563.511 42.4644
563.540 28.5383
563.569 20.3219
563.598 15.1400
563.628 11.6869
563.686 7.54092
563.744 5.25415
563.803 3.86554
563.919 2.34111
564.036 1.56727
564.153 1.12230
564.270 0.843334
564.387 0.657190
564.620 0.431684
564.854 0.305695
565.087 0.228199
565.321 0.177209
565.788 0.116378
566.255 0.0828797
566.722 0.0625054
567.189 0.0492118
568.123 0.0335221
569.057 0.0250171
570.926 0.0167306
572.794 0.0131967
574.662 0.0116688
578.399 0.0116928
582.136 0.0155173
584.004 0.0200811
585.873 0.0288076
586.807 0.0363132
587.741 0.0479067
588.675 0.0671151
589.609 0.102303
590.076 0.132043
590.543 0.177560
591.011 0.252332
591.478 0.388027
591.711 0.501775
591.945 0.674434
592.178 0.955239
592.412 1.45702
592.529 1.87142
592.645 2.49154
592.762 3.47956
592.879 5.19296
592.996 8.56508
593.054 11.6259
593.112 16.6389
593.171 25.6930
593.200 33.1938
593.229 44.3896
593.258 62.0113
593.288 91.5657
593.317 144.657
593.346 243.367
593.373 389.608
593.400 486.597
593.427 389.045
593.454 243.385
593.479 154.888
593.504 103.223
593.529 72.4479
593.555 53.1858
593.605 31.7961
593.655 20.9944
593.705 14.8491
593.755 11.0392
593.856 6.77274
593.956 4.57026
594.057 3.28916
594.157 2.47959
594.257 1.93630
594.458 1.27410
594.659 0.901950
594.860 0.672077
595.060 0.520368
595.462 0.338733
595.863 0.238367
596.265 0.177120
596.666 0.137015
597.469 0.0894189
598.272 0.0633268
599.076 0.0474870
599.879 0.0371545
601.485 0.0249323
603.091 0.0182494
606.303 0.0115571
609.515 0.00843542
612.727 0.00673330
619.152 0.00505451
625.576 0.00433577
632.000 0.00411015
638.425 0.00485900
641.637 0.00860594
642.440 0.0124770
643.243 0.0232959
643.644 0.0379832
644.046 0.0779397
644.247 0.130457
644.347 0.180355
644.447 0.266369
644.548 0.434128
644.598 0.584908
644.648 0.829797
644.698 1.26465
644.724 1.61915
644.749 2.13993
644.774 2.94209
644.799 4.24746
644.824 6.49456
644.849 10.4450
644.875 16.7175
644.900 20.8752
644.926 16.6920
644.951 10.4458
644.979 6.19869
645.006 3.93130
645.034 2.66321
645.061 1.90939
645.089 1.42839
645.116 1.10720
645.171 0.718979
645.227 0.503164
645.282 0.371648
645.392 0.226799
645.502 0.153042
645.612 0.110579
645.832 0.0660830
646.273 0.0323797
646.713 0.0200342
647.594 0.0109493
648.475 0.00769254
651.999 0.00448382
659.048 0.00367346
673.144 0.00358690
701.337 0.00413258
729.530 0.00527868
757.723 0.00742702
785.916 0.0118988
800.013 0.0162038
814.109 0.0238182
821.157 0.0300894
828.206 0.0395160
835.254 0.0547396
842.302 0.0819633
845.826 0.104600
849.350 0.138863
852.875 0.194543
854.637 0.236568
856.399 0.294497
857.280 0.332088
858.161 0.377597
858.601 0.404041
859.042 0.433435
859.482 0.466238
859.923 0.502999
860.363 0.544395
860.804 0.591218
861.244 0.644476
861.685 0.705408
862.566 0.856910
863.447 1.06397
864.328 1.35757
865.209 1.79344
866.090 2.48077
866.530 2.98369
866.971 3.65686
867.412 4.58648
867.852 5.91944
868.293 7.92495
868.733 11.1350
869.174 16.7140
869.394 21.1656
869.614 27.5663
869.834 37.1581
870.055 52.1801
870.275 76.7567
870.495 117.500
870.748 187.952
871.000 234.852
871.253 187.818
871.505 117.370
871.701 80.2453
871.896 56.5623
872.092 41.3653
872.288 31.3020
872.679 19.4843
873.070 13.1944
873.461 9.49259
873.853 7.14504
874.635 4.45853
875.418 3.04369
876.200 2.21039
876.983 1.67940
877.765 1.32077
879.330 0.882075
880.895 0.634855
882.460 0.482594
884.025 0.382797
887.155 0.266085
890.285 0.205965
893.415 0.175003
896.545 0.162479
902.805 0.183886
905.935 0.226971
909.065 0.315358
910.630 0.392427
912.195 0.511113
913.760 0.705405
914.151 0.773200
914.543 0.851978
914.934 0.944266
915.325 1.05324
915.716 1.18322
915.912 1.25777
916.108 1.33984
916.499 1.53094
916.890 1.76726
917.281 2.06434
917.673 2.44462
918.064 2.94241
918.455 3.61091
918.846 4.53801
919.238 5.87441
919.629 7.89975
920.020 11.1720
920.411 16.9415
920.607 21.6088
920.803 28.4151
920.998 38.8036
921.194 55.4788
921.389 83.6666
921.585 132.368
921.793 211.741
922.000 264.598
922.208 211.625
922.415 132.254
922.591 87.3728
922.767 59.9272
922.943 42.9448
923.119 32.0093
923.470 19.5251
923.822 13.0545
924.174 9.31230
924.526 6.96631
925.229 4.31155
925.933 2.92759
926.637 2.11750
927.340 1.60330
928.044 1.25678
929.451 0.833391
930.858 0.594407
932.265 0.446400
933.673 0.348404
936.487 0.230702
939.301 0.165360
942.116 0.125384
944.930 0.0992566
950.559 0.0690626
956.188 0.0561689
959.002 0.0568704
961.816 0.0711752
963.224 0.0956437
963.927 0.121136
964.631 0.168433
964.983 0.208579
965.334 0.270070
965.686 0.370961
966.038 0.553398
966.214 0.705605
966.390 0.935634
966.566 1.30703
966.742 1.96426
966.830 2.50160
966.917 3.29655
967.005 4.54693
967.093 6.67173
967.181 10.7257
967.225 14.2841
967.269 19.9037
967.313 29.5348
967.357 47.7509
967.379 63.4509
967.401 87.4007
967.423 125.209
967.445 184.984
967.473 295.976
967.500 369.980
967.528 295.982
967.555 184.992
967.587 106.177
967.618 65.6844
967.650 43.8173
967.682 31.0474
967.714 23.0512
967.745 17.7503
967.809 11.4255
967.872 7.94739
967.935 5.84257
968.062 3.53900
968.189 2.37313
968.316 1.70433
968.442 1.28513
968.569 1.00563
968.823 0.667395
969.076 0.478406
969.330 0.362188
969.583 0.285664
970.090 0.194201
970.597 0.143657
971.611 0.0924128
972.625 0.0680766
973.639 0.0545009
975.666 0.0404385
979.722 0.0295527
983.778 0.0257129
987.833 0.0251271
991.889 0.0282524
993.917 0.0324330
995.944 0.0403787
997.972 0.0566441
998.986 0.0715545
1000.00 0.0960389
1000.66 0.121186
1001.31 0.159811
1001.97 0.223482
1002.62 0.339230
1002.95 0.436827
1003.27 0.585014
1003.60 0.826668
1003.93 1.26063
1004.09 1.62183
1004.26 2.16550
1004.42 3.03863
1004.58 4.55948
1004.67 5.79751
1004.75 7.61659
1004.83 10.4437
1004.87 12.4833
1004.91 15.1032
1004.93 16.8190
1004.95 18.7370
1004.97 21.1220
1004.99 23.8371
1005.01 27.2825
1005.03 31.2940
1005.05 36.5148
1005.07 42.7675
1005.10 51.1694
1005.12 61.5993
1005.14 76.1931
1005.16 95.1392
1005.18 122.975
1005.20 160.934
1005.22 215.746
1005.24 294.475
1005.27 471.855
1005.30 584.295
1005.32 549.408
1005.33 465.954
1005.36 289.849
1005.40 170.314
1005.43 107.150
1005.47 72.2883
1005.50 51.6166
1005.54 38.5316
1005.57 29.7880
1005.64 19.3690
1005.71 13.5011
1005.78 9.97591
1005.92 6.05453
1006.06 4.04887
1006.20 2.90321
1006.34 2.18345
1006.48 1.70210
1006.76 1.11708
1007.04 0.791041
1007.31 0.590293
1007.59 0.457994
1008.15 0.299764
1008.70 0.212648
1009.26 0.159448
1009.82 0.124693
1010.93 0.0833669
1012.04 0.0606915
1013.16 0.0468768
1014.27 0.0378157
1016.50 0.0269805
1018.72 0.0209361
1023.18 0.0146325
1027.63 0.0114528
1032.08 0.00954100
1040.99 0.00731291
1058.80 0.00513120
1076.61 0.00399470
1112.23 0.00291372
1121.13 0.00287149
1130.04 0.00312774
1138.94 0.00520136
1141.17 0.00743908
1143.40 0.0138248
1144.51 0.0226857
1145.62 0.0475752
1146.18 0.0816794
1146.46 0.115221
1146.74 0.175497
1147.01 0.301427
1147.15 0.422588
1147.29 0.635263
1147.43 1.06096
1147.50 1.45834
1147.57 2.11470
1147.64 3.35579
1147.68 4.42334
1147.71 6.01927
1147.74 8.72198
1147.78 13.5962
1147.80 17.7134
1147.81 23.3479
1147.83 31.5888
1147.85 43.6038
1147.87 69.7662
1147.90 87.2087
1147.93 69.7676
1147.95 43.6056
1147.98 25.4537
1148.01 16.1702
1148.04 10.8452
1148.07 7.79517
1148.10 5.79212
1148.12 4.49976
1148.18 2.90989
1148.24 2.03045
1148.29 1.49540
1148.41 0.910159
1148.52 0.609531
1148.64 0.436625
1148.86 0.256336
1149.09 0.168457
1149.32 0.119524
1149.77 0.0695322
1150.68 0.0326797
1151.59 0.0195011
1153.41 0.00993664
1155.23 0.00654719
1162.50 0.00324575
1169.78 0.00267702
1177.05 0.00261340
1184.33 0.00292034
1191.60 0.00413081
1195.24 0.00592068
1198.87 0.0110840
1200.69 0.0182970
1202.51 0.0386973
1203.42 0.0669050
1203.88 0.0949338
1204.33 0.145668
1204.78 0.252970
1205.01 0.357907
1205.24 0.545340
1205.35 0.700762
1205.47 0.933602
1205.58 1.30514
1205.69 1.94398
1205.81 3.21114
1205.86 4.36360
1205.92 6.21601
1205.98 9.60583
1206.01 12.4758
1206.03 16.6133
1206.06 23.3699
1206.09 34.3078
1206.12 53.7318
1206.15 89.4492
1206.17 143.786
1206.20 178.069
1206.23 141.651
1206.25 89.4526
1206.28 56.6087
1206.30 38.1382
1206.33 26.6257
1206.35 19.6969
1206.40 11.7892
1206.45 7.84964
1206.50 5.54779
1206.55 4.12201
1206.64 2.53814
1206.74 1.71051
1206.84 1.23376
1206.94 0.931636
1207.03 0.728291
1207.23 0.479257
1207.42 0.339284
1207.81 0.196103
1208.20 0.127757
1208.59 0.0900774
1209.37 0.0519678
1210.15 0.0340770
1210.93 0.0242713
1212.48 0.0144458
1215.60 0.00735222
1218.72 0.00484693
1224.95 0.00304210
1231.18 0.00240793
1256.10 0.00188584
1268.56 0.00196087
1281.03 0.00225718
1287.26 0.00261140
1293.49 0.00344860
1299.72 0.00715161
1301.28 0.0107138
1302.83 0.0205373
1303.61 0.0339444
1304.39 0.0711358
1304.78 0.121544
1304.98 0.170799
1305.17 0.257967
1305.37 0.437248
1305.46 0.606283
1305.56 0.896715
1305.66 1.46715
1305.71 1.97983
1305.75 2.79042
1305.80 4.24837
1305.85 7.08105
1305.88 9.75518
1305.90 13.8871
1305.92 20.8157
1305.95 32.6726
1305.97 52.3658
1306.00 65.5331
1306.03 52.3667
1306.05 32.6739
1306.07 23.6527
1306.09 17.7747
1306.12 10.6085
1306.15 6.91528
1306.18 4.82447
1306.22 3.54289
1306.25 2.70620
1306.32 1.72169
1306.38 1.18912
1306.45 0.869839
1306.58 0.523220
1306.71 0.349370
1306.84 0.250087
1307.11 0.146930
1307.64 0.0696030
1308.16 0.0415713
1309.22 0.0212633
1310.28 0.0142945
1312.39 0.0101060
1314.50 0.0102620
1316.61 0.0137009
1318.72 0.0253082
1319.78 0.0417975
1320.31 0.0582686
1320.83 0.0882478
1321.36 0.151733
1321.63 0.214156
1321.89 0.326130
1322.15 0.558130
1322.29 0.780968
1322.42 1.17033
1322.55 1.94402
1322.62 2.65404
1322.68 3.83350
1322.75 5.99990
1322.78 7.82847
1322.81 10.6094
1322.85 15.1001
1322.88 22.9107
1322.91 37.6978
1322.95 66.0631
1322.97 106.590
1323.00 132.373
1323.03 105.047
1323.06 66.0652
1323.08 40.9710
1323.11 27.1829
1323.14 18.7869
1323.16 13.7910
1323.19 10.4040
1323.21 8.17685
1323.27 5.41141
1323.32 3.81109
1323.37 2.82489
1323.48 1.73389
1323.58 1.16684
1323.69 0.840880
1323.79 0.634752
1323.90 0.496237
1324.11 0.326918
1324.32 0.232230
1324.74 0.134930
1325.16 0.0886493
1325.58 0.0630804
1326.42 0.0372788
1328.11 0.0185616
1329.79 0.0119614
1333.16 0.00731671
1336.53 0.00583621
1343.27 0.00523419
1350.00 0.00576258
1356.74 0.00709339
1363.48 0.00965601
1366.84 0.0118629
1370.21 0.0156072
1371.90 0.0190099
1373.58 0.0260452
1374.42 0.0341962
1375.26 0.0550350
1375.69 0.0822977
1376.11 0.155409
1376.32 0.251401
1376.42 0.342195
1376.53 0.498882
1376.63 0.808659
1376.69 1.08934
1376.74 1.53796
1376.79 2.35487
1376.82 3.01277
1376.84 3.98108
1376.87 5.54985
1376.90 8.04609
1376.92 12.3899
1376.95 20.1873
1376.97 32.4559
1377.00 40.7070
1377.03 32.4566
1377.05 20.1882
1377.07 13.5602
1377.09 9.58505
1377.11 6.92959
1377.13 5.26770
1377.18 3.27127
1377.22 2.23465
1377.26 1.60840
1377.30 1.22069
1377.38 0.769916
1377.46 0.530133
1377.54 0.390936
1377.70 0.242073
1378.03 0.126836
1378.35 0.0844213
1379.00 0.0539904
1379.65 0.0442686
1380.95 0.0401996
1382.25 0.0427108
1384.85 0.0568847
1387.45 0.0859571
1388.75 0.110940
1390.05 0.149272
1391.35 0.212353
1392.65 0.326712
1393.30 0.422555
1393.95 0.568013
1394.60 0.804280
1395.24 1.22528
1395.57 1.57276
1395.73 1.80551
1395.89 2.09202
1396.06 2.45498
1396.22 2.91784
1396.38 3.52472
1396.46 3.90153
1396.54 4.34194
1396.71 5.48698
1396.87 7.13688
1397.03 9.67147
1397.11 11.4592
1397.19 13.7851
1397.28 16.9297
1397.36 21.1983
1397.44 27.2583
1397.52 36.2247
1397.60 50.1701
1397.68 73.1725
1397.76 113.532
1397.84 186.649
1397.92 298.626
1398.00 373.259
1398.08 298.589
1398.16 186.612
1398.21 131.671
1398.27 95.7298
1398.32 71.7007
1398.38 55.2575
1398.49 35.2783
1398.60 24.2760
1398.71 17.6087
1398.82 13.3589
1399.04 8.41865
1399.26 5.76791
1399.48 4.19941
1399.70 3.19212
1399.92 2.50753
1400.36 1.66251
1400.80 1.18305
1401.24 0.884034
1401.68 0.685937
1402.57 0.447025
1403.45 0.314438
1404.33 0.233231
1405.21 0.179923
1406.97 0.116486
1408.73 0.0816600
1410.50 0.0604995
1412.26 0.0466900
1415.78 0.0303599
1419.31 0.0214497
1422.83 0.0160627
1426.36 0.0125655
1433.40 0.00846347
1440.45 0.00626221
1447.50 0.00497258
1454.55 0.00418531
1468.65 0.00347422
1482.75 0.00372876
1489.80 0.00458729
1496.85 0.00727484
1500.37 0.0110773
1503.90 0.0218801
1505.66 0.0368871
1506.54 0.0518635
1507.42 0.0792089
1508.30 0.137523
1508.74 0.195429
1509.18 0.300081
1509.40 0.388069
1509.62 0.520937
1509.84 0.736389
1510.06 1.12016
1510.17 1.43930
1510.28 1.91182
1510.39 2.66146
1510.50 3.95498
1510.61 6.47493
1510.67 8.73881
1510.72 12.4139
1510.78 18.9344
1510.81 24.3613
1510.83 32.0405
1510.86 44.3052
1510.89 63.5059
1510.92 97.7252
1510.94 155.685
1510.97 247.785
1511.00 308.649
1511.03 244.286
1511.06 152.958
1511.08 102.712
1511.10 72.4642
1511.13 52.3591
1511.15 39.7267
1511.19 24.5984
1511.24 16.5997
1511.28 11.9136
1511.33 8.94953
1511.42 5.59284
1511.51 3.80347
1511.60 2.75174
1511.69 2.08230
1511.78 1.63448
1511.96 1.07928
1512.13 0.767006
1512.31 0.573172
1512.49 0.444678
1512.85 0.289993
1513.21 0.204462
1513.93 0.117713
1514.64 0.0768972
1515.36 0.0545041
1516.79 0.0320553
1519.66 0.0159201
1522.53 0.0103088
1528.27 0.00650516
1534.00 0.00551494
1539.74 0.00554035
1545.48 0.00636105
1548.35 0.00727303
1551.21 0.00916145
1554.08 0.0165327
1554.80 0.0233664
1555.52 0.0418941
1555.87 0.0667362
1556.23 0.133444
1556.41 0.220890
1556.59 0.443691
1556.68 0.716584
1556.77 1.33912
1556.82 2.01289
1556.86 3.33042
1556.88 4.53244
1556.91 6.34036
1556.93 9.27520
1556.95 14.0943
1556.98 22.6072
1557.00 27.9482
1557.03 22.2605
1557.05 14.0948
1557.08 8.32461
1557.11 5.33231
1557.13 3.64302
1557.16 2.62526
1557.22 1.52124
1557.27 0.994427
1557.38 0.517102
1557.49 0.318794
1557.70 0.157836
1557.92 0.0964969
1558.36 0.0500334
1558.79 0.0331853
1560.53 0.0173066
1562.27 0.0155486
1564.01 0.0162983
1567.49 0.0211356
1570.97 0.0312192
1572.71 0.0399090
1574.44 0.0532676
1576.18 0.0752859
1577.92 0.115405
1578.79 0.149196
1579.66 0.200765
1580.53 0.285208
1581.40 0.437628
1581.84 0.565020
1582.27 0.757856
1582.71 1.07003
1583.14 1.62311
1583.36 2.07897
1583.58 2.75395
1583.68 3.22422
1583.79 3.82584
1583.90 4.61247
1584.01 5.65681
1584.12 7.11405
1584.23 9.21116
1584.34 12.3804
1584.39 14.5844
1584.45 17.4233
1584.50 21.2404
1584.55 26.3168
1584.61 33.3856
1584.66 43.5850
1584.72 59.2770
1584.77 83.6608
1584.83 123.869
1584.88 191.201
1584.94 306.157
1585.00 380.802
1585.06 304.129
1585.12 189.610
1585.17 129.751
1585.22 92.1707
1585.26 67.8218
1585.31 51.5668
1585.40 32.1669
1585.49 21.8898
1585.59 15.7492
1585.68 11.8852
1585.86 7.43850
1586.05 5.07355
1586.23 3.67832
1586.42 2.78796
1586.60 2.18841
1586.97 1.44869
1587.34 1.03098
1587.71 0.771247
1588.08 0.599788
1588.82 0.394132
1589.56 0.280978
1590.30 0.212942
1591.03 0.169905
1592.51 0.126195
1593.25 0.120117
1593.99 0.127063
1594.73 0.159347
1595.10 0.197134
1595.47 0.269099
1595.84 0.425024
1596.02 0.578714
1596.21 0.850939
1596.30 1.07689
1596.39 1.40931
1596.49 1.94010
1596.58 2.83923
1596.67 4.58962
1596.72 6.12600
1596.76 8.57840
1596.81 12.8228
1596.85 21.0234
1596.88 28.2175
1596.90 39.4066
1596.92 57.5256
1596.95 87.2253
1596.97 139.540
1597.00 174.417
1597.03 139.541
1597.05 87.2271
1597.08 53.6933
1597.11 35.4366
1597.13 24.4014
1597.16 17.8709
1597.19 13.4612
1597.21 10.5702
1597.27 6.99121
