Sn-122(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 7.34901
1.25000E-05 6.57315
1.50000E-05 6.00044
2.00000E-05 5.19653
2.75000E-05 4.43162
3.50000E-05 3.92821
4.25000E-05 3.56479
5.00000E-05 3.28657
6.25000E-05 2.93960
7.50000E-05 2.68347
0.000100000 2.32395
0.000125000 2.07861
0.000150000 1.89750
0.000200000 1.64328
0.000275000 1.40139
0.000350000 1.24220
0.000425000 1.12727
0.000500000 1.03929
0.000625000 0.929567
0.000750000 0.848572
0.00100000 0.734879
0.00125000 0.657291
0.00150000 0.600018
0.00200000 0.519623
0.00275000 0.443126
0.00350000 0.392781
0.00425000 0.356435
0.00500000 0.328609
0.00625000 0.293906
0.00750000 0.268289
0.0100000 0.232328
0.0125000 0.207785
0.0150000 0.189667
0.0200000 0.164232
0.0253000 0.145997
0.0314750 0.130871
0.0376500 0.119637
0.0500000 0.103778
0.0625000 0.0927873
0.0750000 0.0846716
0.100000 0.0732738
0.125000 0.0654899
0.150000 0.0597398
0.200000 0.0516602
0.275000 0.0439590
0.350000 0.0388798
0.500000 0.0323866
0.750000 0.0262514
1.00000 0.0225698
1.50000 0.0181641
2.00000 0.0155071
2.75000 0.0129467
3.50000 0.0112380
5.00000 0.00902361
7.50000 0.00689553
10.0000 0.00560437
15.0000 0.00406195
20.0000 0.00315378
27.5000 0.00232462
35.0000 0.00182086
50.0000 0.00128907
62.5000 0.00113841
75.0000 0.00128731
81.2500 0.00160520
87.5000 0.00238199
90.6250 0.00318905
93.7500 0.00467715
95.3125 0.00593092
96.8750 0.00783564
98.4375 0.0109237
100.000 0.0164065
100.840 0.0213065
101.680 0.0288286
102.520 0.0412294
103.360 0.0638333
103.780 0.0828502
104.200 0.111829
104.620 0.159150
105.040 0.244261
105.250 0.314938
105.460 0.421287
105.670 0.591987
105.880 0.891495
105.985 1.13411
106.090 1.49043
106.195 2.04382
106.300 2.96985
106.405 4.68991
106.458 6.15884
106.510 8.41984
106.563 12.1336
106.615 18.7581
106.668 31.8016
106.694 43.0811
106.720 59.4702
106.760 95.0393
106.800 118.713
106.840 95.0745
106.880 59.5144
