W-186(n,tot) ENDF/B-VII.1
165.132 3.45542
166.236 3.27253
166.788 3.18074
167.340 3.10159
167.892 3.06545
168.443 3.16013
168.719 3.33018
168.995 3.68311
169.271 4.40937
169.547 5.98064
169.685 7.44020
169.754 8.47198
169.789 9.09301
169.823 9.80017
169.858 10.6087
169.892 11.5374
169.927 12.6093
169.961 13.8531
169.996 15.3051
170.030 17.0110
170.065 19.0299
170.099 21.4383
170.134 24.3372
170.168 27.8618
170.237 37.5947
170.272 44.4200
170.306 53.1976
170.341 64.7143
170.375 80.1864
170.410 101.571
170.444 132.165
170.479 177.851
170.513 249.868
170.548 371.588
170.582 596.831
170.600 785.702
170.617 1063.47
170.634 1484.11
170.651 2121.88
170.676 3448.37
170.700 4383.94
170.724 3569.75
170.749 2269.52
170.777 1316.55
170.806 825.368
170.835 559.184
170.863 403.385
170.892 304.817
170.920 239.042
170.977 159.773
171.035 115.506
171.092 88.3349
171.206 57.8907
171.320 41.9818
171.434 32.5677
171.549 26.4844
171.663 22.3068
171.892 17.0379
172.120 13.9266
172.349 11.9084
172.577 10.5089
173.034 8.71538
173.491 7.62631
173.948 6.89767
174.405 6.37570
175.319 5.67232
176.233 5.21154
178.062 4.61646
179.890 4.21632
181.718 3.90133
185.374 3.37464
189.031 2.88741
192.687 2.38926
196.344 1.86070
200.000 1.31483
202.152 1.02137
204.304 0.822110
204.842 0.803031
205.380 0.803732
205.649 0.813216
205.918 0.829900
206.187 0.854765
206.456 0.888935
206.725 0.933701
206.994 0.990548
207.263 1.06119
207.532 1.14761
207.801 1.25212
208.070 1.37739
208.608 1.70329
209.146 2.15760
209.684 2.78548
210.222 3.65135
210.760 4.84911
211.298 6.51907
211.836 8.87708
212.374 12.2670
212.912 17.2596
213.450 24.8522
213.988 36.9008
214.526 57.1518
215.064 94.0296
215.333 124.482
215.602 169.555
215.871 239.627
216.140 355.797
216.409 565.847
216.544 738.921
216.678 994.641
216.813 1389.99
216.947 2033.94
217.082 3139.49
217.216 5084.32
217.358 8316.38
217.500 10636.8
217.642 8715.47
217.784 5574.96
217.919 3589.59
218.053 2425.53
218.188 1728.96
218.322 1290.55
218.591 798.930
218.860 546.918
219.129 401.092
219.398 309.168
219.936 203.675
220.475 147.308
221.013 113.398
221.551 91.2542
222.089 75.9021
223.165 56.3683
224.241 44.7157
225.317 37.1052
226.393 31.8047
228.546 24.9889
230.698 20.8467
232.850 18.0868
235.003 16.1248
239.307 13.5276
243.612 11.8842
247.916 10.7436
252.221 9.89698
260.830 8.68932
269.439 7.78898
273.744 7.35591
275.896 7.11673
278.049 6.83857
280.201 6.48031
281.277 6.24449
282.353 5.94200
282.891 5.75387
283.429 5.53246
283.967 5.27165
284.505 4.97619
284.775 4.83014
285.044 4.71524
285.313 4.70107
285.582 4.98557
285.716 5.40370
285.851 6.22612
285.985 7.86115
286.053 9.24938
286.086 10.1707
286.120 11.2975
286.153 12.6913
286.187 14.4210
286.204 15.4448
286.221 16.5962
286.237 17.8952
286.254 19.3658
286.288 22.9553
286.322 27.6587
286.355 33.9628
286.389 42.6174
286.422 54.8934
286.456 72.8358
286.490 100.339
286.523 145.018
286.557 223.675
286.574 286.369
286.591 376.244
286.607 509.754
286.624 715.850
286.641 1045.23
286.658 1576.43
286.679 2595.28
286.700 3332.50
286.721 2739.85
286.742 1763.34
286.757 1280.33
286.771 953.081
286.786 730.267
286.800 575.363
286.829 383.440
286.858 275.150
286.888 208.378
286.917 164.656
286.975 112.476
287.033 83.5316
287.091 65.7618
287.149 53.9654
287.207 45.7159
287.323 35.1086
287.439 28.7265
287.555 24.5388
287.671 21.6142
287.903 17.8481
288.136 15.5599
288.368 14.0383
288.600 12.9599
289.064 11.5408
289.529 10.6523
289.993 10.0444
290.458 9.60153
291.386 8.99657
292.315 8.59839
294.173 8.09428
296.030 7.77594
297.888 7.54727
301.603 7.22239
309.033 6.79656
316.463 6.49084
331.324 6.01889
346.184 5.62430
361.045 5.24552
375.905 4.81627
383.335 4.53396
387.050 4.35193
390.766 4.11785
392.623 3.96916
394.481 3.78769
396.338 3.55801
398.196 3.25464
399.125 3.06312
400.053 2.83660
400.982 2.57051
401.911 2.27547
402.375 2.13741
402.840 2.04395
403.304 2.08118
403.768 2.48955
403.885 2.71632
404.001 3.02934
404.117 3.46049
404.233 4.05612
404.291 4.43633
404.349 4.88526
404.407 5.41895
404.465 6.05373
404.523 6.81488
404.581 7.72929
404.697 10.1889
404.813 13.9128
404.929 19.7863
405.046 29.5736
405.104 37.0063
405.162 47.1704
405.220 61.5295
405.278 82.4806
405.336 114.566
405.394 166.433
405.452 257.192
405.481 329.305
405.510 432.316
405.539 584.674
405.568 818.602
405.597 1190.01
405.626 1784.74
405.663 2939.58
405.700 3785.78
405.737 3118.95
405.774 2004.59
405.797 1498.14
405.820 1140.89
405.866 709.670
405.912 480.488
405.958 347.452
406.004 264.117
406.050 208.630
406.142 141.654
406.234 104.159
406.326 80.9985
406.510 54.7965
406.694 40.9000
406.878 32.5477
407.062 27.0750
407.246 23.2604
407.615 18.3631
407.983 15.4022
408.351 13.4430
408.719 12.0614
409.455 10.2549
410.191 9.13434
410.927 8.37430
411.663 7.82563
413.136 7.08546
414.608 6.60683
416.080 6.26907
417.552 6.01556
420.497 5.65378
423.442 5.40045
429.331 5.04825
435.220 4.79313
441.109 4.58213
452.887 4.21220
464.665 3.85031
476.444 3.44580
488.222 2.92509
494.111 2.56469
497.056 2.33218
500.000 2.03686
502.384 1.72062
503.576 1.52326
504.768 1.29488
505.364 1.17294
505.960 1.05701
506.556 0.976155
507.152 1.01811
507.450 1.16041
507.599 1.29248
507.748 1.48821
507.897 1.77596
508.046 2.19987
508.120 2.48355
508.195 2.83096
508.269 3.25866
508.344 3.78857
508.418 4.45017
508.493 5.28373
508.642 7.71471
508.716 9.50794
508.791 11.8989
508.865 15.1565
508.940 19.7131
509.014 26.2971
509.089 36.2075
509.163 51.9322
509.238 78.6956
509.312 128.900
509.350 171.858
509.387 237.414
509.424 343.929
509.461 528.585
509.498 875.929
509.517 1162.28
509.536 1565.59
509.568 2565.51
509.600 3304.24
509.632 2722.72
509.664 1741.56
509.695 1116.44
509.726 752.238
509.756 535.023
509.787 398.684
509.818 308.340
509.848 246.117
509.909 168.274
509.971 123.280
510.032 95.0054
510.154 62.5953
510.277 45.3147
510.399 34.9351
510.522 28.1653
510.644 23.4786
510.889 17.5164
511.134 13.9629
511.379 11.6409
511.624 10.0228
512.114 7.93610
512.604 6.66073
513.094 5.80342
513.584 5.18669
514.564 4.35168
515.544 3.80135
517.503 3.08319
519.463 2.59031
521.422 2.19144
525.342 1.49504
527.301 1.16723
529.261 0.863491
531.221 0.639262
531.711 0.611471
532.201 0.603268
532.691 0.621487
533.180 0.675546
533.670 0.778606
533.915 0.854045
534.160 0.949227
534.405 1.06786
534.650 1.21423
535.140 1.61302
535.630 2.20498
536.120 3.08211
536.610 4.39188
537.100 6.38037
537.590 9.48002
538.080 14.4952
538.570 23.0542
539.059 38.8107
539.304 51.8871
539.549 71.2577
539.794 101.355
540.039 151.018
540.284 240.008
540.407 312.509
540.529 418.244
540.652 579.097
540.774 835.010
540.897 1260.47
541.019 1979.65
541.160 3268.78
541.300 4235.49
541.441 3511.18
541.581 2262.10
541.699 1533.46
541.818 1078.26
541.936 791.504
542.054 603.970
542.291 385.635
542.528 269.530
542.764 200.734
543.001 156.633
543.474 105.164
543.947 77.1761
544.421 60.1305
544.894 48.8891
545.367 41.0302
546.313 30.9347
547.260 24.8434
548.206 20.8265
549.153 18.0048
551.046 14.3359
552.939 12.0741
554.832 10.5462
556.724 9.44518
560.510 7.95825
564.296 6.98921
571.868 5.76320
579.440 4.97151
587.011 4.37324
602.155 3.40876
617.298 2.50316
624.870 2.01514
632.441 1.47930
640.013 0.894361
643.799 0.609233
647.585 0.402819
648.531 0.383851
649.478 0.389619
649.951 0.404915
650.424 0.430705
650.897 0.469125
651.371 0.522806
651.844 0.595027
652.317 0.689834
652.790 0.812370
653.264 0.969156
653.737 1.16860
654.210 1.42147
655.156 2.14916
656.103 3.33492
657.049 5.32540
657.996 8.83878
658.469 11.6157
658.942 15.5381
659.416 21.2616
659.889 29.9598
660.362 43.9093
660.835 67.9539
661.308 113.831
661.545 153.648
661.782 215.524
662.018 317.907
662.255 501.302
662.373 649.603
662.491 862.374
662.610 1173.35
662.728 1627.45
662.914 2671.13
663.100 3462.33
663.286 2872.18
663.472 1840.11
663.669 1123.75
663.867 729.728
664.064 505.934
664.261 370.307
664.458 282.865
664.655 223.549
665.050 150.704
665.444 109.370
665.839 83.6358
666.628 54.4240
667.416 38.9425
668.205 29.6588
668.994 23.5960
669.783 19.3822
671.361 13.9824
672.939 10.7097
676.094 6.95727
679.249 4.83450
682.405 3.42446
685.560 2.38857
688.716 1.58723
691.871 0.974036
693.449 0.742118
695.027 0.571612
695.816 0.514327
696.605 0.479421
697.393 0.470580
698.182 0.492394
698.577 0.516541
698.971 0.550596
699.366 0.595506
699.760 0.652324
700.549 0.806571
701.338 1.02460
702.127 1.32077
702.915 1.71338
704.493 2.88918
706.071 4.84267
707.649 8.09566
709.226 13.6564
710.804 23.7082
711.593 31.9477
712.382 44.4217
712.776 53.6737
713.171 67.5194
713.368 78.5012
713.466 86.3305
713.565 97.2634
713.664 114.430
713.713 127.693
713.762 147.119
713.812 178.404
713.836 202.412
713.861 236.239
713.886 287.057
713.910 368.149
713.935 509.184
713.947 618.199
713.959 764.614
713.980 1078.01
713.990 1208.45
714.000 1233.80
714.010 1116.84
714.020 909.066
714.031 690.896
714.041 513.834
714.050 394.396
714.059 306.860
714.068 243.314
714.077 197.486
714.086 163.410
714.095 138.371
714.104 119.357
714.113 105.095
714.131 85.6505
714.149 73.9860
714.186 62.6299
714.222 58.8018
714.258 58.2043
714.330 60.7428
714.403 64.9247
714.475 69.4978
714.620 78.7455
714.910 97.2704
715.199 117.143
715.779 166.773
716.358 239.904
716.937 355.960
717.516 552.989
718.096 910.564
718.675 1584.32
719.238 2663.64
719.800 3484.72
720.363 2914.12
720.925 1905.34
721.355 1354.52
721.786 991.060
722.216 751.087
722.646 588.143
723.506 390.708
724.367 281.336
725.227 214.618
726.088 170.862
727.809 118.533
729.529 89.3051
731.250 71.1210
732.971 58.9162
734.692 50.2546
738.134 38.9201
741.575 31.9270
745.017 27.2281
748.459 23.8721
755.342 19.4185
762.226 16.6038
769.109 14.6609
775.993 13.2325
789.760 11.2465
803.526 9.88011
817.293 8.75641
820.735 8.44869
824.177 8.05766
825.898 7.77713
826.758 7.58814
827.618 7.33867
828.049 7.17793
828.479 6.98092
828.909 6.73239
829.339 6.40986
829.554 6.21230
829.770 5.98805
829.985 5.74481
830.200 5.52499
830.307 5.46850
830.415 5.51620
830.522 5.80546
830.630 6.68557
830.684 7.61368
830.738 9.19971
830.764 10.3981
830.791 12.0125
830.818 14.2236
830.845 17.3005
830.859 19.3147
830.872 21.7247
830.885 24.6760
830.899 28.2696
830.912 32.7575
830.926 38.3442
830.939 45.4979
830.953 54.6595
830.966 66.7760
830.980 82.8748
830.993 105.078
831.006 136.008
831.020 180.962
831.033 247.132
831.047 347.309
831.060 499.095
831.080 839.026
831.100 1100.52
831.110 1061.93
831.120 925.496
831.140 610.101
831.156 428.887
831.172 312.386
831.188 236.322
831.204 185.684
831.236 124.902
831.268 91.6928
831.300 71.4897
831.332 58.3214
831.396 42.5721
831.461 33.7771
831.525 28.2980
831.589 24.6142
831.653 21.9947
831.781 18.5558
831.909 16.4292
832.038 14.9970
832.166 13.9725
832.422 12.6119
832.679 11.7537
832.935 11.1639
833.191 10.7335
833.704 10.1457
834.217 9.76037
835.243 9.27716
836.269 8.97702
837.294 8.76488
839.346 8.46895
843.448 8.08707
847.551 7.81055
863.963 6.98554
880.374 6.27154
896.785 5.52712
913.196 4.62885
921.402 4.05690
929.608 3.33696
933.710 2.89529
937.813 2.38058
941.916 1.78092
946.019 1.11050
948.070 0.783526
950.122 0.529596
950.635 0.491766
951.147 0.470841
951.660 0.471834
952.173 0.501255
952.686 0.567622
953.199 0.682127
953.712 0.859760
954.224 1.12059
954.737 1.49221
955.250 2.01258
955.763 2.73559
956.276 3.73810
956.789 5.13383
957.302 7.09301
957.814 9.88179
958.327 13.9262
958.840 19.9456
959.353 29.2076
959.866 44.1129
960.379 69.5608
960.892 116.712
961.148 156.072
961.404 214.598
961.661 305.424
961.917 453.199
962.174 705.452
962.430 1145.35
962.715 1927.54
963.000 2536.09
963.285 2133.18
963.570 1397.68
963.855 900.378
964.139 611.948
964.424 440.823
964.709 333.510
964.993 262.431
965.278 213.077
965.847 150.827
966.416 114.391
966.985 91.1098
968.124 63.8646
969.262 48.8920
970.401 39.6408
971.539 33.4448
972.678 29.0448
974.954 23.2673
977.231 19.6768
979.508 17.2428
981.785 15.4876
986.339 13.1222
990.893 11.5908
995.446 10.5037
1000.00 9.67808
1008.84 8.49280
1017.68 7.59300
1026.52 6.81039
1035.36 6.03322
1044.19 5.13755
1048.61 4.58214
1053.03 3.89059
1055.24 3.46699
1057.45 2.97060
1059.66 2.38266
1061.87 1.69602
1062.98 1.33119
1064.08 0.993014
1065.19 0.783577
1065.46 0.777925
1065.74 0.804276
1066.01 0.873404
1066.29 0.999946
1066.57 1.20495
1066.84 1.51516
1067.12 1.97109
1067.40 2.63054
1067.67 3.58308
1067.95 4.95202
1068.22 6.94341
1068.50 9.88678
1068.78 14.3600
1069.05 21.3308
1069.33 32.7150
1069.61 52.4560
1069.88 89.6632
1070.02 121.181
1070.16 168.638
1070.30 243.390
1070.43 367.455
1070.57 584.680
1070.71 975.368
1070.86 1646.76
1071.00 2167.75
1071.15 1827.14
1071.29 1202.68
1071.39 894.417
1071.49 678.793
1071.68 424.128
1071.87 290.055
1072.07 213.080
1072.26 164.611
1072.45 132.408
1072.84 93.1899
1073.23 70.8783
1073.61 56.8999
1074.38 40.7072
1075.16 31.8567
1075.93 26.3788
1076.70 22.6917
1077.48 20.0555
1079.02 16.5529
1080.57 14.3346
1082.11 12.7983
1083.66 11.6635
1086.75 10.0714
1089.84 8.96707
1096.03 7.38489
1102.21 6.04915
1105.31 5.33102
1108.40 4.49119
1109.94 3.99457
1111.49 3.42422
1113.04 2.76222
1114.58 2.00894
1115.35 1.62260
1116.13 1.28425
1116.51 1.16728
1116.90 1.12283
1117.29 1.20385
1117.48 1.31800
1117.67 1.50314
1117.87 1.78501
1118.06 2.19418
1118.25 2.77882
1118.45 3.60649
1118.64 4.78346
1118.83 6.44759
1119.03 8.83560
1119.22 12.3190
1119.41 17.5520
1119.61 25.5780
1119.80 38.4639
1119.99 60.3355
1120.19 100.656
1120.28 133.963
1120.38 182.314
1120.48 256.721
1120.57 373.535
1120.67 568.228
1120.77 890.256
1120.88 1513.84
1121.00 1999.93
1121.12 1687.03
1121.24 1113.15
1121.36 695.678
1121.49 464.023
1121.62 331.091
1121.75 250.063
1121.87 196.673
1122.00 160.211
1122.26 114.339
1122.51 87.5383
1122.77 70.5093
1123.28 50.5414
1123.79 39.4939
1124.30 32.6393
1124.81 28.0167
1125.32 24.7117
1126.34 20.3277
1127.36 17.5720
1128.38 15.6802
1129.40 14.3020
1131.44 12.4155
1133.48 11.1697
1137.56 9.57398
1141.65 8.53184
1145.73 7.73704
1153.89 6.42350
1162.06 5.09027
1166.14 4.29345
1170.22 3.32417
1172.26 2.74998
1174.30 2.10803
1176.35 1.41647
1178.39 0.781283
1178.90 0.668442
1179.41 0.597106
1179.92 0.588325
1180.17 0.616832
1180.43 0.674123
1180.68 0.767357
1180.94 0.904236
1181.19 1.09564
1181.45 1.35503
1181.70 1.69959
1181.96 2.15156
1182.21 2.73992
1182.47 3.50290
1182.98 5.78077
1183.49 9.65448
1184.00 16.4702
1184.25 21.7806
1184.51 29.1397
1184.77 39.6221
1185.02 54.8607
1185.28 77.8791
1185.53 114.208
1185.79 174.782
1186.04 282.875
1186.30 491.177
1186.42 666.381
1186.55 913.786
1186.78 1555.68
1187.00 2061.64
1187.23 1747.83
1187.45 1158.50
1187.68 753.963
1187.90 518.507
1188.13 377.705
1188.35 288.784
1188.58 229.512
1188.80 188.118
1189.25 135.518
1189.70 104.388
1190.15 84.3805
1191.05 60.7179
1191.95 47.5349
1192.85 39.3102
1193.75 33.7497
1194.65 29.7686
1196.45 24.4879
1198.25 21.1723
1200.06 18.9055
1201.86 17.2627
1205.46 15.0397
1209.06 13.6028
1212.66 12.5932
1216.26 11.8410
1223.46 10.7849
1230.66 10.0678
1245.07 9.12840
1259.47 8.51337
1273.88 8.05874
1302.69 7.38399
1331.50 6.84665
1360.30 6.33062
1374.71 6.04179
1389.11 5.68385
1396.32 5.44209
1399.92 5.28677
1403.52 5.08844
1407.12 4.80948
1408.92 4.61337
1410.72 4.34752
1411.62 4.17264
1412.52 3.95530
1413.42 3.67627
1414.32 3.30513
1414.77 3.07078
1415.22 2.79659
1415.67 2.48095
1416.12 2.14805
1416.35 2.00804
1416.57 1.94147
1416.80 2.06620
1416.91 2.28388
1417.02 2.69399
1417.14 3.44349
1417.25 4.78101
1417.30 5.84146
1417.36 7.27210
1417.42 9.26078
1417.47 12.0788
1417.53 16.2596
1417.59 22.4370
1417.64 32.0774
1417.70 47.9260
1417.75 76.4973
1417.78 98.9655
1417.81 130.956
1417.84 177.911
1417.87 249.056
1417.89 359.836
1417.92 533.247
1417.96 903.655
1418.00 1199.21
1418.04 1016.30
1418.08 669.883
1418.10 499.145
1418.13 383.508
1418.18 241.869
1418.23 167.072
1418.28 124.310
1418.33 96.7613
1418.38 78.3204
1418.48 55.9957
1418.59 43.1454
1418.69 35.1304
1418.89 25.8110
1419.09 20.6738
1419.30 17.4929
1419.50 15.3534
1419.70 13.8327
1420.11 11.8101
1420.51 10.5440
1420.92 9.67705
1421.32 9.04982
1422.13 8.19979
1422.94 7.64965
1423.76 7.26229
1424.57 6.97306
1426.19 6.56328
1427.81 6.28033
1431.05 5.89535
1434.30 5.62343
1437.54 5.40241
1444.03 5.01913
1450.51 4.64604
1457.00 4.23760
1463.49 3.75780
1465.11 3.62408
1466.73 3.48971
1467.54 3.42964
1468.35 3.39738
1468.76 3.42157
1468.96 3.46535
1469.16 3.56058
1469.37 3.78446
1469.47 4.01172
1469.57 4.42331
1469.62 4.76818
1469.67 5.28567
1469.72 6.11057
1469.77 7.50218
1469.82 10.2542
1469.85 12.6640
1469.87 16.5251
1469.90 23.6115
1469.92 37.1193
1469.94 49.7634
1469.95 68.2096
1469.96 101.408
1469.97 154.653
1469.99 244.300
1470.00 305.731
1470.01 244.327
1470.03 154.684
1470.04 95.0721
1470.06 62.7792
1470.07 43.2268
1470.09 32.2748
1470.10 24.7659
1470.11 20.0570
1470.14 14.2596
1470.17 10.8906
1470.20 8.83883
1470.26 6.60476
1470.32 5.44147
1470.37 4.77944
1470.49 4.07567
1470.60 3.72337
1470.72 3.52212
1470.94 3.30280
1471.17 3.18518
1471.40 3.10858
1471.86 3.00504
1472.78 2.86009
1473.69 2.73468
1475.52 2.48623
1477.36 2.22302
1481.02 1.63356
1484.68 0.972974
1486.52 0.652222
1488.35 0.407905
1489.26 0.356345
1489.72 0.361794
1489.95 0.374951
1490.18 0.396352
1490.64 0.468597
1491.10 0.589786
1491.55 0.774843
1492.01 1.04377
1492.47 1.42369
1492.93 1.95195
1493.39 2.68075
1493.84 3.68440
1494.30 5.07095
1494.76 7.00120
1495.22 9.72131
1495.68 13.6205
1496.13 19.3385
1496.59 27.9757
1497.05 41.5344
1497.51 63.9146
1497.97 103.378
1498.42 179.296
1498.65 244.361
1498.88 342.262
1499.11 493.254
1499.34 726.914
1499.67 1242.01
1500.00 1656.98
1500.33 1411.36
1500.66 935.977
1501.02 587.197
1501.38 393.119
1501.74 281.554
1502.10 213.162
1502.46 168.292
1502.82 137.459
1503.55 98.7145
1504.27 76.0627
1504.99 61.5880
1506.43 44.5597
1507.87 35.1099
1509.32 29.2188
1510.76 25.2371
1512.20 22.3859
1515.08 18.6025
1517.97 16.2241
1520.85 14.5984
1523.74 13.4197
1529.51 11.8256
1535.28 10.7970
1541.05 10.0758
1546.82 9.53994
1558.36 8.79038
1569.89 8.28368
1581.43 7.91232
1584.32 7.83435
1587.20 7.76241
1590.09 7.70454
1590.81 7.70016
1591.53 7.71878
1591.89 7.75907
1592.25 7.88502
1592.43 8.06275
1592.52 8.23661
1592.61 8.54573
1592.70 9.17432
1592.75 9.76472
1592.79 10.7700
1592.84 12.6869
1592.86 14.4164
1592.88 17.0360
1592.91 21.7346
1592.93 30.2634
1592.94 38.3423
1592.95 49.7610
1592.96 67.6539
1592.97 95.8631
1592.99 148.792
1593.00 184.068
1593.01 148.774
1593.03 95.8383
1593.04 67.6290
1593.05 49.7374
1593.06 38.3204
1593.07 30.7928
1593.09 21.9934
1593.12 17.4883
1593.14 14.6885
1593.16 12.9208
1593.20 10.9395
1593.25 9.86937
1593.29 9.25295
1593.38 8.58370
1593.46 8.25194
1593.55 8.06339
1593.72 7.86796
1594.07 7.71686
1594.42 7.65765
1595.11 7.60489
1595.81 7.57658
1598.59 7.50553
1604.15 7.39358
1615.26 7.20004
1637.50 6.88372
1659.74 6.62585
1665.30 6.56755
1670.85 6.51148
1676.41 6.45970
1679.19 6.44576
1679.89 6.45243
1680.58 6.48335
1680.93 6.53169
1681.28 6.67103
1681.45 6.86171
1681.54 7.04765
1681.62 7.37208
1681.71 8.03458
1681.76 8.66379
1681.80 9.70720
1681.84 11.7373
1681.86 13.5245
1681.89 16.1998
1681.91 20.9414
1681.93 29.3529
1681.94 36.7718
1681.95 47.9927
1681.96 65.5009
1681.97 91.7084
1681.99 143.767
1682.00 177.234
1682.01 143.763
1682.03 91.7009
1682.04 59.9019
1682.06 41.2725
1682.07 30.4882
1682.08 23.8807
1682.10 19.6010
1682.11 16.6932
1682.14 13.2265
1682.17 11.1876
1682.19 9.97309
1682.25 8.58595
1682.31 7.86213
1682.36 7.45094
1682.47 7.01609
1682.58 6.80142
1682.69 6.68163
1682.91 6.55773
1683.35 6.46335
1683.79 6.42680
1684.68 6.39494
1685.56 6.37831
1689.09 6.33719
1696.15 6.27021
1710.26 6.14304
1738.50 5.89247
1752.61 5.76045
1766.73 5.61075
1773.79 5.51859
1777.32 5.46252
1780.84 5.39349
1784.37 5.29927
1786.14 5.23376
1787.90 5.14453
1788.79 5.08502
1789.67 5.00960
1790.55 4.90955
1791.43 4.76866
1791.87 4.67329
1792.31 4.55260
1792.76 4.39451
1793.20 4.17932
1793.42 4.04050
1793.64 3.87509
1793.86 3.67747
1794.08 3.45516
1794.19 3.34648
1794.30 3.26597
1794.41 3.26766
1794.52 3.50111
1794.58 3.83079
1794.63 4.44794
1794.69 5.62493
1794.71 6.60910
1794.74 7.96751
1794.77 10.0326
1794.80 13.0366
1794.82 17.9275
1794.84 21.4558
1794.85 25.7008
1794.86 31.7308
1794.88 39.9271
1794.89 51.3360
1794.91 66.2735
1794.92 89.6410
1794.93 125.089
1794.95 180.286
1794.96 263.541
1794.98 444.709
1795.00 596.695
1795.01 579.264
1795.02 506.328
1795.04 338.475
1795.06 213.157
1795.08 144.988
1795.10 103.875
1795.13 79.7991
1795.15 63.2973
1795.17 52.4585
1795.21 38.4968
1795.25 30.3568
1795.30 25.1535
1795.38 19.0932
1795.47 15.6891
1795.55 13.5709
1795.64 12.1424
1795.73 11.1318
1795.90 9.77693
1796.07 8.93259
1796.24 8.35659
1796.41 7.93995
1796.75 7.37807
1797.10 7.01871
1797.44 6.76933
1797.78 6.58654
1798.47 6.33462
1799.15 6.16920
1799.84 6.05137
1800.52 5.96260
1801.89 5.83614
1803.26 5.74873
1806.01 5.63136
1808.75 5.55224
1811.49 5.49534
1812.86 5.47671
1814.23 5.47657
1814.92 5.49988
1815.60 5.58811
1815.94 5.71997
1816.11 5.85266
1816.29 6.09383
1816.46 6.60378
1816.54 7.10019
1816.63 7.96514
1816.67 8.67678
1816.71 9.72881
1816.76 11.3769
1816.80 14.0829
1816.84 19.2761
1816.86 23.9099
1816.89 30.8250
1816.91 43.0191
1816.93 64.4554
1816.94 83.1569
1816.95 108.034
1816.96 149.123
1816.97 204.994
1816.99 324.653
1817.00 404.393
1817.02 324.708
1817.03 205.061
1817.05 128.305
1817.06 87.4699
1817.07 63.1255
1817.09 47.8579
1817.12 30.8542
1817.14 22.2372
1817.17 17.1874
1817.20 14.1813
1817.26 10.7989
1817.31 9.02100
1817.37 8.00562
1817.43 7.35206
1817.48 6.92071
1817.60 6.38937
1817.71 6.08992
1817.93 5.78216
1818.16 5.63295
1818.39 5.54891
1818.84 5.46068
1819.74 5.38750
1820.64 5.35270
1822.45 5.31045
1824.25 5.27868
1831.47 5.17109
1838.70 5.06817
1845.92 4.96201
1860.36 4.72474
1874.80 4.42606
1889.25 4.00590
1896.47 3.71039
1903.69 3.31109
1907.30 3.05056
1910.91 2.72952
1914.52 2.32394
1918.14 1.79994
1919.94 1.48203
1921.75 1.12649
1923.55 0.751809
1925.36 0.442005
1925.81 0.402165
1926.26 0.393866
1926.71 0.432173
1927.16 0.539351
1927.62 0.750087
1928.07 1.11659
1928.29 1.38384
