Sr-89(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 21.1300
1.25000E-05 18.8991
1.50000E-05 17.2524
2.00000E-05 14.9409
2.75000E-05 12.7415
3.50000E-05 11.2941
4.25000E-05 10.2492
5.00000E-05 9.44922
6.25000E-05 8.45159
7.50000E-05 7.71517
0.000100000 6.68149
0.000125000 5.97607
0.000150000 5.45535
0.000200000 4.72444
0.000275000 4.02898
0.000350000 3.57129
0.000425000 3.24087
0.000500000 2.98792
0.000625000 2.67247
0.000750000 2.43960
0.00100000 2.11274
0.00125000 1.88968
0.00150000 1.72503
0.00200000 1.49391
0.00275000 1.27400
0.00350000 1.12927
0.00425000 1.02479
0.00500000 0.944807
0.00625000 0.845056
0.00750000 0.771424
0.0100000 0.668067
0.0125000 0.597534
0.0150000 0.545469
0.0200000 0.472386
0.0253000 0.420000
0.0314750 0.376552
0.0376500 0.344289
0.0500000 0.298757
0.0625000 0.267215
0.0750000 0.243932
0.100000 0.211250
0.125000 0.188947
0.150000 0.172483
0.200000 0.149374
0.275000 0.127385
0.350000 0.112915
0.500000 0.0944703
0.750000 0.0771340
1.00000 0.0667995
1.50000 0.0545411
2.00000 0.0472337
2.75000 0.0402807
3.50000 0.0357048
5.00000 0.0298726
7.50000 0.0243906
10.0000 0.0211228
15.0000 0.0172465
20.0000 0.0149358
27.5000 0.0127372
35.0000 0.0112903
50.0000 0.00944604
75.0000 0.00771259
100.000 0.00667926
150.000 0.00545354
200.000 0.00472287
275.000 0.00402765
350.000 0.00357011
500.000 0.00298695
750.000 0.00243881
1000.00 0.00211206
1400.00 0.00178500
1400.00 0.178381
1500.00 0.170017
1700.00 0.155400
2000.00 0.137786
2500.00 0.115792
3000.00 0.0998240
3500.00 0.0879942
4000.00 0.0786708
5000.00 0.0650274
6000.00 0.0554783
7000.00 0.0484115
8000.00 0.0429649
10000.0 0.0353086
12500.0 0.0288893
15000.0 0.0245218
17000.0 0.0219222
20000.0 0.0189883
25000.0 0.0156751
30000.0 0.0134680
35000.0 0.0118975
40000.0 0.0107291
50000.0 0.00913757
60000.0 0.00816742
70000.0 0.00743593
80000.0 0.00689543
99999.9 0.00615116
100000 0.00615130
110000 0.00583680
120000 0.00552230
125000 0.00536500
150000 0.00482140
175000 0.00442270
200000 0.00411710
225000 0.00387530
250000 0.00367910
275000 0.00338800
300000 0.00325850
350000 0.00306220
400000 0.00292810
450000 0.00283920
500000 0.00278400
600000 0.00274480
700000 0.00277120
800000 0.00284280
900000 0.00294900
1.00000E+06 0.00308380
1.04370E+06 0.00315090
1.04371E+06 0.00315090
1.10000E+06 0.00315910
1.20000E+06 0.00328560
1.30000E+06 0.00340970
1.40000E+06 0.00360750
1.49010E+06 0.00380310
1.49012E+06 0.00380304
1.60000E+06 0.00340630
1.70000E+06 0.00340740
1.80000E+06 0.00347620
1.90000E+06 0.00357970
1.96220E+06 0.00365480
1.96221E+06 0.00365480
2.03040E+06 0.00364510
2.08070E+06 0.00362350
2.08074E+06 0.00362347
2.08480E+06 0.00362080
2.10240E+06 0.00356210
2.20000E+06 0.00252040
2.30610E+06 0.00226800
2.38000E+06 0.00216160
2.47940E+06 0.00208090
2.47942E+06 0.00208090
2.59930E+06 0.00203800
2.70530E+06 0.00202210
2.70535E+06 0.00202207
2.73780E+06 0.00200180
2.73781E+06 0.00200179
2.83680E+06 0.00193370
2.83682E+06 0.00193369
2.94910E+06 0.00188150
2.96380E+06 0.00187700
2.96385E+06 0.00187695
2.99530E+06 0.00184660
2.99530E+06 0.00184660
3.10790E+06 0.00170600
3.25000E+06 0.00150200
3.50000E+06 0.00116640
3.76170E+06 0.000922680
4.00000E+06 0.000768500
4.25000E+06 0.000628110
4.50000E+06 0.000523260
4.75000E+06 0.000442540
5.00000E+06 0.000377160
5.25000E+06 0.000325120
5.50000E+06 0.000281410
5.75000E+06 0.000244640
6.00000E+06 0.000213660
6.20000E+06 0.000194840
6.43920E+06 0.000175460
6.43924E+06 0.000175458
6.70000E+06 0.000157560
7.00000E+06 0.000141160
7.24090E+06 0.000150950
7.50000E+06 0.000172470
7.75000E+06 0.000196740
8.00000E+06 0.000220970
8.30000E+06 0.000287900
8.59300E+06 0.000353270
8.77340E+06 0.000393520
9.00000E+06 0.000444070
9.25000E+06 0.000534930
9.50000E+06 0.000625790
9.75000E+06 0.000716650
1.00000E+07 0.000807510
1.02500E+07 0.000871710
1.05000E+07 0.000935910
1.07500E+07 0.00100010
1.10230E+07 0.00106430
1.12500E+07 0.00107500
1.15000E+07 0.00108570
1.17500E+07 0.00109630
1.20000E+07 0.00110700
1.22500E+07 0.00109440
1.25050E+07 0.00108170
1.27500E+07 0.00106910
1.30000E+07 0.00105640
1.32500E+07 0.00104250
1.35000E+07 0.00102850
1.37500E+07 0.00101460
1.40000E+07 0.00100060
1.42500E+07 0.000991320
1.45000E+07 0.000982030
1.47500E+07 0.000972750
1.50000E+07 0.000963460
1.55000E+07 0.000954500
1.60000E+07 0.000945930
1.64000E+07 0.000945510
1.68000E+07 0.000945010
1.72500E+07 0.000947890
1.76780E+07 0.000953040
1.76783E+07 0.000953044
1.80000E+07 0.000956920
1.85000E+07 0.000968220
1.90000E+07 0.000979520
1.95000E+07 0.000995160
2.00000E+07 0.00101080
