Hg-199(n,g) ENDF/B-VII.1
311.864 75.5165
312.253 101.347
312.641 142.346
313.030 211.903
313.418 339.004
313.613 441.149
313.807 581.921
314.154 930.092
314.500 1160.95
314.847 927.831
315.193 579.674
315.535 358.929
315.876 234.372
316.218 162.131
316.560 117.788
316.901 89.0156
317.243 69.4493
317.926 45.4649
318.609 31.9675
319.293 23.6644
320.659 14.4341
322.025 9.70304
323.392 6.96495
324.758 5.24094
326.125 4.08656
328.858 2.68574
331.591 1.90119
334.324 1.41833
337.056 1.10035
342.522 0.721064
347.988 0.512311
353.454 0.385480
358.920 0.302874
369.852 0.205942
380.783 0.154363
391.715 0.125053
402.647 0.108654
424.510 0.102051
435.442 0.112823
446.373 0.140471
457.305 0.206229
462.771 0.272813
468.237 0.392811
473.703 0.640076
476.436 0.875135
479.168 1.28059
481.901 2.06972
483.268 2.77802
484.634 3.92676
486.001 5.96310
486.684 7.62032
487.367 10.0512
488.050 13.7892
488.734 19.8564
489.417 30.2674
490.100 48.5945
490.800 77.6574
491.500 96.8932
492.200 77.3841
492.900 48.3289
493.344 35.3413
493.788 26.3326
494.675 15.7308
495.563 10.2608
496.450 7.16240
497.338 5.26286
498.225 4.02269
500.000 2.56367
501.448 1.89000
502.895 1.45142
505.790 0.935110
508.685 0.654863
511.580 0.486176
517.370 0.302122
523.159 0.209291
528.949 0.156083
534.739 0.122831
546.319 0.0853534
557.899 0.0661491
569.478 0.0554622
592.638 0.0465640
615.797 0.0481359
627.377 0.0535743
638.956 0.0650229
650.536 0.0903458
656.326 0.115470
662.116 0.160747
667.906 0.255467
670.801 0.347687
673.695 0.511677
675.143 0.646487
676.590 0.847473
678.038 1.16630
679.485 1.71655
680.933 2.78974
681.656 3.75529
682.380 5.32565
683.104 8.12092
683.466 10.4054
683.828 13.7689
684.190 18.9689
684.551 27.4699
684.913 42.2102
685.275 68.4921
685.638 109.527
686.000 136.816
686.363 109.393
686.725 68.3603
686.961 49.5863
687.197 36.6964
687.669 21.7142
688.141 14.0811
688.613 9.79285
689.085 7.17784
689.557 5.47759
690.501 3.48472
691.445 2.41078
692.389 1.76881
694.277 1.07387
696.166 0.726512
698.054 0.528787
699.942 0.405857
701.830 0.324409
705.606 0.226981
709.382 0.173629
716.935 0.121679
724.487 0.100132
732.039 0.0916221
747.144 0.0945342
762.249 0.120013
769.801 0.146667
777.354 0.193453
784.906 0.287842
788.682 0.377934
792.458 0.537367
796.235 0.867004
798.123 1.18652
800.011 1.75424
800.955 2.22132
801.899 2.91876
802.843 4.02811
803.787 5.95100
804.259 7.49128
804.731 9.72885
805.203 13.1550
805.675 18.7756
805.911 23.0359
806.147 28.9098
806.383 37.3026
806.619 49.8272
806.855 69.5350
807.091 102.579
807.327 161.921
807.445 208.850
807.563 272.730
807.782 435.938
808.000 544.509
808.219 435.696
808.437 272.488
808.574 200.270
808.710 149.845
808.983 90.0665
809.256 58.9870
809.529 41.2940
809.802 30.4091
810.075 23.2846
810.621 14.8815
811.167 10.3266
811.713 7.59281
812.805 4.62358
813.897 3.13537
814.989 2.28734
816.081 1.76026
817.173 1.41161
819.357 0.996641
821.541 0.772523
825.909 0.563767
830.277 0.491851
834.645 0.484108
843.381 0.595702
847.749 0.723319
852.117 0.928514
856.485 1.26791
860.853 1.87136
863.037 2.36223
865.221 3.08404
867.405 4.20540
868.497 5.01375
869.589 6.08110
870.681 7.52954
871.773 9.56136
872.865 12.5301
873.957 17.0944
875.049 24.5803
876.141 37.9069
876.687 48.6574
877.233 64.0720
877.779 86.5891
878.325 119.369
879.163 190.841
880.000 238.264
880.838 190.404
881.675 118.941
882.350 80.1439
883.024 55.8303
883.698 40.4689
884.373 30.4185
885.722 18.7607
887.070 12.6273
888.419 9.04582
889.768 6.78612
892.466 4.21343
895.163 2.86472
897.861 2.07256
900.559 1.56856
903.256 1.22840
908.652 0.812133
914.047 0.576869
919.442 0.431074
924.838 0.334511
935.628 0.218539
946.419 0.154153
957.209 0.114706
968.000 0.0887813
968.000 2.91951
1000.00 2.85570
1281.25 2.41194
1562.50 2.10687
1843.75 1.88215
2125.00 1.70859
2687.50 1.45593
3250.00 1.27908
3812.50 1.14724
4375.00 1.04455
5500.00 0.893723
6625.00 0.787276
7750.00 0.707474
10000.0 0.594671
12812.5 0.537417
15625.0 0.495572
21250.0 0.437079
26875.0 0.397101
32500.0 0.367441
43750.0 0.325429
55000.0 0.296388
77500.0 0.257646
100000 0.232170
125000 0.207511
150000 0.189320
159180 0.183745
159183 0.183743
159203 0.183731
160000 0.183270
170000 0.166369
180000 0.151865
200000 0.137746
209255 0.129994
209256 0.129993
209270 0.129982
214940 0.125607
220611 0.121488
225000 0.118461
231952 0.113934
250000 0.103510
254635 0.101104
275000 0.0916174
277317 0.0906383
300000 0.0819574
352773 0.0692783
400000 0.0608139
405546 0.0599516
415998 0.0583900
415998 0.0583900
417352 0.0581935
429159 0.0565338
452773 0.0534787
457809 0.0528687
457809 0.0528687
494796 0.0487755
500000 0.0482491
535200 0.0452446
600000 0.0406125
641234 0.0372628
641234 0.0372628
672291 0.0350488
672291 0.0350488
699428 0.0332978
716514 0.0322731
716514 0.0322731
741138 0.0308913
741138 0.0308912
750000 0.0304193
753802 0.0302208
753802 0.0302208
754204 0.0301999
754204 0.0301999
800000 0.0279801
1.00000E+06 0.0210590
1.25000E+06 0.0187089
1.50000E+06 0.0169848
1.75000E+06 0.0157732
2.00000E+06 0.0147938
2.25000E+06 0.0133031
2.50000E+06 0.0120974
2.75000E+06 0.0106190
3.00000E+06 0.00942769
3.50000E+06 0.00692102
3.75000E+06 0.00602685
4.00000E+06 0.00529529
4.50000E+06 0.00372088
4.75000E+06 0.00316447
5.00000E+06 0.00271372
5.04003E+06 0.00262503
5.09551E+06 0.00250797
5.52001E+06 0.00179685
6.00000E+06 0.00126947
6.34120E+06 0.000902107
6.68240E+06 0.000652636
7.09628E+06 0.000450268
7.27592E+06 0.000385842
7.33140E+06 0.000368157
7.63796E+06 0.000285856
8.00000E+06 0.000214743
8.25000E+06 0.000153025
8.50000E+06 0.000110154
8.75000E+06 8.00523E-05
9.00000E+06 5.87022E-05
9.50000E+06 3.23663E-05
1.00000E+07 1.83991E-05
1.02500E+07 1.33640E-05
1.05000E+07 9.78183E-06
1.10000E+07 5.35562E-06
1.15000E+07 3.01183E-06
1.20000E+07 1.73577E-06
1.25000E+07 9.74619E-07
1.30000E+07 5.59771E-07
1.35000E+07 3.28303E-07
1.40000E+07 1.96322E-07
1.45126E+07 1.17993E-07
1.50252E+07 7.21803E-08
1.51599E+07 6.36121E-08
1.55126E+07 4.59328E-08
1.60000E+07 2.96415E-08
1.70000E+07 1.69154E-08
1.80000E+07 9.96760E-09
2.00000E+07 5.64088E-09
2.00000E+07 0.00000
2.00089E+07 0.00000
2.01007E+07 0.00000
2.10000E+07 0.00000
2.20000E+07 0.00000
2.20453E+07 0.00000
2.30000E+07 0.00000
2.40000E+07 0.00000
2.50000E+07 0.00000
2.56125E+07 0.00000
2.60000E+07 0.00000
2.65133E+07 0.00000
2.70000E+07 0.00000
2.80000E+07 0.00000
2.85135E+07 0.00000
2.87263E+07 0.00000
2.90000E+07 0.00000
2.99108E+07 0.00000
3.00000E+07 0.00000
3.09436E+07 0.00000
3.10000E+07 0.00000
3.19368E+07 0.00000
3.20000E+07 0.00000
3.28648E+07 0.00000
3.30000E+07 0.00000
3.40000E+07 0.00000
3.50000E+07 0.00000
3.52004E+07 0.00000
3.52610E+07 0.00000
3.60000E+07 0.00000
3.70000E+07 0.00000
3.76271E+07 0.00000
3.78649E+07 0.00000
3.80000E+07 0.00000
3.90000E+07 0.00000
4.00000E+07 0.00000
4.02401E+07 0.00000
4.10000E+07 0.00000
4.11066E+07 0.00000
4.20000E+07 0.00000
4.30000E+07 0.00000
4.40000E+07 0.00000
4.41569E+07 0.00000
4.42436E+07 0.00000
4.50000E+07 0.00000
4.60000E+07 0.00000
4.70000E+07 0.00000
4.72928E+07 0.00000
4.77998E+07 0.00000
4.80000E+07 0.00000
4.90000E+07 0.00000
5.00000E+07 0.00000
5.09265E+07 0.00000
5.10000E+07 0.00000
5.12674E+07 0.00000
5.20000E+07 0.00000
5.30000E+07 0.00000
5.40000E+07 0.00000
5.44946E+07 0.00000
5.50000E+07 0.00000
5.60000E+07 0.00000
5.64880E+07 0.00000
5.70000E+07 0.00000
5.80000E+07 0.00000
5.90000E+07 0.00000
5.95643E+07 0.00000
6.00000E+07 0.00000
6.03657E+07 0.00000
6.10000E+07 0.00000
6.20000E+07 0.00000
6.30000E+07 0.00000
6.37747E+07 0.00000
6.40000E+07 0.00000
6.50000E+07 0.00000
6.60000E+07 0.00000
6.70000E+07 0.00000
6.75403E+07 0.00000
6.80000E+07 0.00000
6.90000E+07 0.00000
7.00000E+07 0.00000
7.10000E+07 0.00000
7.14679E+07 0.00000
7.20000E+07 0.00000
7.30000E+07 0.00000
7.40000E+07 0.00000
7.50000E+07 0.00000
7.60000E+07 0.00000
7.68064E+07 0.00000
7.70000E+07 0.00000
7.80000E+07 0.00000
7.90000E+07 0.00000
8.00000E+07 0.00000
8.10000E+07 0.00000
8.13330E+07 0.00000
8.20000E+07 0.00000
8.30000E+07 0.00000
8.40000E+07 0.00000
8.50000E+07 0.00000
8.60000E+07 0.00000
8.70000E+07 0.00000
8.80000E+07 0.00000
8.90000E+07 0.00000
9.00000E+07 0.00000
9.10000E+07 0.00000
9.20000E+07 0.00000
9.30000E+07 0.00000
9.40000E+07 0.00000
9.50000E+07 0.00000
9.60000E+07 0.00000
9.70000E+07 0.00000
9.80000E+07 0.00000
9.90000E+07 0.00000
1.00000E+08 0.00000
1.02000E+08 0.00000
1.04000E+08 0.00000
1.06000E+08 0.00000
1.08000E+08 0.00000
1.10000E+08 0.00000
1.12000E+08 0.00000
1.14000E+08 0.00000
1.16000E+08 0.00000
1.18000E+08 0.00000
1.20000E+08 0.00000
1.22000E+08 0.00000
1.24000E+08 0.00000
1.26000E+08 0.00000
1.28000E+08 0.00000
1.30000E+08 0.00000
1.32000E+08 0.00000
1.34000E+08 0.00000
1.36000E+08 0.00000
1.38000E+08 0.00000
1.40000E+08 0.00000
1.42000E+08 0.00000
1.44000E+08 0.00000
1.46000E+08 0.00000
1.48000E+08 0.00000
1.50000E+08 0.00000
