Ti-50(n,g) ENDF/B-VII.1
79369.7 0.00718616
79547.4 0.00439881
79725.1 0.00297433
79902.8 0.00215031
80080.5 0.00163122
80258.2 0.00128326
80613.6 0.000860370
80969.0 0.000623547
81324.4 0.000480775
81502.1 0.000441047
81591.0 0.000469352
81635.4 0.000661278
81657.6 0.00145811
81668.7 0.00460676
81674.3 0.0167370
81677.1 0.0619172
81678.4 0.218350
81679.1 0.681380
81679.5 1.77552
81679.7 3.47045
81679.8 8.29538
81680.0 16.5904
81680.2 8.29537
81680.4 3.31837
81680.5 1.71604
81680.9 0.681384
81681.6 0.218352
81682.9 0.0627575
81685.7 0.0170243
81691.2 0.00467820
81702.2 0.00146900
81724.2 0.000647142
81768.2 0.000431907
81856.2 0.000363400
82032.2 0.000321387
82384.1 0.000274391
83088.0 0.000232966
83440.0 0.000243465
83792.0 0.000313545
83968.0 0.000419597
84056.0 0.000522652
84143.9 0.000700732
84231.9 0.00104381
84275.9 0.00134674
84319.9 0.00182823
84363.9 0.00265574
84407.9 0.00423456
84429.9 0.00560140
84451.9 0.00769858
84473.9 0.0110345
84495.9 0.0163850
84523.0 0.0261784
84550.0 0.0327053
84577.1 0.0261465
84604.1 0.0163616
84625.7 0.0110871
84647.4 0.00777519
84669.0 0.00567705
84690.6 0.00430229
84733.9 0.00270373
84777.2 0.00186043
84820.5 0.00136693
84863.7 0.00105488
84950.3 0.000698607
85036.8 0.000510988
85123.3 0.000400291
85296.4 0.000281629
85469.5 0.000222955
85642.5 0.000190357
85988.7 0.000161341
86334.8 0.000162180
86681.0 0.000210095
86854.0 0.000289297
87027.1 0.000521225
87113.6 0.000843242
87156.9 0.00116238
87200.2 0.00173886
87243.4 0.00294632
87265.1 0.00411965
87286.7 0.00619485
87297.5 0.00789107
87308.4 0.0104036
87319.2 0.0143515
87330.0 0.0210611
87340.8 0.0338584
87346.2 0.0450898
87351.6 0.0628338
87357.0 0.0932291
87362.4 0.150893
87365.1 0.200629
87367.8 0.276226
87370.5 0.395486
87373.2 0.584999
87376.6 0.936053
87380.0 1.17006
87383.4 0.935922
87386.8 0.584910
87389.0 0.423142
87391.2 0.312390
87395.6 0.184190
87400.1 0.119148
87404.5 0.0827051
87409.0 0.0605237
87413.4 0.0461147
87422.3 0.0292433
87431.2 0.0201595
87440.0 0.0147304
87457.8 0.00885269
87475.6 0.00591204
87493.3 0.00423515
87528.8 0.00249504
87564.4 0.00165704
87599.9 0.00119050
87670.9 0.000716343
87813.0 0.000368815
87955.0 0.000244460
88239.2 0.000154291
88523.3 0.000122989
89091.6 0.000104908
89659.8 0.000110257
90228.1 0.000139616
90512.2 0.000172503
90796.4 0.000233513
91080.5 0.000361466
91222.6 0.000484340
91364.6 0.000697935
91506.7 0.00111793
91577.7 0.00149861
91648.8 0.00212230
91719.8 0.00324425
91755.3 0.00417092
91790.8 0.00554942
91826.4 0.00771057
91861.9 0.0113126
91897.4 0.0177311
91932.9 0.0295883
91966.5 0.0473479
92000.0 0.0591652
92033.6 0.0472847
92067.1 0.0295453
92088.6 0.0215462
92110.1 0.0160202
92153.1 0.00955109
92196.1 0.00623012
92239.1 0.00435487
92282.1 0.00320740
92325.1 0.00245916
92411.1 0.00157982
92497.1 0.00110460
92583.1 0.000819942
92755.1 0.000511169
92927.1 0.000356572
93099.1 0.000268569
93443.0 0.000178061
93787.0 0.000136017
94131.0 0.000114732
94819.0 0.000102061
95506.9 0.000119137
95850.9 0.000145137
96194.9 0.000197052
96366.9 0.000242191
96538.9 0.000311940
96710.9 0.000426935
96882.9 0.000635269
96968.9 0.000809073
97054.8 0.00107146
97140.8 0.00149440
97226.8 0.00224048
97269.8 0.00284816
97312.8 0.00374528
97355.8 0.00514840
97398.8 0.00751940
97441.8 0.0119929
97463.3 0.0158762
97484.8 0.0219556
97506.3 0.0321854
97527.8 0.0511097
97538.6 0.0669783
97549.3 0.0905807
97560.1 0.126659
97570.8 0.181867
97585.4 0.291113
97600.0 0.363829
97614.6 0.290875
97629.2 0.181759
97638.5 0.132857
97647.7 0.0989783
97666.2 0.0591232
97684.8 0.0385622
97703.3 0.0269150
97721.8 0.0197699
97740.3 0.0151067
97777.4 0.00961797
97814.4 0.00664722
97851.5 0.00486633
97925.6 0.00293210
97999.6 0.00196157
98073.7 0.00140704
98147.8 0.00106085
98221.9 0.000830375
98370.1 0.000552113
98518.3 0.000396886
98666.4 0.000301475
98814.6 0.000238627
99111.0 0.000163465
99407.3 0.000121825
100000 7.94965E-05
100700 5.76135E-05
101050 5.51132E-05
101225 6.96561E-05
101312 0.000137301
101356 0.000409251
101378 0.00148265
101389 0.00559185
101394 0.0210513
101397 0.0729868
101398 0.236385
101399 0.638846
101399 1.18193
101400 3.24059
101400 6.45189
101400 3.24058
101401 0.770791
101402 0.300484
101403 0.0958575
101405 0.0282806
101410 0.00757091
101419 0.00198699
101438 0.000539956
101475 0.000168662
101550 7.38520E-05
101700 4.86170E-05
101999 3.98530E-05
102598 3.39955E-05
103796 2.80096E-05
106192 2.22245E-05
110983 1.83882E-05
115774 2.31828E-05
116972 3.01567E-05
118169 5.06402E-05
118768 7.92336E-05
119068 0.000107713
119367 0.000159426
119517 0.000202814
119667 0.000268672
119816 0.000375732
119966 0.000567086
120041 0.000725139
120116 0.000961238
120191 0.00133771
120266 0.00198986
120340 0.00327273
120378 0.00443413
120415 0.00633704
120453 0.00977328
120471 0.0126080
120490 0.0168294
120509 0.0234530
120528 0.0345133
120546 0.0542591
120565 0.0908452
120583 0.145456
120600 0.181520
120618 0.145048
120635 0.0907926
120650 0.0606116
120664 0.0419139
120679 0.0302182
120693 0.0226672
120722 0.0139263
120751 0.00935354
120780 0.00668588
120809 0.00501356
120867 0.00311314
120924 0.00211718
120982 0.00153395
121040 0.00116306
121098 0.000912795
121214 0.000606455
121329 0.000433469
121445 0.000326353
121561 0.000255520
121792 0.000170476
122023 0.000123377
122255 9.45834E-05
122486 7.57052E-05
122949 5.32713E-05
123411 4.09668E-05
124336 2.86545E-05
125262 2.29917E-05
126187 2.00339E-05
128038 1.76988E-05
129888 1.82709E-05
131739 2.35672E-05
132664 3.18225E-05
133127 4.01910E-05
133589 5.54697E-05
134052 8.77817E-05
134283 0.000119408
134515 0.000175792
134630 0.000222215
134746 0.000291462
134862 0.000401295
134977 0.000590504
135093 0.000958981
135151 0.00128930
135209 0.00182464
135267 0.00277448
135296 0.00354555
135324 0.00467510
135353 0.00640856
135382 0.00921582
135411 0.0140185
135440 0.0224512
135470 0.0360647
135500 0.0451868
135530 0.0360360
135560 0.0224316
135584 0.0151035
135608 0.0105205
135632 0.00762823
135656 0.00574332
135705 0.00354697
135753 0.00239332
135801 0.00171791
135849 0.00129242
135945 0.000807437
136041 0.000552657
136138 0.000402923
136234 0.000307614
136330 0.000243315
136523 0.000164503
136715 0.000119963
136908 9.23407E-05
137100 7.40553E-05
137486 5.20937E-05
137871 3.99105E-05
138641 2.75638E-05
139411 2.17461E-05
140181 1.85561E-05
141721 1.53848E-05
147883 1.28694E-05
154044 1.38707E-05
160205 1.69412E-05
166366 2.40041E-05
169447 3.09989E-05
172528 4.34602E-05
175608 6.89355E-05
177149 9.30770E-05
178689 0.000134701
180229 0.000215866
180999 0.000288972
181769 0.000408077
182540 0.000620827
182925 0.000795401
183310 0.00105353
183502 0.00123094
183695 0.00145497
183791 0.00158953
183887 0.00174251
183984 0.00191714
184080 0.00211707
184176 0.00234733
184273 0.00261324
184369 0.00292131
184465 0.00327870
184658 0.00417777
184850 0.00538161
185038 0.00688041
185225 0.00858905
185600 0.0107028
185788 0.0100603
185975 0.00854478
186350 0.00533972
186587 0.00391106
186824 0.00291870
187298 0.00174972
187772 0.00114598
188246 0.000804366
188720 0.000595501
189194 0.000460057
190142 0.000304472
191089 0.000229840
192037 0.000212891
192511 0.000242133
192748 0.000280787
192985 0.000356320
193222 0.000518575
193341 0.000674912
193459 0.000944924
193578 0.00146868
193637 0.00193565
193696 0.00268441
193755 0.00399345
193815 0.00655016
193844 0.00882150
193874 0.0124001
193903 0.0182968
193933 0.0281766
193967 0.0451877
194000 0.0565802
194034 0.0451589
194067 0.0281547
194097 0.0181057
194128 0.0121948
194158 0.00862736
194188 0.00638530
194249 0.00387163
194309 0.00259279
194370 0.00186150
194430 0.00140634
194551 0.000894291
194672 0.000628321
194793 0.000472604
195035 0.000306345
195277 0.000223322
195519 0.000175418
196003 0.000123978
196487 9.73585E-05
196971 8.11410E-05
197939 6.21281E-05
199874 4.36703E-05
201810 3.42869E-05
205682 2.48807E-05
209553 2.07154E-05
213425 1.92758E-05
217296 2.06747E-05
221168 3.20272E-05
222135 4.25144E-05
223103 6.89474E-05
223587 0.000102056
223829 0.000133074
224071 0.000186733
224313 0.000293913
224434 0.000394114
224555 0.000565255
224676 0.000896567
224737 0.00119327
224797 0.00167441
224858 0.00252833
224888 0.00322611
224918 0.00424867
224948 0.00583149
224979 0.00840472
225009 0.0128462
225039 0.0207260
225070 0.0331458
225100 0.0413834
225131 0.0330907
225161 0.0207227
225188 0.0135726
225214 0.00925979
225241 0.00662158
225268 0.00493780
225321 0.00303348
225374 0.00205681
225427 0.00149743
225480 0.00115063
225587 0.000767281
225693 0.000578507
225799 0.000480873
226012 0.000423351
226225 0.000494670
226331 0.000592027
226438 0.000761471
226544 0.00106392
226650 0.00164488
226704 0.00214461
226757 0.00290246
226810 0.00408718
226863 0.00594286
226932 0.00946292
227000 0.0118026
227069 0.00944693
227137 0.00592366
227186 0.00418221
227235 0.00303019
227284 0.00226742
227333 0.00175036
227431 0.00112553
227529 0.000784061
227627 0.000579031
227725 0.000447174
227921 0.000293768
228116 0.000211397
228312 0.000162156
228704 0.000108810
229096 8.23146E-05
229488 6.77428E-05
230271 5.53876E-05
231055 5.68240E-05
231446 6.37661E-05
231838 7.88489E-05
232230 0.000112449
232426 0.000145296
232622 0.000202668
232817 0.000315666
232915 0.000418036
233013 0.000585198
233111 0.000884963
233160 0.00113152
233209 0.00149595
233258 0.00206467
233307 0.00300235
233356 0.00465469
233405 0.00764955
233453 0.0122182
233500 0.0152564
233548 0.0122093
233595 0.00764305
233639 0.00487273
233683 0.00325544
233727 0.00229206
233771 0.00168907
233860 0.00101944
233948 0.000681227
234036 0.000488768
234124 0.000369418
234301 0.000235753
234477 0.000166643
234653 0.000126426
235006 8.38721E-05
235359 6.30363E-05
235711 5.13522E-05
236417 3.95474E-05
237828 3.18230E-05
239239 3.11952E-05
240649 3.50541E-05
242060 4.76932E-05
242766 6.41168E-05
243119 7.95571E-05
243471 0.000106216
243824 0.000158968
244000 0.000207646
244177 0.000289408
244353 0.000443167
244441 0.000576513
244529 0.000785065
244618 0.00113688
244706 0.00178998
244750 0.00233981
244794 0.00316092
244838 0.00442249
244882 0.00636090
244941 0.0101496
245000 0.0126694
245059 0.0101426
245118 0.00635780
245162 0.00443363
245205 0.00318023
245249 0.00236184
245293 0.00181256
245380 0.00115902
245468 0.000807306
245555 0.000598981
245642 0.000466820
245817 0.000317050
245992 0.000240925
246167 0.000199806
246516 0.000170067
246866 0.000187984
247040 0.000220248
247215 0.000282781
247390 0.000410803
247477 0.000527833
247565 0.000719144
247652 0.00106171
247739 0.00175799
247783 0.00240255
247827 0.00346265
247870 0.00531481
247914 0.00864064
247957 0.0137692
248000 0.0171797
248043 0.0137622
248086 0.00863746
248123 0.00570923
248160 0.00392858
248197 0.00283221
248234 0.00213063
248307 0.00133176
248381 0.000920221
248455 0.000684075
248528 0.000537724
248676 0.000376725
248823 0.000299358
248971 0.000262145
249265 0.000253504
249560 0.000322590
249708 0.000406217
249855 0.000560811
250003 0.000877378
250076 0.00117205
250150 0.00166694
250224 0.00258927
250261 0.00338050
250297 0.00459843
250334 0.00661238
250371 0.0102160
250408 0.0173984
250426 0.0236378
250445 0.0328081
250472 0.0524710
250500 0.0655792
250528 0.0524516
250555 0.0327953
250587 0.0189483
250618 0.0118089
250650 0.00792998
250681 0.00565532
250712 0.00422333
250744 0.00327585
250807 0.00214234
250870 0.00151935
250932 0.00114385
251058 0.000736147
251184 0.000535794
251309 0.000428555
251561 0.000346982
251812 0.000381755
252063 0.000609736
252189 0.000941876
252252 0.00126219
252315 0.00181659
252377 0.00289633
252409 0.00386014
252440 0.00541416
252472 0.00814221
252503 0.0135307
252519 0.0183689
252534 0.0260749
252550 0.0389564
252566 0.0609056
252583 0.0974157
252600 0.121750
252617 0.0973913
252634 0.0608863
252655 0.0343443
252675 0.0210101
252695 0.0139249
252716 0.00983205
252736 0.00728831
252757 0.00561096
252797 0.00361765
252838 0.00252881
252879 0.00187163
252961 0.00115326
253042 0.000790196
253124 0.000581510
253287 0.000362811
253450 0.000256168
253613 0.000196103
253940 0.000134347
254266 0.000105237
254593 9.00477E-05
255245 7.96414E-05
256551 0.000133501
256877 0.000200135
257204 0.000384497
257367 0.000627262
257448 0.000857523
257530 0.00125387
257612 0.00202264
257652 0.00270992
257693 0.00381970
257734 0.00577332
257775 0.00965092
257795 0.0131512
257816 0.0187574
257836 0.0281994
257856 0.0443317
257878 0.0709967
257900 0.0886626
257922 0.0708458
257944 0.0443165
257960 0.0310636
257975 0.0223431
257991 0.0165974
258007 0.0127122
258039 0.00805121
258070 0.00551672
258102 0.00400459
258133 0.00303600
258196 0.00191838
258260 0.00132312
258323 0.000970324
258449 0.000591446
258576 0.000402950
258702 0.000295943
258955 0.000185116
259207 0.000131830
259460 0.000102151
259965 7.19388E-05
260471 5.76383E-05
260976 4.97920E-05
261987 4.20641E-05
264008 3.73219E-05
266029 3.69797E-05
274115 4.79771E-05
282201 7.60374E-05
286243 0.000105501
288265 0.000143755
289276 0.000239199
289781 0.000576921
289907 0.000912346
290034 0.00182832
290097 0.00304299
290160 0.00622564
290192 0.0102276
290207 0.0138816
290223 0.0199179
290239 0.0309135
290247 0.0401151
290255 0.0539889
290263 0.0761286
290271 0.113991
290278 0.183931
290286 0.317101
290293 0.507084
290300 0.633619
290307 0.507028
290314 0.317073
290320 0.199195
290327 0.132264
290334 0.0921508
290340 0.0676044
290353 0.0402732
290366 0.0266355
290379 0.0188331
290392 0.0140411
290418 0.00865743
290471 0.00426464
290523 0.00256518
290627 0.00126708
290732 0.000789813
290941 0.000438576
291150 0.000314165
291568 0.000227290
291985 0.000200267
292821 0.000189009
293657 0.000194310
294493 0.000205458
295329 0.000219865
297000 0.000255624
298250 0.000287471
299500 0.000322982
302000 0.000399576
307000 0.000487824
309500 0.000453881
312000 0.000382569
317000 0.000237526
320489 0.000168864
323979 0.000124207
327468 9.96946E-05
328341 9.96539E-05
329213 0.000110545
329649 0.000130149
330085 0.000188411
330303 0.000268062
330521 0.000480905
330630 0.000752265
330685 0.00100245
330739 0.00142021
330794 0.00219348
330821 0.00285288
330848 0.00386025
330876 0.00551235
330903 0.00842548
330930 0.0141155
330944 0.0189521
330957 0.0259371
330979 0.0414381
331000 0.0517596
331021 0.0414288
331043 0.0259300
331064 0.0159891
331085 0.0104393
331106 0.00723222
331128 0.00526851
331149 0.00399680
331170 0.00313268
331212 0.00207454
331255 0.00147957
331297 0.00111359
331382 0.000706643
331467 0.000497847
331552 0.000376787
331721 0.000249087
331891 0.000186507
332060 0.000151120
332400 0.000114324
333078 8.57909E-05
333756 7.43379E-05
336470 6.07120E-05
337827 6.19034E-05
339184 7.40732E-05
339862 9.34359E-05
340201 0.000112842
340541 0.000147564
340880 0.000218386
341049 0.000285007
341219 0.000398615
341389 0.000615853
341473 0.000807183
341558 0.00111133
341643 0.00163464
341728 0.00263666
341770 0.00350746
341813 0.00484909
341855 0.00699479
341897 0.0104599
341949 0.0167068
342000 0.0208663
342051 0.0166986
342103 0.0104544
342162 0.00599632
342222 0.00371734
342281 0.00249118
342341 0.00177699
342401 0.00133066
342460 0.00103527
342579 0.000683197
342699 0.000490649
342818 0.000374674
343056 0.000249127
343295 0.000187719
343533 0.000155016
344010 0.000130864
344487 0.000143470
344963 0.000218080
345202 0.000324306
345321 0.000425115
345440 0.000596432
345559 0.000919964
345619 0.00120035
345679 0.00163803
345738 0.00237097
345798 0.00371624
345828 0.00483499
345857 0.00648559
345887 0.00898282
345917 0.0127479
345959 0.0203769
346000 0.0254406
346042 0.0203483
346083 0.0127404
346113 0.00892603
346143 0.00642739
346174 0.00477721
346204 0.00366602
346264 0.00233137
346324 0.00160704
346385 0.00117414
346445 0.000896865
346565 0.000576660
346686 0.000406078
346806 0.000304843
347048 0.000195544
347289 0.000140770
347530 0.000109312
348012 7.60997E-05
348494 5.95319E-05
348976 4.98773E-05
349940 3.92541E-05
351869 2.98402E-05
353798 2.52086E-05
361512 1.67784E-05
369227 1.26216E-05
376941 9.96061E-06
392371 6.76268E-06
407800 4.98742E-06
423229 3.95764E-06
438658 3.47993E-06
446372 3.54315E-06
454087 4.20077E-06
457944 5.25485E-06
459873 6.31597E-06
461802 8.22496E-06
463730 1.21572E-05
464695 1.58979E-05
465659 2.23589E-05
466623 3.49648E-05
467105 4.63107E-05
467587 6.47618E-05
468070 9.76093E-05
468311 0.000124455
468552 0.000163972
468793 0.000225071
469034 0.000324980
469275 0.000498159
469516 0.000806872
469758 0.00129035
470000 0.00161188
470242 0.00128815
470484 0.000805245
470750 0.000474514
471016 0.000299601
471282 0.000203000
471547 0.000145745
471813 0.000109495
472079 8.52875E-05
472611 5.61494E-05
473142 4.00418E-05
473674 3.02545E-05
474737 1.95094E-05
475801 1.40844E-05
476864 1.09948E-05
478991 7.85711E-06
481117 6.47654E-06
483244 5.87953E-06
487497 5.94533E-06
491750 7.55956E-06
493877 9.35845E-06
496004 1.25383E-05
498130 1.86550E-05
499194 2.39903E-05
500257 3.23387E-05
501320 4.63360E-05
502383 7.20325E-05
502915 9.33961E-05
503447 0.000124891
503978 0.000172507
504510 0.000244506
505255 0.000390459
506000 0.000486850
506745 0.000388525
507490 0.000243004
508100 0.000163210
508710 0.000113633
509320 8.25177E-05
509929 6.22575E-05
511149 3.88587E-05
512369 2.65904E-05
513588 1.94360E-05
514808 1.49220E-05
517247 9.77407E-06
519687 7.06304E-06
522126 5.46001E-06
527004 3.73106E-06
531883 2.86150E-06
536761 2.36172E-06
546519 1.85340E-06
556276 1.68380E-06
566033 1.87698E-06
570911 2.33396E-06
573351 2.82406E-06
575790 3.73369E-06
578229 5.66077E-06
580669 1.08336E-05
581888 1.74566E-05
583108 3.38879E-05
583718 5.30832E-05
584023 6.95403E-05
584327 9.49732E-05
584632 0.000136987
584937 0.000212576
585090 0.000274225
585242 0.000363435
585395 0.000495419
585547 0.000690045
585774 0.00110422
586000 0.00137989
586227 0.00110282
586453 0.000688974
586590 0.000511353
586727 0.000385989
587000 0.000235125
587000 0.000674049
600000 0.000668893
650000 0.000651571
700000 0.000638741
750000 0.000627870
800000 0.000620751
850000 0.000615030
900000 0.000612192
950000 0.000608730
1.00000E+06 0.000608459
1.10000E+06 0.000610445
1.20000E+06 0.000613746
1.30000E+06 0.000621702
1.40000E+06 0.000628872
1.50000E+06 0.000640862
1.58518E+06 0.000553773
1.58518E+06 0.000553772
1.58520E+06 0.000553754
1.60000E+06 0.000540312
1.70000E+06 0.000453785
1.75000E+06 0.000439998
1.80000E+06 0.000427001
1.90000E+06 0.000413941
2.00000E+06 0.000405489
2.25000E+06 0.000397542
2.50000E+06 0.000390565
2.72890E+06 0.000391103
2.72892E+06 0.000391103
2.72892E+06 0.000391103
2.72892E+06 0.000391103
3.00000E+06 0.000391686
3.26330E+06 0.000406103
3.26330E+06 0.000406103
3.50000E+06 0.000418507
3.51340E+06 0.000419238
3.51340E+06 0.000419238
3.84716E+06 0.000436963
3.94622E+06 0.000442062
4.00000E+06 0.000444801
4.05507E+06 0.000438626
4.23106E+06 0.000419982
4.23110E+06 0.000419978
4.25605E+06 0.000417461
4.25656E+06 0.000417410
4.25660E+06 0.000417406
4.39806E+06 0.000403685
4.39810E+06 0.000403681
4.49957E+06 0.000394376
4.49960E+06 0.000394374
4.50000E+06 0.000394338
4.50008E+06 0.000394326
4.90710E+06 0.000340812
5.00000E+06 0.000330214
5.50000E+06 0.000284249
6.00000E+06 0.000266174
6.22945E+06 0.000258121
6.50000E+06 0.000249292
7.00000E+06 0.000242616
7.50000E+06 0.000244929
8.00000E+06 0.000252501
8.50000E+06 0.000265534
9.00000E+06 0.000283373
9.50000E+06 0.000303940
1.00000E+07 0.000331384
1.01471E+07 0.000341466
1.05000E+07 0.000366284
1.09370E+07 0.000398255
1.10000E+07 0.000402977
1.11691E+07 0.000418652
1.11691E+07 0.000418653
1.15000E+07 0.000450372
1.20000E+07 0.000500965
1.24166E+07 0.000544598
1.24166E+07 0.000544600
1.25000E+07 0.000553593
1.30000E+07 0.000609358
1.35000E+07 0.000656849
1.40000E+07 0.000706111
1.40963E+07 0.000714391
1.40964E+07 0.000714396
1.43558E+07 0.000736898
1.45000E+07 0.000749529
1.50000E+07 0.000794009
1.55000E+07 0.000828637
1.60000E+07 0.000863604
1.65000E+07 0.000880565
1.70000E+07 0.000897339
1.75000E+07 0.000902333
1.80000E+07 0.000907212
1.85000E+07 0.000885752
1.90000E+07 0.000865351
1.94770E+07 0.000802567
1.95000E+07 0.000799695
2.00000E+07 0.000740498
