K-39(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
80645.0 0.518200
80649.0 0.214302
80653.0 0.109116
80661.0 0.0429208
80676.9 0.0142096
80708.7 0.00456855
80772.3 0.00182258
80836.0 0.00137207
80899.6 0.00136514
80963.3 0.00167170
80995.1 0.00202662
81026.9 0.00267424
81058.7 0.00398371
81074.6 0.00518987
81090.5 0.00719149
81106.5 0.0108534
81114.4 0.0139312
81122.4 0.0185811
81130.3 0.0260438
81138.3 0.0388719
81146.2 0.0628362
81154.2 0.109905
81161.0 0.175519
81167.8 0.219499
81174.6 0.175951
81181.3 0.110244
81188.6 0.0659150
81195.9 0.0420868
81203.1 0.0287478
81210.4 0.0207821
81217.7 0.0157029
81224.9 0.0122991
81239.5 0.00818185
81254.0 0.00589281
81268.5 0.00449676
81297.6 0.00295462
81326.6 0.00216795
81355.7 0.00171357
81413.8 0.00123543
81471.9 0.00100157
81530.0 0.000869654
81646.2 0.000733339
81878.6 0.000630651
82111.0 0.000592865
82575.8 0.000565831
83040.7 0.000558849
83970.3 0.000570416
84435.2 0.000604966
84667.6 0.000703249
84783.8 0.00105440
84841.9 0.00235155
84856.4 0.00360669
84870.9 0.00688836
84878.2 0.0109999
84885.5 0.0208834
84889.1 0.0320150
84892.7 0.0551552
84894.5 0.0772104
84896.4 0.114322
84898.2 0.182290
84900.0 0.311111
84901.6 0.498768
84903.2 0.628269
84904.9 0.506161
84906.5 0.316881
84907.8 0.214965
84909.1 0.150952
84911.6 0.0832346
84914.2 0.0517361
84916.8 0.0351354
84921.9 0.0192129
84927.0 0.0121818
84937.3 0.00630314
84947.5 0.00397899
84988.5 0.00151509
85070.5 0.000844265
85234.6 0.000679981
85562.6 0.000669957
85890.7 0.000717087
86218.7 0.000807661
86546.8 0.000979771
86710.8 0.00112681
86874.8 0.00135220
87038.8 0.00171987
87202.9 0.00236932
87366.9 0.00363296
87448.9 0.00471552
87530.9 0.00629630
87783.2 0.0127170
87909.4 0.0107114
88035.5 0.00694944
88185.3 0.00411898
88335.0 0.00269387
88484.8 0.00194151
88634.6 0.00151002
88784.3 0.00124360
88934.1 0.00106904
89233.6 0.000863541
89533.2 0.000753152
89832.7 0.000688253
90431.8 0.000622648
91030.9 0.000599640
91629.9 0.000607826
91929.5 0.000631575
92229.0 0.000692510
92378.8 0.000761827
92528.5 0.000914852
92678.3 0.00146951
92753.2 0.00307552
92790.6 0.00825943
92809.3 0.0241210
92818.7 0.0637141
92823.4 0.134238
92828.1 0.382743
92832.0 0.775667
92836.0 0.394213
92840.1 0.152830
92844.2 0.0758303
92852.5 0.0297378
92869.0 0.0105836
92901.9 0.00462966
92934.9 0.00389940
92967.9 0.00443365
93000.9 0.00614589
93017.4 0.00777505
93033.8 0.0104054
93050.3 0.0149435
93066.8 0.0235635
93075.1 0.0309747
93083.3 0.0422448
93091.5 0.0600043
93099.8 0.0882762
93110.1 0.141534
93120.4 0.180288
93130.7 0.147308
93141.0 0.0928112
93147.9 0.0669347
93154.8 0.0492923
93161.7 0.0373269
93168.6 0.0290539
93182.3 0.0189010
93196.1 0.0132610
93209.8 0.00984429
93223.6 0.00763347
93251.1 0.00505474
93278.6 0.00366970
93306.1 0.00284325
93361.2 0.00194889
93416.2 0.00150142
93471.2 0.00124657
93581.3 0.000983597
94021.5 0.000737444
94461.7 0.000736282
94901.9 0.000813028
95342.1 0.000997052
95562.2 0.00117194
95782.3 0.00146555
95892.4 0.00169209
96002.4 0.00200915
96112.5 0.00247080
96167.5 0.00278420
96222.5 0.00317693
96277.5 0.00367725
96332.6 0.00432605
96387.6 0.00518478
96442.6 0.00634605
96497.6 0.00795313
96552.7 0.0102235
96607.7 0.0134730
96662.7 0.0180674
96752.9 0.0282483
96843.0 0.0335086
96933.2 0.0256922
97023.3 0.0161212
97100.3 0.0109388
97177.4 0.00796477
97215.9 0.00715715
97254.4 0.00707584
97273.7 0.00774674
97292.9 0.0101085
97302.6 0.0132790
97312.2 0.0209737
97317.0 0.0295355
97321.8 0.0468186
97324.2 0.0627377
97326.7 0.0887239
97329.1 0.133657
97331.5 0.213214
97333.9 0.339528
97336.3 0.427015
97338.7 0.345585
97341.2 0.218310
97343.1 0.148486
97345.1 0.104805
97348.9 0.0589278
97352.8 0.0378570
97356.7 0.0267741
97364.5 0.0161537
97372.3 0.0114281
97387.8 0.00740183
97403.3 0.00572799
97434.4 0.00428032
97465.5 0.00360660
97527.7 0.00289324
97589.9 0.00247360
97714.2 0.00195777
97838.6 0.00164617
98087.3 0.00130780
98336.0 0.00117097
98584.8 0.00118280
98709.1 0.00126386
98833.5 0.00143781
98957.8 0.00180045
99020.0 0.00212515
99082.2 0.00263744
99144.4 0.00349836
99206.6 0.00507404
99237.6 0.00637695
99268.7 0.00828737
99299.8 0.0111560
99330.9 0.0154665
99375.2 0.0243981
99419.4 0.0306535
99463.7 0.0249246
99507.9 0.0158705
99538.7 0.0114583
99569.4 0.00850125
99600.2 0.00652373
99630.9 0.00517111
99692.4 0.00352881
99753.9 0.00262476
99815.4 0.00208050
99876.9 0.00172931
99999.9 0.00132011
100000 0.000918491
100000 0.000918256
100000 0.000917553
100001 0.000916851
100001 0.000915450
100002 0.000912892
100005 0.000907818
100009 0.000897834
100018 0.000878499
100036 0.000842002
100071 0.000777623
100142 0.000675185
100283 0.000539352
100566 0.000403186
100849 0.000345125
101131 0.000325452
101414 0.000338821
101697 0.000417399
101838 0.000532618
101909 0.000645954
101980 0.000847818
102050 0.00126092
102086 0.00165339
102121 0.00232806
102156 0.00364561
102174 0.00483019
102192 0.00674113
102209 0.0101501
102227 0.0169586
102236 0.0232642
102245 0.0334048
102253 0.0507969
102262 0.0814094
102271 0.130555
102280 0.162863
102289 0.129888
102298 0.0813447
102308 0.0485043
102318 0.0308747
102328 0.0210349
102337 0.0152036
102347 0.0114464
102356 0.00894913
102376 0.00590834
102395 0.00421870
102414 0.00318796
102453 0.00205189
102492 0.00147527
102530 0.00114474
102607 0.000803696
102685 0.000645354
102762 0.000565452
102916 0.000514395
103071 0.000557940
103225 0.000760215
103302 0.00104288
103380 0.00178734
103418 0.00272262
103457 0.00499149
103476 0.00757609
103495 0.0130366
103505 0.0183556
103515 0.0274536
103524 0.0447530
103534 0.0789471
103542 0.127101
103550 0.161553
103558 0.131523
103566 0.0829050
103573 0.0545627
103580 0.0375093
103594 0.0201773
103607 0.0124061
103621 0.00842524
103648 0.00467854
103675 0.00305902
103730 0.00172977
103784 0.00122614
103894 0.000887463
104003 0.000853641
104112 0.00101841
104221 0.00160033
104275 0.00238379
104303 0.00312226
104330 0.00437315
104357 0.00675863
104371 0.00885513
104385 0.0121390
104398 0.0177704
104412 0.0282886
104419 0.0372462
104425 0.0507726
104432 0.0718518
104439 0.104876
104448 0.167763
104457 0.209558
104465 0.167344
104474 0.104555
104481 0.0732067
104487 0.0526537
104493 0.0391494
104500 0.0301549
104512 0.0192493
104525 0.0133115
104538 0.00974358
104551 0.00747807
104576 0.00485831
104602 0.00346067
104627 0.00263632
104678 0.00175044
104780 0.00106706
104881 0.000819826
105085 0.000657010
105288 0.000626698
105695 0.000693251
105899 0.000807947
106001 0.00106891
106052 0.00195407
106077 0.00513254
106090 0.0157761
106096 0.0466458
106099 0.114742
106101 0.217292
106102 0.489355
106103 0.785737
106104 0.990540
106105 0.804191
106106 0.503822
106107 0.282623
106108 0.178667
106110 0.0842889
106114 0.0318642
106123 0.0103586
106139 0.00347454
106172 0.00153602
106239 0.00104710
106372 0.000982265
106637 0.00112112
107168 0.00166540
107699 0.00275532
107965 0.00369955
108230 0.00510301
108410 0.00647229
108499 0.00768967
108544 0.00996096
108567 0.0167464
108572 0.0227157
108578 0.0368771
108581 0.0526188
108583 0.0848545
108586 0.165207
108588 0.254712
108589 0.435834
108590 0.694215
108592 0.866808
108593 0.697887
108594 0.438735
108595 0.315764
108596 0.232050
108598 0.141074
108600 0.0925464
108601 0.0670830
108605 0.0407278
108608 0.0286636
108615 0.0183659
108622 0.0142858
108650 0.00998748
108706 0.00919135
108817 0.00972118
109040 0.0106617
109343 0.00983768
109494 0.00918841
109570 0.0102407
109588 0.0114754
109607 0.0143374
109617 0.0172870
109626 0.0225603
109636 0.0331661
109645 0.0556303
109652 0.0848885
109659 0.104411
109667 0.0850667
109674 0.0559811
109679 0.0403240
109685 0.0304987
109696 0.0199411
109707 0.0149445
109718 0.0122455
109740 0.00957306
109762 0.00833693
109806 0.00727989
109850 0.00725387
109869 0.00781734
109887 0.00959971
109896 0.0118853
109905 0.0171990
109910 0.0228381
109915 0.0336257
109919 0.0573325
109921 0.0802072
109924 0.117043
109927 0.184370
109929 0.231837
109932 0.189073
109935 0.120672
109937 0.0798759
109940 0.0555189
109945 0.0317397
109950 0.0210956
109955 0.0157497
109965 0.0106721
109974 0.00845632
109994 0.00653644
110014 0.00571453
110093 0.00451779
110251 0.00356681
110566 0.00247785
110882 0.00181314
111198 0.00137787
111829 0.000868652
112460 0.000598342
113092 0.000440690
113723 0.000344697
114354 0.000300779
114670 0.000362300
114828 0.000680201
114907 0.00188099
114946 0.00596221
114966 0.0177019
114976 0.0436748
114981 0.0822387
114986 0.184845
114991 0.381023
114994 0.311505
114997 0.195534
115002 0.0887848
115006 0.0474278
115016 0.0194058
115034 0.00655546
115072 0.00205393
115147 0.000712015
115297 0.000340920
115596 0.000235539
116195 0.000207451
116495 0.000220827
116794 0.000279377
116944 0.000365560
117094 0.000606727
117169 0.000931911
117243 0.00180748
117281 0.00294678
117318 0.00584083
117337 0.00933603
117356 0.0173333
117365 0.0258736
117374 0.0421327
117379 0.0564902
117384 0.0788066
117389 0.114928
117393 0.172587
117399 0.276522
117404 0.350269
117410 0.284818
117415 0.179100
117421 0.111195
117426 0.0732087
117431 0.0509508
117436 0.0371936
117447 0.0221045
117458 0.0145740
117479 0.00769938
117500 0.00477754
117542 0.00240733
117585 0.00149315
117670 0.000802886
117754 0.000557353
117924 0.000403778
118094 0.000403062
118263 0.000512708
118348 0.000638551
118433 0.000866151
118518 0.00131936
118560 0.00172963
118602 0.00239748
118645 0.00358417
118687 0.00597083
118708 0.00815506
118730 0.0117044
118751 0.0178051
118772 0.0285830
118794 0.0456357
118815 0.0575201
118837 0.0466610
118858 0.0293904
118878 0.0187051
118898 0.0124923
118918 0.00877816
118938 0.00646973
118978 0.00390441
119018 0.00261212
119059 0.00187801
119099 0.00142330
119179 0.000914396
119259 0.000651836
119339 0.000499385
119500 0.000340283
119660 0.000268975
119820 0.000250437
119981 0.000368153
120061 0.000916746
120101 0.00294068
120121 0.00958020
120131 0.0276902
120136 0.0642123
120139 0.113743
120141 0.233670
120143 0.372149
120145 0.474268
120146 0.381409
120148 0.240882
120150 0.126251
120152 0.0728466
120157 0.0319898
120166 0.0111734
120185 0.00342293
120221 0.00104070
120295 0.000373037
120442 0.000189178
120735 0.000132191
121322 0.000113294
121616 0.000117041
121910 0.000134206
122057 0.000154258
122203 0.000194507
122277 0.000233219
122350 0.000309067
122387 0.000388406
122424 0.000571514
122442 0.000796463
122460 0.00137175
122479 0.00398180
122488 0.0114980
122492 0.0280625
122495 0.0528537
122496 0.0760917
122497 0.117138
122500 0.221512
122501 0.167337
122502 0.105025
122504 0.0642438
122505 0.0416774
122508 0.0209704
122511 0.0124985
122514 0.00831859
122519 0.00453626
122525 0.00294344
122536 0.00166936
122547 0.00119779
122570 0.000876864
122592 0.000813926
122637 0.000935907
122681 0.00129918
122726 0.00209675
122748 0.00286102
122771 0.00416636
122793 0.00668812
122804 0.00892228
122815 0.0124530
122827 0.0186126
122838 0.0305295
122843 0.0409961
122849 0.0572914
122855 0.0837035
122860 0.126043
122867 0.202081
122873 0.252340
122880 0.202118
122886 0.127038
122893 0.0769044
122900 0.0493867
122907 0.0337843
122913 0.0244718
122920 0.0183944
122927 0.0143488
122940 0.00937913
122954 0.00660062
122967 0.00489801
122994 0.00301181
123048 0.00149026
123102 0.000904446
123210 0.000458968
123318 0.000295036
123534 0.000173958
123750 0.000130643
124182 0.000100616
124614 9.34202E-05
125479 0.000111225
125911 0.000158567
126127 0.000256882
126235 0.000541969
126289 0.00156497
126316 0.00534687
126329 0.0185953
126336 0.0602911
126339 0.165442
126341 0.353763
126343 0.972647
126344 1.96767
126345 0.992442
126347 0.359299
126349 0.173883
126352 0.0652536
126358 0.0205125
126371 0.00588177
126397 0.00174018
126449 0.000660932
126552 0.000449502
126758 0.000706257
126861 0.00112218
126964 0.00218492
127016 0.00345583
127042 0.00456530
127067 0.00630387
127093 0.00926364
127119 0.0148188
127132 0.0195543
127145 0.0267254
127158 0.0379777
127171 0.0557149
127203 0.118531
127211 0.114785
127219 0.0995719
127236 0.0630501
127253 0.0375484
127270 0.0237428
127287 0.0160541
127304 0.0115005
127321 0.00859470
127339 0.00665335
127373 0.00432265
127407 0.00303061
127442 0.00224760
127510 0.00138544
127579 0.000948215
127648 0.000696878
127785 0.000434441
127923 0.000307813
128060 0.000237672
128335 0.000168303
128610 0.000139742
128884 0.000134204
129159 0.000183251
129297 0.000402623
129365 0.00123240
129400 0.00416163
129408 0.00682900
129417 0.0132921
129421 0.0206305
129425 0.0360404
129428 0.0512730
129430 0.0761269
129432 0.121351
129434 0.208500
129436 0.332977
129438 0.417120
129440 0.332824
129441 0.208383
129443 0.144086
129444 0.102955
129447 0.0580593
129450 0.0360310
129453 0.0246549
129459 0.0134138
129464 0.00840567
129476 0.00420422
129487 0.00254665
129532 0.000765677
129623 0.000275913
129805 0.000148752
130169 0.000122648
130897 0.000152130
131261 0.000196481
131625 0.000293832
131807 0.000392894
131989 0.000580330
132080 0.000748082
132171 0.00103295
132217 0.00127306
132262 0.00168714
132285 0.00206333
132308 0.00276435
132319 0.00342004
132330 0.00456095
132342 0.00688368
132347 0.00899199
132353 0.0121735
132368 0.0234780
132376 0.0197710
132383 0.0133451
132393 0.00832844
132402 0.00602806
132412 0.00492356
132422 0.00437443
132441 0.00401071
132460 0.00409036
132499 0.00486052
132537 0.00621475
132670 0.0127706
132737 0.0107445
132803 0.00684662
132879 0.00397397
132956 0.00249685
133032 0.00170680
133108 0.00125117
133185 0.000970209
133261 0.000787619
133413 0.000578790
133566 0.000476242
133718 0.000428149
134024 0.000426241
134329 0.000538181
134481 0.000663710
134634 0.000884866
134786 0.00131317
134863 0.00169295
134939 0.00230071
135015 0.00336356
135092 0.00545778
135130 0.00734224
135168 0.0103429
135206 0.0153791
135244 0.0240213
135285 0.0383492
135326 0.0481535
135367 0.0389631
135407 0.0246976
135443 0.0161671
135480 0.0110865
135516 0.00801363
135552 0.00607621
135624 0.00392923
135697 0.00288187
135769 0.00233657
135842 0.00206477
135987 0.00201551
136131 0.00257426
136204 0.00321728
136276 0.00433496
136349 0.00640850
136385 0.00813844
136421 0.0107250
136457 0.0147931
136494 0.0215970
136530 0.0337693
136566 0.0564550
136600 0.0903101
136633 0.115091
136667 0.0939922
136701 0.0588879
136729 0.0390853
136758 0.0269318
136786 0.0193776
136814 0.0145000
136870 0.00891769
136927 0.00601684
136983 0.00433292
137040 0.00327692
137152 0.00207706
137265 0.00144701
137378 0.00107591
137604 0.000677257
137829 0.000478029
138055 0.000364155
138506 0.000245820
139409 0.000161613
140312 0.000144332
141214 0.000164383
141666 0.000193723
142117 0.000248652
142568 0.000359149
142794 0.000459766
143020 0.000625091
143245 0.000925877
143471 0.00156637
143584 0.00220703
143640 0.00270011
143697 0.00339761
143753 0.00444752
143781 0.00519879
143809 0.00620786
143838 0.00765578
143852 0.00866046
143866 0.00998048
143880 0.0118136
143894 0.0145557
143908 0.0190686
143922 0.0273021
143947 0.0568813
143953 0.0609375
143959 0.0591825
143972 0.0467703
143981 0.0390539
143990 0.0344625
143999 0.0321734
144008 0.0314614
144017 0.0318794
144026 0.0331665
144044 0.0379547
144062 0.0457823
144080 0.0572134
144089 0.0646285
144098 0.0733829
144116 0.0953303
144132 0.119715
144149 0.144160
144165 0.160084
144181 0.158605
144214 0.114367
144247 0.0698985
144286 0.0404378
144324 0.0254174
144363 0.0172183
144401 0.0123701
144440 0.00930150
144478 0.00724976
144555 0.00478092
144632 0.00341702
144709 0.00259562
144863 0.00173030
145017 0.00138245
145171 0.00141743
145248 0.00168375
145325 0.00241280
145363 0.00321580
145402 0.00476272
145421 0.00610859
145440 0.00816680
145459 0.0114615
145479 0.0168745
145525 0.0376315
145536 0.0376879
145548 0.0335305
145570 0.0216857
145591 0.0139629
145612 0.00939679
145633 0.00669462
145654 0.00502143
145695 0.00319228
145737 0.00229176
145778 0.00179444
145820 0.00150364
145903 0.00124290
145986 0.00125520
146069 0.00161581
146111 0.00208996
146153 0.00308465
146173 0.00401339
146194 0.00555346
146215 0.00830945
146236 0.0136166
146254 0.0222885
146272 0.0339788
146281 0.0371062
146290 0.0356346
146308 0.0243737
146315 0.0203122
146321 0.0168920
146328 0.0141168
146334 0.0119318
146347 0.00878467
146361 0.00678087
146374 0.00548494
146387 0.00466870
146400 0.00418151
146413 0.00394226
146441 0.00394242
146454 0.00395104
146468 0.00377802
146524 0.00217383
146568 0.00146675
146612 0.00111567
146655 0.000919726
146699 0.000800972
146787 0.000676903
146874 0.000634041
146961 0.000650850
147049 0.000765275
147136 0.00136243
147180 0.00350617
147202 0.0110407
147213 0.0345507
147218 0.0948093
147221 0.201365
147223 0.333997
147224 0.582172
147225 0.944939
147226 1.17088
147227 0.955745
147228 0.590699
147230 0.259471
147232 0.137095
147236 0.0556299
147244 0.0186533
147261 0.00584942
147293 0.00213800
147357 0.00124031
147486 0.00148710
147550 0.00204593
147614 0.00332538
147646 0.00465282
147662 0.00568641
147678 0.00712993
147695 0.00924230
147711 0.0124041
147727 0.0173336
147743 0.0248876
147785 0.0455751
147806 0.0346837
147827 0.0218186
147850 0.0137313
147872 0.00939692
147894 0.00700244
147916 0.00563248
147960 0.00440301
148005 0.00424991
148049 0.00489939
148093 0.00663649
148138 0.0106001
148160 0.0143220
148182 0.0201408
148241 0.0450727
148256 0.0455274
148271 0.0407140
148301 0.0262469
148332 0.0158943
148362 0.0102189
148393 0.00704182
148423 0.00516234
148484 0.00318459
148545 0.00224987
148667 0.00148007
148790 0.00128716
148912 0.00143845
148973 0.00168153
149034 0.00212430
149095 0.00294941
149156 0.00462134
149187 0.00614281
149217 0.00856937
149248 0.0126385
149278 0.0196004
149311 0.0312066
149344 0.0393097
149377 0.0318669
149410 0.0200982
149442 0.0126060
149474 0.00835206
149506 0.00586920
149539 0.00433818
149603 0.00266096
149667 0.00182320
149731 0.00134825
149795 0.00105472
149924 0.000725641
150052 0.000555326
150181 0.000456671
150438 0.000355334
150951 0.000295785
151465 0.000310500
151979 0.000378500
152493 0.000526310
153006 0.000848377
153263 0.00115084
153520 0.00163416
154140 0.00360009
154150 0.00362476
154178 0.00368840
154205 0.00374613
154260 0.00384752
154370 0.00406601
154480 0.00490010
154507 0.00563098
154535 0.00725602
154549 0.00890784
154562 0.0118704
154576 0.0177868
154583 0.0230064
154590 0.0305995
154600 0.0469742
154610 0.0581654
154620 0.0473935
154631 0.0308974
154639 0.0220119
154647 0.0164052
154663 0.0105010
154679 0.00776687
154695 0.00631351
154728 0.00490213
154760 0.00425347
154850 0.00350719
155200 0.00235759
155550 0.00149830
155844 0.00103789
156139 0.000753560
156433 0.000574952
156728 0.000458812
157316 0.000327325
157905 0.000265491
158494 0.000241701
159082 0.000247878
159671 0.000301979
159965 0.000422129
160113 0.000786126
160186 0.00207716
160223 0.00653600
160241 0.0200977
160251 0.0526123
160255 0.107098
160258 0.167560
160260 0.274448
160262 0.439189
160264 0.557061
160266 0.449578
160268 0.282548
160272 0.140242
160275 0.0781005
160282 0.0335565
160295 0.0115822
160321 0.00366396
160373 0.00127138
160477 0.000634643
160686 0.000526807
160895 0.000585182
161104 0.000703093
161313 0.000887533
161522 0.00117278
161731 0.00162393
161940 0.00234035
162450 0.00468134
162710 0.00462028
162840 0.00485735
162970 0.00622081
163024 0.00753033
163077 0.00973147
163131 0.0134948
163184 0.0198881
163245 0.0306282
163305 0.0367012
163425 0.0181905
163487 0.0113729
163549 0.00758487
163611 0.00539628
163673 0.00404717
163797 0.00255438
163921 0.00179032
164045 0.00134326
164169 0.00105693
164417 0.000719439
164665 0.000532387
164913 0.000416347
165408 0.000284145
165904 0.000214005
166400 0.000172644
167392 0.000130767
168383 0.000117715
169375 0.000131425
169871 0.000160971
170119 0.000191237
170366 0.000245692
170614 0.000357592
170862 0.000647838
170986 0.00100805
171110 0.00186604
171172 0.00282348
171234 0.00478976
171265 0.00663258
171296 0.00970533
171327 0.0151815
171343 0.0194836
171358 0.0252691
171387 0.0403025
171416 0.0506533
171445 0.0409930
171474 0.0258107
171496 0.0177263
171519 0.0125566
171541 0.00922469
171563 0.00701235
171608 0.00440513
171653 0.00301901
171697 0.00220163
171742 0.00168474
171831 0.00109398
171921 0.000785027
172010 0.000605601
172188 0.000423239
172367 0.000354218
172546 0.000372839
172724 0.000701226
172769 0.00104734
172814 0.00197376
172836 0.00316455
172858 0.00610271
172869 0.00954595
172881 0.0169603
172886 0.0244246
172892 0.0378171
172897 0.0644038
172900 0.0875014
172903 0.119899
172907 0.191187
172911 0.238722
172915 0.191632
172920 0.120250
172924 0.0742145
172928 0.0488144
172932 0.0339758
172936 0.0248171
172944 0.0147793
172953 0.00977086
172969 0.00518050
172985 0.00324390
173018 0.00166560
173051 0.00105492
173117 0.000588561
173183 0.000416232
173446 0.000242764
173972 0.000212406
174498 0.000241043
175024 0.000306854
175550 0.000433768
175813 0.000540673
176076 0.000702501
176339 0.000965135
176602 0.00143733
176734 0.00183229
176865 0.00243149
176997 0.00339273
177128 0.00499030
177401 0.00957754
177675 0.00840413
177789 0.00897990
178144 0.0138393
178322 0.0108998
178499 0.00687200
178687 0.00419315
178875 0.00272769
179062 0.00189369
179250 0.00138655
179626 0.000835908
180001 0.000562064
180377 0.000407225
180753 0.000311617
181504 0.000205895
182255 0.000155187
183006 0.000137669
183382 0.000146961
183757 0.000194820
183945 0.000267470
184133 0.000469463
184227 0.000733619
184274 0.000982201
184321 0.00140440
184368 0.00221048
184391 0.00291770
184415 0.00403096
184438 0.00593944
184461 0.00953233
184473 0.0126431
184485 0.0173398
184497 0.0247272
184508 0.0364424
184523 0.0585052
184538 0.0736090
184553 0.0592348
184567 0.0371370
184584 0.0216447
184600 0.0135391
184617 0.00910747
184633 0.00651076
184650 0.00486365
184666 0.00377320
184699 0.00245963
184732 0.00173533
184765 0.00129553
184831 0.000812290
184962 0.000425571
185094 0.000277435
185357 0.000164374
185621 0.000122270
186147 9.10829E-05
186674 8.19401E-05
187200 8.36816E-05
187727 0.000101112
187990 0.000124630
188254 0.000177913
188385 0.000232634
188517 0.000333685
188648 0.000545166
188714 0.000739982
188780 0.00104126
188867 0.00162489
188954 0.00202155
189041 0.00165579
189127 0.00110407
189189 0.000842808
189252 0.000692194
189314 0.000630427
189376 0.000660024
189439 0.000840634
189501 0.00144672
189563 0.00443625
189579 0.00708929
189594 0.0132100
189610 0.0329437
189618 0.0633803
189622 0.0946886
189625 0.146678
189634 0.306714
189638 0.254856
189642 0.160910
189649 0.0779689
189655 0.0431388
189668 0.0181948
189693 0.00620993
189744 0.00191645
189847 0.000609503
190051 0.000234735
190460 0.000127162
190869 0.000111440
191278 0.000120025
191687 0.000152296
191892 0.000184060
192096 0.000236545
192301 0.000330375
192505 0.000523330
192607 0.000710352
192659 0.000852143
192710 0.00105113
192761 0.00134945
192812 0.00184055
192838 0.00222726
192863 0.00278816
192889 0.00366477
192914 0.00512638
192941 0.00780907
192967 0.0117434
192981 0.0132059
192994 0.0133944
193021 0.0109551
193038 0.00933756
193056 0.00838928
193074 0.00803100
193091 0.00812596
193109 0.00858270
193127 0.00935135
193144 0.0104020
193162 0.0116920
193190 0.0140581
193218 0.0162163
193246 0.0171546
193274 0.0162415
193330 0.0112986
193385 0.00700629
193433 0.00474168
193481 0.00335166
193528 0.00247237
193576 0.00189214
193672 0.00120911
193767 0.000842889
193863 0.000625364
193959 0.000486460
194150 0.000326695
194341 0.000242579
194532 0.000193876
194914 0.000145895
195297 0.000131712
195679 0.000148068
196061 0.000282571
196252 0.000767737
196348 0.00228564
196396 0.00610573
196420 0.0129589
196431 0.0210761
196443 0.0372153
196453 0.0597581
196463 0.0759026
196473 0.0617044
196483 0.0387355
196493 0.0237194
196503 0.0154208
196524 0.00771387
196564 0.00301830
196644 0.00102660
196804 0.000370369
197125 0.000195255
197446 0.000184286
197767 0.000218144
198088 0.000306031
198248 0.000391213
198408 0.000537528
198569 0.000820905
198649 0.00107536
198729 0.00149032
198809 0.00223528
198850 0.00285135
198890 0.00377113
198930 0.00522192
198970 0.00766881
199010 0.0121200
199050 0.0206690
199121 0.0435861
199139 0.0421651
199157 0.0364749
199193 0.0229748
199218 0.0162127
199244 0.0117360
199269 0.00877418
199294 0.00676981
199344 0.00436661
199395 0.00307179
199445 0.00230678
199496 0.00182673
199597 0.00129802
199697 0.00105832
199798 0.000982980
199899 0.00110131
199950 0.00138362
200000 0.00261807
200028 0.00655687
200035 0.00972191
200041 0.0163867
200048 0.0338611
200052 0.0548800
200055 0.0951600
200058 0.152723
200061 0.189871
200064 0.153252
200067 0.0955826
200070 0.0633165
200072 0.0436994
200077 0.0235143
200087 0.0101164
200097 0.00581680
200108 0.00397864
200148 0.00190717
200229 0.00144561
200310 0.00157718
200391 0.00192594
200472 0.00252518
200553 0.00353506
200634 0.00529659
200715 0.00842745
200798 0.0134038
200880 0.0167830
200963 0.0135028
201045 0.00848475
201114 0.00565987
201183 0.00391937
201252 0.00283593
201321 0.00213492
201460 0.00133014
201598 0.000910410
201736 0.000666062
201874 0.000512245
202150 0.000338335
202703 0.000213266
202980 0.000265188
203118 0.000538791
203187 0.00131011
203221 0.00284374
203239 0.00486940
203256 0.00929122
203268 0.0145955
203281 0.0172799
203306 0.00816958
203320 0.00484903
203334 0.00311380
203362 0.00157028
203418 0.000657861
203474 0.000388709
203529 0.000274510
203752 0.000140134
204198 8.92784E-05
205091 6.25937E-05
205983 5.26931E-05
206875 4.90524E-05
207767 5.01113E-05
208659 5.82962E-05
209551 9.50985E-05
209997 0.000208540
210220 0.000568394
210276 0.000876273
210332 0.00157302
210387 0.00370231
210415 0.00675648
210429 0.00967476
210443 0.0143306
210460 0.0228934
210478 0.0284372
210495 0.0226250
210512 0.0141641
210533 0.00805663
210553 0.00497185
210594 0.00237119
210635 0.00138495
210675 0.000919696
210757 0.000512402
210838 0.000347461
211001 0.000222448
211164 0.000182889
211491 0.000177272
211817 0.000219521
212143 0.000320880
212306 0.000414174
212469 0.000564380
212632 0.000825201
212795 0.00132823
212877 0.00176925
212958 0.00245381
213040 0.00356382
213121 0.00539963
213311 0.0113581
213406 0.00946151
213500 0.00598481
213602 0.00355393
213703 0.00224837
213805 0.00152451
213906 0.00109527
214008 0.000823351
214109 0.000641943
214313 0.000423592
214516 0.000302912
214719 0.000229597
215125 0.000148991
215531 0.000108115
215938 8.46807E-05
216750 6.05095E-05
218375 4.48034E-05
219188 4.66014E-05
219594 5.69878E-05
219797 7.62977E-05
220000 0.000160495
220059 0.000246420
220118 0.000469802
220148 0.000746933
220178 0.00140622
220192 0.00213909
220207 0.00363835
220222 0.00737115
220229 0.0115329
220237 0.0191866
220250 0.0411448
220254 0.0400087
220257 0.0348367
220264 0.0221716
220271 0.0135263
220278 0.00869930
220292 0.00429065
220306 0.00251202
220319 0.00164433
220374 0.000542256
220485 0.000180675
220705 7.75125E-05
221146 5.13522E-05
221587 4.87612E-05
222028 5.13886E-05
222470 5.83813E-05
222911 7.35895E-05
223131 8.85759E-05
223352 0.000117572
223462 0.000146470
223572 0.000208038
223627 0.000278197
223683 0.000448033
223738 0.00116318
223765 0.00306691
