Ni-58(n,tot) ENDF/B-VII.1
47829.0 5.11635
47847.4 5.19788
47856.6 5.28088
47865.8 5.43132
47870.4 5.55614
47875.0 5.74226
47879.6 6.03785
47884.2 6.54423
47888.9 7.52199
47891.2 8.38666
47893.5 9.76786
47895.8 12.1731
47898.1 16.8072
47899.2 20.8725
47900.4 27.1939
47901.5 37.4268
47902.7 54.1984
47904.0 84.0437
47905.4 103.941
47906.7 84.1617
47908.1 54.5765
47909.2 38.3228
47910.3 28.1692
47911.4 21.7727
47912.5 17.6273
47914.7 12.7763
47916.9 10.2368
47919.1 8.74643
47921.3 7.80956
47925.6 6.73809
47930.0 6.17458
47934.4 5.84226
47938.8 5.62981
47943.2 5.48588
47952.0 5.30754
47960.7 5.20509
47978.3 5.09589
47995.9 5.04001
48013.4 5.00605
48048.5 4.96519
48118.7 4.91907
48188.9 4.88628
48329.3 4.83020
48399.5 4.80370
48434.6 4.79070
48452.2 4.78461
48461.0 4.78305
48465.4 4.78779
48467.6 4.80915
48468.7 4.87707
48469.2 5.04328
48469.7 6.22574
48470.0 7.66931
48470.3 6.22565
48470.6 5.18268
48471.0 4.95286
48471.8 4.83662
48473.2 4.79393
48476.2 4.77991
48482.2 4.77413
48494.2 4.76877
48518.1 4.75969
48565.9 4.74199
48661.5 4.70676
48852.7 4.63633
49235.1 4.49442
50000.0 4.20367
50960.0 3.82210
51440.0 3.62325
51680.0 3.52196
51800.0 3.47221
51860.0 3.45279
51890.0 3.46390
51897.5 3.48398
51905.0 3.54183
51908.8 3.61672
51912.5 3.79946
51914.4 4.00736
51916.3 4.43880
51918.1 5.55265
51919.1 6.83326
51920.0 9.24180
51920.8 12.7248
51921.7 15.0425
51922.5 12.7254
51923.4 9.24198
51924.0 7.51884
51924.6 6.37745
51925.8 5.10757
51927.0 4.48846
51928.2 4.15230
51930.6 3.81824
51932.9 3.66713
51937.7 3.53734
51942.5 3.48410
51961.7 3.42097
52000.0 3.38925
52076.6 3.35267
52153.2 3.32333
52191.5 3.32623
52210.6 3.39326
52215.4 3.46517
52220.2 3.65957
52222.6 3.90951
52225.0 4.52578
52226.2 5.24607
52227.4 6.79279
52228.0 8.34312
52228.6 11.1127
52229.2 16.5782
52229.5 21.3044
52229.8 28.1563
52230.2 42.9449
52230.7 53.0393
52231.2 42.9469
52231.6 28.1583
52231.9 21.3058
52232.2 16.5791
52232.8 11.1754
52233.4 8.40988
52234.0 6.85091
52235.2 5.26834
52236.3 4.54294
52238.7 3.91364
52241.1 3.65855
52245.8 3.45588
52250.5 3.37807
52269.5 3.29221
52307.3 3.25480
52383.0 3.21563
52534.4 3.14601
52837.2 3.00699
53442.7 2.72037
54653.8 2.10797
54726.9 2.06958
54763.5 2.05147
54781.8 2.04696
54790.9 2.06233
54795.5 2.13478
54797.8 2.38980
54798.9 3.13340
54799.5 4.78711
54799.8 7.36764
54800.1 14.1389
54800.2 21.3744
54800.4 26.2375
54800.6 21.3814
54800.7 14.1480
54801.0 8.13490
54801.2 5.43157
54801.7 3.47066
54802.6 2.52086
54804.5 2.17249
54808.4 2.06525
54816.0 2.03216
54831.2 2.01635
54861.8 1.99803
54922.8 1.96478
55044.9 1.89877
55289.1 1.76551
55777.5 1.49372
56754.3 0.938469
57731.0 0.410264
58219.4 0.191810
58463.6 0.107102
58585.7 0.0766899
58646.8 0.0764069
58677.3 0.120753
58684.9 0.168247
58692.5 0.297558
58696.4 0.466946
58700.2 0.902552
58702.1 1.44095
58704.0 2.71697
58705.0 4.14178
58705.9 7.01828
58706.4 9.72458
58706.9 14.1017
58707.3 21.9814
58707.8 36.3676
58708.3 57.8447
58708.7 72.6272
58709.2 57.9799
58709.6 36.3189
58710.0 24.6667
58710.3 17.4139
58710.7 12.7482
58711.0 9.65261
58711.7 6.01198
58712.4 4.07158
58713.9 2.19756
58715.3 1.37455
58718.1 0.685847
58720.9 0.415080
58726.5 0.207390
58732.1 0.130787
58743.4 0.0739725
58754.6 0.0529670
58799.6 0.0282482
58889.5 0.0135749
58979.4 0.00714107
59069.3 0.00677314
59159.2 0.0128633
59249.1 0.0261086
59339.1 0.0473548
59429.0 0.0776043
59518.9 0.118102
59608.8 0.170481
59788.6 0.322597
59878.6 0.437382
59968.5 0.619791
60013.4 0.787068
60035.9 0.924831
60058.4 1.14683
60080.9 1.56529
60092.1 1.94233
60103.4 2.56806
60114.6 3.73028
60120.2 4.72840
60125.8 6.27735
60131.5 8.85464
60137.1 13.5459
60139.9 17.4162
60142.7 23.0837
60145.5 31.5798
60148.3 44.2589
60152.3 70.6201
60156.4 88.4183
60160.4 71.1188
60164.4 44.8634
60167.0 33.0986
60169.5 24.9173
60174.6 15.2808
60179.7 10.2911
60184.8 7.45831
60189.9 5.71679
60195.0 4.58226
60205.2 3.24981
60215.4 2.53359
60225.5 2.11049
60245.9 1.66626
60266.3 1.46199
60286.6 1.36258
60327.4 1.30103
60408.9 1.37613
60490.3 1.54497
60816.2 2.62140
61142.1 4.30725
61468.0 6.80319
61548.4 7.58793
61628.8 8.48763
61669.0 9.02733
61689.1 9.35073
61709.2 9.75080
61729.3 10.3186
61739.4 10.7379
61749.4 11.3462
61759.5 12.3335
61769.5 14.1928
61774.5 15.8397
61779.6 18.4592
61784.6 22.8799
61789.6 30.5479
61794.9 42.9482
61800.1 51.3165
61805.4 43.2974
61810.6 31.1137
61816.6 22.5035
61822.6 18.0812
61828.6 15.7062
61834.6 14.3459
61840.6 13.5179
61846.6 12.9943
61858.6 12.4294
61870.6 12.1897
61882.5 12.1080
61906.5 12.1678
61930.5 12.3656
61954.5 12.6276
62002.4 13.2469
62098.3 14.6693
62194.2 16.2378
62577.8 23.4698
63345.0 37.7351
63814.5 41.7728
64284.0 41.4640
65223.0 34.9738
65584.5 32.2054
66040.3 29.0544
66268.2 27.6478
66382.1 26.9869
66439.1 26.6680
66467.6 26.5179
66481.8 26.4717
66488.9 26.5547
66492.5 26.9408
66494.3 28.0223
66495.2 30.1426
66495.6 32.9380
66496.0 39.1110
66496.4 46.7332
66496.7 52.0754
66497.0 46.8929
66497.4 39.3045
66497.9 32.3493
66498.4 29.5947
66499.5 27.6967
66501.7 26.7857
66505.9 26.4406
66514.5 26.2947
66531.7 26.1734
66566.1 25.9817
66634.8 25.6196
66772.2 24.9273
67046.9 23.6481
67596.5 21.4559
68146.1 19.6625
68420.9 18.8868
68558.3 18.5251
68627.0 18.3506
68661.4 18.2659
68678.5 18.2285
68687.1 18.2270
68691.4 18.2895
68693.6 18.5340
68694.6 19.2570
68695.2 20.9009
68695.5 23.4455
68695.7 30.2381
68696.0 42.3063
68696.3 30.2381
68696.6 23.0264
68696.9 20.5780
68697.5 19.1023
68698.7 18.4647
68701.1 18.2486
68705.8 18.1763
68715.3 18.1367
68734.4 18.0861
68772.4 17.9930
68848.5 17.8122
69000.7 17.4638
69305.1 16.8145
69609.5 16.2236
69685.6 16.0863
69761.7 15.9586
69799.8 15.9053
69837.8 15.8800
69856.9 15.9043
69866.4 15.9440
69875.9 16.0271
69885.4 16.2111
69890.2 16.3885
69894.9 16.6897
69899.7 17.2537
69902.0 17.7342
69904.4 18.4649
69906.8 19.6532
69909.2 21.7256
69911.6 25.6566
69913.9 33.5045
69915.9 44.3852
69917.9 51.7013
69919.9 44.5929
69921.9 33.8484
69923.9 26.8704
69925.9 22.9639
69927.9 20.7112
69929.9 19.3322
69931.9 18.4382
69933.9 17.8293
69937.9 17.0813
69941.9 16.6552
69945.8 16.3901
69953.8 16.0872
69961.8 15.9240
69969.8 15.8229
69985.8 15.7027
70017.8 15.5764
70049.7 15.4956
70113.6 15.3696
70177.6 15.2587
70305.4 15.0520
70433.3 14.8559
70944.6 14.1386
71967.4 12.9442
74013.0 11.1934
76058.5 9.95447
77081.3 9.45511
77592.7 9.22770
77848.4 9.11882
77976.2 9.06548
78040.2 9.03916
78072.1 9.02677
78088.1 9.02415
78096.1 9.03778
78100.1 9.10071
78102.1 9.31527
78103.1 9.89769
78103.6 11.0384
78104.1 15.5662
78104.5 22.2433
78104.8 15.6736
78105.4 10.7541
78106.0 9.75548
78107.2 9.26676
78109.5 9.08892
78114.2 9.03197
78123.5 9.01213
78142.1 8.99987
78179.4 8.98330
78254.0 8.95273
78403.1 8.89307
78701.4 8.77673
79361.8 8.53110
80022.1 8.30000
80682.5 8.08171
81012.6 7.97722
81177.7 7.92680
