Ni-58(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 237.330
1.25000E-05 214.895
1.50000E-05 198.334
2.00000E-05 175.087
2.75000E-05 152.968
3.50000E-05 138.411
4.25000E-05 127.903
5.00000E-05 119.858
6.25000E-05 109.824
7.50000E-05 102.418
0.000100000 92.0217
0.000125000 84.9270
0.000150000 79.6900
0.000200000 72.3388
0.000275000 65.3442
0.000350000 60.7409
0.000425000 57.4177
0.000500000 54.8736
0.000625000 51.7008
0.000750000 49.3587
0.00100000 46.0712
0.00125000 43.8277
0.00150000 42.1716
0.00200000 39.8470
0.00275000 37.6351
0.00350000 36.1794
0.00425000 35.1285
0.00500000 34.3240
0.00625000 33.3207
0.00750000 32.5800
0.0100000 31.5404
0.0125000 30.8310
0.0150000 30.3073
0.0200000 29.5721
0.0253000 29.0452
0.0303600 28.6770
0.0364300 28.3410
0.0376500 28.2835
0.0406850 28.1519
0.0437200 28.0342
0.0500000 27.8255
0.0524600 27.7542
0.0577050 27.6176
0.0629500 27.4985
0.0750000 27.2740
0.0755500 27.2650
0.0774375 27.2350
0.0793250 27.2061
0.0831000 27.1513
0.0906500 27.0520
0.100000 26.9451
0.108790 26.8574
0.130540 26.6799
0.150000 26.5550
0.156650 26.5177
0.172315 26.4387
0.187980 26.3697
0.200000 26.3223
0.225580 26.2345
0.270690 26.1111
0.275000 26.1009
0.287458 26.0728
0.299915 26.0465
0.324830 25.9984
0.350000 25.9551
0.389800 25.8954
0.467760 25.8014
0.500000 25.7691
0.561310 25.7155
0.673570 25.6370
0.750000 25.5939
0.808280 25.5652
0.969940 25.4996
1.00000 25.4892
1.08197 25.4630
1.16393 25.4395
1.39672 25.3845
1.50000 25.3643
1.67606 25.3341
2.00000 25.2892
2.01127 25.2879
2.03641 25.2848
2.06155 25.2819
2.11183 25.2761
2.21240 25.2652
2.41352 25.2453
2.75000 25.2169
2.89623 25.2061
3.47548 25.1699
3.50000 25.1686
3.58382 25.1641
3.66764 25.1597
3.83529 25.1515
4.17057 25.1363
5.00000 25.1052
5.00468 25.1051
5.02032 25.1045
5.03596 25.1040
5.06724 25.1030
5.12980 25.1010
5.25492 25.0970
5.50515 25.0895
6.00562 25.0758
7.20675 25.0481
7.50000 25.0423
8.64809 25.0219
10.0000 25.0016
10.3777 24.9966
11.4155 24.9836
12.4533 24.9719
14.9439 24.9476
15.0000 24.9471
15.1833 24.9455
15.3666 24.9439
15.7332 24.9408
16.4664 24.9347
17.9327 24.9232
20.0000 24.9084
21.5192 24.8983
25.8231 24.8723
27.5000 24.8631
30.9877 24.8448
35.0000 24.8253
37.1852 24.8152
44.6223 24.7827
50.0000 24.7606
53.5467 24.7464
64.2561 24.7055
75.0000 24.6664
77.1073 24.6589
84.8180 24.6317
92.5287 24.6051
100.000 24.5796
111.035 24.5426
133.241 24.4697
150.000 24.4157
159.890 24.3842
191.868 24.2835
200.000 24.2582
230.241 24.1649
275.000 24.0287
276.289 24.0248
279.743 24.0143
283.197 24.0039
290.104 23.9831
303.918 23.9417
331.547 23.8593
350.000 23.8046
397.857 23.6638
477.428 23.4333
500.000 23.3686
572.914 23.1617
687.496 22.8425
750.000 22.6713
824.995 22.4684
989.995 22.0313
999.999 22.0052
1000.00 22.0052
1000.01 22.0051
1000.01 22.0051
1000.02 22.0051
1000.05 22.0050
1000.09 22.0049
1000.19 22.0047
1000.37 22.0042
1000.74 22.0032
1001.47 22.0013
1002.94 21.9975
1005.88 21.9899
1011.75 21.9746
1023.50 21.9440
1047.00 21.8831
1094.00 21.7620
1187.99 21.5227
1425.59 20.9336
1500.00 20.7535
1710.71 20.2546
2000.00 19.5940
2052.85 19.4761
2258.14 19.0264
2463.42 18.5887
2750.00 17.9959
2956.11 17.5819
3500.00 16.5331
3547.33 16.4445
3724.70 16.1162
3902.06 15.7932
4256.80 15.1615
5000.00 13.8899
5108.15 13.7096
5363.56 13.2878
5618.97 12.8708
6129.79 12.0477
6517.78 11.4285
6711.78 11.1199
6808.77 10.9657
6857.27 10.8889
6881.52 10.8516
6893.65 10.8369
6899.71 10.8448
6901.23 10.8596
6902.74 10.9032
6903.50 10.9612
6904.26 11.1082
6904.64 11.2830
6905.01 11.6725
6905.20 12.0734
6905.39 12.8098
6905.58 14.3377
6905.68 15.7355
6905.77 17.8433
6905.90 22.0693
6906.03 24.8528
6906.16 22.0310
6906.29 17.8384
6906.40 15.4509
6906.51 13.9913
6906.73 12.5117
6906.95 11.8461
6907.17 11.5026
6907.61 11.1779
6908.05 11.0360
6908.92 10.9179
6909.80 10.8708
6911.56 10.8328
6913.31 10.8170
6920.34 10.7927
6934.38 10.7670
6962.47 10.7214
7018.65 10.6318
7131.02 10.4527
7355.74 10.0939
8091.32 8.90422
8826.89 7.67296
10000.0 5.55891
10592.3 4.39432
11616.3 2.22597
12128.4 1.14352
12384.4 0.657942
12512.4 0.445895
12576.4 0.351159
12608.4 0.307701
12624.4 0.288718
12632.4 0.285602
12636.4 0.305028
12638.4 0.382886
12639.4 0.614565
12639.9 1.14306
12640.1 1.97692
12640.3 2.89809
12640.4 4.37524
12640.5 6.81011
12640.6 8.40779
12640.8 6.74667
12640.9 4.29472
12641.0 2.64487
12641.2 1.76401
12641.4 1.00008
12642.0 0.534715
12643.1 0.343468
12645.3 0.279670
12649.6 0.257667
12658.4 0.243062
12675.8 0.221544
12710.7 0.182549
12786.1 0.111812
12861.5 0.0625204
12899.2 0.0474101
12936.9 0.0396812
12974.6 0.0403168
13012.3 0.0506149
13050.1 0.0724287
13087.8 0.108663
13125.5 0.164601
13163.2 0.251614
13200.9 0.400496
13219.7 0.525380
13238.6 0.727320
13257.4 1.11097
13266.8 1.46270
13276.3 2.06095
13285.7 3.22698
13290.4 4.28323
13295.1 6.02302
13299.8 9.19774
13302.2 11.8589
13304.5 15.8596
13306.9 22.2877
13309.3 33.2771
13311.6 53.8039
13314.0 93.8133
13316.0 150.049
13318.0 187.321
13320.0 149.844
13322.1 93.9535
13323.3 69.7429
13324.5 52.6670
13327.0 32.2250
13329.4 21.3989
13331.9 15.2042
13334.3 11.3536
13336.8 8.83364
13341.7 5.84519
13346.6 4.22406
13351.5 3.25391
13361.3 2.21193
13371.2 1.70385
13381.0 1.42900
13400.6 1.18056
13420.2 1.10529
13439.9 1.10540
13479.1 1.21153
13518.4 1.39511
13557.6 1.63751
13577.3 1.78780
13587.1 1.87700
13596.9 1.98540
13606.7 2.13833
13611.6 2.25440
13616.5 2.43368
13621.4 2.76831
13623.9 3.07619
13626.4 3.60418
13627.6 4.03138
13628.8 4.66041
13630.0 5.64523
13631.3 7.30105
13632.5 10.4781
13633.1 13.2442
13633.7 17.6173
13634.3 25.2491
13634.9 39.5549
13635.3 52.1162
13635.6 70.6618
13635.9 100.956
13636.2 147.565
13636.5 234.557
13636.9 292.499
13637.3 234.697
13637.7 147.723
13637.9 107.494
13638.2 79.9394
13638.7 48.4801
13639.2 32.0926
13639.7 23.0703
13640.2 17.4516
13640.7 13.8712
13641.6 9.62404
13642.6 7.33793
13643.6 5.97365
13645.6 4.50314
13647.6 3.77538
13649.6 3.36765
13651.5 3.12002
13653.5 2.96128
13657.5 2.78427
13661.4 2.70198
13669.4 2.65537
13677.3 2.67418
13685.2 2.72055
13701.0 2.85025
13732.7 3.17441
13764.4 3.54766
13891.0 5.46718
14017.7 8.21342
14144.3 12.0986
14271.0 17.5701
14397.7 25.2421
14524.3 35.9209
14651.0 50.5496
14951.9 104.369
15252.9 163.016
15328.0 170.730
15497.5 172.997
15667.0 159.789
16006.0 121.732
16311.9 94.4285
16617.7 75.6808
16923.5 62.8194
17076.5 57.8971
17152.9 55.7240
17191.2 54.7009
17210.3 54.2050
17219.8 53.9641
17224.6 53.8580
17227.0 53.8528
17228.2 53.9944
17228.8 54.4096
17229.1 55.1607
17229.2 56.0408
17229.4 57.7000
17229.5 60.1183
17229.7 61.6855
17229.8 60.1288
17229.9 57.7085
17230.1 56.1226
17230.2 55.2853
17230.4 54.4947
17231.0 53.9911
17232.0 53.7510
17234.1 53.6267
17238.3 53.5006
17246.7 53.2858
17263.5 52.8717
17297.0 52.0663
17364.1 50.5335
17498.3 47.7473
17766.7 43.0904
18303.4 36.3263
18659.6 33.0691
18837.7 31.6956
18926.7 31.0614
18971.2 30.7567
18993.5 30.6092
19004.6 30.5433
19010.2 30.5380
19012.9 30.6324
19013.6 30.7329
19014.3 30.9838
19014.7 31.2821
19015.0 31.9347
19015.4 33.7651
19015.6 36.0085
19015.7 40.9978
19015.9 47.3962
19016.0 51.5330
19016.1 47.3948
19016.3 40.9948
19016.4 37.0441
19016.5 34.8820
19016.7 32.7604
19017.0 31.8400
19017.2 31.3704
19017.7 30.9327
19018.2 30.7420
19020.1 30.5156
19023.9 30.4274
19031.6 30.3599
19047.0 30.2553
19077.7 30.0564
19139.2 29.6704
19262.2 28.9359
19508.1 27.5998
19754.1 26.4154
19877.0 25.8736
19907.8 25.7442
19938.5 25.6192
19969.3 25.5069
19984.6 25.4700
19992.3 25.4701
20000.0 25.5099
20005.3 25.6048
20007.9 25.7074
20010.5 25.8978
20013.2 26.2952
20014.5 26.6745
20015.8 27.3180
20017.1 28.5565
20017.8 29.6446
20018.4 31.3339
20019.1 34.2489
20019.7 39.7447
20020.1 44.4397
20020.4 51.5462
20020.7 62.6436
20021.1 79.3965
20021.5 112.333
20021.9 133.647
20022.3 111.665
20022.8 79.6059
20023.0 64.5774
20023.3 54.5926
20023.9 42.6789
20024.4 36.5814
20024.9 33.1922
20025.5 31.0730
20026.0 29.6927
20027.1 28.0814
20028.2 27.1994
20029.3 26.6735
20031.5 26.0966
20033.7 25.8005
20035.9 25.6273
20040.3 25.4386
20044.6 25.3380
20049.0 25.2740
20057.8 25.1915
20075.3 25.0867
20092.8 25.0050
20127.8 24.8592
20162.7 24.7216
20302.7 24.2004
20582.7 23.2472
20862.7 22.3926
20932.7 22.1944
20967.7 22.0987
21002.7 22.0068
21037.7 21.9227
21055.2 21.8873
21072.7 21.8626
21090.2 21.8643
21098.9 21.8893
21107.7 21.9540
21112.0 22.0162
21116.4 22.1162
21120.8 22.2861
21125.2 22.5964
21127.4 22.8554
21129.5 23.2436
21131.7 23.8606
21133.9 24.9167
21136.1 26.9650
21137.2 28.7761
21138.3 31.6739
21139.4 36.7661
21140.5 46.5934
21141.0 55.3614
21141.6 68.8245
21142.1 91.2116
21142.7 127.570
21143.3 191.503
21143.9 234.339
21144.5 191.725
21145.2 127.820
21145.6 99.2249
21146.0 79.4065
21146.8 56.1127
21147.6 44.1040
21148.4 37.3033
21149.2 33.1328
21150.0 30.4086
21151.6 27.2002
21153.2 25.4616
21154.8 24.4170
21158.0 23.2781
21161.2 22.7019
21164.4 22.3688
21167.6 22.1576
21170.8 22.0140
21177.2 21.8340
21183.6 21.7260
21196.4 21.5998
21209.2 21.5225
21222.0 21.4651
21247.5 21.3748
21273.1 21.2980
21298.7 21.2271
21349.9 21.0932
21452.3 20.8397
21554.7 20.5971
21964.1 19.7032
23365.1 17.2975
24065.6 16.3589
24415.9 15.9373
24591.0 15.7367
24678.6 15.6389
24722.3 15.5906
24744.2 15.5669
24755.2 15.5563
24760.6 15.5558
24763.4 15.5726
24764.8 15.6354
24765.4 15.8033
24765.8 16.1232
24766.1 17.3951
24766.4 19.2565
24766.6 17.4013
24766.9 16.1791
24767.3 15.8327
24767.9 15.6450
24769.2 15.5713
24771.7 15.5454
24776.8 15.5333
24787.0 15.5205
24807.3 15.4979
24848.1 15.4538
24929.5 15.3668
25092.4 15.1964
25418.1 14.8695
25743.8 14.5595
25906.7 14.4108
25988.1 14.3392
26028.8 14.3093
26049.2 14.3152
26054.3 14.3339
26059.4 14.3906
26061.9 14.4658
26064.4 14.6519
26065.7 14.8665
26067.0 15.3235
26067.6 15.7731
26068.3 16.5424
26068.9 18.0228
26069.5 20.9418
26070.1 24.9656
26070.6 27.5708
26071.1 24.8792
26071.6 20.9336
26072.2 18.2472
26072.7 16.7961
26073.3 15.9829
26073.9 15.5025
26075.0 14.9793
26076.1 14.7266
26078.3 14.4978
26080.5 14.4010
26085.0 14.3210
26089.5 14.2879
26107.3 14.2421
26143.0 14.2029
26214.3 14.1390
26357.0 14.0170
26428.5 13.9577
26500.0 13.9012
26535.8 13.8763
26571.6 13.8609
26589.5 13.8662
26607.4 13.9086
26616.3 13.9801
26620.8 14.0542
26625.3 14.1904
26629.7 14.4769
26632.0 14.7542
26634.2 15.2369
26636.4 16.1977
26637.6 17.0761
26638.7 18.5106
26639.8 21.1368
26640.3 23.3290
26640.9 26.6249
26641.5 31.8619
26642.0 40.7589
26642.6 57.0250
26643.1 87.3196
26643.6 131.296
26644.1 160.603
26644.6 131.545
26645.1 87.6325
26645.6 59.7639
26646.1 44.1717
26646.6 34.9941
26647.1 29.2975
26647.6 25.5076
26648.0 22.9747
26649.0 19.8447
26650.0 18.0539
26650.9 16.9587
26652.8 15.7315
26654.8 15.0941
26656.7 14.7232
26660.6 14.3304
26664.4 14.1358
26668.3 14.0250
26676.0 13.9078
26691.4 13.8124
26706.8 13.7698
26737.6 13.7225
26768.4 13.6896
26830.1 13.6344
26891.7 13.5834
27015.0 13.4853
27138.3 13.3899
27384.8 13.2043
27508.1 13.1138
27569.8 13.0691
27600.6 13.0472
27616.0 13.0373
27623.7 13.0365
27627.6 13.0514
27629.5 13.1105
27630.5 13.2855
27630.9 13.6761
27631.2 14.2711
27631.4 15.9253
27631.7 18.8384
27631.9 15.9281
27632.2 14.2728
27632.4 13.6769
27632.9 13.2809
27633.9 13.1058
27635.9 13.0453
27639.8 13.0251
27647.6 13.0147
27663.2 13.0023
27694.4 12.9797
27756.8 12.9353
27881.7 12.8476
28131.5 12.6761
28631.0 12.3470
29630.1 11.7371
30629.2 11.1801
31128.8 10.9183
31378.6 10.7917
31628.3 10.6692
31787.3 10.5953
31866.7 10.5608
31946.2 10.5294
32025.7 10.5041
32105.1 10.4923
32144.9 10.4974
32184.6 10.5185
32204.5 10.5398
32224.3 10.5748
32244.2 10.6446
32249.2 10.6823
32254.1 10.7598
32256.6 10.8486
32259.1 11.0633
32260.3 11.3210
32261.6 11.9221
32262.2 12.5800
32262.8 13.9029
32263.1 15.1159
32263.4 17.0928
32263.7 20.5057
32264.1 26.6972
32264.4 36.3730
32264.7 42.6831
32265.0 36.3772
32265.3 26.6793
32265.6 21.5994
32265.8 18.4094
32266.3 14.9890
32266.8 13.3806
32267.2 12.5220
32268.2 11.6960
32269.2 11.3308
32271.1 11.0298
32273.0 10.9181
32276.9 10.8469
32280.7 10.8382
32296.1 10.9446
32311.5 11.1671
32326.9 11.5629
32342.3 12.3354
32350.0 13.0229
32357.7 14.1232
32365.4 16.0302
32373.1 19.7139
32376.9 22.9408
32380.8 27.9488
32384.6 36.0315
32388.5 49.1792
32393.1 72.6158
32397.6 88.3006
32402.2 72.7965
32406.8 49.4330
32410.3 36.9877
32413.9 29.0894
32417.5 24.0193
32421.1 20.6770
32428.2 16.7509
32435.4 14.6632
32442.5 13.4313
32449.6 12.6491
32463.9 11.7490
32478.2 11.2702
32492.5 10.9847
32506.8 10.7996
32521.1 10.6719
32549.7 10.5093
32578.3 10.4109
32606.9 10.3443
32635.4 10.2953
32692.6 10.2251
32749.8 10.1737
32864.1 10.0943
32978.4 10.0276
33092.8 9.96618
33321.4 9.84968
33778.8 9.62308
34007.5 9.50909
34121.8 9.45335
34179.0 9.43497
34193.3 9.43938
34207.5 9.46587
34214.7 9.50922
34221.8 9.63605
34225.4 9.80972
34229.0 10.2726
34230.8 10.8630
34231.7 11.4032
34232.6 12.3004
34233.5 13.9721
34233.9 15.3907
34234.3 17.4987
34234.8 20.9805
34235.2 26.8940
34235.7 38.3497
34236.1 60.8534
34236.5 91.7783
34236.9 112.566
34237.2 92.0062
34237.6 61.1217
34238.0 40.0437
34238.4 28.8059
34238.8 22.5512
34239.2 18.8210
34239.6 16.4026
34240.0 14.8282
34240.8 12.9237
34241.6 11.8548
34242.4 11.2118
34244.0 10.4971
34247.3 9.92246
34250.5 9.70109
34256.9 9.52983
34263.3 9.46452
34276.2 9.41158
34289.1 9.38797
34340.5 9.34360
34443.5 9.28341
34649.3 9.16630
34855.2 9.04070
34958.1 8.97264
35009.6 8.93683
35035.3 8.91851
35048.2 8.90994
35054.6 8.90899
35057.8 8.92182
35059.4 8.97346
35060.2 9.12096
35060.6 9.42576
35061.0 10.8904
35061.3 12.9267
35061.6 10.9331
35061.8 9.71622
35062.1 9.31615
35062.6 9.06402
35063.7 8.95280
35065.7 8.91311
35069.9 8.89833
35078.2 8.88864
35094.9 8.87502
35128.1 8.84897
35194.7 8.79486
35327.8 8.67340
35461.0 8.52516
35594.1 8.33044
35727.2 8.04469
35793.8 7.83546
35860.4 7.54104
35893.7 7.34094
35926.9 7.08460
35960.2 6.74238
35993.5 6.25999
36010.1 5.93537
36026.8 5.52659
36043.4 4.99660
36060.1 4.28592
36076.7 3.29931
36085.0 2.66364
36093.3 1.92316
36101.7 1.13350
36105.8 0.796955
36110.0 0.625465
36112.1 0.670115
36114.1 0.868502
36116.2 1.30519
36118.3 2.11167
36120.4 3.49321
36122.5 5.76828
36124.5 9.41696
36126.6 15.1079
36128.9 24.6792
36131.2 37.9745
36133.5 53.1750
36135.8 65.2324
36138.1 69.9524
36140.4 67.7268
36145.0 55.2766
36148.5 46.1996
36152.1 39.2821
36155.6 34.1425
36159.1 30.3117
36166.2 25.1038
36173.3 21.8179
36180.3 19.5848
36187.4 17.9832
36201.5 15.8562
36215.7 14.5143
36229.8 13.5951
36243.9 12.9267
36258.1 12.4189
36286.3 11.6983
36314.6 11.2110
36342.9 10.8584
36371.1 10.5908
36427.7 10.2091
36484.2 9.94740
36597.2 9.60460
36710.3 9.38251
36823.4 9.22095
37049.5 8.98891
37501.8 8.67779
37954.0 8.44462
38756.6 8.10049
39157.9 7.94469
39358.6 7.86980
39458.9 7.83505
39509.1 7.82645
39534.2 7.85555
39540.4 7.89163
39546.7 7.99415
39549.9 8.13179
39553.0 8.49185
39554.6 8.94319
39556.1 10.0273
39556.9 11.2555
39557.7 13.7650
39558.1 16.1272
39558.5 20.0852
39558.9 27.1920
39559.3 40.9025
39559.6 60.8112
39560.0 74.0409
39560.3 60.8111
39560.7 40.9020
39561.0 30.4388
39561.3 23.9296
39561.8 16.8586
39562.3 13.4439
39562.9 11.6464
39564.0 9.88576
39565.1 9.09943
39567.2 8.43812
39569.4 8.17479
39573.8 7.96953
39578.1 7.89193
39595.6 7.80854
39630.4 7.77558
39700.2 7.74500
39839.7 7.69324
40118.6 7.59331
40676.5 7.39821
41792.3 7.01962
42908.2 6.64977
43466.1 6.46638
43745.0 6.37482
43884.5 6.32910
43954.2 6.30646
43989.1 6.29600
44006.5 6.29412
44015.3 6.30568
44019.6 6.35497
44021.8 6.51157
44022.9 6.90005
44023.4 7.56790
44024.0 9.82394
44024.5 13.3699
44024.9 9.82409
44025.3 7.99123
44025.7 7.23527
44026.4 6.68699
44027.9 6.41916
44030.9 6.32116
44036.8 6.28991
44048.7 6.27796
44072.4 6.26805
44119.9 6.25190
44214.9 6.22056
44404.9 6.15808
44784.9 6.03295
45544.8 5.78127
46723.7 5.38465
47313.2 5.18308
47460.6 5.13309
47607.9 5.08538
47681.6 5.06504
47755.3 5.05523
47792.1 5.06497
47810.6 5.08127
