In-113(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
270.319 22.5582
270.347 30.9227
270.375 44.8118
270.403 69.7641
270.417 90.1326
270.431 119.663
270.445 163.392
270.459 228.031
270.479 365.018
270.500 456.408
270.510 429.263
270.521 364.986
270.541 227.993
270.566 129.552
270.590 79.5947
270.614 52.8548
270.639 37.3324
270.663 27.6529
270.687 21.2555
270.736 13.6365
270.784 9.46712
270.833 6.94860
270.930 4.19555
271.027 2.80601
271.125 2.00937
271.222 1.51103
271.319 1.17916
271.513 0.777950
271.708 0.554554
271.902 0.417680
272.096 0.328117
272.485 0.222566
272.874 0.166374
273.263 0.134608
273.651 0.117137
274.429 0.111896
274.817 0.125878
275.206 0.160478
275.595 0.242618
275.789 0.326320
275.984 0.478380
276.081 0.605161
276.178 0.796095
276.275 1.10245
276.372 1.63832
276.470 2.70674
276.518 3.68969
276.567 5.32675
276.615 8.34556
276.640 10.9043
276.664 14.8127
276.688 21.1637
276.713 32.3154
276.737 53.7509
276.749 71.7299
276.761 97.4246
276.771 124.847
276.781 155.857
276.800 194.807
276.820 155.845
276.839 97.4098
276.852 69.4548
276.866 50.6582
276.879 38.0347
276.893 29.3672
276.919 18.8005
276.946 12.9632
276.973 9.44386
277.000 7.17301
277.053 4.53482
277.107 3.11979
277.160 2.27880
277.268 1.37026
277.375 0.916965
277.482 0.658838
277.589 0.498013
277.696 0.391056
277.910 0.262004
278.124 0.189955
278.339 0.145582
278.553 0.116261
278.981 0.0809896
279.410 0.0612481
280.266 0.0408135
281.123 0.0308051
281.980 0.0250788
283.694 0.0190608
287.121 0.0148501
290.548 0.0147157
293.975 0.0180831
295.689 0.0221969
297.402 0.0300395
299.116 0.0470315
299.973 0.0639770
300.830 0.0948466
301.258 0.120847
301.686 0.160567
302.115 0.225739
302.543 0.343986
302.757 0.443145
302.972 0.593892
303.186 0.839419
303.400 1.27975
303.507 1.64452
303.614 2.19224
303.721 3.06911
303.828 4.60233
303.936 7.65274
303.989 10.4596
304.043 15.1217
304.096 23.7259
304.123 31.0149
304.150 42.0904
304.177 60.1226
304.190 73.5703
304.203 91.7368
304.217 116.854
304.230 152.362
304.244 203.346
304.257 275.532
304.278 440.661
304.300 550.661
304.322 440.623
304.343 275.488
304.362 180.894
304.380 123.476
304.399 88.1695
304.418 65.5431
304.455 39.8339
304.492 26.5948
304.529 18.9344
304.566 14.1424
304.641 8.73588
304.715 5.91818
304.789 4.27306
304.864 3.22836
304.938 2.52589
305.087 1.66786
305.235 1.18435
305.384 0.885483
305.533 0.688020
305.830 0.451732
306.128 0.321331
306.425 0.242041
306.722 0.190444
307.317 0.130180
307.912 0.0985848
308.507 0.0812253
309.102 0.0723242
310.291 0.0730099
310.886 0.0844680
311.481 0.110417
312.075 0.170458
312.373 0.231433
312.670 0.342719
312.819 0.436056
312.968 0.577638
313.116 0.807209
313.265 1.21576
313.339 1.55165
313.414 2.05111
313.488 2.84251
313.562 4.20098
313.637 6.83538
313.674 9.18797
313.711 12.9696
313.748 19.6282
313.785 32.7550
313.804 44.5848
313.823 63.4633
313.841 95.1025
313.851 118.618
313.860 148.801
313.870 190.606
313.880 238.394
313.900 297.762
313.910 280.138
313.920 237.904
313.940 148.780
313.963 85.6109
313.987 53.0554
314.010 35.4333
314.033 25.1257
314.056 18.6640
314.079 14.3769
314.125 9.25985
314.171 6.44165
314.217 4.73837
314.310 2.86917
314.402 1.92265
314.494 1.37982
314.587 1.03977
314.679 0.812844
314.864 0.538261
315.048 0.384998
315.233 0.290780
315.418 0.228840
315.787 0.155052
316.156 0.114582
316.895 0.0744633
317.633 0.0567244
318.372 0.0484366
319.849 0.0459986
321.326 0.0596991
322.065 0.0771624
322.803 0.110935
323.172 0.140029
323.542 0.184889
323.911 0.258919
324.280 0.393563
324.465 0.506571
324.649 0.678153
324.834 0.957290
325.019 1.45605
325.111 1.86825
325.203 2.48440
325.296 3.46579
325.388 5.16896
325.480 8.51733
325.527 11.5594
325.573 16.5399
325.619 25.5408
325.642 32.9997
325.665 44.0768
325.688 61.5750
325.711 90.9282
325.723 113.385
325.734 143.675
325.746 185.201
325.757 241.677
325.779 386.813
325.800 483.619
325.811 455.128
325.821 386.783
325.843 241.642
325.864 150.932
325.884 99.3813
325.905 69.1649
325.925 50.4713
325.946 38.2261
325.967 29.9066
326.008 19.6591
326.049 13.8535
326.090 10.2794
326.173 6.28814
326.255 4.23604
326.338 3.04551
326.420 2.29453
326.503 1.79084
326.668 1.17844
326.833 0.834607
326.998 0.622545
327.163 0.482686
327.493 0.315307
327.823 0.222836
328.153 0.166411
328.483 0.129465
329.143 0.0855731
329.803 0.0614723
330.462 0.0468137
331.122 0.0372323
332.442 0.0258870
333.762 0.0197192
336.402 0.0138687
339.042 0.0121844
340.362 0.0126591
341.681 0.0145995
343.001 0.0198297
343.661 0.0254125
344.321 0.0358537
344.981 0.0584307
345.311 0.0809480
345.641 0.121845
345.806 0.156135
345.971 0.208203
346.136 0.292815
346.301 0.443850
346.383 0.568490
346.466 0.754840
346.548 1.05139
346.631 1.56537
346.713 2.57375
346.755 3.48798
346.796 4.98074
346.837 7.66936
346.858 9.88257
346.878 13.1711
346.899 18.3153
346.920 26.8693
346.940 42.0512
346.961 69.9743
346.971 89.5857
346.980 112.010
347.000 140.054
347.020 112.003
347.039 69.9660
347.054 48.0458
347.069 33.9808
347.084 24.9147
347.099 18.8898
347.129 11.7899
347.159 7.99609
347.189 5.75845
347.219 4.33656
347.279 2.70671
347.339 1.84673
347.399 1.33945
347.459 1.01574
347.519 0.797084
347.639 0.528419
347.759 0.376390
347.879 0.281984
347.999 0.219475
348.239 0.144335
348.479 0.102666
348.719 0.0771677
348.959 0.0604333
349.439 0.0405146
349.918 0.0295530
350.878 0.0184876
351.838 0.0132604
352.797 0.0103591
354.717 0.00737452
356.636 0.00591340
358.555 0.00507045
362.394 0.00416223
370.072 0.00346189
377.749 0.00333081
385.426 0.00361788
393.104 0.00474885
396.942 0.00631282
398.862 0.00784252
400.781 0.0105966
402.701 0.0164182
403.660 0.0221868
404.620 0.0326873
405.100 0.0415403
405.580 0.0550781
406.059 0.0773332
406.539 0.117798
406.779 0.151821
407.019 0.203633
407.259 0.288249
407.499 0.440584
407.619 0.567319
407.739 0.758167
407.859 1.06552
407.979 1.60642
408.039 2.04671
408.099 2.69612
408.159 3.71065
408.219 5.41914
408.279 8.63822
408.309 11.4256
408.339 15.7778
408.369 23.0740
408.399 36.4948
408.414 47.6829
408.429 64.2291
408.444 89.3375
408.459 127.167
408.479 203.656
408.500 254.316
408.521 203.251
408.542 127.153
408.561 80.1025
408.581 53.0823
408.601 37.0463
408.620 27.1262
408.659 16.1445
408.699 10.6311
408.738 7.50589
408.777 5.57318
408.856 3.41394
408.935 2.30175
409.013 1.65577
409.092 1.24798
409.170 0.974597
409.327 0.641563
409.485 0.454510
409.642 0.339128
409.799 0.263037
410.113 0.172002
410.428 0.121766
410.742 0.0911471
411.056 0.0711414
411.685 0.0474769
412.314 0.0345923
412.942 0.0268541
413.571 0.0218864
414.828 0.0162299
416.086 0.0134459
418.600 0.0117367
421.115 0.0133419
422.373 0.0158327
423.630 0.0207046
424.887 0.0312985
425.516 0.0418449
426.145 0.0610114
426.459 0.0771277
426.773 0.101697
427.088 0.141927
427.402 0.214644
427.559 0.275426
427.716 0.367512
427.874 0.516781
428.031 0.782369
428.109 1.00090
428.188 1.32669
428.266 1.84317
428.345 2.73198
428.424 4.46223
428.463 6.01398
428.502 8.52847
428.541 12.9783
428.561 16.6043
428.581 21.8859
428.600 30.0269
428.620 43.1241
428.640 65.4434
428.649 82.2789
428.659 104.394
428.669 133.589
428.680 166.939
428.700 208.598
428.720 166.930
428.741 104.383
428.753 77.3324
428.766 58.3822
428.790 35.5473
428.815 23.4319
428.839 16.4896
428.864 12.1689
428.889 9.33745
428.938 5.97186
428.987 4.13789
429.037 3.03315
429.135 1.82945
429.234 1.22252
429.332 0.875366
429.431 0.658156
429.529 0.513606
429.727 0.338950
429.924 0.241701
430.121 0.182087
430.318 0.142971
430.712 0.0965705
431.106 0.0713190
431.895 0.0466750
432.683 0.0362109
433.472 0.0317705
435.049 0.0322040
435.837 0.0363723
436.626 0.0442182
437.414 0.0582992
438.202 0.0849879
438.597 0.107809
438.991 0.142879
439.385 0.200640
439.779 0.305633
439.977 0.393753
440.174 0.527596
440.371 0.745340
440.568 1.13501
440.666 1.45723
440.765 1.93938
440.864 2.70943
440.962 4.04767
441.061 6.69155
441.110 9.10105
441.159 13.0632
441.208 20.2684
441.233 26.2932
441.258 35.3110
441.282 49.6994
441.307 74.0558
441.319 92.8159
441.332 118.609
441.344 154.448
441.356 203.885
441.378 326.123
441.400 407.572
441.422 326.103
441.444 203.862
441.466 125.738
441.487 81.8641
441.509 56.5223
441.531 41.0120
441.553 30.9711
441.575 24.1506
441.618 15.8019
441.662 11.1099
441.705 8.22494
441.793 5.02172
441.880 3.37762
441.967 2.42585
442.054 1.82639
442.141 1.42515
442.316 0.937236
442.490 0.663762
442.664 0.495212
442.839 0.384062
443.187 0.251211
443.536 0.177927
443.885 0.133263
444.233 0.104072
444.931 0.0695172
445.628 0.0506819
446.325 0.0393520
447.022 0.0320665
448.417 0.0237616
449.812 0.0196851
452.601 0.0173032
455.390 0.0199778
456.785 0.0238209
458.180 0.0309627
459.574 0.0454281
460.272 0.0589360
460.969 0.0821951
461.666 0.128758
462.015 0.172983
462.364 0.250838
462.538 0.314873
462.712 0.410883
462.887 0.565253
463.061 0.838562
463.148 1.06296
463.235 1.39747
463.322 1.92843
463.410 2.84525
463.497 4.64152
463.540 6.26491
463.584 8.91035
463.627 13.6606
463.649 17.5712
463.671 23.3719
463.693 32.4252
463.715 47.4295
463.736 73.9288
463.747 94.5647
463.758 122.028
463.779 195.257
463.800 243.710
463.821 194.876
463.842 122.019
463.856 88.2378
463.869 65.2606
463.897 38.5916
463.924 24.9870
463.952 17.3856
463.979 12.7389
464.007 9.73059
464.061 6.20475
464.116 4.30276
464.171 3.16888
464.281 1.94273
464.391 1.33311
464.500 0.989421
464.720 0.643646
464.939 0.492697
465.158 0.427323
465.597 0.431932
465.817 0.491899
466.036 0.604779
466.256 0.805816
466.475 1.18080
466.585 1.49552
466.694 1.97008
466.804 2.73083
466.914 4.05925
467.023 6.69035
467.078 9.09733
467.133 13.0686
467.188 20.3216
467.215 26.3857
467.243 35.5328
467.270 50.2084
467.298 75.2742
467.311 94.7422
467.325 121.707
467.339 159.504
467.353 212.126
467.376 339.655
467.400 424.187
467.424 339.060
467.448 212.099
467.463 152.513
467.479 112.023
467.511 65.5769
467.543 42.2299
467.575 29.2265
467.607 21.3438
467.638 16.2377
467.702 10.2755
467.766 7.07364
467.829 5.16309
467.956 3.09858
468.083 2.06562
468.211 1.47713
468.338 1.10985
468.465 0.865653
468.719 0.570667
468.974 0.406075
469.228 0.304791
469.482 0.237969
469.991 0.157871
470.499 0.113385
471.008 0.0860482
471.517 0.0680093
472.534 0.0463600
473.551 0.0343166
475.586 0.0220612
477.620 0.0163078
479.655 0.0132346
483.724 0.0105321
487.793 0.00999888
491.862 0.0108823
495.931 0.0135493
500.000 0.0200669
502.885 0.0312770
504.328 0.0424431
505.770 0.0627946
506.492 0.0799567
507.213 0.106211
507.934 0.149369
508.656 0.227883
509.016 0.293906
509.377 0.394501
509.738 0.558944
510.098 0.855214
510.279 1.10198
510.459 1.47411
510.639 2.07373
510.819 3.13209
510.910 3.99528
511.000 5.26941
511.090 7.26731
511.180 10.6479
511.225 13.2950
511.270 17.0550
511.315 22.6400
511.360 31.3967
511.405 46.2469
511.428 57.8160
511.451 73.9744
511.473 97.5094
511.496 132.680
511.518 187.015
511.541 271.277
511.570 434.073
511.600 542.605
511.630 434.033
511.659 271.234
511.692 160.326
511.724 101.234
511.756 68.4503
511.789 48.9468
511.821 36.5744
511.853 28.2945
511.918 18.3220
511.982 12.7881
512.047 9.41913
512.176 5.71169
512.305 3.82590
512.434 2.74077
512.563 2.05965
512.693 1.60448
512.951 1.05299
513.209 0.744698
513.467 0.555018
513.726 0.430192
514.242 0.281276
514.759 0.199293
515.275 0.149451
515.792 0.116944
516.825 0.0786327
517.858 0.0579106
519.924 0.0378117
521.990 0.0293327
524.056 0.0257468
528.188 0.0260184
532.320 0.0352093
534.386 0.0458381
536.452 0.0657676
537.485 0.0826858
538.518 0.108581
539.551 0.151101
540.584 0.228297
541.100 0.293096
541.617 0.391747
542.133 0.552812
542.650 0.842853
542.908 1.08426
543.166 1.44827
543.425 2.03507
543.683 3.07062
543.812 3.91561
543.941 5.16385
544.070 7.11979
544.199 10.4354
544.264 13.0331
544.329 16.7259
544.393 22.2167
544.458 30.8455
544.522 45.5027
544.555 56.9160
544.587 72.9008
544.619 96.1948
544.651 131.273
544.684 185.740
544.716 270.372
544.758 432.668
544.800 540.877
544.842 432.605
544.884 270.307
544.925 168.525
544.966 110.605
545.007 76.7961
545.048 55.9461
545.089 42.3738
545.130 33.1166
545.211 21.7477
545.293 15.3224
545.375 11.3651
545.538 6.95256
545.702 4.68454
545.865 3.37050
546.029 2.54202
546.192 1.98662
546.520 1.31183
546.847 0.933770
547.174 0.701216
547.501 0.548384
548.155 0.367353
548.809 0.269930
549.463 0.213716
550.117 0.181204
551.425 0.162536
552.079 0.176770
552.733 0.218367
553.387 0.321903
553.714 0.429190
554.041 0.626055
554.205 0.791467
554.368 1.04206
554.532 1.44750
554.695 2.16606
554.777 2.75408
554.859 3.62444
554.941 4.99438
555.022 7.32393
555.104 11.7738
555.145 15.6843
555.186 21.8660
555.227 32.4805
555.247 40.8532
555.268 52.6768
555.288 70.1629
555.309 96.7894
555.329 138.946
555.349 206.215
555.375 329.866
555.400 412.272
555.425 329.844
555.451 206.191
555.477 123.500
555.504 78.8450
555.531 53.7177
555.558 38.6199
555.584 28.9451
555.611 22.4654
555.664 14.6097
555.718 10.2294
555.771 7.55889
555.878 4.60586
555.985 3.10079
556.092 2.23235
556.199 1.68652
556.306 1.32162
556.520 0.878462
556.733 0.630151
556.947 0.476968
557.161 0.375876
557.588 0.254669
558.016 0.187420
558.871 0.118934
559.726 0.0863220
560.581 0.0682468
562.291 0.0501933
564.001 0.0424969
565.711 0.0396267
569.131 0.0428246
572.552 0.0598668
574.262 0.0788526
575.972 0.114311
576.827 0.144391
577.682 0.190412
578.537 0.265928
579.392 0.402777
579.820 0.517435
580.247 0.691549
580.675 0.974850
581.102 1.48237
581.316 1.90254
581.530 2.53269
581.743 3.54113
581.957 5.30149
582.064 6.72184
582.171 8.79949
582.278 12.0091
582.385 17.3341
582.438 21.4264
582.491 27.1214
582.545 35.3930
582.598 47.9523
582.652 68.2852
582.705 103.629
582.732 131.517
582.759 170.700
582.785 226.556
582.812 305.750
582.856 489.315
582.900 611.719
582.944 489.244
582.988 305.678
583.027 198.491
583.066 134.337
583.105 95.3367
583.144 70.5553
583.221 42.6309
583.299 28.3348
583.377 20.1312
583.455 15.0157
583.610 9.25873
583.766 6.26961
583.921 4.52668
584.077 3.42233
584.233 2.68018
584.544 1.77534
584.855 1.26697
585.166 0.953761
585.477 0.747802
586.099 0.504086
586.722 0.373734
587.344 0.299775
587.966 0.258908
589.210 0.245933
589.833 0.277793
590.455 0.357219
591.077 0.546440
591.388 0.739714
591.699 1.09194
591.855 1.38635
592.010 1.83051
592.166 2.54599
592.322 3.80441
592.399 4.82710
592.477 6.33287
592.555 8.67926
592.633 12.6177
592.672 15.6779
592.710 19.9924
592.749 26.3379
592.788 36.1813
592.827 52.5293
592.847 65.0318
592.866 82.1778
592.886 106.617
592.905 142.087
592.924 194.950
592.944 273.649
592.972 438.020
593.000 547.032
593.028 437.366
593.056 273.613
593.084 171.062
593.111 112.664
593.138 78.4255
593.165 57.2413
593.192 43.3768
593.219 33.9441
593.273 22.3257
593.328 15.7466
593.382 11.6935
593.490 7.16841
593.599 4.84130
593.707 3.49085
593.816 2.63873
593.924 2.06695
594.141 1.37127
594.358 0.980156
594.575 0.738510
594.792 0.578781
595.226 0.386931
595.660 0.280236
596.094 0.214608
596.528 0.171237
597.396 0.118949
598.264 0.0895756
600.000 0.0590599
600.000 7.99534
720.000 7.08018
850.000 6.33778
1000.00 5.68705
1250.00 4.90415
1500.00 4.34962
1700.00 4.00887
2000.00 3.61057
2500.00 3.15082
3000.00 2.83088
3500.00 2.59062
4000.00 2.40552
5000.00 2.13514
6000.00 1.94647
7000.00 1.80648
8000.00 1.69717
10000.0 1.53522
12500.0 1.39310
15000.0 1.28951
17000.0 1.22187
20000.0 1.13879
25000.0 1.03164
30000.0 0.947801
35000.0 0.879647
40000.0 0.822767
50000.0 0.732241
60000.0 0.663214
70000.0 0.608890
80000.0 0.564842
99999.9 0.499596
100000 0.498487
150000 0.403289
200000 0.354412
250000 0.326443
300000 0.309490
395199 0.293359
447600 0.289476
500000 0.286067
538145 0.286627
576289 0.287149
614434 0.287638
652578 0.288099
700000 0.287342
750000 0.289213
800000 0.290974
850000 0.294464
900000 0.297792
950000 0.302233
1.00000E+06 0.306507
1.03335E+06 0.309745
1.03335E+06 0.309745
1.03890E+06 0.309463
1.07371E+06 0.310188
1.11628E+06 0.311299
1.11629E+06 0.311299
1.14161E+06 0.310810
1.18358E+06 0.309696
1.18358E+06 0.309696
1.20174E+06 0.302098
1.20174E+06 0.302097
1.25000E+06 0.286719
1.30341E+06 0.279891
1.35681E+06 0.273491
1.35682E+06 0.273488
1.36307E+06 0.270120
1.36307E+06 0.270120
1.39303E+06 0.256320
1.39304E+06 0.256319
1.43899E+06 0.246496
1.48495E+06 0.237342
1.50000E+06 0.235688
1.52288E+06 0.233610
1.52289E+06 0.233609
1.54982E+06 0.230365
1.54982E+06 0.230365
1.58100E+06 0.227792
1.58352E+06 0.226891
1.58352E+06 0.226891
1.64507E+06 0.220001
1.70328E+06 0.213147
1.70328E+06 0.213147
1.71519E+06 0.211203
1.72225E+06 0.210401
1.72225E+06 0.210401
1.75000E+06 0.207796
1.77371E+06 0.206046
1.78380E+06 0.204660
1.83898E+06 0.200560
1.83899E+06 0.200560
1.85250E+06 0.199860
1.85250E+06 0.199860
1.92625E+06 0.191373
2.00000E+06 0.183545
2.05619E+06 0.170696
2.11237E+06 0.159058
2.16856E+06 0.148489
2.22475E+06 0.138866
2.28093E+06 0.130083
2.33712E+06 0.122050
2.39330E+06 0.114687
2.44949E+06 0.107923
2.51830E+06 0.100369
2.58712E+06 0.0935254
2.65593E+06 0.0873105
2.72475E+06 0.0816522
2.79356E+06 0.0764882
2.86237E+06 0.0717649
2.93119E+06 0.0674352
3.00000E+06 0.0634584
3.04967E+06 0.0595528
3.09934E+06 0.0559450
3.09935E+06 0.0559447
3.14385E+06 0.0529430
3.18835E+06 0.0501413
3.23285E+06 0.0475236
3.27735E+06 0.0450757
3.32185E+06 0.0427843
3.36636E+06 0.0406376
3.41086E+06 0.0386247
3.45536E+06 0.0367358
3.49986E+06 0.0349616
3.54436E+06 0.0332939
3.58886E+06 0.0317251
3.63336E+06 0.0302483
3.67787E+06 0.0288569
3.72237E+06 0.0275451
3.76687E+06 0.0263075
3.81137E+06 0.0251390
3.85853E+06 0.0239712
3.90569E+06 0.0228709
3.95284E+06 0.0218334
4.00000E+06 0.0208544
4.05902E+06 0.0192755
4.11804E+06 0.0178365
4.17705E+06 0.0165231
4.23607E+06 0.0153228
4.29509E+06 0.0142246
4.35411E+06 0.0132185
4.41312E+06 0.0122957
4.47214E+06 0.0114483
4.53628E+06 0.0106047
4.60043E+06 0.00983375
4.66457E+06 0.00912842
4.72871E+06 0.00848231
4.79653E+06 0.00785723
4.86436E+06 0.00728606
4.93218E+06 0.00676346
5.00000E+06 0.00628474
5.11931E+06 0.00539690
5.23862E+06 0.00465078
5.35792E+06 0.00402126
5.47723E+06 0.00348811
5.60495E+06 0.00300565
5.73266E+06 0.00259862
5.86633E+06 0.00223919
6.00000E+06 0.00193596
6.07107E+06 0.00179330
6.14213E+06 0.00166264
6.18446E+06 0.00159005
6.22678E+06 0.00152108
6.26911E+06 0.00145555
6.31144E+06 0.00139325
6.35376E+06 0.00133401
6.39609E+06 0.00127766
6.43841E+06 0.00122403
6.48074E+06 0.00117299
6.54440E+06 0.00110660
6.60806E+06 0.00104456
6.67171E+06 0.000986541
6.73537E+06 0.000932251
6.80153E+06 0.000884004
6.86769E+06 0.000838687
6.93384E+06 0.000796093
7.00000E+06 0.000756037
7.05494E+06 0.000734150
7.10061E+06 0.000716563
7.14628E+06 0.000699506
7.19195E+06 0.000682961
7.23762E+06 0.000666907
7.29904E+06 0.000651948
7.36047E+06 0.000637446
7.42189E+06 0.000623383
7.48331E+06 0.000609743
7.54682E+06 0.000601519
7.61033E+06 0.000593473
7.67383E+06 0.000585601
7.73734E+06 0.000577896
7.80301E+06 0.000574913
7.86867E+06 0.000571969
7.93434E+06 0.000569065
8.00000E+06 0.000566200
8.03666E+06 0.000572382
8.07332E+06 0.000578603
8.12482E+06 0.000587408
8.17631E+06 0.000596289
8.22781E+06 0.000605248
8.27930E+06 0.000614284
8.33080E+06 0.000623398
8.38229E+06 0.000632590
8.43379E+06 0.000641859
8.48528E+06 0.000651207
8.54962E+06 0.000666010
8.61396E+06 0.000681035
8.67830E+06 0.000696283
8.74264E+06 0.000711756
8.80698E+06 0.000727455
8.87132E+06 0.000743383
8.93566E+06 0.000759541
9.00000E+06 0.000775930
9.04324E+06 0.000785890
9.08649E+06 0.000795930
9.12973E+06 0.000806049
9.17297E+06 0.000816248
9.21621E+06 0.000826528
9.25946E+06 0.000836887
9.30270E+06 0.000847328
9.34594E+06 0.000857849
9.39258E+06 0.000869289
9.43923E+06 0.000880823
9.48587E+06 0.000892453
9.53251E+06 0.000904178
9.59095E+06 0.000919002
9.64938E+06 0.000933978
9.70782E+06 0.000949104
9.76626E+06 0.000964383
9.82469E+06 0.000979815
9.88313E+06 0.000995399
9.94156E+06 0.00101114
1.00000E+07 0.00102703
1.00625E+07 0.00103156
1.01250E+07 0.00103608
1.01875E+07 0.00104059
1.02500E+07 0.00104510
1.03125E+07 0.00104959
1.03750E+07 0.00105408
1.04375E+07 0.00105856
1.05000E+07 0.00106304
1.05625E+07 0.00106750
1.06250E+07 0.00107196
1.06875E+07 0.00107641
1.07500E+07 0.00108085
1.08125E+07 0.00108528
1.08750E+07 0.00108971
1.09375E+07 0.00109413
1.10000E+07 0.00109854
1.10625E+07 0.00109665
1.11250E+07 0.00109478
1.11875E+07 0.00109292
1.12500E+07 0.00109107
1.13125E+07 0.00108924
1.13750E+07 0.00108742
1.14375E+07 0.00108561
1.15000E+07 0.00108382
1.15625E+07 0.00108204
1.16250E+07 0.00108027
1.16875E+07 0.00107851
1.17500E+07 0.00107677
1.18125E+07 0.00107504
1.18750E+07 0.00107332
1.19375E+07 0.00107161
1.20000E+07 0.00106991
1.21250E+07 0.00106431
1.22500E+07 0.00105880
1.23750E+07 0.00105337
1.25000E+07 0.00104802
1.26250E+07 0.00104275
1.27500E+07 0.00103756
1.28750E+07 0.00103245
1.30000E+07 0.00102741
1.30739E+07 0.00102536
1.31477E+07 0.00102333
1.32216E+07 0.00102131
1.32954E+07 0.00101930
1.33835E+07 0.00101693
1.34716E+07 0.00101458
1.35596E+07 0.00101225
1.36477E+07 0.00100995
1.37358E+07 0.00100766
1.38239E+07 0.00100539
1.39119E+07 0.00100314
1.40000E+07 0.00100091
1.40984E+07 0.00100014
1.41988E+07 0.000999359
1.42992E+07 0.000998585
1.43996E+07 0.000997817
1.45000E+07 0.000997055
1.45625E+07 0.000996584
1.46250E+07 0.000996114
1.46875E+07 0.000995647
1.47500E+07 0.000995183
1.48125E+07 0.000994720
1.48750E+07 0.000994260
1.49375E+07 0.000993801
1.50000E+07 0.000993345
1.50625E+07 0.000993915
1.51250E+07 0.000994483
1.51875E+07 0.000995049
1.52500E+07 0.000995613
1.53125E+07 0.000996175
1.53750E+07 0.000996735
1.54375E+07 0.000997293
1.55000E+07 0.000997849
1.55625E+07 0.000998404
1.56250E+07 0.000998956
1.56875E+07 0.000999506
1.57500E+07 0.00100006
1.58125E+07 0.00100060
1.58750E+07 0.00100115
1.59375E+07 0.00100169
1.60000E+07 0.00100223
1.60625E+07 0.00100366
1.61250E+07 0.00100508
1.61875E+07 0.00100650
1.62500E+07 0.00100792
1.63125E+07 0.00100933
1.63750E+07 0.00101074
1.64375E+07 0.00101215
1.65000E+07 0.00101355
1.65625E+07 0.00101495
1.66250E+07 0.00101635
1.66875E+07 0.00101774
1.67500E+07 0.00101913
1.68125E+07 0.00102052
1.68750E+07 0.00102190
1.69375E+07 0.00102328
1.70000E+07 0.00102466
1.70340E+07 0.00102581
1.70681E+07 0.00102696
1.71021E+07 0.00102812
1.71361E+07 0.00102927
1.71701E+07 0.00103041
1.72042E+07 0.00103156
1.72382E+07 0.00103271
1.72722E+07 0.00103385
1.73177E+07 0.00103538
1.73632E+07 0.00103691
1.74087E+07 0.00103844
1.74542E+07 0.00103996
1.74996E+07 0.00104149
1.75451E+07 0.00104301
1.75906E+07 0.00104453
1.76361E+07 0.00104605
1.76816E+07 0.00104756
1.77271E+07 0.00104908
1.77726E+07 0.00105059
1.78181E+07 0.00105210
1.78635E+07 0.00105361
1.79090E+07 0.00105512
1.79545E+07 0.00105663
1.80000E+07 0.00105813
1.80625E+07 0.00106083
1.81250E+07 0.00106353
1.81875E+07 0.00106622
1.82500E+07 0.00106891
1.83125E+07 0.00107160
1.83750E+07 0.00107429
1.84375E+07 0.00107697
1.85000E+07 0.00107965
1.85625E+07 0.00108233
1.86250E+07 0.00108501
1.86875E+07 0.00108768
1.87500E+07 0.00109036
1.88125E+07 0.00109303
1.88750E+07 0.00109569
1.89375E+07 0.00109836
1.90000E+07 0.00110102
1.90625E+07 0.00110422
1.91250E+07 0.00110742
1.91875E+07 0.00111062
1.92500E+07 0.00111382
1.93125E+07 0.00111702
1.93750E+07 0.00112021
1.94375E+07 0.00112341
1.95000E+07 0.00112660
1.95625E+07 0.00112980
1.96250E+07 0.00113299
1.96875E+07 0.00113618
1.97500E+07 0.00113937
1.98125E+07 0.00114255
1.98750E+07 0.00114574
1.99375E+07 0.00114893
2.00000E+07 0.00115211
