Pd-104(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 32.6131
1.25000E-05 29.1701
1.50000E-05 26.6285
2.00000E-05 23.0610
2.75000E-05 19.6665
3.50000E-05 17.4325
4.25000E-05 15.8197
5.00000E-05 14.5850
6.25000E-05 13.0453
7.50000E-05 11.9086
0.000100000 10.3132
0.000125000 9.22440
0.000150000 8.42069
0.000200000 7.29253
0.000275000 6.21910
0.000350000 5.51265
0.000425000 5.00265
0.000500000 4.61222
0.000625000 4.12530
0.000750000 3.76587
0.00100000 3.26135
0.00125000 2.91705
0.00150000 2.66289
0.00200000 2.30615
0.00275000 1.96670
0.00350000 1.74331
0.00425000 1.58204
0.00500000 1.45858
0.00625000 1.30461
0.00750000 1.19096
0.0100000 1.03143
0.0125000 0.922559
0.0150000 0.842199
0.0200000 0.729404
0.0253000 0.648555
0.0314750 0.581503
0.0376500 0.531717
0.0500000 0.461459
0.0625000 0.412796
0.0750000 0.376878
0.100000 0.326471
0.125000 0.292081
0.150000 0.266701
0.200000 0.231090
0.275000 0.197229
0.350000 0.174961
0.500000 0.146612
0.750000 0.120022
1.00000 0.104214
1.50000 0.0855375
2.00000 0.0744682
2.75000 0.0640115
3.50000 0.0571931
5.00000 0.0486236
7.50000 0.0407883
10.0000 0.0363063
15.0000 0.0313574
20.0000 0.0287790
27.5000 0.0268752
35.0000 0.0262142
50.0000 0.0270132
75.0000 0.0333868
87.5000 0.0400103
100.000 0.0543865
102.412 0.0616741
104.825 0.0782401
106.031 0.0988892
106.634 0.118681
107.237 0.153904
107.840 0.227089
108.141 0.298091
108.443 0.424024
108.745 0.681074
108.895 0.924218
109.046 1.34175
109.197 2.15088
109.272 2.87350
109.348 4.03737
109.423 6.08572
109.498 10.1437
109.536 13.7996
109.574 19.6426
109.611 29.4536
109.649 46.1939
109.690 73.6930
109.730 91.9446
109.771 73.6658
109.811 46.1599
109.857 26.8169
109.903 16.7337
109.948 11.2330
109.994 7.99914
110.040 5.96487
110.086 4.61192
110.177 2.99204
110.269 2.09923
110.360 1.55843
110.544 0.964883
110.727 0.664339
110.910 0.491913
111.276 0.312065
111.642 0.225279
112.009 0.177080
112.741 0.128542
114.206 0.0944540
115.671 0.0839090
121.531 0.0827042
133.251 0.115621
139.111 0.144999
144.971 0.189357
150.831 0.260695
153.761 0.315051
155.226 0.354327
155.959 0.394527
156.325 0.466449
156.508 0.605690
156.600 0.805304
156.645 0.999808
156.691 1.31562
156.800 2.25947
156.909 1.32257
156.958 0.990578
157.008 0.795247
157.106 0.605271
157.303 0.485451
157.698 0.441582
158.486 0.448900
160.063 0.505026
163.218 0.675379
166.372 0.957017
169.526 1.46844
171.103 1.89763
172.680 2.55073
173.469 3.01356
173.863 3.29425
174.060 3.44964
174.257 3.61639
174.455 3.79573
174.652 3.98876
174.849 4.19714
175.046 4.42230
175.243 4.66634
175.440 4.93118
175.637 5.21939
175.835 5.53381
176.229 6.25512
176.623 7.12826
177.017 8.19908
177.412 9.53214
177.806 11.2207
178.200 13.4033
178.595 16.2933
178.989 20.2316
179.383 25.7964
179.777 34.0196
180.172 46.9012
180.566 68.7242
180.763 85.8118
180.960 110.081
181.157 146.168
181.355 202.933
181.552 299.244
181.749 479.461
181.847 632.533
181.946 862.710
182.045 1220.31
182.143 1777.20
182.272 2842.28
182.400 3550.44
182.529 2838.43
182.657 1773.25
182.793 1063.87
182.928 678.850
183.064 462.222
183.199 332.084
183.335 248.959
183.470 193.053
183.741 125.307
184.012 87.6110
184.283 64.5897
184.825 39.1759
185.367 26.2291
185.909 18.7650
186.451 14.0783
186.993 10.9463
188.077 7.15253
189.161 5.03192
190.245 3.72852
191.329 2.87105
193.496 1.84938
195.664 1.28769
197.832 0.946550
200.000 0.724158
204.162 0.469348
208.324 0.327899
212.486 0.241493
216.648 0.184982
224.972 0.118220
233.296 0.0820448
241.619 0.0606274
249.943 0.0477566
258.267 0.0443857
260.348 0.0487030
262.429 0.0642917
263.470 0.0870833
263.990 0.109880
264.510 0.151059
265.030 0.236750
265.291 0.319153
265.551 0.463138
265.811 0.748983
265.941 1.01107
266.071 1.44539
266.201 2.24173
266.266 2.91165
266.331 3.92769
266.396 5.56571
266.461 8.39794
266.526 13.7274
266.591 24.3314
266.646 38.9107
266.700 48.6310
266.755 38.9183
266.809 24.3410
266.863 15.0442
266.917 9.81498
266.971 6.79072
267.025 4.94072
267.079 3.73959
267.134 2.92331
267.242 1.92430
267.350 1.36191
267.458 1.01624
267.674 0.631770
267.890 0.434438
268.107 0.320092
268.539 0.199655
268.972 0.140799
269.404 0.107681
270.269 0.0735789
271.134 0.0571594
271.999 0.0479286
273.730 0.0383022
277.190 0.0307885
280.650 0.0281950
284.110 0.0283495
287.571 0.0337133
289.301 0.0427479
290.166 0.0520813
291.031 0.0692698
291.896 0.105830
292.328 0.141726
292.761 0.205847
292.977 0.258706
293.194 0.337638
293.410 0.462999
293.626 0.679456
293.842 1.10201
293.950 1.48206
294.059 2.09998
294.167 3.20031
294.221 4.09922
294.275 5.41955
294.329 7.46185
294.383 10.7900
294.437 16.5580
294.491 26.8007
294.546 42.9164
294.600 53.6811
294.655 42.9242
294.709 26.8105
294.761 16.8653
294.813 11.1549
294.865 7.78537
294.916 5.69793
295.020 3.39527
295.124 2.24164
295.227 1.58744
295.331 1.18339
295.538 0.731821
295.746 0.499155
295.953 0.364082
296.160 0.278788
296.368 0.221524
296.782 0.151804
297.197 0.112601
298.026 0.0723540
298.856 0.0531304
299.685 0.0424487
301.343 0.0315571
304.661 0.0234680
307.978 0.0205788
314.612 0.0191103
321.247 0.0206580
327.881 0.0265789
331.198 0.0332351
334.515 0.0458884
336.174 0.0567593
337.833 0.0735393
339.491 0.101309
341.150 0.152088
341.979 0.194914
342.808 0.260329
343.638 0.367502
344.467 0.561279
344.882 0.723116
345.296 0.967974
345.711 1.36430
346.126 2.06801
346.333 2.64549
346.540 3.50373
346.748 4.85927
346.955 7.18339
347.162 11.6666
347.266 15.6545
347.369 22.0502
347.473 33.2245
347.525 42.1683
347.577 55.0836
347.603 63.8003
347.629 74.5737
347.655 88.0958
347.680 105.273
347.706 127.338
347.732 155.926
347.758 193.060
347.784 240.822
347.813 307.978
347.842 384.583
347.900 480.105
347.929 452.002
347.958 384.512
348.016 240.737
348.053 175.586
348.090 130.605
348.165 77.8146
348.239 50.6567
348.313 35.3036
348.387 25.9027
348.461 19.7702
348.610 12.5604
348.758 8.66177
348.907 6.32789
349.203 3.79562
349.500 2.52594
349.797 1.80144
350.094 1.34937
350.391 1.04876
350.985 0.686274
351.578 0.484475
352.172 0.360745
352.766 0.279470
353.953 0.182692
355.140 0.129470
356.328 0.0970992
357.515 0.0759496
359.890 0.0508836
362.265 0.0371371
364.639 0.0287700
367.014 0.0232849
371.764 0.0167273
376.513 0.0130640
386.012 0.00923786
395.511 0.00730850
405.010 0.00615644
424.008 0.00485712
462.004 0.00388818
481.002 0.00405434
490.501 0.00454780
500.000 0.00593890
505.748 0.00814444
508.621 0.0103365
511.495 0.0142928
514.369 0.0225659
515.806 0.0306145
517.243 0.0449436
517.961 0.0567685
518.680 0.0745120
519.398 0.103016
520.117 0.153412
520.476 0.194788
520.835 0.256584
521.194 0.355224
521.554 0.527899
521.913 0.874788
522.092 1.19839
522.272 1.74764
522.452 2.79358
522.541 3.71223
522.631 5.16957
522.721 7.67110
522.811 12.4461
522.856 16.5836
522.901 22.9403
522.946 33.0706
522.990 49.3637
523.045 78.9535
523.100 98.6904
523.155 78.9690
523.210 49.3891
523.245 35.8492
523.281 26.5723
523.352 15.7701
523.424 10.2680
523.495 7.17983
523.566 5.30028
523.637 4.08158
523.780 2.66486
523.923 1.91702
524.065 1.49000
524.350 1.10309
524.635 1.08393
524.778 1.21805
524.920 1.51473
525.063 2.13244
525.134 2.68081
525.205 3.53597
525.277 4.95410
525.348 7.49362
525.419 12.4953
525.455 16.7971
525.491 23.0589
525.545 36.7756
525.600 45.8973
525.655 36.7359
525.710 23.0303
525.750 16.0201
525.791 11.4645
525.832 8.49519
525.873 6.50803
525.954 4.13838
526.036 2.85769
526.117 2.09462
526.199 1.60640
526.362 1.04032
526.525 0.736379
526.688 0.553931
527.014 0.353178
527.340 0.249484
527.666 0.188093
528.318 0.120744
528.971 0.0857153
529.623 0.0648039
530.927 0.0417131
532.232 0.0297075
533.536 0.0225984
536.145 0.0148855
538.754 0.0109867
541.362 0.00874131
546.580 0.00639708
551.797 0.00528560
557.015 0.00470707
567.450 0.00430122
577.885 0.00455338
588.320 0.00590231
593.538 0.00785115
596.147 0.00978232
598.755 0.0132810
601.364 0.0206986
602.669 0.0280448
603.973 0.0413806
604.625 0.0525792
605.277 0.0696346
605.930 0.0974903
606.582 0.147662
606.908 0.189407
607.234 0.252366
607.560 0.353766
607.886 0.532618
608.049 0.678342
608.212 0.893392
608.375 1.23009
608.538 1.79925
608.701 2.87488
608.783 3.80928
608.864 5.27384
608.946 7.74255
609.027 12.3217
609.068 16.1776
609.109 21.9137
609.150 30.7332
609.190 44.2621
609.245 70.8124
609.300 88.5119
609.355 70.8184
609.410 44.2699
609.470 25.9149
609.531 16.2638
609.592 10.9530
609.653 7.81132
609.713 5.82618
609.774 4.50148
609.895 2.90872
610.017 2.02901
610.138 1.49433
610.381 0.906506
610.624 0.608211
610.867 0.436589
611.109 0.328955
611.352 0.257070
611.838 0.170049
612.323 0.121437
612.809 0.0915685
613.295 0.0719301
614.266 0.0485702
615.237 0.0357941
617.180 0.0231946
619.122 0.0176757
621.065 0.0151180
624.950 0.0143285
628.835 0.0182720
630.777 0.0232866
632.720 0.0329632
633.691 0.0412903
634.662 0.0541247
635.633 0.0753059
636.605 0.113852
637.090 0.146208
637.576 0.195373
638.062 0.275355
638.547 0.418449
638.790 0.536712
639.033 0.713708
639.276 0.995888
639.518 1.48623
639.761 2.45208
639.883 3.33015
640.004 4.77396
640.125 7.38552
640.186 9.55527
640.247 12.8033
640.308 17.9359
640.368 26.5932
640.429 42.2746
640.490 71.8974
640.545 115.013
640.600 143.749
640.655 114.939
640.711 71.8441
640.750 50.6721
640.789 36.6563
640.828 27.3266
640.867 20.9959
640.945 13.3408
641.024 9.15222
641.102 6.64289
641.180 5.03092
641.337 3.16460
641.493 2.16921
641.650 1.57858
641.807 1.19970
641.963 0.942703
642.276 0.626231
642.589 0.446455
642.902 0.334648
643.216 0.260424
643.842 0.171104
644.468 0.121473
645.094 0.0910683
645.721 0.0711092
646.973 0.0473584
648.226 0.0343072
649.478 0.0263798
650.731 0.0212133
653.236 0.0151377
655.741 0.0118845
660.750 0.00892593
665.760 0.00830125
670.770 0.0101705
673.275 0.0136625
674.528 0.0173062
675.780 0.0240506
677.033 0.0384958
677.659 0.0527952
678.285 0.0785762
678.599 0.100037
678.912 0.132380
679.225 0.184425
679.538 0.276077
679.695 0.350625
679.851 0.460442
680.008 0.631970
680.164 0.920906
680.321 1.46402
680.399 1.93349
680.477 2.66403
680.556 3.88666
680.634 6.12643
680.673 7.98875
680.712 10.7252
680.751 14.8555
680.790 21.0931
680.845 33.7608
680.900 42.1869
680.955 33.7388
681.010 21.0963
681.068 12.6567
681.126 8.07755
681.183 5.50193
681.241 3.95489
681.299 2.96679
681.357 2.30223
681.473 1.49686
681.589 1.04863
681.705 0.774814
681.936 0.472448
682.168 0.318247
682.399 0.229278
682.631 0.173367
682.862 0.135981
683.326 0.0906235
683.789 0.0652253
684.715 0.0392714
685.641 0.0269459
686.567 0.0201381
688.420 0.0132613
692.125 0.00825194
695.830 0.00647940
703.240 0.00527993
710.650 0.00505460
718.061 0.00535641
725.471 0.00663055
729.176 0.00845522
732.881 0.0135950
734.733 0.0206656
735.660 0.0276764
736.586 0.0403834
737.512 0.0671797
737.975 0.0934228
738.438 0.140305
738.670 0.178993
738.902 0.236851
739.133 0.328959
739.365 0.488598
739.596 0.802132
739.712 1.08619
739.828 1.55099
739.944 2.38747
740.001 3.07836
740.059 4.10652
740.117 5.71824
740.175 8.40600
740.233 13.1955
740.291 22.0285
740.345 35.2496
740.400 44.0669
740.455 35.2521
740.509 22.0317
740.570 12.9147
740.630 8.11352
740.690 5.46833
740.751 3.90217
740.811 2.91063
740.871 2.24998
740.992 1.45521
741.113 1.01573
741.233 0.748793
741.474 0.455205
741.716 0.306115
741.957 0.220330
742.198 0.166524
742.439 0.130597
742.922 0.0870804
743.405 0.0627570
744.370 0.0379550
745.335 0.0262141
746.300 0.0197539
748.230 0.0132746
752.090 0.00866365
755.950 0.00714841
763.671 0.00665848
767.531 0.00838347
769.461 0.0152773
769.944 0.0219778
770.426 0.0395261
770.668 0.0614969
770.909 0.114378
771.030 0.174036
771.150 0.298052
771.211 0.415889
771.271 0.615302
771.331 0.978252
771.391 1.66842
771.446 2.66673
771.500 3.33264
