Sr-87(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
3240.53 0.000650530
3260.00 0.000670889
3269.73 0.000801042
3279.47 0.00116820
3284.33 0.00166809
3289.20 0.00306836
3291.63 0.00500394
3294.07 0.0104592
3295.28 0.0179891
3296.50 0.0390524
3297.11 0.0677957
3297.72 0.146442
3298.02 0.250732
3298.33 0.524680
3298.48 0.868951
3298.63 1.70307
3298.71 2.65051
3298.78 4.64237
3298.82 6.55824
3298.86 9.84590
3298.90 15.9579
3298.92 20.9551
3298.93 28.3361
3298.95 36.1720
3298.97 45.0743
3299.00 56.6458
3299.03 45.0738
3299.07 28.3355
3299.09 19.4689
3299.12 13.7566
3299.14 10.0784
3299.17 7.63629
3299.22 4.76153
3299.26 3.25019
3299.31 2.33695
3299.36 1.75771
3299.46 1.09963
3299.66 0.543564
3299.86 0.322837
3300.26 0.151758
3300.66 0.0880669
3301.45 0.0405639
3302.25 0.0233977
3303.84 0.0108863
3305.43 0.00644231
3308.61 0.00324683
3311.79 0.00213344
3318.15 0.00136585
3324.51 0.00113722
3337.23 0.00109931
3349.95 0.00132675
3362.67 0.00192498
3369.04 0.00254072
3375.40 0.00367429
3378.58 0.00463519
3381.76 0.00610955
3384.94 0.00854290
3388.12 0.0129889
3389.71 0.0167459
3391.30 0.0224928
3392.89 0.0319376
3394.48 0.0490981
3395.27 0.0635004
3396.07 0.0854059
3396.86 0.121098
3397.66 0.185126
3398.45 0.317826
3398.85 0.445549
3399.25 0.668287
3399.65 1.11255
3399.85 1.52112
3400.04 2.19694
3400.24 3.44678
3400.34 4.51161
3400.44 6.12012
3400.54 8.75765
3400.64 13.3320
3400.69 16.9985
3400.74 22.0640
3400.79 29.4649
3400.84 39.7897
3400.92 63.7942
3401.00 79.5219
3401.08 63.4753
3401.16 39.7866
3401.24 24.2810
3401.33 15.6863
3401.41 10.7723
3401.49 7.81539
3401.57 5.88296
3401.65 4.58938
3401.81 2.99787
3401.98 2.10121
3402.14 1.55475
3402.47 0.948025
3402.79 0.636590
3403.12 0.457039
3403.45 0.343667
3403.77 0.267982
3404.43 0.175947
3405.08 0.124362
3405.73 0.0925849
3406.38 0.0716645
3407.69 0.0466309
3409.00 0.0328315
3410.30 0.0244180
3411.61 0.0189222
3414.22 0.0124124
3416.83 0.00886301
3419.44 0.00672653
3422.05 0.00535392
3427.27 0.00382011
3432.50 0.00326584
3437.72 0.00455047
3440.33 0.0114503
3441.64 0.0382877
3442.29 0.135269
3442.45 0.225439
3442.62 0.449742
3442.70 0.715186
3442.78 1.29109
3442.82 1.88033
3442.86 2.95563
3442.90 5.14954
3442.92 7.05194
3442.94 10.0197
3442.97 16.0456
3443.00 20.0234
3443.03 16.0455
3443.06 10.0195
3443.09 6.29696
3443.11 4.14579
3443.17 2.10481
3443.23 1.24857
3443.28 0.826384
3443.39 0.434139
3443.50 0.266595
3443.73 0.130094
3443.95 0.0771521
3444.84 0.0218209
3446.61 0.00680222
3450.17 0.00279508
3453.72 0.00196423
3457.27 0.00162799
3464.38 0.00133127
3471.48 0.00119667
3499.91 0.00107959
3528.34 0.00122724
3556.76 0.00161704
3585.19 0.00251015
3599.40 0.00341062
3613.61 0.00505767
3620.72 0.00644885
3627.83 0.00857847
3634.93 0.0120825
3642.04 0.0184620
3645.59 0.0238316
3649.15 0.0320200
3652.70 0.0454164
3656.25 0.0695982
3658.03 0.0897680
3659.80 0.120232
3661.58 0.169464
3663.36 0.256607
3664.25 0.327967
3665.13 0.433667
3666.02 0.599970
3666.91 0.883520
3667.80 1.42661
3668.24 1.90464
3668.69 2.66466
3669.13 3.97246
3669.35 5.00531
3669.58 6.47676
3669.80 8.65313
3670.02 12.0062
3670.24 17.3685
3670.46 26.0271
3670.73 41.6580
3671.00 52.0175
3671.27 41.5889
3671.54 26.0201
3671.72 18.6703
3671.90 13.7110
3672.08 10.3341
3672.26 8.01306
3672.62 5.15419
3672.98 3.56385
3673.34 2.60059
3673.70 1.97701
3674.42 1.25006
3675.15 0.859250
3675.87 0.626206
3676.59 0.476368
3677.31 0.374566
3678.76 0.248814
3680.20 0.177248
3681.64 0.132649
3683.09 0.103037
3685.97 0.0673657
3688.86 0.0475342
3691.75 0.0353891
3694.63 0.0274223
3700.41 0.0179549
3706.18 0.0127748
3711.95 0.00965156
3717.73 0.00764553
3729.27 0.00541427
3740.82 0.00464792
3746.60 0.00496708
3749.48 0.00554191
3752.37 0.00676596
3755.26 0.00959640
3756.70 0.0125027
3758.14 0.0178674
3759.59 0.0294024
3760.31 0.0408864
3761.03 0.0617070
3761.75 0.105715
3762.47 0.225702
3762.83 0.384308
3763.01 0.536224
3763.19 0.798321
3763.38 1.31643
3763.47 1.78388
3763.56 2.54938
3763.65 3.92555
3763.69 5.06174
3763.74 6.75195
3763.78 9.40015
3763.83 13.8134
3763.85 17.2383
3763.87 21.6706
3763.89 27.9956
3763.92 36.1785
3763.96 58.1563
3764.00 72.3544
3764.02 67.8114
3764.04 57.6105
3764.09 36.1774
3764.13 21.9049
3764.17 14.2033
3764.22 9.70371
3764.26 7.03700
3764.30 5.28048
3764.35 4.12011
3764.43 2.68684
3764.52 1.88512
3764.61 1.39372
3764.78 0.851397
3764.95 0.572134
3765.13 0.411537
3765.47 0.242106
3765.82 0.159431
3766.17 0.113245
3766.86 0.0660068
3767.56 0.0435426
3768.25 0.0311584
3769.64 0.0186456
3771.03 0.0127630
3772.42 0.00952792
3775.20 0.00626030
3777.97 0.00470926
3780.75 0.00384265
3786.31 0.00293953
3797.42 0.00222451
3808.53 0.00193999
3852.97 0.00181802
3875.19 0.00211278
3897.41 0.00289519
3908.52 0.00383625
3914.08 0.00470644
3919.63 0.00622272
3925.19 0.00934575
3927.96 0.0123991
3930.74 0.0179138
3932.13 0.0225427
3933.52 0.0296023
3934.91 0.0411713
3936.30 0.0621203
3937.69 0.106364
3938.38 0.149822
3939.07 0.227541
3939.77 0.388491
3940.12 0.542576
3940.46 0.811134
3940.81 1.34272
3940.98 1.83034
3941.16 2.63217
3941.33 4.10452
3941.42 5.34129
3941.50 7.18641
3941.59 10.1714
3941.68 15.3087
3941.72 19.3707
3941.77 24.8893
3941.81 32.6269
3941.85 43.4031
3941.93 69.6401
3942.00 86.8243
3942.08 69.2645
3942.15 43.4005
3942.20 30.7811
3942.25 22.4832
3942.30 16.8119
3942.36 13.0003
3942.46 8.30802
3942.56 5.73985
3942.66 4.17482
3942.77 3.16647
3942.97 1.99922
3943.18 1.37170
3943.38 1.00012
3943.59 0.761303
3943.79 0.598899
3944.20 0.398295
3944.61 0.284217
3945.03 0.213247
3945.44 0.166224
3946.26 0.109493
3947.08 0.0780177
3947.90 0.0587512
3948.72 0.0461172
3950.36 0.0311196
3952.01 0.0229334
3955.29 0.0148284
3958.58 0.0111875
3961.86 0.00934115
3968.43 0.00788235
3981.57 0.00831986
3994.71 0.0113377
4001.28 0.0141619
4007.85 0.0185527
4014.42 0.0257520
4020.99 0.0386266
4024.28 0.0492209
4027.56 0.0650067
4030.85 0.0900014
4034.13 0.133003
4035.77 0.167177
4037.42 0.216409
4039.06 0.291042
4040.70 0.411598
4041.52 0.501781
4042.34 0.624345
4043.16 0.796524
4043.99 1.04783
4044.81 1.43220
4045.63 2.04999
4046.45 3.09716
4047.27 4.91270
4048.14 7.85593
4049.00 9.81639
4049.87 7.85528
4050.73 4.91639
4051.50 3.18764
4052.28 2.16210
4053.05 1.54776
4053.82 1.17101
4054.59 0.947097
4055.37 0.871258
4055.75 0.941303
4056.14 1.24809
4056.33 1.67973
4056.43 2.08637
4056.53 2.75652
4056.62 3.99233
4056.67 5.01338
4056.72 6.54188
4056.77 9.01900
4056.82 13.1286
4056.86 20.5646
4056.91 34.7955
4056.96 55.2720
4057.00 69.1299
4057.04 55.2619
4057.09 34.7762
4057.13 22.0714
4057.17 14.8085
4057.21 10.4160
4057.25 7.75205
4057.34 4.76808
4057.42 3.26826
4057.50 2.41575
4057.59 1.88624
4057.75 1.29173
4057.92 0.977326
4058.08 0.790065
4058.41 0.583219
4059.08 0.403031
4059.74 0.318608
4061.06 0.229876
4062.39 0.179611
4065.04 0.121408
4067.69 0.0884351
4072.99 0.0533588
4078.29 0.0358662
4083.60 0.0258710
4088.90 0.0196378
4099.50 0.0126502
4110.10 0.00920233
4120.71 0.00781313
4126.01 0.00815912
4128.66 0.00894702
4131.31 0.0106924
4133.96 0.0148010
4135.29 0.0190409
4136.61 0.0268849
4137.94 0.0437526
4138.60 0.0605273
4139.26 0.0908819
4139.92 0.154848
4140.26 0.217211
4140.59 0.328132
4140.92 0.555859
4141.08 0.771891
4141.25 1.14114
4141.42 1.86141
4141.50 2.50625
4141.58 3.53297
4141.66 5.35913
4141.75 8.98938
4141.79 12.3209
4141.83 17.5366
4141.85 21.4319
4141.87 26.2819
4141.89 32.9692
4141.91 41.4848
4141.93 53.3071
4141.96 66.5005
4142.00 82.9184
4142.02 78.0975
4142.04 66.4994
4142.09 41.4836
4142.13 25.2052
4142.18 16.1595
4142.23 11.0384
4142.27 8.00218
4142.32 6.00517
4142.36 4.66057
4142.45 3.04246
4142.55 2.12880
4142.64 1.57575
4142.82 0.959663
4143.00 0.645185
4143.19 0.463576
4143.55 0.272963
4143.92 0.180269
4144.28 0.128340
4145.02 0.0752757
4145.75 0.0500816
4146.48 0.0361676
4147.94 0.0221148
4149.41 0.0154871
4150.87 0.0118311
4153.80 0.00811882
4156.73 0.00634526
4159.65 0.00535671
4165.51 0.00438994
4177.22 0.00482277
4180.15 0.00616702
4183.07 0.0102724
4184.54 0.0160750
4186.00 0.0324356
4186.73 0.0548425
4187.46 0.116508
4187.83 0.198713
4188.20 0.416323
4188.38 0.692452
4188.56 1.37097
4188.65 2.16094
4188.75 3.84105
4188.79 5.51586
4188.84 8.39569
4188.88 14.0774
4188.91 18.9115
4188.93 25.7373
4188.96 41.2762
4189.00 51.4865
4189.04 41.2757
4189.07 25.7367
4189.10 17.0210
4189.13 11.6303
4189.17 8.31026
4189.20 6.23633
4189.26 3.78566
4189.32 2.53803
4189.44 1.35273
4189.56 0.839367
4189.81 0.411130
4190.05 0.243948
4190.55 0.115042
4191.04 0.0673354
4192.02 0.0318792
4193.00 0.0191077
4194.96 0.00977750
4196.92 0.00643558
4200.85 0.00397075
4204.77 0.00305351
4212.62 0.00231743
4220.47 0.00199765
4251.88 0.00153274
4314.68 0.00149031
4346.08 0.00182940
4361.78 0.00221082
4377.48 0.00292608
4393.18 0.00446474
4401.03 0.00599338
4408.88 0.00876740
4412.81 0.0110947
4416.73 0.0146336
4420.66 0.0204024
4424.58 0.0307660
4426.55 0.0393707
4428.51 0.0523122
4430.47 0.0731050
4432.43 0.109610
4433.41 0.139254
4434.40 0.182819
4435.38 0.250624
4436.36 0.364455
4436.85 0.452814
4437.34 0.577292
4437.83 0.760195
4438.32 1.04283
4438.81 1.51205
4439.06 1.86830
4439.30 2.35818
4439.55 3.05405
4439.79 4.06212
4440.04 5.55958
4440.28 7.78087
4440.64 12.4520
4441.00 15.5665
4441.36 12.4495
4441.72 7.77843
4441.94 5.74691
4442.16 4.32465
4442.60 2.61818
4443.04 1.72220
4443.47 1.20876
4443.91 0.891429
4444.35 0.683035
4445.23 0.436419
4446.11 0.302285
4446.99 0.221588
4448.74 0.133708
4450.50 0.0895128
4452.25 0.0642398
4454.01 0.0484640
4455.77 0.0379765
4459.28 0.0253516
4462.79 0.0183796
4466.30 0.0141799
4469.81 0.0115273
4476.83 0.00886864
4480.35 0.00854686
4483.86 0.00908496
4487.37 0.0113394
4489.13 0.0139555
4490.88 0.0189780
4492.64 0.0300010
4493.51 0.0410630
4494.39 0.0612290
4495.27 0.103938
4495.71 0.145893
4496.15 0.221039
4496.59 0.376310
4496.81 0.525425
4497.03 0.783877
4497.25 1.29714
4497.36 1.76616
4497.47 2.53243
4497.58 3.93794
4497.63 5.11403
4497.68 6.84721
4497.74 9.64985
4497.79 14.4323
4497.82 18.2112
4497.85 23.2386
4497.88 30.2101
4497.90 39.8904
4497.93 51.3631
4497.95 64.0334
4498.00 79.7769
4498.02 75.1567
4498.05 64.0322
4498.10 39.8892
4498.13 28.1768
4498.17 20.4288
4498.20 15.1435
4498.23 11.6596
4498.30 7.39091
4498.37 5.08777
4498.44 3.68599
4498.51 2.78771
4498.65 1.75514
4498.78 1.20116
4498.92 0.874916
4499.20 0.523354
4499.47 0.347740
4499.74 0.248313
4500.29 0.145192
4500.84 0.0956203
4501.39 0.0681275
4502.49 0.0402065
4503.59 0.0270028
4504.69 0.0197300
4506.88 0.0123713
4509.08 0.00888123
4511.28 0.00693776
4515.67 0.00492631
4520.06 0.00393319
4524.46 0.00335551
4533.24 0.00272625
4550.81 0.00222117
4568.39 0.00206545
4603.53 0.00217523
4638.67 0.00272780
4673.82 0.00405864
4691.39 0.00539343
4708.96 0.00780370
4717.75 0.00981413
4726.53 0.0128582
4735.32 0.0177976
4744.11 0.0266269
4748.50 0.0339273
4752.89 0.0448784
4757.29 0.0623986
4761.68 0.0930243
4766.07 0.153974
4768.27 0.210049
4770.46 0.303411
4772.66 0.475753
4773.76 0.621878
4774.86 0.845248
4775.96 1.20907
4777.05 1.84869
4777.60 2.35867
4778.15 3.08205
4778.70 4.12509
4779.25 5.62233
4780.13 8.99737
4781.00 11.2468
4781.88 8.99324
4782.75 5.61837
4783.31 4.10593
4783.86 3.05903
4784.97 1.82665
4786.08 1.19121
4787.19 0.831404
4788.31 0.610847
4789.42 0.466857
4791.64 0.297449
4793.86 0.205838
4796.08 0.150944
4800.53 0.0914168
4804.97 0.0616459
4809.41 0.0447365
4813.86 0.0342934
4818.30 0.0274796
4827.19 0.0198464
4836.08 0.0174163
4840.52 0.0188727
4842.74 0.0212131
4844.97 0.0260745
4847.19 0.0371259
4848.30 0.0483395
4849.41 0.0688338
4850.52 0.112179
4851.08 0.154652
4851.63 0.230203
4852.19 0.385276
4852.47 0.532442
4852.74 0.784880
4853.02 1.27681
4853.16 1.71760
4853.30 2.42455
4853.44 3.67972
4853.51 4.70581
4853.58 6.18318
4853.65 8.47542
4853.72 12.1140
4853.78 18.2659
4853.82 22.9528
4853.85 29.0657
4853.93 46.5324
4854.00 58.1371
4854.07 46.5310
4854.15 29.0642
4854.19 21.4760
4854.24 16.2222
4854.32 9.83753
4854.41 6.47859
4854.50 4.56803
4854.59 3.36985
4854.68 2.59026
4854.86 1.65933
4855.03 1.14976
4855.21 0.844845
4855.56 0.512137
4855.92 0.344108
4856.27 0.248176
4856.63 0.188027
4856.98 0.148055
4857.69 0.0996761
4858.40 0.0726655
4859.11 0.0560576
4859.82 0.0451144
4861.24 0.0320249
4862.65 0.0247713
4865.49 0.0173856
4868.33 0.0138543
4871.16 0.0118811
4876.83 0.00987301
4888.18 0.00859399
4899.52 0.00871274
4910.86 0.00981863
4922.20 0.0124143
4927.88 0.0149492
4933.55 0.0200236
4936.38 0.0255713
4939.22 0.0391154
4940.64 0.0564994
4942.06 0.103249
4942.76 0.165455
4943.47 0.332026
4943.83 0.547968
4944.01 0.750031
4944.18 1.09382
4944.36 1.74918
4944.45 2.32857
4944.54 3.23612
4944.63 4.80854
4944.71 7.76216
4944.76 10.3715
4944.80 14.2804
4944.85 20.4538
4944.89 30.3335
4944.95 48.4829
4945.00 60.6399
4945.06 48.4820
4945.11 30.3327
4945.14 22.5066
4945.18 16.8681
4945.25 10.1615
4945.31 6.66468
4945.38 4.67069
4945.45 3.44266
4945.52 2.63829
4945.65 1.68887
4945.79 1.17383
4945.93 0.864526
4946.20 0.529121
4946.47 0.359959
4946.74 0.263409
4947.28 0.163414
4947.83 0.115399
4948.37 0.0889693
4949.46 0.0627427
4951.63 0.0454973
4953.80 0.0418169
4958.15 0.0462606
4962.49 0.0600188
4966.84 0.0874508
4969.01 0.111428
4971.19 0.149746
4973.36 0.218311
4974.45 0.276271
4975.53 0.366372
4976.62 0.520151
4977.71 0.818204
4978.25 1.08567
4978.79 1.51377
4979.34 2.24023
4979.88 3.50738
4980.44 5.52747
4981.00 6.87711
4981.56 5.55788
4982.12 3.57828
4982.68 2.32870
4983.23 1.64115
4983.79 1.25975
4984.34 1.04604
4984.89 0.929680
4985.45 0.876576
4986.00 0.869424
4986.56 0.900817
4987.11 0.969683
4987.67 1.07952
4988.22 1.23928
4988.77 1.46418
4989.33 1.77886
4989.88 2.21823
4990.44 2.83331
4990.99 3.68339
4992.00 5.83297
4993.00 7.26556
4993.50 6.83407
4994.01 5.81054
4995.01 3.63994
4995.85 2.42698
4996.69 1.68035
4997.53 1.21477
4998.37 0.912917
5000.05 0.565241
5001.72 0.383239
5003.40 0.276896
5005.08 0.209667
5008.44 0.132669
5011.79 0.0918872
5015.15 0.0676865
5021.86 0.0415537
5028.58 0.0284555
5035.29 0.0209667
5048.72 0.0131926
5062.14 0.00950722
5075.57 0.00756174
5102.42 0.00605339
5129.28 0.00651524
5142.70 0.00768263
5156.13 0.0101329
5169.56 0.0156247
5176.27 0.0211249
5182.98 0.0310746
5186.34 0.0393637
5189.70 0.0518644
5193.05 0.0719851
5196.41 0.107415
5198.09 0.136248
5199.77 0.178738
5201.45 0.245087
5203.12 0.356995
5204.80 0.567607
5205.64 0.749778
5206.48 1.03404
5207.32 1.51016
5207.74 1.87675
5208.16 2.38482
5208.58 3.11410
5209.00 4.18884
5209.42 5.82161
5209.84 8.29258
5210.42 13.2642
5211.00 16.5762
5211.58 13.2605
5212.16 8.28901
5212.77 5.02191
5213.37 3.22989
5213.97 2.21171
5214.57 1.59576
5215.17 1.19981
5215.77 0.933038
5216.97 0.608503
5218.18 0.427098
5219.38 0.316123
5221.78 0.193236
5224.19 0.130496
5226.59 0.0942684
5229.00 0.0714966
5231.40 0.0562731
5236.21 0.0378270
5241.02 0.0275341
5245.83 0.0212340
5250.64 0.0171246
5260.26 0.0123412
5269.88 0.00989167
5289.12 0.00814141
5308.36 0.00902217
5317.98 0.0107460
5327.59 0.0142381
5337.21 0.0218955
5342.02 0.0294676
5346.83 0.0430336
5349.24 0.0542550
5351.64 0.0710837
5354.05 0.0979994
5356.45 0.145025
5358.86 0.238728
5360.06 0.325102
5361.26 0.469184
5362.46 0.736292
5363.07 0.963656
5363.67 1.31274
5364.27 1.88421
5364.87 2.89884
5365.17 3.71681
5365.47 4.88292
5365.77 6.58717
5366.07 9.05235
5366.54 14.4802
5367.00 18.0979
5367.47 14.4774
5367.93 9.05006
5368.29 6.21129
5368.64 4.39190
5369.00 3.22042
5369.36 2.44262
5370.07 1.52701
5370.79 1.03892
5371.50 0.750936
5372.21 0.568263
5373.64 0.359749
5375.07 0.250655
5376.50 0.187550
5379.35 0.124648
5382.21 0.104789
5383.63 0.108249
5385.06 0.125825
5386.49 0.173666
5387.20 0.223756
5387.92 0.314567
5388.63 0.501319
5388.99 0.677178
5389.34 0.976477
5389.70 1.54578
5389.88 2.04555
5390.06 2.82954
5390.24 4.17093
5390.33 5.21252
5390.41 6.67851
5390.50 8.81284
5390.59 12.0336
5390.68 17.0476
5390.77 24.8900
5390.89 39.7569
5391.00 49.6475
5391.12 39.7545
5391.23 24.8871
5391.35 14.7983
5391.48 9.38725
5391.60 6.37097
5391.73 4.58215
5391.85 3.43361
5391.97 2.66912
5392.22 1.74013
5392.47 1.22408
5392.71 0.909142
5393.21 0.561402
5393.70 0.383762
5394.20 0.281316
5395.18 0.173331
5396.17 0.120265
5397.16 0.0901673
5399.14 0.0586242
5401.12 0.0429794
5403.09 0.0338973
5407.05 0.0240226
5411.00 0.0188828
5414.95 0.0158122
5422.86 0.0125124
5438.68 0.0105773
5454.49 0.0117927
5470.31 0.0168047
5478.22 0.0222937
5486.13 0.0324738
5490.08 0.0410444
5494.03 0.0540419
5497.99 0.0750693
5501.94 0.112315
5503.92 0.142753
5505.90 0.187831
5507.87 0.258632
5509.85 0.379030
5511.83 0.608284
5512.82 0.809404
5513.80 1.12723
5514.79 1.67072
5515.29 2.09642
5515.78 2.69861
5516.28 3.58109
5516.77 4.92435
5517.26 7.03911
5517.76 10.3915
5518.38 16.6304
5519.00 20.7789
5519.62 16.6151
5520.24 10.3870
5520.97 5.90285
5521.70 3.62699
5522.43 2.40884
5523.16 1.70248
5523.89 1.26129
5524.62 0.970058
5526.08 0.622873
5527.54 0.432757
5529.00 0.317998
5531.92 0.192531
5534.84 0.129176
5537.75 0.0928654
5540.67 0.0701456
5543.59 0.0550153
5549.43 0.0367946
5555.27 0.0268625
5561.10 0.0221501
5564.02 0.0259904
5565.48 0.0482399
5566.21 0.132025
5566.57 0.409121
5566.76 1.16585
5566.85 2.69369
5566.89 4.79685
5566.94 9.64514
5566.97 15.3778
5567.00 19.2855
5567.03 15.3777
5567.06 9.64495
5567.11 4.93357
5567.15 2.81794
5567.24 1.23976
5567.41 0.437174
5567.76 0.140675
5568.46 0.0492255
5569.86 0.0233040
5572.65 0.0154147
5578.24 0.0117269
5589.41 0.00867395
5611.77 0.00598445
5634.12 0.00492992
5656.47 0.00464612
5678.83 0.00495946
5701.18 0.00610527
5712.36 0.00730609
5723.53 0.00960149
5729.12 0.0118633
5734.71 0.0167723
5737.50 0.0225981
5738.90 0.0280627
5740.30 0.0376963
5741.69 0.0576759
5743.09 0.112118
5743.79 0.184900
5744.49 0.379207
5744.84 0.630393
5745.19 1.26110
5745.36 2.01481
5745.45 2.66818
5745.54 3.69395
5745.62 5.45372
5745.71 8.70742
5745.76 11.4967
5745.80 15.5833
5745.84 22.0446
5745.89 31.8574
5745.94 51.1202
5746.00 63.6949
5746.06 51.1194
5746.11 31.8566
5746.16 21.3291
5746.21 14.7954
5746.26 10.6236
5746.30 7.97510
5746.40 4.89132
5746.49 3.29556
5746.59 2.35685
5746.68 1.77227
5746.87 1.10390
5747.06 0.752896
5747.25 0.548355
5747.63 0.330616
5748.01 0.223212
5748.39 0.162839
5749.14 0.100856
5749.90 0.0715142
5750.66 0.0554920
5752.17 0.0398406
5753.68 0.0331315
5755.20 0.0300944
5758.22 0.0287758
5764.28 0.0344209
5770.33 0.0489476
5773.36 0.0615327
5776.39 0.0805628
5779.41 0.111006
5782.44 0.163876
5785.47 0.267668
5786.98 0.361583
5788.50 0.515049
5789.25 0.631052
5790.01 0.790499
5790.77 1.01741
5791.52 1.35367
5792.28 1.87942
5793.04 2.75173
5793.79 4.29491
5794.17 5.49684
5794.55 7.11534
5795.28 11.3808
5796.00 14.2222
5796.73 11.3773
5797.45 7.11186
5797.99 4.94009
5798.53 3.52659
5799.06 2.60422
5799.60 1.98533
5800.68 1.24880
5801.75 0.851736
5802.83 0.615811
5803.91 0.465256
5806.06 0.292039
5808.21 0.200243
5810.36 0.145987
5812.51 0.111293
5814.66 0.0878094
5818.97 0.0589771
5823.27 0.0426444
5827.57 0.0325189
5831.87 0.0258210
5840.48 0.0178159
5849.09 0.0134304
5866.30 0.00914839
5883.51 0.00736343
5900.72 0.00666081
5935.15 0.00697927
5969.57 0.00944882
5986.78 0.0121063
6003.99 0.0168444
6021.21 0.0263827
6029.81 0.0352938
6038.42 0.0505029
6047.02 0.0799005
6051.33 0.106251
6053.48 0.124887
6055.63 0.149091
6057.78 0.181336
6059.93 0.225515
6062.08 0.288245
6064.24 0.381043
6066.39 0.525594
6068.54 0.764415
6069.61 0.943827
6070.69 1.18485
6071.77 1.51165
6072.84 1.95013
6074.92 3.11453
6077.00 3.88973
6079.08 3.11262
6081.16 1.94915
6082.49 1.42435
6083.82 1.06190
6086.49 0.637403
6089.15 0.419771
6091.81 0.297262
6094.48 0.222706
6097.14 0.174512
6102.46 0.119089
6107.79 0.0908668
6113.11 0.0760292
6123.77 0.0676206
6134.42 0.0805315
6139.74 0.0979139
6145.07 0.128747
6150.39 0.185572
6155.72 0.300997
6158.38 0.406284
6161.05 0.575953
6163.71 0.863544
6166.37 1.36127
6169.19 2.17028
6172.00 2.71018
6174.82 2.17970
6177.63 1.41337
6179.26 1.24115
6179.67 1.32983
6180.08 1.67227
6180.28 2.14115
6180.49 3.28291
6180.59 4.54809
6180.69 7.09064
6180.74 9.40833
6180.79 13.1526
6180.84 19.5265
6180.89 30.3668
6180.95 48.2838
6181.00 59.9650
6181.05 48.2703
6181.11 30.3401
6181.15 20.8535
6181.19 14.8543
6181.23 10.9519
6181.28 8.44908
6181.36 5.49142
6181.45 3.94038
6181.53 3.01604
6181.62 2.42928
6181.78 1.75641
6181.95 1.39302
6182.12 1.17416
6182.46 0.926553
6183.14 0.701973
6183.82 0.589920
6185.17 0.461228
6186.53 0.380024
6189.24 0.275471
6191.95 0.209986
6197.36 0.134100
6202.78 0.0933086
6208.20 0.0688788
6213.62 0.0530947
6224.46 0.0345900
6235.30 0.0245357
6246.14 0.0184478
6267.81 0.0117220
6289.49 0.00826175
6311.16 0.00624394
6354.52 0.00412495
6397.87 0.00316854
6441.22 0.00283489
6484.57 0.00320548
6506.25 0.00416236
6511.67 0.00475288
6517.09 0.00599486
6519.80 0.00744557
6522.51 0.0111904
6523.86 0.0161659
6525.22 0.0298571
6525.89 0.0484126
6526.57 0.0990230
6526.91 0.166147
6527.25 0.341567
6527.42 0.563092
6527.59 1.09574
6527.67 1.70299
6527.76 2.95694
6527.80 4.18705
6527.84 6.24035
6527.88 10.0046
6527.93 17.4318
6527.96 27.9088
6528.00 34.8397
6528.04 27.9086
6528.07 17.4316
6528.10 11.9149
6528.13 8.47319
6528.19 4.70454
6528.25 2.93486
6528.30 2.00293
6528.41 1.09067
6528.53 0.683279
6528.75 0.340829
6528.98 0.204693
6529.43 0.0989633
6529.88 0.0596590
6530.79 0.0304464
6531.69 0.0199795
6533.50 0.0125386
6535.31 0.0101083
6538.93 0.00886903
6542.55 0.00910259
6549.79 0.0113490
6557.03 0.0161381
6560.65 0.0202326
6564.27 0.0264618
6567.88 0.0365631
6571.50 0.0545134
6573.31 0.0692395
6575.12 0.0911175
6576.93 0.125680
6578.74 0.184874
6580.55 0.299037
6581.46 0.400461
6582.36 0.562938
6583.27 0.846449
6583.72 1.07362
6584.17 1.40063
6584.62 1.89349
6585.08 2.66800
6585.53 3.94251
6585.98 6.07266
6586.49 9.71757
6587.00 12.1399
6587.51 9.70809
6588.02 6.07085
6588.47 3.94835
6588.92 2.67559
6589.37 1.90074
6589.82 1.40873
6590.72 0.852318
6591.62 0.567464
6592.52 0.403701
6593.42 0.301653
6595.22 0.186677
6597.02 0.126968
6598.81 0.0921459
6600.61 0.0700863
6602.41 0.0552639
6606.01 0.0372102
6609.60 0.0270810
6613.20 0.0208602
6616.80 0.0167909
6623.99 0.0120398
6631.19 0.00959690
6645.58 0.00783115
6659.96 0.00868665
6667.16 0.0104105
6674.35 0.0139404
6681.55 0.0217524
6685.14 0.0295122
6688.74 0.0434321
6690.54 0.0549328
6692.34 0.0721206
6694.14 0.0994779
6695.93 0.146819
6697.73 0.239574
6698.63 0.323315
6699.53 0.460037
6700.43 0.705094
6700.88 0.906613
6701.33 1.20439
6701.78 1.66919
6702.23 2.43548
6702.45 3.01176
6702.68 3.78650
6702.90 4.83550
6703.13 6.23641
6703.56 9.97663
6704.00 12.4695
6704.44 9.97500
6704.87 6.23484
6705.38 3.55541
6705.89 2.19193
6706.40 1.45815
6706.91 1.03208
6707.42 0.765445
6707.92 0.589367
6708.94 0.379189
6709.96 0.264053
6710.97 0.194455
6713.01 0.118329
6715.04 0.0798857
6717.08 0.0578403
6719.11 0.0440501
6721.14 0.0348654
6725.21 0.0237814
6729.28 0.0176282
6737.41 0.0114657
6745.55 0.00870781
6753.69 0.00738866
6769.96 0.00683199
6786.23 0.00838746
6794.36 0.0103861
6802.50 0.0141210
6810.63 0.0218863
6814.70 0.0293126
6818.77 0.0422935
6822.84 0.0684247
6824.87 0.0929774
6826.90 0.135107
6828.94 0.217130
6829.95 0.291047
